N	2gram	Bakhtin_Fr	EvropaiC
155	том же	4	4
156	и конец	1	4
157	в области	5	4
158	он не	11	4
159	конце концов	3	4
160	всех этих	5	4
161	мы сказали	2	4
162	в одну	1	4
163	то же	14	4
164	никогда не	2	4
165	во всем	4	3
166	бы то	1	3
167	на почве	1	3
168	что оно	1	3
169	эти элементы	2	3
170	данном случае	3	3
171	только что	1	3
172	и по	4	3
173	в начале	5	3
174	с одной	5	3
175	тогда когда	1	3
176	культуры а	1	3
177	за ними	2	3
178	даже в	4	3
179	ни было	1	3
180	в нашем	5	3
181	в разных	3	3
182	с более	1	3
183	для нас	1	3
184	прежде всего	23	3
185	у нас	4	3
186	одно из	3	3
187	же не	1	3
188	в этих	8	3
189	чем в	2	3
190	ко всем	3	3
191	в нем	12	3
192	заключается в	1	3
193	сомнению что	3	3
194	представление о	2	3
195	очень много	1	3
196	в жизни	1	3
197	в связи	7	3
198	во имя	1	3
199	не подлежит	4	3
200	же как	1	3
201	настоящее время	2	3
202	в истории	5	3
203	вследствие этого	2	3
204	и это	5	3
205	что их	1	3
206	и вообще	3	3
207	гораздо больше	3	3
208	жизнь и	2	3
209	и того	1	3
210	и потому	6	3
211	в данном	5	3
212	культуру в	1	3
213	и других	7	3
214	развиваться в	1	3
215	отличие от	3	3
216	но даже	2	3
217	в ней	6	3
218	сказали что	1	3
219	должны быть	2	3
220	это не	5	3
221	в тех	1	3
222	культуре в	1	3
223	тем самым	1	3
224	и до	14	3
225	с в	2	3
226	конечно не	4	3
227	уже и	2	3
228	в совершенно	1	3
229	от того	1	3
230	при помощи	1	3
231	каждый из	2	3
232	а в	3	3
233	как известно	3	3
234	было бы	4	3
235	как мы	18	3
236	они должны	2	3
237	что только	1	3
238	этой истории	1	3
239	образом в	3	3
240	но не	4	3
241	в эти	2	3
242	таким же	1	3
243	в настоящее	2	3
244	как для	1	3
245	не надо	1	3
246	одного и	1	3
247	тот же	4	3
248	и наконец	5	3
249	подлежит сомнению	2	3
250	одной и	2	2
251	таком же	1	2
252	все в	2	2
253	и весь	2	2
254	что они	3	2
255	только не	1	2
256	во втором	1	2
257	образом и	2	2
258	но на	1	2
259	все его	2	2
260	что у	2	2
261	что эти	1	2
262	них в	2	2
263	то есть	31	2
264	этот процесс	4	2
265	то в	2	2
266	мы все	1	2
267	в свет	3	2
268	на том	2	2
269	он считает	2	2
270	не без	1	2
271	для него	7	2
272	следует что	1	2
273	же образом	1	2
274	тем как	1	2
275	те же	6	2
276	которые по	1	2
277	а затем	2	2
278	в общей	2	2
279	но как	5	2
280	и из	1	2
281	борьбы с	1	2
282	в виду	8	2
283	мы разумеем	1	2
284	этими двумя	1	2
285	исторического развития	1	2
286	которые будут	1	2
287	но с	1	2
288	в своих	7	2
289	не было	7	2
290	меньше чем	3	2
291	все то	2	2
292	особенности которые	1	2
293	не знает	1	2
294	и сам	5	2
295	все дело	1	2
296	и где	1	2
297	на нее	1	2
298	и там	1	2
299	вовсе не	18	2
300	такой же	3	2
301	но для	1	2
302	в один	2	2
303	на месте	1	2
304	жизни и	6	2
305	то время	1	2
306	сходство с	1	2
307	если он	1	2
308	между этими	1	2
309	тому что	1	2
310	между ними	4	2
311	всех тех	1	2
312	с ними	4	2
313	их в	7	2
314	есть в	1	2
315	между прочим	1	2
316	и так	5	2
317	никто не	1	2
318	следовательно и	2	2
319	они не	4	2
320	на одном	1	2
321	не имеет	1	2
322	высшей степени	1	2
323	со своей	1	2
324	народа который	1	2
325	почти все	2	2
326	ему и	2	2
327	в себя	2	2
328	ни для	4	2
329	в эту	7	2
330	на себе	1	2
331	при виде	1	2
332	вопросе о	1	2
333	в них	19	2
334	во всяком	2	2
335	ко всему	2	2
336	знаем и	1	2
337	и состоит	1	2
338	этого явления	2	2
339	а для	1	2
340	в основе	7	2
341	и более	2	2
342	в котором	3	2
343	и только	1	2
344	на этом	3	2
345	эти последние	1	2
346	доказать что	1	2
347	время от	1	2
348	другими словами	4	2
349	всяком случае	2	2
350	к нему	4	2
351	в свою	3	2
352	заимствует у	1	2
353	одной стороны	4	2
354	также и	6	2
355	культура в	1	2
356	в другом	3	2
357	не более	1	2
358	и уже	1	2
359	только тогда	1	2
360	к тем	2	2
361	между отдельными	1	2
362	о них	1	2
363	всех других	1	2
364	которую он	1	2
365	из него	1	2
366	с общим	1	2
367	только то	2	2
368	и те	1	2
369	же время	13	2
370	от своей	1	2
371	это может	1	2
372	над всеми	1	2
373	свою очередь	2	2
374	очень мало	1	2
375	в вопросе	1	2
376	к ним	1	2
377	между людьми	1	2
378	на такой	2	2
379	со своими	2	2
380	это конечно	1	2
381	чужды и	1	2
382	к двум	1	2
383	тех пор	1	2
384	и культуру	1	2
385	о которой	1	2
386	было принято	1	2
387	той же	9	2
388	части в	1	2
389	которые уже	1	2
390	том чтобы	1	2
391	в высшей	1	2
392	на него	1	2
393	на первый	1	2
394	по этому	1	2
395	во всей	3	2
396	в частности	4	2
397	общества и	2	2
398	одна из	3	2
399	этого слова	3	2
400	в сущности	15	2
401	но если	1	2
402	и его	26	2
403	всех народов	1	2
404	от них	2	2
405	мы видели	6	2
406	а следовательно	1	2
407	отнюдь не	1	2
408	в отдельных	1	2
409	в ту	8	2
410	для этой	3	2
411	с ее	1	2
412	тем же	2	2
413	что такие	1	2
414	но так	1	2
415	которой мы	1	2
416	в самой	1	2
417	пришлось бы	1	2
418	и особенно	2	2
419	дальнейшего развития	1	2
420	точку зрения	1	2
421	и ее	3	2
422	что на	2	2
423	друг друга	2	2
424	гораздо более	1	2
425	из этой	3	2
426	он должен	1	2
427	этой культуре	1	1
428	к сожалению	1	1
429	всего в	1	1
430	были бы	1	1
431	начиная с	3	1
432	само собой	1	1
433	аспекта одного	1	1
434	всех отношениях	1	1
435	чтобы истина	1	1
436	к действительности	1	1
437	и другие	4	1
438	которую они	1	1
439	между всеми	1	1
440	реальные исторические	1	1
441	в другой	2	1
442	из отдельных	1	1
443	видели что	1	1
444	чтобы это	1	1
445	для всех	1	1
446	мы видим	9	1
447	в более	4	1
448	один из	9	1
449	собой и	1	1
450	оно может	1	1
451	это делает	1	1
452	друг в	2	1
453	к их	1	1
454	она и	1	1
455	они и	4	1
456	борьбе между	2	1
457	сверху вниз	1	1
458	на эти	1	1
459	же и	4	1
460	на мою	1	1
461	уже говорили	5	1
462	не во	1	1
463	на тех	1	1
464	но те	1	1
465	но из	1	1
466	если в	1	1
467	свидетельствует о	2	1
468	ее на	1	1
469	сам он	3	1
470	такой характер	1	1
471	рассказ о	1	1
472	те которые	1	1
473	того как	1	1
474	нас не	1	1
475	с и	1	1
476	том числе	4	1
477	вполне понятно	4	1
478	уже в	4	1
479	мы не	3	1
480	из одних	1	1
481	с такой	1	1
482	что я	2	1
483	оно было	1	1
484	случае мы	1	1
485	дальнейшем ходе	1	1
486	целом есть	1	1
487	мало и	1	1
488	без исключения	1	1
489	именно как	1	1
490	по всему	2	1
491	еще более	5	1
492	лишь то	1	1
493	или с	1	1
494	указание на	1	1
495	элементов и	1	1
496	для народа	1	1
497	бы на	1	1
498	за пределами	1	1
499	в своей	11	1
500	человек с	1	1
501	интересен и	1	1
502	смысл и	2	1
503	с тех	1	1
504	он и	10	1
505	кроме того	5	1
506	их было	1	1
507	в корне	3	1
508	в ее	5	1
509	в общую	1	1
510	никак не	3	1
511	мысли и	2	1
512	что так	1	1
513	по адресу	2	1
514	господствовать в	1	1
515	что такое	1	1
516	ее в	1	1
517	не исчерпывается	2	1
518	и тут	2	1
519	и сама	2	1
520	пор еще	2	1
521	в качестве	2	1
522	потому не	1	1
523	в человеке	1	1
524	одному из	2	1
525	не являются	1	1
526	с каждым	1	1
527	с особенностями	1	1
528	в прошлом	2	1
529	не способны	1	1
530	что каждый	1	1
531	с другими	1	1
532	однако он	1	1
533	силой и	2	1
534	от этих	1	1
535	нами в	1	1
536	этого лишь	1	1
537	а все	1	1
538	но отдельные	1	1
539	смысле этого	2	1
540	как нечто	3	1
541	быть может	2	1
542	чтобы я	1	1
543	воспринимает и	1	1
544	о ее	1	1
545	некоторые из	4	1
546	к жизни	2	1
547	ограниченной и	1	1
548	в отношении	3	1
549	когда же	2	1
550	с другим	1	1
551	же самые	2	1
552	их нужно	1	1
553	мыслится как	1	1
554	распространяется на	1	1
555	поэтому и	4	1
556	как же	1	1
557	и притом	1	1
558	как объяснить	1	1
559	том именно	1	1
560	в духе	11	1
561	отказаться от	1	1
562	здесь мы	3	1
563	ряде других	1	1
564	или иной	2	1
565	в первом	1	1
566	конец этой	1	1
567	этого не	1	1
568	элементы в	1	1
569	ее от	1	1
570	не ставит	1	1
571	из приведенных	1	1
572	ее с	1	1
573	начала в	1	1
574	будто бы	2	1
575	во многих	1	1
576	дело в	4	1
577	весь свой	1	1
578	о своей	1	1
579	лежит представление	1	1
580	и эта	1	1
581	политику и	1	1
582	тем что	6	1
583	взгляды на	1	1
584	когда все	1	1
585	и всю	1	1
586	удается но	1	1
587	без влияния	1	1
588	принадлежат к	2	1
589	бы все	1	1
590	же еще	2	1
591	например в	2	1
592	разобранные нами	1	1
593	отношения к	2	1
594	и вырождения	1	1
595	так это	1	1
596	в наиболее	1	1
597	этом последнем	1	1
598	долгое время	1	1
599	и как	5	1
600	как о	2	1
601	но он	9	1
602	к его	1	1
603	есть нечто	1	1
604	время как	1	1
605	этой цели	1	1
606	на ноги	1	1
607	для каждого	1	1
608	может только	1	1
609	в определенной	1	1
610	себя как	1	1
611	а именно	1	1
612	здесь дело	1	1
613	и перед	2	1
614	рядом с	5	1
615	не дают	1	1
616	бы нам	1	1
617	смешным и	1	1
618	становится понятным	1	1
619	на эту	2	1
620	много но	1	1
621	но когда	1	1
622	как в	4	1
623	стремление к	1	1
624	жизни в	1	1
625	жизнью в	1	1
626	так в	4	1
627	что ни	1	1
628	другом месте	1	1
629	к концу	1	1
630	правда не	4	1
631	к своему	1	1
632	мир который	1	1
633	что между	1	1
634	от этого	2	1
635	только для	6	1
636	и со	2	1
637	смертью в	3	1
638	была у	2	1
639	и я	1	1
640	бы не	1	1
641	них мы	1	1
642	не усомнился	1	1
643	да и	2	1
644	больше всего	1	1
645	мы находим	3	1
646	именно эта	1	1
647	под видом	1	1
648	культуру не	1	1
649	и следовательно	3	1
650	нельзя и	1	1
651	это было	2	1
652	встречается у	1	1
653	роль в	7	1
654	со стороны	2	1
655	гораздо меньше	1	1
656	на его	4	1
657	себе и	1	1
658	знает что	1	1
659	людьми и	2	1
660	даже гораздо	1	1
661	мы считаем	1	1
662	на их	4	1
663	мира в	2	1
664	много и	1	1
665	но мы	1	1
666	это имеет	1	1
667	что тот	2	1
668	в других	4	1
669	уже не	2	1
670	людей с	2	1
671	культуры между	1	1
672	на современную	1	1
673	свой смысл	1	1
674	перед нами	4	1
675	связаны с	6	1
676	лишь те	1	1
677	который и	1	1
678	высшее и	1	1
679	всех своих	2	1
680	его к	3	1
681	несколько дальше	1	1
682	уже сказали	2	1
683	и свои	3	1
684	к одному	2	1
685	остается в	2	1
686	нет ничего	1	1
687	перестает быть	2	1
688	к представлению	1	1
689	отношениях лучше	1	1
690	это и	4	1
691	еще и	6	1
692	к истине	1	1
693	точке и	1	1
694	наконец и	2	1
695	всем их	1	1
696	ними нет	1	1
697	искать в	1	1
698	образом все	2	1
699	с историческим	1	1
700	нами выше	1	1
701	и отчасти	1	1
702	и эти	1	1
703	культуры не	1	1
704	только к	1	1
705	за то	2	1
706	указывали на	2	1
707	бы к	1	1
708	больше чем	3	1
709	две стороны	1	1
710	с самого	1	1
711	после этого	2	1
712	что этот	1	1
713	всегда с	1	1
714	среды в	1	1
715	в целях	1	1
716	видим что	2	1
717	предполагает что	1	1
718	и убеждения	1	1
719	и даже	7	1
720	и ко	1	1
721	силы и	2	1
722	два момента	1	1
723	даже и	3	1
724	стоит в	1	1
725	все остальные	3	1
726	и каждое	1	1
727	эти слова	1	1
728	и вот	4	1
729	в значительной	3	1
730	входит в	2	1
731	видит и	1	1
732	на котором	2	1
733	от самого	1	1
734	еще дальше	1	1
735	чтобы проверить	1	1
736	всем этим	3	1
737	этого положения	1	1
738	вместо того	1	1
739	этой работы	1	1
740	всех сил	1	1
741	нельзя не	1	1
742	из его	2	1
743	язык и	2	1
744	в этот	2	1
745	на которых	2	1
746	те специальные	1	1
747	характер в	1	1
748	поэтому мы	1	1
749	в развитии	2	1
750	от всех	1	1
751	смысле слова	5	1
752	как сам	1	1
753	гораздо дальше	1	1
754	утратили свой	1	1
755	только на	4	1
756	их народ	1	1
757	одно и	1	1
758	не были	3	1
759	и та	1	1
760	люди с	1	1
761	все те	2	1
762	в различных	2	1
763	не могла	1	1
764	связь между	3	1
765	это была	1	1
766	взглядов на	1	1
767	каждый раз	1	1
768	понимает в	2	1
769	есть лишь	1	1
770	и была	1	1
771	за каждым	2	1
772	говоря о	1	1
773	в нашей	2	1
774	даже при	1	1
775	для своей	2	1
776	имеет никакой	1	1
777	действительности от	1	1
778	первый из	1	1
779	это действительно	1	1
780	сложились в	1	1
781	чтобы их	1	1
782	можно найти	1	1
783	лишь как	1	1
784	можно было	3	1
785	быть на	1	1
786	говорили что	1	1
787	самого начала	1	1
788	и часто	1	1
789	и трагическую	1	1
790	не случайно	1	1
791	на новую	1	1
792	точке зрения	1	1
793	если их	2	1
794	но этот	1	1
795	себя свою	1	1
796	делает его	1	1
797	всегда и	1	1
798	над собою	1	1
799	или эти	1	1
800	людей которые	2	1
801	и той	2	1
802	не по	1	1
803	на которые	1	1
804	только своего	1	1
805	числе и	3	1
806	истории и	1	1
807	нет правда	1	1
808	как известная	1	1
809	и еще	3	1
810	похожа на	1	1
811	и глубоко	2	1
812	как человек	2	1
813	он в	2	1
814	заметить что	1	1
815	именно его	1	1
816	возможно что	1	1
817	не совсем	1	1
818	и всякие	2	1
819	которого они	1	1
820	группы и	2	1
821	ее не	2	1
822	не осталось	1	1
823	главным образом	3	1
824	и самого	1	1
825	ноги и	2	1
826	нет и	1	1
827	слились с	1	1
828	при котором	1	1
829	наконец из	1	1
830	всегда в	1	1
831	бы он	1	1
832	духе и	1	1
833	благодаря этому	1	1
834	этом и	1	1
835	техники и	1	1
836	же они	2	1
837	всех сторон	2	1
838	быть в	2	1
839	но именно	3	1
840	до конца	10	1
841	в большей	2	1
842	к которому	2	1
843	с нею	2	1
844	с элементами	1	1
845	во времена	1	1
846	этого века	1	1
847	целом в	2	1
848	зрения на	1	1
849	как от	1	1
850	простое и	1	1
851	не знаем	1	1
852	в голову	1	1
853	ним общее	1	1
854	в узком	3	1
855	отрицательные стороны	1	1
856	такие которые	1	1
857	исходит из	1	1
858	и непонятной	1	1
859	нем не	1	1
860	их именно	1	1
861	в современной	1	1
862	целую систему	1	1
863	из самых	2	1
864	те кто	1	1
865	именно с	1	1
866	с его	6	1
867	сказать что	3	1
868	он сам	1	1
869	этого нельзя	3	1
870	их на	1	1
871	соответствующие им	1	1
872	все более	1	1
873	для тех	1	1
874	а как	1	1
875	что во	1	1
876	при встрече	1	1
877	время мы	1	1
878	именно этот	2	1
879	каждый момент	1	1
880	на пользу	1	1
881	к этим	1	1
882	ведь и	1	1
883	не мог	1	1
884	а не	6	1
885	образом весь	2	1
886	если она	1	1
887	же он	2	1
888	и духовного	1	1
889	этих людей	1	1
890	в культуре	4	1
891	дальше в	1	1
892	каждого из	1	1
893	особый характер	1	1
894	или лучше	1	1
895	здесь не	5	1
896	шло по	1	1
897	и тем	1	1
898	ничего не	4	1
899	жизни с	2	1
900	есть не	1	1
901	есть как	1	1
902	они были	4	1
903	иное как	1	1
904	друг другу	1	1
905	на них	3	1
906	не к	2	1
907	перед которой	1	1
908	его можно	1	1
909	человека но	1	1
910	своего развития	2	1
911	в риме	3	1
912	судя по	1	1
913	книгу в	1	1
