N	2gram	Tiupa_Disk	formyVre
215	что было	1	6
216	именно в	5	6
217	с тем	1	6
218	индивидуальной жизни	1	6
219	на первый	1	6
220	о том	12	6
221	с помощью	1	6
222	между двумя	1	6
223	в различных	2	6
224	сказать что	4	6
225	романа как	1	6
226	входят в	1	6
227	время и	2	6
228	громадное значение	1	6
229	в качестве	45	6
230	в таком	1	6
231	здесь как	1	6
232	мы можем	1	6
233	до нас	2	6
234	за пределы	2	6
235	одной стороны	12	6
236	а как	1	6
237	в сюжете	1	6
238	и ее	5	6
239	в сущности	3	6
240	не могут	2	6
241	в которых	5	6
242	друг от	1	6
243	своей жизни	1	6
244	не является	5	6
245	автора и	1	6
246	лежат в	1	6
247	слова и	2	6
248	литературы в	2	6
249	нет и	1	6
250	одной из	4	6
251	мы не	2	6
252	от друга	1	6
253	в эпоху	5	6
254	особенно в	1	6
255	в начале	2	6
256	могло быть	1	6
257	событий и	1	6
258	более того	2	6
259	новое и	1	5
260	мы и	1	5
261	с этой	2	5
262	о чем	4	5
263	одно из	4	5
264	тем что	4	5
265	в своей	10	5
266	в это	1	5
267	понятно что	1	5
268	было и	1	5
269	во все	1	5
270	отсюда и	1	5
271	хотя бы	3	5
272	только на	2	5
273	но они	3	5
274	точка зрения	3	5
275	по преимуществу	2	5
276	xix века	1	5
277	с другими	1	5
278	быть только	1	5
279	как его	2	5
280	человек в	1	5
281	от этого	1	5
282	в смысле	1	5
283	той или	6	5
284	и пространства	2	5
285	так что	1	5
286	одно и	2	5
287	не были	1	5
288	и является	1	5
289	по своей	15	5
290	в этой	5	5
291	и от	2	5
292	чаще всего	1	5
293	там где	1	5
294	здесь же	1	5
295	мире и	2	5
296	что они	1	5
297	романа и	2	5
298	не на	3	5
299	и они	1	5
300	с ними	1	5
301	далеко не	10	5
302	они не	2	5
303	не имеет	1	5
304	да и	2	5
305	не имеют	2	5
306	но здесь	2	5
307	единство места	1	5
308	чем не	3	5
309	той же	2	5
310	в едином	2	5
311	он должен	1	5
312	ничем не	1	5
313	мы имеем	4	5
314	но на	1	5
315	или в	2	5
316	об этом	3	5
317	и вообще	2	5
318	в ряду	4	5
319	и ни	1	5
320	здесь это	2	5
321	нового времени	2	5
322	стороны и	3	5
323	числе и	3	5
324	этих форм	1	5
325	и только	1	5
326	во всем	2	4
327	же и	1	4
328	даже в	1	4
329	не являются	1	4
330	его от	1	4
331	другой стороны	5	4
332	по себе	3	4
333	в своих	6	4
334	равно как	1	4
335	или на	3	4
336	его на	1	4
337	из народа	1	4
338	в одно	2	4
339	мир и	1	4
340	у достоевского	1	4
341	и образ	1	4
342	и со	1	4
343	при всей	9	4
344	в данном	9	4
345	раз и	1	4
346	он был	1	4
347	в другом	5	4
348	по отношению	13	4
349	и те	1	4
350	не становится	1	4
351	друг на	1	4
352	в нашем	2	4
353	момент в	3	4
354	жизни как	2	4
355	не был	1	4
356	жизни с	1	4
357	несмотря на	1	4
358	проявляется в	2	4
359	иного рода	1	4
360	свет и	1	4
361	к жизни	1	4
362	человеческая жизнь	1	4
363	что не	4	4
364	о которых	1	4
365	себе и	1	4
366	в чем	2	4
367	моменты как	1	4
368	в историческом	2	4
369	в новое	1	4
370	своего значения	1	4
371	для романа	1	4
372	отделено от	1	4
373	их к	1	4
374	любви и	1	4
375	случая и	2	4
376	и при	1	4
377	из того	1	4
378	для них	1	4
379	что он	6	4
380	отчасти и	1	4
381	вследствие этого	4	4
382	перед нами	4	4
383	это и	2	4
384	и более	1	4
385	языка и	3	4
386	своей собственной	3	4
387	совершенно иной	1	4
388	и т.д	5	4
389	стадии развития	2	4
390	на друга	1	4
391	же самое	2	4
392	нем нет	1	4
393	принадлежит к	3	4
394	всяком случае	2	4
395	друг друга	2	4
396	часто и	1	4
397	во внутреннем	1	4
398	формы и	1	4
399	они были	2	4
400	этом случае	3	4
401	на дорогу	1	4
402	и было	3	4
403	образ автора	1	4
404	бы на	1	4
405	как у	1	4
406	раз в	1	4
407	века и	1	4
408	как она	1	4
409	так в	1	4
410	к концу	1	4
411	на одном	1	4
412	со своей	2	4
413	войти в	1	4
414	на его	4	4
415	в одной	4	4
416	тем более	1	4
417	связаны с	1	4
418	мы должны	1	4
419	быть и	2	4
420	в xvii	1	4
421	всей его	2	4
422	в тексте	5	4
423	и вне	2	4
424	и о	4	4
425	включает в	1	4
426	существенную роль	4	3
427	различия в	1	3
428	и имеет	1	3
429	строго говоря	3	3
430	для восприятия	1	3
431	нас в	2	3
432	по мере	2	3
433	можно говорить	2	3
434	в классическом	2	3
435	не обязательно	4	3
436	все моменты	1	3
437	в соответствии	4	3
438	другом месте	1	3
439	герой в	1	3
440	культуры в	1	3
441	на материале	1	3
442	во внешнем	1	3
443	не могли	1	3
444	вопрос о	2	3
445	которой он	1	3
446	от целого	1	3
447	между вещами	1	3
448	начиная от	1	3
449	и художественного	1	3
450	характер в	1	3
451	не знала	1	3
452	она еще	1	3
453	вещами и	1	3
454	углом зрения	1	3
455	самого начала	2	3
456	и еще	1	3
457	в прошлом	1	3
458	для превращения	1	3
459	как на	1	3
460	сохраняется в	1	3
461	не мог	1	3
462	человек не	2	3
463	на почве	3	3
464	внимание на	5	3
465	все прочие	1	3
466	как можно	1	3
467	и развития	1	3
468	на разных	1	3
469	же как	1	3
470	на земле	1	3
471	одна из	1	3
472	до известной	2	3
473	того и	2	3
474	на границе	1	3
475	на этом	3	3
476	картины мира	8	3
477	другом и	1	3
478	сюда же	1	3
479	как это	2	3
480	в тех	2	3
481	но только	1	3
482	и несколько	1	3
483	тот или	2	3
484	и есть	2	3
485	теми же	1	3
486	в человеческой	1	3
487	здесь также	2	3
488	на ранних	2	3
489	его к	1	3
490	к реальному	1	3
491	жизни а	2	3
492	те моменты	1	3
493	события и	1	3
494	это уже	1	3
495	в плоскости	1	3
496	сами по	2	3
497	все то	1	3
498	необходимо отметить	1	3
499	произведения в	1	3
500	же человека	1	3
501	в слове	1	3
502	бы не	1	3
503	том как	1	3
504	к другому	3	3
505	но оно	1	3
506	еще и	1	3
507	ни к	11	3
508	его и	1	3
509	бы и	1	3
510	развития человеческого	1	3
511	в свою	3	3
512	в значительной	3	3
513	наконец в	1	3
514	основе этого	1	3
515	не быть	1	3
516	целый ряд	2	3
517	он весь	1	3
518	в творчестве	4	3
519	известной степени	3	3
520	и быта	1	3
521	что здесь	1	3
522	в данной	3	3
523	событий в	1	3
524	пародия на	1	3
525	тем же	1	3
526	формы для	1	3
527	неотделимо от	3	3
528	но это	3	3
529	жизни не	2	3
530	не входят	1	3
531	которые в	1	3
532	то они	1	3
533	ему в	3	3
534	и также	1	3
535	в первый	1	3
536	он как	1	3
537	в определенном	1	3
538	как нечто	2	3
539	однако не	1	3
540	в таких	1	3
541	она же	1	3
542	дело в	3	3
543	в литературу	3	3
544	в сферу	3	3
545	в исторический	1	3
546	по своему	3	3
547	не столько	3	3
548	в новом	2	3
549	это было	2	3
550	и внутреннее	1	3
551	мира как	1	3
552	и эти	1	3
553	с самого	2	3
554	он ни	2	3
555	романного жанра	3	3
556	она не	1	3
557	но при	3	3
558	ни один	1	3
559	как уже	5	3
560	здесь только	1	3
561	но она	3	3
562	при всем	1	3
563	можно сказать	7	3
564	вплоть до	2	3
565	что на	3	3
566	не к	3	3
567	они имеют	1	2
568	всего это	1	2
569	мир как	1	2
570	чего не	3	2
571	и мотивы	1	2
572	он всегда	2	2
573	превращения и	1	2
574	поэтому они	1	2
575	представлений о	1	2
576	истории этого	1	2
577	моменты жизни	1	2
578	в строгом	5	2
579	приходит к	1	2
580	всей ее	1	2
581	жизненной формы	1	2
582	под углом	1	2
583	вещь в	1	2
584	на мир	1	2
585	человека для	1	2
586	от всего	1	2
587	к более	1	2
588	представление о	1	2
589	для своей	1	2
590	и сами	1	2
591	как таковой	1	2
592	выход из	1	2
593	жанр не	1	2
594	отличается от	3	2
595	ни для	4	2
596	определяется не	2	2
597	и нет	1	2
598	героя или	1	2
599	было в	4	2
600	в пределе	2	2
601	своей природе	3	2
602	служит для	2	2
603	из жизни	3	2
604	жанровые разновидности	1	2
605	говорить о	3	2
606	и должно	2	2
607	из одного	1	2
608	здесь имеет	1	2
609	отметить что	1	2
610	свою очередь	3	2
611	в чистом	1	2
612	жизни то	1	2
613	вернуться к	1	2
614	и оценки	1	2
615	места для	1	2
616	в каждом	2	2
617	это прежде	3	2
618	он сам	2	2
619	от них	1	2
620	тут же	3	2
621	однако эти	1	2
622	что даже	2	2
623	речи в	2	2
624	этом же	1	2
625	принципиальных различий	1	2
626	случая как	1	2
627	к нему	1	2
628	то в	1	2
629	не зная	1	2
630	по природе	6	2
631	эта особенность	1	2
632	указать на	3	2
633	собой в	1	2
634	решающее значение	1	2
635	в исторических	1	2
636	ранних стадиях	1	2
637	в буквальном	1	2
638	объединены в	1	2
639	биография и	1	2
640	для своего	3	2
641	картине мира	2	2
642	стремится к	3	2
643	отношения в	1	2
644	лежит в	1	2
645	тому же	5	2
646	в собственно	1	2
647	и притом	1	2
648	в разные	2	2
649	всех его	1	2
650	про себя	1	2
651	по аналогии	2	2
652	на себя	2	2
653	но для	2	2
654	события эти	1	2
655	времени как	1	2
656	она направлена	1	2
657	жанров в	5	2
658	я не	1	2
659	лишь на	1	2
660	себя как	1	2
661	одном из	2	2
662	а только	1	2
663	могло бы	1	2
664	старости и	1	2
665	а потом	2	2
666	но как	2	2
667	в уста	1	2
668	вообще в	1	2
669	его жизнь	1	2
670	разных местах	1	2
671	аспекте в	1	2
672	личности и	1	2
673	в поступках	1	2
674	если же	1	2
675	рассказывания в	4	2
676	семью и	1	2
677	хотя в	3	2
678	и точность	2	2
679	др в	1	2
680	мира по	1	2
681	даже не	1	2
682	и сам	2	2
683	должны были	1	2
684	природе своей	6	2
685	мир на	1	2
686	целом и	1	2
687	что во	1	2
688	его как	3	2
689	бы его	1	2
690	в каком	1	2
691	и каждый	1	2
692	о его	1	2
693	которое мы	1	2
694	форм в	1	2
695	и определяется	1	2
696	происходят в	1	2
697	необходимо чтобы	2	2
698	в полном	2	2
699	подглядывания и	1	2
700	события в	3	2
701	возникает в	1	2
702	в философии	1	2
703	к сыну	2	2
704	именно о	1	2
705	разных степеней	1	2
706	мы видели	1	2
707	но одновременно	4	2
708	во втором	5	2
709	образом и	1	2
710	достоевского в	1	2
711	опирается на	2	2
712	они и	3	2
713	как с	1	2
714	никого не	2	2
715	если в	2	2
716	в языке	2	2
717	его с	2	2
718	живет в	3	2
719	должна быть	2	2
720	на ее	2	2
721	героя в	6	2
722	есть без	1	2
723	групп и	1	2
724	человек с	1	2
725	в область	1	2
726	разного рода	2	2
727	утверждает что	1	2
728	литературного развития	1	2
729	литературного произведения	3	2
730	и создает	1	2
731	к данному	3	2
732	себе не	4	2
733	разумеется не	2	2
734	и строго	2	2
735	там же	3	2
736	от их	1	2
737	самом деле	2	2
738	приобретает в	1	2
739	самим собой	1	2
740	строгом смысле	1	2
741	целого но	1	2
742	овнешненности человека	1	2
743	одновременно с	2	2
744	можно назвать	2	2
745	в одних	1	2
746	последующее развитие	1	2
747	влияния на	2	2
748	жизни где	1	2
749	героев в	1	2
750	данном случае	6	2
751	о котором	2	2
752	в разработке	1	2
753	мир этот	1	2
754	где нет	1	2
755	в конкретных	1	2
756	они неразрывно	1	2
757	то и	1	2
758	каким бы	1	2
759	произведении и	1	2
760	в зоне	1	2
761	жанров и	2	2
762	в родную	1	2
763	которой нет	2	2
764	с большей	1	2
765	и читателей	1	2
766	отношении к	1	2
767	друга и	1	2
768	каждый из	2	2
769	действия и	1	2
770	сохраняет свое	1	2
771	на более	1	2
772	и глубоко	1	2
773	соответствии с	5	2
774	и роста	1	2
775	и биографический	1	2
776	античная биография	1	2
777	начиная с	1	2
778	жизнь как	2	2
779	характерное для	1	2
780	этого слова	1	2
781	но если	1	2
782	появляется в	1	2
783	таковые не	1	2
784	поздней стадии	1	2
785	контакта с	1	2
786	только о	2	2
787	длительности и	1	2
788	внешнее и	1	2
789	мире где	1	2
790	и том	1	2
791	это новое	1	2
792	основе своей	4	2
793	произведения как	2	2
794	и кончая	1	2
795	идет о	2	2
796	жизни здесь	1	2
797	для всего	1	2
798	резко отличают	1	2
799	себя самого	2	2
800	основе этих	1	2
801	себя в	8	2
802	картина мира	7	2
803	в бытовом	1	2
804	с их	3	2
805	не существует	1	2
806	ее к	1	2
807	быть еще	1	2
808	образом в	1	2
809	реальной действительности	1	2
810	жизни это	1	2
811	в организации	2	2
812	слова но	1	2
813	бытия и	1	2
814	о жизни	1	2
815	весьма существенную	3	2
816	xvii веке	1	2
817	до наших	1	2
818	за которым	2	2
819	и слушателей	3	2
820	лежит на	2	2
821	но по	1	2
822	или даже	2	2
823	напротив они	1	2
824	является не	2	2
825	и носит	1	2
826	к своему	2	2
827	не столь	2	2
828	собственной жизни	1	2
829	об особом	1	2
830	но уже	3	2
831	должен быть	1	2
832	человека не	1	2
833	на них	1	2
834	обычно в	1	2
835	должны быть	3	2
836	такие же	1	2
837	чистом виде	1	2
838	его не	1	2
839	одну из	2	2
840	или не	2	2
841	здесь совершенно	1	2
842	были созданы	1	2
843	в искусстве	1	2
844	и может	3	2
845	как таковые	1	2
846	не о	2	2
847	нельзя понять	1	2
848	единством места	1	2
849	частности в	2	2
850	еще в	6	2
851	в xix	1	2
852	время они	1	2
853	человека с	1	2
854	с человеком	3	2
855	проблема в	1	2
856	когда мы	1	2
857	эпохи и	2	2
858	как их	2	2
859	со своими	1	2
860	роман и	1	2
861	отчасти у	1	2
862	сплошной овнешненности	1	2
863	зрения на	3	2
864	имеет громадное	1	2
865	и иные	2	2
866	что особенно	1	2
867	виду что	2	2
868	он видел	2	2
869	форме и	1	2
870	свой жизненный	1	1
871	его порождает	1	1
872	почву для	1	1
873	формы художественного	1	1
874	на границах	1	1
875	данном отношении	1	1
876	и составляет	3	1
877	и правильно	1	1
878	места и	1	1
879	котором они	1	1
880	таковы например	2	1
881	более не	1	1
882	типа как	1	1
883	этих событий	1	1
884	в момент	2	1
885	русской литературе	2	1
886	жизни которая	1	1
887	самого себя	1	1
888	исходя из	3	1
889	творчества в	1	1
890	которая в	3	1
891	биографии не	1	1
892	с детства	1	1
893	граница между	1	1
894	случае мы	1	1
895	продуктивной в	2	1
896	это лишь	1	1
897	дело с	2	1
898	роман мы	1	1
899	в финале	1	1
900	речи и	2	1
901	выступают в	1	1
902	категорий в	1	1
903	тем как	1	1
904	одно это	1	1
905	в большей	1	1
906	литературных произведений	1	1
907	необходимости и	1	1
908	его под	1	1
909	его поступки	1	1
910	что человек	1	1
911	событиях и	1	1
912	к циклизации	1	1
913	например с	1	1
914	рассказано в	1	1
915	их родство	1	1
916	всякое событие	1	1
917	специфически построенный	1	1
918	не бывает	1	1
919	и само	2	1
920	исторического лица	1	1
921	у пушкина	1	1
922	состоит именно	1	1
923	как слушатели-читатели	1	1
924	что фольклор	1	1
925	этим путем	1	1
926	автор и	3	1
927	или во	1	1
928	более или	2	1
929	в художественную	1	1
930	он имеет	1	1
931	на свой	1	1
932	характер от	1	1
933	в первом	4	1
934	в отсутствии	1	1
935	им и	1	1
936	случаях когда	1	1
937	все дело	1	1
938	в рассказ	1	1
939	комплекс мотивов	1	1
940	в построении	2	1
941	конечном счете	2	1
942	но сложном	1	1
943	особенность художественного	1	1
944	высокое и	1	1
945	и другим	1	1
946	и должен	1	1
947	на определенной	1	1
948	в быт	1	1
949	к самому	1	1
950	только через	2	1
951	по внешности	1	1
952	литературных жанров	22	1
953	одновременно и	3	1
954	этом значении	1	1
955	понимания и	1	1
956	смерть в	1	1
957	не вполне	1	1
958	не менее	6	1
959	мотивов но	1	1
960	своей реализации	1	1
961	образ умершего	1	1
962	и молитвы	1	1
963	эти аспекты	1	1
964	и слово	1	1
965	различные формы	2	1
966	так например	2	1
967	обращение к	2	1
968	все их	1	1
969	биографии они	1	1
970	с реальной	1	1
971	первый взгляд	1	1
972	мире это	1	1
973	действительности в	1	1
974	только благодаря	1	1
975	с точкой	1	1
976	мотивах превращения	1	1
977	реальности и	2	1
978	за рамки	2	1
979	формы определенного	1	1
980	требует для	2	1
981	роман от	1	1
982	с конца	1	1
983	что этот	1	1
984	что всякое	1	1
985	каждая вещь	1	1
986	в цикле	2	1
987	человека были	1	1
988	здесь достигается	1	1
989	идеал и	1	1
990	представления о	2	1
991	в нескольких	1	1
992	в каких	1	1
993	события как	1	1
994	городской жизни	1	1
995	остается неизменным	1	1
996	не всегда	2	1
997	романа на	1	1
998	она вся	1	1
999	к различным	2	1
1000	и действия	1	1
1001	и событие	1	1
1002	не встречается	1	1
1003	черты характера	1	1
1004	пока они	1	1
1005	средних веков	1	1
1006	и стали	1	1
1007	этого жанра	3	1
1008	для данного	3	1
1009	значение чем	1	1
1010	точек зрения	1	1
1011	превращается в	1	1
1012	и сюжет	1	1
1013	дошли до	1	1
1014	в каждой	3	1
1015	от своей	1	1
1016	отношений с	1	1
1017	мира вокруг	1	1
1018	и сложными	1	1
1019	видно что	1	1
1020	за тридевять	1	1
1021	на новую	1	1
1022	с другим	1	1
1023	в параллельных	1	1
1024	можем обозначить	1	1
1025	слов о	1	1
1026	человека эта	1	1
1027	и речевой	1	1
1028	я с	2	1
1029	же так	1	1
1030	тех случаях	1	1
1031	как правило	5	1
1032	осуществлено только	1	1
1033	природа как	1	1
1034	блудный сын	1	1
1035	природой в	1	1
1036	следующим образом	1	1
1037	такая же	1	1
1038	для разработки	1	1
1039	на него	2	1
1040	различных жанровых	1	1
1041	живет еще	1	1
1042	они рассматриваются	1	1
1043	учения и	1	1
1044	параллельно с	1	1
1045	есть по	1	1
1046	по исторической	1	1
1047	в непосредственной	1	1
1048	речь о	1	1
1049	без которой	1	1
1050	проникновение в	1	1
1051	в особой	1	1
1052	к этим	1	1
1053	момент кризиса	1	1
1054	объемом но	1	1
1055	эпохи то	1	1
1056	не просто	1	1
1057	ощущение и	1	1
1058	к языку	1	1
1059	восходят к	2	1
1060	ни даже	1	1
1061	что происходило	1	1
1062	едва ли	2	1
1063	но сама	1	1
1064	время этого	1	1
1065	все перечисленные	1	1
1066	его жизненного	1	1
1067	они равнодостойны	1	1
1068	жанра в	4	1
1069	не имеющих	1	1
1070	литературе имеет	1	1
1071	иной более	1	1
1072	ближе к	2	1
1073	частности на	1	1
1074	он создал	1	1
1075	и представляет	2	1
1076	при котором	2	1
1077	не за	1	1
1078	из головы	1	1
1079	говорит о	1	1
1080	которым человек	1	1
1081	непосредственное отношение	1	1
1082	ранних этапах	1	1
1083	событий а	2	1
1084	ведь для	1	1
1085	в научной	1	1
1086	сыну в	1	1
1087	и тождества	1	1
1088	как такового	1	1
1089	поскольку в	2	1
1090	от его	1	1
1091	к человеку	1	1
1092	сливаются с	1	1
1093	его характером	1	1
1094	на том	2	1
1095	слова эта	1	1
1096	такого рода	11	1
1097	в состоянии	1	1
1098	о событии	2	1
1099	при переходе	1	1
1100	аффектов и	1	1
1101	человека проходящего	1	1
1102	термина но	1	1
1103	к которому	2	1
1104	поэзии в	1	1
1105	однако этот	1	1
1106	с народом	1	1
1107	письма в	2	1
1108	условного и	1	1
1109	тем не	1	1
1110	личного авторства	5	1
1111	значительной степени	3	1
1112	аналогии с	2	1
1113	и за	1	1
1114	событие не	1	1
1115	и вернуться	1	1
1116	они в	1	1
1117	что жанр	1	1
1118	это слово	1	1
1119	доверия к	1	1
1120	которого и	1	1
1121	не обладает	2	1
1122	не ограничивает	2	1
1123	в европейской	1	1
1124	новый специфически	1	1
1125	о льве	1	1
1126	совмещается с	1	1
1127	природу и	1	1
1128	миру с	1	1
1129	в конечном	2	1
1130	но такова	1	1
1131	и оболочка	1	1
1132	живет и	1	1
1133	символического характера	1	1
1134	или пишущий	2	1
1135	здесь соответствует	1	1
1136	одним из	2	1
1137	утрачивает свое	1	1
1138	текста если	1	1
1139	и всю	1	1
1140	или иная	1	1
1141	я и	3	1
1142	целом ряде	1	1
1143	этом последнем	1	1
1144	как говорит	1	1
1145	учение о	1	1
1146	настоящим и	1	1
1147	такова что	1	1
1148	этом и	1	1
1149	построенный образ	1	1
1150	он для	1	1
1151	так на	1	1
1152	человеке и	1	1
1153	в заключительных	1	1
1154	во главе	1	1
1155	зоне контакта	1	1
1156	быть ничего	1	1
1157	его событийной	2	1
1158	должно было	2	1
1159	и смертью	1	1
1160	возможности для	1	1
1161	но исключительно	1	1
1162	и сближение	1	1
1163	в первые	1	1
1164	и кому	1	1
1165	по своим	4	1
1166	что как	1	1
1167	и понимание	2	1
1168	текст и	2	1
1169	для правильного	1	1
1170	город и	1	1
1171	ядро и	1	1
1172	и мир	1	1
1173	в русской	4	1
1174	точкой зрения	2	1
1175	человек как	1	1
1176	своей судьбой	1	1
1177	опираясь на	1	1
1178	не то	2	1
1179	в москву	1	1
1180	сложном событии	1	1
1181	это были	1	1
1182	проявляется не	1	1
1183	действия в	1	1
1184	они же	1	1
1185	имеют дело	1	1
1186	человеческого бытия	1	1
1187	молодой и	1	1
1188	не дает	1	1
1189	между тем	5	1
1190	быть осуществлено	1	1
1191	человека как	1	1
1192	два события	1	1
1193	прошлого и	1	1
1194	в рассказе	6	1
1195	всякое явление	1	1
1196	требований предъявляемых	1	1
1197	художественной литературе	1	1
1198	в случае	2	1
1199	и исторический	1	1
1200	действующих лиц	1	1
1201	и тем	2	1
1202	к собственному	1	1
1203	не будет	1	1
1204	оказывается в	2	1
1205	в системе	1	1
1206	но зато	2	1
1207	радикальное обновление	1	1
1208	на фольклор	1	1
1209	всех других	1	1
1210	не приходится	2	1
1211	и что	2	1
1212	новелла и	1	1
1213	главного героя	1	1
1214	имеет отношение	1	1
1215	различных типов	1	1
1216	включается в	1	1
1217	перед кем-то	1	1
1218	но отнюдь	2	1
1219	также не	1	1
1220	этом смысле	1	1
1221	образ сказочного	1	1
1222	и существенно	1	1
1223	определенной жизненной	1	1
1224	к существенным	1	1
1225	не способна	1	1
1226	и кризисы	1	1
1227	сил и	1	1
1228	уже одно	1	1
1229	жанровые формы	1	1
1230	исторических жанров	1	1
1231	не оставляют	1	1
1232	но тут	1	1
1233	предъявляемых к	1	1
1234	в иных	1	1
1235	событийной полноте	1	1
1236	могла бы	2	1
1237	котором рассказано	1	1
1238	уст в	1	1
1239	занимает в	1	1
1240	но без	1	1
1241	он в	1	1
1242	на бумаге	1	1
1243	оценки но	1	1
1244	уходят в	2	1
1245	человеческих отношений	1	1
1246	однако в	3	1
1247	оба они	2	1
1248	строится на	1	1
1249	к человеческому	1	1
1250	это делает	1	1
1251	опору для	1	1
1252	что может	1	1
1253	развития культуры	1	1
1254	ее а	1	1
1255	это ощущение	1	1
1256	известны в	1	1
1257	даже если	1	1
1258	жанр и	3	1
1259	часто на	1	1
1260	ней в	1	1
1261	особое внимание	1	1
1262	бы быть	3	1
1263	себе образ	1	1
1264	есть все	1	1
1265	жанровых разновидностей	1	1
1266	жанровая картина	2	1
1267	в различные	1	1
1268	речевой практике	2	1
1269	независимо от	1	1
1270	по нескольку	1	1
1271	и чем	1	1
1272	чтобы не	2	1
1273	он его	1	1
1274	герой не	1	1
1275	встречается и	1	1
1276	всякое произведение	1	1
1277	до его	1	1
1278	мире как	1	1
1279	на рубеже	2	1
1280	что до	1	1
1281	вопросом о	1	1
1282	человека стал	1	1
1283	своего рода	15	1
1284	разные эпохи	1	1
1285	были бы	1	1
1286	представляет себе	2	1
1287	на деле	1	1
1288	является носителем	1	1
1289	в сказках	2	1
