N	2gram	Ircho_Kome	Stilisti
126	было в	2	4
127	о своей	1	4
128	можно было	3	4
129	свою очередь	10	4
130	на это	3	4
131	так же	8	4
132	в целом	4	4
133	не забудем	1	4
134	себя в	3	4
135	тем же	3	4
136	это высказывание	1	4
137	не знаем	1	4
138	аудитории и	1	4
139	само собой	5	4
140	не просто	1	4
141	которой мы	2	4
142	того что	1	4
143	не к	1	4
144	представить себе	2	3
145	не так	4	3
146	этом случае	2	3
147	ответ на	7	3
148	короче говоря	1	3
149	и здесь	11	3
150	что у	2	3
151	что эти	1	3
152	совершенно не	2	3
153	что слова	1	3
154	если он	3	3
155	для нас	7	3
156	и вот	3	3
157	в том	24	3
158	отношения к	2	3
159	несмотря на	7	3
160	для него	1	3
161	хотя и	6	3
162	в ее	3	3
163	забудем что	1	3
164	из которых	7	3
165	мы в	3	3
166	этих слов	2	3
167	то мы	2	3
168	и уже	1	3
169	что и	12	3
170	в виду	3	3
171	между ними	4	3
172	и само	1	3
173	только он	1	3
174	связи с	5	3
175	и даже	6	3
176	нам в	1	3
177	здесь мы	1	3
178	в основе	3	3
179	жизни это	1	3
180	но вот	1	3
181	и тому	1	3
182	словом и	1	3
183	все эти	1	3
184	как в	4	3
185	по своему	3	3
186	должно было	3	3
187	уважение к	1	3
188	том что	22	3
189	роль в	3	3
190	об этом	12	3
191	конце концов	3	3
192	перед нами	1	3
193	еще не	10	3
194	до того	4	3
195	но при	2	3
196	только благодаря	1	3
197	его и	3	3
198	нуждается в	2	3
199	выражение в	3	3
200	а к	1	3
201	в котором	6	3
202	домашнего очага	1	3
203	в устах	2	3
204	предположим что	1	3
205	если не	7	3
206	и поэтому	5	3
207	между тем	6	3
208	во второй	2	3
209	не знает	7	3
210	в частности	4	3
211	только на	1	3
212	не с	2	3
213	в тех	4	3
214	о своем	1	3
215	в начале	5	3
216	целый ряд	5	3
217	конечно не	4	3
218	от того	2	3
219	перед ним	4	3
220	их в	3	3
221	нет и	4	3
222	не будет	2	3
223	сказать что	4	3
224	главным образом	2	3
225	в голову	2	3
226	жизни и	1	3
227	чаще всего	2	3
228	и эта	2	3
229	у них	1	3
230	не мог	2	3
231	и для	7	3
232	это не	3	3
233	из них	11	3
234	он должен	1	3
235	события и	1	2
236	был и	1	2
237	находятся в	1	2
238	в душе	1	2
239	и он	5	2
240	очевидно что	1	2
241	мы найдем	3	2
242	ничем не	4	2
243	уяснить себе	1	2
244	на эти	1	2
245	как с	1	2
246	где и	1	2
247	суде и	1	2
248	увидим что	1	2
249	теперь же	3	2
250	был бы	4	2
251	и при	1	2
252	и потому	2	2
253	каждый из	1	2
254	мы имеем	4	2
255	еще более	4	2
256	своего героя	1	2
257	ни к	1	2
258	как нет	1	2
259	этом отношении	2	2
260	с ним	10	2
261	и указывает	1	2
262	кроме того	1	2
263	о чем	11	2
264	я взял	1	2
265	и все-таки	1	2
266	но как	1	2
267	для них	1	2
268	в отношении	4	2
269	голову не	1	2
270	переживания и	1	2
271	с другими	2	2
272	собой разумеется	3	2
273	его слов	1	2
274	о происхождении	1	2
275	даже на	1	2
276	с собой	4	2
277	ни слова	1	2
278	в их	5	2
279	слова мы	1	2
280	о них	1	2
281	к достижению	1	2
282	сказать не	1	2
283	а на	3	2
284	от их	1	2
285	в своих	4	2
286	не было	6	2
287	на этот	6	2
288	материал для	2	2
289	все то	1	2
290	или в	1	2
291	том же	2	2
292	из двух	3	2
293	с ней	1	2
294	прежде чем	4	2
295	всех его	1	2
296	равно как	7	2
297	но не	9	2
298	тем что	12	2
299	будем называть	1	2
300	он говорит	3	2
301	слово в	1	2
302	я и	2	2
303	в жизни	1	2
304	либо в	4	2
305	несколько позже	1	2
306	в связи	4	2
307	ясно что	12	2
308	как не	2	2
309	что он	15	2
310	от чего	1	2
311	помнить что	1	2
312	случаях когда	1	2
313	для каждого	1	2
314	или даже	1	2
315	в своей	6	2
316	в мире	2	2
317	в этих	2	2
318	это же	1	2
319	ли не	6	2
320	на одном	1	2
321	и сам	11	2
322	связанные с	1	2
323	и жизнь	2	2
324	мы имели	1	2
325	ли он	1	2
326	по своей	2	2
327	которое не	1	2
328	войти в	2	2
329	разве не	1	2
330	связанный с	1	2
331	себе и	1	2
332	в каком	1	2
333	тому же	11	2
334	как обычно	1	2
335	должен быть	2	2
336	но мы	1	2
337	на первый	1	2
338	сих пор	12	2
339	жизни мы	1	2
340	в дальнейшем	5	2
341	намекает на	1	2
342	первый взгляд	1	2
343	с этим	5	2
344	нет ничего	4	2
345	не говоря	2	2
346	к этому	11	2
347	бы не	3	2
348	достаточно для	1	2
349	человека в	4	2
350	вошел в	1	2
351	которого и	2	2
352	бы и	1	2
353	слов или	1	2
354	не останется	1	2
355	опять не	1	2
356	между собой	5	2
357	вопрос о	2	2
358	можем не	1	2
359	мы конечно	1	2
360	теперь к	1	2
361	да еще	3	2
362	из этих	2	2
363	его не	3	2
364	ни один	1	2
365	не должен	1	2
366	относится к	1	2
367	представляет собой	5	2
368	в какой	4	2
369	на два	1	2
370	его речь	1	2
371	не всегда	2	2
372	человека все	1	2
373	что вся	1	2
374	он не	11	2
375	в середине	1	2
376	должна была	1	2
377	в так	1	2
378	в него	1	2
379	между двумя	2	2
380	за ними	1	2
381	для этого	3	2
382	этими словами	1	2
383	и когда	2	2
384	для всякого	1	2
385	ее с	1	2
386	в нашей	1	2
387	по отношению	6	2
388	как уже	1	2
389	но об	1	2
390	времени и	2	2
391	в пределах	3	2
392	и те	1	2
393	этот вопрос	2	2
394	человека с	2	2
395	но даже	1	2
396	с кем	1	2
397	человека и	2	2
398	при всем	5	2
399	себе в	6	2
400	должны были	2	2
401	смысл его	1	2
402	как например	2	2
403	тот или	1	2
404	отношение к	7	2
405	все больше	1	2
406	друг другу	3	2
407	тех случаях	1	2
408	будут говорить	1	2
409	которые в	1	2
410	других как	1	2
411	вовсе не	6	2
412	одной из	4	2
413	тот же	11	2
414	до конца	4	2
415	в первой	3	2
416	роль играет	2	2
417	место в	1	2
418	забывать что	1	2
419	отношению к	4	2
420	здесь не	2	2
421	однако в	5	2
422	человек не	1	2
423	в которых	7	2
424	эти вопросы	1	2
425	в разговоре	1	2
426	ведь и	1	2
427	важную роль	1	2
428	друг друга	7	2
429	не из	1	2
430	таким же	2	2
431	чуть ли	2	2
432	к нему	8	2
433	он пользуется	1	1
434	мне очень	1	1
435	целой группы	1	1
436	к сожалению	2	1
437	заставляет его	1	1
438	что в	11	1
439	порядочного и	1	1
440	вопросу который	1	1
441	ближе к	3	1
442	это на	1	1
443	то в	1	1
444	как к	3	1
445	не мешает	3	1
446	и весь	1	1
447	именно к	1	1
448	дает нам	1	1
449	и другие	1	1
450	одних и	1	1
451	которую они	1	1
452	совершенно особый	1	1
453	только не	1	1
454	собственном смысле	1	1
455	слов о	1	1
456	представим себе	1	1
457	в другой	5	1
458	все что	6	1
459	только чтобы	1	1
460	до сих	12	1
461	все его	2	1
462	и завершает	1	1
463	он уже	1	1
464	еще раз	1	1
465	определить что	1	1
466	которым он	2	1
467	само слово	1	1
468	ему в	1	1
469	говоря уже	2	1
470	одним словом	1	1
471	от внешнего	1	1
472	самым существенным	1	1
473	пока что	2	1
474	же и	2	1
475	можно сделать	1	1
476	еще раньше	1	1
477	чего не	1	1
478	них в	1	1
479	здесь нет	4	1
480	на вопрос	5	1
481	если в	4	1
482	также что	1	1
483	находясь в	1	1
484	свидетельствует о	1	1
485	где-нибудь в	1	1
486	время своего	1	1
487	того как	5	1
488	в основном	1	1
489	которой не	2	1
490	которые он	1	1
491	соотношение между	1	1
492	что человек	1	1
493	его с	1	1
494	тем он	1	1
495	пока же	1	1
496	но еще	2	1
497	в угоду	1	1
498	отрывке из	1	1
499	общение с	1	1
500	в состоянии	1	1
501	что я	5	1
502	обе эти	1	1
503	в социальном	2	1
504	бросается в	1	1
505	дело с	4	1
506	личность говорящего	1	1
507	придает им	1	1
508	даже в	3	1
509	была бы	2	1
510	речь как	1	1
511	из всех	3	1
512	реальной жизни	1	1
513	всякого рода	3	1
514	бы на	2	1
515	процесс образования	1	1
516	этот момент	1	1
517	тем как	2	1
518	и теперь	2	1
519	радостное событие	1	1
520	никак не	2	1
521	примыкает к	1	1
522	как раз	9	1
523	тем не	3	1
524	такое же	2	1
525	нашего времени	1	1
526	это ни	1	1
527	проявлений и	1	1
528	могла бы	1	1
529	о нем	1	1
530	дело если	1	1
531	не как	2	1
532	с более	1	1
533	а затем	4	1
534	о которой	2	1
535	уже находятся	1	1
536	оживленной беседе	1	1
537	и всегда	1	1
538	уже несколько	1	1
539	большое количество	1	1
540	не являются	1	1
541	социального положения	1	1
542	для своего	1	1
543	с каждым	1	1
544	слов то	1	1
545	одно из	3	1
546	одному и	1	1
547	чем больше	1	1
548	ни в	14	1
549	х годов	2	1
550	в результате	2	1
551	к установлению	1	1
552	они будут	2	1
553	мысли что	2	1
554	обстановка в	1	1
555	другой стороны	2	1
556	там и	3	1
557	из ее	1	1
558	и женщины	1	1
559	из многочисленных	1	1
560	себе не	2	1
561	предположить что	1	1
562	том и	1	1
563	как можно	2	1
564	и начало	1	1
565	для оправдания	1	1
566	у него	10	1
567	совсем иначе	1	1
568	в следующем	1	1
569	не могут	2	1
570	все равно	3	1
571	являются в	1	1
572	к самой	1	1
573	между первым	1	1
574	однако не	1	1
575	должен был	6	1
576	не думал	1	1
577	в конечном	2	1
578	в г	3	1
579	понимает что	2	1
580	похож на	2	1
581	за ним	3	1
582	теперь на	1	1
583	как же	2	1
584	затем и	1	1
585	в сущности	3	1
586	более или	2	1
587	или не	1	1
588	сошли с	1	1
589	отличаются от	1	1
590	не о	3	1
591	в собственном	1	1
592	а о	2	1
593	как видно	2	1
594	от своего	2	1
595	стоять в	1	1
596	на несколько	1	1
597	этом не	1	1
598	что его	10	1
599	сказал что	1	1
600	не выражает	1	1
601	в сражениях	1	1
602	сомневаться что	2	1
603	из сторон	1	1
604	каким образом	1	1
605	не нуждается	1	1
606	будто бы	1	1
607	крайней мере	1	1
608	одним из	2	1
609	наконец не	2	1
610	мысль о	1	1
611	естественно не	1	1
612	же как	1	1
613	по существу	4	1
614	на себя	10	1
615	другой и	1	1
616	или на	1	1
617	на месте	3	1
618	и действительно	1	1
619	конечном счете	3	1
620	появления в	1	1
621	в таком	2	1
622	хитрости и	1	1
623	иначе как	2	1
624	например в	3	1
625	так много	1	1
626	понимать как	1	1
627	в числе	1	1
628	конечно на	1	1
629	не остается	3	1
630	становится совершенно	1	1
631	а уже	1	1
632	в наиболее	2	1
633	с которой	2	1
634	с ума	3	1
635	в одних	1	1
636	с той	1	1
637	я не	4	1
638	и последующих	1	1
639	без него	1	1
640	разговоре с	1	1
641	жанра в	1	1
642	свидетельствуют о	1	1
643	с ними	1	1
644	каждым новым	1	1
645	эти две	1	1
646	из чего	1	1
647	с еще	1	1
648	они были	2	1
649	за свое	2	1
650	является не	1	1
651	одном из	1	1
652	так на	1	1
653	же точно	1	1
654	нам возможность	1	1
655	вообще бы	1	1
656	всю эту	1	1
657	по себе	1	1
658	на некоторую	1	1
659	от этого	1	1
660	в еще	1	1
661	если я	1	1
662	может не	1	1
663	со своей	2	1
664	это нечто	1	1
665	незадолго до	2	1
666	его жизни	2	1
667	и всякий	2	1
668	от всех	1	1
669	служит для	1	1
670	в новом	1	1
671	о котором	1	1
672	хотя слова	1	1
673	именно поэтому	1	1
674	по самой	1	1
675	в себя	1	1
676	сделать ее	1	1
677	со стороны	16	1
678	речи так	1	1
679	не стал	2	1
680	теперь не	1	1
681	знает что	2	1
682	пока он	2	1
683	к мысли	2	1
684	в сторону	1	1
685	в каждой	2	1
686	всей своей	1	1
687	на каждом	1	1
688	из одного	1	1
689	в чем	7	1
690	нет в	1	1
691	могут показаться	1	1
692	бы совершенно	1	1
693	путь к	1	1
694	то хотя	1	1
695	ему как	1	1
696	ней как	2	1
697	или менее	2	1
698	зрения того	1	1
699	нам или	1	1
700	в которые	2	1
701	в сцене	2	1
702	не иначе	2	1
703	в одной	2	1
704	при виде	3	1
705	тем более	9	1
706	по крайней	1	1
707	обращение к	1	1
708	руки и	1	1
709	как ее	2	1
710	ведь мы	1	1
711	дома и	3	1
712	и сестры	2	1
713	отношений которые	1	1
714	достаточно вспомнить	2	1
715	еще один	2	1
716	все они	1	1
717	обмен репликами	1	1
718	к одному	1	1
719	складывается из	1	1
720	на площади	4	1
721	свои и	1	1
722	ли они	1	1
723	в большинстве	1	1
724	и того	1	1
725	еще до	1	1
726	не менее	9	1
727	нам не	1	1
728	себе путь	1	1
729	конечно это	1	1
730	и та	1	1
731	ней также	1	1
732	к какому	1	1
733	в диалоге	2	1
734	кем я	2	1
735	выступает в	1	1
736	более чем	6	1
737	к лицу	2	1
738	на человека	1	1
739	не допускает	1	1
740	на тему	1	1
741	к одной	2	1
742	того в	3	1
743	бы к	2	1
744	оба эти	1	1
745	для создания	2	1
746	и ушел	1	1
747	в действительности	1	1
748	и такие	1	1
749	что этот	1	1
750	с публикой	1	1
751	на этом	3	1
752	она должна	2	1
753	я тебе	1	1
754	тех же	3	1
755	и главное	1	1
756	этого еще	1	1
757	чтобы тот	1	1
758	что сила	1	1
759	это как	1	1
760	всю свою	2	1
761	в руки	2	1
762	она не	3	1
763	много мыслей	1	1
764	силу своих	1	1
765	в течение	3	1
766	чтобы он	1	1
767	позволяет ему	1	1
768	и чаще	1	1
769	именно потому	2	1
770	только как	2	1
771	и если	3	1
772	ему и	3	1
773	бы по	2	1
774	представлений в	1	1
775	в другом	2	1
776	в оживленной	1	1
777	и тех	1	1
778	тому как	1	1
779	это только	1	1
780	являются не	1	1
781	в разной	1	1
782	на поле	1	1
783	сравнению с	3	1
784	намерения автора	1	1
785	чем другом	1	1
786	вышел из	1	1
787	так что	7	1
788	дело не	2	1
789	вопроса об	1	1
790	во время	8	1
791	же нельзя	1	1
792	когда в	1	1
793	своим первым	1	1
794	эти утверждения	1	1
795	таланта и	1	1
796	действующих лиц	7	1
797	из которой	2	1
798	в развитии	3	1
799	когда он	5	1
800	отвращение к	1	1
801	только один	2	1
802	один шаг	2	1
803	смысле слова	1	1
804	сложившуюся в	1	1
805	здесь его	2	1
806	всего на	1	1
807	и лишь	1	1
808	и вся	1	1
809	если же	2	1
810	бы этот	1	1
811	возвращаясь к	2	1
812	с этой	5	1
813	говорить о	6	1
814	что эта	2	1
815	правда и	1	1
816	и что	8	1
817	не будем	1	1
818	как он	5	1
819	его речи	1	1
820	для человека	2	1
821	не могла	3	1
822	приходит к	2	1
823	строить свою	1	1
824	за пределы	3	1
825	разговорной речи	1	1
826	ближе всего	1	1
827	не сомневаться	2	1
828	вот что	1	1
829	конечно в	2	1
830	вслед за	1	1
831	или его	2	1
832	он в	2	1
833	с общим	1	1
834	а тот	1	1
835	превращается в	1	1
836	и до	2	1
837	даже не	5	1
838	и выражает	1	1
839	же на	1	1
840	структур в	1	1
841	на своего	1	1
842	образом если	1	1
843	друга и	2	1
844	в истории	2	1
845	к людям	1	1
846	но вместе	1	1
847	при помощи	1	1
848	знак в	1	1
849	к которой	1	1
850	чем он	1	1
851	с человеком	1	1
852	а из	1	1
853	так называемых	1	1
854	и третье	1	1
855	стал бы	1	1
856	в глаза	3	1
857	с другой	5	1
858	чувствует что	1	1
859	имеем в	2	1
860	нем и	1	1
861	можно более	1	1
862	говорит о	2	1
863	общей для	1	1
864	не знающий	1	1
865	принадлежащих к	1	1
866	может послужить	1	1
867	к ним	5	1
868	несколько минут	2	1
869	им за	1	1
870	поэта и	1	1
871	без его	1	1
872	без всякого	2	1
873	всегда или	1	1
874	его художественного	1	1
875	он является	1	1
876	самой своей	1	1
877	одного из	4	1
878	и о	3	1
879	указывают на	1	1
880	ее не	1	1
881	же темы	1	1
882	и никогда	1	1
883	что для	7	1
884	что тот	2	1
885	всех указанных	1	1
886	не надо	2	1
887	он так	4	1
888	возможность и	2	1
889	мог бы	1	1
890	которое так	1	1
891	наряду с	4	1
892	и во	3	1
893	ответа на	2	1
894	принадлежит к	1	1
895	но нет	2	1
896	он ни	1	1
897	ею и	1	1
898	по сравнению	3	1
899	не можем	1	1
900	возможно что	4	1
901	не совсем	3	1
902	характерен для	1	1
903	сравнительно недавно	1	1
904	в основу	1	1
905	за него	1	1
906	в высшей	2	1
907	за пределами	3	1
908	обращаться к	1	1
909	в своем	9	1
910	имя и	1	1
911	это дает	1	1
912	даже если	2	1
913	лучше всего	1	1
914	как от	1	1
915	и есть	3	1
916	чему мы	1	1
917	же слова	1	1
918	образом в	2	1
919	столь же	5	1
920	на кого	2	1
921	в силу	2	1
922	игры на	2	1
923	не одно	2	1
924	любовь в	1	1
925	перед лицом	2	1
926	все еще	2	1
927	как будто	3	1
928	же в	3	1
929	каком направлении	1	1
930	на то	3	1
931	но если	3	1
932	свою речь	1	1
933	брата и	3	1
934	менее и	1	1
935	и по	3	1
936	наконец он	1	1
937	в эти	1	1
938	своим собственным	1	1
939	является ли	3	1
940	словом если	2	1
941	здесь в	2	1
942	он к	1	1
943	сводится в	1	1
944	еще в	1	1
945	мы обязаны	1	1
946	здесь же	1	1
947	со своими	1	1
948	и после	2	1
949	что сам	1	1
950	общественному положению	1	1
951	чтобы люди	1	1
952	мужа и	1	1
953	превратился в	1	1
954	того же	9	1
955	если она	2	1
956	входящих в	1	1
957	же он	1	1
958	после долгого	1	1
959	чтобы не	3	1
960	где все	1	1
961	но там	1	1
962	о связи	1	1
963	в самой	1	1
964	не был	2	1
965	что при	1	1
966	подтверждение в	1	1
967	наконец на	2	1
968	нее и	1	1
969	одного и	1	1
970	не возникло	2	1
971	думать что	1	1
972	которого она	1	1
973	понять что	1	1
974	не найдем	2	1
975	виду что	1	1
976	к более	1	1
977	уже первый	1	1
978	ситуацией в	1	1
979	и сами	1	1
980	намек на	1	1
981	высшей степени	2	1
982	для многих	1	1
