N	2gram	Vinokur_St	EvropaiC
581	эволюции но	1	1
582	и нужно	3	1
583	начале своей	1	1
584	пор еще	1	1
585	в качестве	7	1
586	потому не	1	1
587	намека на	1	1
588	одному из	1	1
589	не являются	3	1
590	только все	1	1
591	и кажется	1	1
592	в прошлом	1	1
593	а есть	1	1
594	многих отношениях	1	1
595	на которой	2	1
596	голову не	1	1
597	разница будет	1	1
598	области не	1	1
599	это слово	6	1
600	то не	3	1
601	от этих	1	1
602	смысле этого	2	1
603	как нечто	1	1
604	чтобы я	1	1
605	о ее	1	1
606	народных массах	1	1
607	некоторые из	1	1
608	все одинаково	1	1
609	основана на	2	1
610	в отношении	11	1
611	письма по	1	1
612	с другим	1	1
613	забывают что	1	1
614	в ином	1	1
615	помощи этой	1	1
616	далее в	4	1
617	а на	4	1
618	после этих	1	1
619	открытий в	1	1
620	в зависимости	2	1
621	и притом	1	1
622	борьбу с	2	1
623	без всяких	2	1
624	в борьбе	1	1
625	надо иметь	1	1
626	современности но	1	1
627	по пути	1	1
628	в духе	2	1
629	о возможности	1	1
630	отказаться от	2	1
631	ее из	1	1
632	старшего поколения	1	1
633	отличаются от	1	1
634	или иной	1	1
635	в первом	2	1
636	вместо а	1	1
637	в народных	1	1
638	у всех	1	1
639	некоторые другие	1	1
640	с такими	1	1
641	с ней	1	1
642	этом не	1	1
643	в моем	1	1
644	самые разнообразные	1	1
645	для большинства	1	1
646	но совершенно	1	1
647	который как	2	1
648	будто бы	4	1
649	во многих	3	1
650	прямого отношения	1	1
651	ему самому	1	1
652	дело в	9	1
653	мысль о	2	1
654	должны будут	1	1
655	зато в	2	1
656	о своей	2	1
657	он эту	1	1
658	на себя	3	1
659	а но	1	1
660	гораздо ближе	1	1
661	преобладают а	1	1
662	это кажется	1	1
663	должен руководствоваться	1	1
664	тем что	6	1
665	я более	1	1
666	и другое	1	1
667	очевидно в	1	1
668	а то	3	1
669	приведенных выше	1	1
670	похоже на	3	1
671	и всю	1	1
672	же будет	1	1
673	принадлежат к	1	1
674	бы все	3	1
675	например в	8	1
676	совсем в	1	1
677	более что	2	1
678	отношения к	2	1
679	конечно на	1	1
680	в равной	2	1
681	кто в	1	1
682	и другим	1	1
683	бы может	1	1
684	случае не	3	1
685	в наиболее	1	1
686	принципиальной разницы	1	1
687	показаться что	1	1
688	на другую	1	1
689	с ума	1	1
690	вопросы является	1	1
691	быть приняты	1	1
692	лишь на	1	1
693	и как	2	1
694	будто должно	1	1
695	обстоятельство что	4	1
696	как о	2	1
697	и такая	1	1
698	но он	5	1
699	к его	2	1
700	очень давно	1	1
701	время как	2	1
702	на стороне	1	1
703	виде в	2	1
704	а именно	3	1
705	образом этот	1	1
706	его мнению	1	1
707	здесь дело	2	1
708	и перед	2	1
709	совершенно отказаться	1	1
710	долго и	2	1
711	уже о	6	1
712	эта традиция	1	1
713	не дают	1	1
714	и просто	1	1
715	на эту	5	1
716	над тем	2	1
717	как в	15	1
718	стремление к	3	1
719	так в	1	1
720	что ни	2	1
721	другом месте	2	1
722	к концу	3	1
723	правда не	1	1
724	к своему	3	1
725	последнее время	1	1
726	внимание что	1	1
727	от этого	2	1
728	если я	1	1
729	и я	5	1
730	бы не	2	1
731	надо думать	1	1
732	на всем	1	1
733	да и	4	1
734	всю современную	1	1
735	больше всего	2	1
736	мы находим	4	1
737	именно эта	1	1
738	под видом	1	1
739	является лишь	1	1
740	именно поэтому	2	1
741	которая по	1	1
742	это было	2	1
743	на точку	2	1
744	роль в	1	1
745	со стороны	7	1
746	на его	2	1
747	единственный способ	1	1
748	себе и	1	1
749	на своем	1	1
750	раз когда	1	1
751	всех их	1	1
752	это имеет	1	1
753	смысл этого	2	1
754	трудно видеть	1	1
755	что тот	2	1
756	и таким	1	1
757	в других	2	1
758	уже не	1	1
759	понимать в	1	1
760	не трудно	4	1
761	не имели	2	1
762	по крайней	2	1
763	относиться к	1	1
764	не отметить	1	1
765	перед нами	1	1
766	культурного творчества	1	1
767	бы это	2	1
768	лишь те	1	1
769	вопроса о	3	1
770	и черты	1	1
771	народа если	1	1
772	другом случае	1	1
773	перенесен в	1	1
774	русской истории	3	1
775	прошлого века	1	1
776	иметь в	2	1
777	к одному	1	1
778	явилось следствием	1	1
779	в каждом	3	1
780	виду следующие	1	1
781	не говоря	2	1
782	истинный смысл	1	1
783	этому требованию	1	1
784	именно такой	1	1
785	тем в	1	1
786	это и	5	1
787	еще и	5	1
788	к истине	1	1
789	наконец и	1	1
790	ни на	3	1
791	результате которой	1	1
792	она исходит	1	1
793	впечатление что	1	1
794	не является	5	1
795	чтобы и	1	1
796	и эти	2	1
797	что от	2	1
798	только к	2	1
799	за то	5	1
800	больше чем	3	1
801	своей части	1	1
802	же более	1	1
803	две стороны	1	1
804	вытекает из	2	1
805	с самого	4	1
806	образом мы	1	1
807	а если	2	1
808	то это	3	1
809	стороны но	1	1
810	можно считать	2	1
811	бы с	1	1
812	что поэтому	2	1
813	что этот	3	1
814	с известным	1	1
815	смотрели на	1	1
816	же духе	1	1
817	каких бы	2	1
818	что ей	2	1
819	в целях	1	1
820	этой главы	3	1
821	общее правило	1	1
822	уже так	1	1
823	ведь в	1	1
824	от элементов	1	1
825	единообразия в	1	1
826	ли в	3	1
827	одно целое	1	1
828	и даже	8	1
829	в лучшем	1	1
830	дело только	1	1
831	сам не	1	1
832	всю свою	1	1
833	случаев в	1	1
834	положении в	1	1
835	для ее	1	1
836	даже и	2	1
837	во первых	1	1
838	основных положений	1	1
839	на той	1	1
840	но кто	1	1
841	которых к	1	1
842	не могу	2	1
843	но при	1	1
844	эти слова	1	1
845	материал но	1	1
846	и вот	1	1
847	месте в	1	1
848	зрения в	2	1
849	в значительной	2	1
850	входит в	1	1
851	на котором	1	1
852	дело когда	2	1
853	почти исключительно	1	1
854	совсем не	3	1
855	вместо того	1	1
856	этой работы	2	1
857	нельзя не	3	1
858	не быть	1	1
859	сделать никакого	1	1
860	однако ни	2	1
861	само собою	2	1
862	и другой	1	1
863	на два	1	1
864	у современных	1	1
865	большим трудом	1	1
866	этому и	1	1
867	а может	1	1
868	а после	1	1
869	из его	3	1
870	из перечисленных	1	1
871	язык и	1	1
872	действительно так	1	1
873	просто не	1	1
874	на которых	1	1
875	окажется что	1	1
876	тому времени	2	1
877	точно и	2	1
878	кажется что	5	1
879	в развитии	2	1
880	от всех	1	1
881	больше а	1	1
882	должна была	6	1
883	смысле слова	1	1
884	которой он	1	1
885	изучение фактов	1	1
886	на нем	1	1
887	а за	1	1
888	то ее	1	1
889	только на	1	1
890	а во-вторых	2	1
891	таким путем	2	1
892	которые должны	1	1
893	концу этого	1	1
894	борьбе с	1	1
895	одно и	1	1
896	не были	2	1
897	и та	1	1
898	люди с	1	1
899	в приложении	1	1
900	в науке	1	1
901	точно так	2	1
902	видеть что	1	1
903	говорят что	2	1
904	на пути	1	1
905	не могла	2	1
906	связь между	1	1
907	это была	1	1
908	взглядов на	1	1
909	еще для	1	1
910	россии в	1	1
911	на основании	2	1
912	понимает в	1	1
913	и была	2	1
914	и другом	1	1
915	тем и	1	1
916	себя на	1	1
917	за каждым	1	1
918	и хотя	1	1
919	и стремление	1	1
920	для своей	2	1
921	этой стороны	1	1
922	том кто	3	1
923	это действительно	1	1
924	и жизни	1	1
925	что такая	1	1
926	а только	1	1
927	из нас	1	1
928	можно найти	3	1
929	можно было	14	1
930	что когда	1	1
931	ведь если	2	1
932	борьбе за	1	1
933	я буду	1	1
934	самого начала	3	1
935	этому поводу	4	1
936	с удовольствием	1	1
937	итак если	1	1
938	отношение в	1	1
939	как сильно	1	1
940	в силе	1	1
941	одну кучу	1	1
942	вопрос можно	1	1
943	не считаясь	1	1
944	переворот в	1	1
945	не случайно	1	1
946	всего что	2	1
947	этом у	1	1
948	на поверку	1	1
949	но этот	1	1
950	всегда и	1	1
951	встать на	1	1
952	требованию и	1	1
953	и той	1	1
954	с большой	1	1
955	не по	5	1
956	правильно и	1	1
957	точно также	1	1
958	на одну	1	1
959	задний план	3	1
960	числе и	2	1
961	истории и	2	1
962	известный запас	1	1
963	большей частью	1	1
964	впечатление будто	2	1
965	быть не	2	1
966	оно существует	1	1
967	к первому	2	1
968	вопрос в	4	1
969	для той	1	1
970	самое простое	1	1
971	он в	1	1
972	к ней	1	1
973	без всякого	2	1
974	заметить что	1	1
975	для дела	1	1
976	себя конечно	1	1
977	произведения в	2	1
978	возможно что	4	1
979	не совсем	1	1
980	являются лишь	1	1
981	не создает	1	1
982	впечатление которое	1	1
983	однако в	1	1
984	основан на	1	1
985	психология и	1	1
986	и самого	1	1
987	что среди	1	1
988	или о	2	1
989	нет и	1	1
990	направлении и	1	1
991	перед глазами	1	1
992	при котором	1	1
993	могут быть	5	1
994	данного произведения	1	1
995	бы он	1	1
996	только по	1	1
997	этом и	2	1
998	оно стало	2	1
999	в семью	1	1
1000	быть в	2	1
1001	но именно	3	1
1002	до конца	4	1
1003	к которому	4	1
1004	с нею	3	1
1005	той схеме	1	1
1006	лучше сказать	2	1
1007	во времена	4	1
1008	зрения на	1	1
1009	простое и	1	1
1010	о тех	1	1
1011	в голову	2	1
1012	и гораздо	1	1
1013	в узком	1	1
1014	ряде случаев	1	1
1015	причем в	2	1
1016	такие которые	1	1
1017	исходит из	1	1
1018	из народа	1	1
1019	позднее и	1	1
1020	надо сказать	2	1
1021	что именно	2	1
1022	в современной	1	1
1023	найдет в	1	1
1024	только после	1	1
1025	догадаться что	1	1
1026	с его	3	1
1027	сказать что	9	1
1028	он сам	1	1
1029	бы ни	3	1
1030	и научное	1	1
1031	эти темы	1	1
1032	тут-то и	1	1
1033	а как	5	1
1034	что во	3	1
1035	это просто	3	1
1036	рассуждения в	1	1
1037	только с	4	1
1038	которое на	1	1
1039	кто знает	2	1
1040	к этим	1	1
1041	ведь и	3	1
1042	не мог	3	1
1043	лучшем случае	1	1
1044	них даже	1	1
1045	в так	1	1
1046	нею и	1	1
1047	себе как	1	1
1048	а не	19	1
1049	если она	1	1
1050	эпохи то	1	1
1051	в культуре	1	1
1052	с возмущением	1	1
1053	каждого из	3	1
1054	с народом	1	1
1055	крайней мере	2	1
1056	с настоящим	1	1
1057	или лучше	2	1
1058	здесь не	1	1
1059	vi как	1	1
1060	с соответствующими	1	1
1061	целого ряда	2	1
1062	вообще нет	2	1
1063	и тем	3	1
1064	ничего не	6	1
1065	раньше чем	4	1
1066	в руках	2	1
1067	вкусам и	2	1
1068	на них	2	1
1069	не к	2	1
1070	отсюда как	1	1
1071	как общее	1	1
1072	судя по	2	1
1073	можно только	1	1
