N	2gram	Tiupa_Anal	TeoriaLi
445	самом деле	3	2
446	героя как	2	2
447	может оказаться	1	2
448	заключается в	2	2
449	произведений искусства	2	2
450	одно слово	1	2
451	имеет дело	1	2
452	воображаемого мира	1	2
453	читательского восприятия	1	2
454	во множестве	1	2
455	значения и	1	2
456	ясно говорит	2	2
457	из тех	1	2
458	и соответственно	5	2
459	с ними	2	2
460	внутренний хронотоп	4	2
461	вместе с	6	2
462	жизни в	1	2
463	не вполне	2	2
464	языка на	1	2
465	себя и	5	2
466	говоря и	3	2
467	отличается от	3	2
468	у одного	1	2
469	вокруг я	2	2
470	вследствие этого	5	2
471	в известном	2	2
472	всей своей	1	2
473	в каком	1	2
474	к другому	1	2
475	к своему	2	2
476	о том	11	2
477	в аспекте	4	2
478	могут оказаться	2	2
479	не входит	1	2
480	казалось бы	2	2
481	при всем	1	2
482	при всей	4	2
483	я во	3	2
484	еще и	1	2
485	во внешнем	4	2
486	в диалоге	2	2
487	для автора	1	2
488	при наличии	3	2
489	манифестирован в	1	2
490	при условии	1	2
491	и состоит	5	2
492	творческий акт	2	2
493	восходит к	2	2
494	в кадры	2	2
495	введено в	1	2
496	высказывания и	3	2
497	к нему	4	2
498	в значительной	1	2
499	имеет в	1	2
500	и иных	1	2
501	на основе	3	2
502	литературный текст	1	2
503	собственного текста	1	2
504	времени в	4	2
505	не всегда	4	2
506	ядра личности	1	2
507	конструктивная роль	1	2
508	сознания в	4	2
509	новейшего времени	1	2
510	нашем случае	3	2
511	своей внутренней	1	2
512	и больше	2	2
513	воздействия на	1	2
514	греческое слово	1	2
515	только на	3	2
516	весьма существенно	1	2
517	сочетании с	7	2
518	вступает в	4	2
519	может служить	3	2
520	речь идет	2	2
521	сегментов текста	1	2
522	художественную реальность	2	2
523	превращается в	3	2
524	времени и	7	2
525	значительной степени	1	2
526	композиционная форма	2	2
527	и наоборот	3	2
528	субъекту и	1	2
529	креативного и	1	2
530	повествования а	2	2
531	из перечисленных	1	2
532	словами м.м	1	2
533	или говоря	1	2
534	ритм манифестирован	2	2
535	самостоятельный эпизод	1	2
536	самом начале	3	2
537	соответствии с	3	2
538	художественности как	1	2
539	крупным планом	1	2
540	тем же	1	2
541	ключ к	2	2
542	произведении искусства	3	2
543	места для	1	2
544	такие специфические	1	2
545	имеем дело	7	2
546	личности к	2	2
547	всякий раз	3	2
548	служить знаком	1	2
549	что она	1	2
550	который в	3	2
551	до известной	1	2
552	здесь не	2	2
553	в противном	1	2
554	коем случае	2	2
555	на котором	3	2
556	он и	3	2
557	в стилистическом	1	2
558	своего другого	1	2
559	в системе	1	2
560	не просто	2	2
561	в самой	1	2
562	чем это	1	2
563	объектная организация	1	2
564	это своего	1	2
565	к внутреннему	3	2
566	жизни но	3	2
567	истории литературы	4	2
568	бы то	3	2
569	то в	2	2
570	не принадлежат	1	2
571	текста где	1	2
572	но на	1	2
573	вокруг него	1	2
574	рода и	2	2
575	основе своей	2	2
576	в коем	2	2
577	на вопрос	5	2
578	и рецептивного	1	2
579	стороны адресата	1	2
580	в поэзии	2	2
581	одной из	2	2
582	теории литературы	1	2
583	личного самоопределения	1	2
584	только лишь	1	2
585	к смыслу	1	2
586	искусстве слова	1	2
587	несмотря на	5	2
588	я как	2	2
589	но от	1	2
590	ни было	4	2
591	внешнем мире	2	2
592	личности как	1	2
593	это хронотоп	1	2
594	в формах	1	2
595	своего текста	2	2
596	для искусства	1	2
597	трех фундаментальных	1	2
598	ее в	2	2
599	все это	2	2
600	текст произведения	1	2
601	что и	5	2
602	у нас	1	2
603	тем в	1	2
604	нового эпизода	1	2
605	с их	2	2
606	таком случае	5	2
607	уже говорилось	5	2
608	слова не	1	2
609	у него	5	2
610	внешнего мира	2	2
611	в дискурсе	1	2
612	даже самая	1	2
613	коммуникативное событие	6	2
614	в присутствии	3	2
615	текста не	3	2
616	он оказывается	1	2
617	этих двух	1	2
618	по характеристике	1	2
619	критериев художественности	1	2
620	на себя	5	2
621	искусства как	1	2
622	в конце	4	2
623	я и	8	2
624	сама по	1	2
625	тому что	2	2
626	случае не	2	2
627	во внутренней	2	2
628	словами гегеля	1	2
629	в какой	3	2
630	я не	2	2
631	участок текста	1	2
632	роль принадлежит	1	2
633	субъект и	2	2
634	вследствие этой	1	2
635	эстетического субъекта	3	2
636	ролевой границы	1	2
637	противном случае	1	2
638	на фоне	5	2
639	не от	1	2
640	данный момент	2	2
641	зрения и	1	2
642	событийных границ	1	2
643	текста но	4	2
644	литературной нормы	2	2
645	первой части	2	2
646	только и	1	2
647	это было	1	2
648	потребности и	1	2
649	человеческое я	1	2
650	в чем	2	2
651	делает его	1	2
652	об этом	1	2
653	должен быть	6	2
654	частной жизни	1	2
655	тем более	2	2
656	как система	6	2
657	начальные и	1	2
658	в ритмическом	2	2
659	из виду	3	2
660	могли бы	2	2
661	речевой маски	1	2
662	о себе	2	2
663	но как	1	2
664	системы эпизодов	1	2
665	данном контексте	1	2
666	текста наиболее	3	2
667	принадлежит только	2	2
668	внутреннее я	3	2
669	при чтении	1	2
670	я другого	1	2
671	второй и	1	2
672	как организация	1	2
673	же художественное	1	2
674	человеческого бытия	2	2
675	определенным образом	2	2
676	как уже	5	2
677	одну из	2	2
678	с легкой	2	2
679	м.м бахтин	1	2
680	этого текста	2	2
681	то ни	3	2
682	коммуникативным событием	2	2
683	художественную целостность	1	2
684	дело не	5	2
685	в рассказе	2	2
686	в случае	7	2
687	быть и	1	2
688	по бахтину	2	2
689	в первом	3	2
690	однако эта	1	2
691	коммуникативной стратегии	1	2
692	диалогическим углом	2	2
693	одно и	2	2
694	референтная компетенция	1	2
695	и является	4	2
696	соединении с	1	2
697	автора и	4	2
698	за пределы	6	2
699	объектной организацией	2	2
700	говоря иначе	1	2
701	стилистическом отношении	1	2
702	другого я	2	2
703	перед лицом	6	2
704	таких случаях	1	2
705	от своего	3	2
706	эстетического адресата	2	2
707	не сами	2	2
708	человека и	1	2
709	мы по	1	2
710	его я	1	2
711	собственно говоря	6	2
712	полагал что	1	2
713	идет о	1	2
714	эстетической реальности	3	2
715	могла бы	3	2
716	так же	1	2
717	числе и	1	2
718	эстетической природы	2	2
719	непосредственным участником	1	2
720	на уровне	10	2
721	что может	2	2
722	облекается в	1	2
723	известном смысле	2	2
724	и особенно	4	2
725	реального читателя	1	2
726	для обозначения	2	2
727	такого знания	1	2
728	и рецептивная	2	2
729	не сама	1	2
730	нас самих	2	2
731	это делает	1	2
732	о его	5	2
733	к чужому	1	2
734	с чем	1	2
735	объектной детализации	1	2
736	в исходном	2	2
737	как будто	6	2
738	ролевая граница	1	2
739	включает в	1	2
740	в данный	2	2
741	события в	2	2
742	может и	2	2
743	его речевой	1	2
744	однако все	1	2
745	ни был	1	2
746	случае это	2	2
747	чем и	3	2
748	эстетическое переживание	4	2
749	своей событийной	1	2
750	ментального внутреннего	3	2
751	в пространстве	1	2
752	самим собою	2	2
753	или напротив	3	2
754	мира с	1	2
755	самостоятельного голоса	2	1
756	в особенности	1	1
757	всем любая	1	1
758	читателя находится	1	1
759	страхову что	1	1
760	любая личность	1	1
761	что говорится	1	1
762	и объекта	1	1
763	химическом соединении	1	1
764	и меньше	1	1
765	своих событийных	1	1
766	слово литературной	1	1
767	лексических синтаксических	1	1
768	от него	2	1
769	однако и	1	1
770	эстетического восприятия	1	1
771	является в	1	1
772	тем оно	1	1
773	как формулирует	1	1
774	один голос	2	1
775	жизненного поведения	1	1
776	в последующих	1	1
777	все что	3	1
778	в коммуникативной	1	1
779	система ценностей	1	1
780	модус существования	1	1
781	фразы в	1	1
782	описывал себя	1	1
783	романному герою	1	1
784	такие и	1	1
785	близкого замкнутого	1	1
786	произведение и	1	1
787	формах внутренней	2	1
788	ритмический ряд	2	1
789	в тени	1	1
790	случае в	2	1
791	стороны всякая	1	1
792	и взаимодействиях	1	1
793	звучания ритмика	1	1
794	абзацы далеко	1	1
795	не позволяет	2	1
796	переживаемый в	1	1
797	за ним	2	1
798	обозначает ту	1	1
799	художественные тексты	1	1
800	дж донна	1	1
801	всегда имеется	2	1
802	отрезков звучания	1	1
803	гегеля духовная	1	1
804	жизненных позиций	2	1
805	дискредитирует духовность	1	1
806	же и	1	1
807	ценностное уплотнение	2	1
808	легко могут	1	1
809	ни парадоксально	1	1
810	своей широте	1	1
811	внешнюю полноту	1	1
812	типа как	1	1
813	полноту и	1	1
814	правило знает	1	1
815	содержание эстетической	1	1
816	произведения для	2	1
817	место слияние	1	1
818	обнаруживается еще	1	1
819	в событии	1	1
820	есть точка	1	1
821	сопереживания и	1	1
822	лирике автор	1	1
823	функцию текста	1	1
824	кубикам то	1	1
825	могущие иметь	1	1
826	форма целостности	1	1
827	ментального созерцания	1	1
828	рецептивная компетенция	1	1
829	например если	1	1
830	вещей но	1	1
831	как содержание	1	1
832	текста делает	2	1
833	движений бенвенист	1	1
834	не спрашивай	1	1
835	персонажей то	2	1
836	действительности приобщение	1	1
837	чьей тайной	1	1
838	сообщения о	2	1
839	б.о корманом	1	1
840	восприятию задана	1	1
841	своего собственного	2	1
842	художественно значимо	1	1
843	его с	1	1
844	деталями кадр	1	1
845	все люди	1	1
846	одна вымышленная	1	1
847	о чём	1	1
848	на ее	1	1
849	актантов действующих	1	1
850	эстетическим объектом	4	1
851	они для	1	1
852	с собственным	1	1
853	т.п крайними	1	1
854	как именовал	1	1
855	чем глубже	1	1
856	на первом	1	1
857	граница между	1	1
858	внутреннему слуху	4	1
859	случае мы	1	1
860	нормативная литературная	1	1
861	первую очередь	1	1
862	художественности а	1	1
863	социальных диалектов	1	1
864	речевыми характеристиками	1	1
865	рассказе чехова	1	1
866	рода стилистике	1	1
867	проблема субъектной	1	1
868	дело с	5	1
869	в которую	2	1
870	наращивания текста	1	1
871	человеческий способ	1	1
872	жизненно смежному	1	1
873	в обыденной	1	1
874	письмо дневниковая	1	1
875	перечисленных уровней	1	1
876	не всякий	1	1
877	ритмотектоника целого	1	1
878	его за	1	1
879	оказывается не	2	1
880	а перед	1	1
881	внутреннего исполнения	1	1
882	композиционных субъектов	1	1
883	речи кто	1	1
884	к знанию	1	1
885	осуществлено и	1	1
886	такова специфика	1	1
887	изначально владеет	1	1
888	содержания лишь	1	1
889	я никогда	1	1
890	представляют собой	4	1
891	что это	1	1
892	может оказываться	1	1
893	фундаментом всей	1	1
894	стилей социальных	1	1
895	содержит в	3	1
896	событии художественного	1	1
897	ночного мгновенного	1	1
898	в следующих	1	1
899	смыслосообразно скомпонованное	1	1
900	с ним	6	1
901	голосов сколько	1	1
902	тем как	2	1
903	б построение	1	1
904	и души	1	1
905	которой в	1	1
906	этого словами	1	1
907	в сущности	10	1
908	последовательность кадронесущих	1	1
909	оно становится	1	1
910	факторов в	1	1
911	никак не	2	1
912	деталей а	1	1
913	меру его	1	1
914	не требует	1	1
915	какой бы	2	1
916	стать самим	1	1
917	жизненной позиции	5	1
918	говорит о	5	1
919	литературного дискурса	1	1
920	привести к	1	1
921	формируется как	1	1
922	литературным произведением	3	1
923	не обретает	1	1
924	те же	3	1
925	несущая в	1	1
926	смеховое мироотношение	1	1
927	целое текста	1	1
928	не как	2	1
929	ему люди	1	1
930	предполагает не	2	1
931	человеческой субъективности	1	1
932	логический субъект	1	1
933	свободу личности	1	1
934	первых двух	1	1
935	эпизодов знаменуется	1	1
936	последовательность медленных	1	1
937	здоровая порядок	1	1
938	однако начало	1	1
939	самая тривиальная	1	1
940	что душевная	1	1
941	из того	5	1
942	разного рода	3	1
943	речевых жанрах	1	1
944	одному из	2	1
945	сама жизнь	1	1
946	кротким мягким	1	1
947	смыслу и	1	1
948	присутствии эстетического	1	1
949	объектом эстетического	2	1
950	от художественного	1	1
951	движений текста	1	1
952	художественному тексту	1	1
953	и другими	2	1
954	словно в	1	1
955	дается в	1	1
956	со-творческое со-переживание	1	1
957	особенно если	1	1
958	своему собственному	1	1
959	в результате	3	1
960	субъектная организация	2	1
961	под все	1	1
962	быть может	2	1
963	своих других	2	1
964	не бывает	1	1
965	тексте длиной	1	1
966	речи от	1	1
967	с собой	1	1
968	и сосредоточенное	1	1
969	том и	2	1
970	определенным диалогическим	1	1
971	языковых стилей	1	1
972	бы место	1	1
973	смысла в	2	1
974	синтаксических и	1	1
975	значима имеющая	1	1
976	число голосов	1	1
977	показателей а	1	1
978	конструктивную основу	1	1
979	текстопорождения в	1	1
980	к иного	1	1
981	этом как	1	1
982	системой хронотопов	1	1
983	для данного	3	1
984	лирической поэзии	1	1
985	в центре	3	1
986	личность героя	1	1
987	сопоставлены или	1	1
988	как было	1	1
989	с мотивом	1	1
990	порой место	1	1
991	осмысленном и	1	1
992	собственно художественной	1	1
993	оглядывается на	1	1
994	речевого строя	2	1
995	же я	1	1
996	случаях оказывается	1	1
997	сознаний в	1	1
998	не случайна	2	1
999	чтобы в	1	1
1000	места б	1	1
1001	лишь подвергаясь	1	1
1002	искусства к	1	1
1003	читателя и	1	1
1004	голосами то	1	1
1005	текста и	10	1
1006	ритмические концовки	1	1
1007	взглядом очень	1	1
1008	он уже	1	1
1009	состав такого	2	1
1010	синтаксических конструкций	1	1
1011	к какому-нибудь	1	1
1012	к ролевому	1	1
1013	и формирующие	1	1
1014	на свой	1	1
1015	до этого	1	1
1016	как писал	3	1
1017	целостность произведения	1	1
1018	позиций может	1	1
1019	эту специфику	1	1
1020	между всеми	1	1
1021	цитатного типа	1	1
1022	тексту слой	1	1
1023	в собственном	3	1
1024	говорящего и	1	1
1025	а во-вторых	1	1
1026	также может	3	1
1027	запись документ	1	1
1028	вымышленная условная	1	1
1029	о мире	1	1
1030	в наших	1	1
1031	предпосылку эстетического	1	1
1032	внутренней недискурсивной	1	1
1033	смысла и	3	1
1034	именовал аристотель	1	1
1035	знаменуется переносом	1	1
1036	дискурсии в	1	1
1037	произведения в	14	1
1038	в особый	1	1
1039	трагическое есть	1	1
1040	вещи но	1	1
1041	тексте но	1	1
1042	в придании	1	1
1043	уникально и	2	1
1044	выбор слова	3	1
1045	наоборот созерцающий	1	1
1046	мысль о	2	1
1047	как об	1	1
1048	все моменты	1	1
1049	художник или	1	1
1050	данность текста	1	1
1051	если говорить	2	1
1052	в отечественной	1	1
1053	чем произведение	1	1
1054	нежели число	1	1
1055	тексте а	1	1
1056	сознания однако	1	1
1057	тем что	2	1
1058	этого в	1	1
1059	субъектной кто	1	1
1060	нечто движущееся	1	1
1061	живого голоса	1	1
1062	стороны субъекта	1	1
1063	в составе	2	1
1064	напряжений и	1	1
1065	жизненная позиция	2	1
1066	и будет	1	1
1067	счастье существования	1	1
1068	включен в	1	1
1069	или движется	1	1
1070	или противопоставлены	1	1
1071	самоопределение к	1	1
1072	читателем в	2	1
1073	и соответствующую	1	1
1074	движения бенвенист	1	1
1075	если он	1	1
1076	всего два	1	1
1077	они существенно	1	1
1078	том или	4	1
1079	задаваемый читателю	1	1
1080	соотнесенности внешнего	1	1
1081	автор литературного	1	1
1082	феноменов человеческого	1	1
1083	обобщения личностного	1	1
1084	речи последний	1	1
1085	с тем	1	1
1086	перефразируя строки	1	1
1087	добродушная жалостливая	1	1
1088	ценностей и	1	1
1089	ценность которой	1	1
1090	субъективной стороной	1	1
1091	я от	1	1
1092	событие индивидуальный	1	1
1093	зачины анакрусы	1	1
1094	зрения или	1	1
1095	к самому	2	1
1096	меру обобщения	1	1
1097	заключительные в	1	1
1098	синтаксической конструкции	1	1
1099	у читателя	2	1
1100	оттенки ритма	1	1
1101	прочие обобщения	1	1
1102	однако между	1	1
1103	в молчание	1	1
1104	нам уже	1	1
1105	о судьбе	1	1
1106	общеизвестными после	1	1
1107	не становясь	1	1
1108	же значима	1	1
1109	все же	4	1
1110	неизбыточность явлений	1	1
1111	обозначения объектных	1	1
1112	и сосредоточенности	1	1
1113	шеллингу чем	1	1
1114	в творческом	3	1
1115	смерти героя	1	1
1116	этих исключительных	1	1
1117	это интересно	1	1
1118	другого межличностная	1	1
1119	и неизбыточности	3	1
1120	бахтин определял	1	1
1121	референтную функцию	1	1
1122	обладают некое	1	1
1123	отношений личности	1	1
1124	всякая фраза	1	1
1125	в словах	2	1
1126	иные аспекты	1	1
1127	различных речевых	1	1
1128	предмета и	1	1
1129	или ином	4	1
1130	не имеет	1	1
1131	а этот	1	1
1132	смертью в	2	1
1133	как более	1	1
1134	бы не	3	1
1135	хемингуэя фиеста	1	1
1136	щеки на	1	1
1137	ни прибавить	1	1
1138	выготским и	1	1
1139	да и	2	1
1140	непременно должен	1	1
1141	выступая под	1	1
1142	всем знакомее	1	1
1143	наиболее значимы	1	1
1144	в историческом	1	1
1145	образом характеризует	1	1
1146	здесь выступает	1	1
1147	пределах кадрового	1	1
1148	ему и	1	1
1149	о котором	1	1
1150	бахтин дело	1	1
1151	его личной	1	1
1152	с героем	1	1
1153	зависимости от	1	1
1154	изображенной речи	1	1
1155	и слово	2	1
1156	и генерализации	1	1
1157	между ним	1	1
1158	частности это	1	1
1159	ходе последовательного	1	1
1160	наиболее очевидным	1	1
1161	на каждом	2	1
1162	их внутреннюю	1	1
1163	свою собственную	1	1
1164	сколь угодно	2	1
1165	характер поступок	1	1
1166	оригинальнее тем	1	1
1167	еще а	1	1
1168	всего основные	1	1
1169	личность как	1	1
1170	полные розовые	1	1
1171	идиллическому и	1	1
1172	организация ментального	1	1
1173	становится собственно	1	1
1174	восприятия все	1	1
1175	произведением лишь	1	1
1176	создают эффект	2	1
1177	высказывание в	1	1
1178	общий знаменатель	1	1
1179	и адресат	2	1
1180	всеохватывающей своей	1	1
1181	универсальнее вы	1	1
1182	искусство и	2	1
1183	т.п глоссализация	1	1
1184	на первый	1	1
1185	к объекту	3	1
1186	выступает как	1	1
1187	обладает как	1	1
1188	по крайней	4	1
1189	деталей в	1	1
1190	включая и	3	1
1191	длины ритмического	1	1
1192	слогов между	3	1
1193	средств осуществление	1	1
1194	в своего	1	1
1195	свое время	3	1
1196	несколькими голосами	1	1
1197	ближайшие к	1	1
1198	творческой воли	1	1
1199	первый взгляд	1	1
1200	читателя как	1	1
1201	постепенно углубляемая	1	1
1202	все они	2	1
1203	только одно	2	1
1204	что искусство	1	1
1205	а язык	1	1
