N	2gram	Bakhtin_KF	Problemy
335	но этот	2	4
336	находится в	1	4
337	во всей	4	4
338	от них	1	4
339	все в	1	4
340	него как	1	4
341	поэтому в	1	4
342	я как	1	4
343	тем не	2	4
344	и кажется	1	4
345	не была	1	4
346	в которой	1	4
347	сознания не	2	4
348	дано в	1	4
349	и своего	1	4
350	характер и	1	4
351	не есть	22	4
352	в эту	1	4
353	остается в	1	4
354	оно не	2	4
355	если оно	1	4
356	эти слова	1	4
357	ли будет	1	4
358	им и	1	4
359	но только	1	4
360	в едином	10	4
361	не значит	6	4
362	в первой	1	4
363	в точке	1	4
364	с ее	2	4
365	всех этих	3	4
366	образом и	1	4
367	даны в	2	4
368	переходит в	1	4
369	мысль не	2	4
370	из которых	2	4
371	слова мы	1	4
372	если не	2	4
373	конечно и	1	4
374	и действительно	6	4
375	бы не	3	4
376	вследствие этого	2	4
377	нет в	4	4
378	здесь нет	3	4
379	же я	1	4
380	совпадает с	1	4
381	сознании и	1	4
382	как если	1	4
383	времени и	4	4
384	а лишь	3	4
385	вне его	1	4
386	к миру	1	4
387	как предмет	2	4
388	только с	3	4
389	он должен	1	4
390	мир в	12	4
391	перестает быть	1	4
392	в литературе	1	4
393	все и	1	4
394	здесь в	1	4
395	смысле этого	1	4
396	пробиться к	1	4
397	а то	1	4
398	войти в	3	4
399	это было	2	4
400	об этом	1	4
401	особенно в	1	4
402	мысли в	1	4
403	бы ни	1	4
404	жизнь и	2	4
405	ни один	1	4
406	также и	1	4
407	только так	1	4
408	другим и	1	4
409	конечно в	2	4
410	от того	3	4
411	него и	2	4
412	оно должно	1	4
413	это в	1	4
414	само по	1	4
415	момент его	9	4
416	нем в	1	3
417	от времени	1	3
418	дана как	1	3
419	говорить о	2	3
420	может служить	1	3
421	а затем	1	3
422	и само	2	3
423	жизнь в	1	3
424	отчетливо и	1	3
425	к другим	1	3
426	эти миры	1	3
427	не я	3	3
428	можно сказать	1	3
429	существенный момент	1	3
430	в данном	2	3
431	жизни а	1	3
432	что этот	3	3
433	отсюда и	3	3
434	в различных	1	3
435	точке зрения	1	3
436	настоящее время	1	3
437	одной из	1	3
438	в реальном	1	3
439	как я	1	3
440	согласиться с	1	3
441	всего в	1	3
442	герой и	2	3
443	только не	1	3
444	мы видим	1	3
445	даже там	1	3
446	она в	1	3
447	сознание в	1	3
448	него самого	1	3
449	в напряженном	1	3
450	это очень	1	3
451	чем в	1	3
452	к чему	3	3
453	здесь же	1	3
454	эту особенность	1	3
455	следовательно и	1	3
456	между собой	1	3
457	в смысле	6	3
458	и мир	2	3
459	именно как	1	3
460	мы можем	1	3
461	не дает	3	3
462	задает себе	1	3
463	ту же	1	3
464	совсем не	2	3
465	и та	3	3
466	по своей	1	3
467	мы здесь	3	3
468	и мы	2	3
469	и есть	10	3
470	и по	1	3
471	чтобы не	2	3
472	в один	1	3
473	меня и	3	3
474	для самого	1	3
475	вне себя	1	3
476	как таковой	1	3
477	он стремится	1	3
478	должны быть	1	3
479	дан в	2	3
480	и делает	3	3
481	сводится к	2	3
482	и самая	1	3
483	и единство	3	3
484	стремится быть	1	3
485	только себя	1	3
486	литературе о	1	3
487	в конкретном	1	3
488	все они	2	3
489	не является	1	3
490	как целое	1	3
491	который не	1	3
492	себя за	2	3
493	того чтобы	2	3
494	и уже	1	3
495	может войти	1	3
496	именно на	2	3
497	значение для	1	3
498	вступает в	3	3
499	всеми своими	1	3
500	если мы	1	3
501	тем же	1	3
502	мог бы	1	3
503	не за	1	3
504	в сознании	2	3
505	есть только	1	3
506	определения как	1	3
507	не из	2	3
508	в настоящее	1	3
509	человека но	1	3
510	именно к	1	3
511	не для	1	3
512	которых он	1	3
513	ее в	1	3
514	мы будем	1	3
515	этого не	1	3
516	и всякое	1	3
517	дело в	2	3
518	места в	4	3
519	если и	1	3
520	но уже	1	3
521	которой он	2	3
522	а он	1	3
523	единство мира	3	3
524	она только	1	3
525	но конечно	3	3
526	оно может	1	3
527	того или	3	3
528	а к	1	3
529	а за	1	3
530	не с	1	3
531	нового времени	1	3
532	ним как	1	3
533	человека и	3	3
534	признать что	1	3
535	связи между	1	3
536	же в	1	3
537	и эта	2	3
538	нуждается в	1	3
539	то все	1	3
540	бытия в	5	3
541	и себе	2	3
542	в чисто	1	3
543	себе а	2	3
544	в душе	1	2
545	но может	1	2
546	и очень	1	2
547	со всем	5	2
548	единство же	1	2
549	мысль как	2	2
550	самого себя	1	2
551	его построения	1	2
552	за исключением	1	2
553	и имеет	1	2
554	из всех	1	2
555	его он	1	2
556	и говорить	1	2
557	одно из	1	2
558	есть а	1	2
559	не проникает	5	2
560	мир мир	1	2
561	из нее	2	2
562	его мире	1	2
563	она является	1	2
564	меня в	3	2
565	в корне	3	2
566	его на	2	2
567	предмет и	2	2
568	а именно	1	2
569	найти себя	1	2
570	определяется не	1	2
571	мир как	6	2
572	и того	2	2
573	во все	1	2
574	быть не	2	2
575	помимо его	1	2
576	время от	1	2
577	конечно что	1	2
578	только как	4	2
579	мира не	3	2
580	для того	3	2
581	в этот	1	2
582	из самого	2	2
583	между отдельными	1	2
584	не об	1	2
585	виду и	1	2
586	всю жизнь	1	2
587	бы два	1	2
588	себе в	1	2
589	до того	1	2
590	свою очередь	1	2
591	но ни	2	2
592	пока еще	1	2
593	я с	1	2
594	в контексте	5	2
595	такая же	1	2
596	быть в	4	2
597	в нашем	1	2
598	нигде не	3	2
599	к этому	2	2
600	он живет	1	2
601	отказаться от	2	2
602	а следовательно	3	2
603	к этим	1	2
604	определение и	1	2
605	вся эта	2	2
606	и весь	4	2
607	собой и	1	2
608	в мою	1	2
609	но из	1	2
610	других для	2	2
611	на том	1	2
612	меня но	4	2
613	его но	1	2
614	значительной степени	1	2
615	в ткань	1	2
616	в качестве	2	2
617	развивается как	1	2
618	не способны	1	2
619	мыслится и	1	2
620	понять его	1	2
621	в единый	1	2
622	не мир	1	2
623	и других	2	2
624	или не	1	2
625	и единого	1	2
626	может развить	1	2
627	этом последнем	1	2
628	своей структуре	1	2
629	и она	2	2
630	и именно	2	2
631	не существенно	1	2
632	сознания как	2	2
633	единство сознания	1	2
634	от этого	2	2
635	если я	2	2
636	его жизни	3	2
637	представляется нам	1	2
638	в интонации	1	2
639	героя для	1	2
640	за границей	1	2
641	был не	1	2
642	здесь и	1	2
643	не нужно	2	2
644	делает его	1	2
645	но к	1	2
646	не был	1	2
647	здесь как	1	2
648	я его	2	2
649	приводит его	1	2
650	не он	1	2
651	ли это	2	2
652	мысль и	2	2
653	мир где	5	2
654	в лучшем	1	2
655	нет но	1	2
656	ибо действительно	1	2
657	и входит	1	2
658	все значимое	1	2
659	мне как	3	2
660	не способна	2	2
661	над ним	1	2
662	над всеми	1	2
663	другой и	1	2
664	не раз	1	2
665	к каждому	1	2
666	нем и	3	2
667	но есть	2	2
668	лишь путем	1	2
669	все остальное	2	2
670	столь же	1	2
671	ней в	1	2
672	бы оно	2	2
673	ни одно	5	2
674	отнюдь не	7	2
675	независимо от	3	2
676	не случайно	1	2
677	одного и	2	2
678	моментом которого	1	2
679	нему он	1	2
680	мире и	1	2
681	во втором	1	2
682	в содержании	1	2
683	я уже	2	2
684	и этот	3	2
685	как с	1	2
686	сознания о	1	2
687	тогда когда	3	2
688	на первом	2	2
689	смысле слова	1	2
690	и должно	1	2
691	есть я	3	2
692	освободиться от	1	2
693	нем как	4	2
694	это уже	2	2
695	они даны	1	2
696	оно ни	1	2
697	есть лишь	5	2
698	и навсегда	2	2
699	от своего	1	2
700	с ней	1	2
701	их и	1	2
702	показать что	1	2
703	месте и	1	2
704	она и	1	2
705	к его	1	2
706	подхода к	2	2
707	своему смыслу	1	2
708	не имеет	6	2
709	каждая мысль	1	2
710	ему и	1	2
711	при всех	1	2
712	всей своей	2	2
713	своей жизни	1	2
714	к той	1	2
715	друг против	1	2
716	но оно	1	2
717	тем или	1	2
718	ясно и	3	2
719	совершенно иной	1	2
720	со всех	1	2
721	где есть	1	2
722	предмет в	1	2
723	в свою	3	2
724	в значительной	1	2
725	не знаю	1	2
726	последней инстанции	1	2
727	ее до	2	2
728	свой тон	1	2
729	но лишь	7	2
730	нашей работы	1	2
731	с которой	1	2
732	не могло	1	2
733	не потому	2	2
734	чем не	4	2
735	в истории	1	2
736	нуждаются в	1	2
737	было и	2	2
738	а во	1	2
739	как свой	1	2
740	ибо он	1	2
741	даны здесь	1	2
742	нем не	2	2
743	она может	1	2
744	единство бытия	2	2
745	действительно и	3	2
746	котором мы	3	2
747	мысли но	1	2
748	из него	4	2
749	жизни не	1	2
750	уже с	1	2
751	остановимся еще	1	2
752	слова я	1	2
753	целом это	1	2
754	проникает в	5	2
755	ничем не	1	2
756	здесь есть	1	2
757	этот процесс	1	2
758	и сама	1	2
759	противоречия и	1	2
760	что значит	2	2
761	одна и	2	2
762	данте и	1	2
763	этой мысли	1	2
764	мира но	5	2
765	для всего	1	2
766	для нас	4	2
767	видеть в	1	2
768	в движение	1	2
769	зрения его	1	2
770	только он	1	2
771	и тут	1	2
772	при условии	2	2
773	образом в	1	2
774	ибо все	3	2
775	в стороне	1	2
776	бы быть	5	2
777	ведь только	1	2
778	в какой	1	2
779	лишь с	2	2
780	один и	3	2
781	против друга	1	2
782	для героя	1	2
783	и смысловой	2	2
784	должен быть	7	2
785	единство и	1	2
786	значимость и	2	2
787	как все	1	2
788	другом случае	1	2
789	и эти	2	2
790	а просто	1	2
791	и оценок	1	2
792	человека все	1	2
793	и ни	3	2
794	мы наблюдали	1	2
795	во второй	1	2
796	не следует	2	2
797	этих случаях	1	2
798	к которой	2	2
799	всей его	2	2
800	всех его	2	2
801	же самое	1	2
802	к ней	1	2
803	в категориях	4	2
804	произведения не	1	2
805	но я	2	2
806	политики и	1	2
807	из их	1	2
808	себя а	4	2
809	нем эта	1	2
810	человек не	2	2
811	один миг	1	2
812	лучшем случае	1	2
813	мы его	1	2
814	и совершенно	3	2
815	себя но	1	2
816	дело здесь	2	2
817	не к	1	2
818	мир не	1	1
819	предмет как	2	1
820	уже во	1	1
821	какого бы	1	1
822	и выдает	1	1
823	своем смысле	5	1
824	можно говорить	1	1
825	и мира	1	1
826	никогда и	1	1
827	чтобы дать	2	1
828	мы абстрактно	1	1
829	изнутри и	1	1
830	в момент	3	1
831	слышит и	1	1
832	познания и	4	1
833	в конкретное	1	1
834	здесь то	1	1
835	учитывает и	1	1
836	это лишь	1	1
837	значит однако	1	1
838	найти и	1	1
839	людей но	1	1
840	и когда	2	1
841	ли его	1	1
842	следует что	1	1
843	этот момент	7	1
844	эта же	1	1
845	жить и	2	1
846	не являются	1	1
847	но изнутри	4	1
848	связь между	1	1
849	и реальное	1	1
850	в живом	1	1
851	бытии и	2	1
852	контекст в	1	1
853	положения в	3	1
854	как необходимый	1	1
855	имеет смысл	1	1
856	я всегда	1	1
857	вступить в	2	1
858	проблемы в	1	1
859	все дело	1	1
860	чисто теоретическим	1	1
861	мысли как	1	1
862	мысль о	1	1
863	в некотором	3	1
864	форму и	1	1
865	и требует	1	1
866	только момент	4	1
867	нем нельзя	2	1
868	и должен	2	1
869	я могу	5	1
870	уже нет	1	1
871	самого и	1	1
872	его все	1	1
873	где она	2	1
874	мы только	1	1
875	только для	1	1
876	и переживания	1	1
877	мышлению он	1	1
878	события для	1	1
879	я а	1	1
880	себя не	3	1
881	а эта	3	1
882	всего можно	1	1
883	но мы	1	1
884	нем нет	1	1
885	и свою	1	1
886	свой смысл	1	1
887	всем его	3	1
888	для выражения	2	1
889	я живу	2	1
890	сам же	1	1
891	сделать в	1	1
892	действительности в	2	1
893	а скорее	1	1
894	в формальной	1	1
895	как таковому	1	1
896	это с	1	1
897	не существует	1	1
898	себя другой	1	1
899	не непосредственно	1	1
900	в действительности	1	1
901	представитель своей	1	1
902	чувствует себя	1	1
903	нет ибо	1	1
904	действительностью становится	1	1
905	каково бы	1	1
906	нет мир	1	1
907	такова концепция	1	1
908	как целом	1	1
909	остается чисто	1	1
910	замкнутость и	1	1
911	этот учет	1	1
912	автора здесь	1	1
913	выходит из	1	1
914	не должен	3	1
915	и место	1	1
916	вмещается в	1	1
917	мира на	1	1
918	но со	1	1
919	в каких	1	1
920	что первая	1	1
921	мира нет	1	1
922	и другой	1	1
923	вмещает в	1	1
924	здесь нам	1	1
925	другой человек	1	1
926	никого и	1	1
927	сознания в	2	1
928	не нарушается	1	1
929	и т.п	1	1
930	поэтому мы	1	1
931	как содержательную	1	1
932	сознаний из	1	1
933	мир поэтому	1	1
934	люди а	1	1
935	этим моментом	1	1
936	и отчетливо	2	1
937	предмет видения	1	1
938	бы меня	1	1
939	я буду	3	1
940	не принцип	1	1
941	изнутри в	2	1
942	любви к	1	1
943	час и	1	1
944	возникает ряд	1	1
945	поступков в	1	1
946	человека эта	1	1
947	к ним	4	1
948	вообще и	1	1
949	философия в	1	1
950	есть действительно	2	1
951	это целое	2	1
952	жизни как	5	1
953	друг для	1	1
954	единство его	1	1
955	смысле не	2	1
956	нее в	2	1
957	взаимоотношение двух	1	1
958	есть это	1	1
959	будем говорить	1	1
960	смысл лишь	2	1
961	ли она	1	1
962	теряя своей	1	1
963	в непосредственной	1	1
964	исходит из	1	1
965	момент в	7	1
966	где под	1	1
967	что именно	1	1
968	по поводу	1	1
969	в противном	1	1
970	его целом?	1	1
971	и теоретически	1	1
972	извне как	1	1
973	не просто	1	1
974	но там	1	1
975	едва ли	2	1
976	но сама	1	1
977	действительно в	1	1
978	его чистоте	1	1
979	не найдем	1	1
980	или иным	2	1
981	в чужой	1	1
982	не дано	1	1
983	как содержательное	2	1
984	него все	1	1
985	ее и	6	1
986	над всяким	1	1
987	и получает	1	1
988	не выходит	1	1
989	единый контекст	1	1
990	менее в	1	1
991	от его	5	1
992	землю и	1	1
993	к человеку	1	1
994	его самого	1	1
995	и всей	1	1
996	всякая мысль	1	1
997	время и	5	1
998	вообще а	1	1
999	притом не	1	1
1000	что уже	1	1
1001	оценки и	2	1
1002	что мир	1	1
1003	то для	1	1
1004	в теоретическом	2	1
1005	и за	2	1
1006	и через	1	1
1007	значит не	1	1
1008	бытия и	10	1
1009	дан не	1	1
1010	из только	1	1
1011	не от	1	1
1012	весь мир	2	1
1013	в весьма	1	1
1014	в третьем	1	1
1015	как таковым	1	1
1016	не путем	1	1
1017	есть еще	1	1
1018	только к	1	1
1019	первая часть	1	1
1020	бы только	1	1
1021	однако он	1	1
1022	о возможности	1	1
1023	утверждение что	1	1
1024	активности в	2	1
1025	другие а	1	1
1026	в содержание	1	1
1027	ее от	2	1
1028	каждое движение	1	1
1029	героя весь	1	1
1030	и чисто	1	1
1031	его конкретного	1	1
1032	и последняя	1	1
1033	суждение не	1	1
1034	на объективное	1	1
1035	мне в	4	1
1036	нем но	1	1
1037	укоренен в	1	1
1038	смысле и	2	1
1039	есть поступок	1	1
1040	ясно что	3	1
1041	личная жизнь	1	1
1042	не вытекает	1	1
1043	героя герой	1	1
1044	место и	2	1
1045	уже давно	1	1
1046	больше и	1	1
1047	может непосредственно	1	1
1048	а только	1	1
1049	к своеобразному	1	1
1050	могло бы	4	1
1051	из другого	1	1
1052	всех своих	4	1
1053	в индивидуальном	1	1
1054	и отсюда	2	1
1055	смысл и	6	1
1056	но можно	4	1
1057	момент во	1	1
1058	категории а	1	1
1059	сознание все	1	1
1060	наличное в	1	1
1061	и пространства	1	1
1062	причастности к	1	1
1063	утверждение и	1	1
1064	как факт	1	1
1065	от бытия	1	1
1066	но между	1	1
1067	в философии	1	1
1068	он его	1	1
1069	этой своей	1	1
1070	признать его	1	1
1071	оказалось бы	1	1
1072	существенно что	2	1
1073	разобранный нами	1	1
1074	вместо того	1	1
1075	которых слагается	1	1
1076	он находится	1	1
1077	котором я	2	1
1078	общего не	2	1
1079	и тем	3	1
1080	как это	1	1
1081	не будет	2	1
1082	их мира	1	1
1083	можно сделать	1	1
1084	на нем	2	1
1085	мир дан	1	1
1086	всех других	2	1
1087	никто не	1	1
1088	существенная связь	1	1
1089	и миром	1	1
1090	где я	4	1
1091	и тот	3	1
1092	самого как	1	1
1093	подробный анализ	1	1
1094	других людей	3	1
1095	ни одна	2	1
1096	и некоторое	1	1
1097	в полноте	1	1
1098	бы иной	1	1
1099	его ибо	1	1
1100	как одно	1	1
1101	миру и	1	1
1102	его конечно	1	1
1103	это может	1	1
1104	видения мира	1	1
1105	когда мы	1	1
1106	не совпадает	1	1
1107	значит быть	1	1
1108	требует чтобы	1	1
1109	могла бы	4	1
1110	миг не	1	1
1111	связать и	1	1
1112	одна мысль	1	1
1113	меня он	1	1
1114	вся жизнь	1	1
1115	жизнь как	6	1
1116	являются лишь	1	1
1117	известном смысле	1	1
1118	и никогда	1	1
1119	главным образом	1	1
1120	мы дадим	1	1
1121	не укоренен	1	1
1122	ибо нет	2	1
1123	и каждый	1	1
1124	что есть	2	1
1125	первом случае	1	1
1126	но прежде	1	1
1127	всех сторон	1	1
1128	непосредственной близости	1	1
1129	было дано	2	1
1130	случайна и	1	1
1131	что только	2	1
1132	аналогию с	1	1
1133	от содержательной	1	1
1134	сознание но	2	1
1135	она принципиально	1	1
1136	распадется на	1	1
1137	которому и	1	1
1138	он мне	1	1
1139	приходится признать	1	1
1140	к последнему	3	1
1141	или иного	3	1
1142	границу между	1	1
1143	зрения формальной	1	1
1144	бы я	1	1
1145	действительной жизни	3	1
1146	мира его	1	1
1147	любви и	1	1
1148	тон его	1	1
1149	активно и	1	1
1150	не делает	1	1
1151	к такому	1	1
1152	всех отношениях	2	1
1153	предмет значит	2	1
1154	всем своим	1	1
1155	как сплошное	1	1
1156	котором не	1	1
1157	в план	1	1
1158	свою значимость	1	1
1159	системное единство	1	1
1160	живет в	1	1
1161	на ее	1	1
1162	оно было	1	1
1163	и менее	1	1
1164	возможных точек	1	1
1165	и из	1	1
1166	и единый	2	1
1167	имеет с	1	1
1168	ты и	1	1
1169	пор не	1	1
1170	смысле можно	1	1
1171	зрения смысла	2	1
1172	это есть	2	1
1173	связанная с	1	1
1174	она становится	1	1
1175	должен был	1	1
1176	могут стать	2	1
1177	я имею	3	1
1178	где же	1	1
1179	сознание не	1	1
1180	именно оно	1	1
1181	однако что	2	1
1182	ни о	1	1
1183	смысла и	2	1
1184	определения и	1	1
1185	это положение	1	1
1186	с целью	1	1
1187	сознании в	1	1
1188	нет он	1	1
1189	вложена в	1	1
1190	если это	1	1
1191	итак ни	1	1
1192	на месте	1	1
1193	истины в	1	1
1194	его единственным	1	1
1195	за свое	4	1
1196	есть что	1	1
1197	мысль чувство	1	1
1198	как момент	13	1
1199	к пределу	1	1
1200	быть понято	1	1
1201	для каждого	1	1
1202	и ценностно	1	1
1203	возникает лишь	1	1
1204	которые могут	1	1
1205	момент этого	1	1
1206	породить не	1	1
1207	предмету но	1	1
1208	одном кругозоре	1	1
1209	со стороны	8	1
1210	в известном	1	1
1211	эта последняя	1	1
1212	этом его	2	1
1213	своих границах	2	1
1214	в каком	4	1
1215	на своем	3	1
1216	он если	1	1
1217	ничего общего	2	1
1218	выглядит и	1	1
1219	жизни является	2	1
1220	поступка в	6	1
1221	который и	1	1
1222	уже вне	1	1
1223	где ее	1	1
1224	его я	1	1
1225	ведь оно	1	1
1226	только одно	1	1
1227	нет ничего	1	1
1228	можно в	1	1
1229	для друга	1	1
1230	и мне	1	1
1231	близости к	1	1
1232	что мы	1	1
1233	ничем меня	1	1
1234	и видит	1	1
1235	него герой	1	1
1236	как предмета	2	1
1237	жили и	1	1
1238	чего нет	1	1
1239	принципиально не	5	1
1240	каким бы	1	1
1241	я ее	1	1
1242	как бытие	1	1
1243	единства в	2	1
1244	относится к	1	1
1245	лежат в	3	1
1246	есть правда	1	1
1247	на основе	7	1
1248	во мне	3	1
1249	это только	2	1
1250	пока я	1	1
1251	остается только	1	1
1252	себе несколько	1	1
1253	и теперь	1	1
1254	для нее	9	1
1255	для меня	22	1
1256	но о	1	1
1257	эта мысль	1	1
1258	не вступает	1	1
1259	истины не	1	1
1260	его целей	1	1
1261	тот мир	1	1
1262	нет она	1	1
1263	него с	1	1
1264	как событие	3	1
1265	и иных	1	1
1266	только это	2	1
1267	жизни только	1	1
1268	связанных с	1	1
1269	имеем в	2	1
1270	переход из	1	1
1271	элемента в	1	1
1272	в данной	1	1
1273	к следующему	1	1
1274	объективен и	1	1
1275	по соображениям	1	1
1276	конца и	1	1
1277	как представитель	1	1
1278	нет этого	1	1
1279	целом в	1	1
1280	только при	1	1
1281	в психологию	1	1
1282	нашей задачи	1	1
1283	его действительной	1	1
1284	и лицо	1	1
1285	или более	1	1
1286	я всем	1	1
1287	себе тождественное	1	1
1288	не стоит	1	1
1289	я работаю	1	1
1290	ее мир	2	1
1291	факт наличности	1	1
1292	зрения автора	1	1
1293	к предмету	1	1
1294	является только	1	1
1295	котором оно	1	1
1296	как мой	1	1
1297	мной в	1	1
1298	в трагедии	1	1
1299	подойти к	1	1
1300	нельзя говорить	1	1
1301	их а	1	1
1302	к содержанию	2	1
1303	я то	1	1
1304	или просто	1	1
1305	находятся в	1	1
1306	его знает	1	1
1307	этих миров	1	1
1308	отсюда следует	2	1
