N	3gram	Losev_Prob	Vvedenie
170	когда мы говорим	2	1
171	как бы ее	1	1
172	того чтобы этот	1	1
173	говорить о том	1	1
174	в этом втором	1	1
175	связи с этим	2	1
176	если бы оно	1	1
177	в подлинном смысле	1	1
178	только в этом	2	1
179	если же мы	1	1
180	есть особого рода	1	1
181	более или менее	7	1
182	которая вырастает на	1	1
183	до тех пор	4	1
184	об этом сказано	1	1
185	здесь не может	1	1
186	того или иного	6	1
187	и как нечто	1	1
188	в частности в	2	1
189	и есть то	1	1
190	думать так значило	1	1
191	но это только	2	1
192	в таком случае	14	1
193	по содержанию своему	2	1
194	а именно как	1	1
195	и как они	1	1
196	раз уж мы	1	1
197	говоря уже о	5	1
198	может быть только	2	1
199	потому что и	1	1
200	действительности а именно	1	1
201	не было бы	1	1
202	вопрос что же	2	1
203	именно в этой	1	1
204	сказать что они	1	1
205	потому что она	1	1
206	в общем смысле	1	1
207	языка как такового	1	1
208	не потому что	2	1
209	но уже в	2	1
210	тем что она	1	1
211	потому что все	1	1
212	нужно было бы	1	1
213	того что в	1	1
214	в настоящее время	17	1
215	бы оно было	1	1
216	то более то	1	1
217	вырастает на почве	1	1
218	а есть только	2	1
219	что мы можем	1	1
220	частности в области	1	1
221	значит не только	1	1
222	как раз в	1	1
223	такой точки зрения	1	1
224	это не просто	1	1
225	что такое вообще	1	1
226	того чтобы ее	1	1
227	уже в первом	1	1
228	дело заключается в	1	1
229	но как мы	3	1
230	так же как	2	1
231	нечто единое и	1	1
232	чтобы ее можно	1	1
233	бы ее ни	1	1
234	имеем в виду	1	1
235	только потому что	3	1
236	в языке и	4	1
237	этом смысле слова	1	1
238	д все это	1	1
239	не менее совершенно	1	1
240	мы имеем в	1	1
241	том что в	2	1
242	в сравнении с	1	1
243	сказать что он	2	1
244	а потому что	1	1
245	не сам по	1	1
246	но в силу	1	1
247	и что такое	4	1
248	в нем то	1	1
249	а в том	1	1
250	с самого начала	2	1
251	того о чем	1	1
252	с разных сторон	1	1
253	этом смысле и	2	1
254	также и то	4	1
255	идет речь не	1	1
256	не может не	1	1
257	представление о том	1	1
258	более то менее	1	1
259	то обстоятельство что	1	1
260	ни при каких	1	1
261	и все прочие	1	1
262	ясно само собой	1	1
263	в этом понятии	1	1
264	имел в виду	2	1
265	в точном смысле	1	1
266	к тому что	1	1
267	та или иная	1	1
268	вопроса о природе	1	1
269	еще и потому	1	1
270	только то что	6	1
271	все это не	1	1
272	есть не просто	1	1
273	в таких случаях	2	1
274	как о чем-то	1	1
275	да притом еще	1	1
276	бы то ни	2	1
277	смысле не может	1	1
278	а это в	1	1
279	а не только	2	1
280	это значит не	1	1
281	только тогда когда	4	1
282	не то что	2	1
283	имея в виду	1	1
284	это прежде всего	1	1
285	не существует и	1	1
286	то что в	4	1
287	на эту тему	2	1
288	в чистом виде	3	1
289	уже о том	1	1
290	том что не	1	1
291	потому что они	1	1
292	мы имеем дело	1	1
293	же самое и	1	1
