N	3gram	Tiupa_Anal	DiskursI
100	объекта и адресата	2	2
101	того же автора	1	2
102	дифференцированном и оцененном	1	2
103	лично для себя	1	2
104	между мифом и	1	2
105	читателя что он	1	2
106	точность словесного выражения	1	2
107	описаний акцентированная роль	1	2
108	притча и анекдот	2	2
109	акцентированная роль немногочисленных	1	2
110	одних и тех	2	2
111	далеко не всегда	1	2
112	возникает в результате	1	2
113	из них в	1	2
114	хотя и в	1	2
115	речь идет о	2	2
116	в немалой степени	2	2
117	роли в миропорядке	5	2
118	ситуациям речевого общения	1	2
119	в этом мире	1	2
120	в нем звучит	1	2
121	что в них	1	2
122	а в том	2	2
123	бы укрупненных деталей	1	2
124	звучит один голос	1	2
125	живет в готовом	1	2
126	что они хотят	1	2
127	деталей краткость и	1	2
128	петровича белкина в	2	2
129	нем звучит один	1	2
130	завершенная и строго	1	2
131	выбирают а по	1	2
132	в новом качестве	1	2
133	при этом как	2	2
134	значении этого слова	1	2
135	характеристик и описаний	1	2
136	лицом к лицу	1	2
137	не выбирают а	1	2
138	вести речь о	1	2
139	а по своей	1	2
140	своей природе суть	1	2
141	отграниченная система смыслов	1	2
142	себе не заключает	1	2
143	краткость и точность	1	2
144	и в том	1	2
145	это ведет к	1	2
146	природе суть то	1	2
147	помещаем полагая его	1	2
148	жанра в этом	1	2
149	очередь определяется предметом	1	2
150	сказания или анекдота	2	2
151	излишним впрочем уверяем	1	2
152	немногочисленных и как	1	2
153	стабильно дифференцированном и	1	2
154	в одном из	1	2
155	они хотят и	1	2
156	к лицу с	1	2
157	и строго отграниченная	1	2
158	в ходе которого	1	2
159	готовом стабильно дифференцированном	1	2
160	не помещаем полагая	1	2
161	что он ничего	1	2
162	не удивительно что	2	2
163	мысль о том	1	2
164	к анекдоту и	1	2
165	восприятия со стороны	1	2
166	дело не с	1	2
167	не столько в	1	2
168	но и в	2	2
169	несут в себе	1	2
170	в том чтобы	2	2
171	не столь уж	1	2
172	обратим внимание на	1	2
173	строгость композиции неразвернутость	1	2
174	уже было сказано	2	2
175	ничего предосудительного памяти	1	2
176	а не как	1	2
177	и в особенности	1	2
178	так и не	5	2
179	в готовом стабильно	1	2
180	только то что	1	2
181	здесь как и	1	2
182	героем притчи о	2	2
183	участников коммуникативного события	3	2
184	рассказывания а не	1	2
185	и оцененном мире	1	2
186	последних двух веков	1	2
187	впрочем уверяем читателя	1	2
188	и той же	2	2
189	строго отграниченная система	1	2
190	стремится к однозначности	1	2
191	и тех же	2	2
192	по слову бахтина	1	2
193	роль в становлении	1	2
194	типическим ситуациям речевого	1	2
195	жанры как формы	2	2
196	с той или	2	2
197	имеем дело не	2	2
198	под углом зрения	1	2
199	я в мире	7	2
200	ни одна из	1	2
201	включает в себя	2	2
202	уверяем читателя что	1	2
203	одной и той	2	2
204	мы не помещаем	1	2
205	из станционного смотрителя	1	2
206	композиции неразвернутость характеристик	1	2
207	его излишним впрочем	1	2
208	анекдот коего мы	1	2
209	своего присутствия в	1	2
210	лаконичная строгость композиции	1	2
211	и то что	2	2
212	хотят и свершают	1	2
213	тем или иным	2	2
214	и т.д в	1	2
215	тех случаях когда	1	2
216	и точность словесного	1	2
217	в рамках которого	1	2
218	следует анекдот коего	1	2
219	так и на	1	2
220	памяти ивана петровича	1	2
221	легко может быть	1	2
222	в тех случаях	1	2
223	к себе самому	1	2
224	и описаний акцентированная	1	2
225	едва ли не	3	2
226	укрупненных деталей краткость	1	2
227	роль немногочисленных и	1	2
228	индивидуального речевого замысла	2	2
229	то что они	1	2
230	тогда как жанровая	1	2
231	или из барышни-крестьянки	2	2
232	обратить внимание на	1	2
233	и в форме	2	2
234	он ничего предосудительного	1	2
235	все того же	1	2
236	адресата при этом	1	2
237	притчи может быть	1	2
238	жениха с мужиком	1	1
239	пронизывающий поэтику данного	1	1
240	сущности застывшее целое	1	1
241	примеряя ее содержание	1	1
242	вторичные идеологические жанры	1	1
243	редуцированная притча живой	1	1
244	счете жанровая стратегия	1	1
245	что он не	2	1
246	поскольку вполне принадлежат	1	1
247	и шлафорк упоминаемые	1	1
248	притче как и	1	1
249	о случайном венчании	1	1
250	как жанровая стратегия	1	1
251	смысле домонологично оно	1	1
252	формы целого следовательно	1	1
253	нам по-английски разоряться	1	1
254	мотивировок в поступках	1	1
255	лишь в том	1	1
256	анекдота граф б	1	1
257	анекдот конденсируется в	1	1
258	ситуацией притчи о	1	1
259	станционного смотрителя сегодня	1	1
260	становится героем анекдота	1	1
261	с еще не	1	1
262	составляющий морализаторскую премудрость	1	1
263	уст в уста	1	1
264	текст предполагающий возможность	1	1
265	в той или	2	1
266	сквозь явную анекдотичность	1	1
267	проступает притчевая символика	1	1
268	мирной профессии землемер	1	1
269	конем не объедешь	2	1
270	барышни-крестьянки куда нам	1	1
271	быть проделано и	1	1
272	очевидно анекдотичен набор	1	1
273	данном случае как	1	1
274	сойти с ума	1	1
275	что жанр это	1	1
276	и вторичные идеологические	1	1
277	бы в точке	1	1
278	которая своей карнавальной	1	1
279	два полюса лирической	1	1
280	предел до которого	1	1
281	отсутствие развернутых описаний	1	1
282	анекдот должен не	1	1
283	как эстетического объекта	2	1
284	эпических жанрах а	1	1
285	смыслов оно стремится	1	1
286	говорить о поэтике	1	1
287	реализуют в нем	1	1
288	при обращении к	1	1
289	и слушающих общим	1	1
290	землемер шмит в	1	1
291	черешнями мнимый больной	1	1
292	корнета младший офицерский	1	1
293	внеличную сторону индивида	1	1
294	слова в слове	1	1
295	свободным как к	1	1
296	свидетелей владимира человек	1	1
297	паремии редуцированная притча	1	1
298	всего к ценностной	1	1
299	первый национально-историческому быту	1	1
300	посрамляющий умершее солнце	1	1
301	человека с самим	1	1
302	слова паремии редуцированная	1	1
303	чин приличный юноше	1	1
304	стратегия притчевого мышления	1	1
305	разделение иерархично оно	1	1
306	анекдоту и притче	1	1
307	или сплетни то	1	1
308	говорит и кому	1	1
309	и вненациональному общечеловеческому	1	1
310	весьма знаменательно в	1	1
311	него отца-государя в.т	1	1
312	лучшей драгоценнейшей наградою?	1	1
313	и тем самым	2	1
314	до нас в	1	1
315	сегодня в атласе	1	1
316	в первом примечании	1	1
317	и покаянного возвращения	1	1
318	сам владимир планирует	1	1
319	остроты редуцированный анекдот	1	1
320	притчевого мышления позволяет	1	1
321	читатель может и	1	1
322	сознается что русской	1	1
323	типично притчевые герои	1	1
324	куда нам по-английски	1	1
325	также устная интонация	1	1
326	не дай мне	1	1
327	в применении к	1	1
328	жанров в частности	1	1
329	хоровое слово общенародной	1	1
330	порой фактически точными	1	1
331	новелле есть нарушение	1	1
332	цикла обрамляя вымышленную	1	1
333	такой же мере	1	1
334	на бранном воздухе	1	1
335	притчевого типа есть	1	1
336	степени зависим от	1	1
337	судьба выражает внеличную	1	1
338	отнюдь не является	1	1
339	подход к жизни	1	1
340	или лирического героя	1	1
341	из барышни-крестьянки не	1	1
342	к индивидуальной жизненной	1	1
343	как и вообще	1	1
344	юноше но не	1	1
345	а также устная	1	1
346	индивидуального интимного быта	1	1
347	колпак и шлафорк	1	1
348	гробовщик брат палачу?	1	1
349	неуместность ошибка оговорка	1	1
350	живой без сапог	1	1
351	языком ставят перед	1	1
352	поэтому жанры как	1	1
353	на наш взгляд	5	1
354	факторов художественного впечатления	4	1
355	бог сойти с	1	1
356	говорящий здесь только	1	1
357	но они же	1	1
358	персонажи сказания не	1	1
359	компактность сюжета в	1	1
360	едины судьба выражает	1	1
361	а на деле	1	1
362	в этом смысле	1	1
363	человек мирной профессии	1	1
364	первом примечании издателя	1	1
365	лукавым юмором так	1	1
366	определенное в сущности	1	1
367	а дорога мирская	1	1
368	перед ним определенные	1	1
369	воплощает художественную концепцию	1	1
370	притче универсального опыта	1	1
371	слово общенародной хвалы	1	1
372	может реализоваться и	1	1
373	своем анекдот конденсируется	1	1
374	в себя и	1	1
375	позиция активного приятия	1	1
376	не с собственно	1	1
377	шмит в усах	1	1
378	вынуждают вспомнить о	1	1
379	отчетливо проступает притчевая	1	1
380	коммуникативного события специфически	1	1
381	здесь не только	4	1
382	когда мы строим	1	1
383	и персонажи сказания	1	1
384	без гроба не	2	1
385	при слове отечество	1	1
386	мы по-русски хоть	1	1
387	а для него	1	1
388	монологизированного слова в	1	1
389	несовпадения человека с	1	1
390	сознаний встречающихся в	1	1
391	иерархично оно не	1	1
392	эквивалентны им совпадают	1	1
393	как справедливо замечает	1	1
394	текст анекдота выбор	1	1
395	мне бог сойти	1	1
396	крайней мере в	2	1
397	как слухи или	1	1
398	барышни-крестьянки отчетливо проступает	1	1
399	и составляющий морализаторскую	1	1
400	мнимый больной минский	1	1
401	одни и те	1	1
402	горе ее счастие	1	1
403	им совпадают с	1	1
404	фразы обнаруживается порой	1	1
405	или иной мере	1	1
406	имени тебе моем	1	1
407	но раз-влекать их	1	1
408	до которого анекдот	1	1
409	этими атрибутами гусарства	1	1
410	хотя бы и	1	1
411	и сам текст	1	1
412	владимир развивающий план	1	1
413	родителей марьи гавриловны	1	1
414	дело не в	1	1
415	рекоша но от	1	1
416	анекдотичность сюжетов гробовщика	1	1
417	живет и т.п	1	1
418	атласе да бархате	1	1
419	в самом деле	1	1
420	были бы мы	1	1
421	профессии землемер шмит	1	1
422	не только его	1	1
423	не у-влекать слушателей	1	1
424	природе своей не	1	1
425	не будет адекватным	1	1
426	перед нами своего	1	1
427	или преступается не	1	1
428	суженого конем не	2	1
429	ситуации жизненного выбора	1	1
430	предшественника лукавым юмором	1	1
431	анекдотам назидательность однозначную	1	1
432	что ведет к	1	1
433	для того чтобы	1	1
434	оно стремится к	1	1
435	извлечения адресатом некоего	1	1
436	нашего высказывания и	1	1
437	кто из тогдашних	1	1
438	от нудительной серьезности	1	1
439	но в таком	1	1
440	в сказании повествуемой	1	1
441	индивида и его	1	1
442	нарушение запрета есть	1	1
443	отечество как сладки	1	1
444	и его поступки	1	1
445	нами не как	1	1
446	наличие так называемого	1	1
447	собой исторически продуктивный	1	1
448	жанр как композиционно	1	1
449	таким же образом	1	1
450	универсального опыта к	1	1
451	точными они бытуют	1	1
452	своего предшественника лукавым	1	1
453	одной фразы обнаруживается	1	1
454	ушедшие в поход	1	1
455	в дискурсе речевой	1	1
456	без сапог обойдется	1	1
457	временем индивидуального интимного	1	1
458	притчи владимир развивающий	1	1
459	дополняет этими атрибутами	1	1
460	упоминаемые в метели	1	1
461	все это по	1	1
462	тем как сам	1	1
463	и притче это	1	1
464	здесь отнюдь не	1	1
465	компетентность восприятия со	1	1
466	метели халат прохорова	1	1
467	сказать что жанр	1	1
468	же в пушкинском	1	1
469	усах и шпорах	1	1
470	принадлежат самой ситуации	1	1
471	сладки были слезы	1	1
472	то есть принадлежат	1	1
473	бытия с малым	1	1
474	последнюю роль в	1	1
475	друг от друга	1	1
476	они остаются на	1	1
477	с целым рядом	1	1
478	не столько к	1	1
479	высказывания как целого	1	1
480	диада личности и	1	1
481	полном его составе	1	1
482	героев а также	1	1
483	же время жанры	1	1
484	обнаруживает себя в	1	1
485	умения отрешиться от	1	1
486	анекдотичен набор свидетелей	1	1
487	сплетни то есть	1	1
488	проделано и рассказывающим	1	1
489	персонажи не выбирают	1	1
490	цикла в полном	1	1
491	интерес самых событий	1	1
492	твердым композиционным костяком	1	1
493	форме индивидуального речевого	1	1
494	с голью кабацкою	1	1
495	предаю тебя твоей	1	1
496	белкин в первом	1	1
497	внесюжетные фигуры цикла	1	1
498	человеческой личности в	1	1
499	задания реализуют в	1	1
500	однозначности и прежде	1	1
501	что здесь именуется	1	1
502	остается в тени	1	1
503	в таком случае	2	1
504	из притчи о	1	1
505	сюжетов гробовщика и	1	1
506	назидательность однозначную серьезность	1	1
507	к ценностной однозначности	1	1
508	завтра метут улицу	1	1
509	не только имеет	1	1
510	в своем составе	3	1
511	слушатель читатель может	1	1
512	ср из выстрела	1	1
513	начала и конца	1	1
514	которого анекдот легко	1	1
515	во втором случае	1	1
516	время общенародного исторического	1	1
517	что у него	1	1
518	жанровая стратегия анекдотичности	1	1
519	событий к противоположному	1	1
520	так или иначе	5	1
521	о поэтике здесь	1	1
522	владимира человек мирной	1	1
523	собою в точке	1	1
524	зависит от жанра	1	1
525	же касается самого	1	1
526	рода механизмом активизации	1	1
527	халат прохорова халат	1	1
528	сам по себе	2	1
529	высказывания и в	1	1
530	фактически точными они	1	1
531	сказания или притчи	1	1
532	остаются на границах	1	1
533	по-русски хоть сыты	1	1
534	вы смеетесь графиня?	1	1
535	они бытуют как	1	1
536	билось русское сердце	1	1
537	машей на практике	1	1
538	ни для рассказчика	1	1
539	притчевую схему блудного	1	1
540	сторону индивида и	1	1
541	халат и скуфья	1	1
542	острота наизнанку глупость	1	1
543	от одного сознания	1	1
544	к содержанию анекдота	1	1
545	к жизни сталкиваются	1	1
546	побега и покаянного	1	1
547	необыкновенное в новелле	1	1
548	целое нашего высказывания	1	1
549	интимного быта ср	1	1
550	правда очевидно анекдотичен	1	1
551	поэтику данного цикла	1	1
552	планирует осуществить с	1	1
553	с универсальными общечеловеческими	1	1
554	по общему мнению	1	1
555	жанровом отношении текст	1	1
556	претендуют на статус	1	1
557	до сих пор	1	1
558	персонажа то она	1	1
559	форма авторства в	1	1
560	приходит к выводу	1	1
561	в себе самом	1	1
562	раскрывают содержание судьбы	1	1
563	как говорит бахтин	1	1
564	шестнадцатилетнего улана между	1	1
565	сочетании с емкостью	1	1
566	преступается не предначертанность	1	1
567	не как объекты	1	1
568	и не должно	1	1
569	для притчи иносказательность	1	1
570	этом и сам	1	1
571	какое гегель именовал	1	1
572	определенной жанровой схемы	1	1
573	о бессюжетности лирики	1	1
574	развившимся твердым композиционным	1	1
575	здесь и сейчас	1	1
576	нами своего рода	1	1
577	повествовательная форма воплощает	1	1
578	словесного выражения все	1	1
579	будучи порой фактически	1	1
580	время жанры существенно	1	1
581	во второй строфе	4	1
582	в нем определенные	1	1
583	мыслящий себя героем	1	1
584	продемонстрировано и на	1	1
585	в такой же	1	1
586	или острота наизнанку	1	1
587	героя нашего времени	3	1
588	может быть продемонстрировано	1	1
589	самим собою в	1	1
590	к языку поэтому	1	1
591	прежде всего к	1	1
592	исторически продуктивный тип	1	1
593	текста но и	1	1
594	на всем протяжении	1	1
595	выражения все это	1	1
596	деталей отсутствие развернутых	1	1
597	классического реализма голы	1	1
598	нужды в покаянии	1	1
599	перст своего предшественника	1	1
600	лишь в одном	1	1
601	не живет и	1	1
602	героем анекдота диалог	1	1
603	брат рука не	1	1
604	конечном счете жанровая	1	1
605	между тем как	1	1
606	графиня? ей-богу правда	1	1
607	уготованной ему позиции	1	1
608	прочтения как на	1	1
609	на поучающего и	1	1
610	композиционно определенное в	1	1
611	из гробовщика разве	1	1
612	курьезное любопытное занимательное	1	1
613	сюжета герой притчи	1	1
614	знакового комплекса но	1	1
615	как и всякий	1	1
616	бытуют как слухи	1	1
617	я и ты	1	1
618	с языком ставят	1	1
619	неприемлемо ни для	1	1
620	может быть осуществлено	1	1
621	шпорах демонстративно дополняет	1	1
622	хотим мы того	1	1
623	композиционным костяком так	1	1
624	притче о блудном	1	1
625	субъекты этического выбора	1	1
626	подлинная жизнь личности	1	1
627	предполагает внутренне свободного	1	1
628	никогда не бывает	1	1
629	для анекдота контекст	1	1
630	случае его вступление	1	1
631	с собственно художественными	1	1
632	а притча в	1	1
633	и безымянного шестнадцатилетнего	1	1
634	домонологично оно объединяет	1	1
635	что русской женщине	1	1
636	поэтике здесь пока	1	1
637	тех или иных	1	1
638	встречающихся в дискурсе	1	1
639	одного сознания к	1	1
640	а потому и	1	1
641	даже в пределах	1	1
642	есть монолог в	1	1
643	в пределах одной	1	1
644	в том или	1	1
645	одеяние родителей марьи	1	1
646	позволяет пушкину сопрягать	1	1
647	она являет собой	1	1
648	человеческого я в	2	1
649	покаянного возвращения по	1	1
650	припоминая и примеряя	1	1
651	из выстрела знать	1	1
652	длины ритмических рядов	1	1
653	к числу наиболее	1	1
654	тип высказывания реализующий	1	1
655	воля а дорога	1	1
656	можно вести речь	1	1
657	и по поводу	1	1
658	продуктивный тип высказывания	1	1
659	сентенцию ср из	1	1
660	в.т какая была	1	1
661	но обязательно курьезное	1	1
662	сказания еще не	1	1
663	русской женщине обязан	1	1
664	в своей монологической	1	1
665	минута тогда как	1	1
666	общему мнению присуще	1	1
667	и поучаемого это	1	1
668	картины мира в	1	1
669	в точке этого	1	1
670	притча разъединяет участников	1	1
671	есть не что	1	1
672	они принадлежат к	1	1
673	уникальный контрапункт пронизывающий	1	1
674	потому нейтральное к	1	1
675	и непристойность необыкновенное	1	1
676	иносказательность является своего	1	1
677	называемого чувства юмора	1	1
678	себе самому тогда	1	1
679	в поступках героев	1	1
680	его черешнями мнимый	1	1
681	муках совести предаю	1	1
682	общенародного исторического бытия	1	1
683	лексики например в	1	1
684	серьезностью осуществляющие некий	1	1
685	подлинный автор стирает	1	1
686	возвращения по схеме	1	1
687	представляет собой исторически	1	1
688	столь свободным как	1	1
689	и анекдоту их	1	1
690	нам всегда предносится	1	1
691	в мире это	1	1
692	с типичными героями	1	1
693	сердце при слове	1	1
694	интонация столь же	1	1
695	сам текст анекдота	1	1
696	оно приобретает в	1	1
697	при этом он	2	1
698	петровича белкина изданные	4	1
699	отрешиться от нудительной	1	1
700	в рамках этой	1	1
701	пушкинском сознании выступали	1	1
702	целое внеязыковое и	1	1
703	в описании немецких	1	1
704	в эпических жанрах	1	1
705	в эстетической деятельности	1	1
706	гроба не живет	2	1
707	целом ряде произведений	1	1
708	так называемого чувства	1	1
709	здесь действующие лица	1	1
710	столь же свойственны	1	1
711	перед нами поистине	1	1
712	для поэтики обоих	1	1
713	первое может быть	1	1
714	прахудожественными речевыми жанрами	1	1
715	сказании повествуемой ситуации	1	1
716	ситуации рассказывания а	1	1
717	белкин пытается придать	1	1
718	а мертвый без	1	1
719	контрапункт пронизывающий поэтику	1	1
720	равнодостойности сознаний встречающихся	1	1
721	как раз и	1	1
722	он был лучшей	1	1
723	ни к какой	1	1
724	лицу с типичными	1	1
725	в связи с	1	1
726	предметно-смысловые формы междуязычны	1	1
727	получают двоякое эстетическое	1	1
728	и на примере	1	1
729	литературного сюжета поскольку	1	1
730	притчевая символика актуализируемая	1	1
731	глупость неуместность ошибка	1	1
732	отношения к сообщаемому	2	1
733	событий вследствие которого	1	1
734	и т.п в	1	1
735	поэтому анекдот невозможно	1	1
736	слушателя к содержанию	1	1
737	сказания не от	1	1
738	герой анекдота о	1	1
739	я и другой	1	1
740	слова остроты редуцированный	1	1
741	действующие лица по	1	1
742	притчевого назидания притча	1	1
743	всегда предносится целое	1	1
744	а не ценностно	1	1
745	фигуры цикла обрамляя	1	1
746	как субъекта самоопределения	1	1
747	в себе оба	1	1
748	эффектом оказывается отмеченный	1	1
749	преодолевая их внутреннюю	1	1
750	да и персонажи	1	1
751	общечеловеческими ценностями ср	1	1
752	отца-государя в.т какая	1	1
753	же время они	1	1
754	с мужиком в	1	1
755	и примеряя ее	1	1
756	самой ситуации рассказывания	1	1
757	схему блудного возвращения	1	1
758	но и к	1	1
759	была минута тогда	1	1
760	разъединяет участников коммуникативного	1	1
761	один из наиболее	1	1
762	личности совершается как	1	1
763	со всей серьезностью	1	1
764	прохорова халат и	1	1
765	твое горе ее	1	1
766	это разделение иерархично	1	1
767	точке выхода его	1	1
768	покойного ивана петровича	5	1
769	любопытное занимательное неожиданное	1	1
770	этого несовпадения человека	1	1
771	самсон вырин со	1	1
772	нем определенные возможности	1	1
773	себя не только	1	1
774	из того что	1	1
775	притчу о блудном	1	1
776	деревушке а герой	1	1
777	но от божья	1	1
778	и т.п как	1	1
779	в поход почти	2	1
780	острота или острота	1	1
781	о жанровой природе	1	1
782	описаний закрытость характеров	1	1
783	заблудившегося жениха с	1	1
784	в паремию пословично-афористическую	1	1
785	не должно быть	1	1
786	имея в виду	1	1
787	малым временем индивидуального	1	1
788	мира которая своей	1	1
789	кощунство и непристойность	1	1
790	принципе можно припоминая	1	1
791	сюжета поскольку вполне	1	1
792	ночной жанр посрамляющий	1	1
793	о стрелке-мухобое вы	1	1
794	для рассказчика ни	1	1
795	свою речь нам	1	1
796	содержанию сказания это	1	1
797	примере такой частности	1	1
798	с работой над	1	1
799	в атласе да	1	1
800	жизнь личности совершается	1	1
801	ценностной дистанции между	1	1
802	юмора умения отрешиться	1	1
803	дискурса в качестве	1	1
804	строим свою речь	1	1
805	от божья повеленья	1	1
806	поучаемого это разделение	1	1
807	являются компактность сюжета	1	1
808	новелла ночной жанр	1	1
809	содержанию анекдота ни	1	1
810	но как субъекты	1	1
811	полном соответствии с	1	1
812	в форме определенной	1	1
813	остроту ср из	1	1
814	что суженого конем	1	1
815	в силу его	1	1
816	стрелке-мухобое вы смеетесь	1	1
817	осуществлено только самим	1	1
818	но не верифицируемым	1	1
819	могло и не	1	1
820	на примере такой	1	1
821	жанровые зародыши тематические	1	1
822	сказать первофеномены жанров	1	1
823	не поднимается на	1	1
824	евангелии от луки	1	1
825	нами поистине двуголосый	1	1
826	отроками возвращались возмужав	1	1
827	большое время общенародного	1	1
828	младший офицерский чин	1	1
829	на практике притчевую	1	1
830	может и не	1	1
831	в окказиональном мире	1	1
832	может быть проделано	1	1
833	не только по	1	1
834	сопрягать историческую действительность	1	1
835	обязательно курьезное любопытное	1	1
836	не объедешь типично	1	1
837	в пределах же	1	1
838	финальной ситуацией притчи	1	1
839	в ответ на	2	1
840	хоть сыты а	1	1
841	отношении текст предполагающий	1	1
842	смены времен года	1	1
843	так беспрецедентно оригинальная	1	1
844	в этих случаях	1	1
845	с теми же	1	1
846	сталкиваются лицом к	1	1
847	убеждения организующего учительный	1	1
848	поскольку мы имеем	1	1
849	притчевые персонажи истории	1	1
850	самому тогда как	1	1
851	да бархате а	1	1
852	совершается как бы	1	1
853	приличный юноше но	1	1
854	но в отличие	1	1
855	коммуникативного события как	1	1
856	высказывание представляет собой	1	1
857	детей становится героем	1	1
858	осуществить с машей	1	1
859	есть профанация священного	1	1
860	а не с	1	1
861	женщине обязан он	1	1
862	в точке выхода	1	1
863	совпадают с теми	1	1
864	вольному воля а	1	1
865	дважды в описании	1	1
866	больной минский сквозь	1	1
867	историческую действительность с	1	1
868	речевой акт притчевого	1	1
869	и на языке	1	1
870	теми же деталями	1	1
871	притча живой без	1	1
872	ним определенные задания	1	1
873	разоряться были бы	1	1
874	события на поучающего	1	1
875	в рамках единой	1	1
876	как сильно билось	1	1
877	еще преждевременно поскольку	1	1
878	ср с финальной	1	1
879	его поступки только	1	1
880	в пушкинском сознании	1	1
881	при этом остается	1	1
882	может быть редуцирован	1	1
883	в остроту ср	1	1
884	в повседневную жизнь	1	1
885	формы междуязычны интернациональны	1	1
886	пытается придать пересказанным	1	1
887	совести предаю тебя	1	1
888	к чему не	1	1
889	инициативное слово анекдота	1	1
890	в полном соответствии	1	1
891	не от своея	1	1
892	героями анекдота граф	1	1
893	их внутреннюю обособленность	1	1
894	общим знанием поэтому	1	1
895	и те же	1	1
896	определенные задания реализуют	1	1
897	поднимается на бутылку	1	1
898	стать для него	1	1
899	на бутылку или	1	1
900	сорокалетнего корнета младший	1	1
901	запечатленного в притче	1	1
902	по схеме блудных	1	1
903	в сущности застывшее	1	1
904	к общенародной хвале	1	1
905	того что здесь	1	1
906	повести с позиций	1	1
907	случае как и	1	1
908	отношению к миру	1	1
909	судьбы они едины	1	1
910	бутылку или из	1	1
911	требует для себя	1	1
912	отделен от своей	1	1
913	явилась едва ли	1	1
914	в одноименной трагедии	1	1
915	смеетесь графиня? ей-богу	1	1
916	вместе с голью	1	1
917	астероидные жанровые образования	1	1
918	как субъекты этического	1	1
919	интернациональны в то	1	1
920	и вольфа шмида	1	1
921	является своего рода	1	1
922	представляет собой некий	1	1
923	кто говорит и	2	1
924	оно не предполагает	1	1
925	объедешь типично притчевые	1	1
926	к собственной ситуации	1	1
927	не заключает и	1	1
928	в метели халат	1	1
929	не ценностно дистанцированной	1	1
930	выбор лексики например	1	1
931	почти отроками возвращались	1	1
932	в этом же	1	1
933	сказание в известном	1	1
934	ситуации лаконичная строгость	1	1
935	достоверным но не	1	1
936	сопрягает большое время	1	1
937	анекдота ни столь	1	1
938	заключается в том	1	1
939	имеют немало общего	1	1
940	притчи и анекдота	1	1
941	суть внесюжетные фигуры	1	1
942	позицию по отношению	1	1
943	марьи гавриловны колпак	1	1
944	от своей судьбы	1	1
945	активизации воспринимающего сознания	1	1
946	нечто смешное но	1	1
947	том что суженого	1	1
948	я думал о	1	1
949	как сладки были	1	1
950	в эстетический объект	1	1
951	отношение слушателя к	1	1
952	должен не у-влекать	1	1
953	в пределе своем	1	1
954	как одеяние родителей	1	1
955	существенно связаны с	1	1
956	анекдотичности сопрягает большое	1	1
957	к однозначности и	1	1
958	притчевые герои сильвио	1	1
959	бурмин героем притчи	1	1
960	владимир планирует осуществить	1	1
961	нудительной серьезности бахтин	1	1
962	наизнанку глупость неуместность	1	1
963	же свойственны притче	1	1
964	были слезы свидания	1	1
965	в коммуникативной ситуации	1	1
966	так сказать первофеномены	1	1
967	б с его	1	1
968	являет собой лишь	1	1
969	о себе как	1	1
970	скупость деталей отсутствие	1	1
971	себя в другом	1	1
972	грани между индивидуальными	1	1
973	в усах и	1	1
974	вследствие которого пушкинские	1	1
