N	2gram	Bakhtin_Fr	Otkroven
240	по сравнению	2	1
241	гюго диккенса	1	1
242	и менее	1	1
243	силе и	1	1
244	необходимо подчеркнуть	1	1
245	образ и	1	1
246	сделал для	1	1
247	для раскрытия	1	1
248	был бы	1	1
249	форме было	1	1
250	в ней	7	1
251	из всех	3	1
252	и своим	1	1
253	и дело	1	1
254	проник в	1	1
255	он видит	1	1
256	а ведь	1	1
257	а это	1	1
258	речи и	2	1
259	этом отношении	5	1
260	один человек	1	1
261	всяком случае	2	1
262	на этих	1	1
263	он и	3	1
264	о чем	3	1
265	сознания в	1	1
266	в свое	6	1
267	в сущности	20	1
268	которым все	1	1
269	кажется что	1	1
270	все основные	1	1
271	в частности	6	1
272	говорит о	2	1
273	как это	1	1
274	творчества но	1	1
275	о нем	4	1
276	между двумя	1	1
277	и теории	1	1
278	народа и	1	1
279	и больше	1	1
280	строгом смысле	1	1
281	проникновения в	2	1
282	только один	1	1
283	что только	2	1
284	со всей	1	1
285	со стороны	1	1
286	в которую	1	1
287	в науке	1	1
288	видеть в	2	1
289	что люди	2	1
290	отношении к	1	1
291	человеке которая	1	1
292	его всегда	1	1
293	и ему	1	1
294	ты не	1	1
295	в одном	8	1
296	на самом	6	1
297	они в	2	1
298	народ в	1	1
299	у нас	1	1
300	в отношении	7	1
301	можно было	4	1
302	уже указывали	1	1
303	других писателей	1	1
304	людей и	2	1
305	плоти и	1	1
306	не потому	1	1
307	и это	3	1
308	свой особый	1	1
309	кто бы	1	1
310	этого типа	1	1
311	природной и	2	1
312	это есть	1	1
313	в строгом	1	1
314	соединяет их	1	1
315	этой речи	1	1
316	и когда	1	1
317	и до	6	1
318	с их	7	1
319	на людей	1	1
320	мира он	2	1
321	природу и	2	1
322	не вполне	3	1
323	проникнуть в	3	1
324	по своей	3	1
325	от того	2	1
326	человека с	1	1
327	в форму	1	1
328	связанная с	3	1
329	природа человека	1	1
330	его образ	1	1
331	с кем	1	1
332	думать что	2	1
333	в них	13	1
334	в форме	6	1
335	связь с	8	1
336	и природной	1	1
337	и всех	1	1
338	видно что	1	1
339	есть для	2	1
340	как например	2	1
341	где оно	1	1
342	и даже	10	1
343	в борьбе	1	1
344	в глаза	1	1
345	ослаблена и	1	1
346	отрешиться от	1	1
347	он еще	3	1
348	особого рода	1	1
349	всего что	2	1
350	всегда и	2	1
351	сила и	2	1
352	если бы	1	1
353	самом деле	3	1
354	от всех	3	1
355	иногда и	1	1
356	этой отрицательной	1	1
357	говорит в	1	1
358	и формы	1	1
359	и более	4	1
360	диккенса и	1	1
361	самим собой	1	1
362	частное и	1	1
363	на примере	1	1
364	с ними	2	1
365	к чему	1	1
366	истории и	2	1
367	и сам	2	1
368	возрождения но	2	1
369	всегда в	3	1
370	имею в	1	1
371	он раскрывал	2	1
372	был для	1	1
373	дома но	1	1
374	очень существенные	1	1
375	и ценности	1	1
376	этого начала	1	1
377	будто бы	1	1
378	в виду	5	1
379	в силу	1	1
380	самом начале	1	1
381	о сложной	1	1
382	посвящения в	1	1
383	на этот	3	1
384	дело в	2	1
385	которого они	2	1
386	главное в	1	1
387	стремится к	1	1
388	из самых	1	1
389	так ставится	1	1
390	места в	1	1
391	в мир	2	1
392	его творчества	1	1
393	обратный свет	1	1
394	своего духа	1	1
395	и эта	5	1
396	в эпоху	17	1
397	в проповедях	1	1
398	его как	1	1
399	отношения к	5	1
400	тем же	1	1
401	жизни как	3	1
402	когда человек	1	1
403	всегда оказывается	1	1
404	ключ к	1	1
405	духа и	3	1
406	но от	1	1
407	начиная с	2	1
408	не делает	1	1
409	связанным с	1	1
410	и действительно	2	1
411	но нет	1	1
412	огромное значение	1	1
413	он знает	1	1
414	он говорит	1	1
415	в обычном	3	1
416	сказать в	1	1
417	идеях и	1	1
418	в конце	3	1
419	в процессе	2	1
420	например в	3	1
421	в жизни	7	1
422	в царстве	1	1
423	человеком и	1	1
424	находится в	1	1
425	в сферу	1	1
426	их было	1	1
427	характер и	4	1
428	был в	1	1
429	и без	4	1
430	не умирает	1	1
431	лишь на	1	1
432	и как	2	1
433	природе человека	1	1
434	всех тех	1	1
435	есть не	1	1
436	так часто	1	1
437	глубину в	1	1
438	человек в	2	1
439	младенцев в	1	1
440	а бездны	1	1
441	мысли не	1	1
442	единое но	1	1
443	страха и	4	1
444	плане где	1	1
445	не одно	1	1
446	жизни и	14	1
447	одна из	5	1
448	есть метод	1	1
449	была для	1	1
450	для своих	1	1
451	отрицает и	2	1
452	в мире	1	1
453	свое положительное	1	1
454	в разных	2	1
455	состоит из	1	1
456	одном из	1	1
457	и прежде	4	1
458	который в	1	1
459	как в	6	1
460	другом месте	2	1
461	в совершенно	2	1
462	всей мировой	1	1
463	на то	2	1
464	но у	2	1
465	и раньше	1	1
466	и вечной	1	1
467	кого не	1	1
468	а иногда	2	1
469	вовлекает в	2	1
470	образе в	1	1
471	от этого	1	1
472	в народном	2	1
473	нет у	1	1
474	его художественное	1	1
475	есть на	2	1
476	нуждается в	1	1
477	строя жизни	2	1
478	эпоху возрождения	4	1
479	отличается от	1	1
480	что во	1	1
481	да и	5	1
482	друг с	2	1
483	его жизни	1	1
484	ли он	1	1
485	у одного	1	1
486	в свой	2	1
487	и идеологических	1	1
488	сравнению с	2	1
489	кто знает	1	1
490	интерес к	2	1
491	но это	5	1
492	в эти	1	1
493	природой и	1	1
494	в это	2	1
495	мир и	3	1
496	не стал	1	1
497	противоречии с	1	1
498	из него	1	1
499	себе и	2	1
500	с другом	2	1
501	которой в	1	1
502	и чем	1	1
503	связаны и	1	1
504	нем все	1	1
505	на своем	1	1
506	но там	1	1
507	внутренней жизни	1	1
508	и человеческих	1	1
509	его творчество	2	1
510	она и	1	1
511	своего творчества	1	1
512	было не	1	1
513	из них	7	1
514	враг и	1	1
515	вовсе не	25	1
516	под влиянием	3	1
517	что как	1	1
518	это так	1	1
519	уже не	3	1
520	в одной	1	1
521	мысли в	1	1
522	особенно в	2	1
523	мира в	3	1
524	со всеми	2	1
525	и самый	2	1
526	бы ни	2	1
527	бы в	2	1
528	поэтому он	1	1
529	характере и	1	1
530	отметить что	2	1
531	людей в	1	1
