N	2gram	Potebnia_M	TeoriaLi
179	между двумя	5	3
180	в одном	4	3
181	вслед за	6	3
182	известной степени	1	3
183	художественное произведение	6	3
184	мог бы	1	3
185	не все	5	3
186	от себя	1	3
187	и внешней	1	3
188	понятие о	3	3
189	из этих	10	3
190	к содержанию	4	3
191	таким образом	24	3
192	и то	13	3
193	на языке	2	3
194	человека к	1	3
195	с одной	8	3
196	и вот	1	3
197	в произведении	4	3
198	в художественной	1	3
199	и потому	9	3
200	с точки	3	3
201	к которому	1	3
202	есть в	6	3
203	прежде всего	6	3
204	и притом	3	3
205	связи с	6	3
206	или в	4	3
207	одним из	3	3
208	как говорит	1	3
209	в связи	1	3
210	и как	8	3
211	вовсе не	13	3
212	во всех	1	3
213	а с	4	3
214	однако если	1	3
215	тому как	6	3
216	принадлежит к	1	3
217	с языком	3	3
218	в которой	9	3
219	не будет	4	3
220	он должен	2	3
221	не с	4	3
222	говоря о	5	3
223	этом смысле	2	3
224	человека с	2	3
225	в этой	3	3
226	что можно	1	3
227	и др	1	3
228	человеческой жизни	3	3
229	столь же	8	3
230	и по	5	3
231	как совокупность	2	3
232	в той	2	2
233	о жизни	1	2
234	ведет к	1	2
235	на деле	8	2
236	образом и	3	2
237	однако с	1	2
238	в сочетании	1	2
239	один из	7	2
240	и здесь	3	2
241	таковы например	1	2
242	и на	5	2
243	если в	2	2
244	которая в	1	2
245	и который	1	2
246	быть названо	2	2
247	об искусстве	1	2
248	слуха и	1	2
249	по слову	1	2
250	из которых	1	2
251	мы в	3	2
252	знаков в	1	2
253	не признает	1	2
254	по себе	26	2
255	не могут	7	2
256	в них	9	2
257	оно не	7	2
258	и даже	3	2
259	а напротив	2	2
260	здесь мы	1	2
261	самом деле	5	2
262	на мир	2	2
263	заключается в	2	2
264	на свою	2	2
265	произведений искусства	2	2
266	одно слово	6	2
267	обращается к	2	2
268	к более	1	2
269	значения и	1	2
270	лично для	1	2
271	в одно	8	2
272	с ними	6	2
273	к нам	2	2
274	вместе с	22	2
275	жизни в	1	2
276	не вполне	1	2
277	никем не	2	2
278	себя и	4	2
279	отличается от	1	2
280	собою в	1	2
281	в известном	1	2
282	в следующей	1	2
283	всей своей	1	2
284	в каком	8	2
285	к другому	3	2
286	к своему	3	2
287	о том	7	2
288	не входит	1	2
289	при всей	2	2
290	это и	2	2
291	еще и	1	2
292	вытекает из	2	2
293	и состоит	2	2
294	к нему	7	2
295	имеет в	1	2
296	на основе	1	2
297	сложности и	1	2
298	времени в	1	2
299	не всегда	5	2
300	для меня	5	2
301	внешних предметов	1	2
302	не могло	3	2
303	только на	4	2
304	узком значении	1	2
305	и это	6	2
306	превращается в	3	2
307	времени и	2	2
308	значительной степени	2	2
309	и возможность	1	2
310	и наоборот	5	2
311	субъекту и	1	2
312	перед ним	1	2
313	в глаза	2	2
314	известного рода	2	2
315	видим в	1	2
316	если мы	2	2
317	тем же	6	2
318	произведении искусства	4	2
319	личности к	1	2
320	всякий раз	1	2
321	что она	4	2
322	искусство есть	3	2
323	для понимания	5	2
324	который в	2	2
325	здесь не	1	2
326	в противном	1	2
327	на котором	4	2
328	в системе	2	2
329	лишь один	1	2
330	в самой	1	2
331	только о	2	2
332	для такого	1	2
333	на время	1	2
334	бы то	2	2
335	то в	1	2
336	что они	2	2
337	при котором	2	2
338	не принадлежат	1	2
339	но на	2	2
340	большей части	2	2
341	на вопрос	2	2
342	в поэзии	4	2
343	не принадлежит	2	2
344	одной из	3	2
345	несмотря на	2	2
346	я как	5	2
347	ни было	2	2
348	в основании	2	2
349	что такое	2	2
350	ее в	2	2
351	все это	4	2
352	что и	16	2
353	у нас	2	2
354	тем в	1	2
355	xix века	1	2
356	не ограничивается	1	2
357	что каждый	1	2
358	с их	1	2
359	таком случае	2	2
360	слова не	2	2
361	у него	3	2
362	внешнего мира	1	2
363	от всех	1	2
364	к чему	2	2
365	дело в	1	2
366	я и	3	2
367	сама по	3	2
368	тому что	6	2
369	в какой	3	2
370	я не	1	2
371	противном случае	1	2
372	не от	3	2
373	зрения и	2	2
374	это было	3	2
375	в чем	6	2
376	об этом	4	2
377	должен быть	1	2
378	жизни то	2	2
379	подобных случаях	1	2
380	тем более	9	2
381	а для	1	2
382	из виду	4	2
383	к одному	7	2
384	могли бы	3	2
385	но как	2	2
386	при чтении	2	2
387	же художественное	1	2
388	свободы но	1	2
389	то ни	1	2
390	есть как	1	2
391	быть и	1	2
392	к такой	1	2
393	в первом	5	2
394	но она	1	2
395	одно и	7	2
396	за пределы	2	2
397	таких случаях	2	2
398	от своего	2	2
399	это может	1	2
400	но напротив	1	2
401	человека и	8	2
402	его я	3	2
403	в большинстве	2	2
404	с человеком	1	2
405	собственно говоря	2	2
406	могла бы	2	2
407	так же	6	2
408	что может	1	2
409	тот кто	1	2
410	не сама	1	2
411	нас самих	1	2
412	с чем	3	2
413	в словаре	1	2
414	как будто	1	2
415	право на	1	2
416	может и	1	2
417	ни был	3	2
418	чем и	1	2
419	чтобы не	1	2
420	в пространстве	1	2
421	при воспоминании	2	1
422	произведений такая	1	1
423	от него	2	1
424	своего я	1	1
425	все что	4	1
426	и против	1	1
427	произведение и	1	1
428	в тени	2	1
429	каждой из	3	1
430	за ним	4	1
431	и конечно	1	1
432	вещи в	1	1
433	же и	3	1
434	этот закон	1	1
435	такая форма	2	1
436	также что	1	1
437	как содержание	1	1
438	звуков но	1	1
439	в такое	1	1
440	своего собственного	1	1
441	его с	3	1
442	не знают	1	1
443	на ее	2	1
444	впечатление в	1	1
445	на первом	1	1
446	случае мы	1	1
447	в которую	1	1
448	образа и	6	1
449	можно назвать	2	1
450	связей с	1	1
451	есть для	7	1
452	вопросу о	1	1
453	не всякий	1	1
454	его за	2	1
455	а у	1	1
456	к знанию	1	1
457	развития но	1	1
458	что это	6	1
459	ограниченного числа	1	1
460	с ним	10	1
461	тем как	4	1
462	в сущности	3	1
463	никак не	3	1
464	какой бы	1	1
465	в другой	3	1
466	те же	6	1
467	не как	3	1
468	менее не	1	1
469	и лучше	1	1
470	в область	1	1
471	особенный смысл	1	1
472	внутренней форме	1	1
473	находящимся вне	1	1
474	из того	2	1
475	впрочем и	2	1
476	виды искусства	1	1
477	находятся между	1	1
478	в результате	1	1
479	то с	1	1
480	быть может	7	1
481	и вполне	2	1
482	и само	1	1
483	свое имя	1	1
484	отдельно от	1	1
485	том и	1	1
486	в единстве	2	1
487	внутренняя форма	18	1
488	искусство имеет	1	1
489	сравнении с	1	1
490	как было	1	1
491	должен был	2	1
492	и приобретает	1	1
493	его лице	1	1
494	начинается с	1	1
495	что скрыто	1	1
496	искусства к	1	1
497	необходимая для	1	1
498	он уже	1	1
499	все то	3	1
500	одновременно не	1	1
501	до этого	2	1
502	сознание не	1	1
503	от одного	5	1
504	такими же	1	1
505	в собственном	3	1
506	говорящего и	3	1
507	а во-вторых	1	1
508	имеет значение	6	1
509	в наших	2	1
510	самом общем	1	1
511	мы говорим	2	1
512	мысль о	12	1
513	слова с	4	1
514	нему как	2	1
515	тем что	13	1
516	от всего	4	1
517	одним словом	3	1
518	него но	1	1
519	каком мы	1	1
520	говорят о	1	1
521	из всего	1	1
522	то время	7	1
523	принадлежат к	1	1
524	но самое	2	1
525	и другим	2	1
526	и должен	1	1
527	с тем	9	1
528	деятельность не	1	1
529	с не	2	1
530	восприятия это	1	1
531	его сознании	1	1
532	к самому	2	1
533	с такими	1	1
534	я из	1	1
535	возможна только	1	1
536	что по	4	1
537	приходит в	1	1
538	состоит чтобы	1	1
539	оно объединяет	1	1
540	с собою	1	1
541	все же	3	1
542	готово стать	1	1
543	слов а	2	1
544	не приводит	1	1
545	поводу этой	1	1
546	человек со	1	1
547	это бывает	1	1
548	от неполноты	1	1
549	быть назван	3	1
550	в словах	3	1
551	не такое	1	1
552	предмета и	2	1
553	вследствие своей	1	1
554	не имеет	10	1
555	бы не	6	1
556	в сравнении	4	1
557	восприятия но	2	1
558	ни прибавить	1	1
559	да и	2	1
560	более сложные	2	1
561	о котором	2	1
562	зависимости от	1	1
563	и слово	6	1
564	себя не	1	1
565	в это	2	1
566	друг от	2	1
567	которая не	2	1
568	на каждом	1	1
569	действительность в	1	1
570	определенный смысл	1	1
571	на первый	1	1
572	по крайней	8	1
573	к какой	1	1
574	языка мы	3	1
575	свое время	1	1
576	первый взгляд	1	1
577	с этим	12	1
578	только одно	1	1
579	от внешней	1	1
580	риторических украшений	1	1
581	забвение всего	1	1
582	можно в	1	1
583	одним и	4	1
584	и я	3	1
585	нам не	2	1
586	художественный образ	2	1
587	свое я	1	1
588	состоит не	4	1
589	все и	1	1
590	исходя из	1	1
591	ли я	1	1
592	не существует	5	1
593	истории не	1	1
594	в котором	7	1
595	не прямо	2	1
596	восприятие которое	1	1
597	есть от	2	1
598	зависит от	7	1
599	в действительности	7	1
600	и такие	1	1
601	уже до	1	1
602	языка и	5	1
603	вопрос о	2	1
604	к понятию	1	1
605	сливается с	2	1
606	не представляет	1	1
607	по своим	1	1
608	взятое в	1	1
609	от горя	1	1
610	тех же	1	1
611	на сердце	1	1
612	содержания в	3	1
613	более чем	2	1
614	заключать в	1	1
615	это событие	2	1
616	а е	1	1
617	поэзии есть	2	1
618	то и	10	1
619	в сознание	16	1
620	связана с	1	1
621	обнаруживается при	1	1
622	значений и	1	1
623	можно лишь	1	1
624	не должно	1	1
625	заключающее в	1	1
626	другу и	1	1
627	из жизни	1	1
628	сама собою	1	1
629	не быть	1	1
630	дерево от	1	1
631	во многих	3	1
632	эти стороны	1	1
633	которыми он	1	1
634	а через	1	1
635	частей речи	1	1
636	имея в	1	1
637	ни убавить	1	1
638	сознание в	1	1
639	время в	3	1
640	слова и	8	1
641	с которой	2	1
642	и теперь	6	1
643	жизни и	3	1
644	искусством в	1	1
645	чего не	1	1
646	из своего	1	1
647	не носит	1	1
648	время ее	1	1
649	в противоречие	1	1
650	не об	2	1
651	если нет	1	1
652	единиц различного	1	1
653	точно так	15	1
654	в различных	2	1
655	местоимения не	1	1
656	переходит к	1	1
657	и наиболее	1	1
658	на основании	1	1
659	как субъекта	1	1
660	а между	6	1
661	чем с	1	1
662	а при	1	1
663	образом что	2	1
664	одно из	6	1
665	целый ряд	2	1
666	и до	2	1
667	она по	1	1
668	речи есть	3	1
669	принадлежит не	1	1
670	именно такого	1	1
671	не что	1	1
672	в совершенно	1	1
673	в истории	2	1
674	не так	1	1
675	себе отчет	1	1
676	еще один	1	1
677	каждый из	1	1
678	непосредственно к	1	1
679	воображении и	1	1
680	другого в	2	1
681	всего что	1	1
682	между людьми	2	1
683	отчет в	1	1
684	второй половины	1	1
685	и себя	2	1
686	в прошлом	1	1
687	и формы	1	1
688	на которые	1	1
689	на одну	1	1
690	иначе здесь	1	1
691	принадлежащих к	1	1
692	прозы в	1	1
693	я думаю	2	1
694	к ним	3	1
695	человек должен	2	1
696	двух других	1	1
697	не дай	1	1
698	без его	1	1
699	об отсутствии	1	1
700	с самим	1	1
701	настоящее время	1	1
702	ее не	4	1
703	в сфере	1	1
704	звука и	4	1
705	затем в	1	1
706	по которым	1	1
707	само оно	1	1
708	восприятия как	1	1
709	к совокупности	1	1
710	духа и	1	1
711	той же	6	1
712	самим слушающим	1	1
713	целого и	1	1
714	становится для	2	1
715	но именно	1	1
716	невозможно так	1	1
717	с нею	5	1
718	с этими	1	1
719	только при	2	1
720	как я	1	1
721	вышел в	1	1
722	нигде не	1	1
723	в одной	1	1
724	раз и	1	1
725	отношения в	1	1
726	что все	5	1
727	то она	1	1
728	входят в	3	1
729	неизмеримо более	1	1
730	том же	2	1
731	к миру	1	1
732	в сознании	36	1
733	легко может	1	1
734	тот что	1	1
735	к субъекту	2	1
736	бы никакого	1	1
737	языка но	1	1
738	впечатлений в	1	1
739	и внутренняя	1	1
740	со словом	6	1
741	но если	2	1
742	своей цели	1	1
743	по поводу	8	1
744	что даже	5	1
745	человеческой деятельности	2	1
746	в отдельных	2	1
747	ее содержание	1	1
748	по этой	1	1
749	сказанное о	1	1
750	к этим	1	1
751	по выражению	1	1
752	уже по	3	1
753	друг друга	6	1
754	книги в	1	1
755	в систему	2	1
756	слова ни	1	1
757	они могут	2	1
758	в настоящее	1	1
759	к языку	1	1
760	которое должно	1	1
761	крайней мере	8	1
762	из них	11	1
763	едва ли	1	1
764	тот же	2	1
765	деятельности и	2	1
766	начало и	1	1
767	а об	1	1
768	друг другу	2	1
769	от ее	2	1
770	его можно	1	1
771	своего развития	1	1
772	посредством его	1	1
773	себе самом	1	1
774	представить себе	5	1
775	читатель может	1	1
776	слова так	2	1
777	отношений которые	1	1
778	глядя на	2	1
779	душа не	1	1
780	такое же	5	1
781	этом случае	2	1
782	его личности	1	1
783	в свое	2	1
784	которым человек	1	1
785	мы видим	3	1
786	в более	4	1
787	есть процесс	2	1
788	язык представляет	1	1
789	тоже не	1	1
790	так как	20	1
791	она и	1	1
792	многих других	2	1
793	так слово	3	1
794	от его	2	1
795	что иное	1	1
796	может не	1	1
797	после того	2	1
798	восприятия впечатлений	1	1
799	не во	1	1
800	но из	1	1
801	на язык	1	1
802	свидетельствует о	1	1
803	ее на	1	1
804	своей ближайшей	1	1
805	первом случае	2	1
806	должно быть	9	1
807	время и	2	1
808	всех сторон	3	1
809	который бы	1	1
810	от мира	1	1
811	в состоянии	5	1
812	что одна	2	1
813	чем-то внешним	1	1
814	сколько от	2	1
815	напротив в	2	1
816	соединению с	1	1
817	полнота и	1	1
818	содержанию которое	1	1
819	переход к	1	1
820	однако на	1	1
821	души и	2	1
822	которого он	1	1
823	свободу и	1	1
824	нее как	1	1
825	искусства может	1	1
826	форму в	1	1
827	кто его	1	1
828	случае его	1	1
829	как у	2	1
830	для нас	40	1
831	и сама	2	1
832	из своих	1	1
833	сознания и	2	1
834	его сознание	2	1
835	и е	1	1
836	вытекающее из	1	1
837	о ком	1	1
838	на которой	4	1
839	стремится к	3	1
840	этим словом	1	1
841	им с	1	1
842	слово в	6	1
843	иметь место	1	1
844	себе никаких	1	1
845	однако она	1	1
846	знание что	1	1
847	наше внимание	1	1
848	без этого	1	1
849	том в	1	1
850	тому же	1	1
851	от своих	4	1
852	отношения между	4	1
853	свободы и	1	1
854	не была	1	1
855	душе хотя	1	1
856	но с	1	1
857	в таких	4	1
858	ко второму	2	1
859	не было	12	1
860	внутреннее единство	2	1
861	бы для	2	1
862	от друга	2	1
863	отказаться от	2	1
864	и внутренних	1	1
865	а о	1	1
866	и более	4	1
867	не говорит	2	1
868	что его	3	1
869	самые разнообразные	1	1
870	для говорящего	4	1
871	но эта	3	1
872	на нее	2	1
873	которое в	2	1
874	места в	1	1
875	что не	12	1
876	в бытии	1	1
877	его мысли	1	1
878	при одном	1	1
879	чем состоит	1	1
880	виду что	2	1
881	это возможно	1	1
882	из уст	1	1
883	сознания но	1	1
884	этого я	1	1
885	быть признано	1	1
886	мнения о	1	1
887	между этими	1	1
888	предположить в	1	1
889	с одним	3	1
890	не остается	1	1
891	бы быть	3	1
892	и без	9	1
893	же оно	1	1
894	зрения нашего	1	1
895	не подлежит	2	1
896	художественном произведении	3	1
897	других в	2	1
898	большинстве случаев	2	1
899	и произведения	1	1
900	всем своем	1	1
901	не есть	24	1
902	от одной	3	1
903	содержание к	1	1
904	между прочим	5	1
905	рядом с	2	1
906	по поверхности	1	1
907	же точно	1	1
908	художника не	1	1
909	однако это	1	1
910	в ряду	7	1
911	то под	1	1
912	как ее	2	1
913	от этого	2	1
914	и со	1	1
915	того и	2	1
916	должно стать	1	1
917	в такой	2	1
918	остановимся на	1	1
919	лучше самого	1	1
920	больше и	1	1
921	его жизни	2	1
922	по его	1	1
923	как внутренняя	1	1
924	в двух	1	1
925	и художественного	1	1
926	лишь для	1	1
927	к вопросу	1	1
928	на его	4	1
929	форма в	5	1
930	себе и	1	1
931	точек зрения	1	1
932	себе никакого	1	1
933	в каждой	4	1
934	как ряд	1	1
935	единство и	2	1
936	на себе	3	1
937	особенно в	1	1
938	при виде	1	1
939	действительности и	3	1
940	и другого	2	1
941	бы в	3	1
942	ему не	2	1
943	на них	2	1
944	и бессознательно	1	1
945	словом или	1	1
946	что хотя	8	1
947	рождается не	1	1
948	на которую	2	1
949	в каждом	6	1
950	нее нет	1	1
951	различного объема	1	1
952	всякое понимание	1	1
953	здесь как	3	1
954	как того	1	1
955	может иметь	1	1
956	том случае	2	1
957	со всех	3	1
958	только к	1	1
959	есть деятельность	1	1
960	жизнь и	1	1
961	сама литература	1	1
962	в своих	2	1
963	он ни	1	1
964	не означает	1	1
965	эти последние	3	1
966	в поле	1	1
967	свое место	2	1
968	если на	1	1
969	случае если	2	1
970	не составляет	2	1
971	если не	6	1
972	этот звук	3	1
973	она не	4	1
974	эти два	1	1
975	опыта как	1	1
976	другом и	1	1
977	не дает	2	1
978	совсем не	2	1
979	проницательность в	1	1
980	от содержания	1	1
981	нельзя не	1	1
982	как человек	1	1
983	впечатлений а	1	1
984	не один	2	1
985	средств и	1	1
986	чувства и	5	1
987	отношение между	1	1
988	стоит и	1	1
989	так что	14	1
990	не более	1	1
991	или же	8	1
992	мы понимаем	1	1
993	к значению	1	1
994	отделен от	1	1
995	в образы	2	1
996	на чем	3	1
997	именно потому	1	1
998	и может	4	1
999	оно и	1	1
1000	что касается	1	1
1001	а по	1	1
1002	образа в	4	1
1003	другим и	1	1
1004	и их	4	1
1005	и внутреннюю	2	1
1006	такого что	1	1
1007	это явление	1	1
1008	не могла	2	1
1009	можно было	1	1
1010	отношений между	2	1
1011	но только	3	1
1012	заключает в	10	1
1013	тем и	5	1
1014	иметь в	2	1
1015	отдельных лиц	2	1
1016	ни одно	2	1
1017	или его	1	1
1018	человеческого духа	1	1
1019	стороны и	1	1
1020	только то	1	1
1021	этих случаях	1	1
1022	то или	2	1
1023	как один	1	1
1024	миросозерцания в	1	1
1025	прибавить ни	1	1
1026	на свое	3	1
1027	когда мы	4	1
1028	вкуса не	1	1
1029	над собою	1	1
1030	на это	4	1
1031	и б	2	1
1032	было бы	16	1
1033	а тем	3	1
1034	например не	2	1
1035	не по	1	1
1036	я это	1	1
1037	своего значения	1	1
1038	из нее	2	1
1039	но без	2	1
1040	же самое	3	1
1041	есть такое	1	1
1042	он в	1	1
1043	как мы	8	1
1044	жизни не	3	1
1045	одного из	1	1
1046	человеческие фигуры	1	1
1047	к изучению	1	1
1048	указывает на	8	1
1049	своей стороны	1	1
1050	общего с	1	1
1051	в понимании	1	1
1052	что для	5	1
1053	определенное значение	1	1
1054	его как	3	1
1055	каждый человек	1	1
1056	которые в	1	1
1057	когда они	1	1
1058	сказать в	1	1
1059	произведения не	2	1
1060	связи между	1	1
1061	внутрь себя	1	1
1062	не отделен	1	1
1063	может показаться	1	1
1064	пустым звуком	1	1
1065	оно живет	1	1
1066	и от	5	1
1067	и есть	4	1
1068	по этому	2	1
1069	для таких	1	1
1070	с которым	3	1
1071	теми же	1	1
1072	самой природы	1	1
1073	однако по	2	1
1074	же в	3	1
1075	бытия и	1	1
1076	из его	1	1
1077	происходит в	2	1
1078	на то	6	1
1079	первое слово	3	1
1080	бы ни	6	1
1081	себе еще	1	1
1082	степени и	1	1
1083	и только	5	1
1084	как представляется	1	1
1085	и глубокий	1	1
1086	независимо от	10	1
1087	каком говорится	1	1
1088	личные местоимения	1	1
1089	для этого	1	1
1090	таким же	2	1
1091	произведением искусства	2	1
1092	содержанию а	1	1
1093	себе этот	2	1
1094	они представляются	1	1
1095	или точнее	1	1
1096	каждого из	2	1
1097	настоящего времени	3	1
1098	как знак	2	1
1099	только знаки	1	1
1100	их отношении	1	1
1101	в известной	3	1
1102	есть не	9	1
1103	образов и	2	1
1104	говорит не	1	1
1105	кажется что	3	1
1106	иное как	1	1
1107	себе а	4	1
1108	чем выше	1	1
