N	4gram	Tiupa_Narr	Narrotol
352	первой формы ко второй	1	1
353	что центральное событие здесь	1	1
354	редко и не то	1	1
355	в частности такой детали	1	1
356	веры не достает он	1	1
357	часов с другой горняя	1	1
358	только просительницу за всех	1	1
359	одного из многочисленных примеров	1	1
360	внешнюю внутренняя точка зрения	1	1
361	бывает плодотворным ни для	1	1
362	чуда сверхсобытия и поэтически	1	1
363	сомнению и отсутствие рациональной	1	1
364	него приезжала игуменья из	1	1
365	его детских воспоминаниях вполне	1	1
366	этих сегментов нарративного ряда	1	1
367	на него весело с	1	1
368	архиереем что вообще характерно	1	1
369	и воскресению христа эта	1	1
370	не что иное как	2	1
371	три слова долго наконец	1	1
372	инстанцию будущего впереди лишь	1	1
373	прошлым наконец в пасхальный	1	1
374	о роли предсмертного видения	1	1
375	нашей здешней жизни с	1	1
376	воскресении господнем парадоксальное референтное	1	1
377	картина душевной угнетенности от	1	1
378	луна пение птиц в	1	1
379	к неклассической нарративике хх	1	1
380	обнаружить не удается хотя	1	1
381	к которому нынешнее настоящее	1	1
382	между художественным и религиозным	1	1
383	эта фраза не отделена	1	1
384	чувством ностальгии окончательно отменяет	1	1
385	будущее оказывается атрибутом детства	1	1
386	переносом во времени и	1	1
387	на руси христианства эта	1	1
388	уходит бог знает куда	1	1
389	словам любимого им первого	1	1
390	архиерей сидел в алтаре	1	1
391	времен старуха которая живет	1	1
392	чувствует и знает преосвященный	1	1
393	в культуре конфигурациям к	1	1
394	главы рассказа вторая дюжина	1	1
395	героя из дольней жизни	1	1
396	и символическую фигуру носительницы	1	1
397	и пара начальных связана	1	1
398	фаза существенно углубляется как	1	1
399	в рассказанном событии текста	1	1
400	истину и ведущего за	1	1
401	было идти в церковь	1	1
402	но и внутренняя до	1	1
403	упоминаемое в тексте парадоксальное	1	1
404	того не желая возбуждал	1	1
405	сияние тихо робко вошла	1	1
406	материнского начала жизни по-матерински	1	1
407	доносимой до нас в	1	1
408	эпизодов что преобразило бы	1	1
409	связана мотивом светлой пасхальной	1	1
410	такой детали как боль	1	1
411	символически углублена антиномией тьмы	1	1
412	при всей его краткости	1	1
413	повествователя то в финале	1	1
414	этикетных ситуациях общая смеховая	1	1
415	был длинный неимоверно длинный	1	1
416	детских воспоминаниях вполне анекдотичны	1	1
417	смеховая реакция оба смеются	1	1
418	ностальгии окончательно отменяет инстанцию	1	1
419	существенную роль в произведении	1	1
420	но о воскресении простого	1	1
421	радости переживаемой в первом	1	1
422	чем матерью а теперь	1	1
423	нежданного появления купца еракина	1	1
424	здесь сохраняется повествованием и	1	1
425	в первом случае купец	1	1
426	как мы увидим впоследствии	1	1
427	дольней жизни как глазами	1	1
428	эпизода уединение предающегося воспоминаниям	1	1
429	нулевой фазой по контрасту	1	1
430	христа в начале девятого	1	1
431	соборе приехав домой преосвященный	1	1
432	нарратора которому ведома не	1	1
433	восприятие умирания героя окружающими	1	1
434	жизни с таким же	1	1
435	особенно в новейшее время	1	1
436	детях о внуках поскольку	1	1
437	всех членов своего материнского	1	1
438	благодарить бога жить можно	1	1
439	окружающих к архиерею например	1	1
440	смерть героя без воскресения	1	1
441	страданий страданиями христа поскольку	1	1
442	появлением дорогих гостей матери	1	1
443	бы умирающий видит со	1	1
444	неклассической нарративике хх столетия	1	1
445	неба одна из многочисленных	1	1
446	дважды за сутки пробегает	1	1
447	именно в рамках лиминальной	1	1
448	что были тогда в	2	1
449	но и третий оценивающий	1	1
450	телесной смерти как духовного	1	1
451	церкви с чудотворной иконой	1	1
452	то в его призывают	1	1
453	пессимистической притчи о неискупленности	1	1
454	две половины по двенадцать	1	1
455	одна из существенных закономерностей	1	1
456	фон сюжетного события смерти-воскресения	1	1
457	примеров рассмотрим следующий характерный	1	1
458	о приезде матери знаменует	1	1
459	взору читателя предстает только	1	1
460	герой в равной степени	1	1
461	обстоит дело теперь? но	1	1
462	полтора молча с вытянутыми	1	1
463	будущего несостоятельна предположение же	1	1
464	фактов жизни героя вновь	1	1
465	то что могло произойти	1	1
466	с которыми к нему	1	1
467	границы актуального членения несколько	1	1
468	описанных в обременительных обязанностей	1	1
469	а также повторами ряда	1	1
470	от конца матери сообщают	1	1
471	вся залитая светом но	1	1
472	повествуемого мира в не	1	1
473	а тут ваше преосвященство	1	1
474	быть воспринята и истолкована	1	1
475	реакция оба смеются над	1	1
476	его наличия во внешнем	1	1
477	в архиерее много случайного	1	1
478	знаменует следующую фазу сюжетного	1	1
479	речи главного героя но	1	1
480	каждому приходится заново выстрадать	1	1
481	ментальному взору читателя предстает	1	1
482	свою худобу и умаление	1	1
483	было бы существенной ошибкой	1	1
484	уподобления чуду нежданного явления	1	1
485	и возвращениями к себе	1	1
486	организация художественного пространства делает	1	1
487	в далекое прошлое в	1	1
488	место своего рода тематическое	1	1
489	его устремление остро переживаемое	1	1
490	в тексте отсутствует даже	1	1
491	организован появлением дорогих гостей	1	1
492	переклички между двумя их	1	1
493	выговорить ни слова ничего	1	1
494	увидим впоследствии картину глава	1	1
495	иначе говоря коммуникативная передача	1	1
496	всю церковь и преобразившего	1	1
497	в церкви ему казалось	1	1
498	весенними проснувшимися деревьями начало	1	1
499	на себя внимание что	1	1
500	все же переносом во	1	1
501	оказывается прошлым наконец в	1	1
502	первого евангелия оба вторых	1	1
503	же словами он думает	1	1
504	весело светилось весеннее солнышко	1	1
505	видит со стороны свою	1	1
506	даже малейший намек на	1	1
507	в напряжении событийного ряда	1	1
508	статус и в заключительном	1	1
509	с предсмертным видением героя	1	1
510	пророка знающего истину и	1	1
511	очевидной лиминальной фазой но	1	1
512	день был длинный неимоверно	1	1
513	мотивами покоя благости весеннего	1	1
514	в соборе приехав домой	1	1
515	попросту по-человечески то катя	1	1
516	смерти трудно мотивировать отношением	1	1
517	поставлены в ряд не	1	1
518	будущее смыкается с прошлым	1	1
519	души целый день душа	1	1
520	о далеком прошлом о	1	1
521	выстроен аналогично процитированному выше	1	1
522	действиями в данном случае	1	1
523	первом случае уединившимся в	1	1
524	стрелка дважды за сутки	1	1
525	он почувствовал что ослабел	1	1
526	отнюдь не разрушают повествовательного	1	1
527	увидеть своего рода ключ	1	1
528	духовное воскрешение героя становится	1	1
529	ушла ни с чем	1	1
530	выпученными рачьими глазами и	1	1
531	связи какой личность чеховского	1	1
532	не у читателя то	1	1
533	с другой горняя вечность	1	1
534	в небесследность и небессмысленность	1	1
535	его и братьев и	1	1
536	высказывания в частности обращает	1	1
537	тем самым создающего эффект	1	1
538	принадлежащей детству кати именно	1	1
539	характерные образцы несобственно-прямой речи	1	1
540	же принципу тематического нарастания	1	1
541	нечего там чего уж	1	1
542	перед нами два события	1	1
543	утрачивает способность вставать и	1	1
544	тексте эпизода отрезку времени	1	1
545	чехова от классического реализма	1	1
546	мотивике смерти возобладать над	1	1
547	их между собой интрига	1	1
548	чем было на самом	1	1
549	человеческой жизни в душах	1	1
550	ныне прославися сын человеческий	1	1
551	расхождений между голосами повествователя	1	1
552	всеми кроме матери остальные	1	1
553	и кажется все бы	1	1
554	затруднительно если не вглядеться	1	1
555	охватившего всю церковь и	1	1
556	свое обретение покоя потенциально	1	1
557	героя чего он сам	1	1
558	святого воскресенья а до	1	1
559	двух наиболее кратких эпизодов	1	1
560	весенний и пасхально-литургический колорит	1	1
561	детство и в юность	1	1
562	смерти возобладать над альтернативным	1	1
563	сам по себе а	1	1
564	самого умирающего далее и	1	1
565	стороны свою худобу и	1	1
566	события эти происходят в	1	1
567	отмеченный перерывом во времени	1	1
568	не в рассказе о	1	1
569	видеть этих жалких дешевых	1	1
570	рубежом восьми часов утра	1	1
571	даме с собачкой здесь	1	1
572	рассказе о предпасхальных днях	1	1
573	зубчатой стеной еще одна	1	1
574	помнила что он архиерей	1	1
575	эпизоде последней главы отмеченном	1	1
576	из этих двух наиболее	1	1
577	в повествуемом мире оформляло	1	1
578	бы двумя безотносительными рядоположными	1	1
579	и умаление поскольку обладает	1	1
580	игуменья из дальнего монастыря	1	1
581	вообще чувствовала себя больше	1	1
582	героя образует дважды упоминаемое	1	1
583	матери то в третьем	1	1
584	явной рассогласованности глагольных времен	1	1
585	первом случае купец еракин	1	1
586	оговаривается словно мы знакомимся	1	1
587	к чуду реверсивного преображения	1	1
588	еракина двух богатых дам	1	1
589	персонажа из сумерек старо-петровского	1	1
590	роста напряженности устремленного к	1	1
591	петра а воскресения павла	1	1
592	иронии со стороны повествователя?	1	1
593	старческого сморщенного лица и	1	1
594	и в двенадцатом эпизоде	1	1
595	он сам без помощи	1	1
596	в горний и ничто	1	1
597	ответ матери о благополучии	1	1
598	внутри себя мир в	1	1
599	к ней матери или	1	1
600	стоял над городом верх	1	1
601	нарастания наступает смерть архиерея	1	1
602	речи имитируя непосредственное восприятие	1	1
603	эпизода карета с архиереем	1	1
604	обратим внимание на некоторые	1	1
605	этих пространств герой в	1	1
606	отсутствует тем не менее	1	1
607	в начальной фразе эпизода	1	1
608	обращаются в первом случае	1	1
609	бы жизненной позиции петра	1	1
610	были тогда в детстве	2	1
611	с внучкой а в	1	1
612	характерно для зрелой чеховской	1	1
613	вновь как и пара	1	1
614	для невольного вопроса а	1	1
615	бы существенной ошибкой отождествить	1	1
616	и служба кончилась когда	1	1
617	процесса и является в	1	1
618	павлу об этом свидетельствует	1	1
619	его зеленой бородой выпученными	1	1
620	выгоне не верят его	1	1
621	ее сыне тем самым	1	1
622	архиерея в россию после	1	1
623	лейтмотив каменных плит монастыря	1	1
624	кроме матери остальные двадцать	1	1
625	что чеховский павлуша который	1	1
626	координат практически лишено самостоятельной	1	1
627	окружающих образом достигает фазы	1	1
628	живет в готовом стабильно	1	1
629	матерью и племянницей последняя	1	1
630	что быть может на	1	1
631	модификаций общего инварианта белые	1	1
632	к первособытию христианской культуры	1	1
633	ним искренне попросту по-человечески	1	1
634	собственными ключевой повествовательный кадр	1	1
635	монастыря давящих героя низких	1	1
636	в архиерей впервые говорит	1	1
637	и когда преосвященный открыл	1	1
638	внуков что актуализирует в	1	1
639	даль и сближение но	1	1
640	психологически сомнение и неуверенность	1	1
641	вдруг выросла перед глазами	1	1
642	границам и дополнительной персонажной	1	1
643	в восьми верстах от	1	1
644	зрения настоящего несостоявшегося будущего	1	1
645	может квалифицироваться как нулевая	1	1
646	последняя служба в церкви	1	1
647	религиозным дискурсами что никогда	1	1
648	и ничего а благодарить	1	1
649	повествования доминирует на протяжении	1	1
650	нем не только отсутствует	1	1
651	а настоящим и во	1	1
652	монастырских стен вдруг выросла	1	1
653	про жениха и про	1	1
654	долго наконец пара двенадцатых	1	1
655	повторами ряда мотивов в	1	1
656	им первого евангелия ныне	1	1
657	весело постукивая палочкой словно	1	1
658	нем звучит один голос	1	1
659	после смерти архиерея ни	1	1
660	увидеть лиминальную ситуацию ухода	1	1
661	тело преосвященного в первый	1	1
662	настоящее по отношению к	1	1
663	сидел в алтаре было	1	1
664	в двуголосой форме несобственно-прямой	1	1
665	чеховском тексте небезосновательны достаточно	1	1
666	выделенный в самостоятельный абзац	1	1
667	а в вознесении с	1	1
668	быть может на том	1	1
669	словами он думает и	1	1
670	какая была в детстве	1	1
671	мать в обоих эпизодах	1	1
672	между собой неоднократно и	1	1
673	обретенное социально-ролевое имя петр	1	1
674	следующее место из переломного	1	1
675	того кого окружающие называют	1	1
676	этого построения со стороны	1	1
677	имитируя непосредственное восприятие происходящего	1	1
678	углублена антиномией тьмы и	1	1
679	пятнадцатом эта девочка к	1	1
680	потом наступила и долго-долго	1	1
681	главы художественное время архиерея	1	1
682	входит к нему в	1	1
683	герой вовсе и не	1	1
684	миру детства что похоже	1	1
685	чеховский павлуша который в	1	1
686	гребенки как сияние упоминается	1	1
687	доброй радостной улыбкой стало	1	1
688	во второй уксусом еще	1	1
689	эпизода усиливается явлением нового	1	1
690	вознесение из дольнего мира	1	1
691	не помнила что он	1	1
692	и связывания их между	1	1
693	возвратном преображении петра в	1	1
694	не в казусности его	1	1
695	и богаче чем было	1	1
696	как слушатели-читатели события эти	1	1
697	воскрешение героя становится символическим	1	1
698	события данным нарративным актом	1	1
699	шмида фокализация третьего типа	1	1
700	алтаре архиереем а во	1	1
701	закрепленным в культуре конфигурациям	1	1
702	той жизни мы будем	1	1
703	начальным словам любимого им	1	1
704	вспять к первособытию христианской	1	1
705	страхе какой он сам	1	1
706	птиц в небе веселый	1	1
707	актуализирует в ней не	1	1
708	побуждают в этом мнимо	1	1
709	вероятности и в будущем	2	1
710	предстает только то что	1	1
711	начало заключительной главы художественное	1	1
712	в рассказе о ней	1	1
713	рода тематическое нарастание семантического	1	1
714	наступает смерть архиерея семантическая	1	1
715	образует дважды упоминаемое в	1	1
716	умирающего героя было девять	1	1
717	судьбе героя и не	1	1
718	анекдотического в его детских	1	1
719	слушая про жениха грядущего	1	1
720	повествовательного переноса во времени	1	1
721	ею действий героя явственно	1	1
722	отношением к ней матери	1	1
723	к страстям господним последней	1	1
724	когда слушает пение монахов	1	1
725	приходится искать в себе	1	1
726	купца еракина двух богатых	1	1
727	слова долго наконец пара	1	1
728	но ясно не осознаваемое	1	1
729	к жизни деревьями уходит	1	1
730	коммуникативная передача событий осуществляется	1	1
731	утрачивает свою лиминальную событийность	1	1
732	суть возвращения героя из	1	1
733	начальных связана мотивом светлой	1	1
734	анализируемого нарративного построения связаны	1	1
735	кати папаша были слабые	1	1
736	он думает и в	1	1
737	а не исчезновению героя	1	1
738	существенной ошибкой отождествить восприятие	1	1
739	тумане в залитый светом	1	1
740	умирающего и воскресающего бога	1	1
741	связаны фигурой покашливающего за	1	1
742	нашей способности прослеживать историю	1	1
743	парадоксальное сочетание старческого сморщенного	1	1
744	живой памяти об усопших	1	1
745	том числе и после	1	1
746	своей болезни то в	1	1
747	эпизоды представляют собой возвращения	1	1
748	преобразившего ритуал всенощной в	1	1
749	пасхе игнорирующую смерть героя	1	1
750	предпасхальной субботе называемой в	1	1
751	не бывает плодотворным ни	1	1
752	себя соборным средоточием других	1	1
753	но сменяющая внешнюю внутренняя	1	1
