N	2gram	Bakhtin_Fr	NovoeSre
284	во всяком	1	1
285	средневековья в	1	1
286	его было	1	1
287	том числе	6	1
288	процесс в	1	1
289	всего мира	1	1
290	в покое	1	1
291	земли и	1	1
292	не должно	1	1
293	всех великих	1	1
294	и родовой	1	1
295	с миром	10	1
296	в человеческом	1	1
297	природе своей	1	1
298	для того	8	1
299	не по	1	1
300	по звездам	2	1
301	форм к	1	1
302	вся жизнь	1	1
303	этой системе	1	1
304	на всех	2	1
305	нужно признать	1	1
306	и правды	1	1
307	на иной	1	1
308	знаем также	1	1
309	никакого ответа	1	1
310	старым миром	1	1
311	характерны для	1	1
312	в этот	3	1
313	это уже	1	1
314	он и	6	1
315	что вся	1	1
316	было бы	5	1
317	философской мысли	1	1
318	и из	1	1
319	в сущности	13	1
320	этом он	2	1
321	в формах	1	1
322	в его	17	1
323	значительной степени	1	1
324	когда она	1	1
325	средних веков	4	1
326	и вся	2	1
327	она создает	2	1
328	в формы	1	1
329	могли не	1	1
330	и через	1	1
331	бытия как	1	1
332	и их	6	1
333	говорить о	5	1
334	с благоговением	1	1
335	не были	1	1
336	есть и	8	1
337	и элементы	1	1
338	но сам	1	1
339	у нас	3	1
340	и когда	1	1
341	время когда	1	1
342	это была	1	1
343	для них	2	1
344	не столько	5	1
345	совершенно так	2	1
346	освобождение от	4	1
347	с другими	3	1
348	людей и	1	1
349	значение они	1	1
350	себя на	1	1
351	за какие	1	1
352	эпох и	1	1
353	ни одно	1	1
354	в виду	2	1
355	еще в	3	1
356	превращается в	5	1
357	и до	3	1
358	весь мир	10	1
359	своему духу	1	1
360	и такое	1	1
361	только в	6	1
362	этого конечно	1	1
363	борьбу за	1	1
364	неизбежно будет	1	1
365	труд и	2	1
366	народ не	1	1
367	не на	1	1
368	не могут	3	1
369	власти и	1	1
370	от того	3	1
371	в нее	1	1
372	что образ	4	1
373	есть еще	1	1
374	в зависимости	1	1
375	в большинстве	6	1
376	было и	1	1
377	их не	1	1
378	хочет и	2	1
379	была уже	1	1
380	другая сторона	1	1
381	в средневековой	2	1
382	партии в	1	1
383	что нет	1	1
384	о природе	2	1
385	это всегда	1	1
386	не их	1	1
387	но он	5	1
388	нашей жизни	1	1
389	значение и	3	1
390	в которой	1	1
391	этого мира	1	1
392	смысле как	1	1
393	переворота и	1	1
394	в этой	13	1
395	жизни это	1	1
396	числе и	3	1
397	свободу от	1	1
398	я думаю	1	1
399	человеческой жизни	1	1
400	избрания и	1	1
401	а также	4	1
402	и еще	1	1
403	жизнь в	1	1
404	как на	6	1
405	будто не	1	1
406	в отличие	3	1
407	он в	4	1
408	писатели и	1	1
409	на нее	1	1
410	реальной силой	1	1
411	и роста	2	1
412	всегда есть	1	1
413	в будущее	2	1
414	ней и	2	1
415	нем не	4	1
416	из всех	1	1
417	менее всего	4	1
418	что не	4	1
419	но все	2	1
420	от непосредственных	1	1
421	во внешней	1	1
422	тем что	3	1
423	и во	4	1
424	не хочет	3	1
425	социальные и	1	1
426	сословия и	1	1
427	то время	4	1
428	времени не	1	1
429	нет надобности	1	1
430	мира но	1	1
431	это время	2	1
432	истории но	1	1
433	в конце	12	1
434	те формы	1	1
435	вообще не	3	1
436	того времени	1	1
437	чтобы быть	1	1
438	в основу	2	1
439	выход из	1	1
440	них не	1	1
441	эпохи в	1	1
442	так как	16	1
443	смысле и	1	1
444	эти черты	1	1
445	в образе	9	1
446	бога нет	1	1
447	если возможны	1	1
448	к которому	1	1
449	в своем	13	1
450	характер и	2	1
451	сама себя	1	1
452	в последние	1	1
453	как я	1	1
454	перемещается из	1	1
455	человечества и	1	1
456	нас к	1	1
457	сих пор	3	1
458	и вполне	1	1
459	что он	7	1
460	и она	3	1
461	их в	2	1
462	в силу	1	1
463	были еще	1	1
464	и очень	1	1
465	он может	2	1
466	стихии и	1	1
467	большинстве случаев	6	1
468	эпоху ренессанса	1	1
469	в атмосфере	12	1
470	борьбы за	1	1
471	ренессанса и	2	1
472	про него	1	1
473	и гуманистической	1	1
474	и жизни	2	1
475	но под	1	1
476	в период	2	1
477	это принадлежит	2	1
478	но если	1	1
479	в речах	1	1
480	приводит к	1	1
481	только для	4	1
482	оно может	1	1
483	нет у	1	1
484	не имел	1	1
485	на место	1	1
486	в области	2	1
487	времени а	1	1
488	видят в	1	1
489	отдельное и	1	1
490	нуждается в	3	1
491	с ним	6	1
492	должны стать	1	1
493	и только	2	1
494	во франции	6	1
495	человек не	1	1
496	есть только	1	1
497	ли он	2	1
498	от всех	6	1
499	себя все	1	1
500	к той	1	1
501	них будут	1	1
502	речи о	1	1
503	и оно	1	1
504	зависимости от	1	1
505	во время	15	1
506	друг друга	1	1
507	в эти	2	1
508	связанный с	2	1
509	распадается на	1	1
510	до начала	1	1
511	к своим	1	1
512	в это	1	1
513	того же	6	1
514	в каком-то	1	1
515	во времени	2	1
516	на их	1	1
517	не случайно	3	1
518	борьба за	1	1
519	в чем	6	1
520	положительное значение	1	1
521	не был	1	1
522	движения и	1	1
523	он действует	1	1
524	если взять	1	1
525	и его	19	1
526	в эту	2	1
527	и особенно	1	1
528	основе их	1	1
529	и у	7	1
530	одного и	1	1
531	на это	1	1
532	но до	1	1
533	не удалось	1	1
534	за его	2	1
535	был в	3	1
536	понять что	1	1
537	жизни с	1	1
538	жизнью и	1	1
539	человека не	1	1
540	римской империи	1	1
541	и рождается	1	1
542	связано с	3	1
543	от этого	2	1
544	и нового	4	1
545	мира с	2	1
546	перед сменой	1	1
547	этой системы	1	1
548	проблема жизни	1	1
549	тут нет	1	1
550	себя и	2	1
551	к нему	5	1
552	становится в	1	1
553	чтобы понять	1	1
554	на них	2	1
555	людей в	1	1
