N	2gram	Bakhtin_Pr	Hudozhes
374	в какой	2	2
375	я не	7	2
376	противном случае	1	2
377	мира и	8	2
378	к своему	1	2
379	только и	1	2
380	в сторону	1	2
381	в чем	2	2
382	делает его	1	2
383	это тоже	1	2
384	вовсе не	13	2
385	такова например	1	2
386	тем более	2	2
387	а для	1	2
388	и потому	9	2
389	о себе	12	2
390	но как	4	2
391	а с	4	2
392	причастности к	1	2
393	на этом	1	2
394	то ни	3	2
395	в случае	1	2
396	в значительной	1	2
397	есть как	1	2
398	быть и	1	2
399	мире на	1	2
400	не с	1	2
401	свою жизнь	2	2
402	нового времени	4	2
403	за пределы	10	2
404	между внутренней	1	2
405	но только	3	2
406	ни одно	1	2
407	от своего	1	2
408	человека и	2	2
409	художественного мира	5	2
410	всей его	2	2
411	тем или	2	2
412	жизнь личности	2	2
413	идет о	5	2
414	могла бы	1	2
415	в этой	5	2
416	числе и	1	2
417	человеческих отношений	1	2
418	что может	2	2
419	известном смысле	1	2
420	и особенно	2	2
421	для такого	2	2
422	роман и	1	2
423	и др	1	2
424	нас самих	1	2
425	материала в	1	2
426	к чужому	2	2
427	из этого	1	2
428	автора как	3	2
429	тех или	1	2
430	события в	1	2
431	ни был	2	2
432	в пространстве	3	2
433	самим собою	3	2
434	мира в	6	2
435	мира с	1	2
436	в особенности	2	1
437	различных художественных	1	1
438	с которыми	2	1
439	к такому	1	1
440	пределы всего	1	1
441	том чем	1	1
442	от него	3	1
443	напротив мы	1	1
444	на границах	1	1
445	определить и	1	1
446	никак нельзя	2	1
447	все что	6	1
448	и против	1	1
449	ядру личности	3	1
450	каждой из	1	1
451	можно говорить	2	1
452	и здесь	5	1
453	бы несколько	1	1
454	художественном мире	3	1
455	и мира	1	1
456	не позволяет	2	1
457	за ним	2	1
458	субъективного порядка	1	1
459	достоевского в	21	1
460	автора по	3	1
461	самом произведении	2	1
462	же и	2	1
463	как с	1	1
464	типа как	1	1
465	другом но	1	1
466	и свою	2	1
467	персонажей то	1	1
468	которая в	1	1
469	с формой	2	1
470	тех кто	1	1
471	живет в	1	1
472	не знают	2	1
473	многих сознаний	1	1
474	слова так	1	1
475	на ее	2	1
476	героя в	9	1
477	перестают быть	1	1
478	образа и	1	1
479	выхода его	1	1
480	не всякий	1	1
481	его за	1	1
482	во внешних	1	1
483	а перед	1	1
484	представляют собой	1	1
485	что это	1	1
486	тем как	4	1
487	по выражению	2	1
488	поэтики как	1	1
489	и души	2	1
490	которой в	1	1
491	в сущности	11	1
492	какой бы	2	1
493	в другой	4	1
494	говорит о	1	1
495	самой жизни	2	1
496	те же	3	1
497	проникновения в	4	1
498	если нет	2	1
499	с не	1	1
500	один голос	1	1
501	как объекты	1	1
502	из того	1	1
503	речи как	1	1
504	и наказании	2	1
505	впрочем и	1	1
506	и другими	6	1
507	и делает	1	1
508	бы они	1	1
509	в результате	6	1
510	героя о	4	1
511	в объективную	1	1
512	и вполне	2	1
513	и само	2	1
514	не оставляющей	1	1
515	позиции в	1	1
516	в единстве	7	1
517	не могут	6	1
518	этом как	1	1
519	для данного	1	1
520	со всеми	1	1
521	же я	1	1
522	сознаний в	5	1
523	чтобы в	2	1
524	и даже	4	1
525	рядом в	2	1
526	если не	2	1
527	необходимая для	1	1
528	он уже	2	1
529	ориентировано на	1	1
530	все то	5	1
531	на внутренний	1	1
532	мы понимаем	1	1
533	до этого	1	1
534	как писал	1	1
535	новое время	1	1
536	между всеми	1	1
537	сознание не	2	1
538	внутренне не	1	1
539	такими же	1	1
540	также может	1	1
541	о мире	6	1
542	имеет значение	2	1
543	жизнь в	2	1
544	его природы	1	1
545	произведения в	2	1
546	новой художественной	1	1
547	подлинная жизнь	3	1
548	введенное в	1	1
549	его произведений	2	1
550	в новую	3	1
551	значение в	1	1
552	по художественной	1	1
553	можно даже	1	1
554	нему как	2	1
555	тем что	5	1
556	этого в	2	1
557	него но	1	1
558	из всего	2	1
559	и действительно	1	1
560	то время	3	1
561	героев и	7	1
562	их взаимная	1	1
563	но самое	1	1
564	чужому слову	1	1
565	литературе как	1	1
566	новая форма	1	1
567	преступлении и	2	1
568	самому герою	1	1
569	мы встречаемся	1	1
570	необходимо для	1	1
571	его сознании	2	1
572	к самому	1	1
573	к нам	2	1
574	смерть не	1	1
575	и внутренне	3	1
576	завершенность и	1	1
577	с такими	2	1
578	что по	1	1
579	приходит в	1	1
580	вместе с	2	1
581	с собою	3	1
582	все же	9	1
583	быть назван	1	1
584	только для	2	1
585	не имеет	2	1
586	как более	1	1
587	но у	5	1
588	и предсказать	1	1
589	да и	3	1
590	действительную жизнь	1	1
591	ему и	1	1
592	о котором	1	1
593	с героем	2	1
594	зависимости от	5	1
595	поскольку он	1	1
596	авторская позиция	4	1
597	и слово	6	1
598	у достоевского	35	1
599	на их	1	1
600	друг от	2	1
601	нет в	1	1
602	личность как	1	1
603	ведется рассказчиком	1	1
604	они ни	2	1
605	на первый	1	1
606	предсказать помимо	1	1
607	по крайней	3	1
608	перед нами	8	1
609	жизни является	1	1
610	своему герою	1	1
611	и завершенный	2	1
612	первый взгляд	1	1
613	с этим	2	1
614	прямого авторского	1	1
615	все они	4	1
616	мир как	1	1
617	от внешней	1	1
618	условии что	1	1
619	художественный образ	2	1
620	существенный момент	1	1
621	и предполагает	1	1
622	бы и	6	1
623	европейского романа	4	1
624	не существует	1	1
625	ему принадлежит	1	1
626	в котором	6	1
627	зависит от	1	1
628	в действительности	1	1
629	и пр	3	1
630	между несколькими	1	1
631	время оно	1	1
632	реплики и	1	1
633	сливается с	6	1
634	это мир	1	1
635	по своим	4	1
636	о чем-то	1	1
637	лишь одним	2	1
638	свою вненаходимость	1	1
639	художественного внимания	1	1
640	внутренней свободой	1	1
641	их восприятия	1	1
642	чего нет	1	1
643	то и	2	1
644	помимо его	2	1
645	в сознание	1	1
646	к сверхличному	1	1
647	в лесу	1	1
648	наконец в	2	1
649	единства в	1	1
650	можно лишь	1	1
651	только такие	1	1
652	что входит	2	1
653	другу и	1	1
654	совершается как	1	1
655	быть не	1	1
656	героем и	2	1
657	воспринимать ее	1	1
658	из его	4	1
659	самого автора	7	1
660	сознание в	3	1
661	с которой	4	1
662	и теперь	1	1
663	жизни и	21	1
664	у автора	1	1
665	одновременно он	1	1
666	из своего	3	1
667	области литературы	1	1
668	значение для	2	1
669	только на	1	1
670	вы говорите	1	1
671	чужое сознание	2	1
672	художественной прозы	1	1
673	не об	6	1
674	художественной конструкции	1	1
675	оценки и	2	1
676	точно так	2	1
677	к одному	1	1
678	о своем	2	1
679	переходит к	2	1
680	и наиболее	1	1
681	е годы	2	1
682	точке выхода	1	1
683	с автором	1	1
684	чем с	1	1
685	в мир	4	1
686	не так	3	1
687	ни были	2	1
688	именно такого	1	1
689	в совершенно	2	1
690	в истории	3	1
691	всю полноту	1	1
692	руках и	1	1
693	от своей	1	1
694	и несет	2	1
695	является как	1	1
696	каждый из	1	1
697	быть это	1	1
698	себе в	1	1
699	и исторически	1	1
700	перед ним	2	1
701	позиции и	1	1
702	всего что	2	1
703	между людьми	1	1
704	являются только	1	1
705	своей индивидуальной	1	1
706	автора в	4	1
707	в прошлом	1	1
708	и формы	1	1
709	этого мира	6	1
710	опоры вне	1	1
711	задний план	1	1
712	как явление	1	1
713	выбора в	1	1
714	есть его	1	1
715	к ним	3	1
716	неотделима от	2	1
717	авторского слова	9	1
718	отношений и	2	1
719	самом начале	3	1
720	становится сама	1	1
721	у себя	3	1
722	не для	1	1
723	впервые в	1	1
724	в сфере	4	1
725	она может	1	1
726	и многих	1	1
727	тем же	1	1
728	него не	4	1
729	само оно	1	1
730	об отсутствии	1	1
731	той же	7	1
732	ее как	3	1
733	и оценки	2	1
734	на второй	1	1
735	за него	1	1
736	до конца	11	1
737	с нею	1	1
738	с этими	1	1
739	только при	3	1
740	точке этого	2	1
741	нигде не	6	1
742	в каждый	1	1
743	раз и	4	1
744	что все	5	1
745	и авторской	1	1
746	то она	1	1
747	входят в	3	1
748	здесь невозможно	1	1
749	утрачивает свою	2	1
750	к миру	1	1
751	в сознании	4	1
752	исходит из	3	1
753	характерное для	1	1
754	бы никакого	1	1
755	а со	1	1
756	творческого процесса	5	1
757	к явлениям	1	1
758	речь о	1	1
759	нем по	1	1
760	что говорит	1	1
761	и внутренняя	1	1
762	комизм и	1	1
763	но если	1	1
764	здесь и	2	1
765	также является	2	1
766	по поводу	2	1
767	это своеобразие	1	1
768	зрения автора	2	1
769	что даже	1	1
770	к предмету	1	1
771	казалось бы	1	1
772	с лизой	1	1
773	в произведениях	5	1
774	к этим	2	1
775	уже по	1	1
776	друг друга	10	1
777	все с	1	1
778	лишь один	2	1
779	они могут	2	1
780	идея или	1	1
781	писал в	1	1
782	крайней мере	3	1
783	и становится	2	1
784	из них	8	1
785	едва ли	1	1
786	характерно что	2	1
787	тот же	4	1
788	его можно	1	1
789	человека но	2	1
790	не входят	1	1
791	и возможности	1	1
792	другими людьми	1	1
793	себе самом	9	1
794	лишает их	1	1
795	всего в	2	1
796	внутренней жизни	1	1
797	героя не	5	1
798	не друг	1	1
799	именно к	2	1
800	в преступлении	2	1
801	что они	3	1
802	этом случае	1	1
803	только не	1	1
804	автор видит	1	1
805	к различным	1	1
806	той мере	1	1
807	или к	2	1
808	мы видим	5	1
809	в более	1	1
810	от автора	6	1
811	определение личности	1	1
812	нами не	1	1
813	не поддается	3	1
814	тоже не	2	1
815	кругозор автора	2	1
816	так как	11	1
817	как такового	1	1
818	многих других	1	1
819	чужой психики	1	1
820	личности ее	1	1
821	от его	1	1
822	они не	5	1
823	автору и	1	1
824	он от	1	1
825	не во	3	1
826	только отдельные	2	1
827	на вопрос	2	1
828	но из	1	1
829	статье о	1	1
830	на язык	1	1
831	должно быть	4	1
832	время и	2	1
833	а внутри	1	1
834	действительно является	1	1
835	других для	1	1
836	смотря на	1	1
837	в состоянии	1	1
838	обе эти	1	1
839	жизни человека	1	1
840	у каждого	1	1
841	здесь остается	1	1
842	художников слова	1	1
843	проявляется в	2	1
844	а и	2	1
845	авторский кругозор	1	1
846	второй план	1	1
847	ивана карамазова	9	1
848	мире в	3	1
849	мира где	1	1
850	переход к	1	1
851	подчеркнуть что	4	1
852	художественной формы	6	1
853	себя самого	5	1
854	завершающая его	1	1
855	романе достоевского	11	1
856	не хозяин	1	1
857	как у	4	1
858	для нас	3	1
859	и одна	1	1
860	и через	2	1
861	художественного задания	3	1
862	из своих	1	1
863	у нас	2	1
864	сознания и	9	1
865	жизнь мою	1	1
866	его сознание	1	1
867	глубже чем	1	1
868	по типу	1	1
869	на которой	2	1
870	и от	3	1
871	иного рода	1	1
872	стремится к	1	1
873	прямо от	1	1
874	слово в	3	1
875	и есть	6	1
876	по каким	1	1
877	весь мир	1	1
878	быть или	1	1
879	художника не	1	1
880	замысла и	2	1
881	поэтому не	2	1
882	не путем	1	1
883	отношения между	3	1
884	не была	1	1
885	ведь это	3	1
886	но с	4	1
887	не было	5	1
888	бы для	1	1
889	от друга	2	1
890	кругозоров в	1	1
891	является таким	1	1
892	и внутренних	1	1
893	героев или	1	1
894	толстой например	1	1
895	он это	1	1
896	для других	2	1
897	основой художественного	1	1
898	всех его	1	1
899	становления и	1	1
900	том отношении	1	1
901	на нее	1	1
902	дело в	1	1
903	же по	3	1
904	места в	1	1
905	позицию по	2	1
906	что не	6	1
907	в бытии	1	1
908	его мысли	1	1
909	как впрочем	1	1
910	всего романа	3	1
911	внешних и	1	1
912	но для	2	1
913	xviii века	1	1
914	сознания но	3	1
915	по ту	2	1
916	в конце	9	1
917	как рассказчик	1	1
918	или иная	1	1
919	индивидуальности и	1	1
920	предположить в	1	1
921	не остается	1	1
922	личности совершается	1	1
923	лежащей в	1	1
924	мира а	1	1
925	его поступки	1	1
926	лишь на	3	1
927	типа и	3	1
928	и достоевского	1	1
929	для основного	1	1
930	человек в	2	1
931	художественном произведении	1	1
932	времени что	1	1
933	же как	5	1
934	по содержанию	1	1
935	на земле	1	1
936	не есть	2	1
937	как другого	1	1
938	с кругозором	1	1
939	рядом с	16	1
940	является не	3	1
941	же точно	1	1
942	общественных отношений	1	1
943	разрушение этого	1	1
944	сознания как	1	1
945	это происходит	1	1
946	ее составе	1	1
947	как ее	2	1
948	от этого	2	1
949	наташи ростовой	1	1
950	зрения не	1	1
951	в авторском	4	1
952	особенности в	1	1
953	и со	3	1
954	того и	1	1
955	от обычного	1	1
956	зрения и	2	1
957	его жизни	2	1
958	его воли	1	1
959	мире по	1	1
960	и художественного	1	1
961	лишь для	1	1
962	в условиях	4	1
963	это было	3	1
964	самую краткую	1	1
965	на его	7	1
966	для героя	2	1
967	себе и	3	1
968	точек зрения	5	1
969	в каждой	3	1
970	своей значимости	1	1
971	в одной	9	1
972	действующие лица	1	1
973	сам и	1	1
974	и другого	1	1
975	нормативного сознания	1	1
976	бы в	7	1
977	мере в	1	1
978	ему не	2	1
979	на них	1	1
980	людей в	1	1
981	и сделать	2	1
982	и мир	4	1
983	основе его	1	1
984	можно подсмотреть	1	1
985	в каждом	11	1
986	нее нет	1	1
987	подсмотреть определить	1	1
988	здесь как	1	1
989	и приобретает	1	1
990	могли бы	3	1
991	может иметь	1	1
992	полной мере	1	1
993	правило лишь	1	1
994	даже сказать	1	1
995	в уста	3	1
996	перед тем	1	1
997	этого несовпадения	1	1
998	только к	1	1
999	сознания а	1	1
1000	в полной	1	1
1001	творческий процесс	1	1
1002	он говорит	3	1
1003	в своих	5	1
1004	может по-своему	1	1
1005	он ни	2	1
1006	зрения нашего	5	1
1007	на задний	1	1
1008	героя к	1	1
1009	с матерью	2	1
1010	позиций и	1	1
1011	каждом из	2	1
1012	случае если	1	1
1013	достоевского оно	1	1
1014	материалом и	1	1
1015	а напротив	1	1
1016	ивана ильича	2	1
1017	две стороны	1	1
1018	именно потому	3	1
1019	между сознаниями	3	1
1020	не дает	4	1
1021	ту же	1	1
1022	одну из	1	1
1023	здесь только	1	1
1024	дистанции между	1	1
1025	как человек	2	1
1026	к жизненному	1	1
1027	части и	1	1
1028	человека как	1	1
1029	философской эстетики	1	1
1030	или же	2	1
1031	является его	1	1
1032	для художника	1	1
1033	в развитии	1	1
1034	европейской художественной	1	1
1035	что касается	1	1
1036	в первом	3	1
1037	а по	1	1
1038	и внутреннюю	1	1
1039	для этого	4	1
1040	не появляется	1	1
1041	и является	1	1
1042	главного героя	1	1
1043	с чужим	2	1
1044	ним как	1	1
1045	в европейском	1	1
1046	иметь в	1	1
1047	является одним	2	1
1048	позицию в	2	1
1049	или его	1	1
1050	на раскрытие	1	1
1051	стороны и	1	1
1052	ничто не	1	1
1053	лежат в	2	1
1054	только то	3	1
1055	не способна	2	1
1056	что из	3	1
1057	у нее	1	1
1058	как один	1	1
1059	в новое	1	1
1060	достигается не	1	1
1061	выпадает из	1	1
1062	чем является	2	1
1063	не совпадает	2	1
1064	он еще	2	1
1065	и возникает	1	1
1066	этом не	1	1
1067	на это	2	1
1068	было бы	10	1
1069	например не	1	1
1070	не по	3	1
1071	герой из	1	1
1072	так называемого	1	1
1073	же самое	1	1
1074	вступают в	3	1
1075	но вы	1	1
1076	ту сторону	2	1
1077	как мы	10	1
1078	писателя в	1	1
1079	данного произведения	2	1
1080	жизни не	1	1
1081	в литературном	1	1
1082	отношении что	1	1
1083	общего с	1	1
1084	героя это	1	1
1085	что для	4	1
1086	та или	1	1
1087	его как	6	1
1088	друг другу	3	1
1089	подход к	2	1
1090	которые в	2	1
1091	его личности	4	1
1092	в зависимости	5	1
1093	это делает	2	1
1094	сказать в	1	1
1095	в чужом	2	1
1096	произведения не	1	1
1097	в лучшем	3	1
1098	связи между	1	1
1099	наличие у	1	1
1100	до смерти	1	1
1101	может показаться	1	1
1102	я но	1	1
1103	по этому	2	1
1104	так что	3	1
1105	с которым	1	1
1106	к откровениям	1	1
1107	теми же	1	1
1108	чтобы оно	1	1
1109	же в	3	1
1110	бытия и	1	1
1111	всю жизнь	1	1
1112	бы быть	3	1
1113	собственного сознания	2	1
1114	происходит в	1	1
1115	пушкиным в	1	1
1116	говорить об	2	1
1117	автора не	3	1
1118	иной раз	1	1
1119	как будто	4	1
1120	идет не	6	1
1121	кругозор героя	2	1
1122	себе самому	3	1
1123	свою речь	1	1
1124	бы ни	1	1
1125	некоторого единого	1	1
1126	я люблю	1	1
1127	а говоря	1	1
1128	о тебе	1	1
1129	теории искусства	1	1
1130	себе еще	2	1
1131	а как	8	1
1132	здесь мы	3	1
1133	наличие в	1	1
1134	толстого в	1	1
1135	может и	1	1
1136	что достоевский	3	1
1137	лучшем случае	3	1
1138	своей индивидуальности	1	1
1139	другого сознания	1	1
1140	диалогической природы	4	1
1141	суда над	1	1
1142	дело обстоит	1	1
1143	или точнее	2	1
1144	действительной жизни	1	1
1145	дело здесь	1	1
1146	несовпадения человека	1	1
1147	есть не	3	1
1148	говорит не	1	1
1149	кажется что	4	1
1150	и иные	1	1
1151	как ряд	1	1
1152	в е	2	1
1153	возможна только	1	1
1154	себе а	1	1
1155	к автору	1	1
1156	можно только	1	1
1157	более того	5	1
1158	в статье	1	1
