N	2gram	Berdyaev_V	Problemy
319	вот что	1	2
320	меня в	1	2
321	его на	1	2
322	роль в	1	2
323	сделать его	1	2
324	в противоположность	1	2
325	для того	1	2
326	не всегда	1	2
327	на пути	1	2
328	до того	2	2
329	нет этих	1	2
330	идея в	1	2
331	он так	1	2
332	их сознания	1	2
333	этих черт	1	2
334	к этому	1	2
335	отказаться от	1	2
336	всем в	1	2
337	после того	1	2
338	на том	2	2
339	ты не	5	2
340	мы это	2	2
341	чего бы	1	2
342	и именно	1	2
343	от этого	3	2
344	что их	2	2
345	но к	1	2
346	проявляется и	1	2
347	не был	1	2
348	и быть	1	2
349	человеческого духа	1	2
350	вот в	1	2
351	над ним	1	2
352	говорил с	1	2
353	его личности	1	2
354	для чего	1	2
355	не случайно	1	2
356	мире и	1	2
357	не так	2	2
358	а потому	1	2
359	они и	2	2
360	до времени	1	2
361	освободиться от	1	2
362	с каким-то	1	2
363	человек с	1	2
364	с тобой	2	2
365	для них	2	2
366	основной вопрос	1	2
367	во что	1	2
368	оно ни	1	2
369	и навсегда	1	2
370	их и	1	2
371	и пусть	1	2
372	она и	1	2
373	и они	3	2
374	не имеет	3	2
375	художественный образ	1	2
376	еще и	1	2
377	далее и	1	2
378	где есть	1	2
379	по сравнению	1	2
380	у человека	1	2
381	в истории	8	2
382	и идеи	1	2
383	в образе	4	2
384	жизни не	1	2
385	найти в	1	2
386	ничем не	1	2
387	здесь есть	1	2
388	ее на	1	2
389	для нас	2	2
390	и тут	1	2
391	в силах	4	2
392	ты бы	1	2
393	как она	1	2
394	и слияние	1	2
395	его воли	1	2
396	искать в	1	2
397	чудо и	1	2
398	слово это	1	2
399	но она	1	2
400	людей он	3	2
401	теперь когда	1	2
402	но я	1	2
403	тех которые	3	2
404	может и	1	2
405	образ в	1	2
406	себя но	1	2
407	не к	2	2
408	никогда и	1	1
409	другом но	1	1
410	которые не	2	1
411	и люди	2	1
412	боролся с	1	1
413	это лишь	1	1
414	свое дело	1	1
415	людей но	1	1
416	эта новая	1	1
417	не свое	1	1
418	раскрыто и	1	1
419	ни стало	1	1
420	которой они	2	1
421	что человек	1	1
422	это отрицание	1	1
423	миру в	1	1
424	с тобою	3	1
425	сказал тебе	1	1
426	и самые	1	1
427	ко всем	1	1
428	и конечная	1	1
429	на которых	1	1
430	не верят	3	1
431	и полное	1	1
432	давно уже	2	1
433	идея эта	1	1
434	целое и	1	1
435	духа в	1	1
436	мы так	1	1
437	теперь это	1	1
438	себя не	1	1
439	для их	2	1
440	верит что	2	1
441	всего можно	1	1
442	но мы	2	1
443	нем нет	2	1
444	и свою	1	1
445	ты с	1	1
446	был таким	1	1
447	было не	1	1
448	не существует	1	1
449	ее к	1	1
450	не могли	2	1
451	очень важное	1	1
452	конкретные формы	1	1
453	личность не	1	1
454	и полюбил	1	1
455	зачем же	2	1
456	путь путь	1	1
457	у самого	1	1
458	свободе и	2	1
459	этот третий	1	1
460	первые слова	1	1
461	мы все	1	1
462	победы над	1	1
463	говорит что	1	1
464	любви к	1	1
465	к свободе	1	1
466	и остается	1	1
467	в прошлом	2	1
468	к ним	1	1
469	и над	2	1
470	бога и	5	1
471	ней и	1	1
472	ее но	1	1
473	же они	1	1
474	будем говорить	1	1
475	всех людей	3	1
476	нет что	1	1
477	о великом	4	1
478	не просто	1	1
479	своим словом	1	1
480	им под	1	1
481	жизни с	1	1
482	мы скажем	1	1
483	и могли	1	1
484	сливаться с	1	1
485	ее и	2	1
486	их же	1	1
487	и скажет	1	1
488	и столь	1	1
489	этому пути	2	1
490	инквизитора и	2	1
491	к человеку	1	1
492	в состоянии	1	1
493	что уже	1	1
494	слово только	1	1
495	другое и	1	1
496	имею я	1	1
497	все новые	1	1
498	в теоретическом	1	1
499	идея церкви	1	1
500	на этих	2	1
501	важное место	1	1
502	в утверждении	1	1
503	и за	2	1
504	верит в	2	1
505	в тот	1	1
506	бытия и	1	1
507	знаешь и	1	1
508	последнем же	1	1
509	весь мир	1	1
510	в третьем	1	1
511	есть еще	1	1
512	о возможности	1	1
513	самыми крайними	1	1
514	ее от	1	1
515	это мы	2	1
516	наконец не	1	1
517	упорно и	1	1
518	легенда о	2	1
519	нем но	1	1
520	ничего и	2	1
521	чтобы заставить	1	1
522	смысле и	1	1
523	и вместе	1	1
524	и путем	1	1
525	у байрона	2	1
526	в двух	1	1
527	в другие	1	1
528	личности если	1	1
529	у них	1	1
530	вместо того	2	1
531	личности и	3	1
532	последняя цель	1	1
533	более всего	1	1
534	и тем	1	1
535	но путь	1	1
536	как это	1	1
537	не будет	2	1
538	понимает и	2	1
539	свобода его	1	1
540	не были	1	1
541	других людей	1	1
542	и хотя	1	1
543	миру и	1	1
544	что бы	1	1
545	о победе	1	1
546	значит быть	1	1
547	не утверждение	1	1
548	жизнь как	1	1
549	известном смысле	1	1
550	и никогда	2	1
551	мы дадим	1	1
552	что есть	5	1
553	их к	1	1
554	но прежде	1	1
555	был в	1	1
556	и развитием	1	1
557	сама идея	1	1
558	в сердце	1	1
559	платоновском смысле	1	1
560	если они	1	1
561	который был	1	1
562	самого ивана	1	1
563	есть одна	1	1
564	и чем	1	1
565	любви и	1	1
566	ведет к	1	1
567	люди что	1	1
568	она к	1	1
569	если в	1	1
570	живет в	1	1
571	образа в	1	1
572	сложное и	1	1
573	и менее	1	1
574	дороги и	2	1
575	прямо противоположна	1	1
576	и единый	1	1
577	они только	1	1
578	ты и	1	1
579	самой жизни	1	1
580	лишь из	2	1
581	свою авторитетность	1	1
582	и вновь	1	1
583	власти и	1	1
584	одинаково не	1	1
585	и ложь	1	1
586	не знающего	1	1
587	себя с	1	1
588	но вот	1	1
589	это сделали	1	1
590	еще с	1	1
591	превращаются в	2	1
592	и религиозном	1	1
593	униженным и	1	1
594	уж конечно	2	1
595	же ведь	1	1
596	идет за	1	1
597	ли он	1	1
598	думают что	1	1
599	сравнению с	1	1
600	духа а	1	1
601	в известном	1	1
602	духа своего	1	1
603	нет ничего	3	1
604	ли они	1	1
605	ты ты	1	1
606	вот почему	2	1
607	возможно в	1	1
608	тоска а	1	1
609	что мы	4	1
610	ними как	1	1
611	и великого	1	1
612	во мне	4	1
613	путь которым	2	1
614	это только	1	1
615	и любовь	1	1
616	их жизнь	2	1
617	и тогда	2	1
618	и теперь	2	1
619	и два	1	1
620	истины не	1	1
621	еще больше	1	1
622	истории и	2	1
623	это имеет	1	1
624	тогда как	1	1
625	только это	1	1
626	сам это	1	1
627	выбора в	1	1
628	может ли	1	1
629	тоже ведь	1	1
630	о смысле	4	1
631	тайну и	1	1
632	пуст и	1	1
633	не имел	2	1
634	вера в	2	1
635	к полному	1	1
636	любви а	1	1
637	это ты	1	1
638	д и	1	1
639	людей не	2	1
640	тогда мы	1	1
641	влагает в	1	1
642	своим предметом	1	1
643	жив не	1	1
644	на всей	1	1
645	ибо лишь	1	1
646	и было	1	1
647	в первый	3	1
648	он делает	1	1
649	для всякого	1	1
650	образ и	1	1
651	ничего кроме	1	1
652	переход к	1	1
653	же им	1	1
654	что теперь	2	1
655	и создал	1	1
656	есть уже	2	1
657	ведет по	2	1
658	было для	1	1
659	реакция на	1	1
660	это еще	4	1
661	знает может	1	1
662	раз навсегда	2	1
663	великом инквизиторе	5	1
664	и другое	1	1
665	личное начало	1	1
666	ли ты	2	1
667	свое и	1	1
668	нет у	4	1
669	со своей	1	1
670	отказавшись от	1	1
671	не создает	2	1
672	в новом	1	1
673	бы это	1	1
674	людей в	3	1
675	человека к	1	1
676	и последнее	2	1
677	за то	3	1
678	в разных	1	1
679	является и	1	1
680	наконец от	1	1
681	его не	2	1
682	этом мире	1	1
683	нельзя не	1	1
684	выше всего	2	1
685	в искусстве	1	1
686	есть прежде	1	1
687	отказ от	1	1
688	свобода и	1	1
689	перед кем	1	1
690	личность как	2	1
691	и всех	1	1
692	в платоновском	1	1
693	свою роль	1	1
694	не хотел	2	1
695	те которые	2	1
696	его совести	1	1
697	не верит	3	1
698	дух в	1	1
699	по этому	3	1
700	если кроме	1	1
701	и переживаний	1	1
702	мы слышим	2	1
703	их на	1	1
704	и ведет	1	1
705	в бытии	1	1
706	и новые	2	1
707	бы от	1	1
708	случилось к	1	1
709	его есть	1	1
710	сделать их	1	1
711	его речей	1	1
712	слияние с	1	1
713	не надо	1	1
714	к богу	8	1
715	есть не	1	1
716	мира с	1	1
717	которой так	1	1
