N	2gram	Vygotskiy_	VrazhdaK
434	это же	2	1
435	одним лишь	1	1
436	некоторое время	1	1
437	что же	3	1
438	сильные стороны	1	1
439	как на	8	1
440	которая называется	1	1
441	соответствии с	1	1
442	известном смысле	2	1
443	ней благодаря	1	1
444	ее не	1	1
445	в плане	3	1
446	что для	3	1
447	ключ к	3	1
448	руку и	1	1
449	той же	13	1
450	заключается в	14	1
451	как правило	2	1
452	могут быть	7	1
453	и взял	1	1
454	м о	1	1
455	только по	5	1
456	на пороге	4	1
457	его отношения	2	1
458	такая же	1	1
459	до конца	8	1
460	в высшей	3	1
461	из первых	1	1
462	к которому	3	1
463	это отношение	3	1
464	что только	1	1
465	прямое выражение	2	1
466	только при	1	1
467	в первой	3	1
468	и от	6	1
469	и есть	4	1
470	во всей	3	1
471	в силу	21	1
472	на этот	2	1
473	и повторяя	1	1
474	такой же	4	1
475	в уме	4	1
476	но я	1	1
477	идет не	1	1
478	есть все	1	1
479	каком направлении	1	1
480	все кто	1	1
481	однажды в	1	1
482	из этого	4	1
483	от них	1	1
484	этом отношении	7	1
485	своим собственным	1	1
486	а следовательно	1	1
487	всяком случае	1	1
488	конце концов	1	1
489	независимо от	1	1
490	момент его	1	1
491	друг друга	9	1
492	другой раз	4	1
493	с ее	2	1
494	бы в	7	1
495	у вас	1	1
496	не просто	1	1
497	того же	7	1
498	ни разу	1	1
499	только о	3	1
500	в целом	7	1
501	свои собственные	1	1
502	едва ли	5	1
503	одного и	3	1
504	и наконец	4	1
505	с крайне	1	1
506	в известной	1	1
507	ничего не	2	1
508	но нас	1	1
509	поэтому он	2	1
510	к нему	5	1
511	более того	2	1
512	котором он	1	1
513	высшей степени	1	1
