N	2gram	Vygotskiy_	Otkroven
128	в других	2	2
129	с чем	1	2
130	что все	2	2
131	хотя и	2	2
132	не есть	5	2
133	в своей	9	2
134	в глубь	1	2
135	все еще	2	2
136	по себе	11	2
137	не имеет	3	2
138	к этому	5	2
139	том что	44	2
140	и для	4	2
141	в ее	1	2
142	своей жизни	1	2
143	подойти к	1	2
144	но в	4	2
145	человека а	1	2
146	уже с	1	1
147	что было	1	1
148	путей развития	1	1
149	ближе к	1	1
150	во всем	7	1
151	к одному	10	1
152	в каждом	2	1
153	и весь	1	1
154	во всяком	10	1
155	связан с	2	1
156	не так	1	1
157	совершенно ином	1	1
158	совершенно не	1	1
159	открыл что	1	1
160	том случае	2	1
161	для его	2	1
162	еще одну	1	1
163	а с	4	1
164	не существует	1	1
165	все его	2	1
166	и действий	1	1
167	и человека	1	1
168	и других	4	1
169	указывали на	1	1
170	к другу	1	1
171	один из	8	1
172	которым он	2	1
173	в котором	3	1
174	и здесь	5	1
175	та же	3	1
176	даже когда	1	1
177	по природе	1	1
178	виду не	1	1
179	идет у	1	1
180	этому но	1	1
181	после этого	1	1
182	характер его	1	1
183	самой природе	1	1
184	друг к	1	1
185	он ни	1	1
186	к человеческой	2	1
187	же и	2	1
188	и лишь	1	1
189	после того	1	1
190	не имеют	2	1
191	человека не	1	1
192	случае если	2	1
193	он выступает	1	1
194	но о	1	1
195	того как	5	1
196	к одной	3	1
197	и заключается	2	1
198	в первый	2	1
199	собой в	1	1
200	его с	1	1
201	она не	1	1
202	том как	1	1
203	не противопоставляет	1	1
204	мы не	14	1
205	противоречие и	1	1
206	ее у	1	1
207	смысле слова	5	1
208	связана с	3	1
209	и остаются	1	1
210	не идет	2	1
211	не приходит	1	1
212	и богатый	1	1
213	еще более	1	1
214	также и	3	1
215	ту же	2	1
216	но не	7	1
217	путь которым	1	1
218	по сравнению	6	1
219	это все	1	1
220	и менее	1	1
221	вопросу о	1	1
222	не по	2	1
223	представляет собой	6	1
224	но всегда	2	1
225	быть не	2	1
226	был бы	2	1
227	в ней	3	1
228	из всех	2	1
229	и судьбу	1	1
230	он видит	1	1
231	что это	8	1
232	и тогда	2	1
233	речи и	11	1
234	этом отношении	9	1
235	может служить	2	1
236	всяком случае	10	1
237	с трудом	1	1
238	в свое	2	1
239	в сущности	3	1
240	он что	1	1
241	лишь после	1	1
242	лучше сказать	1	1
243	сам по	2	1
244	но тем	2	1
245	все основные	1	1
246	в частности	4	1
247	говорит о	1	1
248	как это	16	1
249	о нем	2	1
250	между двумя	3	1
251	и больше	1	1
252	не оставляет	1	1
253	чем у	1	1
254	только один	1	1
255	что только	1	1
256	со всей	5	1
257	как у	2	1
258	распадается на	4	1
259	со стороны	1	1
260	и через	1	1
261	в которую	1	1
262	видеть в	4	1
263	за собой	1	1
264	и что	15	1
265	в одном	4	1
266	у нас	1	1
267	в отношении	14	1
268	можно было	10	1
269	подходит к	2	1
270	дается в	1	1
271	не потому	1	1
272	же не	3	1
273	бы и	2	1
274	им самим	1	1
275	этим именем	5	1
276	заключает в	3	1
277	и это	7	1
278	вообще но	1	1
279	этого типа	1	1
280	есть самая	1	1
281	совершенно новый	1	1
282	это есть	1	1
283	смысле этого	10	1
284	и когда	3	1
285	и до	1	1
286	этими двумя	1	1
287	доходит до	1	1
288	с их	3	1
289	знания в	1	1
290	ставит в	1	1
291	чему бы	1	1
292	проникнуть в	1	1
293	в русском	1	1
294	иначе чем	2	1
295	есть уже	1	1
296	по своей	12	1
297	от того	8	1
298	всей ее	1	1
299	человека с	1	1
300	связанная с	1	1
301	цели и	2	1
302	остаются на	2	1
303	свой метод	1	1
304	думать что	1	1
305	в них	3	1
306	вопрос об	2	1
307	в форме	2	1
308	говорит он	8	1
309	связь с	4	1
310	в силе	1	1
311	перед ним	4	1
312	как например	2	1
313	не совпадает	1	1
314	было сделать	1	1
315	не случайно	1	1
316	и даже	4	1
317	исключительно со	1	1
318	психологии и	1	1
319	все та	1	1
320	не той	1	1
321	в глаза	2	1
322	этот период	1	1
323	это вопрос	1	1
324	всегда и	1	1
325	и влечет	1	1
326	показывает нам	1	1
327	если бы	12	1
328	и путь	1	1
329	самом деле	4	1
330	у которых	1	1
331	от всех	2	1
332	и мыслей	1	1
333	говорит в	1	1
334	ii в	1	1
335	и формы	1	1
336	считать установленным	2	1
337	и более	4	1
338	вот что	1	1
339	с ними	3	1
340	к чему	1	1
341	богаче чем	1	1
342	и сам	4	1
343	для целей	1	1
344	всегда в	1	1
345	или лучше	1	1
346	и можно	1	1
347	высший тип	2	1
348	может ли	2	1
349	человеческого общества	1	1
350	в виду	4	1
351	в силу	9	1
352	самом начале	1	1
353	не иметь	3	1
354	на этот	5	1
355	и раскрыть	1	1
356	лишь по	1	1
357	вообще и	2	1
358	в мир	1	1
359	и эта	4	1
360	в духовном	1	1
361	открылся совершенно	1	1
362	в эпоху	1	1
363	к каким	1	1
364	его как	1	1
365	во внешней	1	1
366	отношения к	1	1
367	тем же	8	1
368	установленным что	1	1
369	ключ к	5	1
370	заключается в	22	1
371	но от	1	1
372	ведет к	1	1
373	начиная с	2	1
374	и действительно	1	1
375	огромное значение	3	1
376	он говорит	1	1
377	в обычном	1	1
378	в конце	1	1
379	указывает на	3	1
380	в процессе	33	1
381	например в	2	1
382	задача которая	1	1
383	в жизни	3	1
384	между этими	2	1
385	путь он	1	1
386	находится в	4	1
387	в корне	2	1
388	характер и	2	1
389	с той	3	1
390	это глубоко	1	1
391	глубоко отличается	2	1
392	лишь на	2	1
393	и как	11	1
394	совершенно исключительное	1	1
395	то в	3	1
396	лишь с	1	1
397	все время	6	1
398	к его	1	1
399	нам все	1	1
400	есть не	1	1
401	приходит в	1	1
402	что она	7	1
403	а именно	1	1
404	всякого кто	1	1
405	том только	1	1
406	одна из	2	1
407	в мире	2	1
408	в разных	1	1
409	который в	4	1
410	как в	14	1
411	этого слова	13	1
412	другом месте	3	1
413	в совершенно	5	1
414	на то	7	1
415	но у	1	1
416	в уме	1	1
417	что говорит	2	1
418	и раньше	1	1
419	не стоит	2	1
420	от этого	6	1
421	эксперимент в	1	1
422	может привести	1	1
423	и я	1	1
424	нуждается в	1	1
425	отличается от	5	1
426	да и	1	1
427	друг с	10	1
428	ли может	1	1
429	нисколько не	3	1
430	исследование в	1	1
431	возможности для	1	1
432	и характер	2	1
433	сравнению с	4	1
434	но это	7	1
435	и после	1	1
436	и открывает	1	1
437	в это	1	1
438	противоречии с	2	1
439	себе и	2	1
440	он открывает	1	1
441	с другом	10	1
442	и чем	1	1
443	показал что	5	1
444	само по	3	1
445	жизни не	1	1
446	начинает с	1	1
447	из них	5	1
448	свои собственные	1	1
449	той стороны	1	1
450	что их	1	1
451	вовсе не	5	1
452	что как	3	1
453	это так	2	1
454	уже не	3	1
455	указать на	2	1
456	с того	1	1
457	стороны с	1	1
458	особенно в	2	1
459	со всеми	9	1
460	и самый	1	1
461	бы ни	2	1
462	и способы	1	1
463	бы в	5	1
464	к другому	2	1
465	процесс с	1	1
466	отметить что	1	1
467	овладеть человеческой	1	1
