N	3gram	Medvedev_V	Problema
86	какой мере не	1	5
87	одно и то	1	5
88	же как и	1	5
89	дело не в	1	4
90	как это мы	1	4
91	том числе и	2	4
92	и вместе с	1	4
93	но все же	1	4
94	мы имеем дело	1	4
95	в том чтобы	2	4
96	этой точки зрения	2	4
97	все же не	1	4
98	же в таком	1	4
99	не было бы	4	4
100	также и в	2	4
101	вопрос о том	1	4
102	чем же в	1	4
103	не значит что	1	4
104	равно как и	4	4
105	ту или иную	1	4
106	подобно тому как	3	4
107	есть то что	1	4
108	во всех этих	2	4
109	в новое время	1	4
110	одной стороны и	2	3
111	в результате этого	1	3
112	в вечном муже	1	3
113	бы не было	2	3
114	в художественном образе	1	3
115	к тому что	4	3
116	ни к какому	1	3
117	и в искусстве	1	3
118	не обходится без	1	3
119	в чем же	2	3
120	в результате чего	2	3
121	именно в этом	1	3
122	не может обойтись	1	3
123	том что и	1	3
124	одному тому что	2	3
125	с этой точки	1	3
126	если бы он	1	3
127	является не чем	1	3
128	никак не могут	1	3
129	по сравнению с	1	3
130	и есть то	1	3
131	хотя бы в	3	3
132	бросается в глаза	1	3
133	и в то	3	3
134	и никогда не	2	3
135	вот что пишет	2	3
136	и может быть	1	3
137	от того что	2	3
138	того что мы	1	3
139	точном смысле слова	2	3
140	но в то	1	3
141	по одному тому	2	3
142	далеко не всегда	1	3
143	после того как	2	3
144	по отношению к	7	2
145	и т п	9	2
146	один из них	1	2
147	а значит и	3	2
148	мы говорим о	1	2
149	прав в том	1	2
150	не могут не	2	2
151	таким образом уже	1	2
152	а в том	1	2
153	с теми или	1	2
154	в частности в	2	2
155	говорить не о	2	2
156	в искусстве и	1	2
157	это и значит	1	2
158	может обойтись без	1	2
159	в целом и	1	2
160	уже о том	1	2
161	характером и не	1	2
162	не только для	2	2
163	говорить только о	1	2
164	в братьях карамазовых	1	2
165	в этом же	1	2
166	вовсе не значит	1	2
167	в виду не	1	2
168	таким образом в	2	2
169	идеи и образа	1	2
170	крайней мере для	1	2
171	может быть никакого	1	2
172	ни одна из	1	2
173	мы только что	1	2
174	мышления в этом	1	2
175	что он не	1	2
176	а не только	1	2
177	имеются в виду	1	2
178	не отличается от	1	2
179	в том же	1	2
180	значит что он	1	2
181	только в пределах	1	2
182	и многих других	1	2
183	могло бы быть	1	2
184	между собою и	1	2
185	что перед нами	1	2
186	что все эти	2	2
187	в виду именно	1	2
188	ни один из	2	2
189	из них не	2	2
190	не может не	2	2
191	в свою очередь	1	2
192	и не может	2	2
193	никогда не может	1	2
194	при всем своем	1	2
195	для самого себя	1	2
196	а вместе с	1	2
197	в том случае	1	2
198	только в этом	1	2
199	мы встречаемся с	1	2
200	по себе в	1	2
201	на то или	1	2
202	является для него	1	2
203	но с другой	1	2
204	в едином и	1	1
205	относится к сфере	1	1
206	но ведь это	1	1
207	как же в	1	1
208	одним из главнейших	1	1
209	в одном и	1	1
210	то это вовсе	1	1
211	только два примера	1	1
212	сливается в единый	1	1
213	одной из этих	1	1
214	и в другом	2	1
215	в прямом смысле	1	1
216	из них и	1	1
217	области художественного творчества	1	1
218	содержания и формы	1	1
219	не впасть в	1	1
220	в целом но	1	1
221	с бытием и	1	1
222	было бы значительно	1	1
223	того чтобы понять	1	1
224	человека а не	1	1
225	что в них	1	1
226	чтобы покончить с	1	1
227	но и он	2	1
228	тому что на	1	1
229	кроме того что	1	1
230	что в процессе	1	1
231	в силу этого	4	1
232	а между тем	1	1
233	хотя в порядке	1	1
234	творчества таким образом	1	1
235	вплоть до полного	1	1
236	по аналогии с	1	1
237	познания объективной действительности	1	1
238	еще в году	1	1
239	быть и речи	1	1
240	в каждом отдельном	2	1
241	на этот вопрос	1	1
242	в ней не	1	1
243	дошедших до нас	1	1
244	но вместе с	1	1
245	в существе своем	1	1
246	только один из	1	1
247	и сводится к	1	1
248	его от других	1	1
249	все это не	1	1
250	же говорит и	3	1
251	таким образом и	1	1
252	и в обыденной	1	1
253	и не быть	1	1
254	отнюдь не являются	1	1
255	чуть ли не	2	1
256	художественное творчество как	1	1
257	и том же	2	1
258	по существу же	1	1
259	по существу своему	1	1
260	в каждой из	1	1
261	в силу того	1	1
262	как это было	1	1
263	две основные тенденции	1	1
264	не имели бы	1	1
265	не случайно и	1	1
266	бы значительно увеличить	1	1
267	что ни один	1	1
268	это понятие или	1	1
269	может быть в	1	1
270	как один из	1	1
271	необходимо подчеркнуть что	1	1
272	приводит в движение	1	1
273	хотя бы с	1	1
274	которые в нем	1	1
275	говоря только с	1	1
276	ли это что	1	1
277	художественный образ должен	1	1
278	художественного произведения и	1	1
279	одном и том	2	1
280	это видно из	2	1
281	может охватить и	1	1
282	как и все	1	1
283	в этом замечательном	1	1
284	этого типа мы	1	1
285	самые разнообразные формы	1	1
286	можно ли считать	1	1
287	том случае если	1	1
288	у тургенева и	1	1
289	он говорит как	1	1
290	отдельных частей и	1	1
291	нет ни одного	1	1
292	стихах и в	1	1
293	но и для	1	1
294	таким образом сама	1	1
295	хотя может быть	1	1
296	в области художественного	1	1
297	сказать что до	1	1
298	бы и не	3	1
299	отнюдь не в	1	1
300	художественного творчества и	1	1
301	речь идет только	1	1
302	может идти только	1	1
303	в одном из	4	1
304	не могут обойтись	1	1
305	человека вообще и	1	1
306	это одна из	1	1
307	один из видов	1	1
308	и в результате	1	1
309	сих пор не	1	1
310	значительно увеличить не	1	1
311	этому поводу с	1	1
312	что его можно	1	1
313	так и от	2	1
314	крайней мере сам	1	1
315	и во всех	1	1
316	мы в данном	1	1
317	что в своем	1	1
318	и наконец в-третьих	1	1
319	значит ли это	1	1
320	не в том	2	1
321	в следующих словах	1	1
322	если он не	1	1
323	в подавляющем большинстве	1	1
324	того что не	1	1
325	прямо и непосредственно	1	1
326	оно и может	1	1
327	но к ним	1	1
328	где же в	1	1
329	что для него	1	1
330	уже сама по	1	1
331	образ должен быть	1	1
332	л толстой в	2	1
333	художественных образов в	1	1
334	на известной ступени	1	1
335	нет например в	1	1
336	что об этом	1	1
337	том что мы	1	1
338	об этом же	1	1
339	мало чем отличается	1	1
340	что они не	1	1
341	таким образом даже	2	1
342	не могут быть	4	1
343	об этом свидетельствует	1	1
344	в силу чего	2	1
345	в сознании а	1	1
346	точки зрения на	1	1
347	то же время	5	1
348	что даже и	1	1
349	хотя оно и	1	1
350	приведем только два	1	1
351	теми или иными	1	1
352	том как он	1	1
353	в художественном произведении	4	1
354	в философии к	1	1
355	художественными образами и	1	1
356	не удивительно что	3	1
357	тогда когда все	1	1
358	анализа и синтеза	1	1
359	то как будто	1	1
360	речь может идти	1	1
361	этом отношении ему	1	1
362	человеческого познания и	1	1
363	в самом понятии	2	1
364	выйти за пределы	1	1
365	другой стороны он	1	1
366	или ином отношении	1	1
367	бы он был	1	1
368	идти только о	1	1
369	не чувственное представление	1	1
370	что а белый	1	1
371	объективного мира и	1	1
372	у л толстого	2	1
373	и сознания а	1	1
374	в точном смысле	2	1
375	но даже в	1	1
376	и значит что	1	1
377	чем отличается от	1	1
378	что они отнюдь	1	1
379	но что она	1	1
380	если бы все	1	1
381	они отнюдь не	1	1
382	когда говорят о	1	1
383	ответ на этот	1	1
384	по его мнению	1	1
385	предмета в его	1	1
386	произведения и его	1	1
387	чем же выражается	1	1
388	из которых каждая	1	1
389	имеем дело с	1	1
390	можно говорить только	1	1
