N	3gram	Propp_Isto	Formalny
249	может привести к	1	1
250	при помощи которой	2	1
251	как это делали	1	1
252	но тем не	2	1
253	и вступает в	1	1
254	в том отношении	1	1
255	же как и	3	1
256	мы наталкиваемся на	1	1
257	в других случаях	2	1
258	обратить внимание еще	1	1
259	в связь с	1	1
260	тем что он	1	1
261	в огромном большинстве	1	1
262	но не для	1	1
263	по этому вопросу	1	1
264	в общих чертах	1	1
265	объясняется тем что	1	1
266	этом случае в	1	1
267	другой стороны и	3	1
268	она не могла	1	1
269	мы уже говорили	1	1
270	именно так и	1	1
271	литература но и	1	1
272	это и есть	2	1
273	между прочим и	2	1
274	не могла бы	1	1
275	можно было бы	2	1
276	он является если	1	1
