N	2gram	Tiupa_Disk	Vvedenie
297	может оказаться	1	3
298	или иной	8	3
299	и вообще	2	3
300	что она	1	3
301	одна из	1	3
302	как будто	3	3
303	здесь не	1	3
304	текст и	2	3
305	он сам	2	3
306	к этому	4	3
307	тех или	1	3
308	для которых	1	3
309	для этого	1	3
310	в известной	1	3
311	мы видели	1	3
312	к нему	1	3
313	никогда не	3	3
314	или иным	1	2
315	ближе к	2	2
316	во всем	2	2
317	нельзя признать	1	2
318	так и	14	2
319	должна была	1	2
320	и другие	1	2
321	что они	1	2
322	данном отношении	1	2
323	этой книги	1	2
324	во втором	5	2
325	этому времени	1	2
326	на языке	3	2
327	нами не	1	2
328	в научной	1	2
329	говоря уже	2	2
330	на протяжении	2	2
331	собой в	1	2
332	должна быть	2	2
333	мы не	2	2
334	обратить внимание	2	2
335	и должно	2	2
336	не нужно	2	2
337	культуры это	1	2
338	несмотря на	1	2
339	из того	1	2
340	ни к	11	2
341	учение о	1	2
342	о них	2	2
343	это уже	1	2
344	или нет	1	2
345	мысли и	2	2
346	сам по	1	2
347	нашего времени	2	2
348	истории в	2	2
349	не исчерпывается	1	2
350	понятия в	1	2
351	себя в	8	2
352	для них	1	2
353	не столько	3	2
354	целом ряде	1	2
355	в формах	2	2
356	лежит в	1	2
357	и развития	1	2
358	античной культуры	1	2
359	то она	2	2
360	к тексту	1	2
361	в таких	1	2
362	в своих	6	2
363	не было	9	2
364	стоит в	1	2
365	этого не	1	2
366	что к	1	2
367	и с	2	2
368	наших дней	2	2
369	с ней	3	2
370	по их	1	2
371	будто бы	3	2
372	это еще	2	2
373	значение в	1	2
374	с теми	1	2
375	с конца	1	2
376	жизни и	2	2
377	и требует	2	2
378	том или	1	2
379	например в	4	2
380	до наших	1	2
381	значении этого	4	2
382	случае не	1	2
383	и без	2	2
384	в связи	1	2
385	подобно тому	4	2
386	следует понимать	1	2
387	в соответствии	4	2
388	в определенной	1	2
389	другом месте	1	2
390	в ряду	4	2
391	к своему	2	2
392	и при	1	2
393	или ином	1	2
394	и со	1	2
395	тем или	1	2
396	об особом	1	2
397	о которых	1	2
398	же касается	4	2
399	но уже	3	2
400	себе и	1	2
401	в каждой	3	2
402	могло бы	1	2
403	и те	1	2
404	во всех	6	2
405	этих двух	1	2
406	и чем	1	2
407	большей части	1	2
408	которая как	1	2
409	не говоря	2	2
410	действительности в	1	2
411	при всей	9	2
412	и потому	3	2
413	но как	2	2
414	мы можем	1	2
415	а с	8	2
416	не существует	1	2
417	не могли	1	2
418	в конкретных	1	2
419	когда мы	1	2
420	это понятие	3	2
421	этой традиции	1	2
422	ничего не	1	2
423	в языке	2	2
424	в свою	3	2
425	задний план	1	2
426	тому как	5	2
427	и собственно	2	2
428	на такие	1	2
429	по самой	1	2
430	в отношениях	1	2
431	из его	1	2
432	в этот	1	2
433	у них	1	2
434	мы должны	1	2
435	уже было	2	2
436	быть и	2	2
437	не мог	1	2
438	исходный пункт	1	2
439	средних веков	1	2
440	но зато	2	2
441	в прошлом	1	2
442	если же	1	2
443	отношении к	1	2
444	речь идет	2	2
445	хотя в	3	2
446	в тех	2	2
447	в форме	2	2
448	художественной литературы	1	2
449	вообще в	1	2
450	и до	2	2
451	тогда как	28	2
452	в обоих	1	2
453	каждый из	2	2
454	свою очередь	3	2
455	обратим внимание	1	2
456	не совпадает	1	2
457	не бывает	1	2
458	состоит в	20	2
459	составляет его	1	2
460	может ли	1	2
461	что здесь	1	2
462	как искусство	1	2
463	одно и	2	2
464	соответствии с	5	2
465	к числу	2	2
466	мы называем	1	2
467	отсюда и	1	2
468	мог бы	1	2
469	и др	3	2
470	должно быть	2	2
471	это делает	1	2
472	одного и	5	2
473	с соответствующими	1	2
474	том же	1	2
475	который по	3	2
476	тем более	1	2
477	имеют дело	1	2
478	языка с	2	2
479	с помощью	1	2
480	чаще всего	1	2
481	всего к	1	2
482	на то	1	2
483	заявляет что	1	2
484	с текстами	1	2
485	его к	1	2
486	это в	4	2
487	этого слова	1	2
488	но это	3	2
489	жизни как	2	2
490	имеет свою	3	2
491	к языку	1	2
492	только о	2	2
493	истории из	1	2
494	на рубеже	2	2
495	не к	3	2
496	как совокупность	1	2
497	котором он	2	2
498	воззрения на	2	2
499	что было	1	1
500	к лицу	2	1
501	всего в	2	1
502	были бы	1	1
503	было у	1	1
504	иначе говоря	5	1
505	которой у	1	1
506	то в	1	1
507	имеет своим	2	1
508	к общему	1	1
509	утверждать что	1	1
510	и составляет	3	1
511	литературой то	1	1
512	главе с	1	1
513	человеческой личности	1	1
514	этот термин	1	1
515	котором они	1	1
516	новейшее время	1	1
517	явно не	1	1
518	с правилами	1	1
519	себе самому	1	1
520	человека к	1	1
521	общения в	3	1
522	фактической истории	1	1
523	за ним	1	1
524	таковы например	2	1
525	из цикла	1	1
526	достоевского в	1	1
527	мышления и	1	1
528	цель такого	1	1
529	она и	1	1
530	от его	1	1
531	они не	2	1
532	различие между	3	1
533	действий в	1	1
534	для каждой	1	1
535	собой продукт	1	1
536	к человеку	1	1
537	в момент	2	1
538	и составляют	1	1
539	поскольку мы	1	1
540	чтобы быть	1	1
541	на язык	1	1
542	его из	1	1
543	к одной	1	1
544	жизни а	2	1
545	которая в	3	1
546	время и	2	1
547	служит одновременно	1	1
548	что каждый	1	1
549	как к	2	1
550	в общих	1	1
551	том числе	3	1
552	своих задач	1	1
553	ее а	1	1
554	гораздо менее	3	1
555	человека можно	1	1
556	и имеет	1	1
557	для себя	6	1
558	отношения к	2	1
559	или по	1	1
560	к сфере	1	1
561	xix столетия	2	1
562	которых возникает	1	1
563	однако и	2	1
564	групп и	1	1
565	новое и	1	1
566	для него	9	1
567	но от	1	1
568	важный вопрос	1	1
569	таков путь	1	1
570	бы на	1	1
571	в определенном	1	1
572	входят в	1	1
573	по двум	1	1
574	ни казался	1	1
575	каждой области	2	1
576	имеем дело	3	1
577	принципе не	1	1
578	что так	1	1
579	в некоторых	1	1
580	которого он	1	1
581	по слову	4	1
582	одном и	1	1
583	в литературе	2	1
584	от времени	1	1
585	к предмету	1	1
586	различного рода	3	1
587	по праву	1	1
588	ее в	1	1
589	в область	1	1
590	историю не	1	1
591	именно о	1	1
592	и за	1	1
593	за ее	1	1
594	видеть в	1	1
595	интерес к	2	1
596	разного рода	2	1
597	возникающих в	1	1
598	в культуре	3	1
599	ее становления	3	1
600	слова в	2	1
601	и о	4	1
602	с каждым	1	1
603	требует от	2	1
604	на самом	1	1
605	истории с	1	1
606	или иную	1	1
607	здесь в	4	1
608	литературного развития	1	1
609	лицом к	2	1
610	его от	1	1
611	что русский	1	1
612	из возможных	1	1
613	иного рода	1	1
614	возможно только	2	1
615	в европейской	1	1
616	по правилам	1	1
617	приходит к	1	1
618	таком случае	1	1
619	себе не	4	1
620	уже говорилось	1	1
621	все прочие	1	1
622	с различной	1	1
623	по словам	4	1
624	частности в	2	1
625	не на	3	1
626	качестве примера	2	1
627	не выходя	1	1
628	различия между	3	1
629	явления культуры	1	1
630	разумеется не	2	1
631	объект и	1	1
632	раз в	1	1
633	этом качестве	1	1
634	отношения между	1	1
635	др в	1	1
636	чему в	1	1
637	оно не	2	1
638	как не	3	1
639	быть названа	1	1
640	более или	2	1
641	что ни	3	1
642	но на	1	1
643	или не	2	1
644	все то	1	1
645	цель и	1	1
646	реальной действительности	1	1
647	прямо к	1	1
648	на свой	1	1
649	просто как	2	1
650	как писал	1	1
651	или в	2	1
652	вв до	1	1
653	из повседневного	1	1
654	из важнейших	2	1
655	целого но	1	1
656	их по	1	1
657	иных отношениях	1	1
658	что его	1	1
659	всех его	1	1
660	слова но	1	1
661	что будет	2	1
662	из сторон	1	1
663	самого по	1	1
664	для собственно	1	1
665	становления и	4	1
666	в россии	1	1
667	с другими	1	1
668	и все	5	1
669	иными словами	1	1
670	в некотором	1	1
671	содержание и	1	1
672	бытия и	1	1
673	еще в	6	1
674	английского языка	1	1
675	есть в	3	1
676	быть только	1	1
677	может и	4	1
678	в эпоху	5	1
679	но для	2	1
680	в построении	2	1
681	устная речь	1	1
682	о жизни	1	1
683	представление о	1	1
684	очевидно что	1	1
685	во множестве	1	1
686	слова а	1	1
687	значения и	1	1
688	в таком	1	1
689	или иная	1	1
690	я и	3	1
691	живого общения	1	1
692	в жизни	2	1
693	понимать как	1	1
694	можно назвать	2	1
695	литературного рассказа	1	1
696	места и	1	1
697	заметить что	2	1
698	не остается	1	1
699	впрочем не	1	1
700	о теории	1	1
701	в одних	1	1
702	на определенной	1	1
703	с той	3	1
704	не ограничивается	2	1
705	встречается в	1	1
706	с ними	1	1
707	не предполагает	4	1
708	человек в	1	1
709	при более	1	1
710	если и	1	1
711	в цепи	1	1
712	всего он	1	1
713	или даже	2	1
714	далеко не	10	1
715	говорят о	1	1
716	по внешности	1	1
717	обоих случаях	1	1
718	возникает как	1	1
719	общих чертах	2	1
720	как иногда	2	1
721	в одно	2	1
722	времени как	1	1
723	человеке и	1	1
724	сообщение о	1	1
725	во главе	1	1
726	собой не	1	1
727	не от	2	1
728	как с	1	1
729	это требует	1	1
730	в такой	1	1
731	говорим только	1	1
732	отличается от	3	1
733	между собой	2	1
734	не создает	1	1
735	любви и	1	1
736	в новом	2	1
737	слово в	1	1
738	слова или	1	1
739	том как	1	1
740	и художественного	1	1
741	хотя оба	1	1
742	это было	2	1
743	какой-либо иной	1	1
744	для современной	1	1
745	на его	4	1
746	а разных	1	1
747	к мысли	2	1
748	в сторону	4	1
749	них в	2	1
750	явление культуры	1	1
751	которая не	1	1
752	от целого	1	1
753	традицию не	1	1
754	xix-xx вв	1	1
755	произведение есть	1	1
756	тому же	5	1
757	для читателя	1	1
758	составляет один	1	1
759	это бывает	1	1
760	к концу	1	1
761	в а	1	1
762	это тоже	1	1
763	теперь и	1	1
764	говорит об	1	1
765	или менее	2	1
766	в одной	4	1
767	и понимание	2	1
768	мысли в	1	1
769	связано с	1	1
770	и другого	2	1
771	кто из	2	1
772	действительности а	1	1
773	как произведение	2	1
774	а для	1	1
775	вопроса о	1	1
776	ему не	1	1
777	на них	1	1
778	непосредственно и	1	1
779	произведение в	2	1
780	представляла собой	1	1
781	и обрабатывать	1	1
782	себя не	1	1
783	у этих	1	1
784	здесь как	1	1
785	это и	2	1
786	к устному	2	1
787	его и	1	1
788	того или	3	1
789	этом пункте	1	1
790	с данной	1	1
791	человека в	6	1
792	с позиций	5	1
793	культуры для	1	1
794	целое в	2	1
795	в уста	1	1
796	и эти	1	1
797	в противовес	4	1
798	в центр	1	1
799	с двумя	1	1
800	а к	3	1
801	в полной	1	1
802	уже сказано	1	1
803	не принадлежит	1	1
804	и более	1	1
805	это были	1	1
806	сложившиеся в	1	1
807	жизни для	1	1
808	художественного образа	1	1
809	с самого	2	1
810	данной точки	1	1
811	в исследование	1	1
812	в действительности	3	1
813	иной области	1	1
814	что этот	1	1
815	такие же	1	1
816	о чем-то	1	1
817	в исторической	2	1
818	должно было	2	1
819	даже к	1	1
820	были с	1	1
821	об ее	1	1
822	в круг	1	1
823	которое возникает	1	1
824	имеет право	1	1
825	превращается в	1	1
826	исторического бытия	3	1
827	это как	1	1
828	или меньшую	1	1
829	текста это	1	1
830	в самых	1	1
831	чистом виде	1	1
832	еще на	1	1
833	а через	1	1
834	мы его	1	1
835	обнаруживаются в	3	1
836	так сказать	3	1
837	стадии развития	2	1
838	наконец в	1	1
839	характера то	1	1
840	автора и	1	1
841	не дает	1	1
842	ту или	1	1
843	не должно	2	1
844	одну из	2	1
845	что входит	1	1
846	о возможности	1	1
847	не по	1	1
848	от содержания	1	1
849	возникающие на	1	1
850	бы назвать	1	1
851	не быть	1	1
852	она могла	1	1
853	этом пути	1	1
854	но здесь	2	1
855	и другой	2	1
856	своим слушателям	1	1
857	искусством с	1	1
858	не всегда	2	1
859	уже о	2	1
860	имея в	3	1
861	ряде других	1	1
862	в себя	7	1
863	для первого	1	1
864	и т.п	18	1
865	содержания не	1	1
866	истории а	1	1
867	в которой	2	1
868	лишь в	4	1
869	не будет	1	1
870	между двумя	1	1
871	лишь на	1	1
872	в значении	2	1
873	как таковые	1	1
874	вследствие этого	4	1
875	человек писать	1	1
876	то все	1	1
877	своего времени	2	1
878	не могло	2	1
879	письма и	1	1
880	должны быть	3	1
881	о животных	3	1
882	превратился в	1	1
883	и картина	1	1
884	содержания и	1	1
885	собственной природе	1	1
886	возможно более	1	1
887	с литературой	1	1
888	как выражались	1	1
889	не приходится	2	1
890	общения и	4	1
891	в науке	2	1
892	слова не	3	1
893	и является	1	1
894	втором случае	1	1
895	интерес представляет	1	1
896	историческом и	1	1
897	к области	2	1
898	его характер	2	1
899	к данному	3	1
900	о своем	1	1
901	за пределы	2	1
902	ближе всего	1	1
903	и была	1	1
904	заключает в	1	1
905	с собственно	1	1
906	только тем	1	1
907	значительной степени	3	1
908	также не	1	1
909	стоит на	1	1
910	только то	2	1
911	в xix	1	1
912	от той	1	1
913	в историческом	2	1
914	общая идея	1	1
915	сказанное можно	1	1
916	на практике	1	1
917	что из	1	1
918	самого начала	2	1
919	должны были	1	1
920	большую или	1	1
921	и часто	1	1
922	он представляет	1	1
923	от прочих	1	1
924	проблема в	1	1
925	в чистом	1	1
926	автора с	1	1
927	сохраняет свое	1	1
928	в каких	1	1
929	его собственной	1	1
930	настолько что	1	1
931	потому и	1	1
932	основываясь на	1	1
933	автора в	2	1
934	могло быть	1	1
935	литературы как	1	1
936	показывает как	1	1
937	так называемого	1	1
938	памятники по	1	1
939	известного рода	5	1
940	замкнутое и	1	1
941	как их	2	1
942	он в	1	1
943	нет и	1	1
944	исторические корни	2	1
945	место в	2	1
946	входит как	1	1
947	характеристик которые	1	1
948	на деле	1	1
949	примера можно	1	1
950	одного из	5	1
951	на две	1	1
952	к ним	3	1
953	в новейшее	1	1
954	рассказа в	2	1
955	оба они	2	1
956	речи в	2	1
957	однако для	2	1
958	оно имеет	1	1
959	в практике	1	1
960	определено в	1	1
961	нашей культуры	1	1
962	в ходе	5	1
963	но есть	1	1
964	не входят	1	1
965	имеют не	1	1
966	они принадлежат	1	1
967	подход к	4	1
968	собой лишь	1	1
969	чем то	1	1
970	установка на	1	1
971	этом и	1	1
972	которое мы	1	1
973	она имела	1	1
974	более широкого	1	1
975	для разработки	1	1
976	к которому	2	1
977	конца xix	1	1
978	истории русской	1	1
979	которыми по	1	1
980	особое отношение	1	1
981	зрения на	3	1
982	деятельности человека	1	1
983	только при	1	1
984	русском языке	1	1
985	и от	2	1
986	она во	1	1
987	и опыта	1	1
988	теми же	1	1
989	образом в	1	1
990	предметом и	1	1
991	тенденцию к	1	1
992	претендовать на	3	1
993	же в	1	1
994	понятия о	1	1
995	русской литературы	1	1
996	момент в	3	1
997	науке о	2	1
998	и прежде	2	1
999	в текст	1	1
1000	форме и	1	1
1001	доступна нам	1	1
1002	речь о	1	1
1003	это прежде	3	1
1004	включает в	1	1
1005	слово не	2	1
1006	он был	1	1
1007	так понятие	1	1
1008	мира в	6	1
1009	себя именно	1	1
1010	как предмет	1	1
1011	чем та	1	1
1012	на всем	1	1
1013	работе над	1	1
1014	или иного	2	1
1015	к этим	1	1
1016	во время	1	1
1017	та или	1	1
1018	только потому	1	1
1019	всем что	2	1
1020	в системе	1	1
1021	если можно	2	1
1022	это впрочем	1	1
1023	древнерусской литературы	1	1
1024	меньшей степени	1	1
1025	чтобы не	2	1
1026	именно это	1	1
1027	говорится что	1	1
1028	сведения о	1	1
1029	с языком	1	1
1030	текста на	1	1
1031	литературы не	1	1
1032	что на	3	1
1033	познания в	1	1
1034	не то	2	1
1035	слова и	2	1
1036	действительно в	1	1
1037	литературы во	1	1
1038	можно указать	1	1
1039	степени объясняется	1	1
1040	на некоторое	1	1
1041	искусства в	1	1
1042	никак не	1	1
1043	о ней	2	1
1044	вернуться к	1	1
1045	в составе	5	1
1046	и том	1	1
1047	он должен	1	1
1048	того о	1	1
1049	более того	2	1
1050	в специальном	3	1
