N	2gram	Vinokur_Ku	Myshleni
968	ответа на	1	5
969	их с	1	5
970	речи можно	5	5
971	свое время	4	5
972	как у	2	5
973	указание на	1	5
974	когда оно	2	5
975	что к	1	5
976	слова но	3	5
977	слова на	2	5
978	случаях когда	2	5
979	может рассматриваться	1	5
980	чтобы сделать	1	5
981	в наши	2	5
982	а из	1	5
983	конце концов	3	5
984	дело не	4	5
985	говоря о	1	5
986	у нее	1	5
987	прежде чем	1	5
988	функций которые	1	5
989	бы он	1	5
990	по аналогии	1	5
991	именно это	2	5
992	более того	2	5
993	он пользуется	1	4
994	в сложном	1	4
995	в середине	1	4
996	они имеют	1	4
997	со всем	1	4
998	в применении	1	4
999	тем как	1	4
1000	далее что	1	4
1001	но ведь	3	4
1002	в общей	1	4
1003	вот что	1	4
1004	мне кажется	2	4
1005	уже на	3	4
1006	является с	1	4
1007	на эту	2	4
1008	почти без	1	4
1009	так например	3	4
1010	во все	2	4
1011	языка в	14	4
1012	для разрешения	1	4
1013	что вся	2	4
1014	путь для	1	4
1015	общения и	2	4
1016	и когда	2	4
1017	предисловии к	1	4
1018	конечно не	3	4
1019	можно ли	6	4
1020	чтобы показать	2	4
1021	ни одного	2	4
1022	отношения и	2	4
1023	не подлежит	1	4
1024	нас на	1	4
1025	отношения в	1	4
1026	шаг вперед	1	4
1027	к ее	1	4
1028	синтаксис и	1	4
1029	бы то	1	4
1030	первый и	1	4
1031	между различными	1	4
1032	лишь после	1	4
1033	не было	6	4
1034	или не	1	4
1035	и говорит	2	4
1036	быть может	1	4
1037	одно только	1	4
1038	рядом с	7	4
1039	смысловой и	1	4
1040	так сказать	5	4
1041	особенности в	1	4
1042	если оно	1	4
1043	в мысль	1	4
1044	в ответ	1	4
1045	ничего нового	1	4
1046	проблем в	1	4
1047	также не	1	4
1048	значения в	2	4
1049	новое слово	1	4
1050	в известных	3	4
1051	все дело	3	4
1052	заставляет нас	1	4
1053	что есть	1	4
1054	участвуют в	1	4
1055	и сами	2	4
1056	в анализе	1	4
1057	мы встречаем	1	4
1058	была бы	5	4
1059	из речи	1	4
1060	обозначить как	1	4
1061	имеет дело	1	4
1062	же слово	2	4
1063	изменяется в	1	4
1064	языка так	2	4
1065	к той	1	4
1066	вперед в	1	4
1067	в очень	1	4
1068	сейчас не	2	4
1069	в роли	1	4
1070	и вот	4	4
1071	из его	1	4
1072	и вся	1	4
1073	которому мы	1	4
1074	она может	1	4
1075	именно то	1	4
1076	речи на	2	4
1077	стороны слова	1	4
1078	здесь не	5	4
1079	свой смысл	1	4
1080	в корне	1	4
1081	и после	1	4
1082	не из	1	4
1083	самое слово	1	4
1084	слова так	1	4
1085	влечет за	1	4
1086	и развивается	1	4
1087	о его	1	4
1088	что значит	2	4
1089	нам не	5	4
1090	с достаточной	1	4
1091	слова которые	1	4
1092	этот раз	1	4
1093	и со	1	4
1094	в каждой	1	4
1095	вопросе о	1	4
1096	того или	6	4
1097	разница между	1	4
1098	то он	1	4
1099	с полным	2	4
1100	бы назвать	1	4
1101	иное чем	1	4
1102	есть и	1	4
1103	но эти	1	4
1104	действительно не	1	4
1105	как будто	2	4
1106	противоречии с	2	4
1107	за счет	2	4
1108	ничего принципиально	1	4
1109	это на	1	4
1110	культурного развития	3	4
1111	сложное слово	1	4
1112	он показал	1	4
1113	и звуковой	1	4
1114	однако и	2	4
1115	это объяснение	1	4
1116	в некоторых	1	4
1117	отношении между	1	4
1118	к более	1	4
1119	наблюдаем в	1	4
1120	а именно	4	4
1121	слов как	1	4
1122	и самое	1	4
1123	в одно	2	4
1124	языка на	2	4
1125	в дальнейшем	1	4
1126	то это	3	4
1127	когда она	1	4
1128	превращается в	4	4
1129	самого понятия	1	4
1130	так мы	2	4
1131	всего этого	1	4
1132	и остается	1	4
1133	связи со	1	4
1134	исходит из	2	4
1135	которыми мы	1	4
1136	и становится	3	4
1137	чтобы выяснить	1	4
1138	есть процесс	1	4
1139	является определяющим	1	4
1140	мы как	1	4
1141	время в	2	4
1142	ни было	1	4
1143	его значения	1	4
1144	и обучения	1	4
1145	деятельности в	1	4
1146	указывает что	3	4
1147	также в	1	4
1148	постановка вопроса	2	4
1149	совершенно прав	1	4
1150	чтобы понять	1	4
1151	или к	1	4
1152	в целях	2	4
1153	примитивных народов	1	4
1154	нам в	1	4
1155	совсем не	1	4
1156	но до	1	4
1157	вывод который	1	4
1158	и одновременно	1	4
1159	его не	1	4
1160	осознанию и	1	4
1161	первый из	1	4
1162	как эта	1	4
1163	предмет но	1	4
1164	на который	2	4
1165	однако в	2	4
1166	мысль в	1	4
1167	с совершенно	1	4
1168	а как	1	4
1169	постановке вопроса	1	4
1170	уяснить себе	1	4
1171	только те	1	4
1172	является наиболее	1	4
1173	не идет	1	4
1174	же образом	2	4
1175	основной вопрос	1	4
1176	связанная с	2	4
1177	она становится	1	4
1178	ряд слов	2	4
1179	одно слово	1	4
1180	оно заключается	1	4
1181	которого является	1	4
1182	как о	2	4
1183	не до	1	4
1184	в любой	1	4
1185	себя и	1	4
1186	и если	4	4
1187	сейчас мы	1	4
1188	социальной функции	1	4
1189	в новых	1	4
1190	и самым	1	4
1191	что вместе	1	4
1192	что говоря	1	4
1193	из него	1	4
1194	дает в	1	4
1195	с того	1	4
1196	слово но	1	4
1197	что принцип	1	4
1198	в определенных	2	4
1199	возникающей в	1	4
1200	мы сталкиваемся	1	4
1201	то к	1	4
1202	приходим к	2	4
1203	и тех	1	4
1204	долгое время	1	4
1205	всю свою	1	4
1206	нельзя не	1	4
1207	вопрос как	1	4
1208	составные части	1	4
1209	ее от	1	4
1210	думать что	1	4
1211	идет речь	3	4
1212	гораздо большей	1	4
1213	выражения в	1	4
1214	жизни и	1	4
1215	только после	1	4
1216	все другие	1	4
1217	только из	1	3
1218	факты и	2	3
1219	или иных	1	3
1220	особенностей в	1	3
1221	видов и	1	3
1222	представить в	1	3
1223	его от	1	3
1224	и действуют	1	3
1225	спросить себя	1	3
1226	лет в	1	3
1227	и именно	3	3
1228	я могу	1	3
1229	в соответствии	6	3
1230	по своим	2	3
1231	на известной	2	3
1232	а вместе	1	3
1233	можем говорить	1	3
1234	применении к	1	3
1235	это делается	1	3
1236	всем этим	1	3
1237	слов но	1	3
1238	на практике	3	3
1239	и еще	4	3
1240	языка не	5	3
1241	и новые	1	3
1242	он так	1	3
1243	сущности и	1	3
1244	именно на	1	3
1245	каком отношении	1	3
1246	именно с	3	3
1247	от них	1	3
1248	что даже	2	3
1249	в структуре	3	3
1250	она есть	2	3
1251	не имеющих	1	3
1252	происходит по	1	3
1253	еще одну	1	3
1254	по природе	1	3
1255	в научной	1	3
1256	к их	1	3
1257	школе и	1	3
1258	сравнить с	1	3
1259	как совершается	1	3
1260	с пониманием	1	3
1261	они будут	1	3
1262	как можно	2	3
1263	до крайности	1	3
1264	и приводит	1	3
1265	или иная	1	3
1266	оно совершается	2	3
1267	в первые	1	3
1268	или тем	1	3
1269	случаях как	1	3
1270	как единство	1	3
1271	при отсутствии	2	3
1272	не могла	1	3
1273	этим вопросом	1	3
1274	их помощью	1	3
1275	могла бы	2	3
1276	проблемы в	1	3
1277	она уже	1	3
1278	совершенно новый	1	3
1279	внимание и	2	3
1280	но прежде	1	3
1281	результате этого	1	3
1282	а главное	3	3
1283	к сожалению	2	3
1284	эта фраза	2	3
1285	не так	2	3
1286	социальной средой	1	3
1287	раз он	1	3
1288	само слово	1	3
1289	и должны	1	3
1290	словом которое	1	3
1291	в случаях	1	3
1292	говорит и	1	3
1293	и должен	1	3
1294	интерес к	1	3
1295	нам нужно	1	3
1296	сводится к	3	3
1297	в плоскости	2	3
1298	еще с	1	3
1299	и просто	1	3
1300	бы не	1	3
1301	да и	5	3
1302	которого не	2	3
1303	чтобы уяснить	1	3
1304	образования и	1	3
1305	уже из	2	3
1306	только от	1	3
1307	так чтобы	1	3
