N	2gram	Nazirov_Tr	Problema
116	уже в	3	19
117	то в	1	19
118	но только	1	19
119	он не	2	19
120	как в	3	19
121	как нечто	1	19
122	не было	1	18
123	в ее	2	18
124	того чтобы	1	18
125	в ней	1	18
126	во всех	1	17
127	значение и	1	17
128	но уже	1	17
129	и здесь	2	17
130	это и	1	17
131	совершенно не	1	17
132	точно так	2	16
133	что она	2	16
134	как это	3	16
135	он и	2	16
136	но все	2	16
137	к тому	2	16
138	и сам	3	15
139	в чем	1	15
140	в той	1	15
141	у него	6	15
142	что не	1	15
143	на нечто	1	15
144	в частности	2	15
145	что все	2	14
146	только о	2	14
147	не так	2	14
148	этом случае	1	14
149	а это	1	14
150	в котором	1	14
151	говорит о	2	14
152	в дальнейшем	5	14
153	за пределы	1	14
154	тому что	1	13
155	бы и	2	13
156	в области	1	13
157	который в	2	13
158	на земле	1	12
159	в другом	1	12
160	он сам	7	12
161	с одной	1	12
162	в которой	1	12
163	в самой	1	12
164	в литературе	1	12
165	что этот	2	12
166	что это	5	12
167	в целом	4	12
168	жизни в	1	11
169	свидетельствует о	1	11
170	по поводу	2	11
171	к нему	3	11
172	только не	1	11
173	не могут	2	11
174	заключается в	1	11
175	в истории	1	11
176	вообще не	1	11
177	и их	1	11
178	но он	1	10
179	даже если	2	10
180	один из	3	10
181	бы не	1	10
182	что оно	1	10
183	в году	9	10
184	в одном	2	10
185	представление о	1	10
186	все время	1	10
187	он в	1	10
188	состоит из	2	10
189	с собой	1	9
190	вопрос о	2	9
191	миф о	1	9
192	что даже	1	9
193	в трагедии	1	9
194	того как	1	9
195	но эта	2	9
196	она не	1	9
197	или как	1	9
198	не вполне	1	9
199	самостоятельное значение	1	9
200	бы в	1	9
201	не был	2	9
202	литературы и	1	9
203	сколько угодно	1	9
204	здесь мы	1	9
205	чем же	1	9
206	и до	2	9
207	что тут	1	9
208	в условиях	1	9
209	это было	1	9
210	жизнь и	3	9
211	как же	2	9
212	и наконец	1	9
213	во всем	1	8
214	только что	1	8
215	с этой	1	8
216	и образ	1	8
217	говорится о	1	8
218	он был	2	8
219	что при	1	8
220	между собой	1	8
221	и по	1	8
222	с ее	3	8
223	к сожалению	1	8
224	и при	1	8
225	никто не	3	8
226	для искусства	2	8
227	еще в	2	8
228	в период	1	8
229	вплоть до	1	8
230	от всего	2	8
231	и он	3	8
232	не значит	1	8
233	и особенно	1	8
234	это уже	2	8
235	он есть	1	8
236	для него	3	8
237	с самого	1	8
238	как он	1	8
239	из себя	1	7
240	все в	1	7
241	не раз	1	7
242	его как	1	7
243	для чего	1	7
244	на этот	1	7
245	в такой	1	7
246	это в	1	7
247	что на	1	7
248	в это	2	7
249	самого начала	1	7
250	даже не	1	7
251	образы и	1	7
252	и который	1	7
253	или вообще	1	7
254	друг друга	2	7
255	же не	1	7
256	в эпоху	1	7
257	не как	1	6
258	что именно	1	6
259	самое большее	1	6
260	до конца	2	6
261	и чисто	1	6
262	по своей	1	6
263	в общем	1	6
264	чтобы не	1	6
265	именно на	1	6
266	могут быть	1	6
267	и всегда	1	6
268	людей в	1	6
269	есть и	1	6
270	скажет что	1	6
271	к ней	1	6
272	если он	1	6
273	самой действительности	1	6
274	гораздо больше	1	6
275	перестает быть	1	6
276	не мог	2	6
277	что под	1	6
278	из тех	1	6
279	этого слова	1	6
280	с его	2	6
281	на свете	1	6
282	только к	2	6
283	факт что	1	6
284	не к	1	6
285	в настоящем	1	5
286	сама собой	1	5
287	вот что	1	5
288	из самых	2	5
289	и пусть	1	5
290	это же	1	5
291	и еще	1	5
292	виде и	1	5
293	на себя	1	5
294	я не	4	5
295	о себе	1	5
296	и чтобы	1	5
297	и хотя	1	5
298	доходит до	1	5
299	говорили что	1	5
300	между тем	1	5
301	утверждать что	1	5
302	iii в	3	5
303	мы начинаем	1	5
304	ничем не	2	5
305	только один	1	5
306	к людям	3	5
307	часто и	1	5
308	о нем	1	5
309	что с	3	5
310	с первого	2	5
311	человека и	1	5
312	мы бы	1	5
313	когда в	1	5
314	у достоевского	5	5
315	сам же	1	5
316	которой он	1	5
317	в каких	1	5
318	с этими	1	5
319	должно быть	3	5
320	но еще	1	5
321	по мнению	2	5
322	за то	1	5
323	одним из	1	5
324	как его	1	5
325	одна из	2	5
326	что эта	1	5
327	о его	2	5
328	за что	1	5
329	не знал	1	5
330	знает что	2	5
331	не для	1	5
332	чего же	1	5
333	лишь в	1	5
334	отношение к	2	5
335	тот кто	1	5
336	только по	1	5
337	в известной	2	5
338	в духе	1	4
339	но мы	1	4
340	не могли	1	4
341	к ним	1	4
342	страдания и	1	4
343	именно так	1	4
344	без которой	1	4
345	на котором	1	4
346	одно из	1	4
347	под влиянием	2	4
348	тем и	1	4
349	что же?	2	4
350	должны были	1	4
351	пушкина и	1	4
352	любви и	2	4
353	от нее	1	4
354	с такой	1	4
355	этот образ	4	4
356	нет в	2	4
357	бросается в	2	4
358	не быть	1	4
359	я в	1	4
360	той же	1	4
361	на нее	1	4
362	отличие от	2	4
363	эту тему	1	4
364	он вообще	2	4
365	мировой революции	1	4
366	он с	1	4
367	от него	1	4
368	к этой	1	4
369	он всегда	4	4
370	дело с	1	4
371	дается в	1	4
372	например в	1	4
373	в глаза	2	4
374	но они	2	4
375	наряду с	1	4
376	для ее	1	4
377	ее не	1	4
378	начала и	1	4
379	то для	1	4
380	xix века	1	4
381	есть такая	1	4
382	что вы	3	4
383	это мы	1	4
384	и она	1	4
385	и вместе	1	4
386	могло бы	1	4
387	у которого	1	4
388	и др	1	4
389	с которым	1	4
390	что без	1	4
391	а как	2	4
392	связаны между	1	4
393	свое значение	1	4
394	вместе со	2	4
395	это понятие	1	4
396	мог бы	3	4
397	теперь уже	1	4
398	ему в	1	4
399	на путях	1	4
400	и за	2	4
401	чем он	2	4
402	этом мы	1	4
403	при таком	1	4
404	перед собой	1	4
405	что эти	2	4
406	на всю	1	4
407	отождествляется с	1	4
408	в душе	2	3
409	еще раз	2	3
410	не столько	1	3
411	оказалось что	1	3
412	всю эту	1	3
413	а что	2	3
414	значение этого	1	3
415	значение только	1	3
416	представляет собой	1	3
417	времени в	2	3
418	страха и	1	3
419	может ли	1	3
420	во времена	1	3
421	из трех	1	3
422	и которое	1	3
423	мы видим	1	3
424	без цели	1	3
425	что уже	1	3
426	есть с	1	3
427	искусство для	1	3
428	я и	1	3
429	эти слова	1	3
430	и знает	1	3
431	в какой-то	1	3
432	очень важно	2	3
433	например что	1	3
434	и далее	1	3
435	с такими	1	3
436	сравнению с	1	3
437	это был	2	3
438	который он	1	3
439	по сравнению	1	3
440	в новой	1	3
441	в отличие	2	3
442	естественно что	1	3
443	где он	1	3
444	борьбу с	1	3
445	в силах	2	3
446	а он	1	3
447	только он	1	3
448	но при	2	3
449	символическое значение	1	3
450	в голову	1	3
451	но я	1	3
452	в первом	2	3
453	имеет для	1	3
454	мысль о	1	3
455	смотреть на	1	3
456	вот почему	1	3
457	с помощью	1	3
458	она тоже	1	3
459	говорит что	2	3
460	всего этого	1	3
461	всего что	1	3
462	но этот	1	3
463	быть в	1	3
464	в голове	1	3
465	после того	1	3
466	и эту	1	3
467	т е	1	3
468	видит в	1	3
469	а к	1	3
470	но все-таки	1	3
471	на этом	1	3
472	ли это	1	3
473	от самого	1	3
474	на другой	1	3
475	столь же	2	3
476	за все	1	3
477	за себя	1	3
478	его с	1	3
479	должна быть	1	3
480	и должно	1	3
481	мы понимаем	1	3
482	конечно в	1	3
483	в россии	1	3
484	в романе	10	3
485	с ними	1	3
486	сознательно и	1	3
487	собой но	2	3
488	не за	2	3
489	в образе	6	3
490	в и	1	3
491	о существовании	1	3
492	не думает	1	3
493	с начала	1	3
494	свои страдания	1	3
495	при его	1	3
496	самого этого	1	3
497	она должна	2	3
498	которое уже	1	3
499	в эпилоге	1	3
500	нуждается в	1	3
501	ничего подобного	1	3
502	говорит не	1	3
503	писателя и	2	2
504	между этими	2	2
505	он считает	1	2
506	чтобы она	1	2
507	что наш	1	2
508	смысл этого	1	2
509	всем его	1	2
510	и начинает	1	2
511	с другим	1	2
512	и любви	1	2
513	достоевского все	1	2
514	наблюдать и	1	2
515	а поскольку	1	2
516	но от	1	2
517	случае и	1	2
518	выходящее за	1	2
519	всю ее	1	2
520	это могло	1	2
521	чтобы он	1	2
522	этой идеи	1	2
523	в рассказе	2	2
524	искусства но	1	2
525	не случайно	2	2
526	для самого	1	2
527	хотя сам	1	2
528	не скажет	1	2
529	до небес	1	2
530	является ее	1	2
531	никакого значения	1	2
532	сама и	1	2
533	причем достоевский	1	2
534	цветов и	1	2
535	братьях карамазовых	1	2
536	виду не	1	2
537	не понимает	1	2
538	в бесах	9	2
539	речи в	1	2
540	тот самый	1	2
541	из подполья	1	2
542	в глазах	2	2
543	не из	1	2
544	известной мере	1	2
545	своего рода	3	2
546	что ему	1	2
547	со мной	2	2
548	мог быть	1	2
549	на одной	1	2
550	за этим	1	2
551	является по	1	2
552	им же	1	2
553	было до	1	2
554	этого романа	2	2
555	и могут	1	2
556	и я	2	2
557	полноте и	1	2
558	со своей	1	2
559	именно эта	1	2
560	эта связь	1	2
561	однако есть	1	2
562	на них	1	2
563	такие слова	1	2
564	xx века	1	2
565	и ко	1	2
566	с наступлением	1	2
567	излишним и	1	2
568	собою но	1	2
569	человека с	1	2
570	во многом	1	2
571	никому не	1	2
572	право на	1	2
573	уже чисто	1	2
574	и эта	1	2
575	человек не	1	2
576	со своими	1	2
577	за счет	1	2
578	в момент	1	2
579	его за	2	2
580	над ними	1	2
581	вещами и	1	2
582	в борьбе	1	2
583	разговоре с	1	2
584	роль в	1	2
585	но у	1	2
586	и стал	1	2
587	на все	1	2
588	известно что	1	2
589	силы и	1	2
590	имеет в	2	2
591	что ее	1	2
592	целей а	1	2
593	в настоящей	1	2
594	именно такого	1	2
595	идея в	1	2
596	для понимания	1	2
597	и готов	1	2
598	в петербурге	1	2
599	в братьях	1	2
600	добра и	1	2
601	подчеркнуть что	1	2
602	ли мы	1	2
603	что за	3	2
604	эти образы	1	2
605	и жизнь	1	2
606	у в	1	2
607	нечто не	1	2
608	ту же	1	2
609	какой-то мере	1	2
610	т п	1	2
611	я вам	1	2
612	он вдруг	5	2
613	но несмотря	1	2
614	ни за	1	2
615	насилия и	1	2
616	не нашел	1	2
617	в окончательном	1	2
618	мы встречаем	1	2
619	а по	1	2
620	нельзя ли	1	2
621	власти и	1	2
622	нас от	1	2
623	за свое	1	2
624	общем смысле	1	2
625	самое главное	1	2
626	сливается с	1	2
627	образа петра	1	2
628	необходимо подчеркнуть	1	2
629	пусть мы	2	2
630	друга и	1	2
631	в обоих	1	2
632	известной степени	1	2
633	что я	4	2
634	у лермонтова	1	2
635	ивана карамазова	2	2
636	в романах	1	2
637	и вот	1	2
638	как у	2	2
639	по словам	2	2
640	хоть на	1	2
641	а на	1	2
642	этого не	1	2
643	наших дней	1	2
644	и один	1	2
645	хорошо знает	1	2
646	это происходит	1	2
647	ко всему	1	2
648	искусством для	1	2
649	целесообразностью без	1	2
650	на свои	1	2
651	исследования в	1	2
652	вы не	1	2
653	слова в	1	2
654	и художественной	1	2
655	а я	5	2
656	и совершенно	1	2
657	понял что	1	1
658	идеала в	1	1
659	в центре	1	1
660	в такое	1	1
661	в финале	1	1
662	отдельные черты	1	1
663	ведь уже	1	1
664	сам автор	1	1
665	так можно	1	1
666	и лучше	2	1
667	а затем	1	1
668	только за	1	1
669	голядкина в	1	1
670	думать о	1	1
671	относится то	1	1
672	и чужой	1	1
673	вольно или	1	1
674	по природе	1	1
675	или от	1	1
676	здесь дана	1	1
677	эти черты	1	1
678	униженные и	9	1
679	приходит в	1	1
680	бледность и	2	1
681	в xx	1	1
682	этой метафоры	1	1
683	что князь	2	1
684	не понимая	1	1
685	время даже	1	1
686	стояли на	1	1
687	умирает в	1	1
688	русский перевод	1	1
689	они подчеркивают	1	1
690	понятно что	1	1
691	и дело	1	1
692	рода символическим	1	1
693	прощает своего	1	1
694	собой как	1	1
695	петр степанович	26	1
696	себе гораздо	1	1
697	и должна	1	1
698	к своей	1	1
699	о совершенно	1	1
700	вырастает в	1	1
701	но может	1	1
702	же говорит	1	1
703	и судьбы	1	1
704	рассказывает о	1	1
705	любовь к	1	1
706	отметить что	1	1
707	где и	1	1
708	всегда будет	1	1
709	и тайны	1	1
710	из романа	1	1
711	всегда стремится	1	1
712	русской литературы	2	1
713	превратился в	1	1
714	к ее	1	1
715	его дочь	2	1
716	к себе	1	1
717	по-видимому не	1	1
718	в ресторане	2	1
719	французской литературе	1	1
720	место где	1	1
721	и немецкий	1	1
722	герое этого	1	1
723	третий раз	1	1
724	вспомнить о	1	1
725	ума и	1	1
726	глава i	1	1
727	презрение к	4	1
728	знал и	1	1
729	напомним что	1	1
730	xviii века	1	1
731	и непосредственного	1	1
732	в третий	1	1
733	с жизнью	1	1
734	в муках	1	1
735	рядом с	1	1
736	одном из	2	1
737	ее сердце	1	1
738	я скажу	1	1
739	так сказать	1	1
740	в двух	1	1
741	на смерть	1	1
742	бледное лицо	1	1
743	иван карамазов	1	1
744	вещи с	1	1
745	не встречает	1	1
746	разрушения и	1	1
747	понимание этого	1	1
748	героя и	1	1
749	упорным и	1	1
750	него есть	1	1
751	называет его	1	1
752	xvii века	1	1
753	мы опять	1	1
754	характерны для	1	1
755	характеры и	1	1
756	он стал	1	1
757	в шутку	1	1
758	не могла	1	1
759	и ярко	1	1
760	б это	1	1
761	того кто	1	1
762	опять к	1	1
763	и оскорбленных	17	1
764	такой час	1	1
765	ту сторону	1	1
766	действовал на	1	1
767	человека мы	1	1
768	роль играет	1	1
769	своей и	1	1
770	время он	1	1
771	до начала	1	1
772	в особенности	1	1
773	так ли	1	1
774	а теперь	1	1
775	опирается на	1	1
776	также что	1	1
777	синтеза и	1	1
778	романа и	3	1
779	это она	1	1
780	в человеке	1	1
781	оттого что	1	1
782	автор в	1	1
783	и силе	1	1
784	мысль что	1	1
785	развития в	1	1
786	преступлении и	2	1
787	от злости	1	1
788	который сам	1	1
789	маленький и	1	1
790	любовь по	1	1
791	создает и	1	1
792	я хочу	1	1
793	не тип	1	1
794	предстает перед	1	1
795	свое происхождение	1	1
796	это может	1	1
797	это самое	1	1
798	петра степановича	3	1
799	такая точка	1	1
800	в x	1	1
801	и холодного	1	1
802	ставрогина и	3	1
803	таком виде	1	1
804	быть не	1	1
805	в понятие	1	1
806	в образах	1	1
807	и теперь	1	1
808	любви ко	1	1
809	но без	1	1
810	вдруг на	1	1
811	как некое	1	1
812	в самую	2	1
813	самой природе	1	1
814	какой она	1	1
815	и политических	1	1
816	слова он	1	1
817	среди всего	1	1
818	этом свидетельствует	1	1
819	нем по	1	1
820	давно пора	1	1
821	мать и	1	1
822	романа или	1	1
823	поведение в	2	1
824	с каким	1	1
825	при создании	1	1
826	а тип	1	1
827	в преступлении	2	1
828	здесь есть	1	1
829	записках из	3	1
830	в последней	1	1
831	он словно	1	1
832	к величайшему	1	1
833	кто он	1	1
834	в сфере	1	1
835	нам еще	1	1
836	романах достоевского	2	1
837	на русский	1	1
838	ведь с	1	1
839	смысле этого	1	1
840	характерна и	1	1
841	сам достоевский	3	1
842	и внутренним	1	1
843	он злобно	1	1
844	глаза а	1	1
845	я опять	1	1
846	своей книге	1	1
847	ли образ	1	1
848	о нет	1	1
849	такой образ	1	1
850	стремление к	1	1
851	да здравствует	2	1
852	по самой	1	1
853	славилась своей	1	1
854	но особенно	2	1
855	что хочет	1	1
856	я люблю	4	1
857	возвращается к	1	1
858	бы что-то	1	1
859	высокое но	1	1
860	свою жизнь	1	1
861	из тургенева	1	1
862	не нравится	1	1
863	идеи но	1	1
864	драме в	1	1
865	к символизации	1	1
866	важная для	2	1
867	свидригайлова в	1	1
868	униженных и	16	1
869	что сердце	1	1
870	не верит	1	1
871	личности героя	1	1
872	его чересчур	1	1
873	мы отнюдь	1	1
874	к окончательному	1	1
875	о своих	1	1
876	является ли	1	1
877	как тип	1	1
878	ни разу	1	1
879	позы и	1	1
880	к м	1	1
881	ребенка и	2	1
882	это тот	1	1
883	эдгара по	1	1
884	романа униженные	1	1
885	перед собою	1	1
886	непосредственного чувства	1	1
887	я знаю	1	1
888	против кого	1	1
889	но которую	1	1
890	к числу	1	1
891	как своего	1	1
892	быть может	1	1
893	а лео	1	1
894	внешней формы	1	1
895	контекст в	1	1
896	сам о	1	1
897	а между	1	1
898	это должно	1	1
899	самом общем	1	1
900	у чиновников	1	1
901	ведет к	1	1
902	этого мотива	1	1
903	но становится	1	1
904	но самое	1	1
905	переплетается с	1	1
906	дома и	2	1
907	был первым	1	1
908	он перестает	1	1
909	жизни на	1	1
910	отца и	2	1
911	я буду	2	1
912	мира сего	1	1
913	в записках	2	1
914	нашему мнению	1	1
915	iii это	1	1
916	бы сказали	1	1
917	не я	1	1
918	новую жизнь	1	1
919	и оскорбленные	9	1
920	в основном	3	1
921	всегда с	1	1
922	критики в	1	1
923	восходит к	1	1
924	уже было	1	1
925	об отношении	1	1
926	не доверяет	1	1
927	связь между	1	1
928	душу и	1	1
929	за дело	1	1
930	перед ним	1	1
931	у себя	1	1
932	капиталистического города	1	1
933	понятие в	1	1
934	еще ничего	1	1
935	iii здесь	1	1
936	еще по	1	1
937	в самое	1	1
938	по контрасту	2	1
939	входят в	1	1
940	они сами	1	1
941	людям в	1	1
942	всех людей	1	1
943	у которой	1	1
944	будущего и	1	1
945	по какому	1	1
946	берется в	1	1
947	далеко уходит	1	1
948	к одному	1	1
949	она как	2	1
950	впадает в	1	1
951	нелли умирает	1	1
952	были написаны	1	1
953	чем у	1	1
954	даже на	2	1
955	это очень	5	1
956	говорит он	1	1
957	с балкона	1	1
958	свой моральный	1	1
959	она стремится	1	1
960	в мире	3	1
961	позиции в	1	1
962	века в	1	1
963	оскорбленных и	1	1
964	достоевского но	1	1
965	уже ни	1	1
966	не сводится	1	1
967	встречался с	1	1
968	не играют	2	1
969	личности и	2	1
970	к образу	1	1
971	в быту	1	1
972	есть смысл	1	1
973	идет в	1	1
974	если б	2	1
975	голова его	1	1
976	в форме	1	1
977	подобного нет	1	1
978	человеческой личности	2	1
979	большое значение	1	1
980	образ имеет	1	1
981	хотел его	1	1
982	сердце мое	1	1
983	году в	2	1
984	за этот	1	1
985	над человеком	1	1
986	как система	1	1
987	бессмертие души	1	1
988	гораздо важнее	2	1
989	в разговоре	1	1
990	человеческих целей	1	1
991	в предельном	1	1
992	и думать	1	1
993	достоевского в	3	1
994	от самой	1	1
995	достоевского и	1	1
996	почти не	1	1
997	всегда будут	1	1
998	что сам	1	1
999	и наказании	2	1
1000	него нет	1	1
1001	в прошлое	1	1
1002	в двойнике	1	1
1003	и сердце	1	1
1004	без конца	1	1
1005	на улицу	1	1
1006	да неужто	1	1
1007	это выражение	1	1
1008	очень важный	1	1
1009	в xix	1	1
1010	них он	1	1
1011	не знать	1	1
1012	эта тема	1	1
1013	образе петра	1	1
1014	потому как	1	1
1015	с своим	1	1
1016	нечто большее	1	1
1017	в припадке	1	1
1018	большее что	1	1
1019	его самого	1	1
1020	первом же	1	1
1021	с криком	1	1
1022	без их	1	1
1023	автора но	2	1
1024	время такое	1	1
1025	это как	1	1
1026	того самого	1	1
1027	развернута в	1	1
1028	не хочу	1	1
1029	если можно	1	1
1030	само это	1	1
1031	не любят	1	1
1032	ненавистью к	1	1
1033	очень хорошо	1	1
1034	и общий	1	1
1035	же время	6	1
1036	даже самый	1	1
1037	в обществе	1	1
1038	она все	2	1
1039	во сне	2	1
1040	и высокое	1	1
1041	концов сам	1	1
1042	ко всей	1	1
1043	я я	1	1
1044	тебе и	1	1
1045	говорил что	1	1
1046	нами на	1	1
1047	для достижения	1	1
1048	случае как	1	1
1049	с улыбкой	1	1
1050	сводится только	1	1
1051	поэтому он	1	1
1052	близок к	1	1
1053	проникает в	1	1
1054	и прямо	1	1
1055	что петр	1	1
1056	и зло	1	1
1057	же им	1	1
1058	не участвует	2	1
1059	из своих	2	1
1060	отказывается от	2	1
1061	x в	1	1
1062	х годов	1	1
1063	начала в	1	1
1064	теперь еще	1	1
1065	достоевского не	1	1
1066	xii в	1	1
1067	к жизни	5	1
1068	притом весьма	1	1
1069	я даже	1	1
1070	так часто	1	1
1071	повествованием о	1	1
1072	еще к	1	1
1073	же во	1	1
1074	человеком и	1	1
1075	в стиле	1	1
1076	что имя	1	1
1077	никакой роли	1	1
1078	для характеристики	1	1
1079	раскольникова и	1	1
1080	не выдерживает	1	1
1081	стихах и	1	1
1082	и критики	1	1
1083	что нужно	1	1
1084	обстоит дело	1	1
1085	в отношениях	1	1
1086	и ленина	1	1
1087	к области	2	1
1088	что образ	3	1
1089	власть и	1	1
1090	этого образа	1	1
1091	стало быть	1	1
1092	его а	1	1
1093	и сильнее	1	1
1094	самой своей	1	1
1095	во французской	1	1
1096	считает что	1	1
1097	а жизнь	1	1
1098	устной речи	1	1
1099	на ту	1	1
1100	по нашему	1	1
