N	3gram	Trubetskoy	Psycholo
134	к искусству и	1	2
135	тем или иным	1	2
136	том что они	1	2
137	и все же	1	2
138	может и не	1	2
139	на задний план	1	2
140	но они не	1	2
141	точки зрения есть	1	2
142	в первом случае	1	2
143	то ни было	2	2
144	не может не	1	2
145	но вместе с	2	2
146	тем что в	1	2
147	когда мы читаем	1	2
148	на каждом шагу	1	2
149	сих пор не	1	2
150	в значительной мере	2	2
151	по своему значению	1	2
152	мы знаем о	1	2
153	утверждать что в	1	2
154	должны признать что	2	2
155	имеем в виду	1	2
156	всяком случае в	1	2
157	что в области	1	2
158	совпадает с тем	1	2
159	точки зрения того	1	1
160	все это мы	1	1
161	в одном и	1	1
162	потому что даже	1	1
163	относящимися к ним	1	1
164	одной из этих	1	1
165	нет ничего кроме	1	1
166	полагают что в	1	1
167	но все они	1	1
168	влечет за собой	2	1
169	от связи с	3	1
170	но не имеет	1	1
171	из этих трех	1	1
172	чем именно заключается	1	1
173	в этом процессе	1	1
174	совершенно так же	1	1
175	крайней мере в	1	1
176	свидетельствует о том	1	1
177	в которых он	1	1
178	в одну из	1	1
179	с самых древних	2	1
180	и некоторые другие	1	1
181	только в силу	1	1
182	в нашей культуре	1	1
183	таким образом если	2	1
184	том числе и	4	1
185	между этими двумя	2	1
186	оно превращается в	1	1
187	и в общем	1	1
188	из них не	1	1
189	виде в каком	1	1
190	но и как	1	1
191	то ясно что	2	1
192	которого мы начали	1	1
193	на этот раз	1	1
194	что даже в	1	1
195	но параллельно с	1	1
196	но все же	4	1
197	это однако не	1	1
198	уже говорили о	1	1
199	с ними в	1	1
200	в каком он	1	1
201	ее вместе с	1	1
202	только в одном	1	1
203	и здесь не	1	1
204	к тем же	1	1
205	даже там где	1	1
206	есть не более	1	1
207	с первого взгляда	1	1
208	чуть ли не	1	1
209	но по существу	1	1
210	и том же	1	1
211	ложному пути и	1	1
212	может быть даже	2	1
213	в своем целом	1	1
214	во всех других	1	1
215	так чтобы не	1	1
216	в очень редких	1	1
217	в котором они	1	1
218	тем и другим	1	1
219	того что оно	1	1
220	ничего подобного нет	1	1
221	сих пор было	1	1
222	на них как	1	1
223	них как на	1	1
224	главным образом в	3	1
225	в первую очередь	1	1
226	действия в самом	1	1
227	в широком смысле	1	1
228	главным образом через	1	1
229	по ложному пути	1	1
230	из которых каждый	1	1
231	не только как	1	1
232	а в области	1	1
233	как бы бьет	1	1
234	и только тогда	1	1
235	том что все	1	1
236	с нашей точки	1	1
237	так как эти	1	1
238	и только на	1	1
239	же что и	1	1
240	ни было в	1	1
241	нашей точки зрения	1	1
242	но далеко не	1	1
243	так называемой новой	1	1
244	однако несмотря на	1	1
245	отправной точкой для	1	1
246	в том числе	5	1
247	сказать и о	1	1
248	между нами и	1	1
249	к лицу с	1	1
250	и есть то	1	1
251	с ней и	1	1
252	видную роль в	1	1
253	могло бы быть	1	1
254	что оно является	1	1
255	потому что сама	1	1
256	и в то	1	1
257	камня на камне	1	1
258	отодвинут на задний	1	1
259	лицом к лицу	1	1
260	к чему не	1	1
261	одном и том	1	1
262	все что мы	1	1
263	может показаться что	1	1
264	и своего отца	1	1
265	до известной степени	1	1
266	те и другие	2	1
267	между человеком и	1	1
268	борющихся друг с	1	1
269	о морали в	1	1
270	есть один из	1	1
271	а вместе с	1	1
272	с того момента	2	1
273	песен в том	1	1
274	приводит к их	1	1
275	и заставляет его	1	1
276	ни к чему	1	1
277	еще при жизни	1	1
278	стоит неизмеримо выше	1	1
279	такую видную роль	1	1
280	то что эти	1	1
281	что мы можем	1	1
282	точки зрения а	1	1
283	самых древних времен	2	1
284	и сами по	1	1
285	представляет собой совершенно	1	1
286	не более как	1	1
287	же самое происходит	1	1
288	в чем именно	1	1
289	как на совокупность	1	1
290	к которым они	1	1
