N	3gram	Vygotskiy_	Vladivir
299	здесь мы имеем	2	1
300	и в сфере	2	1
301	на этот вопрос	2	1
302	не столько с	1	1
303	то и другое	5	1
304	этом смысле в	1	1
305	что в основных	1	1
306	состоит в том	4	1
307	все же не	2	1
308	которые можно было	1	1
309	однако в этой	1	1
310	независимо от этих	1	1
311	ничего принципиально нового	1	1
312	не чем иным	1	1
313	если оно не	1	1
314	один при этом	1	1
315	или как он	1	1
316	содержание и форму	1	1
317	смысле этого слова	10	1
318	включает в себя	2	1
319	скажем только что	1	1
320	далеко не все	1	1
321	которая и является	1	1
322	едва ли может	1	1
323	с ним но	1	1
324	вещь другими словами	1	1
325	одной и той	5	1
326	что перед нами	3	1
327	со всеми его	1	1
328	уже и в	1	1
329	все та же	1	1
330	том что понятие	1	1
331	в целом но	3	1
332	по существу это	1	1
333	такой же мере	1	1
334	по себе как	1	1
335	только потому что	2	1
336	если судить по	1	1
337	выше мы видели	1	1
338	том что эта	1	1
339	ее в целом	1	1
340	развития и к	1	1
341	но тем не	1	1
342	а вместе с	1	1
343	к той же	1	1
344	он не мог	1	1
345	и все его	1	1
346	в один ряд	1	1
347	точки зрения совершенно	1	1
348	же как и	6	1
349	не менее не	1	1
350	и все еще	1	1
351	в собственном смысле	12	1
352	том что с	1	1
353	не в одном	1	1
354	выходит за пределы	1	1
355	развитие от низшего	1	1
356	в таком виде	1	1
357	наталкивается на ряд	1	1
358	это обстоятельство как	1	1
359	всеми своими признаками	1	1
360	в результате чего	1	1
361	том смысле как	1	1
362	факт что уже	1	1
363	что в истории	1	1
364	буквальном смысле слова	1	1
365	точку зрения в	1	1
366	и как это	1	1
367	но критический анализ	1	1
368	вернуться к этому	1	1
369	этой точки зрения	4	1
370	в том виде	4	1
371	и не только	1	1
372	как уже сказано	7	1
373	целым рядом других	1	1
374	оно может быть	1	1
375	самого начала в	1	1
376	имеем дело с	1	1
377	мы не можем	2	1
378	мы остановимся ниже	1	1
