N	2gram	Voloshinov	VerxiiNi
392	до известной	2	1
393	и его	13	1
394	его к	2	1
395	известной степени	2	1
396	может и	1	1
397	друг друга	1	1
398	с ее	1	1
399	для одной	1	1
400	и тот	1	1
401	чтобы не	1	1
402	в настоящее	2	1
403	но для	3	1
404	и совершенно	2	1
405	должны быть	1	1
406	себя в	1	1
407	и ее	3	1
408	здесь не	3	1
409	сливаются в	1	1
410	думать что	1	1
411	ничего не	2	1
412	то время	1	1
413	и самый	1	1
414	одну доску	1	1
415	и во	1	1
416	он должен	3	1
