N	2gram	Vygotskiy_	Otkroven
130	он в	6	2
131	и о	1	2
132	сказать что	16	2
133	настолько же	1	2
134	что для	8	2
135	тем что	7	2
136	что есть	1	2
137	из всего	1	2
138	и на	8	2
139	много раз	1	2
140	в других	2	2
141	с чем	2	2
142	учение о	4	2
143	что все	8	2
144	ничего не	6	2
145	хотя и	2	2
146	не есть	1	2
147	в своей	7	2
148	жизни в	1	2
149	по себе	9	2
150	не имеет	5	2
151	к этому	7	2
152	ни у	1	2
153	сразу же	1	2
154	и никогда	1	2
155	же это	2	2
156	том что	42	2
157	и для	3	2
158	человека о	1	2
159	в ее	3	2
160	своей жизни	1	2
161	всякий кто	1	2
162	но в	9	2
163	вопросом о	3	2
164	он прежде	2	2
165	его положительной	1	1
166	предстала перед	1	1
167	психология не	2	1
168	чтобы сделать	1	1
169	что было	1	1
170	науки о	1	1
171	и мир	1	1
172	ближе к	2	1
173	во всем	4	1
174	к одному	1	1
175	рационалистической теорией	1	1
176	его собственного	1	1
177	во всяком	6	1
178	связан с	5	1
179	кто хочет	1	1
180	которое сделалось	1	1
181	ни к	1	1
182	он указывает	1	1
183	совершенно ином	1	1
184	но можно	1	1
185	во внешнем	1	1
186	совершенно не	1	1
187	этой другой	1	1
188	а потому	1	1
189	то он	3	1
190	лишь к	1	1
191	нет такого	1	1
192	которой все	1	1
193	всему этому	1	1
194	еще одну	1	1
195	а с	8	1
196	и самое	1	1
197	не существует	4	1
198	все его	1	1
199	самой жизни	1	1
200	и человека	2	1
201	и других	4	1
202	к другу	3	1
203	один из	3	1
204	начало в	1	1
205	тянется к	1	1
206	в котором	6	1
207	и здесь	1	1
208	та же	1	1
209	одну его	1	1
210	ум его	1	1
211	после этого	1	1
212	самой природе	1	1
213	не нужна	1	1
214	друг к	2	1
215	он ни	1	1
216	мир в	2	1
217	это потому	1	1
218	любой из	1	1
219	которых в	2	1
220	и лишь	1	1
221	после того	1	1
222	она должна	4	1
223	не имеют	1	1
224	и сделали	1	1
225	того как	6	1
226	жизни а	1	1
227	и пр	2	1
228	и заключается	2	1
229	основание своей	1	1
230	собой в	1	1
231	его с	2	1
232	она не	3	1
233	том как	1	1
234	мы не	13	1
235	не могу	3	1
236	бы даже	2	1
237	остается до	2	1
238	личность и	1	1
239	смысле слова	6	1
240	связана с	4	1
241	жизни человека	2	1
242	что сама	2	1
243	еще более	1	1
244	также и	2	1
245	ту же	3	1
246	но не	6	1
247	путь которым	1	1
248	по сравнению	10	1
249	это все	1	1
250	и менее	1	1
251	вопросу о	2	1
252	не по	1	1
253	представляет собой	13	1
254	с какой	1	1
255	быть осуществлено	1	1
256	не быть	1	1
257	от которого	1	1
258	был бы	2	1
259	разум и	2	1
260	в ней	2	1
261	у самого	2	1
262	из всех	3	1
263	что нужно	1	1
264	главное и	1	1
265	на два	1	1
266	самому себе	2	1
267	он видит	1	1
268	что это	8	1
269	а ведь	1	1
270	свою мысль	2	1
271	и тогда	1	1
272	а это	1	1
273	речи и	41	1
274	и нигде	2	1
275	этом отношении	6	1
276	для тех	1	1
277	может служить	1	1
278	есть путь	1	1
279	всяком случае	5	1
280	природе и	3	1
281	о чем	2	1
282	сознания в	3	1
283	в свое	1	1
284	в сущности	13	1
285	он что	3	1
286	лишь после	3	1
287	из которой	3	1
288	а ее	1	1
289	сам по	3	1
290	только их	1	1
291	указал на	1	1
292	но тем	3	1
293	все основные	3	1
294	в частности	8	1
295	как это	6	1
296	может принимать	1	1
297	между двумя	2	1
298	и больше	1	1
299	не оставляет	1	1
300	строгом смысле	1	1
301	чем у	1	1
302	только один	1	1
303	и интересам	1	1
304	что только	2	1
305	чего не	1	1
306	со всей	7	1
307	как у	1	1
308	распадается на	1	1
309	что сам	2	1
310	со стороны	4	1
311	он должен	4	1
312	не с	2	1
313	отношении к	1	1
314	внутренней своей	1	1
315	за собой	4	1
316	не хочет	2	1
317	всего его	3	1
318	и ему	1	1
319	и кто	1	1
320	раскрыть в	2	1
321	и что	11	1
322	но сам	2	1
323	в одном	5	1
324	силы в	1	1
325	на самом	4	1
326	у нас	1	1
327	в отношении	14	1
328	можно было	6	1
329	оказывается что	1	1
330	не потому	2	1
331	не исчезнет	1	1
332	бы и	4	1
333	им самим	1	1
334	этим именем	1	1
335	заключает в	1	1
336	и это	3	1
337	вообще но	1	1
338	у многих	1	1
339	в нас	1	1
340	это есть	2	1
341	смысле этого	6	1
342	в строгом	1	1
343	и до	5	1
344	этими двумя	2	1
345	с их	2	1
346	тысячи лет	1	1
347	ставит в	1	1
348	не вполне	1	1
349	иначе чем	2	1
350	по своей	9	1
351	от того	7	1
352	человека с	3	1
353	явление а	1	1
354	цели и	1	1
355	остаются на	1	1
356	думать что	1	1
357	в них	5	1
358	вопрос об	8	1
359	в форме	1	1
360	говорит он	27	1
361	связь с	2	1
362	в силе	1	1
363	его лишь	1	1
364	что нет	1	1
365	как например	2	1
366	и даже	5	1
367	в чистом	1	1
368	психологии и	1	1
369	в борьбе	2	1
370	всего что	1	1
371	это вопрос	2	1
372	всегда и	3	1
373	и проблема	1	1
374	сила и	1	1
375	своей новой	1	1
376	если бы	10	1
377	самом деле	8	1
378	себе что	1	1
379	от всех	3	1
380	говорит в	2	1
381	и более	6	1
382	и делают	1	1
383	самим собой	1	1
384	вот что	2	1
385	на примере	3	1
386	к чему	1	1
387	и сам	2	1
388	к удовлетворению	3	1
389	своих целей	1	1
390	представляется ему	1	1
391	и можно	1	1
392	его природы	1	1
393	в виду	5	1
394	в силу	8	1
395	мысли как	4	1
396	на этот	7	1
397	дело в	3	1
398	месте и	2	1
399	которого они	1	1
400	вообще и	2	1
401	раз навсегда	1	1
402	в силах	1	1
403	только несколько	1	1
404	отношение человека	1	1
405	отношения к	3	1
406	жизни как	1	1
407	одним словом	1	1
408	когда человек	1	1
409	всегда оказывается	1	1
410	ключ к	2	1
411	заключается в	12	1
412	ведет к	1	1
413	начиная с	2	1
414	ее как	1	1
415	действительно в	1	1
416	и действительно	1	1
417	сторона его	1	1
418	но нет	1	1
419	он говорит	2	1
420	бы он	3	1
421	в конце	2	1
422	указывает на	4	1
423	в процессе	19	1
424	например в	1	1
425	в жизни	2	1
426	между этими	7	1
427	но к	1	1
428	находится в	2	1
429	в сферу	1	1
430	во внутренней	1	1
431	с той	3	1
432	и без	1	1
433	и как	7	1
434	то в	1	1
435	этих словах	1	1
436	всех тех	6	1
437	все время	8	1
438	к его	3	1
439	физически и	1	1
440	с одного	1	1
441	нам все	1	1
442	есть не	3	1
443	мысли есть	1	1
444	в сознании	2	1
445	приходит в	1	1
446	что она	6	1
447	а именно	2	1
448	жизни и	2	1
449	всю жизнь	1	1
450	одна из	1	1
451	о судьбе	2	1
452	одном из	3	1
453	в одно	1	1
454	который в	7	1
455	первый период	1	1
456	и вопрос	1	1
457	как в	7	1
458	этого слова	7	1
459	другом месте	6	1
460	как будто	1	1
461	в совершенно	5	1
462	на то	11	1
463	в уме	1	1
464	что говорит	2	1
465	кого не	1	1
466	недостаточно еще	1	1
467	от этого	4	1
468	открыть в	1	1
469	нет у	1	1
470	бы самый	1	1
471	может привести	2	1
472	и я	2	1
473	чувств и	1	1
474	нуждается в	2	1
475	говорит все	1	1
476	отличается от	1	1
477	что во	1	1
478	да и	1	1
479	я хочу	1	1
480	друг с	6	1
481	ли может	1	1
482	в новом	3	1
483	нисколько не	2	1
484	исследование в	1	1
485	сравнению с	9	1
486	интерес к	1	1
487	лишь для	1	1
488	ожидать от	1	1
489	в эти	1	1
490	и после	1	1
491	в движении	1	1
492	в это	1	1
493	мир и	1	1
494	которого не	1	1
495	из него	1	1
496	себе и	3	1
497	он открывает	1	1
498	с другом	6	1
499	множества в	1	1
500	показал что	4	1
501	само по	3	1
502	к которой	1	1
503	из них	4	1
504	что их	1	1
505	вовсе не	5	1
506	под влиянием	3	1
507	что как	4	1
508	это так	1	1
509	уже не	2	1
510	в какую-то	1	1
511	в одной	3	1
512	указать на	1	1
513	мысли в	6	1
514	нее не	1	1
515	стороны с	1	1
516	со всеми	2	1
517	с вопросом	1	1
518	и самый	2	1
519	бы в	5	1
520	самой мысли	1	1
