N	3gram	Vinokur_Vv	Problemy
88	целом ряде других	1	2
89	в том или	2	2
90	может быть более	1	2
91	в нем не	1	2
92	но в этом	1	2
93	в этой форме	1	2
94	то же самое	3	2
95	к тому что	1	2
96	только то что	1	2
97	романа достоевского в	1	2
98	в этих случаях	2	2
99	он должен быть	1	2
100	чтобы в нем	1	2
101	этой точки зрения	2	2
102	что же касается	2	2
103	в целом ряде	2	2
104	то что в	1	2
105	какой бы то	1	2
106	как один из	1	2
107	здесь не место	2	2
108	отношению к нему	1	2
109	в значительной степени	1	2
110	но в общем	1	2
111	в лучшем случае	1	2
112	сплошь да рядом	1	2
113	не только в	4	2
114	в высшем смысле	1	2
115	и в том	4	2
116	всяком случае не	2	2
117	а так как	2	2
118	прежде всего в	1	2
119	но с другой	1	2
120	так же как	1	1
121	как она есть	2	1
122	на этой почве	2	1
123	ответ на вопрос	2	1
124	не может служить	2	1
125	одной стороны и	3	1
126	в своих собственных	1	1
127	может быть назван	1	1
128	а потому и	1	1
129	оно направлено на	1	1
130	в одном месте	1	1
131	на вопрос что	1	1
132	в его собственной	1	1
133	этого слова как	1	1
134	в каждом из	1	1
135	в том числе	1	1
136	по сравнению с	4	1
137	вопрос что такое	1	1
138	все это и	1	1
139	если же мы	1	1
140	во всех его	1	1
141	в собственном смысле	3	1
142	но уже и	1	1
143	заключает в себе	1	1
144	отсюда следует что	1	1
145	во всех отношениях	1	1
146	исследования но в	1	1
147	в сущности уже	1	1
148	не в том	2	1
149	потому что в	1	1
150	в строгом смысле	3	1
151	что их можно	1	1
152	в таком случае	1	1
153	не только с	1	1
154	одного и того	2	1
155	так или иначе	4	1
156	может быть только	1	1
157	если бы оно	1	1
158	не потому что	1	1
159	бы оно было	1	1
160	в первом случае	2	1
161	потому что он	2	1
162	свой материал в	1	1
163	в этом пункте	1	1
164	и уже совсем	1	1
165	лишь на вопрос	1	1
166	не есть и	1	1
167	о котором идет	1	1
168	точно так же	2	1
169	тех или иных	3	1
170	не место для	1	1
171	быть и речи	1	1
172	и никогда не	1	1
173	по себе не	1	1
174	а в том	1	1
175	того о чем	1	1
176	сообщение о том	1	1
177	в точном смысле	1	1
178	и того же	2	1
179	но и как	1	1
180	есть т е	1	1
181	нужно сказать что	1	1
182	на одно из	1	1
183	и есть то	1	1
184	слова а не	1	1
185	в связи с	2	1
186	связи между словами	1	1
187	все время идет	1	1
188	имел в виду	1	1
189	не может не	1	1
190	лицом к лицу	1	1
191	слова но и	1	1
192	это однако не	2	1
193	в сущности лишь	1	1
194	и сам по	1	1
195	точки зрения на	1	1
196	что даже и	2	1
197	а не только	1	1
198	всего то что	2	1
199	он в то	1	1
200	нет он умеет	1	1
201	и понимать все	1	1
202	так как в	1	1
203	всего того что	1	1
204	все зависит от	1	1
205	то что у	1	1
206	никогда не была	1	1
207	только в форме	1	1
208	т е о	1	1
209	собственном смысле слова	1	1
210	т д и	1	1
211	дан не в	1	1
212	того или иного	1	1
213	и могут быть	1	1
214	то что когда-то	1	1
215	так как если	1	1
216	в известном смысле	3	1
217	строгом смысле этого	1	1
218	как на свой	1	1
219	но не может	2	1
220	но и в	1	1
221	тем что в	1	1
222	сам от себя	2	1
223	в них не	1	1
224	сам для себя	1	1
225	материала на котором	1	1
226	зависимости от характера	1	1
227	котором мы должны	1	1
228	обратим внимание на	2	1
229	особой точки зрения	1	1
230	что в центре	1	1
231	заключается в том	3	1
232	и в особенности	4	1
233	в другом месте	2	1
234	и не потому	1	1
235	том или ином	2	1
236	человека к человеку	1	1
237	было бы сказать	1	1
238	в своей работе	1	1
239	все это не	1	1
240	между ними и	2	1
241	о возможности и	1	1
242	и которая в	1	1
243	не в содержании	1	1
244	е все то	1	1
245	в котором они	1	1
246	он мог бы	1	1
247	это не только	2	1
248	конечно и здесь	1	1
249	может быть не	1	1
250	не признать его	1	1
251	не было бы	1	1
252	мы здесь понимаем	1	1
253	иной степени в	1	1
254	это еще не	2	1
255	в чем же	3	1
256	в какой они	1	1
257	оправдано лишь как	1	1
258	у меня в	1	1
259	как мы видим	1	1
260	на вопрос который	1	1
261	зависимости от того	1	1
262	имеем в виду	1	1
263	как одна из	1	1
264	мы имеем в	1	1
265	и именно в	3	1
266	тому о чем	1	1
267	и то что	3	1
268	того что могло	1	1
269	он определяет как	1	1
270	тем или иным	2	1
271	и не могут	2	1
272	не могут быть	2	1
273	чтобы убедиться в	1	1
274	и в каждом	1	1
275	так как и	1	1
276	она может быть	1	1
277	друг для друга	1	1
278	в нем есть	1	1
279	та или иная	1	1
280	притом не только	1	1
281	крайней мере не	1	1
282	с одной стороны	4	1
283	т д но	5	1
284	этом смысле как	1	1
285	вопрос о том	5	1
286	здесь таким образом	1	1
287	из которых каждый	1	1
288	также и в	3	1
289	уже не только	2	1
290	это прежде всего	1	1
291	не только как	4	1
292	уже само по	1	1
293	данном случае и	1	1
294	он есть и	1	1
295	уже в первом	1	1
296	после того как	2	1
297	этом смысле не	1	1
298	потому что они	1	1
299	но как мы	1	1
