N	2gram	Tiupa_Hudo	KFilosof
255	весь мир	1	2
256	что он	5	2
257	и вокруг	1	2
258	в соответствии	1	2
259	переживания как	1	2
260	как в	2	2
261	сознания как	1	2
262	от этого	1	2
263	смысла и	1	2
264	это было	1	2
265	вследствие этого	2	2
266	в это	1	2
267	жизни является	1	2
268	а для	2	2
269	не способна	1	2
270	деятельности и	1	2
271	все они	1	2
272	и мир	1	2
273	этого слова	2	2
274	и потому	2	2
275	ни к	2	2
276	было и	2	2
277	моего сознания	1	2
278	может иметь	1	2
279	ведь это	1	2
280	а с	2	2
281	в данном	4	2
282	вытекает из	2	2
283	он ни	1	2
284	раз и	1	2
285	мира как	1	2
286	она могла	1	2
287	потому что	3	2
288	единства в	1	2
289	того чтобы	5	2
290	то ни	2	2
291	этом мире	2	2
292	но всегда	1	2
293	быть не	1	2
294	дело не	2	2
295	кажется что	1	2
296	не будет	3	2
297	в него	1	2
298	а по	1	2
299	говорить о	4	2
300	свою жизнь	2	2
301	для этого	1	2
302	отношении к	3	2
303	всей своей	2	2
304	же время	7	2
305	всей его	2	2
306	или иное	1	2
307	автора его	1	2
308	основе своей	2	2
309	имеем в	3	2
310	в этой	2	2
311	он и	2	2
312	т.е не	1	2
313	эстетического субъекта	3	2
314	соответствии с	1	2
315	героя это	1	2
316	ее как	1	2
317	при условии	2	2
318	смысле не	1	2
319	эстетическому субъекту	1	2
320	слова в	3	2
321	или иной	9	2
322	включает в	2	2
323	с его	6	2
324	автора как	2	2
325	в области	8	2
326	а как	1	2
327	чему не	1	2
328	ни был	2	2
329	с ее	6	2
330	к содержанию	3	2
331	чтобы не	2	2
332	то или	1	2
333	сознания в	4	2
334	и ее	3	2
335	едва ли	1	2
336	одного и	3	2
337	этих моментов	1	2
338	себе а	1	2
339	подход к	1	1
340	всего в	1	1
341	более не	2	1
342	в самом	7	1
343	практически не	1	1
344	мир все	2	1
345	и к	3	1
346	мире и	2	1
347	на почве	4	1
348	именно к	1	1
349	к действительности	3	1
350	только не	1	1
351	во втором	4	1
352	все что	1	1
353	как это	7	1
354	образом и	2	1
355	мы видим	1	1
356	в душе	9	1
357	можно говорить	1	1
358	основе его	1	1
359	и мира	1	1
360	и автора	2	1
361	сказать в	1	1
362	так как	1	1
363	меня эта	1	1
364	одном случае	1	1
365	здесь именно	1	1
366	же и	1	1
367	как с	1	1
368	то есть	26	1
369	такова же	1	1
370	и свою	1	1
371	но из	1	1
372	местом в	1	1
373	как содержание	1	1
374	ответственного за	1	1
375	моя жизнь	1	1
376	зависит от	1	1
377	однако по	1	1
378	все люди	1	1
379	живет в	1	1
380	на ее	1	1
381	значение для	1	1
382	человек это	1	1
383	мог бы	3	1
384	сознание в	1	1
385	отношения к	4	1
386	а тот	1	1
387	есть для	1	1
388	своей причастности	1	1
389	несмотря на	2	1
390	что делает	1	1
391	была бы	3	1
392	не своей	1	1
393	художественного творчества	6	1
394	и нераздельное	1	1
395	она лишь	1	1
396	хотя и	4	1
397	содержит в	1	1
398	как раз	3	1
399	ты и	1	1
400	в литературе	2	1
401	к такому	1	1
402	его то	1	1
403	предполагает не	1	1
404	с чем	2	1
405	ее в	2	1
406	а затем	2	1
407	и одна	1	1
408	и через	1	1
409	здесь одновременно	1	1
410	я во	1	1
411	можно сказать	6	1
412	систему ценностей	1	1
413	только при	1	1
414	не содержит	1	1
415	не субъективно	1	1
416	одно из	2	1
417	может оставаться	1	1
418	картина мира	5	1
419	смысле можно	1	1
420	в отношении	4	1
421	в результате	1	1
422	или иную	2	1
423	не от	2	1
424	им с	1	1
425	мире можно	1	1
426	противоречие между	1	1
427	противоречие с	1	1
428	и выразить	1	1
429	в третьем	1	1
430	бытию и	1	1
431	между жизнью	1	1
432	к предмету	1	1
433	высшей ценностью	1	1
434	не путем	1	1
435	не была	1	1
436	не сможет	1	1
437	к настоящему	1	1
438	в конечном	5	1
439	в зависимости	1	1
440	и даже	1	1
441	к его	3	1
442	видения в	1	1
443	бы для	1	1
444	эстетической деятельности	2	1
445	но он	3	1
446	не более	1	1
447	до этого	1	1
448	в которой	3	1
449	или в	2	1
450	в первом	1	1
451	отношения являются	1	1
452	сознание не	1	1
453	от своего	2	1
454	освобождения от	1	1
455	жизнь в	1	1
456	ее действительного	1	1
457	становления и	1	1
458	мысль о	1	1
459	позицию по	1	1
460	всю жизнь	1	1
461	и будет	1	1
462	превращается в	2	1
463	за свою	1	1
464	включен в	1	1
465	конечном счете	5	1
466	к такой	2	1
467	даль и	2	1
468	если он	1	1
469	но само	1	1
470	между прочим	1	1
471	тем же	1	1
472	своей структуре	1	1
473	причастности к	2	1
474	в какой	2	1
475	имеет место	3	1
476	жизнь на	2	1
477	отношение с	1	1
478	имеет дело	2	1
479	их в	3	1
480	вследствие того	1	1
481	а именно	3	1
482	ничто в	1	1
483	его я	1	1
484	как другого	1	1
485	одновременно и	1	1
486	вместе с	1	1
487	на этом	2	1
488	при таком	1	1
489	определяет его	1	1
490	в этих	4	1
491	никто не	3	1
492	противном случае	2	1
493	человек со	1	1
494	связи между	1	1
495	они не	1	1
496	к бытию	2	1
497	активностью в	1	1
498	своему смыслу	1	1
499	приводит к	6	1
500	предмета и	1	1
501	я есть	5	1
502	остановимся на	1	1
503	полноте и	2	1
504	тем или	2	1
505	отличается от	2	1
506	между собой	2	1
507	больше и	1	1
508	действительную жизнь	1	1
509	в иной	3	1
510	между ними	5	1
511	зависимости от	1	1
512	на его	1	1
513	в известном	2	1
514	для героя	1	1
515	точек зрения	1	1
516	научной истины	1	1
517	а только	4	1
518	делает его	2	1
519	и смыслы	1	1
520	об этом	2	1
521	культуры в	3	1
522	заданности и	2	1
523	из проявлений	1	1
524	за его	1	1
525	к тому	4	1
526	в одной	1	1
527	действительности и	1	1
528	включая и	1	1
529	вживания в	1	1
530	бы ни	1	1
531	как некоторая	1	1
532	только для	1	1
533	его эстетической	3	1
534	с этим	1	1
535	сам же	1	1
536	остается лишь	1	1
537	должен был	1	1
538	здесь как	1	1
539	все и	1	1
540	том случае	1	1
541	существенный момент	1	1
542	нуждается в	1	1
543	ясность и	1	1
544	не является	5	1
545	не существует	1	1
546	шире и	1	1
547	но с	1	1
548	только к	1	1
549	жизни а	2	1
550	же я	1	1
551	в действительности	1	1
552	и такие	1	1
553	мире других	1	1
554	значимые и	1	1
555	лицом и	1	1
556	на задний	1	1
557	в последней	2	1
558	на один	1	1
559	совершенно иной	2	1
560	этой своей	1	1
561	в лучшем	1	1
562	более чем	1	1
563	не решает	1	1
564	заключать в	1	1
565	это событие	1	1
566	границы и	1	1
567	чего нет	1	1
568	помимо его	1	1
569	время от	1	1
570	совпадает с	2	1
571	каким бы	1	1
572	нет даже	1	1
573	ему и	1	1
574	его полноте	1	1
575	и передачи	1	1
576	не тот	1	1
577	и иных	1	1
578	также и	1	1
579	ту же	1	1
580	неслиянное и	1	1
581	но во	2	1
582	жизненная ценность	1	1
583	из жизни	1	1
584	этом пути	1	1
585	как ученый	2	1
586	субъекта и	3	1
587	эти стороны	1	1
588	а через	1	1
589	просто не	1	1
590	по поводу	1	1
591	слова и	2	1
592	содержания не	1	1
593	в искусстве	9	1
594	с которой	1	1
595	субъекта в	1	1
596	на чем	1	1
597	и теперь	1	1
598	не могло	2	1
599	только на	1	1
600	другим и	2	1
601	в которую	1	1
602	он должен	3	1
603	не с	2	1
604	все с	1	1
605	может служить	2	1
606	в противоречие	1	1
607	и эстетической	2	1
608	в различных	1	1
609	нового времени	2	1
610	отношений между	1	1
611	всего что	1	1
612	в форме	4	1
613	ним как	1	1
614	же самое	1	1
615	но только	2	1
616	смысл это	1	1
617	ориентирована на	1	1
618	говоря о	3	1
619	не об	1	1
620	данности бытия	4	1
621	ту или	2	1
622	в истории	1	1
623	всю полноту	1	1
624	и находит	1	1
625	по своей	7	1
626	и религии	1	1
627	этих случаях	1	1
628	это может	2	1
629	себе в	1	1
630	до того	1	1
631	свою очередь	2	1
632	видения мира	2	1
633	не совпадает	1	1
634	содержания в	1	1
635	и себя	1	1
636	когда мы	1	1
637	способу мышления	1	1
638	единицы и	1	1
639	а тем	1	1
640	принципиально иной	1	1
641	ее смысл	1	1
642	поскольку оно	1	1
643	задний план	1	1
644	некое эстетическое	1	1
645	я в	13	1
646	и эстетического	1	1
647	я как	2	1
648	но мы	1	1
649	эмоционально-волевого тона	1	1
650	это существенно	1	1
651	и где	1	1
652	не подлежит	1	1
653	известном смысле	2	1
654	мышления но	1	1
655	не для	1	1
656	настоящее время	1	1
657	я с	5	1
658	с собою	1	1
659	выбора все	1	1
660	она может	1	1
661	и каждая	1	1
662	своей жизни	2	1
663	если мы	2	1
664	его активность	1	1
665	бытия я	8	1
666	той же	1	1
667	и др	2	1
668	человеческой жизни	3	1
669	о его	2	1
670	жизнь других	1	1
671	произведения не	1	1
672	одной из	2	1
673	и абсолютная	1	1
674	ее мышления	1	1
675	места для	1	1
676	что может	2	1
677	человека как	1	1
678	в нашем	2	1
679	значительной степени	2	1
680	все моменты	1	1
681	ее можно	1	1
682	как я	1	1
683	лишь путем	1	1
684	и от	1	1
685	что все	1	1
686	с которым	1	1
687	столь же	2	1
688	том же	1	1
689	к миру	1	1
690	же в	1	1
691	единством а	1	1
692	что она	2	1
693	к пониманию	1	1
694	исходит из	1	1
695	и о	4	1
696	в значительной	2	1
697	с нашим	1	1
698	говорить об	1	1
699	одна из	2	1
700	момент свершения	1	1
701	на то	1	1
702	так называемые	1	1
703	не мыслится	1	1
704	себе самому	1	1
705	здесь и	1	1
706	лирический герой	5	1
707	и по	2	1
708	я люблю	1	1
709	в противном	2	1
710	данном контексте	2	1
711	зрения автора	1	1
712	вся система	1	1
713	в эстетическую	1	1
714	культуры как	1	1
715	задана как	1	1
716	в точке	3	1
717	к этим	1	1
718	друг друга	1	1
719	лучшем случае	1	1
720	в системе	3	1
721	того же	3	1
722	человека но	1	1
723	и объект	1	1
724	не просто	2	1
725	нет не	1	1
726	не случайно	3	1
727	в настоящее	1	1
728	жизни не	1	1
729	и т.п	7	1
730	жизнью и	1	1
731	как мы	1	1
732	и иные	1	1
733	расположение их	1	1
734	возможна только	1	1
735	ее не	1	1
736	бытия чтобы	1	1
737	могли быть	1	1
738	можно только	1	1
