N	2gram	Losev_Prob	VeschiIm
140	сущность и	3	9
141	должно быть	3	9
142	это не	7	9
143	у нас	31	9
144	но что	3	9
145	бы в	3	9
146	если оно	2	9
147	ли это	2	9
148	она не	5	9
149	другими словами	8	9
150	так что	12	9
151	но не	13	9
152	на то	12	9
153	и его	3	9
154	должна быть	2	8
155	это есть	10	8
156	если бы	8	8
157	смысла и	2	8
158	с тем	6	8
159	что он	11	8
160	себя и	1	8
161	отличается от	2	8
162	в свете	1	8
163	что тут	4	8
164	но в	19	8
165	тут не	2	8
166	мы не	6	8
167	что значит	3	8
168	мы имеем	3	8
169	для него	2	8
170	в ее	3	8
171	все это	11	8
172	со своим	1	8
173	с другими	6	8
174	в отношении	7	8
175	его в	9	8
176	указывает на	16	8
177	всего прочего	1	8
178	только и	5	8
179	и потому	3	8
180	не с	1	8
181	даже не	3	8
182	с другой	8	8
183	можно сказать	9	8
184	что есть	1	8
185	отнюдь не	15	8
186	значит ли	2	7
187	есть вещь	1	7
188	с этой	1	7
189	в сущности	2	7
190	то не	2	7
191	оно не	6	7
192	самом деле	10	7
193	вещь в	1	7
194	все эти	15	7
195	тем что	10	7
196	ни на	5	7
197	в действительности	5	7
198	относится к	6	7
199	и тогда	2	7
200	слова и	5	7
201	с самой	2	7
202	не потому	2	7
203	можно ли	9	7
204	без всякого	5	7
205	мог бы	1	7
206	никак не	13	7
207	и тут	1	7
208	если вещь	1	7
209	или не	5	7
210	вообще не	5	7
211	сама по	6	7
212	я не	1	7
213	есть именно	7	7
214	вещь но	1	7
215	и тем	16	7
216	ни от	2	7
217	от того	2	7
218	а в	7	7
219	из них	3	7
220	с чем	1	7
221	необходимо чтобы	4	7
222	и нечто	3	7
223	можно только	2	7
224	в той	2	6
225	для себя	9	6
226	есть сама	1	6
227	данную вещь	4	6
228	мы говорим	3	6
229	их в	6	6
230	в своей	8	6
231	в каком	7	6
232	в данном	16	6
233	а если	2	6
234	из себя	1	6
235	вообще но	1	6
236	и до	3	6
237	как только	3	6
238	момент в	2	6
239	одна из	4	6
240	ее не	1	6
241	вопрос о	4	6
242	в сфере	1	6
243	и значит	1	6
244	от ее	1	6
245	действительность есть	1	6
246	на почве	2	6
247	для всякого	2	6
248	несмотря на	6	6
249	с точки	3	6
250	есть просто	2	6
251	все равно	7	6
252	как же	6	6
253	или иначе	7	6
254	дело в	3	6
255	быть только	3	6
256	и другое	3	6
257	и вещи	2	6
258	в нем	14	6
259	и вообще	13	6
260	так или	7	6
261	определенным образом	4	6
262	что является	1	6
263	должны быть	2	6
264	одно и	1	6
265	ни просто	3	6
266	можно было	8	6
267	этот вопрос	2	6
268	когда мы	10	6
269	вещи или	7	6
270	как мы	10	6
271	жизни и	1	6
272	тех или	5	6
273	независимо от	2	6
274	ведь и	2	6
275	и все	9	6
276	никогда не	8	6
277	больше того	1	6
278	даже больше	2	6
279	она сама	1	5
280	все что	2	5
281	как это	7	5
282	в настоящем	1	5
283	один из	7	5
284	на себе	1	5
285	и здесь	8	5
286	даже и	18	5
287	со всем	2	5
288	вещей но	2	5
289	тогда когда	4	5
290	мысли и	2	5
291	а есть	4	5
292	подобно тому	2	5
293	в жизни	3	5
294	ничем не	2	5
295	как о	4	5
296	вместе с	4	5
297	да и	11	5
298	чем же	2	5
299	и достаточно	2	5
300	и если	9	5
301	те или	3	5
302	собою и	2	5
303	вообще и	6	5
304	нет и	5	5
305	необходимо и	1	5
306	о смысле	1	5
307	самой вещью	2	5
308	это что	1	5
309	того же	3	5
310	только не	4	5
311	во всех	9	5
312	мы видим	2	5
313	есть тоже	3	5
314	что у	1	5
315	и мы	1	5
316	в его	12	5
317	хотя и	8	5
318	а это	5	5
319	не содержит	2	5
320	как можно	1	5
321	мы находим	2	5
322	тоже есть	4	5
323	от всех	2	5
324	в которой	2	5
325	всегда есть	7	5
326	на себя	2	5
327	в понятии	2	5
328	то это	3	5
329	мы ее	1	5
330	и без	6	5
331	между прочим	3	5
332	или что	3	5
333	об этом	10	5
334	должен быть	1	5
335	кроме того	7	5
336	действительности и	5	5
337	в мысли	2	5
338	значило бы	1	5
339	имеет смысл	1	5
340	тому как	3	5
341	мы должны	5	5
342	быть и	5	5
343	есть всегда	1	5
344	если же	4	5
345	то или	3	5
346	или как	4	5
347	собственно говоря	4	5
348	на это	1	5
349	что для	4	5
350	но тогда	1	5
351	же это	3	5
352	для этого	5	5
353	в каком-то	3	5
354	в чисто	2	5
355	от всякого	2	4
356	и от	3	4
357	не мешает	2	4
358	собственном смысле	1	4
359	образом и	3	4
360	от самой	1	4
361	или других	3	4
362	переходит в	2	4
363	вещи которая	1	4
364	как понятие	2	4
365	с самим	3	4
366	сказать даже	1	4
367	сам по	7	4
368	говорит о	4	4
369	о которой	1	4
370	равным образом	1	4
371	говорить что	2	4
372	сводится к	3	4
373	более или	7	4
374	существует но	2	4
375	есть в	9	4
376	если это	2	4
377	она является	3	4
378	то время	2	4
379	или другие	2	4
380	его на	1	4
381	то как	1	4
382	что смысл	1	4
383	ни только	4	4
384	том как	2	4
385	ведь не	1	4
386	с этим	7	4
387	конечно можно	1	4
388	во всяком	18	4
389	его и	1	4
390	реальности и	1	4
391	не существует	12	4
392	в основе	4	4
393	и более	4	4
394	в котором	5	4
395	нельзя было	3	4
396	того чтобы	10	4
397	так чтобы	1	4
398	но то	1	4
399	не быть	2	4
400	есть прежде	3	4
401	обойтись без	2	4
402	только тогда	4	4
403	о них	3	4
404	нет никакой	3	4
405	как оно	3	4
406	так же	12	4
407	при помощи	21	4
408	никакого отношения	2	4
409	это значило	1	4
410	только это	1	4
411	и еще	3	4
412	ее как	1	4
413	находится в	2	4
414	что все	9	4
415	слово и	3	4
416	что именно	1	4
417	тут же	3	4
418	а следовательно	2	4
419	в отдельности	4	4
420	чисто смысловой	2	4
421	тот же	4	4
422	не то	4	4
423	то в	6	4
424	может не	1	4
425	это будет	2	4
426	в качестве	3	4
427	так и	17	4
428	самой собой	2	4
429	и сама	2	4
430	значит не	1	4
431	же не	1	4
432	же такое	5	4
433	в их	7	4
434	есть уже	1	4
435	однако не	3	4
436	не суть	1	4
437	и притом	6	4
438	как таковая	1	4
439	и чисто	4	4
440	вещи для	2	4
441	нужно только	1	4
442	и эта	1	4
443	каком случае	6	4
444	в конце	13	4
445	смысле и	2	4
446	во имя	1	4
447	время как	2	4
448	или менее	7	4
449	этой вещи	1	4
450	мы можем	8	4
451	такой термин	1	4
452	на этом	1	4
453	не было	7	4
454	она должна	3	4
455	что вы	3	4
456	который мы	2	4
457	в и	2	4
458	смысловой сфере	1	4
459	что нужно	1	4
460	дело не	1	4
461	он не	5	4
462	оно и	3	4
463	есть ее	24	4
464	в силу	2	4
465	но только	3	4
466	самого смысла	1	4
467	веры в	1	4
468	и сам	3	4
469	только то	6	4
470	по своей	1	4
471	в этой	14	4
472	отношение к	1	4
473	к ней	1	4
474	и о	11	4
475	самый смысл	1	4
476	не важно	2	4
477	это совершенно	6	4
478	и чем	2	4
479	само по	1	4
480	только явление	1	3
481	однако это	3	3
482	если вы	1	3
483	и самое	1	3
484	только что	2	3
485	вещи а	2	3
486	можно и	1	3
487	на ее	1	3
488	и кроме	1	3
489	была бы	2	3
490	случае не	6	3
491	к смысловой	1	3
492	что то	1	3
493	из которых	2	3
494	нас в	4	3
495	на нас	1	3
496	остановиться на	1	3
497	вещью в	1	3
498	то с	9	3
499	другой стороны	7	3
500	нет никакого	1	3
501	и само	3	3
502	себе не	3	3
503	когена и	1	3
504	раз есть	1	3
505	в своих	3	3
506	сами по	5	3
507	если не	6	3
508	вещами и	1	3
509	но все	5	3
510	оперирует с	2	3
511	от чего	2	3
512	ни о	8	3
513	заключается в	2	3
514	из самых	3	3
515	себя как	1	3
516	допустим что	2	3
517	если он	1	3
518	отношения к	2	3
519	в собственном	1	3
520	вещей в	2	3
521	самой действительности	4	3
522	состоит из	1	3
523	как в	5	3
524	не имеет	8	3
525	от его	1	3
526	по самому	3	3
527	он есть	5	3
528	явлений и	1	3
529	же есть	1	3
530	к тому	5	3
531	к бытию	1	3
532	перед нами	7	3
533	необходимые для	2	3
534	от этого	2	3
535	и нет	2	3
536	к данной	1	3
537	но оно	2	3
538	действительности в	3	3
539	перестает быть	3	3
540	или ее	1	3
541	ни к	1	3
542	именно тем	1	3
543	не является	12	3
544	чем мы	2	3
545	к другой	1	3
546	для всякой	1	3
547	но даже	3	3
548	одной стороны	4	3
549	это все	1	3
550	вот почему	1	3
551	всего иного	2	3
552	который бы	3	3
553	с которой	3	3
554	для меня	1	3
555	только один	3	3
556	только на	13	3
557	и выражение	1	3
558	чтобы она	1	3
559	вещей как	1	3
560	говорит что	1	3
561	превращается в	1	3
562	а только	9	3
563	что ее	1	3
564	понять ее	1	3
565	есть она	1	3
566	в истории	6	3
567	решительно все	1	3
568	будет уже	1	3
569	и а	1	3
570	смысл или	2	3
571	то чтобы	1	3
572	и во	4	3
573	но именно	5	3
574	есть конечно	1	3
575	вещь что	1	3
576	будь то	3	3
577	не все	4	3
578	только с	3	3
579	казалось бы	11	3
580	нельзя сказать	3	3
581	не мог	1	3
582	вопроса о	3	3
583	значит она	1	3
584	в самой	3	3
585	мы возьмем	2	3
586	или другой	6	3
587	в другом	2	3
588	к нему	5	3
589	и этого	2	3
590	чтобы это	1	3
591	пусть даже	3	3
592	и всякий	1	3
593	что ему	1	3
594	но когда	2	3
595	содержится в	2	3
596	на язык	2	3
597	свидетельствует о	5	3
598	не можем	2	3
599	с одной	4	3
600	но еще	2	3
601	вещи мы	1	3
602	он становится	1	3
603	образ и	1	3
604	бы на	1	3
605	имеем дело	1	3
606	ее нет	1	3
607	то мы	2	3
608	только сущность	1	3
609	это именно	1	3
610	как нечто	10	3
611	бы что	3	3
612	без этого	1	3
613	в виде	20	3
614	есть еще	3	3
615	но он	3	3
616	себе что	4	3
617	или в	5	3
618	не говорит	1	3
619	и образ	1	3
620	раз навсегда	1	3
621	по существу	2	3
622	чтобы быть	1	3
623	и она	1	3
624	же как	2	3
625	этого вопроса	1	3
626	но уже	9	3
627	понятие не	1	3
628	идеи и	1	3
629	ли сказать	3	3
630	не нужно	6	3
631	в а	1	3
632	а так	1	3
633	тем более	13	3
634	тут нет	1	3
635	той или	10	3
636	ему не	1	3
637	а потом	2	3
638	этих двух	2	3
639	смыслом и	1	3
640	но можно	2	3
641	выражение в	1	3
642	но как	11	3
643	а с	1	3
644	не указывает	1	3
645	вещью или	1	3
646	мы уже	8	3
647	явление есть	1	3
648	говорим что	3	3
649	и ни	7	3
650	ту или	1	3
651	может считаться	2	3
652	но ясно	2	3
653	есть как	2	3
654	и может	2	3
655	в частности	5	3
656	не относится	1	3
657	нужно было	1	3
658	но она	3	3
659	в науке	4	3
660	кто не	1	3
661	это однако	1	3
662	является или	1	3
663	чего же	1	3
664	это может	1	3
665	что из	1	3
666	для того	10	3
667	могла бы	1	3
668	а тем	3	3
669	однако в	2	3
670	или о	3	3
671	внутреннее и	2	3
672	той вещи	1	3
673	мы будем	3	3
674	все еще	5	3
675	видели что	1	3
676	те кто	1	3
677	из этого	2	3
678	ли в	1	3
679	может и	3	3
680	в целом	1	3
681	в подлинном	1	3
682	мы видели	1	3
683	не к	1	3
684	к другому	1	3
685	а я	1	3
686	находим в	1	2
687	итак необходимо	1	2
688	и к	2	2
689	не так	1	2
690	утверждать что	2	2
691	является в	3	2
692	никак нельзя	5	2
693	а потому	2	2
694	во втором	1	2
695	и возможно	2	2
696	и уже	4	2
697	которая была	1	2
698	логического анализа	3	2
699	можно говорить	3	2
700	и этот	4	2
701	в с	2	2
702	и на	11	2
703	же и	4	2
704	то есть	61	2
705	не что-нибудь	2	2
706	самого себя	2	2
707	вообще говоря	5	2
708	на анализе	1	2
709	и который	3	2
710	положение дела	1	2
711	бы даже	2	2
712	с развитием	1	2
713	так оно	1	2
714	связан с	1	2
715	или иных	2	2
716	или по	5	2
717	тому что	6	2
718	действительность но	1	2
719	и дуализма	1	2
720	итак действительность	1	2
721	о чем	11	2
722	нужно сказать	3	2
723	действительность как	1	2
724	каких условиях	1	2
725	не как	2	2
726	поэтому в	2	2
727	говорите что	1	2
728	в последние	3	2
729	в работах	1	2
730	одно из	2	2
731	в связи	7	2
732	раз с	2	2
733	вещь существует	1	2
734	не годится	2	2
735	подходит к	1	2
736	и делает	3	2
737	его от	4	2
738	если этого	1	2
739	с собой	3	2
740	и ничего	4	2
741	не на	4	2
742	существует и	3	2
743	поэтому и	2	2
744	конечно и	1	2
745	в первом	2	2
746	чтобы не	3	2
747	следовательно в	2	2
748	в россии	1	2
749	явлений в	1	2
750	одно то	1	2
751	именно в	5	2
752	это выражение	1	2
753	только одной	3	2
754	исходить из	1	2
755	но самое	1	2
756	даже просто	1	2
757	том или	1	2
758	тем самым	11	2
759	в в	2	2
760	как не	1	2
761	к его	2	2
762	есть тот	3	2
763	и так	2	2
764	в одно	5	2
765	в слове	1	2
766	нужно чтобы	1	2
767	не знать	1	2
768	вещи всегда	2	2
769	вещи если	1	2
770	сами собой	1	2
771	вещи может	1	2
772	реальное существование	1	2
773	почти все	1	2
774	о котором	4	2
775	но раз	1	2
776	в это	2	2
777	знает что	1	2
778	на их	1	2
779	а а	6	2
780	жизни мы	1	2
781	сразу и	1	2
782	говорили что	2	2
783	а что	1	2
784	самой же	2	2
785	говорится о	1	2
786	нет ничего	12	2
787	и того	5	2
788	все вещи	1	2
789	было и	2	2
790	самое главное	1	2
791	то он	3	2
792	итак если	1	2
793	смысл но	2	2
794	на этой	4	2
795	нас не	5	2
796	тем или	4	2
797	которые мы	3	2
798	или вернее	3	2
799	или другим	4	2
800	своей собственной	1	2
801	он только	1	2
802	действительности это	1	2
803	только как	2	2
804	думал что	1	2
805	только мы	2	2
806	и уж	6	2
807	но эти	1	2
808	это только	4	2
809	и другой	1	2
810	нечто целое	1	2
811	бы только	1	2
812	для нее	1	2
813	что если	5	2
814	себя не	1	2
815	чего не	1	2
816	но о	2	2
817	быть никакого	1	2
818	и внешнее	1	2
819	смысл в	1	2
820	имеет никакого	2	2
821	себе и	2	2
822	в вещах	1	2
823	как комплекс	1	2
824	не обязательно	3	2
825	конечно не	3	2
826	ли вы	2	2
827	не вполне	4	2
828	действительность в	1	2
829	в абсолютном	1	2
830	это различие	1	2
831	еще один	1	2
832	самого же	2	2
833	образом на	1	2
834	вещи от	2	2
835	может ли	1	2
836	что здесь	4	2
837	тоже ведь	1	2
838	переход от	1	2
839	в данной	2	2
840	отдельности и	1	2
841	собой если	1	2
842	между собой	5	2
843	чтобы они	1	2
844	же собой	1	2
845	тем же	2	2
846	том чтобы	1	2
847	быть в	1	2
848	то она	1	2
849	и относится	1	2
850	не обозначает	2	2
851	и недостаточно	1	2
852	совсем другое	2	2
853	для определения	3	2
854	здесь не	9	2
855	не стоит	2	2
856	с его	3	2
857	он сам	2	2
858	моментов а	1	2
859	к этому	1	2
860	даже вообще	3	2
861	всяком случае	11	2
862	у них	1	2
863	или другое	1	2
864	что действительность	1	2
865	не из	1	2
866	мы еще	3	2
867	только о	8	2
868	бы его	3	2
869	едва ли	10	2
870	к учению	1	2
871	указанием на	2	2
872	той же	2	2
873	вещь с	1	2
874	зачем же	3	2
875	для здравого	1	2
876	ближе к	2	2
877	и такой	1	2
878	находятся в	2	2
879	есть выражение	2	2
880	ее и	1	2
881	но на	1	2
882	в более	1	2
883	то очевидно	1	2
884	вещь то	1	2
885	по преимуществу	4	2
886	уже сейчас	1	2
887	как смысл	1	2
888	она и	1	2
889	основе своей	1	2
890	есть живое	1	2
891	и свои	3	2
892	данном случае	10	2
893	но будучи	1	2
894	есть сам	1	2
895	и эту	2	2
896	разумеется как	1	2
897	или другую	1	2
898	он отличается	1	2
899	о значении	4	2
900	уже в	6	2
901	вырастает на	1	2
902	есть у	1	2
903	другое и	1	2
904	в состоянии	2	2
905	действительность а	1	2
906	есть его	2	2
907	языка как	2	2
908	в определенном	1	2
909	для всего	2	2
910	этом отношении	2	2
911	она будет	1	2
912	он и	8	2
913	реальное общение	1	2
914	для нас	11	2
915	часто бывает	2	2
916	в каком-нибудь	1	2
917	сознания и	4	2
918	никуда не	2	2
919	живого существа	1	2
920	слово в	2	2
921	не знаем	3	2
922	не хватает	2	2
923	что между	2	2
924	символ не	1	2
925	и сознания	1	2
926	существует только	3	2
927	какой-нибудь определенный	2	2
928	связи с	8	2
929	ни тем	2	2
930	нечто совершенно	1	2
931	просто как	4	2
932	уже предполагает	1	2
933	не о	7	2
934	ли мы	1	2
935	и можно	3	2
936	а также	6	2
937	в виду	10	2
938	но эта	3	2
939	на нее	2	2
940	его внешнего	1	2
941	о каком	2	2
942	здравого смысла	1	2
943	выражением и	1	2
944	есть обязательно	6	2
945	подлинном смысле	1	2
946	для науки	1	2
947	необходимо эту	1	2
948	понимать как	2	2
949	но ведь	6	2
950	но зато	3	2
951	учение о	5	2
952	просто смысл	2	2
953	нечто внутреннее	1	2
954	помнить что	3	2
955	этого предмета	2	2
956	является не	4	2
957	следовательно и	3	2
958	как ее	2	2
959	будет то	1	2
960	и со	1	2
961	того и	1	2
962	один и	1	2
963	о которых	6	2
964	это было	3	2
965	же касается	3	2
966	то ясно	1	2
967	как принцип	1	2
968	раз в	1	2
969	это тоже	4	2
970	раз и	13	2
971	и таким	1	2
972	до последней	1	2
973	ли что	2	2
974	не был	4	2
975	смысловом отношении	1	2
976	мере в	2	2
977	необходимо не	1	2
978	до бесконечности	1	2
979	и логически	1	2
980	что эти	2	2
981	его носитель	3	2
982	здесь как	3	2
983	только от	2	2
984	и внутреннее	2	2
985	человека в	1	2
986	из предыдущего	1	2
987	но с	2	2
988	только к	1	2
989	он говорит	2	2
990	суть только	1	2
991	и появление	1	2
992	которую мы	1	2
993	мы говорили	5	2
994	он ничего	1	2
995	начиная от	1	2
996	ту же	1	2
997	совсем не	9	2
998	тот момент	1	2
999	может идти	1	2
1000	есть смысл	1	2
1001	и чтобы	3	2
1002	сказали что	2	2
1003	и этой	1	2
1004	есть символ	14	2
1005	за ними	1	2
1006	что эта	2	2
1007	и та	2	2
1008	совершенно невозможно	1	2
1009	как он	4	2
1010	смысле вещи	1	2
1011	такое этот	1	2
1012	в начале	1	2
1013	самостоятельной и	1	2
1014	или его	4	2
1015	учения о	3	2
1016	которая будучи	1	2
1017	стороны и	3	2
1018	этом смысле	8	2
1019	далеко не	9	2
1020	лишь как	1	2
1021	конечно нет	1	2
1022	при всем	1	2
1023	вещи то	1	2
1024	признать что	1	2
1025	которое есть	1	2
1026	ее смысл	2	2
1027	всего то	1	2
1028	миф и	1	2
1029	одного из	2	2
1030	это вовсе	3	2
1031	случайно не	1	2
1032	наряду с	1	2
1033	та или	2	2
1034	его как	2	2
1035	действительности не	1	2
1036	для такого	2	2
1037	отличаться от	1	2
1038	есть дерево	1	2
1039	и значения	7	2
1040	достаточно только	2	2
1041	всякий кто	1	2
1042	слова в	1	2
1043	самими же	1	2
1044	отождествляется с	3	2
1045	что о	1	2
1046	никакого представления	1	2
1047	и необходимо	1	2
1048	говорить об	2	2
1049	если они	1	2
1050	действительно есть	2	2
1051	же мы	4	2
1052	как будто	6	2
1053	момент который	1	2
1054	конце концов	11	2
1055	есть система	1	2
1056	гораздо более	6	2
1057	не случайно	1	2
1058	но для	3	2
1059	мы сказали	2	2
1060	должны сказать	2	2
1061	в одну	1	2
1062	сливаются в	3	2
1063	что на	4	2
1064	самим собою	1	2
1065	форме и	1	2
1066	описать и	1	2
1067	одной и	1	1
1068	возможно при	1	1
1069	обозначает и	4	1
1070	творчестве и	1	1
1071	что было	2	1
1072	философского и	1	1
1073	говорили мы	2	1
1074	более не	1	1
1075	чтобы существовало	1	1
1076	вещи хотя	1	1
1077	нет а	1	1
1078	слова это	2	1
1079	знаков и	1	1
1080	однако и	4	1
1081	ведь уже	1	1
1082	философии и	4	1
1083	прямо и	1	1
1084	заметим что	2	1
1085	ее внутреннее	1	1
1086	для всех	3	1
1087	то нам	1	1
1088	и проанализировать	1	1
1089	или смысла	1	1
1090	до сих	6	1
1091	получится что	1	1
1092	ее отдельных	1	1
1093	которое было	2	1
1094	бы мало	2	1
1095	мы и	8	1
1096	этого в	1	1
1097	вопросом о	1	1
1098	является ее	1	1
1099	что почти	1	1
1100	и очень	3	1
1101	как таковой	4	1
1102	смысл хотя	2	1
1103	не ставить	1	1
1104	них в	1	1
1105	что сначала	1	1
1106	и свою	2	1
1107	шляпу и	1	1
1108	даже совсем	1	1
1109	нечто внешнее	1	1
1110	если в	2	1
1111	и ощущения	1	1
1112	к этой	2	1
1113	о той	1	1
1114	которая в	1	1
1115	в основном	1	1
1116	искусстве или	1	1
1117	явление вещь	1	1
1118	собою или	1	1
1119	с и	2	1
1120	этого понятия	2	1
1121	своего собственного	5	1
1122	впервые и	1	1
1123	в языке	13	1
1124	его с	1	1
1125	которых мы	2	1
1126	же начала	1	1
1127	был бы	6	1
1128	символ хотя	1	1
1129	важно для	2	1
1130	как субъективно	1	1
1131	же нужно	1	1
1132	ровно ничего	4	1
1133	из таких	1	1
1134	оно было	1	1
1135	случае мы	1	1
1136	потом уже	1	1
1137	и должно	2	1
1138	именно к	1	1
1139	говорит нам	1	1
1140	к сфере	5	1
1141	никакой вещи	1	1
1142	не пустое	1	1
1143	момента в	1	1
1144	и менее	4	1
1145	даже в	2	1
1146	случай что	1	1
1147	из всех	1	1
1148	самому своему	2	1
1149	бы никаких	1	1
1150	работ по	2	1
1151	чтобы стать	1	1
1152	менее сущность	1	1
1153	решения вопроса	1	1
1154	за последние	2	1
1155	и различие	2	1
1156	думает что	1	1
1157	на какую-нибудь	1	1
1158	нечто такое	1	1
1159	в общую	1	1
1160	предстают перед	1	1
1161	в некоторых	1	1
1162	не требует	2	1
1163	человек есть	1	1
1164	угодно но	1	1
1165	пустое и	2	1
1166	что большинство	1	1
1167	ни другое	1	1
1168	должен признать	1	1
1169	действительно можно	1	1
1170	мы в	4	1
1171	что человек	1	1
1172	представим себе	2	1
1173	ощущения и	1	1
1174	же нам	2	1
1175	и является	9	1
1176	теперь необходимо	1	1
1177	понятно и	1	1
1178	не хочет	3	1
1179	от чистой	1	1
1180	в общей	2	1
1181	символ или	2	1
1182	существует итак	1	1
1183	самом же	1	1
1184	не подозревает	1	1
1185	есть эта	1	1
1186	к действию	1	1
1187	чем говорить	1	1
1188	всем известно	1	1
1189	и мыслить	2	1
1190	от другого	4	1
1191	только за	1	1
1192	нами в	3	1
1193	после этого	4	1
1194	еще очень	3	1
1195	наши термины	1	1
1196	такое бытие	1	1
1197	те категории	1	1
1198	есть результат	5	1
1199	труда заметим	1	1
1200	ни слова	1	1
1201	уж мы	1	1
1202	под этим	4	1
1203	теории мы	1	1
1204	это определение	1	1
1205	со всеми	2	1
1206	и фактов	1	1
1207	один момент	1	1
1208	в них	8	1
1209	должен был	1	1
1210	несет с	3	1
1211	дать в	1	1
1212	или для	1	1
1213	выражение но	2	1
1214	о природе	2	1
1215	бы весьма	1	1
1216	здесь мы	1	1
1217	мы понимаем	1	1
1218	он остается	1	1
1219	то на	4	1
1220	если еще	1	1
1221	есть смысловое	2	1
1222	всегда в	1	1
1223	относится или	1	1
1224	имеет значение	3	1
1225	их и	1	1
1226	может а	1	1
1227	самом общем	1	1
1228	все дело	1	1
1229	то сама	1	1
1230	о самом	2	1
1231	образом ни	1	1
1232	содержание и	1	1
1233	можно даже	2	1
1234	однако тут	1	1
1235	эстетики и	1	1
1236	существу и	1	1
1237	от одной	1	1
1238	не смогут	1	1
1239	оперирует наука	1	1
1240	вы мне	1	1
1241	обозначения то	1	1
1242	уже на	3	1
1243	тут уже	2	1
1244	вообще нельзя	2	1
1245	и видов	1	1
1246	же самый	1	1
1247	и будет	2	1
1248	и действительно	1	1
1249	и пусть	3	1
1250	представление о	6	1
1251	к другим	2	1
1252	нами категории	1	1
1253	пор мы	4	1
1254	в порядке	1	1
1255	название вещи	2	1
1256	можно назвать	1	1
1257	мы получаем	3	1
1258	будем понимать	1	1
1259	относятся к	3	1
1260	субъект тоже	1	1
1261	и должен	1	1
1262	и пока	2	1
1263	когда это	1	1
1264	тоже имеют	1	1
1265	свой собственный	2	1
1266	уже нет	1	1
1267	именно и	1	1
1268	какие угодно	1	1
1269	необходимо для	2	1
1270	бы один	1	1
1271	к самому	2	1
1272	с такими	3	1
1273	может стать	1	1
1274	существует между	1	1
1275	метафизики и	1	1
1276	заостренности и	1	1
1277	а именно	16	1
1278	выражения и	1	1
1279	тратить время	1	1
1280	он обозначает	4	1
1281	есть какая-нибудь	2	1
1282	одновременно и	1	1
1283	на эту	2	1
1284	вещество и	1	1
1285	возникают сами	1	1
1286	то ему	1	1
1287	в которых	4	1
1288	никто не	2	1
1289	может существовать	1	1
1290	только ее	2	1
1291	в абстрактное	1	1
1292	кого не	1	1
1293	субъективизма а	1	1
1294	своему смыслу	4	1
1295	существует не	1	1
1296	это требует	2	1
1297	без которых	2	1
1298	говоря и	1	1
