N	2gram	Bakhtin_Pr	Poddanst
201	они не	5	1
202	увидеть и	1	1
203	является и	1	1
204	в исторической	1	1
205	она должна	1	1
206	этой области	2	1
207	восходит к	1	1
208	та совокупность	1	1
209	творчестве достоевского	6	1
210	них в	3	1
211	в момент	1	1
212	это в	1	1
213	поскольку мы	1	1
214	и главное	2	1
215	вероятно что	1	1
216	церкви в	1	1
217	тяготеет к	1	1
218	к этой	3	1
219	в основном	1	1
220	действие в	3	1
221	выборе и	1	1
222	исторические и	1	1
223	очень далеко	1	1
224	отчасти и	4	1
225	прямо на	2	1
226	она не	4	1
227	уже в	3	1
228	должна быть	1	1
229	более или	3	1
230	применении к	1	1
231	ними как	1	1
232	есть прежде	1	1
233	в творчестве	8	1
234	связана с	3	1
235	из авторов	1	1
236	не верить	1	1
237	живет в	3	1
238	стилю и	1	1
239	с определенной	1	1
240	в применении	1	1
241	на основе	4	1
242	этом мире	1	1
243	и всегда	2	1
244	вопросу о	1	1
245	это черта	1	1
246	что истина	1	1
247	из всех	1	1
248	формы в	1	1
249	во многих	2	1
250	того чем	1	1
251	в определенном	1	1
252	что это	2	1
253	конечно и	7	1
254	одно и	1	1
255	миру в	1	1
256	могут дать	1	1
257	какое огромное	1	1
258	ни на	1	1
259	подчеркнуть что	4	1
260	в последующие	2	1
261	есть у	1	1
262	что при	1	1
263	и уже	2	1
264	мысли и	2	1
265	в формах	2	1
266	и образы	1	1
267	из этих	3	1
268	гоголя и	1	1
269	жить и	4	1
270	идеи и	5	1
271	что если	1	1
272	что с	1	1
273	связанные с	3	1
274	именно на	2	1
275	не как	5	1
276	и другие	14	1
277	только один	1	1
278	что дело	1	1
279	а затем	5	1
280	от этой	1	1
281	и вся	4	1
282	что уже	2	1
283	мы все	2	1
284	в каждом	5	1
285	и народной	1	1
286	только на	3	1
287	где он	1	1
288	и через	5	1
289	и этим	3	1
290	не исключает	2	1
291	не с	1	1
292	обе эти	3	1
293	что эта	1	1
294	и достоевский	1	1
295	например с	1	1
296	не об	1	1
297	стал также	1	1
298	в других	2	1
299	и мертвых	1	1
300	и при	2	1
301	и что	3	1
302	в различных	1	1
303	и современная	1	1
304	причастны к	1	1
305	вопроса и	1	1
306	не произведения	1	1
307	что и	4	1
308	в европейском	1	1
309	а имеют	1	1
310	есть с	2	1
311	некоторые же	1	1
312	другой стороны	3	1
313	раскрывается в	1	1
314	еще в	1	1
315	в мир	1	1
316	и поныне	1	1
317	идеи в	2	1
318	этом смысле	5	1
319	бы что	1	1
320	к жизни	2	1
321	пространство в	1	1
322	далеко не	4	1
323	в современной	1	1
324	в этих	8	1
325	не вполне	1	1
326	что все	3	1
327	в истории	4	1
328	различия между	1	1
329	так же	4	1
330	человека с	3	1
331	также и	5	1
332	как она	1	1
333	его в	4	1
334	бы из	1	1
335	знаем что	1	1
336	речь но	1	1
337	психологическом и	1	1
338	над ним	1	1
339	каждый из	1	1
340	литературы и	4	1
341	в большинстве	9	1
342	который не	2	1
343	было и	1	1
344	судеб и	1	1
345	все же	3	1
346	и притом	2	1
347	но на	2	1
348	рассматривать как	1	1
349	в результате	2	1
350	в которой	2	1
351	от тех	1	1
352	сочетаться с	1	1
353	в этой	3	1
354	или иным	1	1
355	числе и	13	1
356	и сгинет	1	1
357	к ним	5	1
358	прежде чем	2	1
359	и еще	2	1
360	этом не	2	1
361	в отличие	1	1
362	и где	1	1
363	по преимуществу	1	1
364	и которая	2	1
365	на нее	1	1
366	и судьбы	1	1
367	себя в	1	1
368	исторической действительности	1	1
369	существенно и	1	1
370	и необходимы	1	1
371	не тех	1	1
372	ней и	1	1
373	же как	1	1
374	идет именно	1	1
375	на себя	3	1
376	она может	1	1
377	что не	1	1
378	мы и	4	1
379	развития в	1	1
380	если мы	5	1
381	в эпоху	12	1
382	тем же	1	1
383	но для	2	1
384	не входят	2	1
385	что есть	1	1
386	ведет к	3	1
387	свои собственные	1	1
388	государства и	1	1
389	могут стать	1	1
390	или хотя	1	1
391	к другим	4	1
392	смысле не	2	1
393	развитие в	2	1
394	под его	1	1
395	отношением к	1	1
396	к разрушению	1	1
397	тогда когда	1	1
398	и другим	1	1
399	находится в	1	1
400	в живом	1	1
401	бы оно	1	1
402	работы в	1	1
403	эти явления	3	1
404	с собой	1	1
405	отношения в	1	1
406	место в	3	1
407	и петербург	1	1
408	как и	13	1
409	из предшествующего	1	1
410	в некотором	1	1
411	и само	1	1
412	к пределу	1	1
413	зрения исторической	1	1
414	или иной	2	1
415	в собственном	3	1
416	и внутренне	1	1
417	оказаться в	1	1
418	к миру	2	1
419	по одному	2	1
420	начала в	2	1
421	мире в	1	1
422	большинстве случаев	9	1
423	веры и	1	1
424	и предания	1	1
425	одновременно и	5	1
426	в одно	1	1
427	всеми его	1	1
428	все еще	3	1
429	иной раз	1	1
430	именно потому	1	1
431	стремление к	1	1
432	дело идет	1	1
433	на то	2	1
434	развитии европейской	3	1
435	на фоне	1	1
436	это но	1	1
437	русского капитализма	1	1
438	современности в	1	1
439	заставить их	1	1
440	ли не	1	1
441	которые были	1	1
442	и по	5	1
443	это значение	1	1
444	там где	3	1
445	и жизнь	2	1
446	или что	1	1
447	века в	4	1
448	это сделать	1	1
449	что именно	2	1
450	друг с	6	1
451	общественной и	1	1
452	исторической и	2	1
453	казалось бы	4	1
454	над собой	2	1
455	всяком случае	1	1
456	в свете	1	1
457	в явлении	1	1
458	нисколько не	1	1
459	о котором	1	1
460	сущности а	1	1
461	не все	1	1
462	сравнению с	6	1
463	в глубины	1	1
464	вдали от	1	1
465	в условиях	7	1
466	он будет	1	1
467	друг друга	7	1
468	в себя	8	1
469	быть различной	1	1
470	живых и	1	1
471	для этого	2	1
472	с ее	3	1
473	сочетаются с	2	1
474	с другом	6	1
475	во времени	1	1
476	не просто	1	1
477	он был	1	1
478	на каждом	1	1
479	не имеет	1	1
480	xviii и	3	1
481	есть и	4	1
482	однако же	1	1
483	и особенно	3	1
484	или менее	3	1
485	и ее	8	1
486	особенно в	7	1
487	что проблема	1	1
488	с разных	1	1
489	времени так	1	1
490	в развитии	5	1
491	сочетается со	3	1
492	и среди	1	1
493	к более	1	1
494	связаны с	3	1
495	необходимы и	1	1
496	широко и	1	1
497	из этой	1	1
498	в душе	1	1
499	xviii века	3	1
500	философской и	1	1
501	никогда не	10	1
502	еще не	10	1
503	люди и	3	1
504	рождается и	1	1
