N	2gram	Bakhtin_Pr	Psycholo
317	и вообще	2	8
318	место в	8	8
319	и эта	2	8
320	теории искусства	2	8
321	из всех	1	8
322	и другими	3	8
323	и значение	2	8
324	в произведении	4	8
325	содержания и	6	8
326	этом смысле	3	8
327	в нее	1	8
328	здесь совершенно	3	8
329	к нему	10	8
330	в процессе	1	8
331	и более	2	8
332	искусства есть	1	8
333	относится к	4	8
334	том как	2	8
335	и во	2	8
336	он может	2	8
337	бы и	1	8
338	иметь дело	2	8
339	которую мы	3	8
340	эти два	1	8
341	стороны и	1	8
342	мысли и	1	7
343	не как	1	7
344	искусства является	1	7
345	и те	2	7
346	свою очередь	1	7
347	она есть	1	7
348	на том	1	7
349	только при	2	7
350	согласии с	1	7
351	связи с	2	7
352	в каждом	2	7
353	должны быть	4	7
354	в особенности	2	7
355	и при	2	7
356	имеет место	5	7
357	себе не	2	7
358	со всеми	3	7
359	чувство и	1	7
360	они не	3	7
361	только один	1	7
362	это имеет	1	7
363	к ним	1	7
364	именно то	1	7
365	не существует	1	7
366	дело и	5	7
367	того или	2	7
368	к которой	1	7
369	это можно	1	7
370	все что	3	7
371	для всех	1	7
372	к этой	1	7
373	нас в	1	7
374	нашего исследования	1	7
375	даны в	1	7
376	если он	1	7
377	приходит к	1	7
378	в нашем	4	7
379	о ней	1	7
380	время в	1	7
381	и эти	1	7
382	видит в	1	7
383	какой мере	2	7
384	с которым	1	7
385	же мы	1	7
386	а как	3	7
387	психологии и	1	7
388	и действительно	1	7
389	себя и	3	7
390	совпадает с	2	7
391	что здесь	1	7
392	ее не	1	7
393	в полном	1	7
394	здесь в	2	7
395	с так	1	7
396	а на	1	7
397	дело в	2	7
398	есть как	1	7
399	слова в	7	7
400	каким образом	1	6
401	только как	6	6
402	что вся	1	6
403	вносит в	1	6
404	бы что	1	6
405	рядом с	5	6
406	того и	1	6
407	не могла	1	6
408	эмоции и	1	6
409	что есть	1	6
410	обратимся к	1	6
411	образом в	1	6
412	события в	1	6
413	всех этих	1	6
414	смысле слова	2	6
415	таким путем	1	6
416	оно не	3	6
417	содержание и	2	6
418	к его	2	6
419	приводит к	3	6
420	да и	3	6
421	для нее	8	6
422	и вся	2	6
423	только с	1	6
424	в эстетике	2	6
425	находятся в	1	6
426	для художественного	1	6
427	нуждается в	2	6
428	от всех	4	6
429	на нее	1	6
430	и без	1	6
431	не все	2	6
432	как ни	1	6
433	которые в	1	6
434	слова и	3	6
435	поэтического произведения	3	6
436	еще более	1	6
437	нами в	2	6
438	и которые	2	6
439	в музыке	5	6
440	почти все	1	6
441	имеет в	1	6
442	говорить о	3	6
443	не что	1	6
444	для понимания	2	6
445	что иное	1	6
446	она как	1	6
447	тем не	3	6
448	что под	1	6
449	в себя	2	6
450	а только	2	6
451	очень часто	1	6
452	не дает	2	6
453	или же	1	6
454	за пределы	12	6
455	уже не	1	6
456	или иного	2	6
457	независимо от	13	6
458	его с	1	6
459	приходится иметь	2	6
460	как не	1	6
461	без всякого	1	6
462	в плане	7	6
463	творческий акт	1	6
464	нисколько не	1	6
465	отношение к	10	6
466	иное как	1	6
467	в душе	1	5
468	к действительности	3	5
469	тем как	5	5
470	между ними	4	5
471	ни одна	2	5
472	на эту	1	5
473	им в	1	5
474	и трагедии	1	5
475	в смысле	1	5
476	можно ли	1	5
477	к которому	4	5
478	во всей	1	5
479	бы то	3	5
480	не должна	4	5
481	чем в	2	5
482	ее от	1	5
483	дано в	3	5
484	в лучшем	2	5
485	и является	1	5
486	подход к	1	5
487	материала в	10	5
488	все остальное	1	5
489	поэтического творчества	1	5
490	оно может	2	5
491	в одну	1	5
492	где мы	1	5
493	если в	1	5
494	смысла и	1	5
495	отношения к	6	5
496	том смысле	1	5
497	так чтобы	1	5
498	быть не	1	5
499	он является	1	5
500	значение и	1	5
501	и теперь	1	5
502	и часто	1	5
503	ни одной	1	5
504	нет и	3	5
505	она может	3	5
506	то или	2	5
507	и всегда	1	5
508	с достаточной	1	5
509	все равно	1	5
510	и смысл	1	5
511	в каждой	1	5
512	к одному	1	5
513	но она	2	5
514	не следует	2	5
515	человека и	1	5
516	искусства от	1	5
517	что дело	1	5
518	до крайности	1	5
519	связь с	3	5
520	но они	4	5
521	задачи и	2	5
522	то в	1	5
523	хотя и	3	5
524	здесь с	1	5
525	и за	1	5
526	не знает	3	5
527	которое в	1	5
528	в других	4	5
529	именно как	1	5
530	в один	1	5
531	себя в	2	5
532	к такому	1	5
533	в область	3	5
534	критики и	1	5
535	в романе	4	5
536	она и	1	5
537	не имеют	2	5
538	в творчестве	1	5
539	том же	2	5
540	есть к	1	5
541	все они	5	5
542	этой области	2	5
543	можно показать	1	5
544	произведения с	1	5
545	человека в	2	5
546	его не	2	5
547	который мы	1	5
548	мы различаем	1	5
549	идет речь	1	5
550	лучшем случае	2	5
551	в применении	3	4
552	характер и	1	4
553	его от	1	4
554	от одного	1	4
555	себя как	5	4
556	форму и	2	4
557	из всего	1	4
558	на самой	1	4
559	в поэтическом	1	4
560	нам в	1	4
561	применении к	3	4
562	в противоположность	1	4
563	своим собственным	1	4
564	но вся	1	4
565	а между	1	4
566	и формы	1	4
567	есть конечно	1	4
568	но для	1	4
569	не остается	2	4
570	в связи	2	4
571	понятий и	2	4
572	если оно	1	4
573	все остальные	1	4
574	материал и	2	4
575	или иное	2	4
576	природы и	3	4
577	художественные произведения	1	4
578	можно сделать	2	4
579	в корне	2	4
580	к выводу	1	4
581	многие критики	1	4
582	к другому	1	4
583	художественного впечатления	2	4
584	отношении к	1	4
585	эстетический объект	37	4
586	которую он	1	4
587	как например	1	4
588	значение имеет	3	4
589	одной из	3	4
590	в глазах	1	4
591	здесь не	4	4
592	понять как	1	4
593	значение в	1	4
594	основе своей	3	4
595	который как	1	4
596	но эта	1	4
597	произведения как	8	4
598	этого вопроса	1	4
599	также и	3	4
600	не с	4	4
601	именно эта	1	4
602	или как	3	4
603	и вне	1	4
604	поэзии с	1	4
605	может и	4	4
606	совершенно разных	1	4
607	вплоть до	1	4
608	себе а	1	4
609	с теорией	1	4
610	и содержания	3	4
611	строго говоря	1	4
612	в некоторых	2	4
613	художественную форму	4	4
614	в первом	1	4
615	по отношению	21	4
616	художественной формой	1	4
617	остановимся на	1	4
618	в каких	2	4
619	с помощью	7	4
620	так то	1	4
621	настоящее время	1	4
622	с этими	1	4
623	который в	1	4
624	ее и	1	4
625	слов в	1	4
626	нигде не	1	4
627	ли мы	3	4
628	произведение как	4	4
629	при восприятии	2	4
630	в мире	3	4
631	на один	1	4
632	для его	1	4
633	всех других	1	4
634	это может	1	4
635	трагедии как	1	4
636	однако в	1	4
637	не на	5	4
638	может стать	3	4
639	мы говорим	1	4
640	эстетики и	3	4
641	в настоящее	1	4
642	с ними	4	4
643	в слове	3	4
644	ли он	1	4
645	автора и	1	4
646	зависимость от	1	4
647	более и	1	4
648	в истории	2	4
649	же время	3	4
650	нуждаются в	1	4
651	мог бы	1	4
652	произведения и	2	4
653	в поэме	1	4
654	высшей степени	5	4
655	дает нам	2	4
656	форм и	2	4
657	аналогии с	1	4
658	обе эти	1	4
659	не для	1	4
660	и где	1	4
661	к концу	1	4
662	к своему	2	4
663	так называемой	1	4
664	в пределах	6	4
665	в понимании	1	4
666	благодаря этому	1	4
667	зрения на	1	3
668	здесь же	2	3
669	следует что	2	3
670	кроме того	3	3
671	линии и	1	3
672	на первый	2	3
673	связано с	1	3
674	можем сказать	2	3
675	все и	2	3
676	творчества в	3	3
677	было в	1	3
678	чего не	1	3
679	уже и	1	3
680	тенденцию к	2	3
681	автор как	2	3
682	своих последних	1	3
683	переходим к	2	3
684	мышления и	1	3
685	искусства то	1	3
686	с другими	3	3
687	не больше	3	3
688	как можно	1	3
689	и всюду	1	3
690	из важнейших	3	3
691	по аналогии	1	3
692	как таковое	1	3
693	материалом и	1	3
694	здесь на	1	3
695	иметь в	1	3
696	его как	3	3
697	для построения	1	3
698	оно было	2	3
699	что никакой	1	3
700	о чувстве	1	3
701	под этим	1	3
702	в более	4	3
703	полном согласии	1	3
704	в форме	4	3
705	и самая	1	3
706	то на	1	3
707	нашего чувства	1	3
708	на их	1	3
709	то он	1	3
710	своем роде	1	3
711	всякое чувство	1	3
712	может его	1	3
713	на основе	6	3
714	и содержание	3	3
715	она начинает	1	3
716	в которую	1	3
717	материал не	1	3
718	организма и	2	3
719	и проч	28	3
720	формы то	1	3
721	мы еще	1	3
722	моментов в	1	3
723	создания и	1	3
724	на что	1	3
725	в таких	2	3
726	это возможно	1	3
727	которое было	1	3
728	можно выразить	1	3
729	и я	1	3
730	бы ни	1	3
731	связаны с	2	3
732	мере в	1	3
733	с первого	1	3
734	на них	3	3
735	связь и	2	3
736	ни один	1	3
737	каждый раз	1	3
738	смысл слова	1	3
739	что можно	1	3
740	лежащая в	1	3
741	в одинаковой	1	3
742	как форма	7	3
743	выводу что	1	3
744	остались бы	1	3
745	случае не	2	3
746	социальной и	1	3
747	направлений в	1	3
748	которое может	1	3
749	ее основе	1	3
750	равно как	1	3
751	она является	1	3
752	нем нет	1	3
753	жизни а	1	3
754	если так	1	3
755	всего этого	1	3
756	вообще и	1	3
757	художественная форма	10	3
758	имеем дело	3	3
759	что содержание	2	3
760	на почве	3	3
761	этого и	1	3
762	музыки и	1	3
763	и понять	2	3
764	здесь нет	2	3
765	ни было	3	3
766	души и	2	3
767	не о	1	3
768	быть только	5	3
769	но ведь	1	3
770	точек зрения	1	3
771	его значение	1	3
772	что их	1	3
773	не иначе	1	3
774	вопроса о	3	3
775	и сделать	3	3
776	на которую	1	3
777	поэтический язык	1	3
778	она на	1	3
779	от самого	1	3
780	то ни	3	3
781	не более	2	3
782	художника и	5	3
783	на нем	1	3
784	хотя в	1	3
785	формы она	2	3
786	уже указывали	1	3
787	из общего	1	3
788	их и	2	3
789	мы называем	1	3
790	найти в	1	3
791	и др	8	3
792	бы быть	1	3
793	слова как	1	3
794	и ничего	1	3
795	средством для	1	3
796	положения и	1	3
797	как таковой	2	3
798	этой проблемы	1	3
799	на ее	3	3
800	нас как	1	3
801	и должно	3	3
802	есть для	1	3
803	во что	1	3
804	искусстве есть	1	3
805	которые могут	2	3
806	дело идет	2	3
807	речь в	1	3
808	можно найти	1	3
809	именно поэтому	2	3
810	которая не	1	3
811	ни к	2	3
812	это понятие	1	3
813	творчества и	5	3
814	к себе	2	3
815	значение для	3	3
816	и два	1	3
817	нам и	1	3
818	а вовсе	1	3
819	преодолевает его	2	3
820	смысле что	1	3
821	отношению к	19	3
822	и форма	1	3
823	вне нас	1	3
824	мире в	1	3
825	и восприятия	1	3
826	что так	1	3
827	для искусства	1	3
828	действительно не	1	3
829	как нечто	3	3
830	слово в	2	3
831	бороться со	1	3
832	но с	3	3
833	или иначе	1	3
834	а также	1	3
835	как таковая	1	3
836	места в	1	3
837	форма в	1	3
838	без всякой	2	3
839	поскольку она	1	3
840	а к	2	3
841	первый план	2	3
842	в наши	1	3
843	к чему-то	2	3
844	быть и	1	3
845	совершенно невозможно	3	3
846	вплотную к	1	3
847	роман и	1	3
848	в эстетической	1	3
849	в высшей	5	3
850	в узком	1	3
851	и прежде	5	3
852	искусства на	1	3
853	могут иметь	1	2
854	в отдельном	1	2
855	в общей	1	2
856	предметное содержание	1	2
857	о мире	1	2
858	есть именно	1	2
859	и чувство	1	2
860	в лирике	2	2
861	они ни	1	2
862	есть то	1	2
863	материала для	2	2
864	осуществляется в	1	2
865	можно не	1	2
866	дело только	3	2
867	два момента	1	2
868	отношение и	1	2
869	ничто не	1	2
870	и должна	3	2
871	оно как	1	2
872	не всегда	6	2
873	но может	1	2
874	произведения но	2	2
875	свое отражение	1	2
876	отметить что	7	2
877	которая все	1	2
878	с другим	1	2
879	вопросу о	1	2
880	эстетического объекта	37	2
881	проблемы мы	1	2
882	они должны	1	2
883	мы конечно	1	2
884	то чем	1	2
885	вне искусства	6	2
886	формы при	1	2
887	именно с	1	2
888	от них	2	2
889	имели бы	1	2
890	или иным	1	2
891	события а	1	2
892	как такового	3	2
893	даже к	1	2
894	что уже	1	2
895	на действительность	1	2
896	нам совершенно	1	2
897	вбирает в	1	2
898	основании что	1	2
899	словом в	1	2
900	произведения не	1	2
901	только она	2	2
902	понимать только	2	2
903	ни от	1	2
904	на которое	1	2
905	этом последнем	1	2
906	при чтении	1	2
907	восприятия то	1	2
908	не даны	1	2
909	моментов и	1	2
910	к вопросу	1	2
911	той или	2	2
912	мы указывали	1	2
913	как психология	1	2
914	человека как	2	2
915	бы они	1	2
916	от которых	1	2
917	как материал	1	2
918	не совпадает	2	2
919	его так	1	2
920	не раз	1	2
921	себе никакой	1	2
922	если угодно	1	2
923	и искусства	2	2
924	к чисто	1	2
925	что кроме	1	2
926	есть ли	1	2
927	художник в	1	2
928	материал в	4	2
929	от нее	1	2
930	связи и	3	2
931	остается совершенно	1	2
932	и должны	2	2
933	однако эта	1	2
934	непосредственно не	1	2
935	вещи а	1	2
936	в самый	1	2
937	о той	1	2
938	к художественному	4	2
939	произведения это	2	2
940	образа и	1	2
941	с миром	4	2
942	которого оно	1	2
943	и слов	1	2
944	для них	1	2
945	художник не	1	2
946	которое как	1	2
947	звук и	1	2
948	это положение	1	2
949	но никогда	1	2
950	это чувство	1	2
951	произведение в	6	2
952	жизни в	1	2
953	и фантазии	1	2
954	и события	2	2
955	и формой	1	2
956	вследствие этого	3	2
957	эта внутренняя	1	2
958	того значения	1	2
959	нет в	1	2
960	к созданию	1	2
961	тем или	1	2
962	поэт в	2	2
963	в художественный	1	2
964	для всякой	1	2
965	творчество и	3	2
966	в значительной	2	2
967	от эстетики	1	2
968	и какие	1	2
969	этого положения	1	2
970	оно является	1	2
971	и воспринимающего	1	2
972	своему значению	1	2
973	смысл который	1	2
974	и ему	1	2
975	чем не	2	2
976	свободно и	1	2
977	в сфере	1	2
978	на содержание	5	2
979	дело именно	1	2
980	является только	1	2
981	часто и	1	2
982	к содержанию	17	2
983	формы к	1	2
984	которому он	1	2
985	в свое	1	2
986	и ей	1	2
987	они совершенно	1	2
988	к теории	1	2
989	образ и	1	2
990	быть отнесены	1	2
991	искусства потому	1	2
992	д мы	1	2
993	различия между	1	2
994	основных понятий	2	2
995	со словами	2	2
996	которые как	1	2
997	всего романа	1	2
998	быть признано	1	2
999	иной раз	1	2
1000	и со	1	2
1001	и могут	1	2
1002	познания что	1	2
1003	ему не	1	2
1004	какое значение	1	2
1005	действительности но	2	2
1006	которые могли	1	2
1007	лежит не	1	2
1008	это как	1	2
1009	выше в	2	2
1010	поэзия и	1	2
1011	в начале	2	2
1012	борьбе за	1	2
1013	для эстетики	2	2
1014	явление в	1	2
1015	имеем все	1	2
1016	вообще не	7	2
1017	конечно совершенно	1	2
1018	или иной	2	2
1019	даже прямо	1	2
1020	здесь все	2	2
1021	на своих	1	2
1022	мы сказали	1	2
1023	поэзии но	1	2
1024	в произведение	1	2
1025	которая в	1	2
1026	случае мы	2	2
1027	об искусстве	3	2
1028	можно определить	2	2
1029	что нас	1	2
1030	он совершенно	1	2
1031	имеет для	1	2
1032	выражения и	1	2
1033	как с	1	2
1034	на рояле	1	2
1035	узнать что	1	2
1036	а иногда	2	2
1037	художественного восприятия	2	2
1038	во внешнем	1	2
1039	изобразительных искусств	1	2
1040	даже и	1	2
1041	все свои	1	2
1042	почти совершенно	3	2
1043	не вполне	2	2
1044	как оно	1	2
1045	до того	1	2
1046	как таковую	1	2
1047	одинаковой степени	1	2
1048	или если	1	2
1049	жизни как	1	2
1050	это отношение	2	2
1051	входят в	3	2
1052	каждое из	1	2
1053	который позволил	1	2
1054	а следовательно	1	2
1055	нет что	1	2
1056	и становится	7	2
1057	другом случае	1	2
1058	пытаются понять	1	2
1059	от ее	2	2
1060	и возможности	1	2
1061	формализма и	1	2
1062	на протяжении	1	2
1063	отражение в	1	2
1064	и всей	1	2
1065	первом случае	1	2
1066	что каждая	1	2
1067	чем на	1	2
1068	объяснение в	1	2
1069	узком смысле	2	2
1070	совершенно необходимо	1	2
1071	создается не	1	2
1072	они в	1	2
1073	теряет свою	1	2
1074	показать в	1	2
1075	этому присоединяется	1	2
1076	случае к	1	2
1077	связи со	1	2
1078	или хотя	1	2
1079	произведения который	1	2
1080	между этими	1	2
1081	смысле и	1	2
1082	деле и	1	2
1083	есть та	1	2
1084	следовательно и	1	2
1085	вот на	1	2
1086	находит свое	2	2
1087	имеют дело	3	2
1088	так называемые	1	2
1089	для художника	1	2
1090	и смысла	2	2
1091	не приходится	1	2
1092	оно создает	1	2
1093	ее художественного	1	2
1094	что бы	1	2
1095	очень мало	1	2
1096	в которое	1	2
1097	значения которое	1	2
1098	я чувствую	1	2
1099	ней в	1	2
1100	можно только	6	2
1101	слова это	1	2
1102	во втором	1	2
1103	произведение и	3	2
1104	как одна	1	2
1105	что называют	1	2
1106	одном и	1	2
1107	должны мы	1	2
1108	до этого	1	2
1109	есть лишь	3	2
1110	так называемый	2	2
1111	в россии	2	2
1112	это содержание	1	2
1113	тела и	1	2
1114	искусство на	1	2
1115	как о	1	2
1116	как момент	3	2
1117	словесного искусства	2	2
1118	и эстетика	1	2
1119	художественный образ	1	2
1120	поэзия как	1	2
1121	тех же	1	2
1122	самое существенное	1	2
1123	как вещь	4	2
1124	только тем	1	2
1125	звуковая сторона	1	2
1126	цели и	2	2
1127	высокой степени	1	2
1128	она все	1	2
1129	позволил бы	1	2
1130	оказываются только	1	2
1131	виде и	1	2
1132	но именно	1	2
1133	эстетическое значение	1	2
1134	событие в	2	2
1135	форма как	2	2
1136	друг друга	1	2
1137	но которые	2	2
1138	формы как	1	2
1139	искусстве все	1	2
1140	выходит за	1	2
1141	нему и	2	2
1142	со своим	1	2
1143	на которой	1	2
1144	есть уже	1	2
1145	которому она	1	2
1146	а о	1	2
1147	материал как	2	2
1148	так называемое	1	2
1149	и психологически	1	2
1150	и художественного	3	2
1151	форму как	5	2
1152	сказать и	3	2
1153	другими словами	2	2
1154	как уже	1	2
1155	же самом	2	2
1156	в новый	2	2
1157	в характере	1	2
1158	зрения становится	1	2
1159	лежат в	1	2
1160	с понятием	1	2
1161	этого метода	1	2
1162	в литературном	1	2
1163	к событию	1	2
1164	литературное произведение	1	2
1165	быть объяснено	1	2
1166	к произведению	3	2
1167	совершенно понятной	1	2
1168	дело обстоит	1	2
1169	оформление и	1	1
1170	которые совершенно	1	1
1171	читателю и	1	1
1172	каковы же	1	1
1173	не связан	1	1
1174	некоторой степени	1	1
1175	эстетическим объектом	5	1
1176	искусства это	1	1
1177	играющий на	1	1
1178	в нашу	1	1
1179	как необходимом	1	1
1180	есть contradictio	1	1
1181	к звуку	1	1
1182	второго направления	1	1
1183	но каким	1	1
1184	понимается как	1	1
1185	находится и	1	1
1186	с действительностью	3	1
1187	его остается	1	1
1188	этом основании	1	1
1189	и доказательства	1	1
1190	в художественную	1	1
1191	относится и	2	1
1192	преодоление материала	1	1
1193	этим конечно	1	1
1194	как мысль	1	1
1195	от некоторых	1	1
1196	формальным методом	1	1
1197	какие угодно	1	1
1198	есть совершенно	1	1
1199	момент и	2	1
1200	отталкивается от	1	1
1201	случайно и	1	1
1202	предмета и	2	1
1203	это суждение	1	1
1204	мысль как	1	1
1205	языка то	1	1
1206	более как	1	1
1207	действительность в	1	1
1208	не его	2	1
1209	широком смысле	1	1
1210	людьми с	1	1
1211	другим как	1	1
1212	и художник	1	1
1213	всех искусствах	2	1
1214	восприятия и	1	1
1215	вчувствование и	1	1
1216	она же	1	1
1217	отсутствует и	1	1
1218	лежит на	1	1
1219	к художественной	1	1
1220	доходят до	1	1
1221	делая их	1	1
1222	мышления который	1	1
1223	указанных нами	2	1
1224	дальше чем	1	1
1225	формы есть	4	1
1226	особенности же	1	1
1227	психологизма в	1	1
1228	но эти	1	1
1229	зрения только	1	1
1230	потому и	1	1
1231	можем назвать	1	1
1232	с трудом	1	1
1233	изнутри себя	1	1
1234	характер в	1	1
1235	точками зрения	1	1
1236	собственно не	2	1
1237	содержание в	7	1
1238	и действительность	1	1
1239	слагаются в	1	1
1240	здесь оно	1	1
1241	от своей	1	1
1242	верной в	1	1
1243	через эти	1	1
1244	и начинает	1	1
1245	содержания в	4	1
1246	стихотворения пушкина	1	1
1247	отношения и	2	1
1248	эти моменты	2	1
1249	от эстетического	2	1
1250	является конечно	2	1
1251	этого чувства	1	1
1252	об эстетическом	1	1
1253	в контексте	1	1
1254	ли она	1	1
1255	эстетического анализа	13	1
1256	нет искусства	1	1
1257	в непосредственной	1	1
1258	его помощью	1	1
1259	нем не	1	1
1260	в противном	3	1
1261	коем случае	2	1
1262	поступком в	1	1
1263	того можно	1	1
1264	поэзия не	1	1
1265	здесь что	1	1
1266	не имеющих	1	1
1267	перескакивая от	1	1
1268	которую можно	1	1
1269	и которое	1	1
1270	содержание художественного	2	1
1271	этих моментов	1	1
1272	объяснить эти	1	1
1273	соображения которые	1	1
1274	они лежат	2	1
1275	другие искусства	1	1
1276	эстетика в	1	1
1277	и мир	2	1
1278	области познания	2	1
1279	присоединиться к	1	1
1280	и заставит	1	1
1281	к их	1	1
1282	а наоборот	1	1
1283	мы ничего	1	1
1284	и поэт	2	1
1285	личной жизни	1	1
1286	который можно	1	1
1287	целом в	2	1
1288	содержания или	1	1
1289	бытия и	1	1
1290	говоря словами	1	1
1291	дела с	4	1
1292	я начинаю	1	1
1293	бы только	1	1
1294	же значение	1	1
