N	2gram	Vinokur_Ku	Myslijsy
252	одной и	1	10
253	находится в	2	10
254	представить себе	1	10
255	и мы	2	10
256	это слово	7	10
257	и следовательно	2	10
258	что как	1	10
259	в других	1	10
260	бы в	8	10
261	если же	1	10
262	тем и	1	10
263	что только	2	10
264	и от	2	10
265	и есть	3	10
266	бы быть	1	10
267	он не	4	10
268	такой степени	1	10
269	мы говорим	4	10
270	в словах	1	10
271	том как	3	10
272	тех пор	2	10
273	слово с	2	10
274	если мы	5	10
275	тем же	2	10
276	и для	3	10
277	слово в	2	10
278	слова есть	1	10
279	так в	2	10
280	и понимания	1	10
281	между прочим	4	10
282	тому что	3	10
283	и того	2	9
284	есть средство	2	9
285	то не	2	9
286	и даже	5	9
287	а вместе	1	9
288	вопрос о	11	9
289	во многих	3	9
290	об отношении	1	9
291	связь между	1	9
292	до того	2	9
293	что она	5	9
294	на язык	4	9
295	поэзии и	1	9
296	только от	1	9
297	могли бы	4	9
298	о происхождении	1	9
299	одного и	2	9
300	для самого	3	9
301	от нее	1	9
302	не будет	1	9
303	один из	8	9
304	известно что	1	9
305	себе не	1	9
306	самом деле	17	9
307	но оно	2	9
308	с точки	16	9
309	мысли а	2	9
310	это было	2	9
311	не все	4	9
312	разница между	1	9
313	и других	1	9
314	до тех	1	9
315	далеко не	2	9
316	в целом	5	9
317	и о	3	9
318	можно сказать	6	9
319	языка с	1	9
320	язык в	7	9
321	таким же	1	9
322	во всем	1	8
323	которые не	1	8
324	говорить о	5	8
325	не как	2	8
326	но все	5	8
327	вслед за	1	8
328	мы называем	1	8
329	слова с	2	8
330	именно в	7	8
331	их в	1	8
332	в более	2	8
333	и слово	1	8
334	так например	3	8
335	перестает быть	1	8
336	была бы	5	8
337	что даже	2	8
338	что они	5	8
339	только не	1	8
340	влияние на	1	8
341	мы в	3	8
342	смысле в	1	8
343	слово как	1	8
344	от них	1	8
345	одно и	1	8
346	что есть	1	8
347	не так	2	8
348	с и	1	8
349	одно слово	1	8
350	с ними	6	8
351	в которых	8	8
352	между ними	2	8
353	внимание на	5	8
354	и тогда	4	8
355	и той	1	8
356	не из	1	8
357	в самой	6	8
358	тот же	7	8
359	этом случае	4	8
360	говоря о	1	8
361	то мы	4	8
362	на самом	3	8
363	мысли что	1	8
364	слова не	2	8
365	все равно	4	8
366	или в	5	8
367	и более	3	8
368	помнить что	1	8
369	на все	3	8
370	по его	1	8
371	самого себя	1	7
372	с этой	4	7
373	в разных	2	7
374	тем как	1	7
375	язык как	9	7
376	касается до	1	7
377	но что	3	7
378	связь с	1	7
379	все эти	17	7
380	к другим	1	7
381	в жизни	1	7
382	в собственном	2	7
383	в данном	8	7
384	было в	2	7
385	даже и	5	7
386	не всегда	4	7
387	превращается в	4	7
388	видно что	2	7
389	указания на	3	7
390	языка как	7	7
391	что именно	2	7
392	к этому	4	7
393	к языку	6	7
394	что у	3	7
395	то оно	2	7
396	притом не	1	7
397	несмотря на	6	7
398	или не	1	7
399	столько же	1	7
400	к мысли	1	7
401	из одного	3	7
402	на себе	10	7
403	но как	2	7
404	в своих	2	7
405	она не	1	7
406	этом смысле	8	7
407	бы было	1	7
408	могла бы	2	7
409	значение и	2	7
410	них не	1	7
411	а как	1	7
412	во втором	2	7
413	самое слово	1	7
414	для себя	1	7
415	находятся в	1	7
416	не более	1	7
417	вряд ли	5	7
418	себя и	1	7
419	о котором	4	7
420	бы и	6	7
421	развития и	1	7
422	и теперь	1	7
423	то все	1	7
424	при самом	1	7
425	и во	1	7
426	том же	3	7
427	из него	1	7
428	дает нам	1	7
429	которое мы	1	7
430	в таких	7	7
431	слова но	3	7
432	как она	1	7
433	не имеют	3	7
434	его к	5	7
435	в искусстве	2	7
436	не с	4	7
437	на это	3	7
438	не знаем	1	7
439	место в	1	7
440	и к	1	6
441	несомненно что	1	6
442	есть наука	2	6
443	же и	4	6
444	перед собою	1	6
445	увидим что	2	6
446	нас в	1	6
447	в виду	7	6
448	вопрос об	1	6
449	каким образом	1	6
450	в речи	5	6
451	давно уже	2	6
452	а именно	4	6
453	в своей	4	6
454	человеческой речи	1	6
455	языка мы	1	6
456	одно время	2	6
457	звуки и	1	6
458	имеют для	1	6
459	себе в	3	6
460	к ним	2	6
461	известным образом	1	6
462	в лес	1	6
463	к которому	3	6
464	слово не	1	6
465	она есть	2	6
466	после того	3	6
467	ни было	1	6
468	слов в	5	6
469	но слово	2	6
470	в ее	2	6
471	у него	3	6
472	но он	2	6
473	прежде чем	1	6
474	есть явление	1	6
475	что его	2	6
476	могло бы	1	6
477	к слову	2	6
478	мы уже	1	6
479	не заключает	1	6
480	заставляет нас	1	6
481	главным образом	3	6
482	друг другу	1	6
483	но есть	2	6
484	показывает что	1	6
485	и сами	2	6
486	и самое	1	6
487	состоит не	2	6
488	в последнем	2	6
489	например что	2	6
490	должна быть	6	6
491	в сущности	11	6
492	никак не	5	6
493	от другого	1	6
494	что поэзия	1	6
495	с таким	1	6
496	заключается в	3	6
497	к нам	1	6
498	может стать	1	6
499	форма слова	2	6
500	да и	5	6
501	друг от	1	6
502	ничего общего	2	6
503	явлений и	1	6
504	новое слово	1	6
505	язык и	1	6
506	с а	1	6
507	и уже	2	6
508	лишь в	6	6
509	языка то	3	6
510	не могло	1	6
511	в этой	8	6
512	как например	3	6
513	таким путем	1	6
514	мог бы	1	6
515	при котором	1	6
516	но если	2	6
517	то тем	1	6
518	мысли с	1	6
519	но на	1	6
520	в основании	2	6
521	что с	2	6
522	то он	1	6
523	у нас	19	6
524	только звук	1	6
525	в их	3	6
526	в виде	1	6
527	от друга	1	6
528	в стороне	2	6
529	что между	2	6
530	на его	3	6
531	в каждой	1	6
532	об этом	4	6
533	предположить что	2	6
534	все более	2	6
535	его не	1	6
536	как он	1	6
537	понятия и	1	6
538	от мысли	1	6
539	жизни и	1	6
540	в той	6	5
541	только из	1	5
542	человеческой жизни	1	5
543	были бы	2	5
544	даже в	4	5
545	формы в	2	5
546	или нет	1	5
547	на нас	1	5
548	не столько	2	5
549	и такое	1	5
550	есть дело	1	5
551	и значение	2	5
552	в некотором	1	5
553	по мнению	1	5
554	само собою	1	5
555	нужно будет	1	5
556	уже и	3	5
557	когда в	4	5
558	начнем с	1	5
559	к другой	1	5
560	но даже	3	5
561	состоит в	4	5
562	но эти	1	5
563	языке есть	2	5
564	конечно не	3	5
565	вообще и	2	5
566	языка не	5	5
567	этих последних	1	5
568	том чтобы	9	5
569	в нашем	8	5
570	что само	2	5
571	звуков и	2	5
572	лишь тогда	1	5
573	на том	4	5
574	из того	1	5
575	в живой	1	5
576	что а	1	5
577	а с	3	5
578	чем в	3	5
579	во внимание	1	5
580	одним из	2	5
581	которое в	2	5
582	одна из	1	5
583	о которых	2	5
584	полагает что	1	5
585	и у	3	5
586	и понимание	1	5
587	как предмет	1	5
588	природы а	1	5
589	рядом с	7	5
590	предполагает что	2	5
591	оно и	1	5
592	можно было	14	5
593	но только	5	5
594	этот вопрос	7	5
595	если это	1	5
596	однако в	2	5
597	оно имеет	1	5
598	до сознания	1	5
599	мысль в	1	5
600	с течением	2	5
601	можно только	1	5
602	в процессе	1	5
603	если в	2	5
604	все то	1	5
605	не видно	1	5
606	что вообще	1	5
607	перед нами	4	5
608	о языке	8	5
609	отношении к	1	5
610	слов и	2	5
611	переход от	4	5
612	ее не	1	5
613	на этот	4	5
614	общего с	2	5
615	и здесь	8	5
616	ответ на	2	5
617	с каким	1	5
618	слова так	1	5
619	они не	4	5
620	это можно	1	5
621	мы имеем	11	5
622	а это	5	5
623	указание на	1	5
624	нет ничего	1	5
625	то к	1	5
626	за тем	1	5
627	на память	1	5
628	в какой	7	5
629	не подлежит	1	5
630	но уже	6	5
631	и таким	1	5
632	в области	15	5
633	что эти	4	5
634	не говоря	3	5
635	том случае	3	5
636	такие же	2	5
637	бы только	1	5
638	здесь только	2	5
639	субъекта и	1	5
640	с языком	2	5
641	нужно было	3	5
642	этого не	5	5
643	в начале	1	5
644	этом слове	3	5
645	как не	4	5
646	как же	1	5
647	с понятием	1	5
648	отношение к	2	5
649	в представлении	1	5
650	как увидим	1	5
651	с общим	1	5
652	еще более	1	4
653	в применении	1	4
654	свою мысль	1	4
655	в некоторых	1	4
656	этой последней	1	4
657	это определение	2	4
658	иначе как	2	4
659	его мнению	1	4
660	как именно	2	4
661	нам не	5	4
662	звука в	1	4
663	можно считать	2	4
664	это зависит	1	4
665	но во	1	4
666	в другом	2	4
667	был бы	4	4
668	история языка	7	4
669	и действия	1	4
670	не что	2	4
671	так называемых	3	4
672	явление не	1	4
673	в противном	2	4
674	что иное	2	4
675	не мог	2	4
676	но так	2	4
677	все признаки	1	4
678	бы то	1	4
679	все его	1	4
680	обратить внимание	4	4
681	говорит он	1	4
682	не знает	4	4
683	я и	1	4
684	в связи	4	4
685	одно только	1	4
686	следовательно и	2	4
687	от этого	4	4
688	с его	4	4
689	связанная с	2	4
690	на этом	4	4
691	в наше	3	4
692	эти слова	1	4
693	не дает	1	4
694	ту же	6	4
695	то ни	2	4
696	явления в	1	4
697	кажется что	1	4
698	не могла	1	4
699	иметь в	1	4
700	и другая	1	4
701	того кто	1	4
702	на который	2	4
703	его как	1	4
704	если оно	1	4
705	в поэзии	1	4
706	ничего не	6	4
707	чтобы не	1	4
708	ведет к	1	4
709	собственном смысле	1	4
710	взгляд на	1	4
711	та же	1	4
712	не ограничивается	1	4
713	ни в	3	4
714	это есть	2	4
715	том и	3	4
716	не на	4	4
717	но без	1	4
718	так или	3	4
719	этой точки	4	4
720	в наших	1	4
721	живой речи	1	4
722	отношения к	2	4
723	к которым	1	4
724	и так	1	4
725	все они	1	4
726	здесь как	3	4
727	как средство	1	4
728	более чем	1	4
729	в понятие	1	4
730	в значении	2	4
731	не потому	6	4
732	более и	1	4
733	он есть	3	4
734	становится для	1	4
735	нам и	1	4
736	то она	2	4
737	он может	1	4
738	языка но	3	4
739	я говорю	1	4
740	только о	3	4
741	он должен	2	4
742	мы могли	2	4
743	смысле что	2	4
744	многих других	1	4
745	данном случае	2	4
746	сознания и	1	4
747	не без	1	4
748	этом отношении	8	4
749	что так	3	4
750	в науке	4	4
751	но с	2	4
752	что к	1	4
753	дело в	2	4
754	том виде	1	4
755	от слова	3	4
756	или даже	2	4
757	противном случае	2	4
758	к своему	2	4
759	по своему	1	4
760	в такой	2	4
761	мы находим	2	4
762	бы совершенно	1	4
763	это так	2	4
764	а так	1	4
765	на них	1	4
766	он говорит	1	4
767	а его	1	4
768	языке в	1	4
769	языку и	1	4
770	что касается	4	4
771	к тем	1	4
772	но язык	2	4
773	есть и	1	4
774	когда оно	2	4
775	явлений в	2	4
776	только то	2	4
777	собственно говоря	1	4
778	что можно	4	4
779	явления и	1	4
780	во многом	2	4
781	одного из	1	4
782	звук а	1	4
783	такой же	1	4
784	только после	1	4
785	в разговоре	1	4
786	слова например	1	4
787	иное как	3	4
788	в сложном	1	3
789	с которыми	1	3
790	они имеют	1	3
791	каждой из	1	3
792	мы и	1	3
793	говоря уже	2	3
794	к этой	3	3
795	новых слов	1	3
796	бы даже	1	3
797	случае мы	1	3
798	дело с	2	3
799	это значит	1	3
800	кроме того	2	3
801	это объяснение	1	3
802	и говорить	1	3
803	к звуку	1	3
804	этим словом	1	3
805	в результате	8	3
806	ясно что	7	3
807	в различных	1	3
808	понятий в	1	3
809	одной из	1	3
810	их не	1	3
811	значения в	2	3
812	от одной	1	3
813	я могу	1	3
814	понимания слова	1	3
815	в какое	1	3
816	этом можно	1	3
817	они ни	1	3
818	раз при	1	3
819	на первый	1	3
820	также что	2	3
821	а что	1	3
822	ответить на	1	3
823	определение не	1	3
824	что этот	2	3
825	следовало бы	2	3
826	должно было	1	3
827	себе все	1	3
828	применении к	1	3
829	и мысли	2	3
830	мы увидим	3	3
831	доказать что	3	3
832	пор пока	1	3
833	которая не	1	3
834	уже о	2	3
835	если так	1	3
836	и когда	2	3
837	что речь	1	3
838	чтобы показать	2	3
839	вместе со	2	3
840	так то	1	3
841	именно так	2	3
842	быть в	2	3
843	содержание его	1	3
844	она может	1	3
845	от себя	3	3
846	к ее	1	3
847	языка к	2	3
848	в большей	2	3
849	истории языка	5	3
850	которые в	2	3
851	несколько слов	3	3
852	о слове	2	3
853	первом случае	1	3
854	под конец	1	3
855	мы знаем	3	3
856	то для	2	3
857	его значения	1	3
858	нельзя в	1	3
859	но можно	2	3
860	может иметь	3	3
861	с пониманием	1	3
862	бы что	1	3
863	вкуса и	3	3
864	и отношения	1	3
865	ее от	1	3
866	что за	3	3
867	но для	4	3
868	с одним	1	3
869	необходимости и	1	3
870	большею частью	1	3
871	каждое из	1	3
872	есть именно	1	3
873	большинстве случаев	3	3
874	в двух	1	3
875	в себя	2	3
876	же касается	4	3
877	себе и	3	3
878	действительности и	1	3
879	чтобы понять	1	3
880	при чтении	1	3
881	что нет	2	3
882	мысль и	2	3
883	самый процесс	1	3
884	но тогда	1	3
885	совсем не	1	3
886	многих случаях	1	3
887	здесь мы	2	3
888	как это	6	3
889	что эта	1	3
890	язык вообще	1	3
891	в форме	3	3
892	даже не	1	3
893	движения и	1	3
894	например не	2	3
895	своего значения	1	3
896	я в	2	3
897	в связь	1	3
898	это потому	1	3
899	и др	1	3
900	но нет	1	3
901	не значит	2	3
902	мы будем	1	3
903	в общем	4	3
904	сказать о	1	3
905	значит что	1	3
906	разве только	1	3
907	наше время	3	3
908	доказывает что	2	3
909	и стало	1	3
910	значения и	1	3
911	словом которое	1	3
912	которых мы	2	3
913	слово для	1	3
914	не идет	1	3
915	ср с	1	3
916	то вопрос	1	3
917	одном и	1	3
918	зависит не	1	3
919	утверждает что	1	3
920	для них	2	3
921	в отношении	2	3
922	первых порах	1	3
923	слова мы	1	3
924	должен был	1	3
925	знать что	1	3
926	имел бы	1	3
927	образом если	2	3
928	дать себе	1	3
929	языков и	1	3
930	словом но	1	3
931	она и	1	3
932	как о	2	3
933	это чувство	1	3
934	связанные с	3	3
935	которого не	2	3
936	в известном	2	3
937	языка или	1	3
938	языка можно	2	3
939	языка которое	4	3
940	языка вообще	1	3
941	а если	5	3
942	в первый	2	3
943	значение этого	1	3
944	не должно	2	3
945	это только	5	3
946	а может	1	3
947	одного лица	1	3
948	время в	2	3
949	привести в	3	3
950	именно на	1	3
951	рано или	2	3
952	с так	1	3
953	ни были	3	3
954	что такая	1	3
955	эти условия	1	3
956	на первых	1	3
957	что здесь	1	3
958	без всякого	2	3
959	звуков в	2	3
960	именно то	1	3
961	как во	1	3
962	деле в	1	3
963	здесь не	5	3
964	не имел	1	3
965	или поздно	2	3
966	в санскрите	1	3
967	уже при	1	3
968	невозможна без	1	3
969	и том	1	3
970	как нельзя	2	3
971	в свое	4	3
972	самое понятие	1	3
973	можно себе	1	3
974	что ему	1	3
975	ничем не	1	3
976	различие между	2	3
977	ее в	2	3
978	нашего языка	1	3
979	не нужен	1	3
980	о значении	2	3
981	слово а	1	3
982	что значит	2	3
983	для всякого	1	3
984	ничего кроме	1	3
985	наоборот в	2	3
986	то слово	1	3
987	этих слов	1	3
988	что собственно	1	3
989	из своих	1	3
990	с которым	1	3
991	однако не	9	3
992	и непосредственно	1	3
993	или иначе	4	3
994	в мысль	1	3
995	а то	2	3
996	что представление	1	3
997	этой цели	2	3
998	между звуком	1	3
999	в новом	1	3
1000	нисколько не	6	3
1001	все слова	1	3
1002	должен быть	8	3
1003	что законы	2	3
1004	в пример	1	3
1005	в одной	1	3
1006	раз как	1	3
1007	с первого	2	3
1008	еще до	1	3
1009	что от	1	3
1010	отличие от	3	3
1011	которую мы	1	3
1012	это в	1	3
1013	случае если	3	3
1014	слово это	11	3
1015	в самых	1	3
1016	что новые	1	3
1017	который мы	2	3
1018	в теории	1	3
1019	не исчерпывают	1	3
1020	отдельного слова	1	3
1021	и грамматических	1	3
1022	в нашей	4	3
1023	например и	1	3
1024	даже при	1	3
1025	в развитии	1	3
1026	в большинстве	3	3
1027	признать что	1	3
1028	и общее	1	3
1029	частный случай	1	3
1030	для обозначения	2	3
1031	все содержание	1	3
1032	речь и	1	3
1033	связи между	1	3
1034	в известной	1	3
1035	как будто	2	3
1036	по законам	1	3
1037	лишь по	1	3
1038	для этого	6	3
1039	для образования	1	3
1040	течением времени	2	3
1041	в ком	1	2
1042	раз мы	1	2
1043	силу которого	1	2
1044	к другу	1	2
1045	еще раз	2	2
1046	можно говорить	4	2
1047	таковы например	1	2
1048	в каждую	1	2
1049	основное понятие	1	2
1050	языка что	3	2
1051	значение для	1	2
1052	к более	1	2
1053	связанных между	1	2
1054	определение в	1	2
1055	следует что	6	2
1056	может служить	4	2
1057	нужен для	1	2
1058	или быть	1	2
1059	что дело	1	2
1060	не годится	1	2
1061	его от	1	2
1062	нами в	1	2
1063	говорить что	1	2
1064	вопрос на	1	2
1065	из языка	1	2
1066	к делу	1	2
1067	а во-вторых	2	2
1068	и сам	1	2
1069	как форма	1	2
1070	вопрос этот	3	2
1071	всякий раз	1	2
1072	же образом	2	2
1073	такой вопрос	1	2
1074	уже на	3	2
1075	мы получаем	2	2
1076	я от	1	2
1077	значение языка	1	2
1078	слов как	1	2
1079	слов а	1	2
1080	нужно чтобы	1	2
1081	роль в	6	2
1082	отличается от	2	2
1083	в это	3	2
1084	в язык	2	2
1085	а а	4	2
1086	предметы и	1	2
1087	нам его	1	2
1088	тогда не	1	2
1089	даже с	1	2
1090	еще один	3	2
1091	разных языках	1	2
1092	большей части	2	2
1093	понятно что	1	2
1094	во все	2	2
1095	которая в	1	2
1096	общее достояние	1	2
1097	сплошь да	3	2
1098	и такие	1	2
1099	и история	1	2
1100	раз и	1	2
1101	случаи когда	3	2
1102	известных условиях	1	2
1103	от такой	1	2
1104	как язык	1	2
1105	времени в	1	2
1106	к своей	1	2
1107	слов но	1	2
1108	общим признаком	1	2
1109	любви к	2	2
1110	самый звук	1	2
1111	нем есть	1	2
1112	и еще	4	2
1113	теперь и	1	2
1114	языка таким	1	2
1115	нас на	1	2
1116	своем языке	1	2
1117	следующим образом	1	2
1118	можно понимать	1	2
1119	как я	2	2
1120	есть по	1	2
1121	отношения в	1	2
1122	это что	1	2
1123	на те	3	2
1124	развития языка	1	2
1125	теории и	1	2
1126	и науки	1	2
1127	который в	1	2
1128	а следовательно	2	2
1129	очередь есть	1	2
1130	нужно для	1	2
1131	воспоминания о	1	2
1132	имели бы	1	2
1133	что дух	3	2
1134	изменяется в	1	2
1135	в системе	3	2
1136	вопроса о	7	2
1137	но конечно	1	2
1138	себя в	1	2
1139	едва ли	1	2
1140	смысле как	1	2
1141	не найдем	1	2
1142	своего развития	1	2
1143	приведены в	1	2
1144	в подобных	1	2
1145	и впечатления	1	2
1146	бы вполне	2	2
1147	есть процесс	1	2
1148	и средство	1	2
1149	нам право	1	2
1150	указать на	5	2
1151	но еще	4	2
1152	и правил	1	2
1153	никакого другого	1	2
1154	не теряет	1	2
1155	и некоторым	1	2
1156	смысле то	1	2
1157	сравнить с	1	2
1158	только звуки	1	2
1159	нас менее	1	2
1160	поэзии в	1	2
1161	с тех	1	2
1162	между различными	1	2
1163	смысле есть	1	2
1164	выше о	1	2
1165	в утверждении	1	2
1166	в буквальном	2	2
1167	значит не	1	2
1168	для своего	1	2
1169	как с	2	2
1170	по содержанию	1	2
1171	в следующем	2	2
1172	лежит в	1	2
1173	тому же	2	2
1174	деятельности в	1	2
1175	к чему	1	2
1176	и говорит	2	2
1177	отделаться от	1	2
1178	не нуждается	1	2
1179	как его	1	2
1180	с представлением	1	2
1181	его мысли	1	2
1182	из уст	1	2
1183	предмет как	1	2
1184	смысле и	2	2
1185	и связи	1	2
1186	этом последнем	1	2
1187	я не	5	2
1188	же как	3	2
1189	из чего	1	2
1190	предложения и	1	2
1191	понимание и	1	2
1192	нас значение	1	2
1193	так язык	1	2
1194	именно с	3	2
1195	не нужно	1	2
1196	вообще при	1	2
1197	от другой	1	2
1198	замечаем что	1	2
1199	быть что	1	2
1200	указывающий на	1	2
1201	необходимое условие	1	2
1202	и назвать	1	2
1203	в значительном	1	2
1204	из предыдущего	2	2
1205	бы самым	1	2
1206	в устах	3	2
1207	свое место	2	2
1208	не составляет	2	2
1209	форма а	2	2
1210	понимания язык	1	2
1211	я думаю	1	2
1212	на той	1	2
1213	сравнения и	1	2
1214	единство звука	1	2
1215	языка для	1	2
1216	ничего нового	1	2
1217	бы уже	2	2
1218	да рядом	3	2
1219	же это	2	2
1220	то или	3	2
1221	совершенно справедливо	2	2
1222	должны были	1	2
1223	все ее	1	2
1224	как эта	1	2
1225	способности к	1	2
1226	истории и	1	2
1227	до первого	1	2
1228	целом и	2	2
1229	образом то	1	2
1230	о его	1	2
1231	не замечать	1	2
1232	были и	1	2
1233	что наша	2	2
1234	который был	1	2
1235	от присоединения	1	2
1236	происходит при	1	2
1237	для чего	1	2
1238	себе как	1	2
1239	всех этих	4	2
1240	еще одно	3	2
1241	понять что	1	2
1242	превращаются в	1	2
1243	вопросом о	1	2
1244	точно таким	1	2
1245	то нам	2	2
1246	само слово	1	2
1247	себе содержание	1	2
1248	его собственное	1	2
1249	этот закон	1	2
1250	что слова	1	2
1251	как содержание	1	2
1252	убедиться что	2	2
1253	с такой	1	2
1254	и должно	2	2
1255	есть язык	4	2
1256	что цель	1	2
1257	из которых	3	2
1258	на таких	1	2
1259	не исчерпывается	1	2
1260	его во	1	2
1261	сюда относятся	1	2
1262	переходит в	2	2
1263	под этим	2	2
1264	отличаются от	1	2
1265	языкознания и	1	2
1266	есть лишь	3	2
1267	строгом смысле	1	2
1268	всегда в	2	2
1269	наблюдений над	1	2
1270	например слово	1	2
1271	это положение	2	2
1272	показать что	2	2
1273	становится уже	1	2
1274	значения как	1	2
1275	имеет дело	1	2
1276	обращается к	1	2
1277	же слово	2	2
1278	понятие а	1	2
1279	от чего	1	2
1280	как наука	1	2
1281	слово из	1	2
1282	зависимости от	9	2
1283	о средствах	1	2
1284	языка так	2	2
1285	на их	1	2
1286	дальше и	1	2
1287	похожи на	1	2
1288	же есть	2	2
1289	себя то	1	2
1290	тесной связи	1	2
1291	свое время	4	2
1292	видно уже	1	2
1293	это и	6	2
1294	его и	1	2
1295	очевидно и	1	2
1296	уже из	2	2
1297	где нет	2	2
1298	по своим	2	2
1299	всего постороннего	1	2
1300	что самое	1	2
1301	не знали	1	2
1302	для деятельности	1	2
1303	слово которое	1	2
1304	живым и	1	2
1305	самым мы	1	2
1306	и содержание	1	2
1307	как выражение	1	2
1308	из его	1	2
1309	в современном	3	2
1310	народа и	1	2
1311	которые должны	1	2
1312	мы получим	1	2
1313	впрочем и	1	2
1314	целый ряд	8	2
1315	отдельными словами	1	2
1316	что когда	3	2
1317	знаем что	3	2
1318	каждый из	1	2
1319	было и	1	2
