N	2gram	Losev_Prob	Russkaja
158	той или	10	3
159	еще не	18	3
160	все они	2	3
161	и потому	3	3
162	только к	1	3
163	при условии	5	3
164	то это	3	3
165	случае если	2	3
166	мы говорили	5	3
167	одна из	4	3
168	в значительной	2	3
169	на том	5	3
170	и ни	7	3
171	так чтобы	1	3
172	в другом	2	3
173	говорить о	14	3
174	можно ли	9	3
175	знаем что	2	3
176	что бы	2	3
177	лишь в	4	3
178	что для	4	3
179	и во	4	3
180	том чтобы	1	3
181	таких условиях	1	3
182	одной из	1	3
183	с нею	2	3
184	что все	9	3
185	в сознании	5	3
186	из этого	2	3
187	он сам	2	3
188	и по	3	3
189	а следовательно	2	3
190	конце концов	11	3
191	друг друга	1	3
192	из этих	5	3
193	для этого	5	3
194	всех этих	11	3
195	из них	3	3
196	собой а	1	3
197	того что	18	3
198	были бы	2	2
199	представить себе	1	2
200	на почве	2	2
201	не так	1	2
202	от него	1	2
203	что с	2	2
204	именно на	3	2
205	что такое	23	2
206	переносится на	1	2
207	должна быть	2	2
208	совершенно очевидно	1	2
209	сама по	6	2
210	для себя	9	2
211	и должно	2	2
212	с самим	3	2
213	из всех	1	2
214	говорили в	2	2
215	самому своему	2	2
216	естественно что	2	2
217	от нас	6	2
218	с ним	4	2
219	она будет	1	2
220	будет ли	1	2
221	в некоторых	1	2
222	для нас	11	2
223	ни в	13	2
224	в результате	6	2
225	это есть	10	2
226	ясностью и	1	2
227	противоречие с	1	2
228	том и	1	2
229	в этих	7	2
230	по себе	20	2
231	чтобы в	1	2
232	и даже	19	2
233	если не	6	2
234	как акт	1	2
235	от друга	1	2
236	ее в	2	2
237	не о	7	2
238	однако отнюдь	2	2
239	все эти	15	2
240	раз навсегда	1	2
241	на себя	2	2
242	но для	3	2
243	том же	1	2
244	указывает на	16	2
245	в таком	18	2
246	отношения к	2	2
247	тому что	6	2
248	ясно что	7	2
249	которой она	1	2
250	помнить что	3	2
251	их в	6	2
252	себя как	1	2
253	в порядке	1	2
254	мы указали	2	2
255	является не	4	2
256	на эту	2	2
257	следовательно и	3	2
258	последнее время	1	2
259	только для	3	2
260	отличается от	2	2
261	нисколько не	3	2
262	по самому	3	2
263	ведь в	1	2
264	так же	12	2
265	друг от	1	2
266	в других	5	2
267	если же	4	2
268	уже не	9	2
269	логически и	1	2
270	к той	1	2
271	бы нас	1	2
272	чтобы понять	3	2
273	другом случае	2	2
274	с этим	7	2
275	остается в	1	2
276	его и	1	2
277	того или	8	2
278	совершенно не	7	2
279	мы можем	8	2
280	на этой	4	2
281	а с	1	2
282	больше чем	2	2
283	и более	4	2
284	в таких	5	2
285	в котором	5	2
286	мы уже	8	2
287	даже и	18	2
288	она не	5	2
289	вне всякой	1	2
290	в течение	1	2
291	но даже	3	2
292	собой все	2	2
293	этой борьбы	2	2
294	всем этим	3	2
295	не существуют	3	2
296	это только	4	2
297	в ней	1	2
298	во многих	4	2
299	весьма часто	1	2
300	и тогда	2	2
301	значительной мере	2	2
302	могут не	1	2
303	и тем	16	2
304	быть и	5	2
305	в частности	5	2
306	для нее	1	2
307	а не	21	2
308	но она	3	2
309	только на	13	2
310	в противоречие	1	2
311	речь идет	2	2
312	не тем	1	2
313	ни от	2	2
314	есть и	4	2
315	в силу	2	2
316	и является	9	2
317	точно так	7	2
318	и что	21	2
319	чтобы она	1	2
320	и тот	2	2
321	людей и	1	2
322	в начале	1	2
323	говоря о	1	2
324	факт что	1	2
325	разных сторон	1	2
326	даже не	3	2
327	тем самым	11	2
328	и те	2	2
329	этот вопрос	2	2
330	на это	1	2
331	настоящее время	17	2
332	только с	3	2
333	бы его	3	2
334	друг другу	2	2
335	в глазах	1	2
336	даже если	4	2
337	и от	3	2
338	но в	19	2
339	и есть	7	2
340	по этому	6	2
341	место в	2	2
342	так что	12	2
343	и о	11	2
344	значило бы	1	2
345	если они	1	2
346	как будто	6	2
347	в области	8	2
348	это в	3	2
349	или иного	6	2
350	но это	11	2
351	во время	1	2
352	будет в	1	2
353	не просто	30	2
354	в настоящее	17	2
355	не можем	2	2
356	и наконец	3	2
357	понять что	1	2
358	свое собственное	1	2
359	не к	1	2
360	к нему	5	2
361	от всякого	2	1
362	цели мы	1	1
363	подход к	1	1
364	и осуществить	1	1
365	в советской	3	1
366	тем не	25	1
367	понял что	1	1
368	ближе к	2	1
369	которую можно	1	1
370	уверенность в	1	1
371	этого и	1	1
372	и весь	4	1
373	связан с	1	1
374	однако и	4	1
375	значительная часть	1	1
376	к общему	1	1
377	рабочих и	3	1
378	ведь уже	1	1
379	может интересовать	1	1
380	только не	4	1
381	сколько и	2	1
382	никак нельзя	5	1
383	из отдельных	2	1
384	как это	7	1
385	что его	4	1
386	чтобы мы	1	1
387	ее и	1	1
388	и многие	2	1
389	один из	7	1
390	эти элементы	3	1
391	человека к	1	1
392	что у	1	1
393	и мы	1	1
394	за ним	1	1
395	ясного и	1	1
396	и конечно	2	1
397	если его	1	1
398	друг к	2	1
399	ничем не	2	1
400	хотелось бы	3	1
401	а наоборот	3	1
402	нет ни	1	1
403	же и	4	1
404	хоть и	1	1
405	они не	1	1
406	вообще не	5	1
407	не во	3	1
408	то есть	61	1
409	на тех	1	1
410	внешним образом	1	1
411	двадцать три	1	1
412	а по	1	1
413	это будет	2	1
414	которые не	5	1
415	нас не	5	1
416	которая в	1	1
417	переходит в	2	1
418	время и	2	1
419	или какой-нибудь	1	1
420	они имеют	1	1
421	том числе	2	1
422	которых мы	2	1
423	мы не	6	1
424	на ее	1	1
425	самое большее	3	1
426	от которых	2	1
427	что значит	3	1
428	в состоянии	2	1
429	из таких	1	1
430	связи между	1	1
431	с этой	1	1
432	это не	7	1
433	для всякого	2	1
434	субъективным и	1	1
435	мы знаем	1	1
436	за ними	1	1
437	только от	2	1
438	если у	1	1
439	можно назвать	1	1
440	до самого	1	1
441	даже в	2	1
442	направлен к	1	1
443	была бы	2	1
444	если о	1	1
445	прийти к	3	1
446	не всякий	5	1
447	от которого	1	1
448	не для	3	1
449	ни было	1	1
450	ничего кроме	1	1
451	до такой	1	1
452	бы на	1	1
453	упомянутой выше	1	1
454	которых как	1	1
455	а это	5	1
456	чтобы стать	1	1
457	решения вопроса	1	1
458	этом отношении	2	1
459	от всякой	2	1
460	многие из	2	1
461	внутренней и	1	1
462	что при	2	1
463	и оба	1	1
464	в сущности	2	1
465	в ее	3	1
466	с некоторым	1	1
467	она стала	1	1
468	которой они	2	1
469	это обстоятельство	3	1
470	так и	17	1
471	действительно можно	1	1
472	и говорить	1	1
473	стороны их	1	1
474	о которой	1	1
475	в область	3	1
476	мы в	4	1
477	если такой	1	1
478	глубоко и	1	1
479	и всегда	3	1
480	с внешней	1	1
481	не являются	8	1
482	остановиться на	1	1
483	не хочет	3	1
484	в общей	2	1
485	было говорить	4	1
486	с другими	6	1
487	собой разумеется	1	1
488	с определенным	1	1
489	силу и	1	1
490	невозможно без	1	1
491	это именно	1	1
492	возможно только	2	1
493	говорить что	2	1
494	не признает	1	1
495	наоборот это	1	1
496	только вполне	1	1
497	но на	1	1
498	не на	4	1
499	все равно	7	1
500	тому же	1	1
501	от своих	1	1
502	а на	1	1
503	особенно если	1	1
504	такого же	1	1
505	или для	1	1
506	как же	6	1
507	как наши	1	1
508	себя ни	1	1
509	что ни	3	1
510	с данным	1	1
511	называли себя	1	1
512	он имеет	1	1
513	какой-то новой	1	1
514	или не	5	1
515	столько же	2	1
516	в разные	3	1
517	здесь мы	1	1
518	в которой	2	1
519	от тех	1	1
520	и представления	1	1
521	и некоторые	1	1
522	не требуется	1	1
523	в собственном	1	1
524	в свои	1	1
525	что к	2	1
526	при полной	1	1
527	от этих	1	1
528	что по	1	1
529	показать что	1	1
530	всегда помнить	1	1
531	заключается в	2	1
532	на свою	1	1
533	дело в	3	1
534	необходимо чтобы	4	1
535	результате этого	1	1
536	мысль о	3	1
537	оно есть	1	1
538	которое в	1	1
539	о своей	1	1
540	которые как	1	1
541	нами не	4	1
542	тоже будут	1	1
543	что не	8	1
544	когда речь	1	1
545	с общим	1	1
546	тоже является	3	1
547	и другое	3	1
548	а если	2	1
549	а то	2	1
550	и будет	2	1
551	и действительно	1	1
552	превращается в	1	1
553	представление о	6	1
554	о каких-нибудь	1	1
555	или хотя	2	1
556	членов есть	1	1
557	к другим	2	1
558	на полную	1	1
559	пор мы	4	1
560	если он	1	1
561	исходить из	1	1
562	бы все	1	1
563	или другие	2	1
564	в жизни	3	1
565	и материальный	1	1
566	понимать как	2	1
567	как понятие	2	1
568	с одним	1	1
569	виде как	1	1
570	этого однако	2	1
571	случае не	6	1
572	тем же	2	1
573	из тех	1	1
574	она и	1	1
575	и без	6	1
576	которые существуют	1	1
577	в связи	7	1
578	и соединение	1	1
579	к самому	2	1
580	себе всегда	1	1
581	к его	2	1
582	этой цели	1	1
583	и внутренне	1	1
584	для каждого	2	1
585	если и	2	1
586	в определенной	1	1
587	есть та	2	1
588	же как	2	1
589	но по	2	1
590	или даже	3	1
591	наша мысль	2	1
592	конечно мы	1	1
593	сталкивались с	1	1
594	только то	6	1
595	между прочим	3	1
596	к другу	2	1
597	при ближайшем	2	1
598	в одно	5	1
599	в психике	1	1
600	есть самое	1	1
601	и просто	1	1
602	но когда	2	1
603	ближайшем рассмотрении	1	1
604	при таком	2	1
605	в которых	4	1
606	на целый	1	1
607	и надо	2	1
608	есть только	16	1
609	однако это	3	1
610	которые являются	3	1
611	себя к	1	1
612	или другая	1	1
613	роль в	2	1
614	не менее	26	1
615	перед собой	1	1
616	без ее	1	1
617	от этого	2	1
618	по своему	14	1
619	того и	1	1
620	этого вопроса	1	1
621	бы не	4	1
622	в истории	6	1
623	в такой	3	1
624	необходимо иметь	1	1
625	или что	3	1
626	как не	1	1
627	существующая в	1	1
628	в свете	1	1
629	земли но	1	1
630	древних греков	1	1
631	может явиться	1	1
632	всей той	1	1
633	и относиться	1	1
634	для настоящего	2	1
635	то естественно	1	1
636	войти в	3	1
637	есть то	5	1
638	говорить и	1	1
639	что оба	1	1
640	будет равносильно	1	1
641	самого предмета	2	1
642	и это	13	1
643	а только	9	1
644	из одного	1	1
645	есть по	6	1
646	числе и	2	1
647	конечно нет	1	1
648	об этом	10	1
649	должен быть	1	1
650	на всякий	1	1
651	близких друг	1	1
652	на себе	1	1
653	этой огромной	1	1
654	и таким	1	1
655	так например	2	1
656	сейчас же	3	1
657	как только	3	1
658	не требуют	2	1
659	вовсе не	60	1
660	могло бы	1	1
661	на первый	5	1
662	в одной	1	1
663	большее что	1	1
664	к полной	1	1
665	тем более	13	1
666	по крайней	8	1
667	говорили выше	2	1
668	человека а	2	1
669	перед нами	7	1
670	казалось бы	11	1
671	и другого	1	1
672	не хочется	1	1
673	вопроса о	3	1
674	бы в	3	1
675	не был	4	1
676	всякому человеку	1	1
677	первый взгляд	2	1
678	такое положение	2	1
679	является для	3	1
680	к данной	1	1
681	и логически	1	1
682	основанной на	1	1
683	что эти	2	1
684	у которых	1	1
685	которая как	1	1
686	и того	5	1
687	подготовка к	2	1
688	ко всему	1	1
689	еще и	9	1
690	сказать только	3	1
691	именно тем	1	1
692	ни на	5	1
693	и хочет	2	1
694	россия есть	1	1
695	было не	1	1
696	но можно	2	1
697	может иметь	3	1
698	по количеству	1	1
699	можно сказать	9	1
700	но все	5	1
701	и внутреннее	2	1
702	человека в	1	1
703	но как	11	1
704	из предыдущего	1	1
705	не является	12	1
706	и других	1	1
707	в основе	4	1
708	каждая из	1	1
709	с самого	3	1
710	судить об	1	1
711	в такое	1	1
712	языка и	5	1
713	понятиям и	1	1
714	язык и	2	1
715	данный момент	1	1
716	его жизни	1	1
717	своей собственной	1	1
718	эти последние	2	1
719	в какой-нибудь	1	1
720	жизни при	1	1
721	несомненно в	1	1
722	но ведь	6	1
723	свое место	2	1
724	нельзя было	3	1
725	он был	2	1
726	нас и	1	1
727	и заключается	2	1
728	случае и	2	1
729	принадлежит в	1	1
730	перехода в	1	1
731	то и	7	1
732	хоть сколько-нибудь	1	1
733	чтобы он	2	1
734	представления о	1	1
735	говорить не	1	1
736	входит в	4	1
737	говоря только	2	1
738	ни один	1	1
739	себе но	3	1
740	но тогда	1	1
741	только эта	1	1
742	который мы	2	1
743	это то	4	1
744	не видят	1	1
745	также и	22	1
746	ту же	1	1
747	то нужно	1	1
748	которые и	1	1
749	но при	2	1
750	не быть	2	1
751	как орудие	1	1
752	не должны	4	1
753	собой только	1	1
754	значение и	7	1
755	не сам	1	1
756	себе что	4	1
757	из которой	1	1
758	было только	1	1
759	сознании и	4	1
760	существуют в	2	1
761	на чем	2	1
762	только тогда	4	1
763	и теперь	1	1
764	оно и	3	1
765	себя не	1	1
766	те или	3	1
767	только один	3	1
768	то все	1	1
769	по возможности	1	1
770	греков на	1	1
771	и вся	1	1
772	он всегда	3	1
773	другим и	2	1
774	в истинности	1	1
775	или иных	2	1
776	и их	4	1
777	что эта	2	1
778	на его	2	1
779	в равновесии	1	1
780	хотя в	3	1
781	отражением того	1	1
782	чем больше	4	1
783	нельзя понимать	1	1
784	не могла	1	1
785	эта последняя	3	1
786	для данного	1	1
787	что данный	1	1
788	на одну	1	1
789	кто не	1	1
790	но только	3	1
791	иметь в	5	1
792	мы хотим	3	1
793	перестанет быть	2	1
794	не следует	1	1
795	о самой	2	1
796	стороны и	3	1
797	является вполне	1	1
798	подпадает под	1	1
799	что такая	2	1
800	что ее	1	1
801	как оно	3	1
802	вот в	2	1
803	по своей	1	1
804	он есть	5	1
805	для целей	1	1
806	поэтому для	2	1
807	человека с	2	1
808	этих случаях	4	1
809	в семье	1	1
810	с понятием	3	1
811	это значило	1	1
812	самого начала	2	1
813	должны были	3	1
814	всегда будет	1	1
815	им в	2	1
816	их и	1	1
817	еще на	1	1
818	всего этого	1	1
819	могла бы	1	1
820	важно только	2	1
821	в данной	2	1
822	на ней	1	1
823	с ее	1	1
824	с другой	8	1
825	это же	1	1
826	с какими-нибудь	1	1
827	с большой	1	1
828	как мы	10	1
829	в прошлом	1	1
830	известной степени	2	1
831	претендовать на	1	1
832	нами и	1	1
833	из нее	1	1
834	к ним	1	1
835	же самое	9	1
836	недостатков и	1	1
837	разные виды	1	1
838	может ли	1	1
839	тот или	4	1
840	его целом	1	1
841	к ней	1	1
842	явление в	1	1
843	основан на	1	1
844	без всякого	5	1
845	нет и	5	1
846	тоже нет	2	1
847	а скорее	3	1
848	со своими	1	1
849	а самый	1	1
850	одного из	2	1
851	ее не	1	1
852	в сфере	1	1
853	что во	1	1
854	требует такого	1	1
855	если мы	16	1
856	та или	2	1
857	чтобы они	1	1
858	крайней мере	8	1
859	тот кто	2	1
860	мог бы	1	1
861	и никакого	2	1
862	могут быть	2	1
863	все-таки не	1	1
864	с большим	2	1
865	одного и	2	1
866	слишком далеко	1	1
867	существуют а	1	1
868	и все	9	1
869	просто в	2	1
870	до конца	1	1
871	этой действительности	2	1
872	той истинной	1	1
873	должны быть	2	1
874	это отношение	3	1
875	то чем	1	1
876	притом необходимый	1	1
877	может оказаться	1	1
878	только при	1	1
879	речь не	2	1
880	означало бы	1	1
881	оказался бы	2	1
882	не знаем	3	1
883	без того	1	1
884	котором мы	1	1
885	с которым	1	1
886	и теоретическая	1	1
887	в зависимости	2	1
888	образом в	1	1
889	столь же	1	1
890	в общем	5	1
891	на этот	3	1
892	он может	1	1
893	что о	1	1
894	с реальными	2	1
895	такой же	1	1
896	имея свое	1	1
897	сведения о	1	1
898	другим способом	1	1
899	все виды	1	1
900	же мы	4	1
901	до известной	1	1
902	оно является	1	1
903	этот последний	2	1
904	те кто	1	1
905	об этой	1	1
906	именно с	1	1
907	выражение в	1	1
908	если эта	1	1
909	быть для	3	1
910	для этих	2	1
911	к этому	1	1
912	тех или	5	1
913	оказывается что	4	1
914	жизни является	1	1
915	и внешней	1	1
916	же это	3	1
917	само собой	3	1
918	этом невозможно	1	1
919	для которых	1	1
920	в отдельных	1	1
921	ли может	1	1
922	это направление	1	1
923	ничего подобного	2	1
924	бы это	1	1
925	может и	3	1
926	для чего	2	1
927	у себя	1	1
928	отнюдь нельзя	1	1
929	а главное	3	1
930	чем и	2	1
931	же он	1	1
932	того же	3	1
933	при современном	3	1
934	именовали себя	1	1
935	и сама	2	1
936	в самой	3	1
937	имеет свою	1	1
938	не будучи	1	1
939	и логики	2	1
940	в одну	1	1
941	случае когда	2	1
942	которых нет	1	1
943	что на	4	1
944	в известной	2	1
945	есть не	10	1
946	исключительно только	1	1
947	потом и	1	1
948	иное как	5	1
949	никак не	13	1
950	можем и	2	1
951	например тот	1	1
952	от ее	1	1
953	его можно	1	1
954	по нашему	1	1
955	и ничего	4	1
956	к каким	1	1
