N	2gram	Tiupa_Lite	OGranits
119	замкнутого круга	2	2
120	в этот	1	2
121	и тем	4	2
122	в руках	2	2
123	ее в	1	2
124	не исчерпывается	1	2
125	в том	22	2
126	общения и	1	2
127	полном соответствии	1	2
128	с этой	6	2
129	мы получим	1	2
130	каждое слово	1	2
131	и является	2	2
132	в отношении	2	2
133	вслед за	1	2
134	литературного произведения	4	2
135	другой стороны	5	2
136	сознания и	1	2
137	не на	2	2
138	от этого	1	2
139	так же	1	2
140	в них	1	2
141	самого начала	1	2
142	а в	5	2
143	в г	1	2
144	если бы	1	2
145	от всех	2	2
146	от своего	3	2
147	а также	5	2
148	в словесном	1	2
149	соответствии с	3	2
150	на две	1	2
151	еще в	7	2
152	в ней	4	2
153	с самого	1	2
154	тем что	6	2
155	и др	4	2
156	могут быть	4	2
157	вовсе не	3	2
158	в действительности	2	2
159	между собою	1	2
160	его на	1	2
161	в связи	4	2
162	имеет место	1	2
163	объект и	2	2
164	в зависимости	1	2
165	во всей	1	2
166	может стать	1	2
167	все эти	2	2
168	с другой	11	2
169	как в	5	2
170	художественных произведений	1	2
171	не менее	11	2
172	нуждается в	3	2
173	не имеет	2	2
174	к предмету	1	2
175	том что	19	2
176	в нем	4	2
177	уже в	7	2
178	зависимости от	1	2
179	не мог	3	2
180	а не	28	2
181	всей своей	2	2
182	в чем	2	2
183	в целом	10	2
184	художественное произведение	2	2
185	пути к	1	2
186	тот же	1	2
187	собственно говоря	1	2
188	к тому	3	2
189	есть не	2	2
190	кажется что	1	2
191	слова и	6	2
192	бы в	1	2
193	более того	1	2
194	в дальнейшем	1	1
195	и последовательно	1	1
196	в особенности	2	1
197	в некоторых	1	1
198	всего в	4	1
199	человека становится	1	1
200	себе в	3	1
201	как к	4	1
202	в каждой	2	1
203	появляется и	1	1
204	но такой	1	1
205	то он	3	1
206	ее и	1	1
207	ориентация и	1	1
208	для всех	5	1
209	находит свое	1	1
210	это конечно	1	1
211	и породило	1	1
212	произведение и	1	1
213	и других	4	1
214	и он	3	1
215	вторжение в	1	1
216	один из	7	1
217	в столь	3	1
218	перейти в	1	1
219	и здесь	1	1
220	и столь	1	1
221	о границах	1	1
222	приближается к	1	1
223	то это	2	1
224	выходит за	1	1
225	она и	1	1
226	искусства есть	1	1
227	то само	1	1
228	отличие от	6	1
229	вопрос о	1	1
230	на этом	3	1
231	оказались бы	1	1
232	они не	1	1
233	только что	1	1
234	поэт не	1	1
235	в последнее	1	1
236	которая как	1	1
237	в хх	9	1
238	класс и	3	1
239	даже и	2	1
240	сознания с	1	1
241	ее на	1	1
242	с единым	1	1
243	которые не	1	1
244	должно быть	1	1
245	на три	2	1
246	того как	1	1
247	возникающее в	1	1
248	своего времени	2	1
249	и который	1	1
250	и вот	2	1
251	говоря и	1	1
252	на том	3	1
253	такого рода	18	1
254	были для	1	1
255	но при	2	1
256	эти слова	2	1
257	потому что	5	1
258	в значительной	1	1
259	на первом	2	1
260	хх веке	8	1
261	объекта в	1	1
262	не сумеет	1	1
263	знает категории	1	1
264	от первого	2	1
265	но даже	2	1
266	того чтобы	1	1
267	и если	1	1
268	и место	1	1
269	же как	3	1
270	или иных	2	1
271	воспринимающее сознание	2	1
272	автора и	1	1
273	можно лишь	1	1
274	ту или	2	1
275	и более	1	1
276	мы имеем	2	1
277	и у	1	1
278	не должно	1	1
279	также и	3	1
280	ту же	4	1
281	феномен который	1	1
282	с миром	5	1
283	поэта то	1	1
284	для которой	1	1
285	уже у	1	1
286	для того	2	1
287	мира это	1	1
288	тому как	4	1
289	художественного впечатления	2	1
290	тому что	1	1
291	все то	2	1
292	литературы как	1	1
293	поэтического сознания	1	1
294	быть не	2	1
295	к новым	2	1
296	которых он	1	1
297	он и	5	1
298	чувствуем что	1	1
299	хх века	12	1
300	своем составе	2	1
301	не всегда	1	1
302	в своем	12	1
303	и поэтики	1	1
304	этом отношении	5	1
305	общей эстетической	1	1
306	тем как	1	1
307	что при	1	1
308	из наиболее	2	1
309	остается только	1	1
310	мысли и	1	1
311	тем не	4	1
312	но тем	4	1
313	как это	9	1
314	в художественной	4	1
315	но может	1	1
316	вследствие этого	1	1
317	те или	1	1
318	и лучше	1	1
319	что такое	2	1
320	к тем	1	1
321	этот не	1	1
322	мы в	3	1
323	входя в	1	1
324	только на	3	1
325	позволить себе	1	1
326	из того	3	1
327	из существеннейших	1	1
328	области поэтики	1	1
329	только потому	1	1
330	переходит в	1	1
331	никто не	1	1
332	при наличии	1	1
333	и что	2	1
334	говоря словами	3	1
335	и определяет	1	1
336	на самом	1	1
337	или иную	2	1
338	в различных	1	1
339	та сила	1	1
340	для них	2	1
341	можно было	3	1
342	в этой	7	1
343	чуть ли	2	1
344	борьба с	1	1
345	иметь в	1	1
346	в начале	4	1
347	в виду	4	1
348	в общее	1	1
349	в нашей	2	1
350	в решении	2	1
351	что к	1	1
352	к другому	1	1
353	быть может	2	1
354	и до	1	1
355	сводится к	4	1
356	с их	3	1
357	и есть	3	1
358	предстает не	1	1
359	подобно тому	4	1
360	этой внутренней	1	1
361	и вполне	3	1
362	в пространство	1	1
363	но это	2	1
364	только то	3	1
365	не вполне	1	1
366	понимается как	1	1
367	в истории	1	1
368	все равно	1	1
369	средств и	1	1
370	по своей	3	1
371	же время	12	1
372	в новых	1	1
373	что слово	1	1
374	и иных	2	1
375	его в	4	1
376	вождя в	2	1
377	о литературе	2	1
378	на основе	2	1
379	которую он	1	1
380	со всеми	2	1
381	человека и	2	1
382	на всю	1	1
383	как то	1	1
384	каждый из	4	1
385	а на	1	1
386	быть это	4	1
387	совершенно справедливо	1	1
388	существует только	1	1
389	не было	5	1
390	связи с	7	1
391	в борьбе	1	1
392	если не	1	1
393	этой точки	3	1
394	как известно	1	1
395	состоит в	18	1
396	существует как	1	1
397	не знает	3	1
398	или в	1	1
399	в основе	5	1
400	и эстетического	1	1
401	на то	2	1
402	чем порождается	1	1
403	что едва	1	1
404	художественном творчестве	1	1
405	речь в	2	1
406	и всякое	1	1
407	сознания не	2	1
408	когда ребенок	1	1
409	для осуществления	1	1
410	в отличие	6	1
411	рассчитана на	2	1
412	произведение как	1	1
413	нет и	1	1
414	одним из	8	1
415	объекта и	2	1
416	отношение к	1	1
417	жизнь как	1	1
418	мышления но	1	1
419	между людьми	1	1
420	если говорить	1	1
421	впервые в	2	1
422	процессов в	1	1
423	сказать что	1	1
424	на себя	4	1
425	в конечном	9	1
426	идеологического кругозора	1	1
427	в эпоху	1	1
428	ему в	2	1
429	него не	1	1
430	с момента	1	1
431	по которым	2	1
432	и находит	1	1
433	уже на	1	1
434	и говорил	1	1
435	и сложнее	1	1
436	в строке	1	1
437	конечном счете	8	1
438	он говорит	2	1
439	такой же	3	1
440	в конце	6	1
441	или нет?	3	1
442	произведения и	1	1
443	образом не	1	1
444	в эстетической	1	1
445	наконец даже	1	1
446	одной из	2	1
447	мы это	1	1
448	например в	3	1
449	само собою	1	1
450	в контексте	1	1
451	должно звучать	1	1
452	в образе	1	1
453	путь от	1	1
454	призыв к	1	1
455	поэтику и	1	1
456	раньше не	1	1
457	к более	1	1
458	к этому	2	1
459	в одной	1	1
460	и как	2	1
461	же слова	1	1
462	в понимании	1	1
463	как о	1	1
464	вплоть до	4	1
465	отождествляется с	1	1
466	до конца	3	1
467	все время	1	1
468	что он	8	1
469	свободы художника	1	1
470	столь же	5	1
471	времени в	1	1
472	мы чувствуем	2	1
473	писателей и	1	1
474	себя как	2	1
475	всем своем	1	1
476	далеко не	4	1
477	и о	1	1
478	традиций и	1	1
479	птицы не	1	1
480	бы быть	1	1
481	в мире	9	1
482	вместе с	5	1
483	которого является	2	1
484	для понимания	2	1
485	который в	2	1
486	одна из	8	1
487	века к	1	1
488	на эту	1	1
489	ряда произведений	1	1
490	ленина и	1	1
491	другом месте	1	1
492	событии художественного	1	1
493	в которых	1	1
494	но не	8	1
495	в литературоведении	1	1
496	так в	6	1
497	в лирике	3	1
498	в ряду	1	1
499	здесь и	1	1
500	одно из	3	1
501	с его	5	1
502	же автора	1	1
503	ли не	7	1
504	при таком	1	1
505	на одном	1	1
506	себя и	3	1
507	по поводу	2	1
508	тех или	2	1
509	в такой	1	1
510	т.д и	1	1
511	утверждая что	1	1
512	в то	12	1
513	тут же	1	1
514	один и	1	1
515	должно было	1	1
516	отнюдь не	4	1
517	даже у	1	1
518	комплексов в	1	1
519	только с	1	1
520	понятие о	1	1
521	может и	1	1
522	в условиях	1	1
523	в себя	5	1
524	воздействия на	2	1
525	в системе	1	1
526	художника оказывается	2	1
527	для этого	5	1
528	с ее	3	1
529	художественного творчества	3	1
530	того же	5	1
531	подхода к	1	1
532	в виде	1	1
533	от него	2	1
534	художественного события	1	1
535	все произведение	1	1
536	иннокентия анненского	1	1
537	как для	1	1
538	иной характер	1	1
539	к нему	1	1
540	едва ли	5	1
541	не можем	2	1
542	так рождается	1	1
543	последнее время	1	1
544	счете к	1	1
545	как все	2	1
546	тем более	2	1
547	и приходится	1	1
548	и сверхличный	1	1
549	искусства в	2	1
550	революции в	1	1
551	из ранних	1	1
552	что такой	1	1
553	всего является	1	1
554	и особенно	1	1
555	нам представляется	3	1
556	еще не	4	1
557	в статье	2	1
