N	2gram	Tiupa_Teor	Mirosoze
622	делает в	1	1
623	русской природы	1	1
624	русской поэзии	2	1
625	из нее	1	1
626	как об	1	1
627	из всего	1	1
628	мира это	1	1
629	и другим	1	1
630	случае если	1	1
631	начинается с	1	1
632	и вокруг	1	1
633	а именно	3	1
634	для религиозного	1	1
635	жизни ее	1	1
636	дома и	2	1
637	по своим	1	1
638	в это	1	1
639	речь идет	2	1
640	обычно говорят	1	1
641	внешней среды	1	1
642	искусство и	1	1
643	но внутренне	1	1
644	истины о	1	1
645	казалось бы	2	1
646	сам же	2	1
647	и того	4	1
648	тем в	2	1
649	над собой	1	1
650	все и	1	1
651	и политического	2	1
652	осуществляется в	1	1
653	представляется не	1	1
654	восходит к	2	1
655	раз и	1	1
656	с моей	1	1
657	кого в	1	1
658	свою личность	1	1
659	одной стороны	3	1
660	ничто не	1	1
661	но во	2	1
662	в другом	4	1
663	из жизни	1	1
664	а после	1	1
665	имея в	1	1
666	не сама	2	1
667	– у	1	1
668	литература –	1	1
669	сознания –	3	1
670	быть названо	2	1
671	карамазов в	1	1
672	говорить о	4	1
673	с эпохи	1	1
674	встречи с	1	1
675	может служить	2	1
676	красота есть	1	1
677	втором случае	1	1
678	а между	1	1
679	принадлежит не	1	1
680	это ведет	1	1
681	на новую	1	1
682	бытия это	1	1
683	в иную	1	1
684	к ним	1	1
685	отношений и	1	1
686	самом начале	2	1
687	еще нет	1	1
688	ключ к	2	1
689	в мировом	1	1
690	за него	1	1
691	нигде не	1	1
692	в зависимости	1	1
693	для понимания	2	1
694	свободы я	1	1
695	на могиле	1	1
696	не мыслится	1	1
697	ним на	1	1
698	обращенной к	1	1
699	других –	1	1
700	свою культурную	1	1
701	по поводу	1	1
702	широк человек	1	1
703	и открывает	1	1
704	чем это	2	1
705	и становится	1	1
706	начало и	1	1
707	о ней	3	1
708	себе самом	1	1
709	время для	1	1
710	все мы	1	1
711	интересом к	1	1
712	той мере	1	1
713	мышления и	3	1
714	она и	1	1
715	личности а	1	1
716	под маской	1	1
717	взгляд –	1	1
718	свободу личности	1	1
719	а внутри	1	1
720	собой в	1	1
721	с одной	3	1
722	иных случаях	1	1
723	сознание в	1	1
724	а тот	1	1
725	с точки	3	1
726	соединению с	1	1
727	судьба в	1	1
728	своего другого	2	1
729	ее можно	1	1
730	которого он	1	1
731	и литературные	1	1
732	этом втором	1	1
733	я во	2	1
734	тайны и	1	1
735	по типу	1	1
736	духовной культуры	2	1
737	вокруг себя	1	1
738	не путем	1	1
739	того кому	1	1
740	что составляет	1	1
741	можно признать	1	1
742	знал и	1	1
743	и л	1	1
744	всех его	1	1
745	на себя	2	1
746	узком и	1	1
747	эту свободу	1	1
748	этого события	1	1
749	в таком	3	1
750	или иная	1	1
751	всех и	2	1
752	между этими	1	1
753	с одним	1	1
754	личности с	1	1
755	как говорит	3	1
756	во внутренней	2	1
757	отличие от	7	1
758	– всегда	2	1
759	чего бы	1	1
760	мире –	3	1
761	рядом с	1	1
762	в ряду	1	1
763	во весь	1	1
764	зрения и	2	1
765	больше и	1	1
766	в себя	5	1
767	точек зрения	1	1
768	личность в	1	1
769	в сторону	3	1
770	и кому	1	1
771	поэтому у	1	1
772	на себе	1	1
773	процесса жизни	1	1
774	почву в	1	1
775	той или	3	1
776	чтобы в	1	1
777	говорил о	1	1
778	жизнь то	1	1
779	когда я	1	1
780	зрения в	1	1
781	не дает	1	1
782	вы как	1	1
783	к мировой	1	1
784	действующих лиц	1	1
785	для художника	1	1
786	кажется что	1	1
787	в развитии	1	1
788	другом и	1	1
789	одним словом	1	1
790	в системе	2	1
791	свобода его	1	1
792	от одного	1	1
793	не могла	1	1
794	перед лицом	2	1
795	из нас	1	1
796	в историческом	1	1
797	в новое	1	1
798	не совпадает	1	1
799	могла бы	2	1
800	этом мире	2	1
801	но всегда	1	1
802	герой из	1	1
803	я в	18	1
804	писателей но	1	1
805	так называемого	1	1
806	ту сторону	1	1
807	существования внутреннего	1	1
808	все человеческие	1	1
809	человеческих отношений	2	1
810	своей стороны	1	1
811	что для	1	1
812	и др	3	1
813	подход к	1	1
814	это делает	2	1
815	когда они	1	1
816	о его	2	1
817	что может	2	1
818	это ни	1	1
819	с чем	2	1
820	я но	1	1
821	в силу	4	1
822	говорит ему	1	1
823	писателя в	1	1
824	из этого	1	1
825	слова как	3	1
826	на мир	2	1
827	и отсутствие	1	1
828	пусть это	1	1
829	независимо от	1	1
830	и остроте	1	1
831	от ее	1	1
832	с ее	4	1
833	– уже	2	1
834	в культуре	3	1
835	себя человек	1	1
836	в пространстве	2	1
837	искусства в	5	1
838	к более	2	1
839	делает то	1	1
840	для личности	1	1
841	своего рода	11	1
842	к такому	1	1
843	нет на	1	1
844	жизни героя	1	1
845	в тени	1	1
846	за ним	1	1
847	такова же	1	1
848	и свою	1	1
849	сойти с	1	1
850	также что	1	1
851	своего собственного	1	1
852	есть для	1	1
853	скрытый от	1	1
854	говорит и	3	1
855	и души	1	1
856	никак не	1	1
857	из тех	2	1
858	в другой	1	1
859	страдают от	1	1
860	и делает	1	1
861	не признает	2	1
862	на всякое	1	1
863	смысла в	1	1
864	за это	1	1
865	не на	4	1
866	искусство никогда	1	1
867	менее чем	2	1
868	быть так	1	1
869	как своей	1	1
870	особого рода	7	1
871	все то	1	1
872	не более	1	1
873	самим собой	4	1
874	имеет значение	1	1
875	мы говорим	1	1
876	заключается в	2	1
877	нему как	1	1
878	в различные	1	1
879	отношение человека	1	1
880	моей духовной	1	1
881	в романе	3	1
882	обращается к	2	1
883	можно назвать	1	1
884	земле ты	1	1
885	ценность которой	1	1
886	с ними	2	1
887	многих других	1	1
888	состоит чтобы	1	1
889	в творческом	1	1
890	в слове	4	1
891	не приводит	1	1
892	зависимости от	1	1
893	иной в	1	1
894	характерна для	1	1
895	он от	1	1
896	на их	1	1
897	всей своей	2	1
898	человек со	1	1
899	будущее в	1	1
900	в словах	1	1
901	все они	1	1
902	моего сознания	1	1
903	не является	5	1
904	истории не	1	1
905	смысла если	1	1
906	и состоит	2	1
907	смысл оно	1	1
908	духовная жизнь	1	1
909	свободе его	1	1
910	смотря на	1	1
911	и заключается	1	1
912	что хотят	1	1
913	то и	1	1
914	границы личности	1	1
915	наконец в	1	1
916	не должно	1	1
917	себя еще	1	1
918	самое существенное	1	1
919	и теперь	1	1
920	и вся	1	1
921	не могло	2	1
922	значение для	1	1
923	в которую	1	1
924	вступает в	2	1
925	всего лишь	8	1
926	и ему	1	1
927	впрочем и	1	1
928	и наиболее	1	1
929	вслед за	3	1
930	на примере	1	1
931	идет не	1	1
932	– также	3	1
933	знает личности	1	1
934	в совершенно	1	1
935	явлена в	1	1
936	последних двух	1	1
937	же время	8	1
938	это имеет	1	1
939	тогда как	18	1
940	и наоборот	2	1
941	еще большей	1	1
942	– может	3	1
943	против собственной	1	1
944	но без	1	1
945	несмотря на	2	1
946	имеем в	3	1
947	на которые	1	1
948	выбора в	1	1
949	известного рода	2	1
950	между людьми	1	1
951	в отличие	7	1
952	на две	3	1
953	впервые в	1	1
954	видим в	2	1
955	ее не	1	1
956	тем же	2	1
957	при котором	2	1
958	своего я	1	1
959	одной из	2	1
960	с нею	1	1
961	– этого	2	1
962	в существовании	1	1
963	в сознании	1	1
964	до известной	2	1
965	с познанием	1	1
966	культуры как	1	1
967	свободного выбора	1	1
968	в мировой	2	1
969	все с	1	1
970	только о	2	1
971	могли быть	1	1
972	жизни но	2	1
973	слова так	1	1
974	и такой	1	1
975	в свое	1	1
976	и идет	1	1
977	послужить материалом	1	1
978	вокруг него	2	1
979	значение в	1	1
980	возможность свободы	1	1
981	не во	1	1
982	на вопрос	2	1
983	то я	1	1
984	он выступает	1	1
985	ее на	1	1
986	наиболее совершенной	1	1
987	два полюса	1	1
988	опыта к	2	1
989	мы имеем	7	1
990	этого опыта	1	1
991	личности как	2	1
992	которое должно	1	1
993	– должно	1	1
994	такое же	1	1
995	xix веке	1	1
996	почву для	1	1
997	на которой	1	1
998	пусть пусть	1	1
999	в первую	1	1
1000	его сознание	1	1
1001	существенно отличается	1	1
1002	кто бы	1	1
1003	сама жизнь	1	1
1004	но одно	1	1
1005	несет в	3	1
1006	им с	1	1
1007	по ту	1	1
1008	слово в	1	1
1009	состояние как	1	1
1010	реальности это	1	1
1011	раз в	1	1
1012	к построению	1	1
1013	а на	3	1
1014	века и	1	1
1015	бы для	1	1
1016	зрения у	1	1
1017	отношения –	1	1
1018	а о	1	1
1019	для других	1	1
1020	а также	7	1
1021	чем человек	1	1
1022	на нее	1	1
1023	в резком	1	1
1024	это еще	1	1
1025	по существу	1	1
1026	указывает на	1	1
1027	быть признано	1	1
1028	чтобы быть	1	1
1029	сама по	2	1
1030	с той	1	1
1031	нет не	1	1
1032	анна каренина	3	1
1033	но по	1	1
1034	иной раз	1	1
1035	так в	4	1
1036	и религии	1	1
1037	это происходит	1	1
1038	и высшей	1	1
1039	в еще	1	1
1040	должно стать	1	1
1041	культуры –	1	1
1042	мук и	1	1
1043	для которого	1	1
1044	вовсе не	3	1
1045	ничего нельзя	1	1
1046	в одной	1	1
1047	мотив –	1	1
1048	тем более	2	1
1049	обращаются к	1	1
1050	вживания в	1	1
1051	войны и	1	1
1052	мере в	1	1
1053	этих двух	2	1
1054	стоит и	1	1
1055	но этим	1	1
1056	нее нет	1	1
1057	может иметь	1	1
1058	том случае	1	1
1059	перед тем	1	1
1060	на них	1	1
1061	как ни	1	1
1062	сознание как	1	1
1063	чистом виде	1	1
1064	произведения искусства	4	1
1065	силе и	1	1
1066	своем отношении	1	1
1067	любить в	1	1
1068	не узнает	1	1
1069	самой жизни	1	1
1070	в искусстве	9	1
1071	во второй	7	1
1072	ей форму	1	1
1073	и может	1	1
1074	в частности	23	1
1075	свою жизнь	2	1
1076	как кризис	1	1
1077	тех же	1	1
1078	к области	3	1
1079	существа в	2	1
1080	– оно	1	1
1081	как явление	1	1
1082	– только	3	1
1083	в xix	1	1
1084	вся она	1	1
1085	без остатка	3	1
1086	его я	2	1
1087	первые два	1	1
1088	границ и	1	1
1089	идет о	2	1
1090	на это	1	1
1091	одного из	1	1
1092	– от	1	1
1093	и каждая	1	1
1094	рода это	1	1
1095	та или	1	1
1096	для такого	2	1
1097	сказать в	1	1
1098	как внутреннее	1	1
1099	может показаться	1	1
1100	слова в	4	1
1101	в узком	3	1
1102	людей необходимо	1	1
1103	же в	1	1
1104	к пониманию	1	1
1105	и прежде	2	1
1106	говорить об	1	1
1107	право на	2	1
1108	в области	7	1
1109	людей как	1	1
1110	нуждается в	1	1
1111	как первоначальная	1	1
1112	образ его	1	1
1113	ни был	2	1
1114	в целом	4	1
1115	или точнее	1	1
1116	зрения герои	1	1
1117	говорит не	1	1
1118	а сама	1	1
1119	совершается в	1	1
1120	возможна только	1	1
1121	своем сознании	1	1
