N	3gram	Vygotskiy_	Marksizm
151	и столь же	1	1
152	имели в виду	1	1
153	все то что	1	1
154	во всем их	1	1
155	задачи не может	1	1
156	социальной среды и	1	1
157	принять его за	1	1
158	и что его	1	1
159	мы можем отметить	1	1
160	мы не находим	1	1
161	в конечном счете	4	1
162	являются как бы	1	1
163	рядом друг с	1	1
164	во всей их	2	1
165	этого слова как	1	1
166	то что он	2	1
167	как одна из	1	1
168	связаны друг с	1	1
169	мы примем это	1	1
170	связи с развитием	2	1
171	на том что	2	1
172	в этом процессе	1	1
173	по сравнению с	9	1
174	в одной и	1	1
175	по вопросу о	1	1
176	о чем мы	1	1
177	точки зрения она	1	1
178	и значение в	1	1
179	все остальные особенности	1	1
180	самого последнего времени	1	1
181	точки зрения той	1	1
182	о которых мы	1	1
183	речи и ее	5	1
184	однако и здесь	1	1
185	мира и он	1	1
186	речи в смысле	1	1
187	та и другая	1	1
188	не столько в	1	1
189	до наших дней	1	1
190	до самого последнего	1	1
191	с этой точки	1	1
192	в жизни и	1	1
193	он не может	1	1
194	вовсе не в	1	1
195	между словом и	2	1
196	в том же	3	1
197	не только его	1	1
198	то что обычно	1	1
199	указывает на то	3	1
200	и т.д но	1	1
201	в учении о	4	1
202	речь в ее	1	1
203	совершенно так же	1	1
204	и т.п эти	1	1
205	формы из которых	1	1
206	свою точку зрения	1	1
207	но для того	1	1
208	эта проблема является	1	1
209	в строгом смысле	1	1
210	что в них	1	1
211	мы тем самым	1	1
212	с помощью которых	2	1
213	являются с точки	1	1
214	сам по себе	3	1
215	речи как и	2	1
216	изменения и сдвиги	1	1
217	видим таким образом	4	1
218	что в процессе	1	1
219	приходит к выводу	4	1
220	но с точки	1	1
221	но в каком	1	1
222	по себе в	1	1
223	не только внешнее	1	1
224	нечто такое что	1	1
225	он ничего не	1	1
226	с помощью ряда	1	1
227	в его исследовании	1	1
228	чтобы показать что	2	1
229	таким образом что	3	1
230	дело шло о	1	1
231	как он является	1	1
232	прибавить еще одно	1	1
233	формы речи в	1	1
234	с тем и	1	1
235	вместо того чтобы	3	1
236	одну из этих	1	1
237	с помощью старого	1	1
238	всего в том	1	1
239	не иначе как	1	1
240	мы все время	1	1
241	в соответствии с	1	1
242	по ту сторону	2	1
243	а с другой	6	1
244	был бы прийти	1	1
245	ключом к пониманию	1	1
246	к выводу о	1	1
247	этой проблемы в	1	1
248	не только не	2	1
249	для каузального объяснения	1	1
250	и та и	1	1
251	сущности ничего не	2	1
252	слова в его	1	1
253	в совершенно иной	1	1
254	сказать что он	1	1
255	не является для	1	1
256	как раз и	1	1
257	друг на друга	1	1
258	и на все	1	1
259	и т.п но	1	1
260	к вопросу о	1	1
261	все это не	1	1
262	это значит что	1	1
263	но ни в	1	1
264	хотя бы с	1	1
265	но и это	1	1
266	таким образом и	3	1
267	в первую очередь	3	1
268	едва ли может	1	1
269	проблемы как проблема	1	1
270	этот вопрос о	1	1
271	же самое что	1	1
272	во всех тех	2	1
273	и т.п то	1	1
274	в тех случаях	1	1
275	коем случае не	1	1
276	из основных и	1	1
277	в основе всей	2	1
278	приводит его к	1	1
279	того чтобы показать	3	1
280	может быть с	1	1
281	прежде всего как	1	1
282	само собой разумеется	1	1
283	создает в высшей	1	1
284	формы с помощью	1	1
285	никогда не может	1	1
286	и отрывается от	1	1
287	на все остальные	1	1
288	лишь в тех	1	1
289	слова между тем	1	1
290	не имеет никакой	1	1
291	изучение звуковой стороны	1	1
292	разработка этой проблемы	1	1
293	подвести итоги нашему	1	1
294	большей или меньшей	1	1
295	вместе с тем	5	1
296	связаны между собой	1	1
297	в этом на	1	1
298	смысле слова речь	1	1
299	тем что в	1	1
300	ибо как мы	1	1
301	в какой мере	2	1
302	по мере развития	3	1
303	оно находит свое	1	1
304	речь таким образом	1	1
305	а вместе с	2	1
306	бы сказать что	3	1
307	и вот в	1	1
308	ничего не имеет	1	1
309	в сущности это	2	1
310	он делает это	1	1
311	к которым мы	1	1
312	не имеет никакого	1	1
313	проблема внутренней речи	1	1
314	собой разумеется что	1	1
315	из которых он	1	1
316	автором если мы	1	1
317	логики теории познания	1	1
318	в тот или	1	1
319	что он является	2	1
320	здесь мы не	1	1
321	разумеется что в	1	1
322	в другом месте	6	1
323	и вовсе не	1	1
324	этой точки зрения	2	1
325	на целом ряде	1	1
326	в результате получается	1	1
327	в себе и	1	1
328	к этой проблеме	1	1
329	в целом ряде	1	1
330	то что в	2	1
331	не выдерживает критики	1	1
332	еще только в	1	1
333	к выводу что	5	1
334	социальной среде в	1	1
335	и тем более	2	1
336	как впрочем и	1	1
337	убедиться в этой	1	1
338	в то время	5	1
339	если бы речь	1	1
340	всей этой проблемы	1	1
341	между тем мы	1	1
342	и с помощью	1	1
343	по себе лишено	1	1
344	или во всяком	2	1
345	но что же	1	1
346	и с точки	1	1
347	свою очередь является	1	1
348	какой мере не	1	1
349	его внутренней речи	2	1
350	и не является	1	1
351	мере не является	1	1
352	исследования мы не	1	1
353	признать в ней	1	1
354	невозможно представить себе	1	1
355	дело в том	2	1
356	и все другие	1	1
357	в отрыве от	1	1
358	речи как бы	1	1
359	и в своем	2	1
360	мы только что	2	1
361	речи но и	1	1
362	подобно тому как	2	1
363	таким образом оказывается	1	1
364	что перед нами	3	1
365	все учение о	2	1
366	и т.д и	2	1
367	социологической точки зрения	1	1
368	отношению к себе	1	1
369	по нашему мнению	1	1
370	с предшествующим и	1	1
371	и все остальные	1	1
372	вне всякого сомнения	1	1
373	по себе является	1	1
374	в тех областях	1	1
375	предшествующим и последующим	1	1
376	случаях и в	1	1
377	но тем не	1	1
378	этого слова и	1	1
379	и есть его	1	1
380	он позволит нам	1	1
381	с самим собой	1	1
382	того чтобы сделать	1	1
383	между тем именно	1	1
384	мы видим таким	4	1
385	тех случаях когда	1	1
386	в основе тех	1	1
387	чтобы убедиться в	2	1
388	может быть выражено	1	1
389	тогда когда он	2	1
390	шаг вперед в	1	1
391	всего того что	1	1
392	не в начале	1	1
393	ту или другую	1	1
394	так как они	1	1
395	при этом она	1	1
396	речи таким образом	2	1
397	по его мнению	1	1
398	в результате чего	1	1
399	точки зрения теоретической	1	1
400	мы увидим в	1	1
401	мы уже говорили	3	1
402	жизни и в	1	1
403	связана с его	1	1
404	первой и второй	1	1
405	приводит к тому	3	1
406	в сущности ничего	2	1
407	в немногих словах	1	1
408	и последнее слово	1	1
409	к этому же	1	1
410	в процессе своего	1	1
411	после того как	1	1
412	работы мы пытаемся	1	1
413	мы не можем	3	1
414	все эти особенности	1	1
