N	2gram	Tiupa_Narr	Istorich
108	видно что	2	24
109	к этому	2	24
110	было бы	2	24
111	того как	1	24
112	в виде	2	24
113	если бы	9	24
114	что мы	2	24
115	на небо	1	24
116	их в	4	23
117	как бы	11	23
118	точно так	2	23
119	тем не	7	23
120	в этой	8	23
121	все это	1	23
122	когда он	1	23
123	в частности	23	23
124	и по	3	22
125	с ним	6	22
126	при этом	31	22
127	связано с	2	21
128	в другом	5	21
129	в одном	5	21
130	сказать что	5	21
131	о смерти	2	21
132	в связи	3	21
133	должны были	1	21
134	здесь не	4	21
135	с появлением	2	21
136	к тому	13	21
137	они не	3	21
138	ее в	1	21
139	из них	4	20
140	из этих	6	20
141	она не	2	20
142	наряду с	2	20
143	одна из	5	20
144	в других	2	20
145	в силу	5	20
146	другими словами	1	20
147	с собой	2	19
148	так например	1	19
149	что у	6	19
150	на том	2	19
151	но он	2	19
152	в тех	1	19
153	не совсем	1	19
154	на то	4	19
155	и как	4	19
156	живет в	1	19
157	в дом	1	18
158	после этого	1	18
159	в то	9	18
160	что этот	1	18
161	не все	2	18
162	в данном	17	18
163	вовсе не	2	18
164	нас к	1	17
165	том как	3	17
166	то и	3	17
167	дело не	3	17
168	и только	2	17
169	и она	1	16
170	во всех	2	16
171	этот вопрос	1	16
172	и они	1	16
173	в котором	3	16
174	между двумя	6	16
175	не вполне	3	16
176	и все	7	16
177	со стороны	14	16
178	перед нами	9	16
179	даже в	1	15
180	в пределах	2	15
181	что при	1	15
182	в особенности	2	15
183	уже знаем	1	15
184	и то	3	15
185	в своей	8	15
186	в которых	1	15
187	данном случае	12	15
188	его и	2	15
189	волшебной сказки	1	15
190	как будто	4	15
191	и даже	4	15
192	детей в	2	15
193	и тем	9	15
194	друг друга	2	15
195	тот кто	2	15
196	в целом	5	15
197	с этой	3	14
198	но мы	1	14
199	по отношению	5	14
200	этого обряда	1	14
201	в исторической	1	14
202	можно было	2	14
203	мы еще	1	14
204	в него	2	14
205	и ее	3	14
206	одной из	2	14
207	у нас	4	14
208	его на	1	14
209	должна быть	2	14
210	но они	4	14
211	и есть	1	14
212	из которых	1	14
213	должен был	1	14
214	а также	11	14
215	отношение к	2	14
216	него и	1	14
217	отношению к	5	14
218	на себя	5	14
219	и наконец	2	14
220	или на	1	13
221	в своем	7	13
222	на котором	1	13
223	время как	1	13
224	по себе	4	13
225	то время	1	13
226	после смерти	2	13
227	тогда как	23	13
228	и для	4	13
229	в себе	14	13
230	все что	4	13
231	своего рода	17	13
232	не просто	2	13
233	из дома	1	13
234	и у	4	13
235	на этом	1	13
236	в форме	7	13
237	в нее	2	13
238	и от	3	13
239	с ними	5	13
240	не имеет	3	13
241	смерти и	1	13
242	в книге	1	13
243	к своему	2	13
244	его не	1	13
245	же можно	1	13
246	что иное	1	13
247	во всем	1	12
248	хотя бы	4	12
249	к себе	11	12
250	а потом	2	12
251	ответ на	6	12
252	о нем	5	12
253	в их	1	12
254	на более	1	12
255	к ней	3	12
256	к этой	1	12
257	не знает	2	12
258	одним из	2	12
259	что не	2	12
260	ни один	1	12
261	в более	1	12
262	случаях когда	1	12
263	это происходит	1	12
264	у нее	8	12
265	миф о	1	11
266	к которому	1	11
267	точки зрения	8	11
268	ясно что	2	11
269	я не	5	11
270	главным образом	1	11
271	никто не	1	11
272	иное как	1	11
273	у меня	2	11
274	только с	2	11
275	уже в	1	11
276	на нее	2	11
277	же в	6	11
278	происходит в	1	11
279	по мере	2	11
280	восходит к	2	11
281	но уже	2	11
282	хотя и	8	11
283	относится к	1	11
284	и вот	2	11
285	и более	2	11
286	этого не	2	11
287	человека в	2	11
288	далеко не	6	11
289	и к	7	10
290	не как	1	10
291	на земле	1	10
292	к ним	2	10
293	не было	3	10
294	в которой	2	10
295	за собой	1	10
296	а с	2	10
297	и тот	1	10
298	его к	1	10
299	вступает в	2	10
300	вслед за	4	10
301	он и	2	10
302	однако это	1	10
303	к обряду	1	10
304	о чем	6	10
305	говорит о	3	10
306	то не	1	10
307	их не	1	10
308	не должен	1	10
309	в различных	1	10
310	как правило	8	10
311	друг с	1	10
312	не мог	7	10
313	себя в	4	10
314	в ее	4	10
315	но как	3	10
316	ни в	1	10
317	если не	4	10
318	ли он	2	10
319	не знаем	1	10
320	он может	1	10
321	а на	2	10
322	указывает на	1	10
323	есть только	1	10
324	что эта	1	10
325	не можем	2	10
326	более или	2	9
327	на первый	1	9
328	но эти	1	9
329	только на	4	9
330	она в	3	9
331	но для	5	9
332	дома в	1	9
333	в чем	3	9
334	героя и	4	9
335	не будет	2	9
336	также не	2	9
337	детей и	1	9
338	и так	1	9
339	зависимости от	3	9
340	это и	2	9
341	в течение	1	9
342	в свою	4	9
343	целый ряд	1	9
344	представлениями о	1	9
345	на этот	2	9
346	тот же	1	9
347	зависит от	3	9
348	а по	2	9
349	иного мира	1	9
350	он имеет	1	9
351	которой он	4	9
352	когда она	2	9
353	следующим образом	1	9
354	что за	1	9
355	не могут	1	9
356	в себя	3	9
357	пребывания в	4	9
358	а как	2	9
359	означает что	1	9
360	здесь нет	1	9
361	в основе	1	9
362	с его	6	9
363	ему в	2	9
364	но по	1	9
365	с другом	1	9
366	или менее	2	9
367	это так	1	9
368	стороны и	1	9
369	приводит к	2	9
370	говорилось выше	3	9
371	что на	4	9
372	жизни и	7	9
373	только что	4	8
374	и сам	4	8
375	в некотором	2	8
376	именно в	5	8
377	меня в	1	8
378	во всяком	2	8
379	он был	1	8
380	с другими	1	8
381	мере того	1	8
382	большинстве случаев	1	8
383	чем это	2	8
384	на другой	6	8
385	мы будем	1	8
386	см в	1	8
387	та же	2	8
388	подобно тому	4	8
389	солнца и	2	8
390	из его	1	8
391	именно на	1	8
392	и наоборот	1	8
393	у них	1	8
394	смерть и	1	8
395	или даже	3	8
396	и потому	2	8
397	но она	1	8
398	не с	1	8
399	оказывается что	1	8
400	тем самым	9	8
401	могло быть	2	8
402	же самое	3	8
403	для этого	1	8
404	одно из	2	8
405	в этнографии	1	8
406	роль в	4	8
407	и стал	2	8
408	можно сказать	11	8
409	входит в	2	8
410	а он	1	8
411	в зависимости	3	8
412	тут же	1	8
413	он на	1	8
414	встречается в	1	8
415	в современной	4	8
416	не говорится	1	8
417	за это	1	8
418	возвращается домой	1	8
419	во сне	4	8
420	может оказаться	2	8
421	предположение что	1	8
422	но с	1	8
423	должен быть	1	8
424	это явление	1	8
425	он говорит	1	8
426	тому как	4	8
427	в жизни	9	8
428	не столько	2	7
429	этим объясняется	1	7
430	приходит в	1	7
431	этой стороны	1	7
432	первый взгляд	1	7
433	и когда	3	7
434	еще нет	1	7
435	ключ к	2	7
436	этот момент	1	7
437	будто бы	2	7
438	тому что	4	7
439	между собой	3	7
440	здесь и	1	7
441	случаев в	1	7
442	между тем	5	7
443	над ним	1	7
444	если в	2	7
445	вспомним что	1	7
446	самом деле	4	7
447	обращается к	3	7
448	к которым	1	7
449	состоит в	19	7
450	где он	1	7
451	на самом	1	7
452	что ни	1	7
453	в стране	1	7
454	не по	5	7
455	уже только	1	7
456	в начале	4	7
457	еще в	4	7
458	это означает	2	7
459	в области	4	7
460	вплоть до	5	7
461	случае мы	1	7
462	из земли	1	7
463	во многих	1	7
464	как на	2	7
465	еще одна	1	7
466	он живет	1	7
467	о ней	5	7
468	ее и	1	7
469	указать на	1	7
470	в конце	4	7
471	также в	2	7
472	уже давно	1	7
473	себе и	2	7
474	а только	1	7
475	ли это	1	7
476	того же	2	7
477	однако в	4	7
478	не то	1	7
479	однако что	1	7
480	совершенно не	1	7
481	тех же	1	7
482	того чтобы	7	7
483	им в	1	7
484	что я	4	7
485	всяком случае	2	7
486	для него	8	7
487	как у	6	7
488	со своим	2	7
489	а то	2	7
490	как она	2	7
491	по его	3	7
492	в какой	2	7
493	только у	1	7
494	в большинстве	1	7
495	со своими	3	7
496	одного из	6	7
497	и о	4	7
498	эти два	2	7
499	героя но	3	7
500	с героем	1	6
501	его от	1	6
502	между ними	3	6
503	но что	1	6
504	на эту	1	6
505	не удается	1	6
506	этой связи	1	6
507	дело с	4	6
508	можно ли	1	6
509	той же	2	6
510	не происходит	3	6
511	все его	4	6
512	как можно	2	6
513	с одним	1	6
514	как говорит	1	6
515	если я	1	6
516	не могла	2	6
517	только о	1	6
518	его как	2	6
519	в одну	1	6
520	в роли	2	6
521	это за	2	6
522	от которого	3	6
523	связь и	1	6
524	это еще	1	6
525	этих двух	2	6
526	отличие от	6	6
527	также и	4	6
528	одну из	1	6
529	не случайно	2	6
530	для того	4	6
531	сводится к	10	6
532	он является	4	6
533	что ее	1	6
534	от себя	1	6
535	так у	2	6
536	то в	4	6
537	от его	2	6
538	вопрос не	1	6
539	жить в	1	6
540	к жизни	3	6
541	что все	1	6
542	тому же	9	6
543	к чему	3	6
544	себе не	1	6
545	даже не	1	6
546	быть и	3	6
547	видим и	1	6
548	они и	2	6
549	отношения к	1	6
550	не на	1	6
551	этой точки	1	6
552	не объясняет	2	6
553	и тогда	2	6
554	своей работе	1	6
555	а я	1	6
556	мог бы	1	6
557	ничем не	1	6
558	с той	2	6
559	и оно	1	6
560	дочь и	1	6
561	обстоит дело	1	6
562	только по	1	6
563	и уже	4	6
564	в виду	2	5
565	в своих	2	5
566	лет в	1	5
567	мы и	2	5
568	бы в	2	5
569	во все	1	5
570	к своей	2	5
571	ее как	1	5
572	от солнца	1	5
573	и мы	1	5
574	героя с	2	5
575	или не	5	5
576	пока только	1	5
577	в сторону	1	5
578	а герой	1	5
579	никого не	1	5
580	по своей	3	5
581	могла бы	1	5
582	обратимся к	1	5
583	них не	1	5
584	с ее	3	5
585	это он	2	5
586	бы составить	1	5
587	для них	2	5
588	оно не	4	5
589	в саду	1	5
590	можно назвать	2	5
591	это время	1	5
592	есть на	1	5
593	да и	5	5
594	о котором	4	5
595	в каком	1	5
596	на три	1	5
597	в главе	1	5
598	это только	1	5
599	он как	1	5
600	волшебный помощник	1	5
601	в отличие	6	5
602	она может	2	5
603	не означает	1	5
604	в свое	1	5
605	жениха и	1	5
606	по своему	3	5
607	однако не	2	5
608	тоже не	1	5
609	но при	5	5
610	мы узнаем	2	5
611	а когда	1	5
612	которые не	1	5
613	еще более	1	5
614	связи в	1	5
615	не годится	1	5
616	со своей	3	5
617	но даже	1	5
618	см гл	1	5
619	такого рода	17	5
620	несмотря на	1	5
621	в герое	4	5
622	xix века	1	5
623	что между	1	5
624	видит в	3	5
625	в таком	4	5
626	героя из	2	5
627	до этого	1	5
628	она или	1	5
629	в которое	1	5
630	это делает	1	5
631	если они	1	5
632	в один	1	5
633	чтобы они	1	5
634	это уже	3	5
635	никак не	5	5
636	в нашей	1	5
637	как о	2	5
638	и видит	1	5
639	не могло	3	5
640	соответствии с	7	5
641	с пребыванием	1	5
642	том числе	1	5
643	отличается от	1	5
644	как нечто	1	5
645	или иначе	2	5
646	мира и	2	5
647	это было	3	5
648	может иметь	1	5
649	тут и	1	5
650	задний план	1	5
651	не говорит	4	5
652	он приносит	1	5
653	в лице	1	5
654	в самом	8	4
655	происходит и	2	4
656	в результате	4	4
657	эти три	1	4
658	на которых	1	4
659	относится и	1	4
660	по своим	2	4
661	каждый из	3	4
662	в действительности	2	4
663	следовало бы	1	4
664	герой сказки	1	4
665	людей и	2	4
666	друг на	2	4
667	могло бы	3	4
668	что именно	2	4
669	он сам	4	4
670	нет никаких	1	4
671	делает вид	1	4
672	очевидно что	1	4
673	так на	1	4
674	из одного	1	4
675	идет по	2	4
676	него есть	1	4
677	в городе	2	4
678	иметь в	1	4
679	и знает	1	4
680	как один	1	4
681	не раз	1	4
682	того кто	2	4
683	не один	1	4
684	не сразу	1	4
685	отнюдь не	6	4
686	в ответ	4	4
687	это одна	1	4
688	он уже	3	4
689	и сейчас	1	4
690	содержит в	1	4
691	так или	1	4
692	сами по	2	4
693	с этого	1	4
694	он ее	1	4
695	так называемая	2	4
696	впечатление что	1	4
697	в греческой	1	4
698	себя за	1	4
699	на друга	2	4
700	по сравнению	1	4
701	быть не	3	4
702	с которой	1	4
703	для нее	2	4
704	матери и	5	4
705	которых он	1	4
706	по ходу	1	4
707	говорится в	1	4
708	вместе со	1	4
709	находятся в	1	4
710	но на	1	4
711	в литературе	8	4
712	не существует	3	4
713	в стороне	1	4
714	есть в	1	4
715	говорит об	1	4
716	а так	1	4
717	особенно в	3	4
718	тем более	2	4
719	а его	3	4
720	могут служить	2	4
721	две стороны	1	4
722	выше в	1	4
723	на своих	2	4
724	что было	1	4
725	сам герой	1	4
726	женщин и	1	4
727	привести к	1	4
728	нас в	2	4
729	мысль о	1	4
730	ведет к	3	4
731	когда в	4	4
732	нельзя было	1	4
733	в глаза	1	4
734	и три	1	4
735	по которой	1	4
736	все время	2	4
737	и вообще	1	4
738	который в	2	4
739	и всей	1	4
740	с точки	2	4
741	как раз	9	4
742	не от	1	4
743	по содержанию	1	4
744	когда его	1	4
745	и поехал	1	4
746	прямо не	1	4
747	они могут	2	4
748	с матерью	2	4
749	что происходит	1	4
750	там он	1	4
751	здесь она	1	4
752	не будут	1	4
753	если же	2	4
754	бы его	1	4
755	о его	3	4
756	столь же	6	4
757	здесь также	1	4
758	до его	1	4
759	бывает и	1	4
760	что касается	3	4
761	в меньшей	1	4
762	будет сказано	1	4
763	у героя	1	4
764	ли герой	1	4
765	здесь может	1	4
766	все они	1	4
767	еще и	1	4
768	вытекает из	1	4
769	жениться на	1	4
770	на столе	1	4
771	действия и	1	4
772	принадлежит к	1	4
773	его тело	1	4
774	или просто	2	4
775	новые формы	1	4
776	и через	2	4
777	дело в	2	4
778	нисколько не	1	4
779	для героя	1	4
780	ему как	1	4
781	разнообразных формах	1	4
782	искать в	1	4
783	не могу	2	4
784	что смерть	1	4
785	во второй	2	4
786	только то	1	4
787	как не	1	4
788	еще на	1	4
789	слова в	4	4
790	быть только	1	4
791	является в	1	3
792	тем как	1	3
793	а есть	1	3
794	не мотивировано	1	3
795	именно он	1	3
796	человек в	3	3
797	зато в	1	3
798	он стоит	1	3
799	в соответствии	8	3
800	казалось бы	2	3
801	и ушел	1	3
802	не могли	1	3
803	раз и	2	3
804	в противоположность	1	3
805	солнце и	1	3
806	о них	5	3
807	не обязательно	3	3
808	есть знак	1	3
809	обратим внимание	2	3
810	переход от	2	3
811	из всех	1	3
812	такая же	1	3
813	что даже	1	3
814	точка зрения	5	3
815	не самому	1	3
816	солнцем и	2	3
817	бы то	1	3
818	хотелось бы	1	3
819	об одном	2	3
820	внимание на	7	3
821	всякий раз	2	3
822	так сказать	4	3
823	и смертью	1	3
824	встрече с	4	3
825	могли бы	1	3
826	о себе	2	3
827	и быть	1	3
828	становится и	1	3
829	отразилось в	1	3
830	бы она	1	3
831	оно и	1	3
832	и та	1	3
833	и другая	2	3
834	говорили что	1	3
835	но тут	1	3
836	даже если	2	3
837	в обоих	4	3
838	где они	2	3
839	чтобы не	1	3
840	была бы	1	3
841	это весьма	2	3
842	говорит и	1	3
843	поэтому в	1	3
844	и делает	1	3
845	один человек	1	3
846	нам в	1	3
847	к его	5	3
848	том смысле	1	3
849	бы не	1	3
850	каждого из	2	3
851	к другому	2	3
852	не превращается	1	3
853	рассказ о	1	3
854	это все	1	3
855	это ее	1	3
856	народов и	1	3
857	или когда	1	3
858	как если	2	3
859	на основании	1	3
860	тем же	3	3
861	начиная с	3	3
862	в самую	2	3
863	много лет	1	3
864	он прошел	1	3
865	мать и	3	3
866	и после	3	3
867	в особом	1	3
868	или другой	1	3
869	как к	3	3
870	именно к	1	3
871	то они	3	3
872	на языке	1	3
873	его мы	1	3
874	мог быть	1	3
875	одна и	1	3
876	и дело	2	3
877	а все	1	3
878	все равно	2	3
879	и смысл	1	3
880	а еще	1	3
881	это всегда	1	3
882	на одном	2	3
883	и я	1	3
884	в такой	1	3
885	один и	2	3
886	страны мертвых	1	3
887	этих действий	1	3
888	ему не	1	3
889	выше и	1	3
890	здесь однако	1	3
891	все тех	1	3
892	что можно	1	3
893	животных в	1	3
894	в тексте	17	3
895	состоят в	2	3
896	никому не	1	3
897	жизнью и	1	3
898	для всех	1	3
899	которая была	1	3
900	при которой	3	3
901	исходя из	4	3
902	которая в	2	3
903	она уже	1	3
904	это обычно	1	3
905	в комнату	1	3
906	этом направлении	1	3
907	противоречие с	1	3
908	в предыдущей	1	3
909	он представляется	1	3
910	сад и	1	3
911	обоих случаях	1	3
912	при таком	1	3
913	речь идет	3	3
914	на печке	1	3
915	и нет	1	3
916	при всей	5	3
917	к мифу	1	3
918	имеет право	1	3
919	еще одного	1	3
920	но то	1	3
921	что еще	1	3
922	же она	1	3
923	момент в	1	3
924	а мы	1	3
925	в системе	1	3
926	на свет	1	3
927	едва ли	5	3
928	должно быть	1	3
929	собой в	1	3
930	но еще	1	3
931	ни было	1	3
932	имеем дело	4	3
933	не обладает	1	3
934	как же	1	3
935	что после	1	3
936	говорит в	1	3
937	исходит от	1	3
938	сказал что	1	3
939	из другого	1	3
940	вошел в	1	3
941	и животным	1	3
942	то ни	1	3
943	может идти	1	3
944	но зато	4	3
945	к большой	1	3
946	и каждый	1	3
947	рассматривается как	1	3
948	с которым	1	3
949	ней в	2	3
950	она сама	2	3
951	но никогда	1	3
952	приближается к	1	3
953	героя не	1	3
954	его мнению	1	3
955	представить себе	3	3
956	к одной	1	3
957	в противоречие	1	3
958	только не	2	3
959	из того	1	3
960	которые могут	2	3
961	связаны между	1	3
962	своей жизни	2	3
963	сравнению с	1	3
964	бросается в	1	3
965	вследствие этого	1	3
966	и до	1	3
967	только тем	1	3
968	на горизонте	1	3
969	первобытного человека	2	3
970	нам и	1	3
971	не делают	1	3
972	точку зрения	3	3
973	и было	1	3
974	в предыдущем	1	3
975	это верно	1	3
976	бы на	1	3
977	при встрече	3	3
978	я теперь	1	3
979	в формах	2	3
980	о герое	3	3
981	в церковь	1	3
982	из двух	1	3
983	это очевидно	1	3
984	не объяснено	1	3
985	по смыслу	1	3
986	является не	1	3
987	они все	1	3
988	обычно в	1	3
989	оно в	1	3
990	вопрос как	1	3
991	это то	1	3
992	знает и	1	3
993	само по	1	3
994	они являются	1	2
995	с которыми	1	2
996	из комнаты	1	2
997	но впоследствии	1	2
998	и наличие	1	2
999	в большей	1	2
1000	у его	1	2
1001	этого момента	1	2
1002	церковь и	1	2
1003	в центре	4	2
1004	по пути	1	2
1005	обычно они	1	2
1006	людей а	1	2
1007	лег в	1	2
1008	к другим	1	2
1009	смерть в	1	2
1010	предмета и	1	2
1011	большей или	2	2
1012	к вечеру	1	2
1013	в солнечном	1	2
1014	после его	1	2
1015	обращает на	3	2
1016	отца в	1	2
1017	а порой	1	2
1018	и третий	1	2
1019	можно не	1	2
1020	из их	1	2
1021	особое место	4	2
1022	образом что	1	2
1023	на ногах	1	2
1024	яркий пример	1	2
1025	свою очередь	2	2
1026	то его	1	2
1027	с другим	2	2
1028	и еще	2	2
1029	чего он	1	2
1030	немного погодя	1	2
1031	тем это	1	2
1032	к ее	3	2
1033	важно что	1	2
1034	перед нею	1	2
1035	иного порядка	1	2
1036	похожи на	2	2
1037	его самого	1	2
1038	жизни так	3	2
1039	после возвращения	1	2
1040	стране мертвых	1	2
1041	за пределами	3	2
1042	своей матери	3	2
1043	объединены в	1	2
1044	в конечном	6	2
1045	а за	2	2
1046	как по	2	2
1047	первобытного мышления	1	2
1048	не остается	1	2
1049	человек и	2	2
1050	характер и	3	2
1051	следует понимать	1	2
1052	с отцом	1	2
1053	же обстоит	1	2
1054	особенности в	1	2
1055	сохраняется и	1	2
1056	смотри же	1	2
1057	определенной категории	1	2
1058	полагает что	1	2
1059	конечном итоге	1	2
1060	а для	4	2
1061	объяснения в	1	2
1062	выступает в	2	2
1063	превращаясь в	1	2
1064	из рассмотрения	1	2
1065	т п	2	2
1066	значение и	1	2
1067	он ничего	1	2
1068	не тот	1	2
1069	может соответствовать	1	2
1070	теперь уже	1	2
1071	саду и	1	2
1072	обычно бывает	1	2
1073	на свой	1	2
1074	в развитии	1	2
1075	именно что	1	2
1076	одно и	2	2
1077	часто не	3	2
1078	тем и	1	2
1079	не сами	1	2
1080	она была	2	2
1081	или наконец	1	2
1082	а тем	1	2
1083	не само	1	2
1084	дома с	4	2
1085	природы и	1	2
1086	что для	1	2
1087	или о	1	2
1088	всю жизнь	1	2
1089	бы ни	1	2
1090	шире чем	2	2
1091	при жизни	1	2
1092	в последнем	1	2
1093	например что	1	2
1094	говорит а	1	2
1095	другого человека	2	2
1096	сам по	1	2
1097	она уходит	1	2
1098	нет никакого	1	2
1099	вместо того	1	2
1100	которым он	1	2
1101	вот и	1	2
1102	которого не	1	2
1103	оговорить что	1	2
1104	не входит	1	2
1105	к той	1	2
1106	к нашему	1	2
1107	поскольку это	1	2
1108	она обладает	1	2
1109	наконец в	1	2
1110	героя до	1	2
1111	в новой	1	2
1112	и вся	1	2
1113	и ему	1	2
1114	от других	1	2
1115	вот этот	1	2
1116	свое существование	1	2
1117	служит не	1	2
1118	это позволяет	1	2
1119	к двум	2	2
1120	в данной	2	2
1121	событий в	1	2
1122	от которой	2	2
1123	с мужем	1	2
1124	сказано ниже	1	2
1125	они еще	1	2
1126	не имел	2	2
1127	это сделать	2	2
1128	только потому	1	2
1129	долго не	1	2
1130	не из	1	2
1131	указанием на	1	2
1132	обратиться к	2	2
1133	смерти как	1	2
1134	и всякий	1	2
1135	не поддается	1	2
1136	в полном	1	2
1137	как историческое	1	2
1138	для всего	1	2
1139	на кладбище	1	2
1140	что одно	2	2
1141	что с	2	2
1142	слова а	1	2
1143	участие в	2	2
1144	таком случае	1	2
1145	им нельзя	1	2
1146	себе но	2	2
1147	материал для	1	2
1148	этом не	1	2
1149	ей не	1	2
1150	об этих	1	2
1151	без этой	2	2
1152	в ряде	2	2
1153	за которым	2	2
1154	говорится но	1	2
1155	которая при	1	2
1156	и со	1	2
1157	видим не	1	2
1158	действующие лица	1	2
1159	героя через	1	2
1160	миф но	1	2
1161	за которой	1	2
1162	друга но	1	2
1163	к одному	1	2
1164	в полной	1	2
1165	в поле	3	2
1166	случае если	1	2
1167	борьбы со	1	2
1168	на другое	1	2
1169	позволяет нам	3	2
1170	не следует	3	2
1171	как то	1	2
1172	он его	1	2
1173	числе и	1	2
1174	случае это	1	2
1175	лицо и	2	2
1176	в ходе	4	2
1177	мы бы	1	2
1178	иных форм	1	2
1179	место в	3	2
1180	даже из	1	2
1181	я все	1	2
1182	человек не	1	2
1183	однако все	1	2
1184	по комнатам	1	2
1185	им не	1	2
1186	дело здесь	1	2
1187	себе а	1	2
1188	мир не	1	2
1189	уже дает	1	2
1190	в момент	1	2
1191	души человеческой	1	2
1192	которые по	1	2
1193	что человек	1	2
1194	это нужно	1	2
1195	одному из	1	2
1196	от этих	3	2
1197	отметим что	1	2
1198	но после	1	2
1199	мыслится как	2	2
1200	сказку в	1	2
1201	смерть как	1	2
1202	два способа	1	2
1203	одновременно и	1	2
1204	себя не	1	2
1205	них в	1	2
1206	жизни на	1	2
1207	направлен на	1	2
1208	и смерть	2	2
1209	и жена	2	2
1210	на материале	1	2
1211	здесь достаточно	1	2
1212	шире и	2	2
1213	которые мы	1	2
1214	и наиболее	1	2
1215	которая представляет	1	2
1216	от лица	1	2
1217	настолько что	1	2
1218	уже было	1	2
1219	с помощью	2	2
1220	правда и	1	2
1221	дети в	1	2
1222	сидит в	1	2
1223	то чтобы	2	2
1224	или точнее	1	2
1225	пока еще	4	2
1226	этим создается	1	2
1227	у себя	2	2
1228	поля зрения	1	2
1229	быть в	2	2
1230	в нашем	4	2
1231	чтобы стать	2	2
1232	нам как	2	2
1233	выходя из	2	2
1234	есть выражение	1	2
1235	так она	1	2
1236	это будет	1	2
1237	или нескольких	1	2
1238	а тот	1	2
1239	того или	3	2
1240	от друга	1	2
1241	подчеркнуть что	2	2
1242	по мнению	2	2
1243	далеко за	1	2
1244	наше внимание	1	2
1245	же с	1	2
1246	не о	2	2
1247	уже говорилось	2	2
1248	всех его	2	2
1249	в изложении	1	2
1250	между этими	1	2
1251	меньшей степени	2	2
1252	в мире	8	2
1253	я был	1	2
1254	для его	1	2
1255	как следует	1	2
1256	например мы	3	2
1257	за столом	2	2
1258	не более	1	2
1259	прошлого и	2	2
1260	человека который	2	2
1261	возвращения героя	1	2
1262	в приведенном	1	2
1263	несколько иначе	1	2
1264	или меньшей	1	2
1265	другой день	4	2
1266	двух циклов	1	2
1267	и ничего	1	2
1268	с женой	1	2
1269	на дворе	1	2
1270	почему он	1	2
1271	как отец	1	2
1272	в состав	5	2
1273	является тот	1	2
1274	которых мы	1	2
1275	на ее	2	2
1276	в сущности	2	2
1277	на своего	2	2
1278	не исчерпывается	1	2
1279	него нет	1	2
1280	как с	1	2
1281	в самой	1	2
1282	так называемый	1	2
1283	о своей	3	2
1284	встречаются и	1	2
1285	в процессе	2	2
1286	центре внимания	2	2
1287	порой в	2	2
1288	героя на	2	2
1289	выражается в	1	2
1290	друг от	1	2
1291	всей своей	1	2
1292	редко и	1	2
1293	только одно	1	2
1294	истории не	3	2
1295	ни у	1	2
1296	их друг	1	2
1297	в город	2	2
1298	каждый в	1	2
1299	не должны	1	2
1300	этой смены	1	2
1301	его нельзя	1	2
1302	а о	2	2
1303	но обычно	1	2
1304	он есть	1	2
1305	а во	5	2
1306	его зовут	1	2
1307	не за	1	2
1308	то она	1	2
1309	к миру	2	2
1310	в сознании	6	2
1311	и воскресение	1	2
1312	который при	1	2
1313	сам себя	2	2
1314	все так	1	2
1315	свидетельствует о	4	2
1316	о человеке	1	2
1317	всего мира	1	2
1318	не для	1	2
1319	из особенностей	1	2
1320	возможность такого	1	2
1321	со словами	3	2
1322	в рамках	6	2
