N	2gram	Bakhtin_Pr	VLabPisa
104	ее в	4	4
105	в ее	3	4
106	как раз	6	4
107	жорж санд	2	4
108	можно сказать	12	4
109	что для	1	4
110	в этой	3	4
111	он работал	1	4
112	что все	3	4
113	что он	6	4
114	равно как	1	4
115	в виду	3	4
116	по существу	7	4
117	в романе	9	4
118	с ними	2	4
119	в своей	5	4
120	одном из	1	4
121	художественных образов	2	4
122	роль в	1	4
123	с его	4	4
124	чем же	1	4
125	в связи	2	4
126	когда он	2	4
127	их и	1	4
128	в сознании	2	4
129	из его	1	4
130	одна из	9	4
131	рассказывает о	1	4
132	во время	1	4
133	и ее	8	4
134	познания в	1	4
135	образов и	7	4
136	образе и	1	3
137	и к	13	3
138	что они	2	3
139	видели что	2	3
140	замысла в	1	3
141	и он	5	3
142	этой проблемы	1	3
143	этой области	2	3
144	мы имеем	4	3
145	того что	1	3
146	но как	2	3
147	видеть в	1	3
148	него в	1	3
149	что и	4	3
150	у нас	2	3
151	его в	4	3
152	в форме	6	3
153	др в	3	3
154	творчества и	1	3
155	если бы	1	3
156	или в	7	3
157	говорит в	1	3
158	в другую	1	3
159	именно в	3	3
160	в конце	5	3
161	например в	8	3
162	разума и	1	3
163	у тургенева	1	3
164	этого типа	1	3
165	между ними	14	3
166	и как	1	3
167	в слове	2	3
168	же и	1	3
169	в которых	2	3
170	и отдельных	2	3
171	не столь	1	3
172	большей или	6	3
173	в явлении	1	3
174	и художественного	1	3
175	мира и	3	3
176	вовсе не	12	3
177	бы в	2	3
178	с этим	3	3
179	и мир	1	3
180	а в	4	3
181	что не	1	3
182	в котором	8	3
183	даже и	3	3
184	она не	4	3
185	для того	1	3
186	и образы	1	3
187	и их	6	3
188	всех других	2	3
189	как он	4	3
190	далеко не	4	3
191	этот вопрос	3	3
192	так же	4	3
193	человека и	10	3
194	при всем	3	3
195	в творчестве	8	3
196	или меньшей	6	3
197	как на	1	3
198	нет и	3	3
199	данного автора	1	3
200	образом в	2	3
201	и от	4	3
202	точки зрения	17	3
203	жизни и	13	3
204	и по	5	3
205	творчества во	1	3
206	всех этих	2	3
207	имеет свою	1	3
208	мы видели	2	3
209	художественной деятельности	1	2
210	на время	2	2
211	мы наблюдаем	4	2
212	в особенности	2	2
213	этом и	1	2
214	отметить что	3	2
215	представить себе	1	2
216	и весь	1	2
217	этого замысла	1	2
218	у каждого	1	2
219	как особый	2	2
220	своими героями	1	2
221	все его	3	2
222	из которых	2	2
223	они и	3	2
224	нет ни	2	2
225	от его	1	2
226	они не	5	2
227	достоевского и	8	2
228	если в	2	2
229	на язык	4	2
230	должно быть	4	2
231	того как	4	2
232	при всей	3	2
233	том числе	15	2
234	должна быть	1	2
235	образа в	1	2
236	внимание на	1	2
237	тогда когда	1	2
238	смысле слова	2	2
239	получает в	1	2
240	через это	2	2
241	с нею	1	2
242	говорить о	2	2
243	да и	3	2
244	хотя и	10	2
245	подчеркнуть что	4	2
246	о чем	2	2
247	что при	1	2
248	в большей	5	2
249	можно определить	1	2
250	в науке	1	2
251	а затем	5	2
252	как у	5	2
253	и через	5	2
254	и достоевский	1	2
255	из своих	3	2
256	для них	2	2
257	с другими	6	2
258	из многочисленных	1	2
259	по себе	3	2
260	ума и	2	2
261	единого и	2	2
262	но с	2	2
263	художник не	1	2
264	в своих	4	2
265	и даже	5	2
266	и непосредственно	1	2
267	что ни	1	2
268	сюжета и	2	2
269	и наконец	4	2
270	в которой	2	2
271	не о	2	2
272	и некоторые	2	2
273	а о	1	2
274	до полного	1	2
275	всех его	3	2
276	что она	2	2
277	но не	9	2
278	в ней	8	2
279	но вот	1	2
280	самый факт	1	2
281	который по	1	2
282	вот это	1	2
283	точном смысле	1	2
284	между собою	2	2
285	в жизни	14	2
286	своего класса	1	2
287	эти явления	3	2
288	эта способность	1	2
289	в последнем	1	2
290	к его	2	2
291	не подлежит	1	2
292	по одному	2	2
293	же как	1	2
294	что мы	2	2
295	слова не	2	2
296	на этом	4	2
297	не вполне	1	2
298	не менее	4	2
299	так сказать	8	2
300	ли не	1	2
301	бы не	1	2
302	о более	1	2
303	остановимся на	5	2
304	образом по	1	2
305	отличается от	2	2
306	после того	1	2
307	на то	2	2
308	у пушкина	1	2
309	в точном	1	2
310	в стихах	1	2
311	себе и	2	2
312	в чем	1	2
313	числе и	13	2
314	например как	2	2
315	собою и	2	2
316	наиболее существенные	1	2
317	например у	3	2
318	так например	2	2
319	могло бы	3	2
320	но к	4	2
321	сих пор	8	2
322	по его	1	2
323	очень многие	1	2
324	а для	2	2
325	от них	2	2
326	еще не	10	2
327	не рождается	1	2
328	все они	2	2
329	братьях карамазовых	4	2
330	в каждом	5	2
331	во всяком	2	2
332	и потому	6	2
333	понятно что	1	2
334	еще и	4	2
335	до сих	8	2
336	человека в	6	2
337	а как	4	2
338	в целях	1	2
339	ли это	1	2
340	до нас	3	2
341	то это	4	2
342	и заключается	2	2
343	в самых	2	2
344	и социальной	2	2
345	много и	3	2
346	всяком случае	1	2
347	относится к	1	2
348	также и	5	2
349	ту же	2	2
350	в другом	1	2
351	творчестве он	1	2
352	не всегда	3	2
353	по крайней	2	2
354	оно является	1	2
355	формы и	3	2
356	в образах	1	2
357	и может	1	2
358	лишь в	1	2
359	связана с	3	2
360	в системе	1	2
361	должны быть	2	2
362	я бы	1	2
363	не с	1	2
364	не об	1	2
365	не интересует	1	2
366	в различных	1	2
367	можно было	2	2
368	даже не	1	2
369	идеи в	2	2
370	стороны и	1	2
371	и сам	1	2
372	идей в	2	2
373	знаем что	1	2
374	носит в	1	2
375	на это	1	2
376	и формы	2	2
377	ни одного	1	2
378	он и	2	2
379	к ним	5	2
380	же самое	1	2
381	он в	2	2
382	его художественного	3	2
383	братьев карамазовых	2	2
384	в сфере	1	2
385	и никогда	2	2
386	заключается в	1	2
387	начиная с	4	2
388	которые в	3	2
389	и у	8	2
390	они должны	3	2
391	о его	1	2
392	в известной	3	2
393	вне его	1	2
394	одной из	6	2
395	в образе	3	2
396	на него	2	2
397	как от	1	2
398	его произведений	3	2
399	он не	5	2
400	во всей	5	2
401	или иной	2	2
402	в общем	2	2
403	он может	2	2
404	если они	1	2
405	он сам	5	2
406	пародия на	1	2
407	автора как	1	2
408	в области	6	2
409	что даже	1	2
410	показывает что	1	2
411	некоторых из	2	2
412	для которых	1	2
413	только с	3	2
414	к этим	1	2
415	конце концов	1	2
416	меньшей степени	6	2
417	и для	5	2
418	но для	2	2
419	обобщения в	1	2
420	только о	1	2
421	крайней мере	2	2
422	ни с	1	2
423	но в	12	2
424	вплоть до	5	2
425	этому типу	1	1
426	в той	2	1
427	говорит достоевский	1	1
428	к лицу	1	1
429	в большом	1	1
430	были бы	1	1
431	может обойтись	1	1
432	это на	1	1
433	значит ли	1	1
434	то в	1	1
435	на почве	1	1
436	отношении очень	1	1
437	в кругу	1	1
438	от него	3	1
439	богаче и	1	1
440	к действительности	3	1
441	и другие	14	1
442	роль играют	1	1
443	этом случае	1	1
444	прямо и	1	1
445	смерть и	2	1
446	и то	2	1
447	а потому	1	1
448	форм и	2	1
449	ее и	1	1
450	это одна	1	1
451	или наоборот	3	1
452	образом и	3	1
453	сущность его	1	1
454	ни в	4	1
455	лет как	1	1
456	и автор	1	1
457	огромное значение	1	1
458	следует отметить	2	1
459	мы видим	2	1
460	но на	2	1
461	в более	5	1
462	что если	1	1
463	но несколько	2	1
464	связано с	1	1
465	таков первый	1	1
466	мы и	4	1
467	и гофмана	1	1
468	для проникновения	1	1
469	полный и	1	1
470	на протяжении	5	1
471	достоевского в	12	1
472	эдгара по	2	1
473	опирается на	2	1
474	гораздо сложнее	1	1
475	времени задача	1	1
476	со всем	1	1
477	хоть и	1	1
478	ней не	1	1
479	сознания вообще	1	1
480	данном случае	1	1
481	и творческий	1	1
482	что этим	1	1
483	места из	1	1
484	то есть	86	1
485	на тех	1	1
486	рассказ о	2	1
487	которые не	2	1
488	к этой	3	1
489	главное для	1	1
490	время и	3	1
491	почти не	2	1
492	своего собственного	1	1
493	несколько иной	1	1
494	поэтому в	1	1
495	мы не	7	1
496	схема которая	1	1
497	и стиль	1	1
498	пушкина в	1	1
499	как один	1	1
500	весь творческий	1	1
501	собственного творческого	1	1
502	тургенев в	1	1
503	с этой	1	1
504	не чем	1	1
505	с очень	1	1
506	или по	3	1
507	дело с	1	1
508	еще более	6	1
509	в применении	1	1
510	несмотря на	3	1
511	из того	1	1
512	мысль в	1	1
513	есть его	1	1
514	освободиться от	1	1
515	не для	1	1
516	проявляется в	4	1
517	которых он	1	1
518	моментом в	1	1
519	слов в	1	1
520	формы в	1	1
521	реальной жизни	1	1
522	в определенном	1	1
523	или иными	1	1
524	исследования не	1	1
525	и конкретнее	1	1
526	характере этого	1	1
527	по принципу	1	1
528	охватить и	1	1
529	с ним	3	1
530	романа в	2	1
531	кроме того	6	1
532	не являются	1	1
533	не должна	2	1
534	отсюда как	1	1
535	тон и	2	1
536	о нем	2	1
537	от отдельных	1	1
538	не как	5	1
539	проникновения в	1	1
540	другими образами	1	1
541	воплощенной в	1	1
542	в меньшей	1	1
543	мы в	2	1
544	кругу друзей	1	1
545	и всегда	2	1
546	художественного образа	3	1
547	и свой	2	1
548	например с	1	1
549	например рассказ	2	1
550	представлений о	2	1
551	с каждым	1	1
552	сквозь призму	1	1
553	еще важнее	1	1
554	он совершенно	1	1
555	поэтому же	1	1
556	они в	1	1
557	сходятся в	1	1
558	богатство и	1	1
559	и элементы	4	1
560	которая уже	1	1
561	лицом к	1	1
562	нет того	1	1
563	творчества с	1	1
564	и никакой	1	1
565	нет это	1	1
566	из форм	1	1
567	силой и	2	1
568	раскрывается в	1	1
569	у многих	1	1
570	концепции в	1	1
571	именно эти	1	1
572	и создает	3	1
573	по мере	3	1
574	исторического развития	1	1
575	художественной структуре	1	1
576	в живом	1	1
577	для творчества	2	1
578	не знать	1	1
579	таком случае	1	1
580	мере и	1	1
581	отдельных диалогов	1	1
582	в этих	8	1
583	и братьев	1	1
584	более полное	1	1
585	от общей	1	1
586	связанная с	2	1
587	творчестве гофмана	1	1
588	романтического типа	1	1
589	но некоторые	1	1
590	типичные черты	1	1
591	ведь это	2	1
592	произведении но	2	1
593	в таких	1	1
594	одну и	1	1
595	причем каждый	1	1
596	и самые	2	1
597	деятельности это	1	1
598	так или	1	1
599	правильного понимания	3	1
600	писем года	1	1
601	сами по	1	1
602	он несколько	1	1
603	в духе	10	1
604	все то	4	1
605	но он	3	1
606	свою фамилию	1	1
607	в несколько	2	1
608	но все	1	1
609	еще раз	6	1
610	говорят в	1	1
611	этого не	1	1
612	и вдруг	1	1
613	был только	1	1
614	значительно изменился	1	1
615	или иначе	1	1
616	не будем	4	1
617	а также	4	1
618	жизнь в	4	1
619	смысла и	1	1
620	игре и	1	1
621	это положение	2	1
622	который как	1	1
623	проблем и	1	1
624	мы говорим	2	1
625	и которая	2	1
626	и судьбы	1	1
627	ему самому	1	1
628	и все	14	1
629	и раскрыть	1	1
630	же по	1	1
631	является чисто	1	1
632	они могут	3	1
633	очень сложную	1	1
634	целый ряд	1	1
635	на себя	3	1
636	другие наоборот	1	1
637	зрения на	1	1
638	развития в	1	1
639	эстетики и	1	1
640	тем что	2	1
641	к более	1	1
642	быть даже	2	1
643	еще недостаточно	3	1
644	и сложнее	1	1
645	к страхову	1	1
646	в таком	3	1
647	без всякой	1	1
648	этого развития	1	1
649	очень много	1	1
650	о судьбе	1	1
651	сама по	2	1
652	между этими	2	1
653	в последних	2	1
654	к их	1	1
655	можно назвать	2	1
656	слова на	2	1
657	относятся к	1	1
658	бы быть	1	1
659	друг другу	1	1
660	чем иным	1	1
661	и без	4	1
662	работы в	1	1
663	обычного хода	2	1
664	же оно	1	1
665	их автора	1	1
666	и слове	1	1
667	понятия и	1	1
668	в соответствии	3	1
669	время как	1	1
670	же при	1	1
671	над жизнью	1	1
672	вряд ли	2	1
673	или даже	1	1
674	вещи в	1	1
675	в научной	1	1
676	это время	1	1
677	одновременно и	5	1
678	и так	4	1
679	как можно	1	1
680	ними не	1	1
681	глубокая и	1	1
682	и вместе	1	1
683	покончить с	1	1
684	схематически можно	1	1
685	как в	10	1
686	когда фигура	1	1
687	мировоззрения с	1	1
688	и характер	2	1
689	собой не	1	1
690	а иногда	1	1
691	и понимания	1	1
692	перейти к	2	1
693	по своему	6	1
694	себя и	3	1
695	писателя он	1	1
696	не имеет	1	1
697	обе эти	3	1
698	зрения и	2	1
699	вещью он	1	1
700	но у	1	1
701	между собой	1	1
702	своей органической	1	1
703	у платона	4	1
704	почти все	1	1
705	в свете	1	1
706	о котором	1	1
707	собою в	2	1
708	у романтиков	1	1
709	сравнению с	6	1
710	сохранил в	1	1
711	и рассудка	2	1
712	это было	3	1
713	лежит в	1	1
714	с большей	1	1
715	различных авторов	1	1
716	в следующей	1	1
717	знает что	2	1
718	образом у	1	1
719	и это	3	1
720	хотя оно	1	1
721	в каждой	1	1
722	а только	2	1
723	к числу	1	1
724	не его	1	1
725	образы его	1	1
726	ничего общего	1	1
727	вечном муже	1	1
728	и из	3	1
729	разнообразные формы	1	1
730	авантюрного романа	3	1
731	на себе	1	1
732	др и	1	1
733	что их	1	1
734	сами собою	1	1
735	ними творчество	1	1
736	героя и	3	1
737	распространение в	1	1
738	человека а	1	1
739	следует подчеркнуть	1	1
740	не все	1	1
741	и символов	2	1
742	казалось бы	4	1
743	природы с	1	1
744	весь роман	2	1
745	для правильного	3	1
746	моменты в	1	1
747	освобождается от	1	1
748	той или	2	1
749	а вместе	1	1
750	о самоубийстве	1	1
751	в дальнейшем	8	1
752	жизнь и	3	1
753	различиях в	1	1
754	само же	1	1
755	изобразить и	1	1
756	нет ничего	3	1
757	него основной	1	1
758	при определенных	1	1
759	и тех	1	1
760	платона в	3	1
761	собою не	2	1
762	этого писателя	1	1
763	совершенно не	4	1
764	ними нет	1	1
765	может иметь	1	1
766	напряженной борьбы	1	1
767	на этой	2	1
768	а с	1	1
769	в данном	1	1
770	личности в	1	1
771	сознания а	1	1
772	первой части	1	1
773	в основе	6	1
774	силы и	2	1
775	вообще в	2	1
776	и мира	1	1
777	его развития	1	1
778	вытекают из	1	1
779	проявляется не	1	1
780	тем более	2	1
781	часто встречается	1	1
782	обработка его	1	1
783	этой почве	2	1
784	как целое	1	1
785	вопрос о	1	1
786	художественной литературы	2	1
787	но между	1	1
788	приходит и	1	1
789	своих корреспондентов	1	1
790	и зрителей	1	1
791	утверждение о	1	1
792	видим что	1	1
793	образов которые	1	1
794	звенья и	1	1
795	в братьях	4	1
796	применении к	1	1
797	эти идеи	1	1
798	но ведь	3	1
799	души по	1	1
800	очень часто	4	1
801	они играют	2	1
802	некоторых его	1	1
803	он был	1	1
804	духовной жизни	1	1
805	опыт и	1	1
806	функцию но	1	1
807	полнее и	1	1
808	которые наиболее	1	1
809	есть в	7	1
810	жанрах например	1	1
811	конечно не	11	1
812	в роли	2	1
813	так называемой	1	1
814	близко к	1	1
815	все должно	1	1
816	входит в	1	1
817	всего этого	4	1
818	нам в	1	1
819	стихах и	1	1
820	наконец в	3	1
821	уже в	3	1
822	не дает	3	1
823	с определенной	1	1
824	художника тем	1	1
825	лежат в	1	1
826	по сравнению	6	1
827	ее нельзя	1	1
828	эта в	1	1
829	здесь можно	1	1
830	нельзя не	1	1
831	основе этого	2	1
832	для писателей	1	1
833	его творчества	12	1
834	вот несколько	1	1
835	характерны для	5	1
836	без элементов	1	1
837	друг друга	7	1
838	потому что	9	1
839	в свою	1	1
840	и тем	4	1
841	слова и	5	1
842	кажется что	3	1
843	быть и	2	1
844	романы достоевского	3	1
845	в риме	2	1
846	от всех	2	1
847	о достоевском	1	1
848	обойтись без	1	1
849	если б	7	1
850	романов достоевского	3	1
851	и поэтому	2	1
852	в него	4	1
853	оно и	2	1
854	только один	1	1
855	а по	1	1
856	не могло	1	1
857	но она	3	1
858	значение для	5	1
859	со стороны	1	1
860	только на	3	1
861	если же	5	1
862	и детей	1	1
863	или иных	2	1
864	содержания и	1	1
865	что эта	1	1
866	для этого	2	1
867	одно и	1	1
868	может служить	2	1
869	на его	4	1
870	к творчеству	2	1
871	и ему	1	1
872	и если	4	1
873	есть и	4	1
874	и та	1	1
875	одни только	1	1
876	его художественной	1	1
877	и что	3	1
878	и определяет	1	1
879	дело не	1	1
880	не занимает	1	1
881	к области	2	1
882	это описание	1	1
883	как если	1	1
884	в любой	1	1
885	творчестве но	1	1
886	предисловии к	1	1
887	за пределы	7	1
888	к анализу	1	1
889	а между	3	1
890	но только	2	1
891	и реплика	2	1
892	в начале	2	1
893	у достоевского	30	1
894	еще в	1	1
895	его будет	1	1
896	этой жизни	1	1
897	бы уже	1	1
898	других произведений	1	1
899	и жизни	3	1
900	что еще	1	1
901	в истории	4	1
902	повестей белкина	1	1
903	любой области	1	1
904	романа и	4	1
905	конечно нет	1	1
906	глубину и	1	1
907	оказывается перед	1	1
908	этом смысле	5	1
909	себя от	1	1
910	для определенного	2	1
911	или как	1	1
912	самого начала	5	1
913	каждый из	1	1
914	второму типу	1	1
915	в новое	4	1
916	без труда	1	1
917	возникает ряд	1	1
918	и ту	2	1
919	связанных с	2	1
920	перед необходимостью	1	1
921	мере не	1	1
922	связанной с	1	1
923	по в	1	1
924	почти каждый	2	1
925	личности и	2	1
926	иного типа	1	1
927	значение и	2	1
928	и той	4	1
929	в передней	3	1
930	что об	1	1
931	дело и	2	1
932	имеем в	3	1
933	знает и	1	1
934	рассказ а	1	1
935	и идеи	7	1
936	только наиболее	1	1
937	единство и	2	1
938	это главное	1	1
939	достоевский в	3	1
940	ни одной	1	1
941	потом в	1	1
942	и еще	2	1
943	целом и	1	1
944	как обычное	1	1
945	всей полноты	1	1
946	свою внутреннюю	1	1
947	его поведение	1	1
948	отношение к	14	1
949	сна к	1	1
950	как мы	12	1
951	и творчески	1	1
952	соответствии с	2	1
953	же не	2	1
954	жизни не	2	1
955	к ней	3	1
956	это вовсе	1	1
957	не случайное	2	1
958	один тип	1	1
959	они всегда	1	1
960	автор не	2	1
961	по которой	1	1
962	говорить только	1	1
963	затем в	2	1
964	заметить что	1	1
965	и благодаря	1	1
966	и во	6	1
967	что есть	1	1
968	мы бы	1	1
969	литературы на	1	1
970	бы он	1	1
971	благодаря этому	1	1
972	внутренней логикой	1	1
973	гончарова и	2	1
974	не сводимы	1	1
975	обратимся к	1	1
976	новое время	4	1
977	но пожалуй	1	1
978	что может	1	1
979	сна он	1	1
980	но ее	1	1
981	у гофмана	1	1
982	ее а	1	1
983	находится в	1	1
984	уже не	5	1
985	имеем дело	1	1
986	вся область	2	1
987	слова в	3	1
988	нельзя ограничиться	1	1
989	словесному воплощению	1	1
990	их можно	1	1
991	материал в	1	1
992	связи со	1	1
993	самой природы	1	1
994	причем в	2	1
995	и художественной	2	1
996	на этот	1	1
997	это что	1	1
998	отметим еще	1	1
999	из очень	1	1
1000	остается один	1	1
1001	и других	12	1
1002	согласиться с	1	1
1003	чаще всего	1	1
1004	иным как	1	1
1005	как будто	3	1
1006	их отношение	2	1
1007	здесь не	5	1
1008	его литературной	1	1
1009	по законам	1	1
1010	достаточно напомнить	1	1
1011	у этих	1	1
1012	тех или	2	1
1013	только эти	1	1
1014	его роль	1	1
1015	образную систему	1	1
1016	это в	1	1
1017	является только	1	1
1018	наконец очень	1	1
1019	в вечном	1	1
1020	что главное	1	1
1021	связаны с	3	1
1022	но это	7	1
1023	определить его	1	1
1024	и продолжается	1	1
1025	меньшей отчетливостью	1	1
1026	сферы сознания	1	1
1027	потому и	1	1
1028	широко и	1	1
1029	с ее	3	1
1030	из него	1	1
1031	во времени	1	1
1032	именно это	1	1
1033	строго говоря	2	1
1034	идею и	1	1
1035	видения мира	1	1
1036	которой мы	3	1
1037	в определенные	1	1
1038	действительности не	1	1
1039	в самой	2	1
1040	не был	3	1
1041	если только	3	1
1042	в какой-то	5	1
1043	основное и	1	1
1044	или точнее	2	1
1045	каждого из	2	1
1046	и ни	1	1
1047	и особенно	3	1
1048	жанровых особенностей	3	1
1049	характерно что	3	1
1050	тому же	3	1
1051	что на	2	1
1052	не эти	1	1
1053	проявляются в	1	1
1054	в заключение	4	1
1055	подлежит сомнению	1	1
1056	отражается в	1	1
1057	не к	3	1
1058	и самый	6	1
1059	понять и	2	1
1060	своего развития	3	1
