N	2gram	Propp_Isto	Literetu
179	тем не	4	5
180	и за	1	5
181	не знает	2	5
182	этой точки	3	5
183	так что	6	5
184	все более	1	5
185	эти слова	1	5
186	в силу	2	5
187	обращается к	4	5
188	себя и	1	5
189	не с	2	5
190	и если	4	5
191	автора и	1	5
192	вслед за	2	5
193	так как	21	5
194	мир в	1	5
195	мы не	10	5
196	в литературе	2	5
197	как у	2	5
198	что и	13	5
199	но с	2	5
200	но уже	1	5
201	однако не	1	5
202	как он	11	5
203	все еще	2	5
204	а я	2	5
205	более не	1	4
206	но тем	2	4
207	в них	4	4
208	героя как	1	4
209	с тем	8	4
210	жизни на	1	4
211	и нет	3	4
212	во всяком	3	4
213	то это	7	4
214	входит в	1	4
215	не должен	1	4
216	для того	2	4
217	не всегда	6	4
218	в руках	2	4
219	только на	2	4
220	за собой	2	4
221	не вполне	5	4
222	перед ним	2	4
223	как мы	6	4
224	ты в	1	4
225	него не	1	4
226	под названием	1	4
227	во всей	1	4
228	к этому	5	4
229	не мог	1	4
230	бы то	1	4
231	мышления и	1	4
232	хотя и	3	4
233	для своего	1	4
234	все время	2	4
235	что его	2	4
236	очевидно что	1	4
237	себе и	3	4
238	с образом	1	4
239	свое место	2	4
240	ту же	3	4
241	то ни	1	4
242	и что	15	4
243	к своему	4	4
244	могут быть	3	4
245	и есть	2	4
246	можно сказать	3	4
247	из этого	2	4
248	сводится к	3	4
249	от своего	2	4
250	и все	6	4
251	отношения к	2	4
252	никем не	1	4
253	приводит к	1	4
254	знает что	2	4
255	все они	1	4
256	то он	2	4
257	тех же	2	4
258	в свою	1	4
259	на том	10	4
260	быть это	1	4
261	одной из	4	4
262	но это	5	4
263	таким образом	15	4
264	со мной	1	4
265	и вот	2	4
266	для нас	8	4
267	на его	6	4
268	вовсе не	6	4
269	выше и	3	4
270	не могу	2	4
271	но при	2	4
272	во второй	1	4
273	а по	2	4
274	такой же	3	4
275	на то	5	4
276	все что	4	3
277	мы и	1	3
278	при которой	1	3
279	же и	1	3
280	вот она	1	3
281	о чем	2	3
282	в этих	16	3
283	по себе	2	3
284	к тебе	1	3
285	мысль о	1	3
286	от всего	1	3
287	нет в	2	3
288	мира и	2	3
289	со своей	2	3
290	вопрос о	6	3
291	восходит к	3	3
292	он был	2	3
293	во многих	2	3
294	превращается в	10	3
295	так же	6	3
296	себе в	3	3
297	следующим образом	4	3
298	а так	1	3
299	из трех	1	3
300	который в	1	3
301	с ним	9	3
302	не просто	3	3
303	и подобные	1	3
304	она и	3	3
305	после чего	5	3
306	именно так	1	3
307	искусство в	1	3
308	этой же	1	3
309	что такое	2	3
310	полном соответствии	1	3
311	как от	1	3
312	а с	3	3
313	с появлением	6	3
314	не есть	1	3
315	и перед	1	3
316	герой в	2	3
317	в чем	5	3
318	всех своих	1	3
319	я на	1	3
320	но как	4	3
321	для его	1	3
322	героя и	5	3
323	же как	6	3
324	никого не	1	3
325	ту или	1	3
326	вот в	2	3
327	над ним	1	3
328	в иных	1	3
329	не раз	1	3
330	т п	1	3
331	он в	4	3
332	и от	5	3
333	те кто	1	3
334	там где	7	3
335	традиции как	1	3
336	в особенности	2	3
337	не так	4	3
338	заодно с	1	3
339	взгляд на	1	3
340	за ним	3	3
341	в твоей	1	3
342	если в	3	3
343	во время	7	3
344	должна быть	3	3
345	был бы	1	3
346	ним и	1	3
347	из которых	3	3
348	то с	1	3
349	я все	1	3
350	и вполне	1	3
351	себе не	2	3
352	можно было	3	3
353	если не	4	3
354	если бы	3	3
355	с ней	4	3
356	где в	1	3
357	и т	29	3
358	они не	4	3
359	не имеет	6	3
360	своей жизни	1	3
361	такую же	1	3
362	того чтобы	1	3
363	относится к	2	3
364	из его	2	3
365	и тогда	1	3
366	тех пор	1	3
367	и уже	1	3
368	не могло	2	3
369	о своем	1	3
370	и до	2	3
371	еще один	3	3
372	а во	1	3
373	как например	1	3
374	что же	2	3
375	в этот	1	3
376	в сознании	1	3
377	здесь не	4	3
378	всяком случае	3	3
379	власть над	8	3
380	тот же	2	3
381	ничего не	7	3
382	на языке	1	3
383	ни с	2	3
384	ее в	3	3
385	в полном	1	3
386	или иную	1	3
387	а на	2	3
388	этого не	2	3
389	на нее	1	3
390	дело в	1	3
391	в ту	1	3
392	а то	1	3
393	в действительности	2	3
394	в какой	1	3
395	этой цели	1	3
396	я стал	1	3
397	все эти	8	3
398	но по	2	3
399	имеется в	4	3
400	и потому	1	3
401	в плену	1	3
402	он говорит	4	3
403	на один	1	3
404	как уже	1	3
405	не по	2	3
406	бытия в	1	3
407	когда он	5	3
408	стороны и	4	3
409	только то	1	3
410	же самое	1	3
411	отношение к	6	3
412	и о	2	3
413	есть не	1	3
414	во всем	2	2
415	от него	6	2
416	еще раз	1	2
417	можно и	1	2
418	в свое	3	2
419	тем как	1	2
420	время не	1	2
421	него в	1	2
422	народ и	1	2
423	представлений о	4	2
424	в результате	1	2
425	задача это	1	2
426	их не	3	2
427	чтобы в	1	2
428	для понимания	1	2
429	в борьбе	1	2
430	я за	1	2
431	из двух	1	2
432	и другим	1	2
433	начинается с	4	2
434	что по	2	2
435	в бою	1	2
436	на эту	1	2
437	в это	3	2
438	в форму	2	2
439	в самый	1	2
440	так например	5	2
441	искусство и	1	2
442	на первый	6	2
443	определяется не	1	2
444	первый взгляд	5	2
445	за рамки	1	2
446	мире не	1	2
447	книге о	2	2
448	в котором	3	2
449	очень точно	1	2
450	по тем	1	2
451	не согласиться	1	2
452	даже и	1	2
453	только как	1	2
454	но даже	1	2
455	при рассмотрении	1	2
456	с другим	1	2
457	этой связи	2	2
458	между двумя	2	2
459	приходит к	4	2
460	здесь это	1	2
461	еще более	1	2
462	так называемых	1	2
463	в чистом	1	2
464	всего что	1	2
465	сила и	1	2
466	утверждал что	1	2
467	самом начале	1	2
468	сказать что	5	2
469	ключ к	1	2
470	и у	3	2
471	имеем дело	1	2
472	тогда он	1	2
473	еще одна	4	2
474	тем более	2	2
475	для этой	2	2
476	о ней	2	2
477	к нему	8	2
478	сравнении с	1	2
479	что у	6	2
480	на протяжении	1	2
481	как нам	1	2
482	это будет	1	2
483	так я	1	2
484	но еще	1	2
485	принадлежности к	1	2
486	первый раз	1	2
487	на войну	1	2
488	не от	3	2
489	ты мой	1	2
490	что вы	2	2
491	но он	4	2
492	и некоторые	2	2
493	и говорит	5	2
494	героя с	1	2
495	быть только	2	2
496	тому что	2	2
497	не остается	1	2
498	человек и	1	2
499	человек в	1	2
500	и вместе	3	2
501	я есть	1	2
502	по дороге	3	2
503	а только	1	2
504	это тоже	1	2
505	враг и	2	2
506	вопрос что	1	2
507	бы в	1	2
508	и м	1	2
509	песни и	1	2
510	если оно	1	2
511	превращаясь в	2	2
512	не означает	1	2
513	в исторической	1	2
514	это прежде	1	2
515	меня от	1	2
516	в работе	1	2
517	самому себе	1	2
518	и весьма	1	2
519	кажется что	7	2
520	сюда же	2	2
521	на нем	1	2
522	но зато	1	2
523	всех других	2	2
524	а третий	1	2
525	и хотя	3	2
526	а от	1	2
527	он пишет	1	2
528	на свое	2	2
529	как известно	1	2
530	того кто	3	2
531	что ты	1	2
532	слова из	1	2
533	друг другу	1	2
534	и каждый	1	2
535	оставляет в	1	2
536	с сыном	1	2
537	и по	7	2
538	здесь мы	11	2
539	в него	4	2
540	случае это	1	2
541	нет не	1	2
542	герой не	4	2
543	и ее	6	2
544	мире как	1	2
545	живет на	1	2
546	мире и	1	2
547	однако и	1	2
548	та же	5	2
549	на почве	1	2
550	своего собственного	1	2
551	героя в	3	2
552	тогда когда	3	2
553	отличное от	1	2
554	и при	2	2
555	со своим	4	2
556	что они	5	2
557	никак не	2	2
558	есть и	6	2
559	он на	3	2
560	что сам	1	2
561	на заре	1	2
562	и вновь	1	2
563	мог стать	1	2
564	оно не	2	2
565	к смерти	1	2
566	о природе	1	2
567	с этого	1	2
568	не поддается	1	2
569	если это	2	2
570	можно назвать	1	2
571	с ними	2	2
572	в сравнении	1	2
573	становится ясным	2	2
574	каждого из	1	2
575	при всех	1	2
576	и было	1	2
577	как ты	1	2
578	перед нами	4	2
579	к той	1	2
580	свое время	1	2
581	было у	1	2
582	он же	2	2
583	и более	2	2
584	а если	3	2
585	что ей	1	2
586	своей собственной	1	2
587	из этих	6	2
588	на основе	1	2
589	не сам	1	2
590	этот образ	2	2
591	могло быть	2	2
592	для нее	2	2
593	да в	1	2
594	и ему	1	2
595	есть одновременно	1	2
596	он как	3	2
597	он становится	2	2
598	в совершенно	1	2
599	и наоборот	2	2
600	им в	2	2
601	свое существование	1	2
602	вся земля	1	2
603	но мы	3	2
604	впервые в	1	2
605	мог бы	1	2
606	он все	1	2
607	начиная с	2	2
608	может оказаться	1	2
609	всякий раз	1	2
610	легко может	1	2
611	где бы	1	2
612	с тех	2	2
613	у них	3	2
614	теперь уже	2	2
615	этом случае	4	2
616	ответ на	6	2
617	ему в	1	2
618	на вопрос	5	2
619	богом и	1	2
620	на три	1	2
621	второй половине	1	2
622	в первый	1	2
623	который бы	1	2
624	мы имеем	27	2
625	не для	1	2
626	бы на	1	2
627	по этому	3	2
628	раз в	1	2
629	от всех	2	2
630	что к	1	2
631	дорога в	1	2
632	и где	1	2
633	здесь даже	1	2
634	к труду	1	2
635	и без	1	2
636	нас к	5	2
637	есть в	1	2
638	другом месте	2	2
639	перед собой	1	2
640	к концу	3	2
641	нет у	1	2
642	вокруг себя	1	2
643	пока не	1	2
644	жил и	1	2
645	должен быть	2	2
646	как все	1	2
647	и другого	1	2
648	раньше и	1	2
649	жизнь и	1	2
650	и тех	1	2
651	но такой	1	2
652	в полной	1	2
653	в таком	1	2
654	а как	2	2
655	оно в	1	2
656	в цикле	1	2
657	могут служить	2	2
658	чистом виде	1	2
659	она не	3	2
660	его не	4	2
661	дело не	5	2
662	что касается	1	2
663	не знаю	3	2
664	существование в	1	2
665	к которой	2	2
666	в большинстве	1	2
667	все та	1	2
668	по местам	1	2
669	со своими	1	2
670	для такого	1	2
671	что есть	1	2
672	только по	1	2
673	этом и	2	2
674	и новые	2	2
675	может и	1	2
676	цели но	1	2
677	в лице	1	2
678	не можем	3	2
679	что на	1	2
680	можно указать	4	2
681	а эти	1	2
682	еще несколько	1	1
683	нет необходимости	3	1
684	почву для	1	1
685	о таком	1	1
686	что видно	1	1
687	был и	1	1
688	свое начало	2	1
689	несомненно что	1	1
690	она сама	1	1
691	создание нового	1	1
692	случае в	2	1
693	и открывается	1	1
694	не единственный	1	1
695	героя здесь	3	1
696	такая форма	2	1
697	по тому	1	1
698	только что	1	1
699	пришла к	1	1
700	которые не	2	1
701	не видели	1	1
702	за исключением	1	1
703	дело с	2	1
704	и другую	2	1
705	души человеческой	1	1
706	в ряде	1	1
707	о пути	1	1
708	мужчиной и	1	1
709	ссылаясь на	1	1
710	между мужчиной	1	1
711	его принадлежности	1	1
712	именно она	1	1
713	в пользу	1	1
714	в некоторых	2	1
715	ведет свое	2	1
716	говорит о	2	1
717	сам автор	1	1
718	просит у	1	1
719	с той	1	1
720	ты не	1	1
721	требует от	1	1
722	в день	2	1
723	в состав	1	1
724	не меняет	1	1
725	из многочисленных	1	1
726	есть результат	1	1
727	живой плотью	2	1
728	отправляется к	2	1
729	основывается на	1	1
730	а там	2	1
731	людей и	1	1
732	более или	3	1
733	показывает нам	1	1
734	он остается	1	1
735	но все	5	1
736	то было	1	1
737	некоторые другие	2	1
738	это может	1	1
739	имеет характер	2	1
740	по небу	1	1
741	людей а	1	1
742	небо и	5	1
743	если и	1	1
744	из самых	2	1
745	образ этого	1	1
746	и требует	1	1
747	и конечно	1	1
748	приобретает характер	1	1
749	руки а	1	1
750	их в	3	1
751	духа в	2	1
752	он отвечает	1	1
753	черта ее	1	1
754	здесь происходит	1	1
755	рода эти	1	1
756	в тело	1	1
757	что наиболее	1	1
758	прочим и	2	1
759	задачи в	5	1
760	за ней	1	1
761	что должны	1	1
762	из героев	1	1
763	не его	2	1
764	и стал	4	1
765	как только	5	1
766	чем бы	1	1
767	связано с	7	1
768	всякого рода	1	1
769	уже был	1	1
770	в дальнейшем	3	1
771	продолжает свое	1	1
772	с этим	3	1
773	у которых	1	1
774	нам не	1	1
775	рассказ о	2	1
776	от последней	1	1
777	ситуации в	1	1
778	ответить на	2	1
779	на этой	1	1
780	у такого	1	1
781	же следует	1	1
782	не могли	1	1
783	лицом и	1	1
784	он играет	1	1
785	пошел и	1	1
786	которой он	3	1
787	имеет право	1	1
788	нас и	1	1
789	имеет в	1	1
790	уже у	1	1
791	но эти	3	1
792	на ее	1	1
793	вот почему	1	1
794	настолько что	1	1
795	ранних форм	1	1
796	а после	2	1
797	из их	1	1
798	имея в	1	1
799	всегда так	1	1
800	уже было	1	1
801	с ума	1	1
802	мы все	1	1
803	но они	4	1
804	встречи с	1	1
805	может служить	1	1
806	появлением нового	1	1
807	все в	2	1
808	в различных	3	1
809	другие и	1	1
810	и когда	2	1
811	в красном	1	1
812	обнаруживает в	1	1
813	конечно не	2	1
814	и те	2	1
815	тем она	1	1
816	от своей	1	1
817	от меня	1	1
818	в странах	1	1
819	и далее	1	1
820	потом и	1	1
821	от лица	1	1
822	и остается	1	1
823	герой может	1	1
824	его за	2	1
825	это весьма	1	1
826	ср также	1	1
827	ней и	1	1
828	наряду с	2	1
829	духа и	1	1
830	силы на	1	1
831	ее как	2	1
832	в мировом	1	1
833	такая же	1	1
834	на него	3	1
835	миф и	2	1
836	в зависимости	3	1
837	это значит	3	1
838	приобщения к	1	1
839	на того	1	1
840	которая еще	1	1
841	от них	2	1
842	тут же	2	1
843	на котором	3	1
844	нас на	1	1
845	дерево жизни	1	1
846	но так	4	1
847	где все	1	1
848	этом же	2	1
849	играет с	1	1
850	быть с	1	1
851	от ее	1	1
852	или под	1	1
853	не друг	1	1
854	герой и	1	1
855	сам того	1	1
856	могли быть	2	1
857	есть выражение	1	1
858	ее и	2	1
859	этой задачи	3	1
860	в жертву	1	1
861	то оно	1	1
862	к их	1	1
863	где его	2	1
864	всегда один	1	1
865	нельзя сказать	1	1
866	землю и	2	1
867	после того	6	1
868	здесь нет	4	1
869	но из	1	1
870	жить в	3	1
871	мертвых и	3	1
872	собой в	1	1
873	в состоянии	4	1
874	что уже	1	1
875	мы знаем	4	1
876	в стиле	1	1
877	в образе	4	1
878	все новые	2	1
879	находится в	2	1
880	тебя по	1	1
881	что при	3	1
882	и занять	1	1
883	иного рода	1	1
884	задачу и	1	1
885	свет и	1	1
886	в поэтике	1	1
887	природу и	1	1
888	не путем	1	1
889	вышел на	2	1
890	видит в	3	1
891	к настоящему	1	1
892	проходит по	1	1
893	или не	1	1
894	в которой	2	1
895	что там	2	1
896	живет и	1	1
897	не о	1	1
898	исходит от	1	1
899	борьбы с	1	1
900	пути и	1	1
901	ее от	1	1
902	рода не	1	1
903	как по	1	1
904	с двумя	1	1
905	но совершенно	1	1
906	не нуждается	1	1
907	теперь от	1	1
908	что за	3	1
909	это мы	1	1
910	исчезает из	3	1
911	все того	1	1
912	но для	3	1
913	о смерти	5	1
914	между этими	1	1
915	по мере	1	1
916	ребенок до	1	1
917	между ними	1	1
918	также в	1	1
919	и она	3	1
920	самое и	1	1
921	на земле	6	1
922	которое и	1	1
923	большинстве случаев	1	1
924	между прочим	3	1
925	рядом с	1	1
926	идет по	1	1
927	от этого	2	1
928	можно прийти	1	1
929	того и	1	1
930	должно было	2	1
931	о которых	1	1
932	в свете	4	1
933	того он	1	1
934	не знала	1	1
935	что оказывается	1	1
936	ему во	1	1
937	в эту	3	1
938	она становится	1	1
939	в других	6	1
940	подобных случаях	2	1
941	сих пор	5	1
942	пребывания в	1	1
943	что фигура	1	1
944	убивают своих	1	1
945	нами как	2	1
946	мы можем	11	1
947	находит свое	1	1
948	и цель	1	1
949	это совершенно	1	1
950	и став	1	1
951	которых в	1	1
952	я тебе	1	1
953	смерть есть	1	1
954	где встречаются	1	1
955	мы уже	10	1
956	в специальной	1	1
957	сама природа	1	1
958	когда ты	1	1
959	воля людей	1	1
960	от тебя	1	1
961	не один	1	1
962	есть так	1	1
963	говорит ему	2	1
964	для тех	1	1
965	является его	1	1
966	в ответ	3	1
967	руками и	1	1
968	и общественного	1	1
969	другом и	1	1
970	новые и	3	1
971	конфликта и	1	1
972	необходимо было	1	1
973	в живописи	1	1
974	так просто	1	1
975	земле в	1	1
976	вспомним что	2	1
977	на глазах	2	1
978	в приведенном	1	1
979	элементы в	1	1
980	явления не	1	1
981	также не	3	1
982	а одно	2	1
983	образом если	1	1
984	для наших	1	1
985	о мире	1	1
986	сравнительно с	1	1
987	например по	1	1
988	он представляет	1	1
989	когда мы	2	1
990	в землю	1	1
991	особый интерес	1	1
992	водворяет на	2	1
993	опять к	1	1
994	блаженных и	1	1
995	что никакого	1	1
996	дома с	1	1
997	ту сторону	2	1
998	стороны он	3	1
999	вот я	1	1
1000	показать что	1	1
1001	только с	1	1
1002	говорит это	1	1
1003	однако когда	1	1
1004	их к	1	1
1005	это делает	1	1
1006	о его	1	1
1007	приводят к	2	1
1008	животного то	1	1
1009	что вот	1	1
1010	сел на	2	1
1011	вне этого	1	1
1012	и была	1	1
1013	предстал перед	1	1
1014	себе ни	1	1
1015	чаще всего	8	1
1016	время он	1	1
1017	которые были	1	1
1018	на место	2	1
1019	за себя	1	1
1020	если герой	1	1
1021	таких примеров	1	1
1022	независимо от	3	1
1023	всех этих	6	1
1024	есть ли	1	1
1025	что этот	4	1
1026	в какой-то	1	1
1027	в один	2	1
1028	в одну	3	1
1029	это он	2	1
1030	еще одно	2	1
1031	мы видели	17	1
1032	которая и	1	1
1033	века по	1	1
1034	с неба	2	1
1035	он или	1	1
1036	можно только	1	1
1037	и женщиной	1	1
1038	и мн	1	1
1039	было на	1	1
1040	тебя когда	1	1
1041	формы не	1	1
1042	начала пути	1	1
1043	до сих	4	1
1044	он уже	1	1
1045	и этот	1	1
1046	и здесь	13	1
1047	приближается к	1	1
1048	его уже	1	1
1049	на неудачу	1	1
1050	них в	1	1
1051	и свою	1	1
1052	текст в	1	1
1053	не служит	1	1
1054	в основном	2	1
1055	есть оказывается	1	1
1056	его с	2	1
1057	с такой	1	1
1058	она пришла	1	1
1059	водяной но	1	1
1060	лишь только	1	1
1061	представляют собой	5	1
1062	взгляд весьма	1	1
1063	что это	6	1
1064	в картине	2	1
1065	и ранний	1	1
1066	в большом	2	1
1067	ему все	2	1
1068	здесь для	1	1
1069	и этого	1	1
1070	его на	2	1
1071	этот не	1	1
1072	от этой	1	1
1073	задолго до	1	1
1074	будет сказано	1	1
1075	в живых	1	1
1076	в стан	1	1
1077	обратном порядке	1	1
1078	сознании людей	1	1
1079	и делает	2	1
1080	стороны к	1	1
1081	с руками	1	1
1082	него нет	1	1
1083	за это	2	1
1084	не могут	3	1
1085	приносит в	1	1
1086	должен был	2	1
1087	беседует с	1	1
1088	по такому	1	1
1089	мотив в	1	1
1090	нам в	1	1
1091	оказывается в	1	1
1092	собой и	1	1
1093	в обратном	1	1
1094	в огонь	2	1
1095	смысла и	1	1
1096	в моем	1	1
1097	меняет и	1	1
1098	это конечно	2	1
1099	свою жизнь	1	1
1100	предполагать что	1	1
1101	как при	1	1
1102	вот и	2	1
1103	но вот	2	1
1104	должен обладать	1	1
1105	народа но	1	1
1106	на месте	1	1
1107	и действительно	4	1
1108	и пусть	1	1
1109	могу я	1	1
1110	все на	1	1
1111	глаз и	1	1
1112	в союзе	1	1
1113	на утверждение	1	1
1114	не знал	2	1
1115	на колени	2	1
1116	и так	2	1
1117	от его	2	1
1118	и герой	4	1
1119	никто не	2	1
1120	что иное	2	1
1121	своих возлюбленных	2	1
1122	говоря и	1	1
1123	в которых	2	1
1124	не видно	1	1
1125	здесь может	1	1
1126	ему и	1	1
1127	о котором	1	1
1128	том как	3	1
1129	зависимости от	4	1
1130	он выражается	1	1
1131	которая сама	1	1
1132	в известном	1	1
1133	служит знаком	1	1
1134	его пути	2	1
1135	к другому	2	1
1136	летит в	1	1
1137	этой власти	1	1
1138	выступает как	1	1
1139	он мог	1	1
1140	на рассвете	1	1
1141	они по	1	1
1142	тому кто	2	1
1143	ее на	5	1
1144	но тут	2	1
1145	этого явления	1	1
1146	или сам	1	1
1147	с места	1	1
1148	того самого	1	1
1149	тот кто	5	1
1150	из равных	2	1
1151	отличается от	4	1
1152	что мы	3	1
1153	более ранних	2	1
1154	на какой	1	1
1155	совпадает с	1	1
1156	задний план	1	1
1157	действительности это	1	1
1158	я ее	1	1
1159	в иной	3	1
1160	земли и	3	1
1161	не должно	1	1
1162	героем и	2	1
1163	вот сейчас	1	1
1164	в середине	2	1
1165	именно на	2	1
1166	и вся	1	1
1167	собой одно	1	1
1168	которого не	1	1
1169	та сила	1	1
1170	они все	2	1
1171	переходит к	1	1
1172	и наиболее	1	1
1173	на основании	1	1
1174	пока он	1	1
1175	ее с	2	1
1176	в мир	1	1
1177	борьбу и	1	1
1178	и земли	1	1
1179	превратилась в	3	1
1180	он есть	1	1
1181	борьба за	1	1
1182	среди которых	1	1
1183	нас же	1	1
1184	образом не	1	1
1185	что здесь	10	1
1186	и там	6	1
1187	ее не	1	1
1188	если мы	1	1
1189	первобытного человека	1	1
1190	и во	1	1
1191	в самую	1	1
1192	значение имеет	1	1
1193	но именно	1	1
1194	власти от	2	1
1195	только при	1	1
1196	для всего	1	1
1197	относительно тех	1	1
1198	в ряд	3	1
1199	на этот	4	1
1200	стороне за	1	1
1201	боится и	1	1
1202	обращение к	1	1
1203	не стоит	2	1
1204	здесь и	3	1
1205	мн др	1	1
1206	и орел	1	1
1207	сидя на	1	1
1208	только потому	1	1
1209	мира не	1	1
1210	же он	1	1
1211	он стал	2	1
1212	с того	5	1
1213	в другое	2	1
1214	это способность	1	1
1215	всего является	2	1
1216	поэтому он	1	1
1217	на время	1	1
1218	не знают	1	1
1219	именно к	1	1
1220	из камня	1	1
1221	смерть и	1	1
1222	на челе	2	1
1223	даже когда	1	1
1224	ничем не	2	1
1225	многих других	1	1
1226	опасность в	1	1
1227	который уже	1	1
1228	нет ни	2	1
1229	есть дар	1	1
1230	пришли к	3	1
1231	с начала	1	1
1232	его становления	1	1
1233	способность к	2	1
1234	сам он	3	1
1235	того как	5	1
1236	нас не	2	1
1237	древней и	1	1
1238	однако как	1	1
1239	роль и	1	1
1240	по своим	3	1
1241	души не	1	1
1242	в предыдущем	1	1
1243	всего построения	1	1
1244	тому чтобы	1	1
1245	от которого	2	1
1246	которых он	2	1
1247	или с	2	1
1248	этом он	1	1
1249	состоящее в	1	1
1250	все это	9	1
1251	то самое	2	1
1252	указание на	1	1
1253	отцом и	1	1
1254	не узнаем	1	1
1255	в первую	8	1
1256	силу и	3	1
1257	из форм	1	1
1258	кто бы	2	1
1259	а все	1	1
1260	но одно	1	1
1261	этого пути	1	1
1262	и продолжает	1	1
1263	по ту	1	1
1264	к месту	2	1
1265	в виде	5	1
1266	мы вновь	1	1
1267	нужна была	1	1
1268	в таких	3	1
1269	мы обычно	1	1
1270	это всегда	1	1
1271	что ни	2	1
1272	народа как	1	1
1273	или в	11	1
1274	в войне	1	1
1275	как герой	1	1
1276	в стране	1	1
1277	своей воле	1	1
1278	но эта	2	1
1279	но впоследствии	1	1
1280	в силах	1	1
1281	и отдал	2	1
1282	вообще не	4	1
1283	в литературу	1	1
1284	чтобы быть	1	1
1285	сама по	1	1
1286	случае не	1	1
1287	или даже	3	1
1288	основана на	1	1
1289	и убитый	1	1
1290	далеко еще	1	1
1291	есть только	1	1
1292	однако это	1	1
1293	вступающего в	1	1
1294	на одном	1	1
1295	на все	1	1
1296	говорит у	1	1
1297	легко узнается	1	1
1298	один и	1	1
1299	по его	2	1
1300	мы находим	1	1
1301	в условиях	1	1
1302	с другом	1	1
1303	или менее	3	1
1304	в одной	3	1
1305	не все	4	1
1306	бы ни	1	1
1307	еще одной	1	1
1308	ему не	1	1
1309	этих двух	1	1
1310	без внимания	1	1
1311	не единственное	1	1
1312	что эти	4	1
1313	и свои	2	1
1314	вопрос не	2	1
1315	своего индивидуального	1	1
1316	этого он	2	1
1317	и эти	5	1
1318	стороны у	1	1
1319	быть наиболее	1	1
1320	ним с	1	1
1321	как ни	1	1
1322	по которому	2	1
1323	часто встречается	1	1
