N	3gram	Potebnia_M	slovoVRo
102	слова так и	1	1
103	но и по	2	1
104	по себе а	1	1
105	в применении к	3	1
106	в себе все	1	1
107	на задний план	1	1
108	что не может	3	1
109	языка а следовательно	1	1
110	при этом что	1	1
111	у нас в	1	1
112	есть не только	1	1
113	мы говорим о	1	1
114	души и в	1	1
115	в своей конкретной	1	1
116	и язык и	1	1
117	во всех отношениях	1	1
118	языке и на	1	1
119	того же в	1	1
120	только в целом	1	1
121	он имеет дело	1	1
122	и все это	1	1
123	же то есть	2	1
124	а не его	1	1
125	она не может	1	1
126	том же языке	1	1
127	то есть именно	1	1
128	бы ни был	1	1
129	друг на друга	2	1
130	языка но язык	1	1
131	прежде чем перейти	1	1
132	сами по себе	8	1
133	поэтому и языки	1	1
134	в том случае	1	1
135	оба эти условия	1	1
136	вовсе не может	1	1
137	и в более	1	1
138	может быть не	4	1
139	не есть еще	1	1
140	мы можем сказать	1	1
141	как мы видим	1	1
142	может казаться что	2	1
143	по себе еще	1	1
144	в нем самом	6	1
145	даже с точки	1	1
146	связанные с этим	2	1
147	другой стороны и	1	1
148	в его сознании	1	1
149	само по себе	6	1
150	именно так как	1	1
151	если бы мы	1	1
152	при этом и	1	1
153	что они не	1	1
154	а в том	4	1
155	так как во	2	1
156	то ни было	1	1
157	там где оно	2	1
158	и даже по	1	1
159	а не в	1	1
160	можем сказать в	1	1
161	а не с	1	1
162	том что оно	1	1
163	вносит в нее	1	1
164	ничего не может	1	1
165	то есть по	1	1
166	бы то ни	2	1
167	то прежде всего	1	1
168	что язык и	1	1
169	и воля и	1	1
170	но это не	2	1
171	что для нас	1	1
172	только в одном	1	1
173	могли бы быть	1	1
174	др и они	1	1
175	нельзя себе представить	3	1
176	себя и для	1	1
177	там где он	1	1
178	может и не	1	1
179	не только по	2	1
180	было бы невозможно	5	1
181	в которое он	1	1
182	своего языка как	1	1
183	не все слова	1	1
184	языка но всегда	1	1
185	в одном из	2	1
186	друг друга и	1	1
187	то есть в	1	1
188	так что мы	1	1
189	между людьми и	1	1
190	заключает его в	1	1
191	могла бы быть	1	1
192	предмет на который	1	1
193	на то что	3	1
194	и может быть	4	1
195	по крайней мере	6	1
196	каждый из этих	1	1
197	заключается в том	1	1
198	имеет существенное значение	1	1
199	не имеют общего	1	1
200	выйти за пределы	1	1
201	и в отношении	1	1
202	мы увидим что	3	1
203	то есть только	1	1
204	языка то все	1	1
205	быть сведены к	1	1
206	все более и	2	1
207	общие для всех	1	1
208	во всем своем	1	1
209	жизни но и	1	1
210	занимает в нем	1	1
211	более и более	2	1
212	он может стать	1	1
213	там где нет	1	1
214	не может стать	1	1
215	при известных условиях	2	1
216	в них не	2	1
217	в противном случае	3	1
218	становится одним из	1	1
219	дело в том	3	1
220	далеко не все	1	1
221	язык то есть	1	1
222	подобно тому как	7	1
223	одной и той	3	1
224	не дает им	1	1
225	так же как	1	1
226	связанное с ним	1	1
227	отличие от слова	1	1
228	и все остальные	2	1
229	как предмета в	1	1
230	то есть его	1	1
231	не менее в	2	1
232	именно в том	1	1
233	бы невозможно так	1	1
234	могут быть сведены	1	1
235	сказать несколько слов	1	1
236	но во всяком	3	1
237	том что он	1	1
238	точки зрения так	1	1
239	на предметы и	1	1
240	всяком случае не	1	1
241	нисколько не уменьшается	1	1
242	исчерпывают и не	1	1
243	и в каждом	1	1
244	в себе как	1	1
245	что язык не	1	1
246	она может быть	1	1
247	том случае если	1	1
248	их отношение к	1	1
249	слово но в	1	1
250	и потому не	1	1
251	следовательно и в	1	1
252	связанная с ним	1	1
253	и той же	3	1
254	это было бы	2	1
255	в нем есть	2	1
256	только в смысле	1	1
257	если бы он	1	1
258	но с другой	3	1
259	друг к другу	1	1
