N	2gram	Potebnia_M	VelikijI
179	в себя	1	2
180	уже не	11	2
181	не к	4	2
182	я говорю	1	2
183	я был	1	1
184	своим предметом	1	1
185	в новом	2	1
186	в самом	11	1
187	во всем	2	1
188	бы то	2	1
189	ли они	1	1
190	перестает быть	5	1
191	природы в	3	1
192	художественный образ	2	1
193	могли бы	3	1
194	связь с	4	1
195	то есть	53	1
196	его личности	1	1
197	и стало	2	1
198	его связь	1	1
199	было не	1	1
200	истина и	2	1
201	а потому	8	1
202	человека в	2	1
203	но как	2	1
204	все в	3	1
205	говорит еще	1	1
206	нужно знать	1	1
207	человеческой души	1	1
208	мы видим	3	1
209	и самое	3	1
210	и быть	3	1
211	не хотим	1	1
212	если оно	1	1
213	что оно	12	1
214	на котором	4	1
215	слова которое	1	1
216	человеческой жизни	3	1
217	вообще в	1	1
218	и столь	1	1
219	тоже не	1	1
220	от необходимости	1	1
221	он говорит	3	1
222	и на	5	1
223	ничем не	1	1
224	она и	1	1
225	тому кто	1	1
226	вопрос о	2	1
227	далее и	2	1
228	жизни без	1	1
229	же и	3	1
230	может быть	46	1
231	видим что	1	1
232	что нет	1	1
233	после того	2	1
234	между собою	13	1
235	мы забыли	1	1
236	и было	1	1
237	раз и	1	1
238	свое место	2	1
239	если в	2	1
240	ее на	1	1
241	одно целое	3	1
242	слова для	4	1
243	того как	10	1
244	которая в	1	1
245	слово это	2	1
246	и вообще	4	1
247	и который	1	1
248	и вот	1	1
249	его с	3	1
250	с любовью	2	1
251	только до	2	1
252	она не	4	1
253	но она	1	1
254	уже в	10	1
255	которое может	1	1
256	б и	1	1
257	нас как	1	1
258	есть прежде	2	1
259	формы есть	2	1
260	в состоянии	5	1
261	для себя	3	1
262	у них	1	1
263	что уже	2	1
264	с этой	2	1
265	то же	35	1
266	и если	4	1
267	слово только	2	1
268	свободы но	1	1
269	есть знак	1	1
270	а существует	1	1
271	не даст	1	1
272	то ни	1	1
273	для того	8	1
274	сложное и	2	1
275	и менее	1	1
276	сознания или	1	1
277	это только	2	1
278	людей но	1	1
279	не по	1	1
280	образ и	6	1
281	нельзя не	1	1
282	не быть	1	1
283	эта идея	1	1
284	кто знает	1	1
285	силы на	1	1
286	на два	1	1
287	для таких	1	1
288	что это	6	1
289	это значит	1	1
290	образа в	4	1
291	не всегда	5	1
292	в разных	4	1
293	него в	1	1
294	в нашу	1	1
295	тот который	1	1
296	сознания так	1	1
297	в глазах	3	1
298	не успели	1	1
299	нельзя более	1	1
300	с такой	1	1
301	образ в	2	1
302	в ее	3	1
303	первые слова	1	1
304	и тем	8	1
305	и счастье	1	1
306	души и	2	1
307	сознании и	4	1
308	быть бесконечно	1	1
309	если б	9	1
310	нашего времени	2	1
311	как это	1	1
312	как сам	1	1
313	идти по	1	1
314	оно ни	2	1
315	есть еще	4	1
316	искать в	1	1
317	мы в	3	1
318	что человек	4	1
319	составные части	1	1
320	соединения с	1	1
321	в которую	1	1
322	более глубокое	1	1
323	в человеке	4	1
324	в тот	1	1
325	не были	4	1
326	есть и	3	1
327	есть истина	1	1
328	если нет	1	1
329	слова не	2	1
330	в одном	4	1
331	прибавить к	1	1
332	же что	8	1
333	у нас	2	1
334	на пути	2	1
335	человечества не	1	1
336	в этой	3	1
337	веры а	1	1
338	со словами	1	1
339	это слово	6	1
340	в результате	1	1
341	в виду	1	1
342	другой стороны	4	1
343	слова с	4	1
344	человеческого духа	1	1
345	и хотя	3	1
346	уже плохо	1	1
347	на людей	1	1
348	я не	1	1
349	его по	1	1
350	и чем	3	1
351	но что	4	1
352	человека к	1	1
353	основана на	1	1
354	уже и	1	1
355	у него	3	1
356	них и	1	1
357	существует и	1	1
358	всех есть	1	1
359	не существует	5	1
360	так же	6	1
361	в виде	3	1
362	тогда как	8	1
363	что бы	1	1
364	себя от	2	1
365	не была	1	1
366	только это	1	1
367	людей где	1	1
368	будет понятно	4	1
369	любви к	1	1
370	но с	1	1
371	в своих	2	1
372	управляющих ими	1	1
373	с небом	1	1
374	наука не	1	1
375	их и	1	1
376	всего что	1	1
377	человеческой природы	2	1
378	мы станем	1	1
379	хлеба и	1	1
380	отказаться от	2	1
381	с другой	8	1
382	на разных	2	1
383	конечно в	1	1
384	в которой	9	1
385	словах и	1	1
386	но все	2	1
387	но какой	1	1
388	и идеи	1	1
389	ее от	2	1
390	только способ	1	1
391	и навсегда	1	1
392	я в	1	1
393	и с	4	1
394	много общего	1	1
395	к ним	3	1
396	времени с	1	1
397	есть такое	1	1
398	и говорит	1	1
399	может ли	1	1
400	сознания не	1	1
401	видно и	2	1
402	каким образом	2	1
403	смерть но	1	1
404	отношение к	2	1
405	ко всем	5	1
406	на нее	2	1
407	было для	3	1
408	жизнь как	1	1
409	бытия и	1	1
410	места в	1	1
411	себя с	1	1
412	то и	10	1
413	или даже	1	1
414	в понимании	1	1
415	в бытии	1	1
416	теперь еще	1	1
417	лишь как	1	1
418	и другое	3	1
419	найти в	1	1
420	как мы	8	1
421	ведет к	1	1
422	имеет своим	1	1
423	в массе	1	1
424	из всего	1	1
425	но нет	2	1
426	и до	2	1
427	бы от	1	1
428	в процессе	2	1
429	нам право	1	1
430	же прямо	1	1
431	образование в	1	1
432	бы все	1	1
433	у человека	1	1
434	в последних	1	1
435	в тюрьму	1	1
436	на него	3	1
437	в своем	6	1
438	человек и	2	1
439	его на	3	1
440	еще и	1	1
441	будем говорить	1	1
442	и от	5	1
443	нам и	1	1
444	быть может	7	1
445	думать о	1	1
446	этих словах	1	1
447	как она	2	1
448	ничего не	1	1
449	существует лишь	2	1
450	и слияние	2	1
451	с ними	6	1
452	нас это	1	1
453	к миру	1	1
454	и именно	1	1
455	в сознании	36	1
456	конечная цель	1	1
457	духа в	2	1
458	по крайней	8	1
459	о которой	1	1
460	природы и	2	1
461	последних словах	1	1
462	вместе с	22	1
463	все же	3	1
464	в одно	8	1
465	и вместе	6	1
466	своей и	1	1
467	если они	1	1
468	переход к	1	1
469	как в	17	1
470	нас а	1	1
471	этого слова	14	1
472	в которых	5	1
473	жизни в	1	1
474	находится в	5	1
475	которым это	1	1
476	в словах	3	1
477	бы ни	6	1
478	мы так	1	1
479	себя и	4	1
480	а его	1	1
481	и по	5	1
482	человеке и	2	1
483	и могут	1	1
484	и эта	2	1
485	к этому	3	1
486	человека есть	1	1
487	в их	2	1
488	со своей	2	1
489	миру и	1	1
490	с которым	3	1
491	и внешней	1	1
492	который был	1	1
493	это в	2	1
494	сама она	1	1
495	в двух	1	1
496	мира и	1	1
497	может и	1	1
498	для чего	1	1
499	я представляю	2	1
500	зависимости от	1	1
501	себя не	1	1
502	есть то	3	1
503	которого не	2	1
504	в известном	1	1
505	к ее	1	1
506	таким же	2	1
507	себе и	1	1
508	он был	1	1
509	в целом	5	1
510	происхождения и	1	1
511	и слишком	1	1
512	крайней мере	8	1
513	жизни не	3	1
514	теперь и	2	1
515	было что	1	1
516	и ее	1	1
517	вовсе не	13	1
518	что на	3	1
519	жизни с	1	1
520	есть не	9	1
521	ним или	1	1
522	ли что	1	1
523	в искусстве	6	1
524	зла не	1	1
525	история человечества	1	1
526	бы в	3	1
527	к нему	7	1
528	освобождается от	2	1
529	от них	4	1
530	а потом	2	1
