N	2gram	Bakhtin_Fr	TeoriaLi
161	в одном	5	3
162	вслед за	1	3
163	имеем в	2	3
164	известной степени	1	3
165	это отношение	1	3
166	во всей	2	3
167	из этих	1	3
168	и для	8	3
169	таким образом	34	3
170	и то	3	3
171	на языке	4	3
172	в эпизоде	10	3
173	в единое	1	3
174	с одной	3	3
175	и вот	3	3
176	том числе	4	3
177	и потому	6	3
178	с точки	4	3
179	к которому	2	3
180	как раз	3	3
181	есть в	9	3
182	прежде всего	18	3
183	а на	4	3
184	связи с	5	3
185	или в	5	3
186	в организации	2	3
187	одним из	3	3
188	в контексте	1	3
189	как говорит	1	3
190	в связи	3	3
191	и как	5	3
192	вовсе не	11	3
193	той или	1	3
194	во всех	13	3
195	а с	1	3
196	картины мира	5	3
197	принадлежит к	2	3
198	в которой	3	3
199	не будет	1	3
200	он должен	1	3
201	не с	1	3
202	нового времени	5	3
203	этом смысле	1	3
204	человека с	2	3
205	в этой	18	3
206	и др	12	3
207	в узком	1	3
208	и по	4	3
209	в точке	1	3
210	мира в	6	3
211	в той	8	2
212	и другие	3	2
213	образом и	2	2
214	для всех	3	2
215	один из	5	2
216	и здесь	5	2
217	и мира	2	2
218	и на	12	2
219	рассказ о	3	2
220	жизни а	1	2
221	жизнь человеческого	1	2
222	на этом	6	2
223	из которых	2	2
224	а затем	1	2
225	мы в	2	2
226	в году	12	2
227	он тем	1	2
228	по себе	2	2
229	не могут	3	2
230	вещами и	2	2
231	в них	14	2
232	оно не	2	2
233	и даже	4	2
234	а напротив	1	2
235	самом деле	4	2
236	заключается в	1	2
237	имеет дело	2	2
238	обращается к	1	2
239	значения и	1	2
240	из тех	1	2
241	в одно	1	2
242	с ними	4	2
243	вместе с	9	2
244	не вполне	1	2
245	себя и	1	2
246	вследствие этого	1	2
247	ни для	1	2
248	в следующей	7	2
249	в каком	1	2
250	к другому	1	2
251	ценностей жизни	1	2
252	о том	13	2
253	при всем	1	2
254	это и	1	2
255	еще и	2	2
256	ними и	1	2
257	восходит к	1	2
258	к нему	7	2
259	в значительной	5	2
260	имеет в	1	2
261	и иных	1	2
262	но во	1	2
263	времени в	2	2
264	не всегда	1	2
265	и больше	1	2
266	только на	2	2
267	речь идет	1	2
268	говорит что	2	2
269	и это	6	2
270	превращается в	2	2
271	времени и	2	2
272	значительной степени	3	2
273	ногами и	2	2
274	и наоборот	1	2
275	в глаза	2	2
276	если мы	2	2
277	тем же	1	2
278	места для	2	2
279	всякий раз	1	2
280	для понимания	1	2
281	который в	1	2
282	до известной	1	2
283	здесь не	2	2
284	на котором	1	2
285	в мировой	1	2
286	он и	2	2
287	в системе	2	2
288	не просто	3	2
289	чем это	1	2
290	для такого	1	2
291	это своего	1	2
292	что они	2	2
293	но на	1	2
294	вокруг него	1	2
295	рода и	1	2
296	основе своей	1	2
297	не принадлежит	1	2
298	в последней	6	2
299	одной из	5	2
300	что сама	1	2
301	несмотря на	3	2
302	но от	1	2
303	ни было	2	2
304	игра с	3	2
305	в формах	3	2
306	ее в	1	2
307	все это	19	2
308	два эпизода	1	2
309	что и	6	2
310	у нас	4	2
311	тем в	1	2
312	xix века	2	2
313	с их	1	2
314	к жизни	4	2
315	у него	13	2
316	от всех	3	2
317	говорит в	1	2
318	и некоторые	1	2
319	дело в	2	2
320	не могли	1	2
321	в конце	9	2
322	даль и	1	2
323	я не	3	2
324	на фоне	1	2
325	только и	2	2
326	это было	4	2
327	границ между	1	2
328	в чем	3	2
329	об этом	2	2
330	должен быть	4	2
331	тем более	1	2
332	а для	2	2
333	о себе	1	2
334	и одной	1	2
335	одну из	2	2
336	этом мире	1	2
337	дело не	2	2
338	в рассказе	1	2
339	и весьма	2	2
340	есть как	1	2
341	к такой	1	2
342	в первом	1	2
343	но она	1	2
344	свою жизнь	2	2
345	одно и	2	2
346	автора и	1	2
347	за пределы	1	2
348	от своего	1	2
349	человека и	3	2
350	в большинстве	9	2
351	всей его	1	2
352	идет о	1	2
353	так же	11	2
354	числе и	2	2
355	на уровне	1	2
356	и особенно	3	2
357	для обозначения	1	2
358	тот кто	1	2
359	и прежде	2	2
360	как будто	1	2
361	может и	2	2
362	чтобы не	1	2
363	мира с	1	2
364	в особенности	5	1
365	с которыми	1	1
366	почву для	1	1
367	от него	3	1
368	однако и	1	1
369	в последующих	2	1
370	все что	5	1
371	и возможностей	1	1
372	произведение и	1	1
373	и эпизод	1	1
374	это тот	1	1
375	первому эпизоду	1	1
376	вещи в	2	1
377	человеческое тело	4	1
378	индивидуальной жизни	1	1
379	также что	3	1
380	вещей но	1	1
381	тех кто	2	1
382	на первом	1	1
383	событиями жизни	1	1
384	перестают быть	1	1
385	дело с	1	1
386	в которую	1	1
387	ему о	1	1
388	есть для	1	1
389	с вещами	2	1
390	его за	2	1
391	это игра	1	1
392	что это	9	1
393	содержит в	1	1
394	с ним	6	1
395	это уже	3	1
396	природе и	1	1
397	в сущности	8	1
398	никак не	1	1
399	возвращения жизни	1	1
400	в другой	2	1
401	говорит о	2	1
402	те же	3	1
403	не как	2	1
404	первых двух	3	1
405	в область	3	1
406	из того	1	1
407	смыслу и	1	1
408	представлений о	3	1
409	и другими	1	1
410	дается в	2	1
411	и делает	1	1
412	в результате	7	1
413	целом ряде	1	1
414	с собой	2	1
415	и вполне	1	1
416	том и	2	1
417	где образ	1	1
418	в центре	2	1
419	со всеми	4	1
420	с мотивом	2	1
421	должен был	1	1
422	чтобы в	1	1
423	его лице	1	1
424	языка этот	1	1
425	начинается с	2	1
426	он уже	2	1
427	все то	3	1
428	с некоторыми	2	1
429	системе образов	4	1
430	на свой	1	1
431	новое время	1	1
432	на конец	1	1
433	между всеми	2	1
434	от одного	1	1
435	а во-вторых	1	1
436	однако что	1	1
437	с ней	1	1
438	мы говорим	2	1
439	мысль о	1	1
440	как об	1	1
441	все моменты	1	1
442	в новую	1	1
443	значение в	2	1
444	античности в	1	1
445	тем что	8	1
446	от всего	1	1
447	этого в	1	1
448	одним словом	1	1
449	надежды не	1	1
450	это первый	1	1
451	говорят о	1	1
452	и пусть	1	1
453	то время	1	1
454	и специфическом	1	1
455	их взаимная	1	1
456	если он	1	1
457	но самое	2	1
458	том или	2	1
459	мира это	1	1
460	литературе как	1	1
461	с тем	2	1
462	стороны в	1	1
463	я от	1	1
464	этого типа	1	1
465	оказывается как	1	1
466	необходимо для	1	1
467	к самому	2	1
468	и вокруг	1	1
469	что по	2	1
470	в христианском	1	1
471	о судьбе	1	1
472	тому назад	1	1
473	все же	2	1
474	монолог в	1	1
475	и вещи	1	1
476	внешне не	1	1
477	в словах	2	1
478	или ином	2	1
479	не имеет	4	1
480	смертью в	1	1
481	бы не	1	1
482	да и	1	1
483	в историческом	3	1
484	здесь выступает	1	1
485	ему и	1	1
486	о котором	5	1
487	и слово	1	1
488	в это	3	1
489	ряд произведений	2	1
490	друг от	1	1
491	которая не	1	1
492	первой главе	1	1
493	искусство и	1	1
494	на первый	2	1
495	будущее в	1	1
496	выступает как	1	1
497	ах как	1	1
498	обратное влияние	1	1
499	включая и	1	1
500	это требует	1	1
501	содержание первой	1	1
502	свое время	2	1
503	с этим	4	1
504	все они	7	1
505	а язык	1	1
506	действующих лиц	2	1
507	одним и	1	1
508	и я	1	1
509	художественный образ	1	1
510	глубокий и	1	1
511	типов но	1	1
512	со смертью	1	1
513	не существует	1	1
514	в котором	4	1
515	через посредство	1	1
516	есть от	1	1
517	и такие	1	1
518	лицом и	1	1
519	сливается с	2	1
520	в обработке	1	1
521	это мир	1	1
522	по своим	2	1
523	от горя	1	1
524	по тем	1	1
525	тех же	2	1
526	и конец	1	1
527	на рынок	1	1
528	помимо его	1	1
529	всех его	3	1
530	каким бы	1	1
531	наконец в	1	1
532	иной мере	1	1
533	не должно	3	1
534	укажем на	1	1
535	в отдельности	3	1
536	не быть	1	1
537	момент для	1	1
538	является именно	1	1
539	с избытком	1	1
540	во многих	2	1
541	существенное значение	3	1
542	время в	3	1
543	слова и	2	1
544	своем стремительном	1	1
545	положений и	1	1
546	механический характер	1	1
547	с помощью	11	1
548	что из	1	1
549	жизни и	6	1
550	и вся	3	1
551	в различных	2	1
552	переходит к	1	1
553	и наиболее	1	1
554	на основании	1	1
555	такое совпадение	1	1
556	в эпосе	2	1
557	одно из	2	1
558	в мир	1	1
559	целый ряд	4	1
560	и до	14	1
561	и те	5	1
562	не что	1	1
563	в совершенно	2	1
564	в истории	3	1
565	и находит	1	1
566	руках и	1	1
567	не так	1	1
568	др так	1	1
569	еще один	2	1
570	каждый из	2	1
571	действия и	1	1
572	было и	2	1
573	жизни он	1	1
574	на новую	1	1
575	каждая вещь	1	1
576	между людьми	2	1
577	второй половины	1	1
578	и себя	1	1
579	когда же	1	1
580	автора в	1	1
581	и формы	1	1
582	на которые	1	1
583	этого мира	1	1
584	к ним	1	1
585	с самим	1	1
586	настоящее время	1	1
587	ее не	1	1
588	в сфере	1	1
589	она может	1	1
590	и многих	1	1
591	сын и	2	1
592	той же	9	1
593	ее как	2	1
594	и оценки	1	1
595	ему или	1	1
596	его труда	1	1
597	целого и	2	1
598	но именно	3	1
599	до конца	5	1
600	мира где	1	1
601	только во	2	1
602	как я	4	1
603	нигде не	2	1
604	в одной	5	1
605	что все	3	1
606	входят в	3	1
607	является весьма	1	1
608	этом так	1	1
609	том же	1	1
610	те и	2	1
611	к миру	1	1
612	в сознании	1	1
613	к простому	1	1
614	момент в	4	1
615	одна из	7	1
616	не названо	1	1
617	всего к	1	1
618	но если	1	1
619	здесь и	5	1
620	обращенной к	1	1
621	по поводу	1	1
622	культуры и	1	1
623	но оказывается	1	1
624	между вещами	3	1
625	ее содержание	1	1
626	в разрушении	1	1
627	по этой	1	1
628	нет никаких	1	1
629	к этим	3	1
630	большей степени	1	1
631	слова ни	1	1
632	они могут	1	1
633	в настоящее	1	1
634	писал в	1	1
635	и ценностями	2	1
636	и становится	1	1
637	из них	6	1
638	едва ли	1	1
639	характерно что	4	1
640	тот же	3	1
641	другого и	1	1
642	начало и	1	1
643	перед нею	1	1
644	от ее	1	1
645	своего развития	1	1
646	возлагает на	1	1
647	как основной	1	1
648	себе самом	2	1
649	ближе к	1	1
650	так с	1	1
651	его мира	1	1
652	глядя на	2	1
653	именно к	1	1
654	обращена к	1	1
655	становление мира	1	1
656	такое же	2	1
657	в свое	2	1
658	проникает в	3	1
659	и временных	1	1
660	к различным	1	1
661	мы видим	13	1
662	в более	4	1
663	собой и	1	1
664	как смысл	1	1
665	так как	9	1
666	многих других	1	1
667	что иное	1	1
668	они не	2	1
669	героев в	1	1
670	после того	6	1
671	различие между	1	1
672	только отдельные	1	1
673	свидетельствует о	3	1
674	и одну	1	1
675	ее на	1	1
676	первом случае	1	1
677	должно быть	4	1
678	время и	1	1
679	всех сторон	2	1
680	чем на	1	1
681	собой в	1	1
682	это особенно	1	1
683	от мира	2	1
684	в состоянии	2	1
685	что одна	1	1
686	начале этой	1	1
687	не лишено	1	1
688	начала и	4	1
689	материала и	1	1
690	существенно связаны	1	1
691	главе в	1	1
692	написано и	1	1
693	речи как	1	1
694	мире в	1	1
695	подчеркнуть что	4	1
696	ее можно	1	1
697	ведущая роль	1	1
698	которого он	1	1
699	xix веке	1	1
700	чем у	1	1
701	как у	3	1
702	для нас	2	1
703	и сама	2	1
704	и через	2	1
705	но был	1	1
706	первый момент	1	1
707	убийства и	2	1
708	одновременно и	2	1
709	же явления	1	1
710	тайны и	1	1
711	из своих	1	1
712	в широком	1	1
713	на которой	3	1
714	весь мир	1	1
715	поэтому оно	1	1
716	замысла и	1	1
717	и развития	1	1
718	тому же	1	1
719	раз в	2	1
720	не была	1	1
721	ведь это	3	1
722	но с	3	1
723	в таких	2	1
724	не было	4	1
725	века и	1	1
726	от друга	1	1
727	является таким	1	1
728	и внутренних	1	1
729	и более	1	1
730	не говорит	1	1
731	для других	1	1
732	что его	2	1
733	и где	1	1
734	этим и	1	1
735	здесь явственно	1	1
736	но эта	2	1
737	на нее	1	1
738	мира я	1	1
739	одним глазом	1	1
740	места в	2	1
741	полубогов и	1	1
742	себя а	1	1
743	по существу	8	1
744	изобразительных искусств	3	1
745	внешних и	1	1
746	сознания но	1	1
747	и непосредственное	1	1
748	по ту	1	1
749	на весьма	1	1
750	или иная	1	1
751	характерное для	1	1
752	с одним	2	1
753	и исторической	1	1
754	не остается	1	1
755	такого понимания	1	1
756	и без	1	1
757	с жизнью	1	1
758	также в	1	1
759	не подлежит	4	1
760	но по	3	1
761	на земле	5	1
762	большинстве случаев	9	1
763	всем своем	1	1
764	не есть	2	1
765	между прочим	2	1
766	рядом с	9	1
767	является не	1	1
768	же точно	2	1
769	и высшей	2	1
770	жизненного процесса	1	1
771	за это	1	1
772	от этого	3	1
773	зрения не	1	1
774	в авторском	1	1
775	и со	2	1
776	того и	1	1
777	в такой	1	1
778	остановимся на	3	1
779	его жизни	1	1
780	по его	1	1
781	что юность	1	1
782	в двух	1	1
783	в условиях	1	1
784	на его	1	1
785	для героя	1	1
786	себе и	2	1
787	в каждой	2	1
788	как ряд	1	1
789	из этого	2	1
790	последней главе	4	1
791	и строго	1	1
792	встречаются в	2	1
793	особенно в	2	1
794	при виде	5	1
795	о своих	1	1
796	и другого	1	1
797	связаны с	7	1
798	бы в	3	1
799	ему не	2	1
800	на них	3	1
801	следующей главе	6	1
802	людей в	3	1
803	что хотя	1	1
804	рождается не	1	1
805	на которую	1	1
806	в каждом	1	1
807	нее нет	1	1
808	здесь как	2	1
809	грани между	2	1
810	может иметь	2	1
811	человек как	1	1
812	со всех	3	1
813	опираясь на	1	1
814	в уста	1	1
815	о различных	1	1
816	что от	1	1
817	жизнь и	3	1
818	в своих	1	1
819	оно в	1	1
820	оно состоит	1	1
821	до нас	10	1
822	очень часто	5	1
823	в лучшем	1	1
824	замечательный образец	1	1
825	она не	1	1
826	воспринимаются как	2	1
827	в современных	2	1
828	себя свою	1	1
829	ему на	1	1
830	ту же	3	1
831	совсем не	3	1
832	дистанции между	1	1
833	силе и	1	1
834	мир как	1	1
835	на поле	1	1
836	части и	1	1
837	с совершенно	1	1
838	так что	2	1
839	из древнейших	2	1
840	в разбираемом	1	1
841	в развитии	2	1
842	в образы	1	1
843	на чем	1	1
844	именно потому	1	1
845	и может	2	1
846	оно и	3	1
847	что касается	1	1
848	не оспаривает	1	1
849	природой и	1	1
850	и их	5	1
851	это явление	2	1
852	не могла	2	1
853	это была	4	1
854	между жизнью	1	1
855	можно было	4	1
856	др в	1	1
857	уровне не	1	1
858	но только	2	1
859	является одним	1	1
860	ни одно	1	1
861	стороны и	1	1
862	в смерти	1	1
863	ничто не	1	1
864	свобода и	1	1
865	лежат в	1	1
866	в речевом	2	1
867	в xix	1	1
868	время они	1	1
869	также и	6	1
870	у нее	1	1
871	картина жизни	1	1
872	как один	2	1
873	в новое	1	1
874	достигается не	1	1
875	не совпадает	1	1
876	исторического человека	2	1
877	на это	1	1
878	было бы	5	1
879	дает ему	2	1
880	не по	1	1
881	но без	2	1
882	же самое	1	1
883	есть такое	2	1
884	ту сторону	1	1
885	он в	2	1
886	человеческая жизнь	1	1
887	так называемый	3	1
888	как мы	19	1
889	одного из	3	1
890	указывает на	1	1
891	общего с	1	1
892	родного дома	1	1
893	что для	1	1
894	и каждая	1	1
895	та или	1	1
896	его как	3	1
897	которые в	2	1
898	настоящему и	1	1
899	когда они	1	1
900	обратимся к	1	1
901	особое отношение	1	1
902	это ощущение	1	1
903	может показаться	1	1
904	и от	10	1
905	и есть	3	1
906	по этому	4	1
907	он показывает	1	1
908	теми же	1	1
909	однако по	2	1
910	же в	2	1
911	здесь также	1	1
912	перемещается в	1	1
913	из его	1	1
914	происходит в	1	1
915	иной раз	2	1
916	для построения	1	1
917	стихийных бедствий	1	1
918	свою речь	1	1
919	бы ни	1	1
920	узком и	1	1
921	в него	4	1
922	употребления в	1	1
923	для этого	2	1
924	таким же	4	1
925	впервые становится	1	1
926	именно это	1	1
927	дело обстоит	2	1
928	они представляются	1	1
929	пространственных и	1	1
930	настоящего времени	1	1
931	в известной	1	1
932	есть не	2	1
933	жизнью и	2	1
934	образов и	4	1
935	говорит не	1	1
936	к реальному	1	1
937	иное как	1	1
938	чем выше	1	1
939	более того	3	1
940	котором он	1	1
