N	3gram	Trubetskoy	Formalny
207	мы знаем и	1	1
208	в то время	2	1
209	той так и	1	1
210	указаний на то	1	1
211	как для той	1	1
212	точки зрения на	1	1
213	все же не	3	1
214	как общее правило	1	1
215	может быть вполне	1	1
216	но даже в	1	1
217	и культуры в	1	1
218	хотя и не	1	1
219	прямого отношения к	1	1
220	каких бы то	1	1
221	и все другие	1	1
222	точки зрения одной	1	1
223	одно и то	1	1
224	не тем что	1	1
225	все эти вопросы	1	1
226	из этих элементов	1	1
227	одной и той	1	1
228	таким образом как	1	1
229	и ко всем	1	1
230	заключается в том	3	1
231	в начале своей	1	1
232	и от всех	1	1
233	во всех этих	2	1
234	не менее в	1	1
235	еще далеко не	1	1
236	в результате некоторую	1	1
237	от всех тех	1	1
238	но из всего	1	1
239	но так как	2	1
240	что такая оценка	1	1
241	но именно в	1	1
242	может быть признана	1	1
243	все-таки не в	1	1
244	что касается до	6	1
245	том что они	1	1
246	между тем в	1	1
247	должна была бы	1	1
248	том случае если	4	1
249	для той так	1	1
250	и сам он	1	1
251	по этому вопросу	1	1
252	в общих чертах	1	1
253	та или иная	1	1
254	мы уже говорили	1	1
255	в самом широком	1	1
256	теперь мы должны	1	1
257	то увидим что	1	1
258	от нее и	1	1
259	является одним из	1	1
260	в основе их	1	1
261	очень много но	1	1
262	можно было бы	1	1
263	они вступают в	1	1
