N	2gram	Ircho_Kome	Literetu
595	общей для	1	2
596	что ты	3	2
597	в толпе	1	2
598	друг другу	3	2
599	человека и	2	2
600	своего героя	1	2
601	с сыном	1	2
602	и по	3	2
603	здесь мы	1	2
604	в него	1	2
605	чтобы не	3	2
606	и ее	3	2
607	живет на	1	2
608	к более	1	2
609	в статье	1	2
610	как теперь	2	2
611	однако и	1	2
612	отношению ко	2	2
613	как с	1	2
614	своего собственного	1	2
615	своего времени	1	2
616	героя в	1	2
617	из таких	1	2
618	не идет	1	2
619	и при	1	2
620	была бы	2	2
621	со своим	1	2
622	что они	3	2
623	и ранее	1	2
624	никак не	2	2
625	нашего времени	1	2
626	самой жизни	1	2
627	что сам	1	2
628	для них	1	2
629	все то	1	2
630	не более	1	2
631	одновременно с	1	2
632	значение в	1	2
633	если говорить	1	2
634	если это	1	2
635	можно назвать	1	2
636	к его	4	2
637	с ними	1	2
638	меня я	1	2
639	жизни где	1	2
640	каждого из	3	2
641	перед нами	1	2
642	в боях	1	2
643	свое время	1	2
644	полной мере	1	2
645	со временем	5	2
646	и более	1	2
647	в диалог	1	2
648	своей собственной	1	2
649	ведь мы	1	2
650	не любил	1	2
651	из этих	2	2
652	не сам	2	2
653	с которой	2	2
654	и теперь	2	2
655	могло быть	2	2
656	для нее	1	2
657	к своим	2	2
658	и ему	1	2
659	и об	1	2
660	так называемого	1	2
661	им в	1	2
662	вот этот	1	2
663	из рассказа	1	2
664	не знающий	1	2
665	но мы	1	2
666	нет и	4	2
667	мог бы	1	2
668	начиная с	1	2
669	из первых	1	2
670	который по	2	2
671	со словом	1	2
672	не лучше	1	2
673	не видит	1	2
674	остался в	1	2
675	у них	1	2
676	с каким	1	2
677	чуть ли	2	2
678	текста в	1	2
679	этом случае	2	2
680	ответ на	7	2
681	ему в	1	2
682	берет на	2	2
683	на вопрос	5	2
684	на три	1	2
685	второй половине	1	2
686	над ней	3	2
687	мы имеем	4	2
688	не для	1	2
689	ничего кроме	1	2
690	бы на	2	2
691	имя и	1	2
692	себя самого	1	2
693	сам себе	2	2
694	по этому	3	2
695	в русском	1	2
696	раз в	3	2
697	говорил он	1	2
698	от всех	1	2
699	в присутствии	3	2
700	что к	4	2
701	этом не	1	2
702	чем он	1	2
703	себя а	1	2
704	впрочем не	2	2
705	позволить себе	1	2
706	и без	2	2
707	при таком	1	2
708	перед собой	1	2
709	к концу	3	2
710	в такой	1	2
711	пока не	2	2
712	ибо в	1	2
713	вследствие чего	1	2
714	должен быть	2	2
715	как все	1	2
716	руки и	1	2
717	жизнь и	1	2
718	аудитории и	1	2
719	от первого	1	2
720	и тех	1	2
721	в полной	1	2
722	в таком	2	2
723	а как	2	2
724	до тех	5	2
725	всю свою	2	2
726	она не	3	2
727	его не	3	2
728	в поздних	1	2
729	дело не	2	2
730	ни был	2	2
731	что касается	5	2
732	не знаю	2	2
733	в нашей	1	2
734	к власти	1	2
735	из своей	1	2
736	к которой	1	2
737	с кем	1	2
738	в большинстве	1	2
739	на это	3	2
740	со своими	1	2
741	в понимании	1	2
742	этом и	1	2
743	в эти	1	2
744	сделать их	1	2
745	в лице	1	2
746	не можем	1	2
747	нет я	1	2
748	что на	1	2
749	всего это	2	1
750	был и	1	1
751	общности в	1	1
752	случае в	1	1
753	образов в	1	1
754	этого персонажа	1	1
755	по тому	4	1
756	в момент	1	1
757	только что	11	1
758	которые не	1	1
759	которая никогда	1	1
760	чего ты	1	1
761	да что	2	1
762	каким его	1	1
763	дело с	4	1
764	и другую	1	1
765	к числу	2	1
766	и полноправного	1	1
767	эта новая	1	1
768	ссылаясь на	1	1
769	о них	1	1
770	на своей	2	1
771	один лишь	1	1
772	она уже	1	1
773	в пользу	1	1
774	которой в	1	1
775	строго говоря	1	1
776	в некоторых	1	1
777	говорит о	2	1
778	богиня а	1	1
779	с более	1	1
780	что человек	1	1
781	нас в	1	1
782	просит у	1	1
783	но наиболее	1	1
784	с той	1	1
785	ты не	1	1
786	требует от	4	1
787	раз с	1	1
788	что тебе	1	1
789	в день	1	1
790	впрочем это	1	1
791	театра мы	1	1
792	из многочисленных	1	1
793	которую он	3	1
794	этом качестве	1	1
795	людей и	2	1
796	ко всем	1	1
797	более или	2	1
798	показывает нам	1	1
799	на свой	1	1
800	но все	5	1
801	это может	1	1
802	как об	1	1
803	естественно не	1	1
804	из самых	2	1
805	слова с	1	1
806	человеку остается	1	1
807	в построении	4	1
808	аналогий с	1	1
809	в наиболее	2	1
810	остается сказать	1	1
811	и превращение	1	1
812	традиции для	1	1
813	в одноименной	1	1
814	еще точнее	1	1
815	о полном	1	1
816	руки а	1	1
817	в собственном	1	1
818	их в	3	1
819	настаивает на	2	1
820	о судьбе	1	1
821	памятуя о	1	1
822	за ней	2	1
823	в суть	1	1
824	характерную для	1	1
825	своего недавнего	1	1
826	не его	1	1
827	девушка из	1	1
828	и стал	1	1
829	как только	2	1
830	чем бы	1	1
831	сколько о	1	1
832	всякого рода	3	1
833	в дальнейшем	5	1
834	впрочем для	1	1
835	с этим	5	1
836	он искал	1	1
837	нам не	1	1
838	лет назад	2	1
839	любви к	5	1
840	рассказ о	1	1
841	ситуации в	3	1
842	на человека	1	1
843	из бесчисленных	1	1
844	значение только	1	1
845	коренится в	1	1
846	противоположных позиций	1	1
847	она же	1	1
848	одного листа	1	1
849	было в	2	1
850	свободно от	1	1
851	знал что	1	1
852	между тремя	1	1
853	его жизни	2	1
854	высказывание из	1	1
855	чем за	1	1
856	раз не	1	1
857	никому и	1	1
858	на ее	4	1
859	ему всю	1	1
860	а после	3	1
861	готов пожертвовать	1	1
862	всем необходимым	1	1
863	однако нет	1	1
864	с ума	3	1
865	вины и	1	1
866	следует отнести	1	1
867	может служить	2	1
868	шла о	2	1
869	и когда	2	1
870	существу своему	1	1
871	лет спустя	1	1
872	несколько примеров	1	1
873	рассказом о	1	1
874	сближает его	1	1
875	конечно не	4	1
876	необходимое для	3	1
877	и те	1	1
878	от своей	2	1
879	объясняется это	1	1
880	стихи о	1	1
881	самого начала	5	1
882	и далее	1	1
883	точке зрения	1	1
884	своей жизнью	1	1
885	и остается	1	1
886	оказывается перед	2	1
887	среди них	1	1
888	другого героя	1	1
889	его за	3	1
890	поэта и	1	1
891	казалось что	1	1
892	ней и	3	1
893	из всех	3	1
894	затем в	1	1
895	наряду с	4	1
896	жизни еще	1	1
897	предела за	1	1
898	приход к	1	1
899	с рабом	2	1
900	жизнь вернулась	1	1
901	такая же	2	1
902	на него	6	1
903	без того	1	1
904	же слова	1	1
905	в зависимости	1	1
906	на того	1	1
907	мной и	1	1
908	от них	2	1
909	русский язык	1	1
910	следует и	1	1
911	человеку и	1	1
912	тут же	8	1
913	что даже	1	1
914	каким был	1	1
915	своей страны	1	1
916	на котором	1	1
917	в правах	1	1
918	в системе	1	1
919	но так	1	1
920	где все	1	1
921	этом же	1	1
922	руках у	1	1
923	быть с	1	1
924	от ее	3	1
925	два стиха	1	1
926	представить себе	2	1
927	весь в	1	1
928	могли быть	1	1
929	ее и	1	1
930	той мере	1	1
931	и завершает	1	1
932	и готов	3	1
933	к их	2	1
934	как такового	1	1
935	в восприятии	1	1
936	землю и	1	1
937	после того	3	1
938	здесь нет	4	1
939	собой в	1	1
940	теперь же	3	1
941	в состоянии	1	1
942	мы знаем	2	1
943	это я	1	1
944	в моей	1	1
945	в образе	5	1
946	второй план	1	1
947	было все	1	1
948	находится в	1	1
949	который потерял	1	1
950	это сближает	1	1
951	что при	1	1
952	я нашел	1	1
953	оказался в	2	1
954	он однако	2	1
955	я во	1	1
956	глаза на	1	1
957	в тот	1	1
958	однако поскольку	2	1
959	уже говорилось	1	1
960	в следующем	1	1
961	только поводом	1	1
962	видит в	1	1
963	не была	1	1
964	чем в	5	1
965	и характерную	1	1
966	как же	2	1
967	собой вариант	1	1
968	за столетие	1	1
969	или не	1	1
970	в которой	6	1
971	что там	1	1
972	не о	3	1
973	в ситуациях	2	1
974	с двумя	1	1
975	прежде чем	4	1
976	но совершенно	1	1
977	не нуждается	1	1
978	будто бы	1	1
979	преимущественно на	1	1
980	с самого	5	1
981	вещей и	2	1
982	в последних	1	1
983	его нравственный	2	1
984	языком не	1	1
985	на пути	2	1
986	призыв к	1	1
987	речь шла	2	1
988	комедийных ситуаций	1	1
989	между ними	4	1
990	также в	2	1
991	не требуется	1	1
992	и она	1	1
993	поэтической речи	1	1
994	на земле	2	1
995	которое и	1	1
996	рядом с	1	1
997	неизвестен и	1	1
998	от этого	1	1
999	и жизнь	2	1
1000	должно было	3	1
1001	больше всего	4	1
1002	того он	1	1
1003	в двух	7	1
1004	как раньше	1	1
1005	нет другой	1	1
1006	на свободу	1	1
1007	для новой	2	1
1008	к мысли	2	1
1009	о присутствии	1	1
1010	в смысле	2	1
1011	и всякого	1	1
1012	в эту	1	1
1013	на себе	2	1
1014	ним а	1	1
1015	в других	4	1
1016	сих пор	12	1
1017	кто из	4	1
1018	пребывания в	2	1
1019	имеет ничего	1	1
1020	в поход	1	1
1021	в заключительном	1	1
1022	только от	1	1
1023	с новой	1	1
1024	в лучшем	2	1
1025	ничего о	2	1
1026	мы можем	7	1
1027	на любовь	2	1
1028	слов или	1	1
1029	современного читателя	1	1
1030	в устах	2	1
1031	это совершенно	1	1
1032	которых в	1	1
1033	я тебе	1	1
1034	мы уже	1	1
1035	со многими	1	1
1036	все остальные	2	1
1037	поскольку на	1	1
1038	именно потому	2	1
1039	не один	1	1
1040	ему до	2	1
1041	человека как	1	1
1042	человека который	3	1
1043	является его	2	1
1044	в ответ	4	1
1045	с героями	1	1
1046	в развитии	3	1
1047	другом и	1	1
1048	в детстве	2	1
1049	возвращаясь к	2	1
1050	кого из	1	1
1051	не были	1	1
1052	и определяет	1	1
1053	на глазах	1	1
1054	себя на	1	1
1055	сами эти	1	1
1056	даже не	5	1
1057	человек который	1	1
1058	была не	1	1
1059	образом если	1	1
1060	решение вопроса	1	1
1061	из общего	1	1
1062	но нередко	1	1
1063	с таким	1	1
1064	с р	1	1
1065	она была	2	1
1066	особый интерес	2	1
1067	полным основанием	2	1
1068	слышим как	1	1
1069	стороны он	1	1
1070	тот или	1	1
1071	а заодно	1	1
1072	вот я	1	1
1073	только с	1	1
1074	два года	1	1
1075	бы его	1	1
1076	однако когда	1	1
1077	говорят и	1	1
1078	большой дороге	1	1
1079	это делает	2	1
1080	о его	4	1
1081	же пути	1	1
1082	это ни	1	1
1083	что только	1	1
1084	в отношениях	2	1
1085	однако по	3	1
1086	ней в	2	1
1087	он немедленно	1	1
1088	явно не	2	1
1089	чаще всего	2	1
1090	внутренний мир	2	1
1091	изменилось в	1	1
1092	о тебе	1	1
1093	приходится признать	1	1
1094	за себя	1	1
1095	таких примеров	1	1
1096	насилия и	1	1
1097	независимо от	4	1
1098	себя он	1	1
1099	охарактеризовать как	1	1
1100	скорее всего	6	1
1101	именно таким	2	1
1102	что этот	1	1
1103	в один	1	1
1104	сколь бы	1	1
1105	и особенно	2	1
1106	он должен	1	1
1107	одного и	1	1
1108	партнера по	1	1
1109	еще одно	2	1
1110	мы видели	1	1
1111	к сожалению	2	1
1112	нет а	1	1
1113	не мешает	3	1
1114	в кругу	1	1
1115	первую очередь	2	1
1116	преступления и	1	1
1117	время его	1	1
1118	на деле	1	1
1119	до сих	12	1
1120	заботится о	1	1
1121	он уже	1	1
1122	и здесь	11	1
1123	само слово	1	1
1124	не позволяет	4	1
1125	к физическому	1	1
1126	на самые	1	1
1127	для каждой	1	1
1128	них в	1	1
1129	для молодого	2	1
1130	его из	1	1
1131	в основном	1	1
1132	которой не	2	1
1133	представлял собой	1	1
1134	его с	1	1
1135	во власти	1	1
1136	который стал	1	1
1137	интерес в	1	1
1138	за ними	1	1
1139	а сами	2	1
1140	своего образа	1	1
1141	представляют собой	3	1
1142	целого ряда	2	1
1143	он уверен	1	1
1144	ему все	2	1
1145	его на	5	1
1146	задолго до	1	1
1147	в живых	1	1
1148	гораздо раньше	1	1
1149	с каждым	1	1
1150	нас однако	1	1
1151	бы между	1	1
1152	ее следует	1	1
1153	из классических	1	1
1154	его собственный	1	1
1155	за это	1	1
1156	не могут	2	1
1157	и сделать	1	1
1158	должен был	6	1
1159	же интерес	1	1
1160	нам в	1	1
1161	прямо к	1	1
1162	приобретает в	1	1
1163	в огонь	1	1
1164	ни одно	3	1
1165	от сцены	1	1
1166	свою жизнь	1	1
1167	предполагать что	1	1
1168	вот и	1	1
1169	наоборот как	1	1
1170	но вот	1	1
1171	с общим	1	1
1172	на месте	3	1
1173	не делает	2	1
1174	и действительно	1	1
1175	времени не	2	1
1176	оказывается на	1	1
1177	все на	1	1
1178	каждый читатель	1	1
1179	и ситуаций	1	1
1180	это время	2	1
1181	за свое	2	1
1182	и так	1	1
1183	никто не	2	1
1184	своих возлюбленных	1	1
1185	интересов ни	1	1
1186	правда не	1	1
1187	быть назван	1	1
1188	найдем мы	2	1
1189	рассуждать о	1	1
1190	о любви	3	1
1191	в которых	7	1
1192	не видно	1	1
1193	уважение к	1	1
1194	ему и	3	1
1195	о котором	1	1
1196	исходил из	1	1
1197	том как	5	1
1198	именно поэтому	1	1
1199	зависимости от	1	1
1200	бы себя	1	1
1201	друг от	1	1
1202	к другому	2	1
1203	высказывание в	1	1
1204	автора это	1	1
1205	такую возможность	1	1
1206	первого и	1	1
1207	нравственности в	1	1
1208	к какой	1	1
1209	ее на	2	1
1210	так уже	1	1
1211	но тут	1	1
1212	в диалоге	2	1
1213	этот день	1	1
1214	другому а	1	1
1215	того самого	1	1
1216	знает как	1	1
1217	никто об	1	1
1218	меня с	1	1
1219	что мы	4	1
1220	ты моя	1	1
1221	не считал	1	1
1222	в слово	1	1
1223	бог и	3	1
1224	задний план	1	1
1225	знали что	1	1
1226	самая лучшая	1	1
1227	бы по	2	1
1228	убеждается в	2	1
1229	спасения от	1	1
1230	действительности его	1	1
1231	в русле	1	1
1232	себе любовь	1	1
1233	человека от	1	1
1234	в новой	2	1
1235	в современном	1	1
1236	остается только	2	1
1237	в середине	1	1
1238	но подобно	1	1
1239	дорогая моя	1	1
1240	и вся	1	1
1241	что лучше	2	1
1242	советского союза	1	1
1243	которого не	1	1
1244	впрочем и	2	1
1245	чтобы она	1	1
1246	переходит к	1	1
1247	и наиболее	1	1
1248	на основании	3	1
1249	пока он	2	1
1250	ее с	1	1
1251	он по	1	1
1252	по названию	1	1
1253	в мир	1	1
1254	целый ряд	5	1
1255	времени и	2	1
1256	только тем	1	1
1257	теперь не	1	1
1258	себя от	2	1
1259	среди которых	4	1
1260	в каком	1	1
1261	было и	1	1
1262	разумеется и	1	1
1263	без участия	1	1
1264	к страданиям	2	1
1265	что здесь	2	1
1266	и там	3	1
1267	под угрозой	1	1
1268	литературы на	1	1
1269	люблю но	1	1
1270	здесь между	1	1
1271	между отцом	2	1
1272	и поскольку	1	1
1273	ее не	1	1
1274	почти целиком	1	1
1275	если мы	2	1
1276	и во	3	1
1277	ответа на	2	1
1278	принадлежит к	1	1
1279	этом однако	1	1
1280	не подозревая	1	1
1281	найти мне	1	1
1282	за пределами	3	1
1283	человека из	1	1
1284	говорил что	1	1
1285	для уяснения	1	1
1286	только здесь	1	1
1287	на этот	6	1
1288	обращение к	1	1
1289	здесь и	3	1
1290	не видя	1	1
1291	же автора	2	1
1292	себя с	1	1
1293	более ранние	1	1
1294	одновременно на	1	1
1295	собственному усмотрению	1	1
1296	в произведениях	2	1
1297	же он	1	1
1298	он стал	1	1
1299	который и	1	1
1300	нее и	1	1
1301	последнего времени	1	1
1302	теперь за	1	1
1303	характерные для	2	1
1304	с того	1	1
1305	обратиться к	1	1
1306	поэтому он	1	1
1307	высшей степени	2	1
1308	на время	1	1
1309	должен подавить	1	1
1310	к началу	3	1
