N	2gram	Propp_Russ	Myslijsy
190	быть не	1	11
191	народной поэзии	3	11
192	к ней	4	11
193	с нею	1	11
194	что для	4	11
195	если не	1	11
196	и вообще	1	11
197	и их	4	11
198	же что	1	11
199	же в	5	11
200	но тем	2	10
201	и с	12	10
202	одной стороны	1	10
203	находится в	3	10
204	представить себе	1	10
205	мы видим	2	10
206	и мы	1	10
207	а и	7	10
208	что при	2	10
209	это слово	1	10
210	не от	1	10
211	и следовательно	2	10
212	в других	24	10
213	если же	1	10
214	тем и	4	10
215	и от	2	10
216	и есть	1	10
217	он не	1	10
218	то время	3	10
219	образа и	1	10
220	можно думать	1	10
221	слово с	1	10
222	тем же	1	10
223	и для	3	10
224	слово в	1	10
225	так в	5	10
226	между прочим	2	10
227	только по	2	10
228	тому что	4	10
229	и того	1	9
230	и даже	1	9
231	а вместе	1	9
232	вопрос о	4	9
233	во многих	14	9
234	связь между	2	9
235	с в	12	9
236	до того	3	9
237	на него	1	9
238	что она	4	9
239	поэзии и	1	9
240	о происхождении	1	9
241	во время	23	9
242	одного и	1	9
243	от нее	1	9
244	не будет	1	9
245	один из	10	9
246	известно что	1	9
247	самом деле	1	9
248	но оно	1	9
249	с точки	3	9
250	таком случае	1	9
251	не все	4	9
252	разница между	2	9
253	и других	9	9
254	далеко не	5	9
255	но вместе	3	9
256	в целом	2	9
257	и о	4	9
258	можно сказать	1	9
259	таким же	4	9
260	во всем	2	8
261	которые не	3	8
262	говорить о	2	8
263	не как	1	8
264	но все	3	8
265	от одного	2	8
266	слова с	1	8
267	именно в	3	8
268	что по	7	8
269	их в	7	8
270	в более	2	8
271	так например	7	8
272	что они	8	8
273	влияние на	3	8
274	смысле в	1	8
275	от них	4	8
276	что есть	2	8
277	судя по	2	8
278	не так	1	8
279	можно видеть	1	8
280	с и	1	8
281	с ними	6	8
282	в которых	8	8
283	между ними	1	8
284	внимание на	1	8
285	на другие	2	8
286	тот же	2	8
287	этом случае	9	8
288	говоря о	1	8
289	на самом	3	8
290	или в	7	8
291	и более	3	8
292	такое же	2	8
293	на все	3	8
294	по его	2	8
295	с этой	2	7
296	в разных	3	7
297	примыкает к	1	7
298	но что	2	7
299	на основании	1	7
300	связь с	1	7
301	все эти	5	7
302	в жизни	2	7
303	в собственном	1	7
304	но мы	1	7
305	в данном	7	7
306	было в	1	7
307	одно целое	1	7
308	не всегда	4	7
309	превращается в	1	7
310	видно что	8	7
311	что именно	3	7
312	к этому	7	7
313	что у	3	7
314	притом не	1	7
315	несмотря на	4	7
316	или не	2	7
317	судить о	2	7
318	прибавить что	1	7
319	одном из	1	7
320	из одного	1	7
321	в эту	3	7
322	в своих	3	7
323	она не	4	7
324	не были	2	7
325	и та	1	7
326	могла бы	1	7
327	значение и	2	7
328	есть вместе	1	7
329	в животном	1	7
330	а как	1	7
331	воспоминание о	1	7
332	во втором	1	7
333	все в	2	7
334	за ним	3	7
335	его с	4	7
336	для себя	1	7
337	в другой	1	7
338	не более	2	7
339	вряд ли	2	7
340	себя и	2	7
341	о котором	1	7
342	и теперь	1	7
343	и во	2	7
344	том же	6	7
345	в таких	3	7
346	не имеют	1	7
347	его к	3	7
348	не с	5	7
349	место в	2	7
350	и к	3	6
351	же и	1	6
352	увидим что	2	6
353	нас в	2	6
354	в виду	3	6
355	каким образом	1	6
356	его на	1	6
357	а именно	2	6
358	в своей	1	6
359	между двумя	2	6
360	себе в	1	6
361	к ним	4	6
362	в лес	4	6
363	к которому	1	6
364	после того	3	6
365	у него	2	6
366	но он	3	6
367	прежде чем	1	6
368	что его	1	6
369	заключить что	2	6
370	выше мы	1	6
371	могло бы	1	6
372	к слову	3	6
373	мы уже	2	6
374	главным образом	5	6
375	но есть	3	6
376	показывает что	9	6
377	и сами	2	6
378	должна быть	1	6
379	никак не	1	6
380	от другого	2	6
381	от их	1	6
382	с таким	2	6
383	как при	1	6
384	к нам	2	6
385	ничего общего	3	6
386	с а	1	6
387	не могло	1	6
388	в этой	4	6
389	и до	3	6
390	как например	6	6
391	указывают на	1	6
392	при котором	1	6
393	в образе	3	6
394	но если	2	6
395	представления и	2	6
396	но на	1	6
397	что с	2	6
398	у нас	11	6
399	в их	5	6
400	в виде	10	6
401	на нее	5	6
402	в стороне	2	6
403	при таком	1	6
404	что между	1	6
405	в каждой	1	6
406	об этом	11	6
407	предположить что	5	6
408	как он	2	6
409	в один	2	6
410	жизни и	1	6
411	как скоро	1	6
412	в той	1	5
413	только из	1	5
414	или нет	1	5
415	не столько	3	5
416	по времени	1	5
417	и другим	3	5
418	начнем с	1	5
419	входит в	4	5
420	но даже	2	5
421	состоит в	18	5
422	но эти	3	5
423	на ней	1	5
424	с другим	2	5
425	том чтобы	3	5
426	в нашем	2	5
427	на которую	1	5
428	на том	1	5
429	из того	1	5
430	только при	1	5
431	а с	6	5
432	чем в	4	5
433	ли мы	1	5
434	одним из	2	5
435	которое в	2	5
436	одна из	12	5
437	полагает что	8	5
438	и у	5	5
439	лица и	1	5
440	рядом с	1	5
441	представления в	2	5
442	можно было	3	5
443	этот вопрос	4	5
444	нет но	2	5
445	природы и	3	5
446	однако в	1	5
447	оно имеет	1	5
448	что до	1	5
449	если в	3	5
450	время как	1	5
451	все то	1	5
452	то на	3	5
453	можно назвать	1	5
454	к другому	2	5
455	быть назван	1	5
456	перед нами	2	5
457	вытекает из	1	5
458	в течение	7	5
459	переход от	3	5
460	ее не	1	5
461	на этот	3	5
462	общего с	1	5
463	и здесь	3	5
464	ответ на	2	5
465	они не	1	5
466	мы имеем	7	5
467	что одно	1	5
468	на которой	2	5
469	слова а	1	5
470	виду что	2	5
471	в какой	3	5
472	света и	1	5
473	и таким	1	5
474	в области	3	5
475	что эти	2	5
476	а к	3	5
477	такие же	4	5
478	в начале	1	5
479	как не	2	5
480	с понятием	1	5
481	не по	1	5
482	отношение к	1	5
483	не к	3	5
484	представление есть	1	5
485	такой взгляд	1	4
486	или по	1	4
487	в применении	1	4
488	в некоторых	11	4
489	что чем	1	4
490	из нее	2	4
491	его мнению	1	4
492	поэтический образ	1	4
493	зависят от	1	4
494	а нечто	1	4
495	более как	1	4
496	не имели	2	4
497	нам не	1	4
498	можно считать	1	4
499	в другом	1	4
500	имея в	1	4
501	и действия	1	4
502	не вполне	1	4
503	не что	3	4
504	не я	1	4
505	так называемых	1	4
506	некоторое время	2	4
507	явление не	1	4
508	по одной	1	4
509	без которой	1	4
510	в противном	2	4
511	что иное	3	4
512	но так	1	4
513	видели что	1	4
514	не противоречит	2	4
515	обратить внимание	1	4
516	души а	1	4
517	не знает	1	4
518	но совершенно	1	4
519	в языках	1	4
520	в связи	4	4
521	следовательно и	2	4
522	от этого	2	4
523	с его	1	4
524	сами не	1	4
525	на этом	6	4
526	эти слова	1	4
527	не дает	1	4
528	на другой	2	4
529	ту же	2	4
530	не могла	1	4
531	иметь в	2	4
532	и затем	1	4
533	он в	1	4
534	его как	2	4
535	ничего не	4	4
536	что без	1	4
537	из этого	1	4
538	чтобы не	1	4
539	собственном смысле	1	4
540	взгляд на	1	4
541	та же	4	4
542	относятся к	3	4
543	не ограничивается	1	4
544	имеет место	3	4
545	ни в	1	4
546	не на	2	4
547	ее с	2	4
548	и так	2	4
549	о единстве	1	4
550	что бы	1	4
551	только одно	2	4
552	как средство	1	4
553	которого в	2	4
554	в значении	1	4
555	не потому	1	4
556	с другою	1	4
557	он есть	2	4
558	начиная с	4	4
559	что во	1	4
560	только о	1	4
561	он должен	2	4
562	и многие	2	4
563	ему в	1	4
564	многих других	1	4
565	данном случае	8	4
566	не во	1	4
567	по этому	4	4
568	одна и	1	4
569	не без	1	4
570	на что	2	4
571	этом отношении	1	4
572	что так	1	4
573	в старину	2	4
574	нее как	1	4
575	от своих	1	4
576	что к	1	4
577	но эта	2	4
578	дело в	1	4
579	в ту	1	4
580	от слова	1	4
581	или даже	3	4
582	стремление к	1	4
583	противном случае	1	4
584	по своему	2	4
585	в такой	1	4
586	этой теории	1	4
587	человеком и	1	4
588	это так	1	4
589	а так	1	4
590	на них	4	4
591	что касается	1	4
592	к тем	4	4
593	но она	3	4
594	есть и	2	4
595	стороны и	1	4
596	должны будем	2	4
597	имеет свою	1	4
598	и значения	1	4
599	такой же	3	4
600	к новому	2	4
601	иное как	3	4
602	с которыми	1	3
603	мы и	1	3
604	к этой	1	3
605	случае мы	1	3
606	часть его	1	3
607	кроме того	3	3
608	это объяснение	1	3
609	по-видимому не	1	3
610	многие другие	2	3
611	этим словом	1	3
612	в различных	3	3
613	именно эти	1	3
614	их не	2	3
615	на такой	1	3
616	на свою	1	3
617	из всего	1	3
618	этом можно	1	3
619	которое не	1	3
620	следующие за	1	3
621	на первый	3	3
622	также что	2	3
623	первый взгляд	1	3
624	на природу	2	3
625	что этот	4	3
626	должно было	5	3
627	применении к	1	3
628	что всякое	1	3
629	мы увидим	8	3
630	доказать что	1	3
631	г д	1	3
632	этом мы	1	3
633	все свои	1	3
634	слова если	1	3
635	так а	1	3
636	они с	1	3
637	разное время	1	3
638	жизни то	1	3
639	можем предположить	1	3
640	по которым	1	3
641	она может	1	3
642	а мы	2	3
643	к этим	1	3
644	к ее	1	3
645	которые в	2	3
646	или наоборот	1	3
647	так слово	1	3
648	их содержания	1	3
649	что сам	1	3
650	есть одно	1	3
651	мы знаем	1	3
652	но можно	2	3
653	и сама	1	3
654	не была	1	3
655	нужно иметь	1	3
656	в разные	4	3
657	ее от	2	3
658	но для	1	3
659	сходство с	3	3
660	вопрос почему	1	3
661	с одним	1	3
662	что совокупность	1	3
663	с которой	1	3
664	большинстве случаев	2	3
665	в двух	2	3
666	себе и	1	3
667	совсем не	1	3
668	многих случаях	4	3
669	здесь мы	3	3
670	как это	11	3
671	что эта	1	3
672	в приведенном	1	3
673	в форме	3	3
674	даже не	1	3
675	другая сторона	1	3
676	нечто вроде	2	3
677	в связь	1	3
678	и др	4	3
679	не значит	2	3
680	теми же	1	3
681	в общем	1	3
682	значит что	2	3
683	как знак	1	3
684	и ее	3	3
685	и стало	1	3
686	когда уже	1	3
687	значения и	2	3
688	которых мы	1	3
689	слово для	1	3
690	видно из	1	3
691	и из	3	3
692	одном и	1	3
693	утверждает что	1	3
694	для них	5	3
695	должен был	3	3
696	ни о	1	3
697	их и	3	3
698	что называется	1	3
699	к таким	4	3
700	как о	1	3
701	связанные с	5	3
702	на каждом	3	3
703	разница в	1	3
704	всем этом	1	3
705	и состоит	1	3
706	состоять в	1	3
707	в первый	5	3
708	что сила	3	3
709	в разное	1	3
710	значение этого	1	3
711	таком виде	2	3
712	и поэтому	3	3
713	это только	1	3
714	а может	1	3
715	что здесь	4	3
716	без всякого	1	3
717	не совсем	6	3
718	в ряд	2	3
719	здесь не	1	3
720	это значение	1	3
721	отсюда можно	1	3
722	и том	1	3
723	и наконец	2	3
724	что ему	2	3
725	после этого	6	3
726	огня в	1	3
727	ни с	1	3
728	ее в	7	3
729	б и	1	3
730	что значит	1	3
731	видеть в	1	3
732	наоборот в	1	3
733	и всегда	1	3
734	из своих	2	3
735	с которым	1	3
736	однако не	1	3
737	на доску	2	3
738	и непосредственно	2	3
739	силы природы	1	3
740	в другую	1	3
741	при исследовании	1	3
742	случае не	1	3
743	этой цели	2	3
744	сливается с	1	3
745	разницы между	1	3
746	должен быть	2	3
747	в одной	1	3
748	еще до	2	3
749	что от	4	3
750	отличие от	4	3
751	которую мы	1	3
752	это в	1	3
753	в самых	1	3
754	который мы	1	3
755	может считаться	1	3
756	в нашей	1	3
757	до появления	1	3
758	в развитии	1	3
759	человека с	1	3
760	несколько раз	1	3
761	или как	1	3
762	в большинстве	2	3
763	по всей	4	3
764	для обозначения	2	3
765	как будто	6	3
766	для этого	6	3
767	других языках	1	3
768	можно заключить	1	3
769	то этим	1	2
770	люди которые	1	2
771	можем судить	1	2
772	к другу	2	2
773	можно говорить	2	2
774	такая форма	1	2
775	до самого	1	2
776	под ним	2	2
777	может служить	1	2
778	что дело	1	2
779	сомнение в	1	2
780	время не	1	2
781	его от	2	2
782	сходство между	2	2
783	иначе чем	1	2
784	этом основании	1	2
785	сходно с	1	2
786	этим объясняется	1	2
787	ни одна	2	2
788	и сам	1	2
789	вопрос этот	1	2
790	есть та	1	2
791	и им	1	2
792	или на	11	2
793	уже на	1	2
794	голода и	1	2
795	можно объяснить	3	2
796	если он	1	2
797	принадлежат к	1	2
798	развития но	1	2
799	основная форма	1	2
800	есть когда	1	2
801	в это	4	2
802	разные стороны	1	2
803	а а	33	2
804	следующее в	2	2
805	говорится о	3	2
806	во все	1	2
807	своему влиянию	1	2
808	за самый	1	2
809	не могли	1	2
810	и такие	1	2
811	эта связь	2	2
812	случаи когда	1	2
813	и другой	5	2
814	этой связи	1	2
815	значение чем	1	2
816	людей и	1	2
817	у и	2	2
818	в глаза	3	2
819	нам что	1	2
820	в прошлом	2	2
821	и еще	2	2
822	нас на	1	2
823	затем в	1	2
824	следующим образом	9	2
825	такая же	1	2
826	можно понимать	1	2
827	с этими	1	2
828	во времена	1	2
829	на две	3	2
830	который в	2	2
831	а следовательно	1	2
832	в отдельных	1	2
833	воспоминания о	2	2
834	это к	1	2
835	теперь уже	1	2
836	доску и	1	2
837	выделить и	1	2
838	ближе к	1	2
839	к различным	1	2
840	ее и	2	2
841	которое он	1	2
842	нам право	2	2
843	жизни человека	1	2
844	форма и	1	2
845	для которой	1	2
846	от общего	1	2
847	как нет	1	2
848	народной жизни	1	2
849	это обстоятельство	1	2
850	не думает	1	2
851	и за	2	2
852	по содержанию	3	2
853	тому же	1	2
854	отсюда видно	1	2
855	на пути	1	2
856	же как	5	2
857	из чего	1	2
858	вне связи	1	2
859	точек зрения	1	2
860	природа и	1	2
861	именно с	3	2
862	и отдельные	1	2
863	тут же	2	2
864	был уже	1	2
865	не составляет	1	2
866	существует независимо	1	2
867	при начале	1	2
868	следует представлять	1	2
869	не связанных	1	2
870	необходимо было	1	2
871	возвращаясь к	1	2
872	должны были	3	2
873	они могут	1	2
874	есть разница	1	2
875	каждый человек	1	2
876	их к	2	2
877	сомнения в	1	2
878	более позднее	1	2
879	в первой	1	2
880	ей не	1	2
881	люди не	1	2
882	происходит при	1	2
883	для чего	1	2
884	всех этих	2	2
885	превращаются в	1	2
886	друг к	2	2
887	по форме	1	2
888	его уже	1	2
889	непосредственно не	1	2
890	что этим	1	2
891	себе на	1	2
892	должны иметь	1	2
893	из которых	2	2
894	на лице	1	2
895	но этого	1	2
896	его словам	1	2
897	отличаются от	2	2
898	показать что	1	2
899	значения как	1	2
900	судить по	2	2
901	значении этого	1	2
902	оно связано	1	2
903	при более	1	2
904	и делать	1	2
905	этим в	1	2
906	зависимости от	1	2
907	всей своей	1	2
908	в народной	2	2
909	мы однако	1	2
910	похожи на	1	2
911	это самое	1	2
912	не сами	1	2
913	это и	1	2
914	славянские и	1	2
915	его и	2	2
916	нас не	3	2
917	ясно и	1	2
918	такую же	2	2
919	не знали	2	2
920	и форма	1	2
921	как из	1	2
922	самых разнообразных	1	2
923	находящихся в	1	2
924	ни одно	2	2
925	не будем	5	2
926	переходит к	1	2
927	целый ряд	1	2
928	не раньше	1	2
929	себя от	1	2
930	каждый из	3	2
931	другому и	1	2
932	не представляет	1	2
933	исходя из	2	2
934	поэзии как	1	2
935	на более	1	2
936	и там	2	2
937	нет и	1	2
938	замечается и	1	2
939	все следующие	1	2
940	их с	1	2
941	только с	2	2
942	имеет и	1	2
943	или другое	1	2
944	власть над	1	2
945	и после	2	2
946	мы еще	1	2
947	на некоторое	1	2
948	они были	2	2
949	д и	1	2
950	эти представления	6	2
951	есть много	1	2
952	и было	1	2
953	вероятно что	1	2
954	ее на	3	2
955	тем он	1	2
956	или когда	2	2
957	без основания	1	2
958	из основных	2	2
959	еще и	1	2
960	или с	4	2
961	легко заметить	1	2
962	значение его	1	2
963	как у	2	2
964	что каждый	2	2
965	вытекающее из	1	2
966	же не	2	2
967	когда же	1	2
968	а на	8	2
969	в г	6	2
970	как эти	1	2
971	основаны на	2	2
972	этом не	2	2
973	некоторых случаях	1	2
974	которые как	2	2
975	могла быть	1	2
976	другое слово	1	2
977	если они	1	2
978	мнение что	2	2
979	и могут	1	2
980	тех же	1	2
981	возможно для	1	2
982	с себя	1	2
983	ему не	1	2
984	два случая	1	2
985	какое значение	1	2
986	не дают	1	2
987	слова как	1	2
988	и эти	1	2
989	в слово	1	2
990	к их	1	2
991	в народе	2	2
992	они могли	2	2
993	на свои	1	2
994	с первым	1	2
995	них в	2	2
996	не могу	1	2
997	из ряда	2	2
998	слов для	1	2
999	при сравнении	1	2
1000	а из	1	2
1001	собою как	1	2
1002	дело не	2	2
1003	связано с	3	2
1004	на другое	1	2
1005	быть и	3	2
1006	эти формы	1	2
1007	во второй	1	2
1008	когда он	3	2
1009	же значение	2	2
1010	от земли	2	2
1011	но такое	1	2
1012	на которые	1	2
1013	этих случаях	1	2
1014	которой оно	1	2
1015	каждого из	1	2
1016	совсем другое	1	2
1017	содержание этих	1	2
1018	на других	3	2
1019	того времени	1	2
1020	и начинается	1	2
1021	значению слова	1	2
1022	можно будет	3	2
1023	должны признать	1	2
1024	пришел к	1	2
1025	нуждается в	1	2
1026	других случаях	4	2
1027	только одну	2	2
1028	животных и	4	2
1029	или точнее	1	2
1030	мы наблюдаем	2	1
1031	это на	2	1
1032	удерживается в	1	1
1033	что один	2	1
1034	в особенности	3	1
1035	и другие	24	1
1036	женщины в	1	1
1037	более высокой	1	1
1038	народов в	1	1
1039	что огонь	1	1
1040	из своего	1	1
1041	прямо на	1	1
1042	и народности	1	1
1043	форма этих	1	1
1044	который должен	1	1
1045	из всех	1	1
1046	силы на	1	1
1047	видели в	1	1
1048	они уже	1	1
1049	с которого	1	1
1050	материал не	1	1
1051	не нужны	1	1
1052	отсюда как	1	1
1053	не вызывает	1	1
1054	и лучше	2	1
1055	таких представлений	1	1
1056	это имело	1	1
1057	него всю	1	1
1058	может так	1	1
1059	объяснить его	1	1
1060	важнее для	1	1
1061	него в	1	1
1062	с той	2	1
1063	большое количество	2	1
1064	далее в	2	1
1065	случае он	1	1
1066	одно мгновение	1	1
1067	значение что	1	1
1068	как они	2	1
1069	границы между	1	1
1070	а живым	1	1
1071	стоит в	3	1
1072	он уже	1	1
1073	в духе	1	1
1074	имеют более	1	1
1075	или вообще	3	1
1076	сделать некоторые	1	1
1077	е не	1	1
1078	весь этот	1	1
1079	пока это	1	1
1080	если человек	1	1
1081	или другие	3	1
1082	в числе	2	1
1083	места и	1	1
1084	и должен	1	1
1085	полученных им	1	1
1086	дом и	1	1
1087	и очень	1	1
1088	то почему	1	1
1089	форма более	1	1
1090	еще ясно	1	1
1091	себя к	1	1
1092	их за	1	1
1093	как более	1	1
1094	же после	1	1
1095	глаза что	1	1
1096	к своим	1	1
1097	мир и	1	1
1098	он по	1	1
1099	славянских языках	1	1
1100	затем начинается	1	1
1101	всех их	1	1
1102	сделать из	2	1
1103	как только	2	1
1104	не удается	1	1
1105	он из	1	1
1106	всякого рода	3	1
1107	г в	5	1
1108	если при	1	1
1109	приписывалось влияние	2	1
1110	или ее	3	1
1111	другими и	1	1
1112	было не	1	1
1113	некоторые из	2	1
1114	к дереву	1	1
1115	из других	2	1
1116	должны служить	1	1
1117	будет для	1	1
1118	могут нас	1	1
1119	на руки	1	1
1120	чтобы вызвать	3	1
1121	обозначения одного	1	1
1122	которой он	1	1
1123	сам и	1	1
1124	он был	2	1
1125	на счастье	1	1
1126	это делается	1	1
1127	в лесу	9	1
1128	связано в	1	1
1129	лучшее средство	1	1
1130	и первобытный	1	1
1131	домов и	1	1
1132	была только	1	1
1133	кукольного театра	1	1
1134	и должна	2	1
1135	п с	5	1
1136	вот почему	1	1
1137	в этот	19	1
1138	должна была	6	1
1139	в изучении	2	1
1140	наблюдения и	1	1
1141	образом из	1	1
1142	приходит к	1	1
1143	в концах	1	1
1144	когда еще	1	1
1145	несколько примеров	1	1
1146	этим не	1	1
1147	его по	1	1
1148	и те	3	1
1149	народов а	1	1
1150	со старой	1	1
1151	не позже	1	1
1152	и потом	4	1
1153	ним следует	1	1
1154	всего этого	1	1
1155	был более	1	1
1156	но ни	2	1
1157	более сложное	1	1
1158	по ней	1	1
1159	поверхности воды	1	1
1160	которого они	1	1
1161	настоящее время	3	1
1162	у сербов	1	1
1163	ее как	1	1
1164	без ответа	1	1
1165	но возможно	1	1
1166	основные формы	1	1
1167	же она	1	1
1168	так не	1	1
1169	она показывает	1	1
1170	глядит в	1	1
1171	какой степени	3	1
1172	который у	1	1
1173	друг с	1	1
1174	выходя из	1	1
1175	солнца а	1	1
1176	не имело	1	1
1177	и две	1	1
1178	можно сослаться	1	1
1179	не будут	2	1
1180	песни не	1	1
1181	содержанием и	1	1
1182	следует еще	1	1
1183	представляет ли	1	1
1184	жизни как	1	1
1185	ясно ощутимое	1	1
1186	свойства и	1	1
1187	научное объяснение	1	1
1188	в заключение	2	1
1189	их вместе	1	1
1190	имеет ничего	1	1
1191	каждую из	1	1
1192	языках слово	1	1
1193	мало того	1	1
1194	мы приведем	1	1
1195	которую они	1	1
1196	не принадлежат	1	1
1197	привело к	2	1
1198	без своих	1	1
1199	вероятно потому	1	1
1200	значение имеет	1	1
1201	все стороны	1	1
1202	и он	1	1
1203	например из	1	1
1204	по преимуществу	1	1
1205	причине и	1	1
1206	землю и	2	1
1207	она как	2	1
1208	же корень	1	1
1209	это сходство	2	1
1210	и девицы	1	1
1211	его состоит	2	1
1212	и эту	1	1
1213	три направления	1	1
1214	вообще а	1	1
1215	к себе	1	1
1216	это нужно	1	1
1217	переиначивает и	1	1
1218	не объясняют	1	1
1219	мое с	1	1
1220	же думает	1	1
1221	такое затруднение	1	1
1222	лучше чем	1	1
1223	аналогии с	1	1
1224	в качестве	5	1
1225	и через	2	1
1226	для объяснения	1	1
1227	многих отношениях	2	1
1228	два раза	1	1
1229	в пищу	4	1
1230	к веселью	2	1
1231	уже плохо	1	1
1232	весь мир	1	1
1233	как можно	3	1
1234	основании что	1	1
1235	входящие в	1	1
1236	во всей	2	1
1237	в полной	1	1
1238	в несколько	1	1
1239	этого момента	3	1
1240	не о	1	1
1241	из приведенных	3	1
1242	как по	2	1
1243	их по	3	1
1244	ее развития	1	1
1245	будто бы	10	1
1246	vii ср	1	1
1247	меру своих	1	1
1248	по аналогии	1	1
1249	первоначально было	1	1
1250	на себя	4	1
1251	к стремлению	1	1
1252	человека одетого	1	1
1253	связанными с	1	1
1254	на тот	1	1
1255	в среде	1	1
1256	исторического развития	1	1
1257	iii в	1	1
1258	на поверхности	1	1
1259	более древнего	1	1
1260	требования и	1	1
1261	и благодарности	1	1
1262	исключительная принадлежность	1	1
1263	на земле	3	1
1264	народ по	1	1
1265	куклу и	1	1
1266	не означает	2	1
1267	если эти	1	1
1268	и старается	1	1
1269	и характер	1	1
1270	связь образа	1	1
1271	в употреблении	1	1
1272	до недавнего	1	1
1273	внесена в	1	1
1274	и путем	1	1
1275	кругу явлений	1	1
1276	уже давно	1	1
1277	между собой	4	1
1278	что наука	1	1
1279	к вопросу	2	1
1280	связанным с	1	1
1281	его значение	1	1
1282	состав этого	1	1
1283	свою силу	1	1
1284	что их	1	1
1285	трава растет	1	1
1286	всех народов	1	1
1287	не был	3	1
1288	по-видимому представляет	1	1
1289	остается в	1	1
1290	совершенно другой	1	1
1291	нами как	1	1
1292	известно также	1	1
1293	того в	3	1
1294	из первого	1	1
1295	бы к	1	1
1296	тесно связаны	1	1
1297	почему именно	2	1
1298	приводит его	1	1
1299	расти в	1	1
1300	сравнение этих	1	1
1301	религиозных верований	1	1
1302	они становятся	2	1
1303	подобные же	1	1
1304	которой и	1	1
1305	ему но	1	1
1306	идут в	3	1
1307	есть воплощение	1	1
1308	для наших	2	1
1309	это должно	1	1
1310	этого к	1	1
1311	не отличаются	2	1
1312	сливается в	1	1
1313	зрения в	1	1
1314	две формы	2	1
1315	свойств различных	1	1
1316	решить вопрос	2	1
1317	нашем сознании	1	1
1318	и этой	1	1
1319	имеет целью	1	1
