N	2gram	Vygotskiy_	Myshleni
422	все основные	1	12
423	но только	10	12
424	были бы	5	12
425	которых мы	6	12
426	никак не	12	12
427	и между	4	12
428	мог бы	1	12
429	с но	5	12
430	это и	4	12
431	только к	1	12
432	в ней	23	12
433	не столько	1	11
434	на примере	3	11
435	не могли	5	11
436	в других	1	11
437	иначе говоря	10	11
438	и которое	1	11
439	отношения к	3	11
440	обстоятельство что	1	11
441	обратимся к	3	11
442	мы будем	4	11
443	с ее	5	11
444	и при	1	11
445	в каком	8	11
446	моментов в	1	11
447	друг другу	2	11
448	это речь	1	11
449	ответ на	1	11
450	мы нашли	2	11
451	на самом	3	11
452	раз в	7	11
453	есть в	3	11
454	не по	3	11
455	идет о	8	11
456	больше того	1	11
457	что на	4	11
458	нас в	1	11
459	остановиться на	3	11
460	одно из	4	11
461	например в	5	11
462	что этот	5	11
463	мы увидим	14	11
464	и другой	1	11
465	наряду с	4	11
466	гораздо более	2	11
467	в конце	5	11
468	а только	1	11
469	он в	3	11
470	в один	4	11
471	то обстоятельство	1	11
472	что нам	1	11
473	ничего общего	3	11
474	действия и	3	11
475	ожидать что	1	11
476	слово в	2	11
477	лежит в	4	11
478	или менее	1	11
479	и наконец	2	11
480	есть не	2	11
481	вслед за	4	10
482	каким образом	1	10
483	тенденцию к	2	10
484	в основу	2	10
485	что именно	3	10
486	по выражению	2	10
487	чем это	1	10
488	внимание на	4	10
489	бы что	2	10
490	в следующем	1	10
491	всякий раз	6	10
492	но для	1	10
493	о которых	10	10
494	что как	4	10
495	что такое	2	10
496	функциональное значение	1	10
497	одного из	2	10
498	связи и	1	10
499	в другой	1	10
500	не совпадает	2	10
501	тот факт	3	10
502	у нас	4	10
503	что является	1	10
504	перейти к	3	10
505	как показывают	1	10
506	и может	5	10
507	указывает на	8	10
508	из всех	3	10
509	и которые	3	10
510	речь идет	7	10
511	и значение	4	10
512	каждом шагу	1	10
513	что его	3	10
514	и у	1	10
515	не иначе	2	10
516	мысль и	1	10
517	вместо того	3	10
518	здесь мы	6	10
519	во второй	1	10
520	как с	2	10
521	представляют собой	3	10
522	если не	1	10
523	в конечном	2	10
524	на каждом	1	10
525	вытекает из	2	10
526	относится к	2	10
527	не могло	1	10
528	чем он	1	10
529	и слова	1	10
530	с той	8	10
531	виде в	1	10
532	в нашей	2	10
533	и до	4	9
534	конечном счете	1	9
535	понятно что	1	9
536	теории и	1	9
537	к этим	2	9
538	что уже	1	9
539	мы вправе	3	9
540	по одному	2	9
541	более или	1	9
542	в тех	5	9
543	та же	6	9
544	оно не	1	9
545	зависит от	2	9
546	и заключается	1	9
547	и поэтому	3	9
548	оно является	2	9
549	мы хотели	1	9
550	что же	3	9
551	может не	1	9
552	естественно что	1	9
553	но эта	3	9
554	также и	1	9
555	не с	2	9
556	что можно	1	9
557	частный случай	3	9
558	в плане	4	9
559	место в	6	9
560	в момент	1	9
561	к этой	3	9
562	всех тех	1	9
563	только для	3	9
564	как только	4	9
565	больше чем	5	9
566	говорить о	3	9
567	то как	4	9
568	не то	7	9
569	и он	5	9
570	и притом	1	9
571	помощью которого	1	9
572	в первой	2	9
573	одном и	1	9
574	мы в	4	9
575	же самые	1	9
576	мы говорим	1	9
577	оно есть	2	9
578	по внешнему	1	9
579	совершенно не	8	9
580	такого рода	1	9
581	видим в	2	9
582	он может	2	9
583	хотя и	1	9
584	силу того	1	9
585	в самой	9	9
586	переход к	2	9
587	но с	2	9
588	или в	6	9
589	животных и	3	9
590	должен быть	4	9
591	не как	1	8
592	стоит в	2	8
593	на которых	4	8
594	из двух	4	8
595	о котором	5	8
596	в этот	1	8
597	увидим что	11	8
598	и те	2	8
599	уже и	1	8
600	всех остальных	2	8
601	мы старались	2	8
602	означает в	1	8
603	эти три	2	8
604	в эту	2	8
605	все остальные	1	8
606	один раз	1	8
607	этого факта	1	8
608	почти всегда	3	8
609	же самого	2	8
610	главным образом	6	8
611	что только	3	8
612	обратиться к	4	8
613	сам по	2	8
614	в течение	5	8
615	отношении к	1	8
616	другой раз	1	8
617	наших глазах	2	8
618	все равно	1	8
619	чем мы	1	8
620	относятся к	1	8
621	к анализу	2	8
622	слова или	1	8
623	дело с	5	8
624	действительности и	1	8
625	лежащих в	1	8
626	связь с	5	8
627	на элементы	1	8
628	что слова	1	8
629	к другой	2	8
630	совершенно в	3	8
631	какой степени	1	8
632	не мог	4	8
633	в заключение	1	8
634	себе и	1	8
635	к высшим	1	8
636	стоит только	3	8
637	во время	4	8
638	и из	1	8
639	не на	1	8
640	должен был	4	8
641	том как	5	8
642	со стороны	4	8
643	бы с	1	8
644	это понятие	2	8
645	и тогда	1	8
646	более и	4	8
647	целом мы	1	8
648	в более	1	8
649	тому чтобы	4	8
650	и которая	4	8
651	нисколько не	3	8
652	только то	3	8
653	самой своей	1	8
654	что не	5	8
655	в таком	6	7
656	и сам	1	7
657	собой не	1	7
658	знаем что	4	7
659	ситуации в	1	7
660	на него	3	7
661	из важнейших	1	7
662	снизу вверх	1	7
663	раньше всего	2	7
664	больше и	3	7
665	что следовательно	1	7
666	выражается в	1	7
667	в общем	4	7
668	всех этих	2	7
669	говорили что	1	7
670	его и	1	7
671	шаг за	3	7
672	своему значению	2	7
673	переходит к	2	7
674	при анализе	2	7
675	у них	2	7
676	находятся в	2	7
677	исследования мы	2	7
678	которых он	1	7
679	том виде	2	7
680	с теми	4	7
681	мере в	1	7
682	с первого	1	7
683	на один	1	7
684	самое что	2	7
685	этому поводу	1	7
686	имеет свою	1	7
687	все больше	2	7
688	же в	2	7
689	это в	3	7
690	которой мы	4	7
691	мы обратимся	1	7
692	которая в	1	7
693	с более	1	7
694	образом и	3	7
695	из нее	3	7
696	за ним	1	7
697	в жизни	6	7
698	что оба	2	7
699	имеет в	2	7
700	но они	2	7
701	что речь	1	7
702	до того	1	7
703	первом случае	1	7
704	от действительности	4	7
705	и основной	1	7
706	всякую возможность	1	7
707	и вместе	3	7
708	благодаря тому	2	7
709	мы думаем	1	7
710	общего с	2	7
711	развитие и	1	7
712	и особенно	1	7
713	высших форм	1	7
714	его с	1	7
715	должна быть	5	7
716	из области	4	7
717	не имеют	4	7
718	при помощи	7	7
719	без всякого	1	7
720	принадлежит к	3	7
721	ничем не	3	7
722	вывод что	1	7
723	на одной	1	7
724	здесь в	4	7
725	это слово	1	7
726	а также	1	7
727	случае не	1	7
728	но по	2	7
729	мы склонны	1	7
730	он говорит	9	7
731	к совершенно	2	7
732	признать что	2	7
733	этом и	1	7
734	одновременно с	1	7
735	лучшем случае	2	7
736	за шагом	3	7
737	мы постараемся	1	6
738	только один	2	6
739	до самого	2	6
740	это противоречие	2	6
741	с действительностью	1	6
742	от одного	1	6
743	и другим	1	6
744	в природе	1	6
745	к ней	3	6
746	уже не	2	6
747	что всякое	2	6
748	это же	2	6
749	на нет	1	6
750	себе в	1	6
751	с другим	2	6
752	что их	1	6
753	указывают на	2	6
754	в отдельных	1	6
755	но так	2	6
756	всего в	1	6
757	и мы	19	6
758	не остается	1	6
759	и связи	1	6
760	в двух	11	6
761	в лучшем	2	6
762	нашего сознания	1	6
763	и самый	2	6
764	как к	6	6
765	вопрос который	1	6
766	отдельных элементов	1	6
767	том и	3	6
768	каждой новой	2	6
769	смысле что	1	6
770	том смысле	2	6
771	в словах	2	6
772	слов которые	1	6
773	ни на	1	6
774	бы и	2	6
775	всеми остальными	1	6
776	и больше	2	6
777	и там	2	6
778	нет и	1	6
779	он как	2	6
780	неизмеримо более	1	6
781	себе что	2	6
782	можно считать	1	6
783	при исследовании	1	6
784	бы мы	1	6
785	в условиях	1	6
786	и таким	1	6
787	и вообще	1	6
788	и эти	2	6
789	образом мы	4	6
790	заключает в	1	6
791	эту мысль	2	6
792	по законам	1	6
793	само собой	3	6
794	в разговоре	1	6
795	находим в	1	6
796	как два	2	6
797	этот момент	1	6
798	говорит о	6	6
799	что то	1	6
800	требует от	1	6
801	и другими	2	6
802	этот закон	2	6
803	целым рядом	4	6
804	понятия с	1	6
805	с в	1	6
806	не что	1	6
807	перед ним	1	6
808	одна из	6	6
809	что иное	1	6
810	слов в	2	6
811	в тот	1	6
812	этими двумя	2	6
813	к чему	6	6
814	не говорит	1	6
815	ли оно	1	6
816	как его	1	6
817	от одной	2	6
818	которой она	1	6
819	могло бы	4	6
820	к речи	1	6
821	в живой	1	6
822	очень часто	2	6
823	задачи и	1	6
824	на другой	1	6
825	в связь	1	6
826	что может	1	6
827	внимания и	1	6
828	с которым	2	6
829	которого мы	1	6
830	которую можно	1	6
831	с и	6	6
832	и который	2	6
833	на ее	2	6
834	идет от	2	6
835	верно что	2	6
836	по самому	3	6
837	именно поэтому	1	6
838	знает что	1	6
839	всей своей	1	6
840	только одно	3	6
841	еще и	2	6
842	роль в	2	6
843	из которого	1	6
844	что здесь	2	6
845	увидим ниже	2	6
846	к началу	1	6
847	это означает	1	6
848	дело в	1	6
849	это было	4	6
850	предположить что	1	6
851	относительно того	4	6
852	она должна	3	6
853	момент когда	1	6
854	мы встречаемся	1	6
855	останавливаться на	1	6
856	и о	6	6
857	чем к	1	6
858	применительно к	2	6
859	иное как	1	6
860	формы в	2	5
861	кроме того	2	5
862	думаем что	1	5
863	нам о	3	5
864	из всего	3	5
865	к самому	4	5
866	им в	1	5
867	нашли что	1	5
868	только как	2	5
869	почти исключительно	1	5
870	может служить	8	5
871	от той	2	5
872	к ним	3	5
873	чрезвычайно важную	1	5
874	ближе к	1	5
875	новые и	1	5
876	об одном	1	5
877	на действительность	1	5
878	совершенно ясно	19	5
879	пути и	1	5
880	поэтому он	2	5
881	мысли мы	1	5
882	если я	1	5
883	того и	1	5
884	эти слова	5	5
885	является основным	1	5
886	мы пытаемся	1	5
887	речи здесь	1	5
888	с такой	7	5
889	для них	1	5
890	под этим	2	5
891	никто не	1	5
892	который не	7	5
893	на их	3	5
894	сейчас же	9	5
895	каждой из	1	5
896	как если	3	5
897	учит нас	1	5
898	действительность в	1	5
899	на две	3	5
900	в свое	1	5
901	ее на	2	5
902	имеет совершенно	1	5
903	то мы	2	5
904	чем перейти	1	5
905	однако не	3	5
906	сказанного выше	1	5
907	всего сказанного	1	5
908	бы для	2	5
909	все они	3	5
910	от всех	1	5
911	сами по	3	5
912	менее всего	1	5
913	в стороне	1	5
914	мы никогда	1	5
915	и другого	1	5
916	действительности но	1	5
917	в предисловии	2	5
918	язык и	1	5
919	оказывается что	2	5
920	логического мышления	1	5
921	утверждает что	3	5
922	ни один	1	5
923	есть все	2	5
924	совершенно иначе	2	5
925	от него	2	5
926	наталкивается на	1	5
927	самого себя	1	5
928	совершенно очевидно	3	5
929	свою мысль	2	5
930	остановились на	2	5
931	что по	3	5
932	мы только	1	5
933	когда в	4	5
934	гораздо больше	1	5
935	которыми он	1	5
936	тех случаях	1	5
937	это так	1	5
938	есть только	3	5
939	что говорит	1	5
940	не просто	7	5
941	себя в	1	5
942	целого ряда	1	5
943	и столь	2	5
944	переходя от	1	5
945	по мнению	2	5
946	аналогии с	2	5
947	противоречие между	2	5
948	видит в	3	5
949	мысль с	1	5
950	бы к	1	5
951	другими словами	1	5
952	будем иметь	2	5
953	содержания и	1	5
954	все те	5	5
955	в форме	1	5
956	какой мере	3	5
957	этой основной	1	5
958	положение которое	1	5
959	мы назвали	1	5
960	был бы	4	5
961	в область	1	5
962	на известный	1	5
963	если это	1	5
964	из тех	1	5
965	лежащие в	1	5
966	сознательно и	1	5
967	видим что	8	5
968	наш анализ	1	5
969	не потому	1	5
970	мы хотим	4	5
971	из одной	1	5
972	заметить что	2	5
973	стороны мы	1	5
974	в сновидении	1	5
975	как у	2	5
976	в полном	4	5
977	указание на	1	5
978	без этого	1	5
979	когда оно	1	5
980	за этой	1	5
981	чтобы сделать	1	5
982	одного этого	1	5
983	гласит что	1	5
984	дело не	3	5
985	плана в	4	5
986	говоря о	1	5
987	у нее	2	5
988	бы он	1	5
989	по аналогии	2	5
990	эти два	4	5
991	именно это	3	5
992	в сложном	1	4
993	они имеют	1	4
994	первой и	1	4
995	зрения на	1	4
996	со всем	2	4
997	в применении	1	4
998	тем как	1	4
999	мы пришли	1	4
1000	из ее	2	4
1001	не заканчивается	1	4
1002	вот что	1	4
1003	которые она	2	4
1004	уже на	1	4
1005	исходить из	1	4
1006	на эту	2	4
1007	за ней	2	4
1008	так например	5	4
1009	всем его	1	4
1010	во все	1	4
1011	его самых	1	4
1012	в объяснении	1	4
1013	для разрешения	1	4
1014	ничто не	1	4
1015	выводу относительно	1	4
1016	что вся	1	4
1017	на пути	1	4
1018	и когда	8	4
1019	предисловии к	2	4
1020	и другом	2	4
1021	конечно не	6	4
1022	можно ли	1	4
1023	чтобы показать	2	4
1024	ни одного	1	4
1025	является конечно	1	4
1026	нас на	2	4
1027	чего он	1	4
1028	к ее	1	4
1029	бы то	1	4
1030	представлен в	1	4
1031	она в	4	4
1032	почему в	1	4
1033	которого он	1	4
1034	своего пути	1	4
1035	не было	4	4
1036	мысль на	1	4
1037	или не	3	4
1038	самые различные	1	4
1039	и говорит	4	4
1040	была в	2	4
1041	так сказать	6	4
1042	а отнюдь	1	4
1043	как правильно	1	4
1044	ничего нового	1	4
1045	и та	3	4
1046	в известных	2	4
1047	он еще	1	4
1048	все дело	2	4
1049	заставляет нас	2	4
1050	сущности это	1	4
1051	не исчерпывает	1	4
1052	для построения	1	4
1053	мысли которые	1	4
1054	можно с	1	4
1055	должны будем	1	4
1056	в одну	2	4
1057	нового по	1	4
1058	одним словом	2	4
1059	мы встречаем	1	4
1060	была бы	5	4
1061	мы начинаем	1	4
1062	обозначить как	1	4
1063	имеет дело	2	4
1064	же слово	1	4
1065	виде как	1	4
1066	может существовать	1	4
1067	то здесь	2	4
1068	к той	1	4
1069	который он	1	4
1070	он представляет	1	4
1071	этой второй	1	4
1072	и вот	6	4
1073	из его	1	4
1074	с которой	1	4
1075	для нее	2	4
1076	и вся	2	4
1077	вступает в	1	4
1078	от других	2	4
1079	которому мы	1	4
1080	к двум	1	4
1081	которую он	2	4
1082	она может	4	4
1083	самой природе	1	4
1084	только при	1	4
1085	здесь не	3	4
1086	свой смысл	2	4
1087	это одно	3	4
1088	в корне	1	4
1089	не из	1	4
1090	о его	2	4
1091	нас не	1	4
1092	нам не	2	4
1093	совершенно другим	1	4
1094	нашу мысль	2	4
1095	к самой	2	4
1096	слова которые	1	4
1097	на нее	1	4
1098	нет у	1	4
1099	и я	3	4
1100	в каждой	1	4
1101	можем не	2	4
1102	того или	2	4
1103	разница между	1	4
1104	и ко	1	4
1105	выше в	1	4
1106	бы назвать	2	4
1107	мы узнаем	3	4
1108	есть и	1	4
1109	начала что	1	4
1110	к которой	1	4
1111	или как	2	4
1112	действительно не	3	4
1113	как будто	13	4
1114	противоречии с	1	4
1115	мечты и	2	4
1116	за счет	1	4
1117	это на	1	4
1118	однако и	3	4
1119	самое важное	1	4
1120	строго говоря	1	4
1121	в море	2	4
1122	в некоторых	2	4
1123	от этих	1	4
1124	от значения	1	4
1125	если он	5	4
1126	много раз	2	4
1127	в понимании	1	4
1128	начинается с	1	4
1129	а именно	1	4
1130	одновременно и	3	4
1131	и самое	1	4
1132	свою особую	2	4
1133	деле если	2	4
1134	факт который	1	4
1135	в дальнейшем	1	4
1136	точно как	1	4
1137	то это	5	4
1138	почти не	2	4
1139	это последнее	1	4
1140	этом мы	1	4
1141	то естественно	1	4
1142	анализ этого	1	4
1143	когда она	4	4
1144	превращается в	1	4
1145	для которого	1	4
1146	всего этого	3	4
1147	и остается	2	4
1148	говорит сам	1	4
1149	до какой	1	4
1150	по которым	2	4
1151	и становится	1	4
1152	мы как	1	4
1153	в восприятии	1	4
1154	заключенное в	2	4
1155	мы попытаемся	2	4
1156	время в	5	4
1157	от тех	1	4
1158	они представляют	1	4
1159	но совершенно	4	4
1160	целом ряде	1	4
1161	указывает что	2	4
1162	своей мысли	1	4
1163	совершенно прав	4	4
1164	они действительно	1	4
1165	которая является	1	4
1166	должны сделать	1	4
1167	или к	1	4
1168	нам в	3	4
1169	совсем не	3	4
1170	но при	2	4
1171	и одновременно	2	4
1172	нас с	1	4
1173	сослаться на	2	4
1174	на который	2	4
1175	однако в	1	4
1176	всегда имеет	1	4
1177	с совершенно	3	4
1178	бы оно	1	4
1179	а как	1	4
1180	означает что	1	4
1181	постараемся показать	1	4
1182	уяснить себе	2	4
1183	прямо говорит	1	4
1184	к одной	1	4
1185	переходит от	1	4
1186	до этого	1	4
1187	в обратном	3	4
1188	с целым	2	4
1189	самый характер	1	4
1190	которого является	1	4
1191	как о	1	4
1192	не до	2	4
1193	его основе	4	4
1194	себя и	1	4
1195	совершенно иной	1	4
1196	акт мысли	1	4
1197	и если	13	4
1198	вопроса и	1	4
1199	тому или	1	4
1200	может оказаться	1	4
1201	и самым	1	4
1202	к новой	1	4
1203	из него	4	4
1204	формы и	1	4
1205	понятием как	1	4
1206	в гораздо	1	4
1207	мы действительно	1	4
1208	он начинает	3	4
1209	такое же	3	4
1210	доказательство того	1	4
1211	и эта	3	4
1212	свет на	1	4
1213	быть совершенно	1	4
1214	долгое время	1	4
1215	этот новый	2	4
1216	всю свою	2	4
1217	не могу	3	4
1218	нельзя не	2	4
1219	составные части	1	4
1220	к области	1	4
1221	ее от	1	4
1222	думать что	3	4
1223	на всю	2	4
1224	или иному	1	4
1225	развивается в	2	4
1226	идет речь	1	4
1227	гораздо большей	1	4
1228	всегда оказывается	1	4
1229	жизни и	6	4
1230	только после	4	4
1231	все другие	2	4
1232	этому вопросу	1	4
1233	не к	5	4
1234	в настоящем	1	3
1235	мы найдем	2	3
1236	и высший	1	3
1237	понять это	1	3
1238	становится совершенно	1	3
1239	он видит	2	3
1240	видов и	1	3
1241	имеют ничего	1	3
1242	его от	1	3
1243	это делают	1	3
1244	спросить себя	2	3
1245	о мире	2	3
1246	и именно	1	3
1247	два положения	1	3
1248	в новую	1	3
1249	от общих	1	3
1250	то почему	1	3
1251	по своим	2	3
1252	о чем-то	1	3
1253	применении к	1	3
1254	это делается	1	3
1255	что обобщение	1	3
1256	уже у	1	3
1257	высшими формами	1	3
1258	из себя	3	3
1259	этой связи	1	3
1260	должна была	1	3
1261	каждое слово	1	3
1262	своем значении	1	3
1263	на практике	1	3
1264	те два	4	3
1265	и еще	2	3
1266	и новые	1	3
1267	ее как	1	3
1268	но разве	1	3
1269	именно на	3	3
1270	именно с	1	3
1271	что даже	2	3
1272	кажется нам	1	3
1273	подлежащее и	1	3
1274	привело к	1	3
1275	о двух	1	3
1276	известные нам	1	3
1277	после этого	5	3
1278	это верно	2	3
1279	является тем	1	3
1280	они будут	1	3
1281	своей книги	1	3
1282	что составляет	1	3
1283	до крайности	4	3
1284	ее развития	1	3
1285	бы показать	1	3
1286	и всю	2	3
1287	не сумел	2	3
1288	в скрытом	1	3
1289	чтобы он	3	3
1290	этих трех	1	3
1291	естественно возникает	1	3
1292	чем больше	1	3
1293	не могла	2	3
1294	решение вопроса	2	3
1295	верно и	1	3
1296	могла бы	6	3
1297	совершенно новый	2	3
1298	внимание и	1	3
1299	это приводит	1	3
1300	той которую	1	3
1301	новое в	1	3
1302	нам кажется	2	3
1303	что проблема	1	3
1304	на слово	1	3
1305	эта фраза	2	3
1306	не так	4	3
