N	2gram	Losev_Prob	Problema
844	в самых	3	1
845	только с	5	1
846	это событие	1	1
847	ясности и	1	1
848	даже и	33	1
849	во избежание	1	1
850	и между	2	1
851	применить и	1	1
852	эти два	2	1
853	всего этого	2	1
854	время как	6	1
855	ни один	1	1
856	и если	11	1
857	что их	2	1
858	автора и	1	1
859	так чтобы	2	1
860	от самого	2	1
861	бы мы	2	1
862	на ступени	2	1
863	ничто не	2	1
864	и какие	1	1
865	не должно	1	1
866	по сравнению	3	1
867	но несмотря	1	1
868	но эти	1	1
869	это только	2	1
870	необходимо подчеркнуть	2	1
871	быть не	1	1
872	и собственно	1	1
873	природы как	1	1
874	но он	1	1
875	терминология не	1	1
876	и независимо	2	1
877	в противоположность	1	1
878	оно является	1	1
879	так называемые	1	1
880	вопросу о	1	1
881	своим собственным	4	1
882	нас как	1	1
883	всех моментов	1	1
884	что вся	2	1
885	слов но	1	1
886	относится не	1	1
887	поэтому на	1	1
888	есть как	1	1
889	быть и	3	1
890	обойтись без	3	1
891	было только	1	1
892	бы они	1	1
893	в философском	1	1
894	себя не	3	1
895	но может	1	1
896	можно наметить	1	1
897	однако эта	1	1
898	чего не	1	1
899	на нем	3	1
900	есть то	5	1
901	произведения являются	1	1
902	мы все	5	1
903	ее художественного	1	1
904	только на	6	1
905	от которых	1	1
906	всех других	2	1
907	с ее	5	1
908	есть и	2	1
909	и является	6	1
910	как он	2	1
911	в одном	4	1
912	до чисто	1	1
913	которую он	1	1
914	каждый раз	7	1
915	мы понимаем	1	1
916	этим не	2	1
917	иметь в	2	1
918	его предмета	1	1
919	который мы	2	1
920	резко отличается	2	1
921	разных сторон	1	1
922	только тем	2	1
923	или нечто	1	1
924	стороны и	3	1
925	здесь прежде	1	1
926	уже и	2	1
927	сказать несколько	1	1
928	можно ли	8	1
929	не что	6	1
930	несколько иначе	1	1
931	таких случаях	2	1
932	в совершенно	1	1
933	образа и	4	1
934	этот вопрос	3	1
935	как оно	3	1
936	это дало	1	1
937	от своей	1	1
938	так же	11	1
939	действительность в	2	1
940	что бы	1	1
941	именно это	1	1
942	произведение это	1	1
943	человека и	1	1
944	с понятием	4	1
945	из общего	1	1
946	действия и	2	1
947	как таковую	1	1
948	от художественной	3	1
949	в которое	1	1
950	и часто	2	1
951	мы еще	3	1
952	попросту не	1	1
953	и начинает	1	1
954	идет речь	4	1
955	а также	6	1
956	им в	1	1
957	идет о	1	1
958	стихотворения пушкина	1	1
959	но этот	2	1
960	смысла и	1	1
961	потому и	1	1
962	но чисто	2	1
963	где каждый	1	1
964	что далеко	1	1
965	образом не	1	1
966	и формы	1	1
967	психического состояния	1	1
968	на что-то	3	1
969	в этой	10	1
970	образ и	4	1
971	и стремление	1	1
972	самодовлеющей и	1	1
973	широком смысле	2	1
974	что можно	1	1
975	так то	2	1
976	целом и	1	1
977	что здесь	5	1
978	самого но	1	1
979	хотя здесь	1	1
980	с людьми	2	1
981	без всякого	8	1
982	человеческой жизни	4	1
983	таковое в	1	1
984	на бумаге	1	1
985	первом случае	1	1
986	анализу и	1	1
987	невозможно вообще	1	1
988	форме но	2	1
989	настоящее время	4	1
990	который как	1	1
991	еще нет	2	1
992	нем не	1	1
993	как некое	1	1
994	формы то	1	1
995	однако в	3	1
996	в понимании	1	1
997	мы называем	1	1
998	та или	4	1
999	однако для	2	1
1000	или о	1	1
1001	произведения можно	1	1
1002	мог бы	1	1
1003	тому как	2	1
1004	мы говорим	8	1
1005	что есть	1	1
1006	в контексте	3	1
1007	данного произведения	1	1
1008	значение и	7	1
1009	виде и	3	1
1010	благодаря этому	1	1
1011	произведения не	1	1
1012	они суть	3	1
1013	есть ни	4	1
1014	правда это	1	1
1015	и образами	1	1
1016	созерцания и	2	1
1017	предмета в	1	1
1018	но именно	4	1
1019	до конца	1	1
1020	на отдельные	3	1
1021	мы конечно	1	1
1022	ни стало	1	1
1023	искусства может	1	1
1024	которое оно	1	1
1025	в научном	1	1
1026	было этого	1	1
1027	нам и	1	1
1028	рядов но	1	1
1029	основная особенность	2	1
1030	с которым	1	1
1031	или жизни	1	1
1032	во всей	3	1
1033	все время	2	1
1034	в узком	2	1
1035	образом в	2	1
1036	самом же	7	1
1037	моментов это	1	1
1038	ни своей	1	1
1039	движения или	1	1
1040	на этот	4	1
1041	жизни и	7	1
1042	в нее	2	1
1043	бы быть	5	1
1044	момент в	1	1
1045	происходит в	3	1
1046	иной области	1	1
1047	которые как	1	1
1048	говорить об	2	1
1049	который в	2	1
1050	в литературном	1	1
1051	иной раз	5	1
1052	иным как	2	1
1053	этого слова	5	1
1054	же мы	1	1
1055	стало возможным	1	1
1056	правда в	3	1
1057	без которой	1	1
1058	уже чисто	1	1
1059	иное как	6	1
1060	для обозначения	1	1
1061	из этого	5	1
1062	то действительно	1	1
1063	при изучении	1	1
1064	бы ни	1	1
1065	то имеют	1	1
1066	слова как	3	1
1067	т д	20	1
1068	вся эта	3	1
1069	который был	1	1
1070	является только	8	1
1071	возникает и	1	1
1072	имели бы	1	1
1073	так называемое	1	1
1074	здесь одно	1	1
1075	она есть	2	1
1076	всех этих	6	1
1077	отраженная в	2	1
1078	не просто	36	1
1079	термин форма	1	1
1080	является таким	1	1
1081	они могут	1	1
1082	в настоящее	4	1
1083	ряда с	1	1
1084	становится в	1	1
1085	в один	1	1
1086	мы сказали	2	1
1087	в одну	1	1
1088	нее и	1	1
1089	ряд то	2	1
1090	и особенно	3	1
1091	из них	4	1
1092	другой более	1	1
1093	часто и	1	1
1094	как самостоятельную	1	1
1095	из художественного	1	1
1096	другом случае	2	1
1097	можем назвать	2	1
1098	каждого отдельного	1	1
1099	вносит в	1	1
1100	художественное значение	1	1
1101	звучания и	1	1
1102	искусстве все	1	1
1103	ли эта	1	1
1104	бы сопротивляется	1	1
1105	они отнюдь	1	1
1106	более и	1	1
1107	о ней	3	1
1108	отражается в	1	1
1109	понять и	1	1
1110	представления и	1	1
1111	друг друга	5	1
1112	не имеющих	1	1
1113	возможна только	1	1
1114	бы тогда	1	1
1115	человека но	3	1
1116	и ничего	1	1
1117	вплоть до	3	1
