N	3gram	Voloshinov	VeschiIm
180	что они состоят	1	1
181	независимо от того	1	1
182	и в науке	1	1
183	что здесь как	1	1
184	между прочим и	1	1
185	первым и вторым	3	1
186	и пр и	5	1
187	него как бы	1	1
188	дело вовсе не	1	1
189	во втором случае	1	1
190	они состоят из	1	1
191	в себе не	1	1
192	не было бы	3	1
193	слово для обозначения	1	1
194	внутренней и внешней	1	1
195	что оно существует	1	1
196	мы скажем что	1	1
197	до сих пор	10	1
198	одного и того	9	1
199	каких бы то	3	1
200	мы переходим к	1	1
201	и быть не	1	1
202	и здесь мы	3	1
203	таким образом и	1	1
204	еще почти не	1	1
205	смысле этого слова	6	1
206	ни в коем	2	1
207	функции и не	1	1
208	что все эти	1	1
209	как раз эта	2	1
210	превратилась бы в	1	1
211	и если есть	1	1
212	тем же самым	1	1
213	была бы достаточна	1	1
214	и здесь и	1	1
215	при более подробном	1	1
216	истории и следовательно	1	1
217	сказать что не	1	1
218	как мы видим	1	1
219	не иначе как	1	1
220	быть и речи	4	1
221	даже и в	1	1
222	и того же	9	1
223	точке зрения в	1	1
224	в этом случае	3	1
225	точки зрения этого	1	1
226	потому в нем	1	1
227	но в то	6	1
228	может обойтись без	1	1
229	а в том	1	1
230	и слов и	1	1
231	к этому сводится	1	1
232	и следовательно вне	1	1
233	для него только	1	1
234	у него нет	1	1
235	в зависимости от	2	1
236	целое не может	1	1
237	сих пор мы	1	1
238	не может обойтись	1	1
239	какой точки зрения	1	1
240	что такое понимание	1	1
241	с тем что	1	1
242	в организме а	1	1
243	определенной форме и	1	1
244	в новое время	1	1
245	иначе и быть	1	1
246	каждой из этих	1	1
247	то же самое	8	1
248	в основном –	1	1
249	но как раз	1	1
250	не имеют никакого	1	1
251	самом же деле	5	1
252	хотя бы только	1	1
253	прибавить еще и	1	1
254	могла бы и	1	1
255	вместо того чтобы	1	1
256	он сам и	1	1
257	на самом же	5	1
258	но в этом	1	1
259	на первый план	2	1
260	и та и	1	1
261	допустим что мы	1	1
262	с ними в	1	1
263	точки зрения и	1	1
264	является одним из	2	1
265	мы как бы	1	1
266	оно может быть	1	1
267	проблема в философии	1	1
268	тот или иной	2	1
269	в сущности всегда	1	1
270	или хотя бы	2	1
271	как из того	1	1
272	и не может	11	1
273	коем случае не	1	1
274	мы уже сказали	1	1
275	вовсе не в	1	1
276	но в смысле	1	1
277	и пр –	1	1
278	может быть и	8	1
