N	2gram	Bakhtin_Fr	Russkaja
322	все элементы	1	1
323	на эти	1	1
324	а наоборот	1	1
325	нет ни	2	1
326	же и	2	1
327	хочет быть	1	1
328	они не	5	1
329	вообще не	3	1
330	не во	1	1
331	не страшны	1	1
332	то есть	49	1
333	время она	1	1
334	себе представить	1	1
335	роль и	2	1
336	чем сильнее	1	1
337	эта не	1	1
338	нас не	1	1
339	которая в	2	1
340	переходит в	3	1
341	время и	2	1
342	отношению к	1	1
343	собой в	1	1
344	они имеют	1	1
345	том числе	6	1
346	мы не	6	1
347	это особенно	1	1
348	других странах	1	1
349	что значит	1	1
350	он считает	1	1
351	из таких	1	1
352	того ради	1	1
353	не идет	1	1
354	связи между	1	1
355	с этой	1	1
356	быть тем	1	1
357	это не	5	1
358	он как	1	1
359	мы знаем	1	1
360	в себя	6	1
361	за ними	1	1
362	свой разум	1	1
363	народов но	1	1
364	на роль	1	1
365	и ярким	1	1
366	для которой	1	1
367	можно назвать	1	1
368	национальный характер	1	1
369	даже в	5	1
370	уже знаем	1	1
371	бы на	1	1
372	в разных	2	1
373	на службу	1	1
374	богу и	1	1
375	этом отношении	7	1
376	от всякой	1	1
377	многие из	1	1
378	о себе	1	1
379	что при	1	1
380	в сущности	13	1
381	в ее	2	1
382	на отдельные	1	1
383	никакому сомнению	1	1
384	тем чем	1	1
385	души и	1	1
386	так и	14	1
387	он на	1	1
388	те же	1	1
389	и говорить	1	1
390	о которой	1	1
391	и за	2	1
392	и всегда	1	1
393	не хочет	3	1
394	они в	1	1
395	на исключительную	1	1
396	языках и	1	1
397	не столько	5	1
398	с другими	3	1
399	внутреннее противоречие	2	1
400	участию в	1	1
401	говорить что	1	1
402	три века	2	1
403	в состав	1	1
404	головы и	1	1
405	но на	3	1
406	не на	1	1
407	существенны и	1	1
408	и угнетения	1	1
409	к участию	1	1
410	только они	1	1
411	тому же	5	1
412	идет в	2	1
413	там в	1	1
414	совершенно ясно	1	1
415	не была	1	1
416	особенно если	1	1
417	и форм	1	1
418	и верующих	1	1
419	связь с	3	1
420	его паства	1	1
421	черт их	1	1
422	церкви или	1	1
423	в духе	4	1
424	в разные	1	1
425	на которых	1	1
426	в которой	1	1
427	а за	2	1
428	и некоторые	1	1
429	оно сразу	1	1
430	неизбежно будет	1	1
431	с таким	1	1
432	слова но	2	1
433	что по	3	1
434	заключается в	1	1
435	дело в	5	1
436	которое в	1	1
437	земного шара	1	1
438	в будущее	2	1
439	о своей	2	1
440	нами не	1	1
441	что не	4	1
442	в эпоху	17	1
443	свою судьбу	1	1
444	благополучно и	1	1
445	к государственной	1	1
446	вот это	3	1
447	и будет	1	1
448	превращается в	5	1
449	здесь же	4	1
450	исходить из	1	1
451	вся его	1	1
452	ряд общих	1	1
453	выход из	1	1
454	в жизни	4	1
455	понимать как	1	1
456	своим национальным	1	1
457	положение в	1	1
458	случае не	1	1
459	как другие	1	1
460	тем же	1	1
461	она и	2	1
462	и без	3	1
463	в связи	5	1
464	находит себе	1	1
465	совершенно чуждый	1	1
466	к самому	1	1
467	с ними	1	1
468	этой цели	1	1
469	и внутренне	2	1
470	в праве	1	1
471	же как	4	1
472	веры и	1	1
473	только то	1	1
474	между прочим	1	1
475	это рассуждение	2	1
476	целое как	1	1
477	в одно	2	1
478	момент и	1	1
479	но когда	1	1
480	другом месте	3	1
481	и формам	1	1
482	в которых	3	1
483	и мирян	1	1
484	есть только	1	1
485	роль в	5	1
486	не менее	4	1
487	этого слова	1	1
488	особое значение	1	1
489	от этого	2	1
490	по своему	5	1
491	на все	4	1
492	бы не	2	1
493	в истории	2	1
494	этой новой	1	1
495	в свете	3	1
496	земли но	1	1
497	власти и	1	1
498	к своим	1	1
499	ярким представителем	1	1
500	и это	5	1
501	в сторону	2	1
502	в обстановке	1	1
503	числе и	3	1
504	живой отклик	1	1
505	но особенно	2	1
506	конечно нет	1	1
507	об этом	5	1
508	должен быть	2	1
509	и стал	1	1
510	с себя	1	1
511	своей жизни	2	1
512	и таким	1	1
513	так например	3	1
514	сейчас же	1	1
515	и у	7	1
516	как только	1	1
517	вовсе не	19	1
518	могло бы	1	1
519	на первый	4	1
520	в одной	3	1
521	мира сего	2	1
522	творца и	1	1
523	тем более	3	1
524	перед нами	6	1
525	из области	5	1
526	связано с	3	1
527	казалось бы	2	1
528	бы в	5	1
529	не был	1	1
530	на них	2	1
531	с реальной	1	1
532	а две	1	1
533	своей будущей	1	1
534	первый взгляд	1	1
535	чтобы сделать	1	1
536	основанной на	1	1
537	к индивидуальному	1	1
538	права и	3	1
539	и того	1	1
540	ко всему	3	1
541	это и	10	1
542	еще и	6	1
543	были проникнуты	1	1
544	нее так	1	1
545	наконец и	1	1
546	ни на	1	1
547	было не	1	1
548	можно сказать	4	1
549	полной мере	1	1
550	никакой роли	1	1
551	но все	2	1
552	и внутреннее	3	1
553	тем сильнее	1	1
554	человека в	1	1
555	но как	1	1
556	это конечно	4	1
557	и стремления	1	1
558	и других	2	1
559	в полной	1	1
560	бы к	1	1
561	в основе	6	1
562	с самого	3	1
563	все три	2	1
564	эти последние	3	1
565	в очень	1	1
566	тех же	1	1
567	этого между	1	1
568	нельзя было	2	1
569	и политической	1	1
570	действительно является	1	1
571	он был	8	1
572	это как	1	1
573	принадлежит в	1	1
574	с новыми	1	1
575	жизни нет	1	1
576	представления о	1	1
577	в свою	1	1
578	его было	1	1
579	только эта	1	1
580	это то	1	1
581	связь и	1	1
582	то совершенно	1	1
583	также и	11	1
584	ту же	3	1
585	какие же	1	1
586	не по	1	1
587	и неизбежно	1	1
588	сказано выше	1	1
589	роли то	1	1
590	и второй	1	1
591	этих самых	1	1
592	возможной и	1	1
593	представителей и	1	1
594	это для	1	1
595	этому и	1	1
596	и исторических	1	1
597	значение и	3	1
598	оставаясь в	2	1
599	в руках	1	1
600	всюду где	1	1
601	явствует что	1	1
602	только тогда	1	1
603	имеет в	1	1
604	у народа	2	1
605	только один	1	1
606	то все	1	1
607	исходный пункт	1	1
608	на нем	2	1
609	пусть у	2	1
610	и вся	2	1
611	не могло	3	1
612	и их	6	1
613	не исключает	1	1
614	что эта	3	1
615	частного человека	1	1
616	на его	2	1
617	чем больше	1	1
618	для человека	1	1
619	в различных	3	1
620	нельзя понимать	1	1
621	и когда	1	1
622	эта последняя	1	1
623	полном игнорировании	1	1
624	кто не	3	1
625	но только	1	1
626	борьба с	3	1
627	существующим формам	1	1
628	ее с	1	1
629	только но	1	1
630	но дело	2	1
631	значительной степени	1	1
632	стороны и	1	1
633	себя вне	1	1
634	как оно	1	1
635	вот в	1	1
636	человека с	5	1
637	это значило	1	1
638	самого начала	3	1
639	свою очередь	1	1
640	должны были	1	1
641	мощь и	1	1
642	материальных потребностей	1	1
643	всегда будет	1	1
644	им в	3	1
645	он еще	1	1
646	всего этого	3	1
647	на ней	1	1
648	с ее	7	1
649	с другой	3	1
650	это же	1	1
651	как мы	16	1
652	известной степени	4	1
653	из нее	1	1
654	и иерархических	1	1
655	по их	1	1
656	но главное	1	1
657	к ним	2	1
658	же самое	3	1
659	его целом	1	1
660	к ней	2	1
661	без всякого	1	1
662	нет и	4	1
663	а скорее	1	1
664	со своими	1	1
665	всех областях	1	1
666	ее не	1	1
667	что во	1	1
668	у всех	2	1
669	если мы	3	1
670	чтобы они	1	1
671	тот кто	1	1
672	для всей	1	1
673	мог бы	1	1
674	могут быть	1	1
675	одного и	1	1
676	формы в	1	1
677	игру в	1	1
678	и все	18	1
679	образом как	1	1
680	просто в	1	1
681	играют в	4	1
682	до конца	2	1
683	на него	2	1
684	к которому	1	1
685	ход и	1	1
686	с элементами	1	1
687	это отношение	1	1
688	же ее	1	1
689	в новую	1	1
690	без того	1	1
691	котором мы	1	1
692	в зависимости	1	1
693	образом в	4	1
694	столь же	1	1
695	всякой подлинной	1	1
696	что весьма	1	1
697	в общем	5	1
698	на этот	4	1
699	никому не	1	1
700	он может	2	1
701	такой же	5	1
702	своему существу	1	1
703	происходит в	3	1
704	нечего и	1	1
705	и прежде	4	1
706	свидетельствуют о	2	1
707	но вряд	1	1
708	все виды	1	1
709	чаще всего	1	1
710	мудрость как	1	1
711	до известной	4	1
712	идет не	2	1
713	этот последний	1	1
714	изменений в	1	1
715	об этой	4	1
716	именно с	1	1
717	народ должен	1	1
718	от них	1	1
719	оно может	1	1
720	на место	1	1
721	к этому	4	1
722	что кроме	1	1
723	неразрывно связаны	2	1
724	образом связаны	1	1
725	же это	1	1
726	глубоко различны	1	1
727	надо было	1	1
728	громадное количество	2	1
729	это направление	2	1
730	что вся	1	1
731	связаны с	8	1
732	не удалось	1	1
733	а главное	2	1
734	природа его	1	1
735	был вполне	1	1
736	для эпохи	1	1
737	чем и	1	1
738	же он	1	1
739	священными предметами	1	1
740	того же	6	1
741	в самой	8	1
742	они могут	1	1
743	движения и	1	1
744	в один	2	1
745	он с	1	1
746	в лице	2	1
747	в одну	1	1
748	был в	3	1
749	найти в	1	1
750	что на	3	1
751	в известной	5	1
752	есть не	1	1
753	подлежит сомнению	1	1
754	они были	2	1
755	иное как	1	1
756	никак не	3	1
757	прямо в	1	1
758	людей в	1	1
759	любви и	1	1
