N	2gram	Trubetskoy	slovoVRo
390	он весь	1	2
391	всегда и	1	2
392	несмотря на	3	2
393	которые являются	1	2
394	в прошлом	1	2
395	к ним	1	2
396	нет и	1	2
397	от которого	1	2
398	в сфере	1	2
399	она может	3	2
400	и у	1	2
401	сущности и	1	2
402	это отношение	1	2
403	что все	3	2
404	не умеет	1	2
405	есть только	1	2
406	а следовательно	3	2
407	лишь при	5	2
408	же он	1	2
409	не просто	2	2
410	в ее	1	2
411	быта и	1	2
412	чтобы понять	2	2
413	на них	1	2
414	от всякого	1	2
415	жизни но	1	2
416	ближе к	1	2
417	одного из	1	2
418	только не	1	2
419	эти элементы	1	2
420	не можем	2	2
421	в единое	2	2
422	к себе	2	2
423	на роль	1	2
424	ни было	1	2
425	будучи по	2	2
426	тем не	1	2
427	и за	1	2
428	что для	3	2
429	на самом	6	2
430	и есть	2	2
431	в таких	2	2
432	себя ни	1	2
433	материал для	1	2
434	оставаясь в	1	2
435	не для	1	2
436	этого не	2	2
437	которые как	1	2
438	что не	1	2
439	то в	3	2
440	себя как	2	2
441	в области	2	2
442	соединяется с	1	2
443	при таком	1	2
444	понимание и	1	2
445	войти в	1	2
446	в сторону	1	2
447	об этом	1	2
448	что они	3	2
449	к одному	1	2
450	поскольку она	1	2
451	мы можем	2	2
452	и эти	1	2
453	а с	2	2
454	стремиться к	2	2
455	с самого	1	2
456	в своих	6	2
457	или целиком	1	2
458	это как	1	2
459	он принимает	1	2
460	и ни	3	2
461	не видят	1	2
462	так что	2	2
463	слова но	1	2
464	языках и	1	2
465	и что	2	2
466	не могла	1	2
467	можно было	4	2
468	иметь в	1	2
469	в начале	2	2
470	факт что	2	2
471	по своей	1	2
472	этих случаях	1	2
473	к которой	6	2
474	полное и	2	2
475	ведь в	2	2
476	он еще	1	2
477	значение и	1	2
478	тот или	1	2
479	к ней	1	2
480	явление в	1	2
481	культуры и	2	2
482	главным образом	3	2
483	бы его	2	2
484	друг другу	2	2
485	место в	2	2
486	столь же	1	2
487	на то	5	2
488	могут не	2	2
489	и только	5	2
490	чаще всего	1	2
491	и обратно	1	2
492	в один	1	2
493	есть не	1	2
494	не к	2	2
495	и ту	1	1
496	человек может	1	1
497	а потому	5	1
498	такой человек	1	1
499	к другу	1	1
500	всего в	1	1
501	самих себя	3	1
502	друг к	1	1
503	смотреть на	4	1
504	представить себе	2	1
505	в конце	3	1
506	действовать не	1	1
507	друга в	1	1
508	в вопросах	3	1
509	с существующими	1	1
510	бы то	4	1
511	себе представить	1	1
512	если в	6	1
513	которые не	1	1
514	к этой	4	1
515	если он	1	1
516	трудно сказать	1	1
517	от власти	1	1
518	он как	1	1
519	для себя	2	1
520	а два	1	1
521	и должно	2	1
522	жизни перед	1	1
523	освободиться от	1	1
524	силы на	1	1
525	говорили в	2	1
526	самому своему	2	1
527	совершенно иные	1	1
528	этого мало	1	1
529	все попытки	1	1
530	которой они	1	1
531	никак не	1	1
532	в создании	1	1
533	живущие в	1	1
534	из которых	5	1
535	свою новую	1	1
536	и говорить	1	1
537	мышление и	1	1
538	чтобы их	2	1
539	необходимый для	1	1
540	этом направлении	2	1
541	могут в	1	1
542	говорить что	1	1
543	сводится к	3	1
544	видами и	1	1
545	однако при	1	1
546	там в	1	1
547	но только	1	1
548	он имеет	1	1
549	своему существу	1	1
550	от своего	1	1
551	наиболее полное	1	1
552	и этот	3	1
553	по их	1	1
554	говорят на	1	1
555	отказом от	1	1
556	самостоятельно и	1	1
557	людей в	1	1
558	с общим	1	1
559	данного человека	1	1
560	зрения в	1	1
561	и действительно	1	1
562	если они	2	1
563	исходить из	1	1
564	принадлежат к	2	1
565	котором идет	2	1
566	людей или	2	1
567	что по	1	1
568	и просто	1	1
569	ними не	1	1
570	возможно лишь	4	1
571	в которых	1	1
572	данной формы	1	1
573	самостоятельность и	1	1
574	только для	2	1
575	бы не	1	1
576	вот в	1	1
577	выражается в	1	1
578	о котором	3	1
579	от того	4	1
580	там и	2	1
581	всего о	1	1
582	вследствие этого	1	1
583	гораздо труднее	1	1
584	со стороны	4	1
585	к своим	1	1
586	речь идет	2	1
587	говорить и	1	1
588	эта последняя	1	1
589	и оформлены	1	1
590	этой власти	1	1
591	на совершенно	2	1
592	по крайней	1	1
593	из области	1	1
594	к той	2	1
595	самом и	1	1
596	эта точка	1	1
597	одного и	1	1
598	вдуматься в	1	1
599	на этой	2	1
600	при условии	3	1
601	стоят на	1	1
602	же то	1	1
603	может создать	1	1
604	как та	1	1
605	россию и	2	1
606	в очень	1	1
607	применении к	1	1
608	говорить не	1	1
609	данного национального	1	1
610	представления о	1	1
611	всего этого	1	1
612	и если	7	1
613	на вершинах	1	1
614	можно лишь	1	1
615	только эта	1	1
616	этой борьбы	2	1
617	и национальные	1	1
618	это его	1	1
619	по самому	2	1
620	это только	2	1
621	соотношения между	1	1
622	быть не	1	1
623	же стремление	1	1
624	единственно возможной	1	1
625	и важность	1	1
626	но вся	1	1
627	исключает возможность	1	1
628	для нее	2	1
629	себя не	1	1
630	только один	1	1
631	то все	1	1
632	к высокому	1	1
633	таким путем	1	1
634	не исключает	1	1
635	для данного	1	1
636	на основании	2	1
637	числе и	1	1
638	не признают	1	1
639	превращается в	1	1
640	может сделать	1	1
641	а только	1	1
642	можно ли	3	1
643	странах и	1	1
644	в идею	1	1
645	может стремиться	1	1
646	а во	1	1
647	в обществе	1	1
648	голос совести	1	1
649	как на	8	1
650	разные виды	1	1
651	его целом	1	1
652	эти попытки	1	1
653	и писать	1	1
654	индивидуальный характер	1	1
655	для всей	1	1
656	тоже нет	1	1
657	углубляют его	1	1
658	именно так	1	1
659	культурой в	1	1
660	с нею	3	1
661	политической жизни	2	1
662	есть по	1	1
663	а это	1	1
664	к чисто	1	1
665	и единственную	1	1
666	на этот	1	1
667	исходит из	1	1
668	их утверждения	1	1
669	этот последний	1	1
670	культура утратит	1	1
671	чтобы стать	1	1
672	но если	3	1
673	он сам	3	1
674	для этих	1	1
675	от них	1	1
676	этой роли	2	1
677	в противном	1	1
678	являются уже	1	1
679	от степени	1	1
680	к ее	1	1
681	в самой	1	1
682	крайней мере	1	1
683	сделать это	2	1
684	неизбежно приводит	1	1
685	мог бы	1	1
686	его можно	1	1
687	же за	1	1
688	образованием и	1	1
689	этого и	1	1
690	к общему	1	1
691	сторон в	1	1
692	которые для	1	1
693	но на	1	1
694	том чтобы	3	1
695	том числе	1	1
696	для большинства	1	1
697	нами не	1	1
698	не поддается	1	1
699	ничем не	1	1
700	является результатом	1	1
701	все элементы	1	1
702	полное слияние	1	1
703	а наоборот	1	1
704	нет ни	1	1
705	на тех	1	1
706	с единым	1	1
707	всякое иное	1	1
708	политического и	1	1
709	зависит от	2	1
710	где это	1	1
711	собой в	1	1
712	и вот	2	1
713	бы друг	1	1
714	требует такого	1	1
715	в состоянии	1	1
716	связи между	1	1
717	для всякого	1	1
718	иных основаниях	1	1
719	идет о	1	1
720	то у	1	1
721	прийти к	1	1
722	ним в	1	1
723	проявляется в	2	1
724	которых он	1	1
725	его лежит	1	1
726	признать что	6	1
727	бы на	1	1
728	стать на	1	1
729	что при	1	1
730	что так	1	1
731	души и	1	1
732	приводят к	2	1
733	делать в	1	1
734	был в	1	1
735	всех других	1	1
736	невозможно без	1	1
737	вылиться в	1	1
738	это именно	1	1
739	возможно только	1	1
740	нас именно	1	1
741	участие в	2	1
742	не допускает	1	1
743	нельзя считать	2	1
744	в русском	1	1
745	все равно	1	1
746	противоречат друг	1	1
747	значительной части	2	1
748	бы для	2	1
749	в разные	1	1
750	силу и	1	1
751	не о	2	1
752	и некоторые	1	1
753	нет для	1	1
754	в свои	1	1
755	что к	1	1
756	нем самом	1	1
757	бы невозможным	1	1
758	что его	1	1
759	которое в	1	1
760	лишь к	4	1
761	исходят из	1	1
762	такого образа	1	1
763	от возможных	1	1
764	борьбы и	1	1
765	существенных особенностей	1	1
766	мы теперь	1	1
767	духу и	1	1
768	к самому	1	1
769	лишь с	1	1
770	и прежде	1	1
771	идеалов и	1	1
772	и того	1	1
773	этой цели	1	1
774	может только	3	1
775	какой-нибудь иной	1	1
776	что европейская	1	1
777	между прочим	1	1
778	в мире	4	1
779	стремление к	7	1
780	противном случае	1	1
781	необходимо иметь	1	1
782	должно было	1	1
783	его жизни	1	1
784	как не	1	1
785	работы по	1	1
786	себе и	4	1
787	но особенно	1	1
788	и таким	1	1
789	играют в	1	1
790	в меру	2	1
791	связаны с	1	1
792	бы в	1	1
793	которой на	1	1
794	ко всему	1	1
795	себе самом	1	1
796	отказа от	1	1
797	том случае	4	1
798	что такое	2	1
799	их не	2	1
800	одну и	1	1
801	тем более	1	1
802	по которому	1	1
803	случае и	1	1
804	ибо они	1	1
805	случае если	3	1
806	ко всем	3	1
807	в отдельных	1	1
808	с новыми	1	1
809	различными видами	1	1
810	всяком другом	3	1
811	другом и	2	1
812	к новым	1	1
813	представителей и	1	1
814	собой только	1	1
815	мы должны	7	1
816	когда он	1	1
817	к известной	1	1
818	если же	2	1
819	от которых	1	1
820	должны быть	1	1
821	другим и	1	1
822	за ними	1	1
823	себе на	1	1
824	но даже	2	1
825	есть и	2	1
826	тех же	1	1
827	и является	2	1
828	в применении	1	1
829	недостаточно одного	1	1
830	церкви и	9	1
831	к данному	2	1
832	и тот	2	1
833	быть как	1	1
834	когда оно	1	1
835	который мы	1	1
836	это то	1	1
837	даже не	2	1
838	в действительном	1	1
839	тем самым	2	1
840	национальная культура	5	1
841	именно благодаря	1	1
842	поэтому для	1	1
843	человека с	1	1
844	конечно нет	1	1
845	ведь на	1	1
846	должны были	1	1
847	то ни	4	1
848	могла бы	1	1
849	на это	2	1
850	с большой	1	1
851	свою задачу	2	1
852	но главное	1	1
853	политические и	1	1
854	что среди	1	1
855	поколение в	1	1
856	ибо нет	1	1
857	с отказом	1	1
858	и себе	1	1
859	к человеческому	1	1
860	этом и	2	1
861	момент необходимый	1	1
862	главное и	1	1
863	свою точку	1	1
864	что может	3	1
865	с элементами	1	1
866	не вступать	1	1
867	причем эти	1	1
868	в общем	1	1
869	подходе к	1	1
870	происходит в	1	1
871	же мы	1	1
872	на будущее	1	1
873	на место	1	1
874	только такое	1	1
875	себе еще	1	1
876	условии если	3	1
877	отнюдь не	7	1
878	исторической и	1	1
879	полным и	1	1
880	здесь же	1	1
881	а главное	1	1
882	природа его	1	1
883	самым он	1	1
884	для эпохи	1	1
885	таким же	3	1
886	личности на	1	1
887	политического деятеля	1	1
888	в лице	1	1
889	пути к	2	1
890	быть глубоко	1	1
891	где мы	1	1
892	на эту	2	1
893	черт их	1	1
894	и ничего	1	1
895	человек или	1	1
896	зрения здесь	1	1
897	словом на	1	1
