N	2gram	Tiupa_Lite	VLabPisa
178	в которых	1	3
179	например что	1	3
180	и художественного	2	3
181	мира и	1	3
182	вовсе не	3	3
183	бы в	1	3
184	а в	5	3
185	говорил что	1	3
186	что не	3	3
187	как о	1	3
188	в котором	1	3
189	даже и	2	3
190	она не	1	3
191	в противоположность	2	3
192	в значительной	1	3
193	но даже	2	3
194	того чтобы	1	3
195	всего лишь	7	3
196	для того	2	3
197	тому как	4	3
198	и трудно	1	3
199	как он	2	3
200	вслед за	1	3
201	мыслительного процесса	1	3
202	далеко не	4	3
203	так же	1	3
204	процесс не	1	3
205	человека и	2	3
206	при всем	4	3
207	в творчестве	2	3
208	образом не	1	3
209	писал в	2	3
210	как на	3	3
211	нет и	1	3
212	это делает	1	3
213	и от	1	3
214	точки зрения	8	3
215	жизни и	6	3
216	этих и	1	3
217	и по	1	3
218	всех этих	1	3
219	мы видели	1	3
220	художественной деятельности	9	2
221	в особенности	2	2
222	этом и	1	2
223	представить себе	1	2
224	льва толстого	1	2
225	том чтобы	1	2
226	и этот	1	2
227	образов в	1	2
228	из которых	3	2
229	от его	1	2
230	они не	1	2
231	на вопрос	1	2
232	если в	2	2
233	самого себя	3	2
234	должно быть	1	2
235	того как	1	2
236	при всей	5	2
237	с одной	9	2
238	том числе	2	2
239	должна быть	3	2
240	тогда когда	1	2
241	горя от	1	2
242	само собою	1	2
243	говорить о	1	2
244	да и	3	2
245	в пользу	1	2
246	что при	1	2
247	план не	1	2
248	по слову	1	2
249	для многих	3	2
250	с более	1	2
251	что такое	2	2
252	а затем	3	2
253	из ничего	1	2
254	из своих	2	2
255	для них	2	2
256	не столько	8	2
257	с другими	1	2
258	из многочисленных	1	2
259	частности в	1	2
260	этих соображений	1	2
261	все произведение	1	2
262	единого и	1	2
263	но с	3	2
264	художник не	1	2
265	в своих	5	2
266	и даже	9	2
267	что ни	1	2
268	этой точки	3	2
269	и наконец	2	2
270	этого рода	2	2
271	и слова	1	2
272	в которой	1	2
273	не о	1	2
274	и некоторые	1	2
275	а во-вторых	1	2
276	что его	3	2
277	мысль о	2	2
278	но не	8	2
279	в ней	4	2
280	который по	1	2
281	между собою	1	2
282	в жизни	7	2
283	органической связи	1	2
284	н тихонова	1	2
285	начинается с	1	2
286	к его	1	2
287	не подлежит	1	2
288	чего бы	2	2
289	же как	3	2
290	между прочим	1	2
291	художника как	2	2
292	на этом	3	2
293	другом месте	1	2
294	не вполне	1	2
295	не менее	11	2
296	так сказать	1	2
297	ли не	7	2
298	только для	1	2
299	бы не	3	2
300	отличается от	1	2
301	после того	1	2
302	в воображении	1	2
303	на то	2	2
304	у пушкина	1	2
305	в стихах	8	2
306	себе и	2	2
307	которая не	2	2
308	в чем	2	2
309	например как	1	2
310	конечном итоге	1	2
311	так например	1	2
312	могло бы	1	2
313	сих пор	1	2
314	а для	3	2
315	легко и	2	2
316	от них	1	2
317	еще не	4	2
318	нам остается	1	2
319	все они	2	2
320	иметь в	1	2
321	в каждом	2	2
322	во всяком	3	2
323	и потому	1	2
324	еще и	3	2
325	до сих	1	2
326	человека в	5	2
327	а к	2	2
328	в словесном	1	2
329	а как	2	2
330	объективного мира	1	2
331	то это	2	2
332	всяком случае	2	2
333	одной стороны	8	2
334	относится к	3	2
335	также и	3	2
336	ту же	4	2
337	в другом	3	2
338	не по	2	2
339	искусства и	6	2
340	ли на	1	2
341	в стихотворении	17	2
342	не всегда	1	2
343	по крайней	2	2
344	процесса в	2	2
345	в образах	2	2
346	лишь в	4	2
347	в системе	1	2
348	не с	2	2
349	плана в	1	2
350	в различных	1	2
351	о своем	3	2
352	можно было	3	2
353	несколько примеров	1	2
354	по воспоминаниям	1	2
355	стороны и	1	2
356	и сам	6	2
357	только то	3	2
358	как например	1	2
359	пока еще	1	2
360	как известно	1	2
361	на это	2	2
362	например не	1	2
363	он и	5	2
364	он в	1	2
365	в сфере	7	2
366	и многих	1	2
367	и у	1	2
368	о его	1	2
369	одной из	2	2
370	дня и	1	2
371	в образе	1	2
372	на него	1	2
373	как способность	1	2
374	как от	1	2
375	он не	4	2
376	во всей	1	2
377	или иной	3	2
378	в общем	1	2
379	как деятельность	1	2
380	который в	2	2
381	сознания субъекта	1	2
382	он сам	2	2
383	автора как	1	2
384	в области	5	2
385	что даже	1	2
386	искусство как	1	2
387	только с	1	2
388	у них	1	2
389	конце концов	1	2
390	меньшей степени	1	2
391	чтобы не	2	2
392	этом же	1	2
393	и для	1	2
394	но для	1	2
395	крайней мере	2	2
396	искусства на	1	2
397	целого ряда	1	2
398	но в	5	2
399	толстой в	1	2
400	можно указать	1	2
401	чуть ли	2	2
402	процесса так	1	2
403	вплоть до	4	2
404	в той	1	1
405	в художественных	1	1
406	ноябре года	1	1
407	автора а	2	1
408	н толстой	1	1
409	то в	3	1
410	на почве	2	1
411	момент зарождения	1	1
412	в кругу	1	1
413	от него	2	1
414	однако и	2	1
415	к действительности	1	1
416	к общему	3	1
417	этом случае	2	1
418	романа с	1	1
419	является в	1	1
420	русский романтик	1	1
421	персонажи в	1	1
422	смерть и	1	1
423	и то	3	1
424	которой я	1	1
425	ответ на	1	1
426	его творческая	1	1
427	а потому	4	1
428	поэтому что	1	1
429	человеческой личности	1	1
430	ее и	1	1
431	для сердца	1	1
432	перед сном	1	1
433	и автор	1	1
434	в очерке	1	1
435	и мы	2	1
436	как форма	1	1
437	не противоречит	1	1
438	мы и	1	1
439	говоря уже	3	1
440	объективной данности	2	1
441	этого в	1	1
442	те или	1	1
443	достоевского в	1	1
444	мышления и	3	1
445	многих других	1	1
446	от жизни	2	1
447	со всем	1	1
448	хоть и	1	1
449	ней не	1	1
450	такая форма	1	1
451	толстого и	1	1
452	данном случае	6	1
453	по тому	1	1
454	то есть	11	1
455	и свою	1	1
456	нуждался в	1	1
457	время она	1	1
458	в ноябре	1	1
459	можно и	2	1
460	свидетельствует о	3	1
461	которые не	1	1
462	в поэзии	4	1
463	к этой	2	1
464	переходит в	1	1
465	своего собственного	1	1
466	несколько иной	1	1
467	поэтому в	1	1
468	мы не	5	1
469	пушкина в	2	1
470	как один	1	1
471	в состоянии	1	1
472	с этой	6	1
473	боролся с	1	1
474	на личную	1	1
475	художественная идея	1	1
476	дело с	1	1
477	только лишь	1	1
478	об искусстве	1	1
479	материала и	1	1
480	и менее	1	1
481	несмотря на	3	1
482	из того	3	1
483	мысль в	2	1
484	освободиться от	2	1
485	не для	2	1
486	оказывается не	2	1
487	которых он	1	1
488	к истине	1	1
489	или с	1	1
490	или иными	1	1
491	с ним	2	1
492	по выражению	2	1
493	в основании	1	1
494	произведения или	1	1
495	о нем	1	1
496	не как	4	1
497	аналогии с	3	1
498	проникновения в	1	1
499	для картины	1	1
500	подвиг как	1	1
501	мы в	3	1
502	имеет своей	1	1
503	для нас	3	1
504	творческих исканий	1	1
505	и внешнего	1	1
506	и всегда	2	1
507	от общего	1	1
508	целом но	2	1
509	например с	1	1
510	в кабинете	1	1
511	представлений о	1	1
512	к сознанию	1	1
513	или иную	2	1
514	из форм	1	1
515	свобода есть	1	1
516	лиризма как	1	1
517	чем он	1	1
518	многих поэтов	1	1
519	раз с	1	1
520	деятельность сознания	1	1
521	п это	1	1
522	что а	1	1
523	природу и	1	1
524	в этих	2	1
525	за это	1	1
526	в виде	1	1
527	области художественного	1	1
528	с действительностью	2	1
529	силу его	1	1
530	к достижению	2	1
531	как было	1	1
532	для писателя	1	1
533	она продолжается	1	1
534	к настоящему	1	1
535	вл соловьева	2	1
536	так или	8	1
537	что чем	1	1
538	если не	1	1
539	все то	2	1
540	но он	1	1
541	самом деле	2	1
542	так было	1	1
543	но все	1	1
544	сознания на	3	1
545	жизни это	1	1
546	этого не	2	1
547	и вдруг	1	1
548	в классическом	1	1
549	или иначе	9	1
550	завершающий этап	1	1
551	без остатка	3	1
552	как мыслитель	1	1
553	замечает по	1	1
554	а также	5	1
555	что будет	1	1
556	наконец в-третьих	1	1
557	внутреннего мира	1	1
558	который как	1	1
559	мы говорим	1	1
560	на свою	3	1
561	и все	1	1
562	историю литературы	1	1
563	по аналогии	3	1
564	точнее и	1	1
565	целый ряд	1	1
566	на себя	4	1
567	приступать к	1	1
568	эстетики и	1	1
569	всей духовной	1	1
570	подавляет и	1	1
571	всем что	1	1
572	тем что	6	1
573	от всего	1	1
574	искусство это	1	1
575	к более	1	1
576	и сложнее	1	1
577	при которой	1	1
578	в таком	1	1
579	в сферу	2	1
580	том или	1	1
581	между этими	1	1
582	можно назвать	1	1
583	места и	1	1
584	теми или	1	1
585	евгения онегина	2	1
586	простой и	1	1
587	бы быть	1	1
588	из тех	2	1
589	что перед	1	1
590	свой труд	1	1
591	воздействие на	2	1
592	и без	1	1
593	в какой	2	1
594	с жизнью	2	1
595	кстати сказать	1	1
596	в памяти	1	1
597	во имя	3	1
598	эпохе в	1	1
599	о художнике	1	1
600	в соответствии	2	1
601	ему же	1	1
602	что по	1	1
603	а именно	1	1
604	мыслит и	1	1
605	всем своем	1	1
606	и следовало	1	1
607	это время	1	1
608	состоит из	1	1
609	по определению	1	1
610	общественных отношений	1	1
611	на эту	1	1
612	сознания при	1	1
613	при таком	1	1
614	как в	5	1
615	говорят о	1	1
616	перейти к	1	1
617	на одном	1	1
618	себя и	3	1
619	не имеет	2	1
620	значительную роль	1	1
621	остается только	1	1
622	о если	1	1
623	никем не	2	1
624	классической литературе	3	1
625	у романтиков	2	1
626	это было	1	1
627	в итоге	2	1
628	речь идет	3	1
629	в известном	1	1
630	знает что	1	1
631	пока он	1	1
632	образом от	1	1
633	в каждой	2	1
634	а только	2	1
635	в каком	1	1
636	воображения или	1	1
637	не его	1	1
638	ничего общего	2	1
639	автора это	1	1
640	творческого акта	1	1
641	на себе	1	1
642	жизни к	1	1
643	механического а	1	1
644	весь мой	1	1
645	это самое	1	1
646	героя и	2	1
647	вопрос что	1	1
648	человека а	2	1
649	обращение к	1	1
650	слова к	1	1
651	не все	1	1
652	автора на	1	1
653	казалось бы	6	1
654	диаметрально противоположный	1	1
655	области искусства	1	1
656	той или	1	1
657	или ином	1	1
658	в дальнейшем	1	1
659	удивительно поэтому	1	1
660	что искусство	1	1
661	нет ничего	2	1
662	под именем	2	1
663	ни к	1	1
664	к различного	1	1
665	нередко оказывается	1	1
666	вызова и	1	1
667	и осмысленной	1	1
668	совершенно не	1	1
669	исходя из	3	1
670	человека так	1	1
671	более чем	4	1
672	личности самого	1	1
673	находит свое	1	1
674	в рецептивном	1	1
675	а с	2	1
676	в данном	7	1
677	личности в	4	1
678	мой взгляд	1	1
679	сознания а	2	1
680	от других	2	1
681	в основе	5	1
682	виду не	2	1
683	сам поэт	1	1
684	тем более	2	1
685	а если	2	1
686	слова все	1	1
687	была найдена	1	1
688	чрезвычайно трудно	1	1
689	же автор	1	1
690	оно в	1	1
691	очень точно	1	1
692	художественного целого	3	1
693	что этот	1	1
694	вопрос о	1	1
695	из огня	1	1
696	андреев в	1	1
697	говоря в	1	1
698	тех же	3	1
699	эти идеи	1	1
700	поэзии и	3	1
701	об одном	1	1
702	в лучшем	1	1
703	в чистом	1	1
704	он был	1	1
705	духовной жизни	4	1
706	это как	3	1
707	собой в	1	1
708	есть в	1	1
709	в роли	3	1
710	над объективной	1	1
711	с новыми	1	1
712	десять лет	1	1
713	не говоря	3	1
714	нам в	1	1
715	стихах и	2	1
716	наконец в	2	1
717	процесс в	1	1
718	уже в	7	1
719	почти исключительно	1	1
720	ту или	2	1
721	бытового поведения	1	1
722	бытия в	1	1
723	в послании	1	1
724	коренное отличие	1	1
725	вяч иванова	1	1
726	друг друга	5	1
727	различных его	1	1
728	как совокупность	3	1
729	вдохновение к	1	1
730	всего между	1	1
731	потому что	5	1
732	в свою	2	1
733	сознания в	14	1
734	и тем	4	1
735	слова и	6	1
736	кажется что	1	1
737	у чехова	1	1
738	романы достоевского	1	1
739	от всех	2	1
740	если б	2	1
741	в него	1	1
742	оно и	1	1
743	путь для	1	1
744	а по	2	1
745	эта мысль	2	1
746	из мира	1	1
747	не могло	3	1
748	со стороны	6	1
749	только на	3	1
750	читателя зрителя	5	1
751	или иных	2	1
752	счете вся	2	1
753	для этого	5	1
754	отмечалось выше	1	1
755	одно и	1	1
756	может служить	1	1
757	к творчеству	1	1
758	и ему	1	1
759	и если	1	1
760	есть и	1	1
761	и что	2	1
762	и определяет	1	1
763	дело не	2	1
764	приходит к	1	1
765	за пределы	3	1
766	но только	3	1
767	не начинается	1	1
768	в начале	4	1
769	у достоевского	2	1
770	говоря о	1	1
771	еще в	7	1
772	и закон	1	1
773	воображении автора	1	1
774	и жизни	4	1
775	то как	2	1
776	в истории	1	1
777	себе из	1	1
778	стихи о	1	1
779	себя от	1	1
780	объекта не	1	1
781	самого начала	1	1
782	каждый из	4	1
783	себе в	3	1
784	свою очередь	2	1
785	но нередко	1	1
786	воображении и	1	1
787	было указано	1	1
788	это его	1	1
789	начинает свой	1	1
790	не случайно	5	1
791	вот этот	1	1
792	художественных произведений	1	1
793	художественная деятельность	3	1
794	рассказа о	1	1
795	личности и	1	1
796	дело и	1	1
797	сведена к	1	1
798	знает и	1	1
799	обычного процесса	1	1
800	превратилась в	1	1
801	существу в	1	1
802	и еще	1	1
803	из наиболее	2	1
804	исключительно в	1	1
805	признается что	1	1
806	существе своем	1	1
807	тот или	1	1
808	отношение к	1	1
809	утверждал что	2	1
810	как мы	2	1
811	входит как	1	1
812	соответствии с	3	1
813	жизни не	2	1
814	я с	1	1
815	к изучению	1	1
816	но по	2	1
817	и мысль	1	1
818	общего с	3	1
819	в понимании	1	1
820	творческая практика	1	1
821	по которой	1	1
822	затем в	1	1
823	к ее	1	1
824	в ходе	2	1
825	и во	1	1
826	что есть	2	1
827	этом однако	1	1
828	эстетики но	1	1
829	литературы на	1	1
830	есть познанная	1	1
831	тенденции к	1	1
832	быть в	1	1
833	что может	1	1
834	но ее	1	1
835	в ход	1	1
836	уже не	9	1
837	имеем дело	2	1
838	завершается его	1	1
839	произведения могут	1	1
840	эту мысль	1	1
841	слова в	2	1
842	выразить себя	1	1
843	из моментов	1	1
844	лев толстой	2	1
845	уже о	2	1
846	процессов в	1	1
847	исканий и	1	1
848	быть под	1	1
849	маяковский в	3	1
850	реализуется в	1	1
851	от ума	1	1
852	о несовместимости	1	1
853	и других	4	1
854	чаще всего	1	1
855	как будто	2	1
856	году и	1	1
857	искусства в	2	1
858	у н	1	1
859	и анненский	1	1
860	искусства это	2	1
861	здесь не	1	1
862	этот последний	1	1
863	впечатлений в	1	1
864	тех или	2	1
865	этом у	1	1
866	многих его	1	1
867	единой и	1	1
868	или не	1	1
869	познанная необходимость	1	1
870	их героев	1	1
871	приходится признать	1	1
872	зрителя слушателя	4	1
873	в ту	1	1
874	является общим	1	1
875	этой системе	1	1
876	своей поэтической	1	1
877	решающую роль	1	1
878	радости и	1	1
879	но это	2	1
880	самого автора	1	1
881	что осталось	1	1
882	потому и	1	1
883	с ее	3	1
884	если есть	1	1
885	и искусство	1	1
886	для романтиков	1	1
887	вмешивается в	1	1
888	красоты и	1	1
889	именно таким	1	1
890	лет а	1	1
891	строго говоря	1	1
892	действительности не	1	1
893	не был	1	1
894	каждого из	2	1
895	стороны он	1	1
896	в историю	1	1
897	и особенно	1	1
898	общеизвестно что	1	1
899	таких же	2	1
900	исключительное значение	1	1
901	собственно говоря	1	1
902	тому же	2	1
903	лишь его	2	1
904	подлежит сомнению	1	1
905	но было	1	1
906	его сознания	2	1
907	мира в	4	1
908	не к	3	1
909	для очень	1	1
910	имеет ничего	1	1
911	грань между	1	1
912	у которого	1	1
913	я то	1	1
914	или под	1	1
915	писал с	1	1
