N	2gram	Propp_Isto	Morfolog
145	там где	7	5
146	мы можем	11	5
147	со змеем	7	5
148	сюда же	2	5
149	здесь можно	6	5
150	он не	8	5
151	если же	1	5
152	далеко не	3	5
153	главным образом	3	5
154	сказка может	2	5
155	в целом	2	5
156	и ее	6	5
157	раньше чем	4	5
158	змея и	8	4
159	и к	1	4
160	д но	2	4
161	в некоторых	2	4
162	есть и	6	4
163	нами в	2	4
164	как и	8	4
165	самом деле	1	4
166	но все	5	4
167	показать что	1	4
168	тем что	11	4
169	никто не	2	4
170	трудных задач	10	4
171	уже не	8	4
172	еще не	13	4
173	а если	3	4
174	тех же	2	4
175	задачи в	5	4
176	входит в	1	4
177	того чтобы	1	4
178	изучение сказки	1	4
179	героя а	3	4
180	быть названо	1	4
181	так же	6	4
182	и наоборот	2	4
183	сказать что	5	4
184	следующим образом	4	4
185	на него	3	4
186	формах что	1	4
187	сказка о	2	4
188	трудные задачи	13	4
189	на котором	3	4
190	из них	2	4
191	но в	7	4
192	герой и	1	4
193	нашего материала	1	4
194	его самого	2	4
195	что сказка	7	4
196	с сватовством	3	4
197	его в	7	4
198	что его	2	4
199	случае не	1	4
200	подобных случаях	2	4
201	к этому	5	4
202	в то	6	4
203	мы уже	10	4
204	в руки	2	4
205	можно было	3	4
206	этот вопрос	3	4
207	от того	4	4
208	в иных	1	4
209	могла бы	1	4
210	о его	1	4
211	оно может	3	4
212	значит что	3	4
213	если герой	1	4
214	в пропасть	3	4
215	независимо от	3	4
216	три года	2	4
217	утверждать что	3	3
218	сказку как	1	3
219	заметим что	2	3
220	то время	4	3
221	в сказках	4	3
222	раз он	2	3
223	та же	5	3
224	только что	1	3
225	с этой	7	3
226	и при	2	3
227	и убивает	1	3
228	по всему	3	3
229	что это	6	3
230	все задачи	3	3
231	в живых	1	3
232	ни в	4	3
233	то с	1	3
234	но сказка	1	3
235	с собой	7	3
236	только в	10	3
237	здесь мы	11	3
238	время как	4	3
239	из двух	1	3
240	женится на	2	3
241	если это	2	3
242	или на	1	3
243	можно назвать	1	3
244	отправляется в	1	3
245	и другим	1	3
246	в бою	1	3
247	имеется в	4	3
248	о жар-птице	1	3
249	задачи царевны	1	3
250	но мы	3	3
251	на первый	6	3
252	имеем также	1	3
253	так если	1	3
254	не существует	1	3
255	такие случаи	3	3
256	и что	15	3
257	по воздуху	2	3
258	связана с	4	3
259	для того	2	3
260	но эти	3	3
261	и тогда	1	3
262	или не	1	3
263	здесь прежде	1	3
264	а во	1	3
265	состоит в	1	3
266	сказка знает	4	3
267	и вне	1	3
268	так например	5	3
269	же она	1	3
270	вопрос что	1	3
271	он убивается	2	3
272	здесь не	4	3
273	с его	4	3
274	кроме того	6	3
275	для этой	2	3
276	что при	3	3
277	случай мы	6	3
278	с того	5	3
279	к нему	8	3
280	бы то	1	3
281	то в	1	3
282	первый взгляд	5	3
283	не происходит	3	3
284	другие формы	1	3
285	что эти	4	3
286	они не	4	3
287	и функции	1	3
288	сам он	3	3
289	трудной задачи	2	3
290	или с	2	3
291	того что	7	3
292	что такое	2	3
293	ее в	3	3
294	задачи на	2	3
295	но как	4	3
296	у нас	4	3
297	о герое	1	3
298	же можно	4	3
299	и есть	2	3
300	спасается от	2	3
301	в ином	18	3
302	в виде	5	3
303	а на	2	3
304	в таких	3	3
305	из приведенных	1	3
306	если сказка	1	3
307	животных и	1	3
308	но для	3	3
309	а то	1	3
310	здесь же	3	3
311	к месту	2	3
312	в какой	1	3
313	старшие братья	1	3
314	ивана в	1	3
315	большинстве случаев	1	3
316	требует в	1	3
317	для героя	3	3
318	и у	3	3
319	и змей	1	3
320	у яги	2	3
321	героя и	5	3
322	чтобы герой	1	3
323	трудную задачу	2	3
324	как уже	1	3
325	для наших	1	3
326	то ни	1	3
327	совсем не	1	3
328	если бы	3	3
329	друг друга	2	3
330	мы должны	7	3
331	и тем	4	3
332	не в	12	3
333	в которой	2	3
334	на нем	1	3
335	а по	2	3
336	и их	1	3
337	в начале	2	3
338	в большинстве	1	3
339	требует чтобы	1	3
340	в этой	2	3
341	к ней	3	3
342	приводит к	1	3
343	но есть	5	3
344	что изучение	1	3
345	приводят к	2	3
346	не значит	1	3
347	же в	1	3
348	можно будет	1	3
349	все еще	2	3
350	из другой	2	3
351	на то	5	3
352	и его	11	3
353	и по	7	3
354	и только	4	3
355	обратный случай	1	3
356	означает что	1	3
357	в один	2	3
358	можно указать	4	3
359	не так	4	2
360	от него	6	2
361	можно заметить	1	2
362	к другу	1	2
363	сделать из	1	2
364	и этот	1	2
365	мы постараемся	1	2
366	как таковой	1	2
367	с героем	3	2
368	со вторым	1	2
369	самого себя	2	2
370	если он	5	2
371	задачи следует	1	2
372	должна быть	3	2
373	или по	1	2
374	вопросу о	1	2
375	не с	2	2
376	отправку в	1	2
377	царевны и	2	2
378	задавание трудных	1	2
379	происходит с	1	2
380	мужа в	1	2
381	уничтожить героя	1	2
382	мы пока	2	2
383	точности соответствует	1	2
384	не меняет	1	2
385	и тот	3	2
386	героя т	2	2
387	оно не	2	2
388	как они	1	2
389	более или	3	2
390	с этого	1	2
391	превращаться в	1	2
392	коня и	5	2
393	образом если	1	2
394	сказку в	1	2
395	змей и	1	2
396	это положение	2	2
397	и задачи	1	2
398	но вот	2	2
399	например в	6	2
400	относятся к	1	2
401	с тем	8	2
402	получает от	1	2
403	многих других	1	2
404	их в	3	2
405	вряд ли	1	2
406	обоих случаях	1	2
407	рассматриваются как	1	2
408	царевну в	1	2
409	совершенно одинаково	1	2
410	в которых	2	2
411	таких случаях	1	2
412	себя и	1	2
413	не имеет	6	2
414	может дать	1	2
415	за ней	1	2
416	когда в	3	2
417	поставить вопрос	1	2
418	во сне	2	2
419	к другому	2	2
420	испытание героя	1	2
421	на другие	1	2
422	где оно	2	2
423	не входит	1	2
424	у нее	3	2
425	но оно	3	2
426	во всяком	3	2
427	или ее	1	2
428	его и	1	2
429	можно сказать	3	2
430	со смертью	1	2
431	ответить на	2	2
432	того как	5	2
433	в данном	8	2
434	сразу же	1	2
435	к другой	2	2
436	можно установить	1	2
437	в основе	2	2
438	и более	2	2
439	вытекает из	2	2
440	на новые	3	2
441	что этот	4	2
442	что мы	3	2
443	в очень	3	2
444	как например	1	2
445	некоторые сказки	1	2
446	нельзя было	1	2
447	такую же	1	2
448	такой случай	5	2
449	на той	2	2
450	но здесь	5	2
451	в лесу	3	2
452	одной стороны	12	2
453	о похищении	1	2
454	на друга	2	2
455	царя и	2	2
456	д в	3	2
457	в другом	2	2
458	сказки то	1	2
459	в каких	2	2
460	том как	3	2
461	на спине	1	2
462	к себе	4	2
463	выкупаться в	1	2
464	в середине	2	2
465	трудной задачей	1	2
466	и больше	3	2
467	увидим что	2	2
468	не исключает	1	2
469	за ночь	5	2
470	точно так	2	2
471	в одном	2	2
472	в различных	3	2
473	и когда	2	2
474	превращается в	10	2
475	в совершенно	1	2
476	тогда как	4	2
477	в обоих	1	2
478	вот как	1	2
479	так называемых	1	2
480	например на	2	2
481	мотив и	1	2
482	друг на	2	2
483	летит по	1	2
484	что же	2	2
485	сказки это	1	2
486	или вообще	1	2
487	без всякого	2	2
488	носит характер	1	2
489	же происходит	1	2
490	тем же	1	2
491	таких случаев	3	2
492	тех случаях	7	2
493	ведьма и	1	2
494	она его	3	2
495	одной из	4	2
496	сына и	1	2
497	на этот	4	2
498	что она	6	2
499	он может	4	2
500	на берег	1	2
501	момент в	1	2
502	быть изучена	1	2
503	который в	1	2
504	что именно	2	2
505	а царевна	2	2
506	всяком случае	3	2
507	колодец и	2	2
508	на поиски	2	2
509	но так	4	2
510	чем это	1	2
511	царь не	2	2
512	и подобные	1	2
513	герой ее	1	2
514	мотив не	1	2
515	типична для	2	2
516	или другой	1	2
517	заставляет его	1	2
518	не означает	1	2
519	вот мы	1	2
520	в свое	3	2
521	ответ на	6	2
522	или наоборот	2	2
523	элемент в	1	2
524	видно будет	1	2
525	ничем не	2	2
526	же роль	1	2
527	ее отца	2	2
528	что иное	2	2
529	ниже мы	1	2
530	данном случае	7	2
531	на вопрос	5	2
532	после чего	5	2
533	в доме	1	2
534	собой в	1	2
535	с одной	12	2
536	наших целей	1	2
537	она в	4	2
538	и за	1	2
539	иных случаях	1	2
540	вывод что	1	2
541	три ночи	2	2
542	ни было	1	2
543	нам еще	1	2
544	эти задачи	7	2
545	для нас	8	2
546	все это	9	2
547	сказок где	1	2
548	то получается	1	2
549	но с	2	2
550	герою в	1	2
551	отсюда видно	6	2
552	иногда и	1	2
553	не знает	2	2
554	что там	2	2
555	пути героя	1	2
556	исходит от	1	2
557	у ивана	1	2
558	этого не	2	2
559	наших дней	1	2
560	с двумя	1	2
561	это мы	1	2
562	одним из	1	2
563	на героя	2	2
564	вообще не	4	2
565	очень много	2	2
566	также в	1	2
567	случаях когда	7	2
568	волшебного помощника	1	2
569	герой в	2	2
570	у него	16	2
571	не от	3	2
572	по своему	1	2
573	перед боем	1	2
574	незадолго до	2	2
575	подвенечное платье	1	2
576	к королю	2	2
577	в чем	5	2
578	или менее	3	2
579	дочь царя	2	2
580	играют в	1	2
581	бегство и	2	2
582	в одной	3	2
583	и царевны	2	2
584	на составные	1	2
585	бы в	1	2
586	а потом	4	2
587	сказки а	1	2
588	совершенно другой	1	2
589	вопрос не	2	2
590	в яму	1	2
591	случай в	1	2
592	а с	3	2
593	и сказка	2	2
594	героя герой	3	2
595	идет по	1	2
596	героя к	1	2
597	с золотыми	2	2
598	в наши	1	2
599	и даже	3	2
600	во избежание	1	2
601	она не	3	2
602	сказке о	6	2
603	что ни	2	2
604	ту же	3	2
605	здесь только	1	2
606	не по	2	2
607	время боя	4	2
608	следует брак	3	2
609	дело не	5	2
610	дочь и	5	2
611	быть и	1	2
612	в частности	3	2
613	из этих	6	2
614	можно сделать	2	2
615	ином царстве	6	2
616	должны быть	4	2
617	от отца	5	2
618	что эта	1	2
619	всех других	2	2
620	сюда относятся	1	2
621	один раз	1	2
622	тем и	1	2
623	уже видели	3	2
624	в нее	1	2
625	герой подвергается	3	2
626	так сказка	1	2
627	бой с	1	2
628	ни одной	2	2
629	из его	2	2
630	переходит на	1	2
631	этого нет	1	2
632	решение трудной	1	2
633	однако в	2	2
634	брак и	2	2
635	этим же	2	2
636	он спасается	1	2
637	до наших	1	2
638	если они	4	2
639	как будто	4	2
640	право на	5	2
641	д и	1	2
642	когда герой	4	2
643	этим иногда	1	2
644	их на	2	2
645	д если	1	2
646	сказать о	1	2
647	несколько случаев	2	2
648	этим она	2	2
649	однако все	2	2
650	других случаях	1	2
651	но они	4	2
652	герой не	4	2
653	в одну	3	2
654	во второй	1	2
655	фигурировать и	1	1
656	он пользуется	1	1
657	еще несколько	1	1
658	в особенности	2	1
659	за героя	1	1
660	были бы	1	1
661	во всем	2	1
662	это на	1	1
663	они имеют	1	1
664	к сказке	4	1
665	однако и	1	1
666	и может	1	1
667	перейти по	1	1
668	он бежит	1	1
669	выводы можно	1	1
670	три задачи	2	1
671	все что	4	1
672	образом и	3	1
673	этой сказки	2	1
674	хочет его	1	1
675	на весы	2	1
676	до сих	4	1
677	еще раз	1	1
678	всего в	1	1
679	к иному	3	1
680	за ним	3	1
681	отвечает на	1	1
682	они их	1	1
683	не единственный	1	1
684	и на	12	1
685	принесть его	1	1
686	эту ситуацию	1	1
687	золотыми яблоками	1	1
688	этого сходства	1	1
689	на эти	2	1
690	только те	1	1
691	же и	1	1
692	облика и	1	1
693	имеют целью	2	1
694	было так	1	1
695	такую форму	1	1
696	между героем	2	1
697	рассказ о	2	1
698	которые не	2	1
699	на западе	2	1
700	что герой	15	1
701	на анализе	1	1
702	всего вспоминается	1	1
703	задачей здесь	1	1
704	следует бегство	1	1
705	уши коня	2	1
706	за исключением	1	1
707	которые он	1	1
708	он только	1	1
709	проходит сквозь	3	1
710	его с	2	1
711	задает девушке	1	1
712	на ее	1	1
713	совершенно очевидно	2	1
714	с такой	1	1
715	дело с	2	1
716	враждебного отношения	1	1
717	большую роль	1	1
718	и далее	1	1
719	невеста и	2	1
720	при этом	7	1
721	дочери и	2	1
722	даже в	2	1
723	сказке царевна	3	1
724	переносится в	2	1
725	формы в	1	1
726	видели в	1	1
727	уже знаем	5	1
728	не вносят	1	1
729	это значит	3	1
730	и по-видимому	2	1
731	царстве это	1	1
732	же относится	1	1
733	тем как	1	1
734	действия одна	1	1
735	связанное с	1	1
736	яги или	1	1
737	просыпается в	1	1
738	герой проходит	2	1
739	такое требование	1	1
740	тех сказок	1	1
741	здесь для	1	1
742	яга и	1	1
743	рассказывается о	1	1
744	в другой	3	1
745	те же	2	1
746	этого может	2	1
747	идет со	1	1
748	также должно	1	1
749	такое сопоставление	1	1
750	по-видимому не	1	1
751	будет сказано	1	1
752	нет там	1	1
753	просит у	1	1
754	его но	1	1
755	яркие формы	1	1
756	здесь под	1	1
757	на обратном	1	1
758	не столько	4	1
759	дочь милолику-царевну	1	1
760	и делает	2	1
761	это одна	1	1
762	сказке она	2	1
763	борьбы с	1	1
764	особый случай	1	1
765	то не	5	1
766	мы следовательно	1	1
767	два типа	1	1
768	вздумать ни	1	1
769	как такой	2	1
770	или другого	1	1
771	сидит в	2	1
772	некоторые стороны	1	1
773	за это	2	1
774	упряжи шесть	1	1
775	под этим	2	1
776	как испытание	1	1
777	шесть огненных	1	1
778	наши задачи	1	1
779	связанная с	1	1
780	она становится	1	1
781	другое что	1	1
782	во дворце	1	1
783	в них	4	1
784	его применение	1	1
785	так герой	1	1
786	этим объясняется	2	1
787	свет а	1	1
788	вообще с	1	1
789	и сл	2	1
790	чтобы в	1	1
791	лечь с	1	1
792	мотив в	1	1
793	или во	1	1
794	если не	4	1
795	стоит в	3	1
796	земель в	6	1
797	этой точки	3	1
798	во что	1	1
799	он имеет	2	1
800	мы понимаем	1	1
801	до этого	1	1
802	от одного	1	1
803	царскую дочь	1	1
804	именно и	1	1
805	я за	1	1
806	пытаются его	1	1
807	и с	4	1
808	однако что	1	1
809	отца на	1	1
810	некоторые другие	2	1
811	лет в	1	1
812	случаях требуется	1	1
813	имеет характер	2	1
814	чудесным образом	1	1
815	царство с	2	1
816	равно как	1	1
817	мы выделили	1	1
818	ложным героем	1	1
819	змеев на	1	1
820	свое царство	2	1
821	небо и	5	1
822	и все	6	1
823	мысль о	1	1
824	оно есть	2	1
825	другие качества	1	1
826	из самых	2	1
827	других случаев	1	1
828	еще в	3	1
829	отрицательный результат	2	1
830	узнается по	2	1
831	о змееборстве	1	1
832	ii i	1	1
833	обращается к	4	1
834	превращаются в	2	1
835	именно в	2	1
836	сказка дает	3	1
837	иногда спасается	1	1
838	дана задача	1	1
839	и начала	1	1
840	и действительно	4	1
841	при состязании	1	1
842	множество свеч	1	1
843	указать несколько	2	1
844	принадлежат к	1	1
845	и животные	1	1
846	отношения к	2	1
847	пропасть и	1	1
848	может получить	1	1
849	к царю	1	1
850	стороны оно	1	1
851	улетает от	1	1
852	дело совсем	1	1
853	также не	3	1
854	данный текст	1	1
855	при ближайшем	1	1
856	мою дочь	1	1
857	к самым	1	1
858	там же	3	1
859	как похищение	1	1
860	ни вздумать	1	1
861	как не	1	1
862	испытание огнем	1	1
863	с ними	2	1
864	духа в	2	1
865	и очень	1	1
866	видим таким	1	1
867	или укротить	2	1
868	быть рассмотрены	1	1
869	а именно	12	1
870	случаи а	1	1
871	волшебной силы	1	1
872	прячется у	1	1
873	в своей	4	1
874	он отвечает	1	1
875	на эту	1	1
876	и герой	4	1
877	связанные с	3	1
878	змей может	1	1
879	никем не	1	1
880	так чудно	1	1
881	или выражаясь	1	1
882	этим в	1	1
883	через которое	1	1
884	прочим и	2	1
885	ли он	5	1
886	интересно что	1	1
887	герой по	1	1
888	обычно оно	1	1
889	о котором	1	1
890	зажжено великое	1	1
891	она соглашается	1	1
892	влияния на	1	1
893	елена премудрая	1	1
894	в это	3	1
895	горы и	2	1
896	на своем	4	1
897	нет в	2	1
898	собой смерть	1	1
899	посылает за	1	1
900	здесь нет	4	1
901	предметы из	1	1
902	у какого-нибудь	1	1
903	в упряжи	1	1
904	оговорить что	1	1
905	на русском	1	1
906	и нет	3	1
907	они по	1	1
908	специалист в	1	1
909	этому же	1	1
910	во лбу	1	1
911	сидит королевна	1	1
912	этот мотив	8	1
913	такое положение	2	1
914	к свадьбе	1	1
915	все они	1	1
916	золотой трон	1	1
917	прекрасная царевна	1	1
918	очень большую	1	1
919	помощника и	3	1
920	на смерть	1	1
921	случаях мы	2	1
922	также часто	1	1
923	не подходит	1	1
924	случай когда	2	1
925	ему дается	1	1
926	задачу или	1	1
927	ситуации в	1	1
928	стрелой а	1	1
929	нами выше	3	1
930	он же	2	1
931	царевны а	1	1
932	к этой	2	1
933	в главе	2	1
934	часто также	1	1
935	больше чем	2	1
936	в котором	3	1
937	помощи которых	1	1
938	д здесь	1	1
939	что совсем	1	1
940	может создать	1	1
941	можно считать	1	1
942	на вдове	1	1
943	другим он	1	1
944	это испытание	4	1
945	по тем	1	1
946	и землю	1	1
947	и погоня	1	1
948	мужа на	1	1
949	в вышеприведенных	1	1
950	него герой	1	1
951	вспомним что	2	1
952	случаи когда	4	1
953	связь его	1	1
954	в приведенных	3	1
955	вообще невозможно	1	1
956	герой только	1	1
957	не простое	1	1
958	перо было	1	1
959	она могла	1	1
960	жердочке через	1	1
961	в свою	1	1
962	имеет в	1	1
963	прячется в	1	1
964	с царевной	3	1
965	случаев очень	1	1
966	и посылает	1	1
967	уже известную	2	1
968	имеют отношение	2	1
969	меня на	3	1
970	может его	3	1
971	не должно	1	1
972	быть дано	1	1
973	но то	1	1
974	в отдельности	3	1
975	формы его	2	1
976	героем и	2	1
977	можно усмотреть	1	1
978	он является	1	1
979	из земли	3	1
980	только как	1	1
981	во многих	2	1
982	в мифах	5	1
983	а после	2	1
984	а через	1	1
985	жениться на	4	1
986	в этот	1	1
987	герой возвращается	1	1
988	тех пор	1	1
989	характер они	1	1
990	после смерти	7	1
991	сватовством можно	1	1
992	всегда так	1	1
993	хотя это	1	1
994	уже было	1	1
995	одного на	1	1
996	этой связи	2	1
997	как эта	1	1
998	так скоро	1	1
999	те случаи	1	1
1000	благополучно а	1	1
1001	испытание силы	1	1
1002	для нее	2	1
1003	бы сам	1	1
1004	между двумя	2	1
1005	именно на	2	1
1006	оно так	1	1
1007	только на	2	1
1008	провести семь	1	1
1009	которые можно	1	1
1010	золотые волосы	1	1
1011	вступает в	4	1
1012	указать что	2	1
1013	да в	1	1
1014	важны для	1	1
1015	собственно не	3	1
1016	другие задачи	2	1
1017	приходит к	4	1
1018	он пришел	1	1
1019	на основании	1	1
1020	не потому	1	1
1021	и была	1	1
1022	на примере	1	1
1023	и попа	1	1
1024	задачи и	3	1
1025	эта задача	5	1
1026	образом что	1	1
1027	на землю	4	1
1028	не будет	6	1
1029	был известен	1	1
1030	и до	2	1
1031	и те	2	1
1032	не вполне	5	1
1033	ночь дворец	1	1
1034	можно ли	2	1
1035	входить так	1	1
1036	помощник и	1	1
1037	в америке	2	1
1038	материала по	3	1
1039	должен узнать	3	1
1040	похожи друг	2	1
1041	не представляет	5	1
1042	за тридевять	8	1
1043	перед ним	2	1
1044	избушка яги	1	1
1045	им в	2	1
1046	она все	1	1
1047	же самое	1	1
1048	царство иногда	1	1
1049	с другим	1	1
1050	дворец и	3	1
1051	материала они	1	1
1052	других сказках	1	1
1053	ходом действия	1	1
1054	видели выше	1	1
1055	этим создается	1	1
1056	как на	3	1
1057	что здесь	10	1
1058	и там	6	1
1059	по-видимому произошло	1	1
1060	установить что	2	1
1061	вводится в	1	1
1062	от героя	5	1
1063	не совсем	3	1
1064	он в	4	1
1065	отношение к	6	1
1066	пропасть в	1	1
1067	ср также	1	1
1068	не как	1	1
1069	ее не	1	1
1070	в подземное	1	1
1071	своего жениха	2	1
1072	сказка часто	1	1
1073	мог бы	1	1
1074	возражений но	1	1
1075	русском языке	1	1
1076	эта сказка	3	1
1077	они должны	3	1
1078	хотя такое	1	1
1079	красы неописанной	1	1
1080	д эти	1	1
1081	самого героя	1	1
1082	такая же	1	1
1083	что я	2	1
1084	за невестой	1	1
1085	которых говорилось	1	1
1086	царства и	4	1
1087	свою жену	1	1
1088	эти вопросы	1	1
1089	только во	1	1
1090	иногда все	1	1
1091	machina или	1	1
1092	сказки иногда	1	1
1093	видно и	2	1
1094	происходит после	1	1
1095	затем они	1	1
1096	волшебный помощник	3	1
1097	королевна елена	1	1
1098	кого перевесит	1	1
1099	характер испытания	1	1
1100	дворца может	1	1
1101	женится и	1	1
1102	же из	1	1
1103	сказке герой	4	1
1104	не стоит	2	1
1105	говорит ты	1	1
1106	и возможно	1	1
1107	его место	1	1
1108	всегда следует	1	1
1109	его роль	1	1
1110	довольно много	2	1
1111	друг с	1	1
1112	приметы царевны	1	1
1113	мы неожиданно	1	1
1114	детей в	1	1
1115	или велит	2	1
1116	царевна не	2	1
1117	сказке сказать	2	1
1118	ни взгадать	1	1
1119	о чем	2	1
1120	тот свет	2	1
1121	мной на	1	1
1122	мы еще	2	1
1123	только о	2	1
1124	затем следуют	1	1
1125	своих сыновей	1	1
1126	в ее	3	1
1127	и становится	4	1
1128	на пример	1	1
1129	узнать от	1	1
1130	взгляд все	1	1
1131	подземное царство	2	1
1132	свойства и	1	1
1133	характерно что	2	1
1134	тот же	2	1
1135	герой является	1	1
1136	дает возможность	1	1
1137	иногда имеем	1	1
1138	или духа	1	1
1139	это обычно	1	1
1140	дать более	1	1
1141	в другое	2	1
1142	на дерево	1	1
1143	извести героя	2	1
1144	в брак	4	1
1145	в подобных	1	1
1146	иван на	1	1
1147	с перенесением	2	1
1148	формы не	1	1
1149	случаях элемент	1	1
1150	случаях значение	1	1
1151	кто кого	1	1
1152	великое множество	1	1
1153	сказка начинается	2	1
1154	то сказка	1	1
1155	дает нам	3	1
1156	улетает на	1	1
1157	которую они	1	1
1158	его видит	1	1
1159	здесь царь	2	1
1160	и то	3	1
1161	на лбу	2	1
1162	в себе	3	1
1163	но на	1	1
1164	царевна метит	1	1
1165	силы или	1	1
1166	собой и	1	1
1167	с большим	1	1
1168	на воду	1	1
1169	ему в	1	1
1170	то оно	1	1
1171	существу и	1	1
1172	см гл	1	1
1173	на царевне	1	1
1174	после того	6	1
1175	которое он	1	1
1176	будит его	1	1
1177	один пример	1	1
1178	это сходство	1	1
1179	во всей	1	1
1180	эти детали	1	1
1181	это будет	1	1
1182	указать на	1	1
1183	должно быть	1	1
1184	наблюдение что	1	1
1185	тридевять земель	8	1
1186	разнообразны что	1	1
1187	весы кто	1	1
1188	случаев когда	1	1
1189	примера мы	1	1
1190	золотая колесница	1	1
1191	в первый	1	1
1192	очень далеко	1	1
1193	еще до	1	1
1194	один с	1	1
1195	подходит под	1	1
1196	и вот	2	1
1197	садится на	1	1
1198	это царство	10	1
1199	в состоянии	4	1
1200	сказке не	1	1
1201	в его	4	1
1202	животное чтобы	1	1
1203	к жениху	9	1
1204	он как	3	1
1205	первый раз	1	1
1206	через пасть	2	1
1207	ежели принесть	1	1
1208	он бросает	1	1
1209	или они	1	1
1210	сказка на	1	1
1211	увидим дальше	1	1
1212	е мы	1	1
1213	для царевны	1	1
1214	имеется и	1	1
1215	он начинает	1	1
1216	персонаж а	1	1
1217	бы на	1	1
1218	может фигурировать	1	1
1219	может происходить	1	1
1220	царской дочери	1	1
1221	с тех	2	1
1222	находится в	2	1
1223	на войну	1	1
1224	это дает	1	1
1225	такое же	3	1
1226	один сюжет	1	1
1227	сказочной нормой	1	1
1228	в оловянном	1	1
1229	облика в	1	1
1230	легко узнаем	1	1
1231	и одна	1	1
1232	где он	3	1
1233	покупает себе	1	1
1234	в полном	1	1
1235	ее за	4	1
1236	мы легко	2	1
1237	состоят из	1	1
1238	важные для	1	1
1239	на которой	1	1
1240	чтобы получить	2	1
1241	пытается извести	1	1
1242	случай с	2	1
1243	вопрос а	1	1
1244	же не	2	1
1245	силу и	3	1
1246	с змеем	1	1
1247	из форм	1	1
1248	же формы	1	1
1249	делает это	1	1
1250	волшебных предметов	2	1
1251	и волшебные	1	1
1252	коне поцелует	1	1
1253	в темную	1	1
1254	последний случай	1	1
1255	осияло и	1	1
1256	что все	1	1
1257	в их	4	1
1258	что например	1	1
1259	мы находим	1	1
1260	вышел на	2	1
1261	мы вновь	1	1
1262	в церковь	1	1
1263	такой красы	1	1
1264	видит в	3	1
1265	будет ниже	1	1
1266	с конем	2	1
1267	совершенно ясно	8	1
1268	только он	2	1
1269	на горе	1	1
1270	берет с	1	1
1271	еще пригодится	1	1
1272	задач и	2	1
1273	серебряном и	1	1
1274	идет с	1	1
1275	сказка сохраняет	1	1
1276	как ни	1	1
1277	утверждение что	1	1
1278	как указано	3	1
1279	в лоб	3	1
1280	члены семьи	1	1
1281	сказочный материал	1	1
