N	4gram	Tiupa_Teor	DiskursI
147	ни для рассказчика ни	1	1
148	содержание к собственной ситуации	1	1
149	мире случайности полноценная биография	1	1
150	выбор лексики например в	1	1
151	запечатленного в притче универсального	1	1
152	то есть субъектом самоопределения	1	1
153	соседствами именно это ощущение	1	1
154	по своей коммуникативной природе	1	1
155	мира романного образа и	1	1
156	опыт присутствия в мире	1	1
157	или притче была впервые	1	1
158	в притче универсального опыта	1	1
159	события суть равнодостойные субъекты	1	1
160	обнаруживается преодолеваемая даль и	1	1
161	активного приятия не удовлетворяясь	1	1
162	адресата при этом остается	1	1
163	его поступки только раскрывают	1	1
164	присутствия я в мире	6	1
165	для рассказчика ни для	1	1
166	фатально непреложный и неоспоримый	1	1
167	как к содержанию анекдота	1	1
168	где образ становящегося человека	1	1
169	анекдот легко может быть	1	1
170	не быть субъектом ролевого	1	1
171	рассеянной чужой речи и	1	1
172	себе самому тогда как	1	1
173	и ценностями иными соседствами	1	1
174	в акте выбора осуществляется	1	1
175	деятельности персонажа то она	1	1
176	самой ситуации рассказывания а	1	1
177	сам текст анекдота выбор	1	1
178	всем потому что из	1	1
179	ничего нельзя не сделав	1	1
180	ситуации произнесения сказания субъект	1	1
181	но без благоговейного приятия	1	1
182	слова прямой речи именно	1	1
183	несет в себе рецептивную	1	1
184	припоминая и примеряя ее	1	1
185	мы строим свою речь	1	1
186	окажется неадекватным субъект объект	1	1
187	дистанции между ними здесь	1	1
188	ценностной дистанции между ними	1	1
189	притче была впервые освоена	1	1
190	в анекдоте подготовившем почву	1	1
191	другому что касается ментальной	1	1
192	или субъектом этического выбора	1	1
193	различного жизненного опыта их	1	1
194	типа есть монолог в	1	1
195	и не быть субъектом	1	1
196	прямой речи именно диалог	1	1
197	чтобы быть субъектом данного	1	1
198	чужому слову чего не	1	1
199	выхода его за пределы	1	1
200	иных пространственно-временных масштабов и	1	1
201	преломляющая несобственно-прямая речь включая	1	1
202	полускрытой рассеянной чужой речи	1	1
203	анекдота не столько от	1	1
204	оговорка где слово деритуализовано	1	1
205	из нас самих состоят	1	1
206	слушателей с содержанием анекдота	1	1
207	бог сойти с ума	1	1
208	касается ментальной и речевой	1	1
209	постоянно переходит к позиции	1	1
210	содержанию сказания это позиция	1	1
211	столь пассивным как к	1	1
212	что в имени тебе	2	1
213	схемы и в форме	1	1
214	уникальным жизненным опытом выводится	1	1
215	новелле есть нарушение запрета	1	1
216	у-влекать слушателей преодолевая их	1	1
217	под сводами чужой психики	1	1
218	иносказательность является своего рода	1	1
219	в сказании повествуемой ситуации	1	1
220	первое может быть проделано	1	1
221	ним определенные задания реализуют	1	1
222	на поучающего и поучаемого	1	1
223	опираясь на индивидуальный опыт	1	1
224	притчевого типа есть монолог	1	1
225	неуместность ошибка оговорка где	1	1
226	опыт чужой жизненной позиции	1	1
227	индивида и его поступки	1	1
228	а не ценностно дистанцированной	1	1
229	слухи или сплетни то	1	1
230	излагаемой жизни как исполненной	1	1
231	жизненной практике может быть	1	1
232	предметно-тематическое содержание жизнеописания вполне	1	1
233	юмора умения отрешиться от	1	1
234	анекдоте подготовившем почву для	1	1
235	собственной ситуации жизненного выбора	1	1
236	проделано и рассказывающим притчу	1	1
237	позиции учителя жизни постоянно	1	1
238	занять любой индивид чтобы	1	1
239	преодолевая их внутреннюю обособленность	1	1
240	невозможно притчевое нормативное самоотождествление	1	1
241	жанр посрамляющий умершее солнце	1	1
242	первую очередь по отношению	1	1
243	формы скрытой полускрытой рассеянной	1	1
244	человека с самим собою	1	1
245	быть определена как регулятивная	1	1
246	раз-влекать их предлагая адресату	1	1
247	точке выхода его за	1	1
248	или преступается не предначертанность	1	1
249	характерное для восприятия сказания	1	1
250	собственно и составляющий морализаторскую	1	1
251	заинтересовывать судьбой отдельных лиц	1	1
252	разъединяет участников коммуникативного события	1	1
253	не знает к его	1	1
254	столь свободным как к	1	1
255	интересно всем потому что	1	1
256	с читателем к иллюзии	1	1
257	к его ценностно-смысловой позиции	1	1
258	возможность иной интонации и	1	1
259	случае его вступление в	1	1
260	ответную реакцию предварительное знакомство	1	1
261	как того требует авторитетное	1	1
262	не удовлетворяясь репродуктивной рецепцией	1	1
263	как бы в точке	1	1
264	ставят перед ним определенные	1	1
265	со стороны адресата притчи	1	1
266	ней установка не на	1	1
267	жизнеописания чего анекдот не	1	1
268	отграниченная система смыслов оно	1	1
269	к содержанию сказания это	1	1
270	то есть принадлежат самой	1	1
271	языка и возможность иной	1	1
272	призван обладать проективной компетентностью	1	1
273	может обладать собственным смыслом	1	1
274	позиции в мире это	1	1
275	некий нравственный закон собственно	1	1
276	и в форме индивидуального	1	1
277	актанту не может обладать	1	1
278	сплетни то есть принадлежат	1	1
279	равнодостойные субъекты смыслополагания между	1	1
280	автора с читателем к	1	1
281	с самим собою в	1	1
282	знакомство слушателей с содержанием	1	1
283	в эпических жанрах а	1	1
284	экзистенциальный опыт присутствия в	1	1
285	можно вести речь о	1	1
286	возможность иного включает в	1	1
287	жизни повествователя о ней	1	1
288	жизнь глазами анекдота это	1	1
289	быть субъектом данного высказывания	1	1
290	при этом остается регламентированной	1	1
291	и раскованной беседы автора	1	1
292	типу актанту не может	1	1
293	компетентность восприятия со стороны	1	1
294	как уже говорилось выше	1	1
295	несовпадения человека с самим	1	1
296	любопытное занимательное неожиданное маловероятное	1	1
297	анекдота ни столь пассивным	1	1
298	однако диалогизм биографического слова	1	1
299	перед нами не как	1	1
300	в той или иной	1	1
301	устремленный от одного сознания	1	1
302	просторную сферу исторического бытия	1	1
303	иерархично оно не предполагает	1	1
304	и иных пространственно-временных масштабов	1	1
305	сказания это позиция активного	1	1
306	мира вокруг я героя	1	1
307	доверия к чужому слову	1	1
308	от позиции учителя жизни	1	1
309	которым обнаруживается преодолеваемая даль	1	1
310	должен занять любой индивид	1	1
311	своей судьбы они едины	1	1
312	не отделен от своей	1	1
313	ее содержание к собственной	1	1
314	этом и сам текст	1	1
315	сознания к другому что	1	1
316	формах косвенной речи хотя	1	1
317	объект и адресат протороманного	1	1
318	это позиция активного приятия	1	1
319	слушателей преодолевая их внутреннюю	1	1
320	ценностно-смысловой позиции в мире	1	1
321	параметрам сродни любому иному	1	1
322	содержанию анекдота ни столь	1	1
323	уметь проецировать чужой экзистенциальный	1	1
324	к чужому слову чего	1	1
325	культуры в самом общем	1	1
326	содержание жизнеописания вполне самобытно	1	1
327	как слухи или сплетни	1	1
328	с человеком неким ибо	1	1
329	механизмом активизации воспринимающего сознания	1	1
330	осуществляется или преступается не	1	1
331	она здесь присутствует как	1	1
332	жизни как исполненной некоторого	1	1
333	продуктивный тип высказывания реализующий	1	1
334	его под сводами чужой	1	1
335	по отношению к самому	1	1
336	становления и развития самоопределяющегося	1	1
337	целое нашего высказывания и	1	1
338	языком ставят перед ним	1	1
339	диалогизированного слова прямой речи	1	1
340	глазами анекдота это игра	1	1
341	и реализатором самобытного смысла	1	1
342	и адресат протороманного коммуникативного	1	1
343	оно не предполагает хоровой	1	1
344	едины судьба выражает внеличную	1	1
345	неадекватным субъект объект и	1	1
346	и его поступки только	1	1
347	героя окажется неадекватным субъект	1	1
348	от божья повеленья сказание	1	1
349	иметь в виду что	1	1
350	произведения по своим коммуникативным	1	1
351	будучи порой фактически точными	1	1
352	но в отличие от	1	1
353	принципиальная для притчи иносказательность	1	1
354	его ценностно-смысловой позиции в	1	1
355	еще не есть биография	1	1
356	убавить ни изменить ничего	1	1
357	курьезное любопытное занимательное неожиданное	1	1
358	притче о блудном сыне	1	1
359	например в значительной степени	1	1
360	произведение искусства не сводится	1	1
361	за которым обнаруживается преодолеваемая	1	1
362	запечатлеваемый и запечатлевающий основу	1	1
363	фактически точными они бытуют	1	1
364	коммуникативного события на поучающего	1	1
365	впервые освоена в анекдоте	1	1
366	составляющий морализаторскую премудрость притчевого	1	1
367	внеязыковое и потому нейтральное	1	1
368	зримого жеста и как	1	1
369	это известного рода взаимная	1	1
370	предел до которого анекдот	1	1
371	конкретной ценностно-смысловой картины мира	1	1
372	существованию вследствие которого он	1	1
373	своего рода механизмом активизации	1	1
374	не предначертанность судьбы а	1	1
375	поучаемого это разделение иерархично	1	1
376	совершенно иной конкретной ценностно-смысловой	1	1
377	доверительной и раскованной беседы	1	1
378	так называемого чувства юмора	1	1
379	в значительной степени зависим	1	1
380	но не верифицируемым знанием	1	1
381	человека с его уникальным	1	1
382	не сводится к этим	1	1
383	здесь невозможно притчевое нормативное	1	1
384	между которыми устанавливаются отношения	1	1
385	форме определенной жанровой схемы	1	1
386	а некий нравственный закон	1	1
387	в известном смысле домонологично	1	1
388	равнодостойности сознаний встречающихся в	1	1
389	любопытство к реальному человеческому	1	1
390	позицию по отношению к	1	1
391	жеста и как бы	1	1
392	за блужданиями его под	1	1
393	анекдота выбор лексики например	1	1
394	в войне и мире	2	1
395	нарушение запрета есть профанация	1	1
396	не дает позвоночника роману	1	1
397	позицию опираясь на индивидуальный	1	1
398	не требует анекдот но	1	1
399	масштабов и соотношений такая	1	1
400	всегда преодолеваемая даль и	1	1
401	является сюжетообразующим при этом	1	1
402	коммуникативным параметрам сродни любому	1	1
403	притчи иносказательность является своего	1	1
404	с совершенно иными границами	1	1
405	но как субъекты этического	1	1
406	между вещами и ценностями	1	1
407	ночной жанр посрамляющий умершее	1	1
408	как к содержанию сказания	1	1
409	и развития самоопределяющегося субъекта	1	1
410	и составляющий морализаторскую премудрость	1	1
411	выбора осуществляется или преступается	1	1
412	смыслополагания между которыми устанавливаются	1	1
413	этим моментам родственным анекдотическому	1	1
414	всего к ценностной однозначности	1	1
415	ни к чему не	1	1
416	в просторную сферу исторического	1	1
417	к содержанию анекдота ни	1	1
418	нормативное самоотождествление с человеком	1	1
419	связаны с языком ставят	1	1
420	оно стремится к однозначности	1	1
421	но и характерное для	1	1
422	мишеля фуко представляет собой	1	1
423	собою в точке выхода	1	1
424	потому что из нас	1	1
425	притча разъединяет участников коммуникативного	1	1
426	к индивидуальной жизненной практике	1	1
427	можно даже сказать что	1	1
428	посрамление словесное кощунство и	1	1
429	судьбы а некий нравственный	1	1
430	это разделение иерархично оно	1	1
431	стремится к однозначности и	1	1
432	романного слова эта возможность	1	1
433	гегель именовал веком героев	1	1
434	совершается как бы в	1	1
435	живого голоса зримого жеста	1	1
436	благоговейного приятия и ученичества	1	1
437	голоса зримого жеста и	1	1
438	ни притча не знают	1	1
439	говорит и кому говорят	1	1
440	картина мира которая своей	1	1
441	опыта их свободного согласия	1	1
442	есть нарушение запрета есть	1	1
443	от нудительной серьезности бахтин	1	1
444	как регулятивная отношение слушателя	1	1
445	от одного сознания к	1	1
446	анекдот не знает к	1	1
447	умения отрешиться от нудительной	1	1
448	свободного согласия за которым	1	1
449	чего бы то ни	1	1
450	как бы непосредственного присутствия	1	1
451	речевой акт притчевого типа	1	1
452	необходимый фон романного видения	1	1
453	извлечения адресатом некоего ценностного	1	1
454	они едины судьба выражает	1	1
455	самобытно но и характерное	1	1
456	любой индивид чтобы быть	1	1
457	двоякий жизненный опыт запечатлеваемый	1	1
458	в себе ему надлежит	1	1
459	для притчи иносказательность является	1	1
460	приводит к интонации доверительной	1	1
461	которые лежат в основе	1	1
462	следует иметь в виду	1	1
463	картины мира с совершенно	1	1
464	в одноименной трагедии софокла	1	1
465	блужданиями его под сводами	1	1
466	в чистом виде целенаправленно	1	1
467	в классическом романе реалистической	1	1
468	позиции изобразителя жизни повествователя	1	1
469	не есть биография и	1	1
470	реальному человеческому существованию вследствие	1	1
471	перед ним определенные задания	1	1
472	необходимости ни в мире	1	1
473	быть осуществлено только самим	1	1
474	то она здесь присутствует	1	1
475	прибавить ни убавить ни	1	1
476	которыми устанавливаются отношения ценностно-смысловой	1	1
477	литературного произведения по своим	1	1
478	далеко не сводятся к	1	1
479	определенные задания реализуют в	1	1
480	я помню чудное мгновенье	1	1
481	реализуют в нем определенные	1	1
482	высказывания и в форме	1	1
483	которого анекдот легко может	1	1
484	есть принадлежат самой ситуации	1	1
485	анекдот ни притча не	1	1
486	в стилевых формах косвенной	1	1
487	в точке этого несовпадения	1	1
488	непредубежденное любопытство к реальному	1	1
489	носителей различного жизненного опыта	1	1
490	моментам родственным анекдотическому дискурсу	1	1
491	и речевой деятельности персонажа	1	1
492	его уникальным жизненным опытом	1	1
493	согласия за которым обнаруживается	1	1
494	легко может быть редуцирован	1	1
495	содержания сколько от мастерства	1	1
496	индивид чтобы быть субъектом	1	1
497	регулятивная отношение слушателя к	1	1
498	том что он не	1	1
499	мире императивной нормы ни	1	1
500	может быть проделано и	1	1
501	и в форме определенной	1	1
502	оценки и иных пространственно-временных	1	1
503	нормативное приложение запечатленного в	1	1
504	собственным смыслом ни в	1	1
505	в противоположность характеру типу	1	1
506	читатель может и не	1	1
507	родственным анекдотическому дискурсу речевая	1	1
508	далеко не сводится к	1	1
509	манифестирующего двоякий жизненный опыт	1	1
510	ощущаться завершенная и строго	1	1
511	жизни то есть субъектом	1	1
512	иного включает в себя	1	1
513	активность адресата при этом	1	1
514	одном и том же	1	1
515	текста да и персонажи	1	1
516	биография и не дает	1	1
517	прежде всего к ценностной	1	1
518	есть профанация священного новелла	1	1
519	романного видения мира романного	1	1
520	адресатом некоего ценностного урока	1	1
521	быть субъектом ролевого действия	1	1
522	до которого анекдот легко	1	1
523	сколько от мастерства рассказчика	1	1
524	интонации и оценки и	1	1
525	присутствия в мире на	1	1
526	предстают перед нами не	1	1
527	индивидуальной жизненной практике может	1	1
528	обладать собственным смыслом ни	1	1
529	заключается в том что	1	1
530	но от божья повеленья	1	1
531	восприятия со стороны адресата	1	1
532	с позиций классического реализма	1	1
533	нас самих состоят все	1	1
534	иного языка и возможность	1	1
535	ни анекдот ни притча	1	1
536	диалогизм биографического слова не	1	1
537	романного дискурса призван обладать	1	1
538	рода взаимная условленность конвенциональность	1	1
539	анекдотическому дискурсу речевая маска	1	1
540	в имени тебе моем	1	1
541	встречающихся в дискурсе речевой	1	1
542	жизненного опыта их свободного	1	1
543	речи именно диалог персонажей	1	1
544	к самому герою жизнеописания	1	1
545	фуко представляет собой позицию	1	1
546	возможна только в вероятностном	1	1
547	или сплетни то есть	1	1
548	нашего высказывания и в	1	1
549	чего анекдот не знает	1	1
550	и характерное для восприятия	1	1
551	жизнь личности совершается как	1	1
552	жанра высказывания жанр в	1	1
553	требует анекдот но без	1	1
554	персонажа то она здесь	1	1
555	не у-влекать слушателей преодолевая	1	1
556	не сводится к служебной	1	1
557	к собственной ситуации жизненного	1	1
558	было и не могло	1	1
559	от жанра высказывания жанр	1	1
560	образа и романного слова	1	1
561	эта возможность иного включает	1	1
562	обычно является сюжетообразующим при	1	1
563	установка не на раскрытие	1	1
564	зависит от жанра высказывания	1	1
565	в нем определенные возможности	1	1
566	иной интонации и оценки	1	1
567	и возможность иного языка	1	1
568	мне бог сойти с	1	1
569	жизнеописания вполне самобытно но	1	1
570	реализатором самобытного смысла развертывающейся	1	1
571	звук в архитектуру души	1	1
572	самому тогда как притчу	1	1
573	ментальной и речевой деятельности	1	1
574	представляет собой исторически продуктивный	1	1
575	подлинная жизнь личности совершается	1	1
576	мира с совершенно иными	1	1
577	в себя и возможность	1	1
578	в форме определенной жанровой	1	1
579	к иллюзии живого голоса	1	1
580	тот или иной строй	2	1
581	в точке выхода его	1	1
582	раскованной беседы автора с	1	1
583	закономерно приводит к интонации	1	1
584	как субъекты этического выбора	1	1
585	кощунство и непристойность необыкновенное	1	1
586	читателем к иллюзии живого	1	1
587	личности совершается как бы	1	1
588	субъекты смыслополагания между которыми	1	1
589	но в таком случае	1	1
590	быть проделано и рассказывающим	1	1
591	вещами и ценностями иными	1	1
592	бы непосредственного присутствия рассказчика	1	1
593	анекдот должен не у-влекать	1	1
594	жизнеописание несет в себе	1	1
595	реакцию предварительное знакомство слушателей	1	1
596	герою жизнеописания чего анекдот	1	1
597	универсального опыта к индивидуальной	1	1
598	в первую очередь по	1	1
599	ценностно-смысловой картины мира с	1	1
600	с его уникальным жизненным	1	1
601	учителя жизни постоянно переходит	1	1
602	императивной нормы ни в	1	1
603	глупость неуместность ошибка оговорка	1	1
604	в том что он	2	1
605	обладает достоверным но не	1	1
606	предварительное знакомство слушателей с	1	1
607	здесь действующие лица по	1	1
608	он от позиции учителя	1	1
609	приятия не удовлетворяясь репродуктивной	1	1
610	может и должен занять	1	1
611	сказание в известном смысле	1	1
612	включает в себя и	1	1
613	грани между индивидуальными жизнями	1	1
614	да и персонажи сказания	1	1
615	наизнанку глупость неуместность ошибка	1	1
616	между ними здесь невозможно	1	1
617	непреложный и неоспоримый круговорот	1	1
618	их отношении к предмету	1	1
619	слушатель читатель может и	1	1
620	интонации доверительной и раскованной	1	1
621	ним всегда преодолеваемая даль	1	1
622	сторону индивида и его	1	1
623	сводится к этим моментам	1	1
624	знает к его ценностно-смысловой	1	1
625	должен не у-влекать слушателей	1	1
626	они бытуют как слухи	1	1
627	выражает внеличную сторону индивида	1	1
628	что из нас самих	1	1
629	беседы автора с читателем	1	1
630	акт притчевого типа есть	1	1
631	мы имеем дело с	1	1
632	и запечатлевающий основу такой	1	1
633	моделью причастности к общему	1	1
634	дает позвоночника роману человек	1	1
635	достоверным но не верифицируемым	1	1
636	речевой деятельности персонажа то	1	1
637	чистом виде целенаправленно устремленный	1	1
638	может и не занять	1	1
639	живое непредубежденное любопытство к	1	1
640	когда мы строим свою	1	1
641	сродни любому иному роду	1	1
642	при этом и сам	1	1
643	на индивидуальный опыт чужой	1	1
644	определена как регулятивная отношение	1	1
645	правило лишь в стилевых	1	1
646	той или иной мере	1	1
647	понимание излагаемой жизни как	1	1
648	предначертанность судьбы а некий	1	1
649	притче универсального опыта к	1	1
650	к своему герою определяемое	1	1
651	именно это ощущение составляет	1	1
652	к реальному человеческому существованию	1	1
653	к другому что касается	1	1
654	свою жизненную позицию опираясь	1	1
655	недопустимая в сказании или	1	1
656	на свой опыт жизни	1	1
657	опыт запечатлеваемый и запечатлевающий	1	1
658	ни убавить ни изменить	1	1
659	только раскрывают содержание судьбы	1	1
660	иными границами между вещами	1	1
661	что касается ментальной и	1	1
662	герою определяемое отсутствием ценностной	1	1
663	комическая апофегма то есть	1	1
664	и романного слова эта	1	1
665	судьба выражает внеличную сторону	1	1
666	себя и возможность иного	1	1
667	характеру типу актанту не	1	1
668	порой фактически точными они	1	1
669	с ее иносказательностью требует	1	1
670	в евгении онегине но	1	1
671	но раз-влекать их предлагая	1	1
672	морализаторскую премудрость притчевого назидания	1	1
673	жизни постоянно переходит к	1	1
674	человеком неким ибо предметно-тематическое	1	1
675	собой позицию которую может	1	1
676	рассказывания а не ценностно	1	1
677	в другом и другого	1	1
678	сказания не от своея	1	1
679	в мире это требует	1	1
680	и проистекающим из нее	1	1
681	существенно связаны с языком	1	1
682	лишь в стилевых формах	1	1
683	и потому нейтральное к	1	1
684	видения мира романного образа	1	1
685	жанр в свою очередь	1	1
686	отношение слушателя к содержанию	1	1
687	сознаний встречающихся в дискурсе	1	1
688	подготовившем почву для жизнеописания	1	1
689	однако в отличие от	1	1
690	как правило лишь в	1	1
691	точке этого несовпадения человека	1	1
692	как уже говорилось ранее	1	1
693	слова не сводится к	1	1
694	персонажи сказания не от	1	1
695	от содержания сколько от	1	1
696	не несет в себе	1	1
697	определенной жанровой схемы и	1	1
698	для восприятия сказания или	1	1
699	острота или острота наизнанку	1	1
700	и как бы непосредственного	1	1
701	нельзя не сделав хуже	1	1
702	отрешиться от нудительной серьезности	1	1
703	события на поучающего и	1	1
704	персонажи не выбирают а	1	1
705	в таком случае его	1	1
706	и сам текст анекдота	1	1
707	запрета есть профанация священного	1	1
708	по тем или иным	1	1
709	чувства юмора умения отрешиться	1	1
710	внеличную сторону индивида и	1	1
711	индивидуальный опыт чужой жизненной	1	1
712	субъект объект и адресат	1	1
713	или субъектом инициативного самообнаружения	1	1
714	самоотождествление с человеком неким	1	1
715	повеленья сказание в известном	1	1
716	ни в мире императивной	1	1
717	случая непредсказуемое стечение обстоятельств	1	1
718	текст анекдота выбор лексики	1	1
719	из уст в уста	1	1
720	жизненный опыт запечатлеваемый и	1	1
721	предносится целое нашего высказывания	1	1
722	случайности полноценная биография возможна	1	1
723	несобственно-прямая речь включая разные	1	1
724	это игра случая непредсказуемое	1	1
725	поведение двух сыновей в	1	1
726	столько от содержания сколько	1	1
727	противоположность характеру типу актанту	1	1
728	опыта к индивидуальной жизненной	1	1
729	сказании или притче была	1	1
730	границами между вещами и	1	1
731	которую может и должен	1	1
732	их свободного согласия за	1	1
733	особое отношение к своему	1	1
734	пассивным как к содержанию	1	1
735	нечто смешное но обязательно	1	1
736	ибо предметно-тематическое содержание жизнеописания	1	1
737	адресат протороманного коммуникативного события	1	1
738	ощущение составляет необходимый фон	1	1
739	называемого чувства юмора умения	1	1
740	слова эта возможность иного	1	1
741	мира которая своей карнавальной	1	1
742	ними здесь невозможно притчевое	1	1
743	бы в точке этого	1	1
744	можно припоминая и примеряя	1	1
745	своим коммуникативным параметрам сродни	1	1
746	и прежде всего к	1	1
747	и должен занять любой	1	1
748	в мире императивной нормы	1	1
749	акте выбора осуществляется или	1	1
750	повествователя о ней установка	1	1
751	чего не требует анекдот	1	1
752	своему герою определяемое отсутствием	1	1
753	свой опыт жизни а	1	1
754	и примеряя ее содержание	1	1
755	приложение запечатленного в притче	1	1
756	неким ибо предметно-тематическое содержание	1	1
757	от героя окажется неадекватным	1	1
758	смыслов оно стремится к	1	1
759	освоена в анекдоте подготовившем	1	1
760	ценностями иными соседствами именно	1	1
761	изобразителя жизни повествователя о	1	1
762	одного сознания к другому	1	1
763	система смыслов оно стремится	1	1
764	монолог в чистом виде	1	1
765	чужой экзистенциальный опыт присутствия	1	1
766	может ощущаться завершенная и	1	1
767	отделен от своей судьбы	1	1
768	слову чего не требует	1	1
769	к однозначности и прежде	1	1
770	дискурсу речевая маска биографа	1	1
771	лексики например в значительной	1	1
772	по своим коммуникативным параметрам	1	1
773	острота наизнанку глупость неуместность	1	1
774	и слушающих общим знанием	1	1
775	хоровое слово общенародной хвалы	1	1
776	этого несовпадения человека с	1	1
777	словесное кощунство и непристойность	1	1
778	самим собою в точке	1	1
779	известного рода взаимная условленность	1	1
780	неприемлемо ни для рассказчика	1	1
781	проектировать свою жизненную позицию	1	1
782	необыкновенное в новелле есть	1	1
783	за ним всегда преодолеваемая	1	1
784	игра случая непредсказуемое стечение	1	1
785	адресата притчи может быть	1	1
786	таком случае его вступление	1	1
787	развития самоопределяющегося субъекта жизни	1	1
788	дискурса призван обладать проективной	1	1
789	взаимная условленность конвенциональность общения	1	1
790	отсутствием ценностной дистанции между	1	1
791	потому нейтральное к языку	1	1
792	в форме индивидуального речевого	1	1
793	позиция активного приятия не	1	1
794	составляет необходимый фон романного	1	1
795	то же время они	1	1
796	носителем и реализатором самобытного	1	1
797	сводится к служебной роли	1	1
798	позицию которую может и	1	1
