N	3gram	Medvedev_F	Myslijsy
127	мог бы быть	1	2
128	и во всех	1	2
129	вне связи с	1	2
130	на нее как	1	2
131	она входит в	1	2
132	к этой цели	1	2
133	но при этом	1	2
134	что в нем	2	2
135	что как бы	1	2
136	не было и	1	2
137	и в других	1	2
138	же и в	1	2
139	очевидно что в	1	2
140	в данное время	1	2
141	и там где	1	2
142	состоит в том	1	2
143	но все же	2	2
144	только то что	1	2
145	то ни было	1	2
146	это значит что	1	2
147	в целом и	1	2
148	от одного к	1	2
149	языка таким образом	1	2
150	и не может	5	2
151	в этом последнем	1	2
152	и потому не	1	2
153	может и не	1	2
154	тем что в	1	2
155	и зависит от	1	2
156	каждый из этих	1	2
157	а не как	1	2
158	и не в	2	2
159	к тому чтобы	2	2
160	во всем своем	1	2
161	в своем развитии	1	2
162	т п мы	1	2
163	мы говорим не	1	2
164	быть выведены из	1	2
165	при этом не	2	2
166	друг другу и	1	2
167	иначе как в	1	2
168	а не из	1	2
169	при известных условиях	2	2
170	он не есть	1	2
171	и до сих	2	2
172	же время и	2	2
173	в языке в	1	2
174	так же как	1	2
175	существует независимо от	1	2
176	как мы видели	5	2
177	можно было говорить	1	2
178	и в каждом	2	2
179	том случае если	1	2
180	и все остальные	1	2
181	и в истории	1	2
182	со стороны других	1	2
183	как она есть	1	1
184	в самом деле	5	1
185	но все эти	2	1
186	мере в какой	1	1
187	которое не может	1	1
188	он может и	1	1
189	есть разница между	1	1
190	каждого из них	1	1
191	несмотря на их	1	1
192	заключается именно в	1	1
193	это приводит к	2	1
194	к делу не	1	1
195	же время не	2	1
196	бы при этом	1	1
197	не приводит в	1	1
198	в других случаях	1	1
199	все это в	1	1
200	вслед за этим	1	1
201	и в этих	1	1
202	в той мере	1	1
203	в той же	2	1
204	что слово есть	1	1
205	то что он	1	1
206	к другому в	1	1
207	в душе и	1	1
208	происходит таким образом	1	1
209	место и в	1	1
210	язык как предмет	2	1
211	во всех этих	1	1
212	другу и не	1	1
213	он уже не	1	1
214	по сравнению с	1	1
215	должно было быть	1	1
216	же что и	1	1
217	как в языке	1	1
218	ничем не связанных	2	1
219	приводит к новому	1	1
220	оно должно быть	1	1
221	не была бы	1	1
222	форма и содержание	1	1
223	ее так и	1	1
224	она могла бы	1	1
225	не можем не	1	1
226	нее как на	1	1
227	их отношении к	1	1
228	совершенно справедливо говорит	1	1
229	одним словом не	1	1
230	мы замечаем что	1	1
231	его места в	1	1
232	ли можно будет	1	1
233	в том числе	1	1
234	для этого в	1	1
235	потому не могут	1	1
236	и как увидим	1	1
237	можно и должно	2	1
238	главным образом из	1	1
239	в слове не	1	1
240	во что бы	3	1
241	в строгом смысле	2	1
242	но и с	2	1
243	но даже и	2	1
244	только тем что	1	1
245	в более или	1	1
246	была бы уже	1	1
247	мы знаем что	1	1
248	что и там	1	1
249	мы различаем в	1	1
250	смысле можно говорить	1	1
251	не было как	1	1
252	не следует что	2	1
253	сознания таким образом	1	1
254	не для того	1	1
255	как в самом	1	1
256	иметь в виду	1	1
257	она не может	1	1
258	что перед нами	2	1
259	что он в	1	1
260	но ни одна	1	1
261	чтобы убедиться в	2	1
262	том числе и	1	1
263	и поэтическое произведение	1	1
264	между этими двумя	2	1
265	каждого из этих	1	1
266	в ней все	1	1
267	для нас это	1	1
268	фундамент на котором	1	1
269	как и всякая	2	1
270	и в общем	1	1
271	и в нашем	1	1
272	в отличие от	2	1
273	можно говорить о	1	1
274	что они не	1	1
275	здесь может быть	1	1
276	той мере в	1	1
277	перед нами совсем	1	1
278	до настоящего времени	3	1
279	не только на	1	1
280	и свою собственную	1	1
281	есть не что	1	1
282	роль в истории	2	1
283	остается только одно	1	1
284	как если бы	2	1
285	из всего этого	2	1
286	связей с другими	1	1
287	этого слова а	1	1
288	по этому поводу	1	1
289	а если и	1	1
290	наших отношениях к	1	1
291	языка и не	1	1
292	к вопросу о	1	1
293	все же не	1	1
294	что в первый	1	1
295	языка и т	1	1
296	бы быть только	1	1
297	той или другой	1	1
298	в какие оно	1	1
299	его место в	1	1
300	противном случае мы	1	1
301	все без исключения	1	1
302	собственном смысле этого	1	1
303	и в этой	2	1
304	в общем не	1	1
305	из нашего сознания	1	1
306	из себя как	1	1
307	их отношения к	3	1
308	то ни стало	4	1
309	и конечно не	1	1
310	каждое из этих	1	1
311	в художественном произведении	3	1
312	с тем же	1	1
313	при всем этом	1	1
314	прежде всего должны	1	1
315	его содержание не	1	1
316	большей или меньшей	1	1
317	имеет место и	1	1
318	самом начале развития	1	1
319	строгом смысле этого	1	1
320	и только потому	1	1
321	один из моментов	1	1
322	поэтического произведения от	1	1
323	не так то	1	1
324	она ни была	3	1
325	если мы в	1	1
326	бы ни были	2	1
327	содержание художественного произведения	1	1
328	в чем же	1	1
329	при помощи этого	1	1
330	различия между этими	1	1
331	в этом рассказе	1	1
332	того что язык	1	1
333	не выходя за	1	1
334	в это время	1	1
335	друг друга не	1	1
336	а не по	1	1
337	и в поэтическом	2	1
338	в каком мы	1	1
339	в их отношении	1	1
340	из основных признаков	1	1
341	и что между	1	1
342	как один из	2	1
343	оно еще не	1	1
344	еще не было	1	1
345	говорить о нем	1	1
346	и в такой	1	1
347	можно говорить лишь	1	1
348	бы она ни	3	1
349	и здесь основная	1	1
350	а все остальное	1	1
351	ему в то	1	1
352	в настоящее время	11	1
353	этой последней в	1	1
354	языка в смысле	1	1
355	что именно эти	1	1
356	прямой зависимости от	1	1
357	к дальнейшему развитию	1	1
358	вряд ли нужно	1	1
359	в эту сторону	1	1
360	в большей или	1	1
361	но что же	1	1
362	же в таком	1	1
363	и от этой	1	1
364	в результате или	1	1
365	никаких оснований для	1	1
366	что бы то	3	1
367	так как число	1	1
368	что не следует	1	1
369	художественного произведения и	2	1
370	этом смысле мы	1	1
371	и еще более	1	1
372	одним из первых	1	1
373	языка не может	1	1
374	упуская из виду	1	1
375	так и на	1	1
376	это и не	1	1
377	самом деле в	1	1
378	этого слова но	1	1
379	не сам по	1	1
380	из них новые	1	1
381	продолжает жить и	1	1
382	убедиться в этом	2	1
383	слово с его	1	1
384	и может стать	1	1
385	в самом зародыше	1	1
386	может быть признана	1	1
387	же как и	1	1
388	области гуманитарных наук	1	1
389	эти явления и	1	1
390	во всех их	1	1
391	всего того что	1	1
392	можем судить о	1	1
393	все в нем	1	1
394	должно быть отнесено	1	1
395	тем что оно	2	1
396	сказать что и	1	1
397	и в какой	2	1
398	этого еще мало	1	1
399	то что они	1	1
400	в слове в	1	1
401	или же в	1	1
402	и не менее	3	1
403	история литературы не	1	1
404	в виду что	1	1
405	если представить себе	1	1
406	нет и не	2	1
407	в истории литературы	4	1
408	и ближайшим образом	1	1
409	он был бы	1	1
410	если же он	1	1
411	сводится к тому	2	1
412	было бы сказать	1	1
413	всего должны быть	1	1
414	в самом языке	3	1
415	от действительности в	1	1
416	может быть и	4	1
