N	2gram	Vygotskiy_	RusskieA
694	что каждый	1	2
695	чтобы получить	1	2
696	какой-то особой	1	2
697	представлений и	1	2
698	основана на	1	2
699	однако не	1	2
700	дело в	2	2
701	виду что	1	2
702	очень много	1	2
703	в стороне	1	2
704	случае не	2	2
705	и без	3	2
706	этой цели	1	2
707	мнение что	1	2
708	не дают	1	2
709	что им	1	2
710	у древних	1	2
711	можно показать	3	2
712	должен быть	2	2
713	который пишет	1	2
714	особенно в	1	2
715	и вообще	3	2
716	чтобы сделать	1	2
717	что эти	3	2
718	еще до	1	2
719	разница между	3	2
720	а как	2	2
721	само собой	1	2
722	из ряда	1	2
723	к материалу	1	2
724	ту или	2	2
725	другой в	2	2
726	в частности	6	2
727	не оставляет	1	2
728	составные части	1	2
729	только у	1	2
730	в пределах	1	2
731	значение слова	1	2
732	отношение к	3	2
733	и назначение	1	2
734	для такого	2	2
735	сами и	1	2
736	же можно	1	2
737	к новому	1	2
738	в новой	2	2
739	в ту	1	2
740	если она	2	2
741	этому вопросу	1	2
742	дело здесь	1	2
743	за счет	1	2
744	и наконец	2	2
745	в той	2	1
746	что было	1	1
747	в самом	18	1
748	собой совершенно	1	1
749	могут иметь	1	1
750	цель этих	1	1
751	в центре	1	1
752	еще раз	1	1
753	религии и	1	1
754	те или	1	1
755	и очень	2	1
756	еще более	2	1
757	указывает на	6	1
758	зерна с	1	1
759	только что	3	1
760	или других	1	1
761	и пришли	1	1
762	производилось в	1	1
763	она начинает	2	1
764	случае мы	1	1
765	себе целью	1	1
766	в египетской	1	1
767	и другую	2	1
768	в применении	2	1
769	который должен	1	1
770	до самого	1	1
771	из всех	4	1
772	выступают в	1	1
773	формы в	6	1
774	в нашу	1	1
775	и был	1	1
776	думается что	3	1
777	изучения не	2	1
778	те же	9	1
779	направлений в	2	1
780	потому не	4	1
781	него в	2	1
782	не являются	1	1
783	того общего	1	1
784	совершенно ясен	1	1
785	ссылкой на	1	1
786	только из	9	1
787	быть может	2	1
788	именно эти	3	1
789	литературная форма	1	1
790	не бывает	1	1
791	исторического развития	1	1
792	тогда только	1	1
793	этом основании	1	1
794	границы между	1	1
795	в борьбе	1	1
796	в ближайшем	1	1
797	в первом	1	1
798	вот что	2	1
799	и сам	3	1
800	жизнь в	1	1
801	на такой	2	1
802	каким образом	3	1
803	происходит не	1	1
804	наиболее распространенная	1	1
805	форму и	4	1
806	мы и	1	1
807	не составляют	1	1
808	на содержании	1	1
809	другую сторону	2	1
810	развития но	1	1
811	и должен	1	1
812	его на	1	1
813	в собственном	4	1
814	всегда в	1	1
815	странным образом	1	1
816	одновременно и	1	1
817	себя к	1	1
818	те мыслительные	1	1
819	зависят от	2	1
820	как более	1	1
821	своих поэтических	1	1
822	но у	1	1
823	а нечто	1	1
824	может дать	2	1
825	которое не	1	1
826	за ней	1	1
827	целым рядом	2	1
828	мир и	1	1
829	служить только	1	1
830	различные формы	1	1
831	других так	1	1
832	вносят в	1	1
833	не сумела	1	1
834	а вместе	1	1
835	и общую	1	1
836	составляет предмет	3	1
837	эта точка	1	1
838	если при	2	1
839	заключение что	1	1
840	и того	1	1
841	к теории	1	1
842	нам не	1	1
843	одного и	2	1
844	совершенно ином	1	1
845	некоторая часть	1	1
846	не непосредственно	1	1
847	было в	1	1
848	не могли	4	1
849	в объяснении	2	1
850	по тем	1	1
851	применении к	2	1
852	которой он	2	1
853	той и	1	1
854	наоборот он	1	1
855	что всякое	7	1
856	и разнообразны	1	1
857	хотя бы	4	1
858	предметом изучения	1	1
859	это делается	1	1
860	отношение и	2	1
861	выходит из	1	1
862	все свои	1	1
863	часто в	2	1
864	в другом	1	1
865	стоят в	1	1
866	являются не	2	1
867	мы очень	1	1
868	из их	2	1
869	с теорией	3	1
870	из своего	1	1
871	по учению	3	1
872	может служить	3	1
873	указать что	1	1
874	за собой	1	1
875	точно так	6	1
876	приходит к	5	1
877	а между	1	1
878	и была	2	1
879	говорит что	10	1
880	производительных сил	2	1
881	его по	1	1
882	с общей	1	1
883	не вполне	1	1
884	губернии с	1	1
885	отметить что	2	1
886	той которая	1	1
887	и литературных	1	1
888	за тридевять	1	1
889	не приходится	1	1
890	быть признан	1	1
891	нам что	1	1
892	и называются	1	1
893	ни одного	1	1
894	глаза когда	1	1
895	совершенно ясна	1	1
896	которого они	1	1
897	ней и	1	1
898	можем предположить	1	1
899	наряду с	3	1
900	в мировом	1	1
901	без ответа	1	1
902	теории не	1	1
903	а только	4	1
904	такая же	1	1
905	к которому	1	1
906	с этими	1	1
907	во времена	1	1
908	все время	6	1
909	они сами	2	1
910	согласиться с	2	1
911	если эта	1	1
912	этой роли	1	1
913	если присмотреться	1	1
914	даже у	1	1
915	того же	3	1
916	чем это	2	1
917	случае когда	1	1
918	и становится	1	1
919	едва ли	5	1
920	что обычно	1	1
921	образом на	1	1
922	же представления	1	1
923	гораздо более	2	1
924	пения и	1	1
925	с ранним	1	1
926	представить себе	5	1
927	он имел	1	1
928	на почве	3	1
929	этого и	1	1
930	труда и	1	1
931	и музыки	2	1
932	сущность его	1	1
933	которой оно	2	1
934	оно совершенно	2	1
935	и мы	6	1
936	по преимуществу	2	1
937	хотелось бы	1	1
938	к помощи	2	1
939	о двух	1	1
940	которое он	2	1
941	совершенно другой	3	1
942	похожи на	1	1
943	и эту	1	1
944	своему содержанию	1	1
945	указать на	1	1
946	даже к	1	1
947	не всякое	1	1
948	в состоянии	4	1
949	что уже	1	1
950	жизни человека	1	1
951	первый раз	2	1
952	однако задача	1	1
953	несколько иным	1	1
954	объяснение в	1	1
955	из того	2	1
956	и основной	1	1
957	народной жизни	1	1
958	гоголь в	1	1
959	на этих	1	1
960	это обстоятельство	3	1
961	аналогии с	2	1
962	за эти	1	1
963	они в	2	1
964	что исследователь	1	1
965	это слово	1	1
966	с зелеными	1	1
967	они будут	1	1
968	подходят к	2	1
969	принадлежащий к	1	1
970	так не	1	1
971	формах в	1	1
972	подходит к	2	1
973	детская игра	1	1
974	не была	1	1
975	существу одна	1	1
976	и всюду	1	1
977	в результате	4	1
978	его значении	1	1
979	не о	1	1
980	говорит в	1	1
981	далее он	1	1
982	не очень	1	1
983	психологическую теорию	1	1
984	все по	1	1
985	с двумя	2	1
986	что его	5	1
987	есть один	1	1
988	по аналогии	1	1
989	свой смысл	1	1
990	что не	2	1
991	на какую	1	1
992	но для	1	1
993	от самих	1	1
994	не оправдывает	1	1
995	в одни	1	1
996	что тема	1	1
997	к сожалению	1	1
998	указывает что	4	1
999	время как	6	1
1000	прибавить что	1	1
1001	из чего	1	1
1002	не есть	4	1
1003	из главных	1	1
1004	и горе	1	1
1005	даже не	1	1
1006	одном из	2	1
1007	выводы и	1	1
1008	менее ясна	1	1
1009	и характер	3	1
1010	правильно говорит	1	1
1011	что наука	2	1
1012	против изучения	1	1
1013	себе и	2	1
1014	точек зрения	3	1
1015	в сторону	1	1
1016	хотя оно	1	1
1017	а другой	3	1
1018	что следовательно	3	1
1019	из белого	2	1
1020	всех народов	1	1
1021	вопроса о	1	1
1022	есть особый	2	1
1023	а потом	1	1
1024	верно что	1	1
1025	и мир	1	1
1026	смысл и	2	1
1027	до самой	1	1
1028	человек как	1	1
1029	выражение в	1	1
1030	д с	1	1
1031	для его	1	1
1032	ему в	1	1
1033	приводит его	1	1
1034	под этой	1	1
1035	а следовательно	1	1
1036	такому же	1	1
1037	предполагает что	1	1
1038	который без	1	1
1039	или это	1	1
1040	очень часто	4	1
1041	сцену в	1	1
1042	близко к	1	1
1043	зрения в	1	1
1044	по пути	1	1
1045	не играют	1	1
1046	теперь уже	1	1
1047	оснований для	1	1
1048	уже к	1	1
1049	объясняется и	2	1
1050	и чтобы	1	1
1051	говорит один	1	1
1052	этого взгляда	1	1
1053	на долю	2	1
1054	какие-либо выводы	1	1
1055	не будет	4	1
1056	здесь на	1	1
1057	к такой	1	1
1058	или совсем	1	1
1059	на нем	2	1
1060	и первую	1	1
1061	если же	3	1
1062	должны быть	6	1
1063	всех других	2	1
1064	через нее	1	1
1065	и та	1	1
1066	при такой	2	1
1067	один раз	1	1
1068	не могла	1	1
1069	почти всегда	3	1
1070	а третий	1	1
1071	будто совершенно	1	1
1072	и хотя	1	1
1073	от страха	1	1
1074	в нее	2	1
1075	что бы	2	1
1076	сперва в	1	1
1077	огромные заслуги	1	1
1078	могла бы	1	1
1079	другому и	1	1
1080	он в	2	1
1081	заставляет думать	1	1
1082	буквальный смысл	1	1
1083	однако в	2	1
1084	найти в	2	1
1085	форм есть	1	1
1086	каждый человек	1	1
1087	о его	2	1
1088	подобной же	1	1
1089	приводят к	1	1
1090	есть вместе	1	1
1091	течение воды	1	1
1092	и почему	1	1
1093	в первой	1	1
1094	и есть	5	1
1095	всего объясняется	1	1
1096	в черных	1	1
1097	теми же	2	1
1098	в общем	2	1
1099	ей не	1	1
1100	всю жизнь	2	1
1101	деле это	1	1
1102	до наших	1	1
1103	что без	3	1
1104	иной раз	1	1
1105	с того	2	1
1106	основываясь на	1	1
1107	бы ни	2	1
1108	которые были	1	1
1109	композиции и	1	1
1110	объясняется почему	1	1
1111	легче всего	6	1
1112	и чем	1	1
1113	он полагает	1	1
1114	имеет свою	1	1
1115	каждого из	3	1
1116	смысл в	1	1
1117	же цель	1	1
1118	которого она	1	1
1119	что до	1	1
1120	пришел к	2	1
1121	и самый	1	1
1122	что делают	1	1
1123	в статье	1	1
1124	можно только	1	1
1125	всем другим	1	1
1126	нас при	1	1
1127	к такому	1	1
1128	нет на	1	1
1129	собственном смысле	3	1
1130	бывает и	1	1
1131	ее а	1	1
1132	во втором	1	1
1133	образом и	4	1
1134	взгляд на	2	1
1135	он уже	1	1
1136	как одна	2	1
1137	и воем	1	1
1138	самих себя	1	1
1139	тенденция в	1	1
1140	в углу	1	1
1141	непосредственно не	1	1
1142	безотносительно к	1	1
1143	так с	1	1
1144	переходит в	1	1
1145	должна быть	3	1
1146	которых мы	4	1
1147	был бы	6	1
1148	двери и	3	1
1149	для себя	2	1
1150	оно было	2	1
1151	и дает	1	1
1152	процессы которые	1	1
1153	форма все	1	1
1154	мы получаем	4	1
1155	что цель	1	1
1156	очень верно	1	1
1157	понимал и	1	1
1158	сюда относится	1	1
1159	что бывает	1	1
1160	он что	1	1
1161	эти знаки	1	1
1162	никак не	7	1
1163	сам по	4	1
1164	здесь он	1	1
1165	он на	1	1
1166	одном и	1	1
1167	что большинство	1	1
1168	равным образом	3	1
1169	показывают как	1	1
1170	как воплощение	1	1
1171	ни в	9	1
1172	однако он	1	1
1173	но этого	1	1
1174	это есть	6	1
1175	оставаться в	1	1
1176	целом ряде	2	1
1177	и вновь	2	1
1178	или другого	1	1
1179	совершенно иное	1	1
1180	не могут	6	1
1181	следующими словами	1	1
1182	нас от	2	1
1183	со всеми	5	1
1184	не прием	1	1
1185	который показывает	1	1
1186	от своего	1	1
1187	смысла и	1	1
1188	как при	1	1
1189	на месте	1	1
1190	это выражение	1	1
1191	к которым	4	1
1192	то увидим	1	1
1193	указания что	1	1
1194	как о	1	1
1195	игры с	1	1
1196	с такими	1	1
1197	может стать	3	1
1198	для каждого	1	1
1199	которые могут	2	1
1200	состоит из	2	1
1201	и просто	1	1
1202	теорию по	1	1
1203	и плясовых	1	1
1204	в теорию	1	1
1205	явлений и	3	1
1206	форме а	1	1
1207	обстоятельство не	1	1
1208	совершенно такие	1	1
1209	можно найти	1	1
1210	работ в	1	1
1211	зависимости от	7	1
1212	не до	1	1
1213	в те	1	1
1214	из которого	6	1
1215	них по	2	1
1216	со стороны	5	1
1217	это составляет	1	1
1218	со слов	1	1
1219	мыслительные процессы	3	1
1220	знает что	1	1
1221	во сне	2	1
1222	здесь нет	1	1
1223	количество таких	1	1
1224	редко и	1	1
1225	человека и	3	1
1226	который он	3	1
1227	составляют часть	1	1
1228	из круга	1	1
1229	еще и	1	1
1230	ни на	3	1
1231	раз все	1	1
1232	бы с	1	1
1233	если смысл	2	1
1234	что мы	9	1
1235	видим что	5	1
1236	в очень	2	1
1237	тех же	2	1
1238	в глубоком	1	1
1239	праздник и	1	1
1240	в роли	1	1
1241	совпадает с	4	1
1242	и между	1	1
1243	основ в	1	1
1244	что самое	4	1
1245	в значительной	1	1
1246	на том	2	1
1247	наконец в	2	1
1248	это все	3	1
1249	это только	4	1
1250	онегине и	1	1
1251	только способность	1	1
1252	с а	2	1
1253	а может	1	1
1254	он просто	1	1
1255	только один	2	1
1256	находящихся в	1	1
1257	теории в	1	1
1258	народа к	1	1
1259	отношении к	3	1
1260	материал не	3	1
1261	и об	2	1
1262	говорят что	1	1
1263	о своем	1	1
1264	от других	3	1
1265	не потому	3	1
1266	вслед за	10	1
1267	на картине	1	1
1268	против такого	1	1
1269	большей частью	3	1
1270	и целый	1	1
1271	в совершенно	5	1
1272	не без	1	1
1273	при помощи	27	1
1274	орловской губернии	2	1
1275	знаем что	4	1
1276	в каком	3	1
1277	в силе	1	1
1278	зрения стоит	1	1
1279	затем уже	1	1
1280	он дает	3	1
1281	не встречается	1	1
1282	о таких	1	1
1283	таким путем	6	1
1284	на более	1	1
1285	их значение	1	1
1286	это вытекает	1	1
1287	слово с	1	1
1288	без всякого	2	1
1289	не касаясь	1	1
1290	в данной	1	1
1291	указывают на	2	1
1292	ее не	1	1
1293	д т	1	1
1294	тем же	4	1
1295	и служит	1	1
1296	принадлежит к	1	1
1297	их с	2	1
1298	одной из	1	1
1299	смотрят на	1	1
1300	что я	4	1
1301	форма и	1	1
1302	скрывается в	1	1
1303	творчества а	1	1
1304	только при	4	1
1305	в сознании	6	1
1306	он может	1	1
1307	бы как	1	1
1308	в немецкой	2	1
1309	на губах	1	1
1310	держа в	1	1
1311	то как	4	1
1312	русском языке	3	1
