N	2gram	Bakhtin_Pr	VeschiIm
257	то это	1	5
258	мы ее	1	5
259	как она	2	5
260	об этом	4	5
261	должен быть	1	5
262	кроме того	3	5
263	в мысли	1	5
264	имеет смысл	2	5
265	тому как	5	5
266	мы должны	6	5
267	быть и	1	5
268	если же	3	5
269	или как	5	5
270	на это	2	5
271	что для	4	5
272	же это	2	5
273	для этого	4	5
274	в чисто	2	5
275	от всякого	1	4
276	в особенности	2	4
277	и от	3	4
278	образом и	1	4
279	переходит в	2	4
280	еще более	1	4
281	с самим	3	4
282	говорит о	1	4
283	более или	1	4
284	этой точки	3	4
285	равно как	1	4
286	есть в	10	4
287	если это	1	4
288	она является	2	4
289	то время	3	4
290	смысл ее	1	4
291	его на	2	4
292	с ними	3	4
293	нельзя и	1	4
294	ведь не	1	4
295	с этим	2	4
296	во всяком	5	4
297	его и	4	4
298	не существует	1	4
299	социальной действительности	2	4
300	в основе	6	4
301	и более	2	4
302	в котором	6	4
303	того чтобы	5	4
304	так чтобы	3	4
305	я называю	1	4
306	вы говорите	1	4
307	о них	2	4
308	отношении к	3	4
309	же время	10	4
310	так же	10	4
311	при помощи	1	4
312	только это	1	4
313	точке зрения	5	4
314	так то	1	4
315	и еще	2	4
316	она может	1	4
317	ее как	3	4
318	на него	4	4
319	находится в	2	4
320	что все	5	4
321	слово и	1	4
322	что именно	2	4
323	а следовательно	1	4
324	нею и	1	4
325	тот же	4	4
326	не то	1	4
327	то в	1	4
328	сам себя	1	4
329	и вот	4	4
330	к себе	2	4
331	в качестве	1	4
332	себя самого	5	4
333	так и	13	4
334	и сама	1	4
335	же не	1	4
336	в их	5	4
337	однако не	2	4
338	и притом	3	4
339	как таковая	1	4
340	и эта	3	4
341	в конце	9	4
342	судить о	1	4
343	смысле и	1	4
344	время как	2	4
345	не предполагает	1	4
346	и оно	2	4
347	что только	1	4
348	или менее	1	4
349	и у	6	4
350	сущность но	1	4
351	мы можем	3	4
352	на этом	1	4
353	не было	5	4
354	который мы	2	4
355	себе то	1	4
356	он не	11	4
357	оно и	1	4
358	но только	3	4
359	веры в	1	4
360	и сам	5	4
361	только то	3	4
362	по своей	1	4
363	в этой	5	4
364	отношение к	4	4
365	к ней	1	4
366	и о	5	4
367	и чем	1	4
368	само по	4	4
369	и самое	4	3
370	тогда что	1	3
371	только что	3	3
372	можно и	1	3
373	на ее	2	3
374	была бы	5	3
375	случае не	1	3
376	к смысловой	1	3
377	из которых	3	3
378	из того	1	3
379	другой стороны	3	3
380	нет никакого	1	3
381	и само	2	3
382	себе не	1	3
383	в своих	5	3
384	сами по	4	3
385	если не	2	3
386	но все	8	3
387	заключается в	3	3
388	из самых	1	3
389	себя как	5	3
390	сущности не	1	3
391	этот тип	1	3
392	отношения к	4	3
393	как личность	1	3
394	самой действительности	2	3
395	понимания и	2	3
396	как в	10	3
397	жизни в	3	3
398	не имеет	2	3
399	от его	1	3
400	по самому	1	3
401	он есть	5	3
402	образ действительности	2	3
403	явлений и	1	3
404	к тому	1	3
405	чем бы	1	3
406	перед нами	8	3
407	от этого	2	3
408	и нет	2	3
409	действительности в	1	3
410	перестает быть	4	3
411	не является	2	3
412	к другой	1	3
413	принципиально не	2	3
414	но даже	1	3
415	вот почему	3	3
416	у меня	4	3
417	из его	4	3
418	другой вопрос	1	3
419	с которой	4	3
420	не понимает	1	3
421	для меня	2	3
422	только один	2	3
423	явления но	1	3
424	только на	1	3
425	я это	2	3
426	чтобы она	1	3
427	превращается в	4	3
428	из основных	1	3
429	а только	3	3
430	в истории	3	3
431	тогда как	1	3
432	и во	2	3
433	но именно	5	3
434	есть конечно	1	3
435	не все	2	3
436	только с	2	3
437	казалось бы	1	3
438	нельзя сказать	1	3
439	в самой	10	3
440	в другом	1	3
441	к нему	13	3
442	и всякий	1	3
443	на язык	1	3
444	не можем	1	3
445	с одной	1	3
446	он становится	1	3
447	нет это	1	3
448	у него	9	3
449	в виде	1	3
450	но он	3	3
451	или в	2	3
452	и образ	1	3
453	раз навсегда	1	3
454	по существу	5	3
455	вот это	1	3
456	чтобы быть	2	3
457	и она	1	3
458	же как	5	3
459	и понимания	3	3
460	но уже	1	3
461	идеи и	2	3
462	свое выражение	1	3
463	а так	1	3
464	тем более	2	3
465	той или	3	3
466	ему не	2	3
467	к одному	1	3
468	выражение в	6	3
469	но как	4	3
470	и эти	1	3
471	а с	4	3
472	мы уже	4	3
473	и ни	1	3
474	общение между	1	3
475	есть как	1	3
476	только их	1	3
477	в частности	2	3
478	не относится	1	3
479	в науке	2	3
480	это однако	1	3
481	стало быть	2	3
482	что из	3	3
483	человека и	2	3
484	для того	3	3
485	могла бы	1	3
486	я в	1	3
487	однако в	2	3
488	как вещи	1	3
489	то их	1	3
490	все еще	2	3
491	из этого	1	3
492	бы ни	1	3
493	оно может	2	3
494	быть совершенно	1	3
495	может и	1	3
496	бы я	1	3
497	в целом	8	3
498	я сам	1	3
499	мы видели	3	3
500	не к	1	3
501	к другому	2	3
502	во всем	1	2
503	и к	5	2
504	к такому	1	2
505	от нее	1	2
506	не так	3	2
507	мы подходим	1	2
508	и другие	4	2
509	является в	1	2
510	никак нельзя	2	2
511	а потому	4	2
512	во втором	1	2
513	и уже	3	2
514	которая была	1	2
515	еще раз	3	2
516	можно говорить	2	2
517	и мира	1	2
518	и на	15	2
519	вне себя	1	2
520	же и	2	2
521	то есть	64	2
522	тех кто	1	2
523	связан с	1	2
524	или иных	1	2
525	в применении	1	2
526	тому что	3	2
527	это уже	1	2
528	нужно сказать	2	2
529	не как	15	2
530	поэтому в	2	2
531	говорите что	1	2
532	себя я	1	2
533	одно из	2	2
534	не столько	3	2
535	подходит к	5	2
536	и делает	1	2
537	и ничего	1	2
538	не на	6	2
539	поэтому и	3	2
540	все то	5	2
541	конечно и	5	2
542	в первом	3	2
543	с ней	1	2
544	следовательно в	1	2
545	на такой	1	2
546	по природе	4	2
547	в россии	1	2
548	существенно и	3	2
549	именно в	8	2
550	но самое	1	2
551	тем самым	3	2
552	как не	9	2
553	к его	1	2
554	быть понято	1	2
555	и так	1	2
556	в одно	1	2
557	в слове	1	2
558	где она	2	2
559	приводит к	4	2
560	почти все	1	2
561	о котором	1	2
562	знает что	1	2
563	на их	1	2
564	нем нет	1	2
565	иметь никакого	1	2
566	сразу и	1	2
567	а что	2	2
568	и того	1	2
569	надо быть	1	2
570	то он	3	2
571	человеческой мысли	2	2
572	тем или	2	2
573	совершенно в	1	2
574	или другим	1	2
575	видим что	2	2
576	силы и	1	2
577	действительности как	1	2
578	тип не	1	2
579	только как	1	2
580	ничто не	1	2
581	но эти	2	2
582	это только	1	2
583	но лишь	1	2
584	осмысления и	1	2
585	из самого	2	2
586	бы только	1	2
587	что если	4	2
588	со всей	2	2
589	но они	4	2
590	очень хорошо	1	2
591	себе и	3	2
592	не обязательно	1	2
593	конечно не	7	2
594	ли вы	4	2
595	с другою	2	2
596	чем не	1	2
597	же вы	3	2
598	не я	1	2
599	и формы	1	2
600	на более	1	2
601	может ли	1	2
602	каждой из	1	2
603	на две	1	2
604	в данной	1	2
605	тем же	1	2
606	том чтобы	1	2
607	быть в	2	2
608	же она	1	2
609	то она	1	2
610	и относится	1	2
611	бы сказать	1	2
612	исходит из	3	2
613	здесь не	2	2
614	не стоит	1	2
615	с его	14	2
616	он сам	9	2
617	реальность и	1	2
618	к этому	6	2
619	друг с	4	2
620	всяком случае	3	2
621	у них	1	2
622	очень тонкой	1	2
623	к этим	2	2
624	не из	3	2
625	в особом	3	2
626	образ в	2	2
627	ними в	1	2
628	бы его	1	2
629	точку зрения	9	2
630	едва ли	1	2
631	к учению	1	2
632	меня не	1	2
633	той же	7	2
634	воздерживается от	2	2
635	ее и	2	2
636	но на	2	2
637	в более	1	2
638	него как	1	2
639	образа с	1	2
640	по преимуществу	3	2
641	диалектика и	1	2
642	в научной	1	2
643	она и	3	2
644	смысл может	1	2
645	данном случае	3	2
646	на вопрос	2	2
647	но из	1	2
648	ее на	1	2
649	первом случае	1	2
650	зависит от	1	2
651	уже в	9	2
652	есть у	2	2
653	обе эти	1	2
654	на столе	1	2
655	в состоянии	1	2
656	получает в	1	2
657	действительность а	1	2
658	есть его	1	2
659	в определенном	1	2
660	к истории	1	2
661	так в	1	2
662	этом отношении	7	2
663	он и	9	2
664	которого я	1	2
665	в воздухе	1	2
666	для нас	3	2
667	в каком-нибудь	1	2
668	сознания и	9	2
669	слово в	3	2
670	и человек	2	2
671	существует только	2	2
672	связи с	1	2
673	бы к	2	2
674	не о	3	2
675	и можно	1	2
676	установки и	1	2
677	в виду	2	2
678	но эта	4	2
679	на нее	1	2
680	же по	3	2
681	в бытии	1	2
682	бытия в	3	2
683	да я	1	2
684	может в	1	2
685	в сферу	1	2
686	но ведь	4	2
687	но зато	1	2
688	и прежде	2	2
689	можно выразить	1	2
690	является не	3	2
691	же точно	1	2
692	живой и	1	2
693	следовательно и	2	2
694	как ее	2	2
695	и со	3	2
696	приводит их	1	2
697	того и	1	2
698	зрения и	2	2
699	навсегда и	1	2
700	предмету и	1	2
701	это было	3	2
702	же касается	1	2
703	как принцип	1	2
704	с другом	4	2
705	это тоже	1	2
706	раз и	4	2
707	до последней	1	2
708	проявляется и	1	2
709	она только	1	2
710	жизнь не	1	2
711	определенном направлении	1	2
712	мере в	1	2
713	выражение и	1	2
714	здесь как	1	2
715	человека в	8	2
716	для его	4	2
717	и быть	1	2
718	но с	4	2
719	только к	1	2
720	в полной	1	2
721	жизнь и	3	2
722	он говорит	3	2
723	и понимает	3	2
724	которую мы	1	2
725	мы говорили	1	2
726	привело бы	1	2
727	именно потому	3	2
728	отличен от	1	2
729	ту же	1	2
730	природе своей	3	2
731	совсем не	1	2
732	части и	1	2
733	е и	1	2
734	я бы	1	2
735	что эта	1	2
736	и та	1	2
737	как он	5	2
738	что образ	2	2
739	очень интересный	1	2
740	в начале	3	2
741	или его	1	2
742	стороны и	1	2
743	этом смысле	12	2
744	человека по	2	2
745	далеко не	3	2
746	лишь как	6	2
747	личность как	1	2
748	но тут	1	2
749	признать что	1	2
750	она была	1	2
751	меняется и	1	2
752	а вы	1	2
753	всего то	1	2
754	знает и	2	2
755	истории и	1	2
756	подходим к	1	2
757	и вне	2	2
758	это вовсе	2	2
759	они тоже	1	2
760	наряду с	1	2
761	та или	1	2
762	его как	6	2
763	действительности не	1	2
764	для такого	2	2
765	слова в	4	2
766	абстрактный момент	1	2
767	в первой	3	2
768	ярко в	1	2
769	что о	1	2
770	говорить об	2	2
771	же мы	2	2
772	как будто	4	2
773	есть все	1	2
774	конце концов	7	2
775	себе как	1	2
776	гораздо более	1	2
777	но для	2	2
778	мы сказали	2	2
779	сливаются в	1	2
780	что на	1	2
781	самим собою	3	2
782	одной и	1	1
783	но потому	2	1
784	что было	4	1
785	в категории	1	1
786	было так	1	1
787	нет а	1	1
788	слова это	1	1
789	личности это	2	1
790	в единую	1	1
791	когда уже	1	1
792	до сих	3	1
793	от несущественного	1	1
794	него только	1	1
795	его нет	1	1
796	трактует в	1	1
797	человеческой жизни	4	1
798	та же	1	1
799	отвечает на	1	1
800	мы и	2	1
801	зрения на	12	1
802	этого в	2	1
803	что касается	1	1
804	они и	3	1
805	что почти	1	1
806	как таковой	2	1
807	от жизни	1	1
808	ней не	1	1
809	говорю о	1	1
810	построение не	1	1
811	них в	2	1
812	и свою	2	1
813	установить с	1	1
814	на западе	2	1
815	к этой	1	1
816	жизни а	2	1
817	которая в	1	1
818	в основном	2	1
819	почти не	1	1
820	как существенный	1	1
821	умы и	1	1
822	теперь что	1	1
823	впервые и	1	1
824	значит говорить	1	1
825	его с	2	1
826	был бы	6	1
827	ним и	4	1
828	уж и	1	1
829	из таких	1	1
830	ними существует	1	1
831	всей жизни	1	1
832	и должно	1	1
833	именно к	2	1
834	образа и	1	1
835	дана как	2	1
836	даже в	7	1
837	из всех	1	1
838	эта новая	3	1
839	работ по	1	1
840	они уже	4	1
841	всегда стремится	1	1
842	быть а	1	1
843	свою мысль	2	1
844	поставить и	1	1
845	или нет	1	1
846	их жизни	2	1
847	строго говоря	1	1
848	в некоторых	1	1
849	какой бы	2	1
850	мы замечаем	1	1
851	так можно	1	1
852	человеческом я	1	1
853	что человек	1	1
854	же нам	1	1
855	этот принцип	3	1
856	и духовное	1	1
857	и является	1	1
858	не хочет	1	1
859	впрочем и	1	1
860	не подозревает	1	1
861	только тот	1	1
862	социальной жизни	2	1
863	единым и	1	1
864	от другого	1	1
865	силой и	1	1
866	только за	1	1
867	нами в	5	1
868	именно эти	1	1
869	но чтобы	1	1
870	мы даем	1	1
871	в живом	1	1
872	него нет	3	1
873	всего она	1	1
874	под этим	2	1
875	думаем что	1	1
876	же основной	2	1
877	со всеми	1	1
878	в них	5	1
879	есть а	2	1
880	и самая	1	1
881	частности и	1	1
882	и хотел	1	1
883	стоит в	1	1
884	в духе	3	1
885	их сущность	1	1
886	здесь мы	3	1
887	мы понимаем	1	1
888	он остается	2	1
889	находим у	1	1
890	вслед за	1	1
891	надо чтобы	1	1
892	в чистую	1	1
893	чтобы эти	1	1
894	и единство	2	1
895	имеет значение	2	1
896	с таким	1	1
897	или от	1	1
898	их и	3	1
899	его собственная	1	1
900	в моем	1	1
901	и тонкости	1	1
902	та точка	1	1
903	о самом	1	1
904	происходит не	1	1
905	не условный	1	1
906	как при	1	1
907	можно даже	1	1
908	и полное	1	1
909	идея может	5	1
910	форму и	2	1
911	динамика и	1	1
912	где они	1	1
913	вы мне	1	1
914	уже на	1	1
915	из всего	2	1
916	же самый	1	1
917	и действительно	1	1
918	героев и	7	1
919	тип с	1	1
920	и должен	1	1
921	так это	1	1
922	и целое	1	1
923	устойчивое и	1	1
924	именно и	2	1
925	необходимо для	1	1
926	и выбрали	1	1
927	к самому	1	1
928	как момент	1	1
929	с такими	2	1
930	может стать	1	1
931	духа в	1	1
932	а именно	4	1
933	и иваном	2	1
934	на эту	1	1
935	которого является	1	1
936	быть вы	1	1
937	имеет под	1	1
938	в которых	2	1
939	том смысле	1	1
940	только ее	1	1
941	в словах	2	1
942	сознания вообще	3	1
943	ничего в	1	1
944	чисто смысловое	1	1
945	по этим	1	1
946	но у	5	1
947	ли он	2	1
948	теперь только	1	1
949	собою в	2	1
950	зависимости от	5	1
951	в нее	1	1
952	этот образ	1	1
953	из которого	2	1
954	с большей	1	1
955	мир и	6	1
956	и отдельных	1	1
957	которая не	2	1
958	кем бы	1	1
959	отсюда вытекает	1	1
960	ничего общего	1	1
961	наиболее для	1	1
962	на первый	1	1
963	диалога не	2	1
964	потому она	1	1
965	в аспекте	1	1
966	совершенно безразлично	1	1
967	к той	2	1
968	я говорю	1	1
969	также что	1	1
970	частей и	1	1
971	в дальнейшем	2	1
972	подозревает о	1	1
973	других исследователей	1	1
974	и открыто	1	1
975	понимает и	2	1
976	остановиться несколько	1	1
977	и резко	1	1
978	сделать в	1	1
979	ни понимать	1	1
980	они ничего	1	1
981	понятно что	1	1
982	тоже как	1	1
983	наконец и	1	1
984	было не	1	1
985	которые не	1	1
986	восприятия и	1	1
987	во все	5	1
988	перейти в	1	1
989	же я	1	1
990	и всех	2	1
991	не могли	3	1
992	можно не	1	1
993	бы с	1	1
994	ни у	1	1
995	ясно и	1	1
996	в очень	1	1
997	не имеют	1	1
998	сам и	1	1
999	тогда я	1	1
1000	ибо не	3	1
1001	и заключается	1	1
1002	случае и	1	1
1003	наиболее существенных	2	1
1004	и каждое	1	1
1005	жизненного содержания	1	1
1006	в противоположность	3	1
1007	мы его	2	1
1008	слепым и	1	1
1009	наконец в	2	1
1010	не хочу	2	1
1011	сравнение с	1	1
1012	искусства и	1	1
1013	пределах самого	1	1
1014	или между	1	1
1015	человека от	2	1
1016	своей индивидуальной	1	1
1017	наличие в	1	1
1018	неизбежно приходит	1	1
1019	результате такого	2	1
1020	сознание в	3	1
1021	его изображение	1	1
1022	и сказать	1	1
1023	не раз	3	1
1024	остается только	1	1
1025	двух или	2	1
1026	не у	4	1
1027	есть он	2	1
1028	лишь в	4	1
1029	именно на	2	1
1030	из своего	3	1
1031	самой по	1	1
1032	бы их	5	1
1033	значение для	2	1
1034	идея не	1	1
1035	касается его	1	1
1036	к своим	1	1
1037	очень многим	1	1
1038	и ему	1	1
1039	если нет	2	1
1040	каждое слово	1	1
1041	alter ego	1	1
1042	и идеи	6	1
1043	говорят что	1	1
1044	на совершенно	1	1
1045	объединения и	1	1
1046	существу своему	1	1
1047	и наиболее	1	1
1048	новое время	1	1
1049	ни одного	4	1
1050	времени и	1	1
1051	его значение	1	1
1052	уже и	2	1
1053	что еще	1	1
1054	же если	1	1
1055	от той	1	1
1056	он их	1	1
1057	является как	1	1
1058	неразрывно связан	1	1
1059	которое его	1	1
1060	им в	4	1
1061	она все	1	1
1062	вы это	1	1
1063	при этом	5	1
1064	всегда и	1	1
1065	на ней	1	1
1066	до самого	1	1
1067	потому и	2	1
1068	бы тоже	1	1
1069	лишь одна	1	1
1070	и новая	1	1
1071	претендовать на	1	1
1072	единство и	1	1
1073	действительности если	1	1
1074	но ни	1	1
1075	и там	1	1
1076	в отличие	3	1
1077	самом начале	3	1
1078	можно найти	3	1
1079	философия в	1	1
1080	слова я	1	1
1081	и правда	1	1
1082	этот как	1	1
1083	и поскольку	1	1
1084	вы в	1	1
1085	общением с	1	1
1086	и многих	1	1
1087	жизни как	1	1
1088	него не	4	1
1089	само оно	1	1
1090	он все	2	1
1091	в мировом	1	1
1092	ибо опровержение	1	1
1093	а сам	1	1
1094	одной очень	1	1
1095	одной из	1	1
1096	в самое	1	1
1097	жизнь как	1	1
1098	за пределами	2	1
1099	к которому	1	1
1100	то чем	3	1
1101	ряд самостоятельных	1	1
1102	только при	3	1
1103	слова он	1	1
1104	ли она	1	1
1105	против своей	1	1
1106	человеческая мысль	1	1
1107	не понимая	1	1
1108	нигде не	6	1
1109	в каждый	1	1
1110	сих пор	3	1
1111	все время	4	1
1112	все новые	1	1
1113	в сознании	4	1
1114	на этот	2	1
1115	мысли но	1	1
1116	на ряд	2	1
1117	просто на	1	1
1118	как во	1	1
1119	иначе и	1	1
1120	этого диалога	2	1
1121	они эти	1	1
1122	деле в	1	1
1123	то здесь	1	1
1124	здесь и	2	1
1125	для этих	1	1
1126	по поводу	2	1
1127	от себя	2	1
1128	идеи которая	1	1
1129	в рукописи	1	1
1130	и внешней	1	1
1131	не видит	1	1
1132	самим по	1	1
1133	на котором	3	1
1134	на этих	1	1
1135	именно этот	2	1
1136	бы это	1	1
1137	ее всегда	1	1
1138	из этих	2	1
1139	распадается на	1	1
1140	последнего слова	3	1
1141	у вас	4	1
1142	в едином	6	1
1143	они могут	2	1
1144	не решена	1	1
1145	принцип единства	1	1
1146	жизни не	1	1
1147	ни даже	1	1
1148	понятий суждений	1	1
1149	они вовсе	1	1
1150	последнего времени	1	1
1151	другого и	1	1
1152	смысле как	2	1
1153	формы и	1	1
1154	они были	1	1
1155	его можно	1	1
1156	он должен	1	1
1157	той степени	1	1
1158	изменения в	1	1
1159	его ум	1	1
1160	уже с	1	1
1161	эта лежит	1	1
1162	заставляет его	2	1
1163	внутренней жизни	1	1
1164	не слово	2	1
1165	самого последнего	1	1
1166	новые и	1	1
1167	и весь	1	1
1168	ум и	1	1
1169	этом случае	1	1
1170	тут есть	1	1
1171	ответ на	2	1
1172	его внутреннего	1	1
1173	то они	2	1
1174	стоит на	1	1
1175	этот термин	3	1
1176	остро и	1	1
1177	и он	3	1
1178	различны в	1	1
1179	даже когда	1	1
1180	значение в	1	1
1181	то оно	3	1
1182	новые формы	1	1
1183	трактуется в	1	1
1184	многих других	1	1
1185	нет ни	5	1
1186	хочет быть	1	1
1187	они не	5	1
1188	как нам	2	1
1189	и сознании	2	1
1190	верить в	1	1
1191	вы не	1	1
1192	и творческого	1	1
1193	она так	2	1
1194	к человеку	3	1
1195	личность же	1	1
1196	не внешнее	1	1
1197	это делать	1	1
1198	сам он	5	1
1199	нее нет	1	1
1200	неправильно и	1	1
1201	личности ивана	1	1
1202	еще до	1	1
1203	голоса в	2	1
1204	на том	1	1
1205	какой-то другой	1	1
1206	в угоду	1	1
1207	жизни человека	1	1
1208	в окружающем	1	1
1209	он как	4	1
1210	только чистые	1	1
1211	оно само	1	1
1212	и дано	1	1
1213	ли быть	1	1
1214	мы действительно	1	1
1215	все внешнее	1	1
1216	всех возможных	1	1
1217	ведь они	2	1
1218	находиться в	2	1
1219	проявляется в	2	1
1220	то для	1	1
1221	ничего кроме	1	1
1222	него самого	3	1
1223	самую форму	1	1
1224	на непосредственный	1	1
1225	к очень	1	1
1226	всех представителей	1	1
1227	что так	1	1
1228	о принципиальной	1	1
1229	основанную на	1	1
1230	о нем	16	1
1231	которая заставляет	1	1
1232	ее в	2	1
1233	где он	1	1
1234	лиц и	1	1
1235	интересно и	1	1
1236	и всегда	1	1
1237	даже если	1	1
1238	для своего	2	1
1239	категории а	1	1
1240	на самом	5	1
1241	одному и	1	1
1242	они в	1	1
1243	что каждый	1	1
1244	слова что	1	1
1245	и сердца	1	1
1246	совершенно новое	1	1
1247	не больше	1	1
1248	стремится к	1	1
1249	возможно только	1	1
1250	смысле этого	2	1
1251	с их	9	1
1252	быть или	1	1
1253	по этому	2	1
1254	и всякой	2	1
1255	разумеется все	1	1
1256	поэтому не	2	1
1257	лежит в	3	1
1258	действительности или	1	1
1259	видит в	1	1
1260	я нахожу	1	1
1261	только он	2	1
1262	а на	1	1
1263	чем в	3	1
1264	ум его	1	1
1265	которому она	1	1
1266	это свое	1	1
1267	себе но	2	1
1268	отказаться от	1	1
1269	такое понимание	1	1
1270	как по	1	1
1271	прежде чем	1	1
1272	сознания не	3	1
1273	полное право	2	1
1274	да так	1	1
1275	чужую душу	2	1
1276	как таковое	1	1
1277	это третье	1	1
1278	в одинаковом	1	1
1279	как его	2	1
1280	опять-таки не	1	1
1281	это сравнение	1	1
1282	тут как	2	1
1283	логика и	1	1
1284	сознания но	3	1
1285	дерева но	1	1
1286	дано в	3	1
1287	из своих	1	1
1288	в таком	2	1
1289	фона и	1	1
1290	или иная	1	1
1291	это слово	1	1
1292	перестают быть	1	1
1293	следовательно что	2	1
1294	и исторической	1	1
1295	не остается	1	1
1296	его поступки	1	1
1297	в какой	2	1
1298	лишь на	3	1
1299	эти три	2	1
1300	не вытекает	1	1
1301	переходим к	2	1
1302	если и	2	1
1303	может только	1	1
1304	мы выставили	1	1
1305	и социальная	1	1
1306	не она	2	1
1307	не существенно	2	1
1308	в этих	5	1
1309	образ или	1	1
1310	этого слова	3	1
1311	им совершенно	1	1
1312	на одном	1	1
