N	3gram	Propp_Isto	Formalny
184	и некоторые другие	1	1
185	отца к сыну	4	1
186	это может быть	1	1
187	не по существу	1	1
188	так же неверно	1	1
189	не один а	1	1
190	на своем пути	2	1
191	мы увидим дальше	1	1
192	тем что в	1	1
193	из нашего сознания	1	1
194	на то что	1	1
195	и может быть	1	1
196	мере того как	1	1
197	в этом же	1	1
198	и в особенности	1	1
199	совершенно ясно в	1	1
200	о том что	9	1
201	мы обратимся к	1	1
202	а иногда и	1	1
203	лицом к лицу	1	1
204	ту или иную	1	1
205	по мере того	1	1
206	все дело в	1	1
207	была сделана попытка	1	1
208	от отца к	4	1
209	мы и здесь	1	1
210	связь может быть	1	1
211	можно сказать что	1	1
212	все в этом	1	1
213	только в том	1	1
214	с ним на	1	1
215	в то время	4	1
216	все же не	1	1
217	но даже в	1	1
218	хотя и не	1	1
219	в частности вопрос	1	1
220	что ни в	1	1
221	то у нас	1	1
222	же неверно как	1	1
223	в наши задачи	1	1
224	только потому что	1	1
225	во всех этих	6	1
226	еще далеко не	1	1
227	поэтому и не	1	1
228	но тем не	2	1
229	но так как	4	1
230	и все в	1	1
231	и вступает в	1	1
232	имеют отношение к	2	1
233	вовсе не вытекает	1	1
234	и что в	1	1
235	же как и	1	1
236	и здесь нет	1	1
237	образом не только	1	1
238	в других случаях	1	1
239	сам он не	1	1
240	по существу и	1	1
241	пока только в	1	1
242	большинстве случаев очень	1	1
243	и сам он	1	1
244	по этому вопросу	1	1
245	в общих чертах	1	1
246	но есть еще	1	1
247	эти вопросы мы	1	1
248	одна из них	1	1
249	другой стороны и	2	1
250	но в это	1	1
251	продолжаться до бесконечности	1	1
252	все это в	1	1
253	мы уже говорили	1	1
254	вопрос о том	1	1
255	между прочим и	2	1
256	очень много но	1	1
257	можно было бы	3	1
258	новые и новые	2	1
259	потому что этого	1	1
260	же самое и	1	1
261	что связано с	1	1
