N	2gram	Tiupa_Narr	TeoriaLi
408	новейшего времени	1	2
409	и больше	1	2
410	не могло	2	2
411	форма авторства	2	2
412	может служить	1	2
413	речь идет	4	2
414	узком значении	1	2
415	времени и	7	2
416	значительной степени	2	2
417	маска такого	2	2
418	и возможность	2	2
419	преодолеваемая даль	1	2
420	композиционная форма	1	2
421	перед ним	1	2
422	к собственной	1	2
423	креативного и	1	2
424	из перечисленных	1	2
425	адресата в	2	2
426	известного рода	1	2
427	самостоятельный эпизод	1	2
428	соответствии с	1	2
429	ключ к	2	2
430	коммуникативные стратегии	2	2
431	имеем дело	2	2
432	бытийной компетенцией	1	2
433	всякий раз	1	2
434	ситуации рассказывания	2	2
435	который в	2	2
436	до известной	1	2
437	здесь не	4	2
438	кому говорят	1	2
439	производящего текст	1	2
440	в структуре	2	2
441	он и	1	2
442	поведение в	1	2
443	своего другого	1	2
444	в системе	1	2
445	видения мира	1	2
446	в самой	1	2
447	только о	2	2
448	для такого	1	2
449	речи а	1	2
450	жизни но	2	2
451	бы то	3	2
452	то в	6	2
453	или притчи	3	2
454	что они	3	2
455	хотят и	1	2
456	жанровая форма	1	2
457	текста где	1	2
458	но на	1	2
459	жанровой традиции	1	2
460	запечатленного в	1	2
461	вокруг него	2	2
462	на воспринимающее	1	2
463	основе своей	4	2
464	и рецептивного	1	2
465	стороны адресата	2	2
466	материала в	1	2
467	одной из	4	2
468	ни столь	2	2
469	опыта к	1	2
470	несмотря на	2	2
471	но от	2	2
472	ни было	3	2
473	первого эпизода	2	2
474	двоякого рода	1	2
475	что и	1	2
476	у нас	1	2
477	или иную	2	2
478	быть субъектом	1	2
479	нового эпизода	1	2
480	не ограничивается	1	2
481	что каждый	1	2
482	к жизни	1	2
483	таком случае	2	2
484	уже говорилось	1	2
485	слова не	1	2
486	у него	4	2
487	в дискурсе	1	2
488	возможность иного	2	2
489	коммуникативное событие	3	2
490	высказывания не	1	2
491	от всех	2	2
492	в присутствии	3	2
493	текста не	1	2
494	дело в	1	2
495	он оказывается	1	2
496	этих двух	1	2
497	по характеристике	4	2
498	на себя	3	2
499	или субъектом	2	2
500	этом что	1	2
501	не могли	1	2
502	высказывания как	1	2
503	искусства как	1	2
504	в конце	1	2
505	даль и	1	2
506	в какой	2	2
507	участок текста	2	2
508	исторически наиболее	1	2
509	риторический предел	2	2
510	к сообщаемому	2	2
511	текста выступает	1	2
512	на фоне	1	2
513	не от	2	2
514	можно охарактеризовать	1	2
515	данный момент	1	2
516	зрения и	2	2
517	это было	1	2
518	и сближение	1	2
519	анекдот не	2	2
520	в чем	1	2
521	делает его	1	2
522	об этом	1	2
523	биографического дискурса	2	2
524	жизни то	1	2
525	такова например	1	2
526	тем более	2	2
527	к одному	1	2
528	могли бы	1	2
529	речевой маски	2	2
530	о себе	1	2
531	но как	2	2
532	системы эпизодов	1	2
533	данном контексте	1	2
534	единое целое	1	2
535	формы высказывания	1	2
536	в анекдоте	2	2
537	человеческого бытия	1	2
538	хоровое слово	1	2
539	позволяет говорить	1	2
540	как уже	1	2
541	ту или	2	2
542	этического выбора	2	2
543	одну из	2	2
544	с легкой	1	2
545	м.м бахтин	2	2
546	то ни	3	2
547	суть то	1	2
548	коммуникативным событием	2	2
549	дело не	1	2
550	в рассказе	4	2
551	в случае	7	2
552	быть и	1	2
553	по бахтину	3	2
554	и существенно	1	2
555	в первом	3	2
556	однако эта	1	2
557	но она	1	2
558	а.н веселовского	1	2
559	коммуникативной стратегии	3	2
560	свою жизнь	1	2
561	референтная компетенция	3	2
562	и является	1	2
563	коммуникативной природе	1	2
564	уготованной ему	1	2
565	коммуникативный статус	2	2
566	они хотят	1	2
567	это может	1	2
568	следует признать	2	2
569	с человеком	2	2
570	всей его	2	2
571	собственно говоря	1	2
572	жизнь личности	1	2
573	идет о	2	2
574	такая возможность	1	2
575	так же	2	2
576	числе и	4	2
577	человеческих отношений	1	2
578	облекается в	1	2
579	известном смысле	2	2
580	для обозначения	1	2
581	такого знания	1	2
582	и рецептивная	3	2
583	позицию внутренне	2	2
584	о его	1	2
585	к чужому	1	2
586	с чем	2	2
587	вненаходимости бахтин	1	2
588	и прежде	1	2
589	как будто	3	2
590	слово сказания	1	2
591	включает в	2	2
592	автора как	1	2
593	в данный	1	2
594	события в	2	2
595	этой системе	1	2
596	может и	1	2
597	его речевой	1	2
598	ни был	1	2
599	статус знания	2	2
600	чем и	1	2
601	индивидуального речевого	2	2
602	в пространстве	4	2
603	могло быть	1	2
604	или напротив	4	2
605	мира с	1	2
606	сыне это	1	1
607	смысле домонологично	1	1
608	в особенности	4	1
609	и поучаемого	1	1
610	этом остается	1	1
611	субъекты этического	1	1
612	с которыми	1	1
613	почву для	1	1
614	проектировать свою	1	1
615	не выбирают	1	1
616	ю.н тыняновым	1	1
617	является сюжетообразующим	1	1
618	от жанра	1	1
619	авторства субъекту	1	1
620	наконец наиболее	1	1
621	с содержанием	1	1
622	и способность	1	1
623	от него	1	1
624	соотносимых с	1	1
625	коммуникативная характеристика	1	1
626	однако и	1	1
627	до которого	2	1
628	искусство заинтересовывать	1	1
629	предполагает как	1	1
630	жизни героя	1	1
631	является в	1	1
632	о блудном	1	1
633	не размежеваны	1	1
634	размежеванию с	1	1
635	как формулирует	1	1
636	диалогической ситуации	1	1
637	наизнанку глупость	1	1
638	один голос	2	1
639	цепи событий	1	1
640	жизненного поведения	1	1
641	в последующих	1	1
642	в коммуникативной	1	1
643	знанием верификация	1	1
644	выводится в	1	1
645	столь раннего	1	1
646	воля рекоша	1	1
647	пр связь	1	1
648	слову чего	1	1
649	полноценного авторства	1	1
650	ночь и	1	1
651	практике может	1	1
652	попросту чудаковатое	1	1
653	как духовного	1	1
654	сообщаемому характерно	1	1
655	случайностная релятивистская	1	1
656	формах внутренней	1	1
657	жизнь глазами	1	1
658	компетенции для	1	1
659	смысла смысл	1	1
660	организующего учительный	1	1
661	изложение собственного	1	1
662	разные формы	1	1
663	миропорядка жизнь	1	1
664	для рассказчика	1	1
665	иным рассказчиком	1	1
666	уже столь	1	1
667	всегда имеется	1	1
668	напротив предполагает	1	1
669	собой некий	1	1
670	герой жизнеописания	1	1
671	чужой жизненной	1	1
672	а все-таки	1	1
673	целью и	1	1
674	как прямая	1	1
675	манифестации особого	1	1
676	ценностное уплотнение	1	1
677	позиции читателя	1	1
678	слушателя к	1	1
679	ответственность свободного	1	1
680	позицию опираясь	1	1
681	нудительной серьезности	1	1
682	ответную реакцию	1	1
683	легкую безответственную	1	1
684	собственной ситуации	1	1
685	случае жизнеописания	1	1
686	бы непосредственного	1	1
687	в хх	1	1
688	слушателей с	1	1
689	но обязательно	1	1
690	предел сказания	1	1
691	рецептивная компетенция	1	1
692	курьезная риторика	1	1
693	знания даже	1	1
694	поэтому повторное	1	1
695	этой жанровой	1	1
696	и картины	1	1
697	с формой	1	1
698	риторика сказания	2	1
699	того кому	1	1
700	эпизоде в	1	1
701	и недостоверностью	1	1
702	тех кто	1	1
703	исторического бытия	1	1
704	поучающего и	1	1
705	существенным образом	2	1
706	дела другим	1	1
707	живет в	1	1
708	не знают	1	1
709	некоторой необходимости	1	1
710	необходимая коммуникативная	1	1
711	дискурсе речевой	1	1
712	на ее	1	1
713	формы скрытой	1	1
714	однако оно	1	1
715	с собственным	1	1
716	граница между	1	1
717	кому рассказывается	1	1
718	где демонстрируется	1	1
719	высказывание характеризуется	1	1
720	первую очередь	1	1
721	межличностной соотносительности	1	1
722	знакомство слушателей	1	1
723	и конца	1	1
724	самобытно но	1	1
725	биография возможна	1	1
726	преодолевая их	1	1
727	явлений группирующихся	1	1
728	дело с	2	1
729	дискурс вовлекает	1	1
730	образа и	1	1
731	повторное выслушивание	1	1
732	ибо предметно-тематическое	1	1
733	можно назвать	1	1
734	отношение слушателя	1	1
735	диалогической анекдот	1	1
736	не всякий	1	1
737	однозначности и	1	1
738	герою жизнеописания	1	1
739	это игра	1	1
740	соответствовало бы	1	1
741	хулы плача	1	1
742	беседы автора	1	1
743	предначертанность судьбы	1	1
744	дозволенное посрамление	1	1
745	представляют собой	2	1
746	требует анекдот	1	1
747	что это	3	1
748	может оказываться	1	1
749	следует иметь	1	1
750	содержит в	1	1
751	рассказывается анекдот	1	1
752	некоторую коммуникативную	1	1
753	события на	1	1
754	слова манифестирующего	1	1
755	с ним	1	1
756	неофициальной жизни	1	1
757	к ценностной	1	1
758	притче была	1	1
759	или вяземским	1	1
760	авторитарная риторика	1	1
761	которой в	1	1
762	в сущности	3	1
763	неким ибо	1	1
764	субъект дискурсии	1	1
765	замысла поэтому	1	1
766	предстают перед	1	1
767	не требует	1	1
768	кощунственное вырастающая	1	1
769	какой бы	1	1
770	основана жанровая	1	1
771	их свободного	1	1
772	содержания культивируется	1	1
773	жизненной позиции	4	1
774	говорит о	2	1
775	те же	4	1
776	быть редуцирован	1	1
777	на семиотическом	1	1
778	не как	2	1
779	столь свободным	1	1
780	для восприятия	1	1
781	слушатель читатель	1	1
782	в область	2	1
783	активность адресата	1	1
784	двоякий жизненный	1	1
785	но собственно	1	1
786	голоса зримого	1	1
787	активного приятия	1	1
788	с собачкой	1	1
789	как объекты	1	1
790	биографического и	1	1
791	излагаемой жизни	1	1
792	как субъекты	1	1
793	иной преемственно	1	1
794	хвале хуле	1	1
795	одному из	1	1
796	чьей-то биографии	1	1
797	формой авторства	1	1
798	притчи не	1	1
799	есть принадлежат	1	1
800	плачу и	1	1
801	не претендуют	1	1
802	самобытного смысла	1	1
803	схемы и	1	1
804	слушающим принципиальная	1	1
805	быть художественно	1	1
806	словно в	1	1
807	изобразителя жизни	1	1
808	выслушивание одного	1	1
809	и делает	1	1
810	в результате	2	1
811	анекдота обычно	1	1
812	с появлением	1	1
813	к реализации	1	1
814	достоверному и	1	1
815	должен не	1	1
816	оно стремится	1	1
817	героя о	1	1
818	эта позиция	1	1
819	чистом виде	1	1
820	бытуют как	1	1
821	репродуцирование сообщенный	1	1
822	знаменует не	1	1
823	быть может	2	1
824	первоначально предполагает	1	1
825	содержанию анекдота	1	1
826	до последнего	1	1
827	не бывает	1	1
828	напротив дискредитирующе	1	1
829	неожиданное маловероятное	1	1
830	только вымышленные	1	1
831	и осмысленного	1	1
832	где образ	1	1
833	жанра высказывания	1	1
834	интонациями он	1	1
835	романного слова	1	1
836	вымышленные но	1	1
837	заинтересовывать судьбой	1	1
838	о происшествиях	1	1
839	со всеми	1	1
840	общества фиксировавшиеся	1	1
841	принципе могут	1	1
842	как было	3	1
843	должен был	1	1
844	различного жизненного	1	1
845	быть так	1	1
846	сферу исторического	1	1
847	сознаний в	1	1
848	является возможность	1	1
849	передаваемость из	1	1
850	реализуют в	1	1
851	фатальный рок	1	1
852	в повествовательном	1	1
853	в исконном	1	1
854	и раскованной	1	1
855	биографический дискурс	1	1
856	слову бахтина	1	1
857	он уже	2	1
858	ориентировано на	1	1
859	автономного смысла	1	1
860	все то	2	1
861	на свой	2	1
862	которых и	2	1
863	надлежит уметь	1	1
864	в маркированном	1	1
865	от одного	2	1
866	в собственном	2	1
867	фигуры и	1	1
868	анекдотической стратегией	1	1
869	а во-вторых	1	1
870	истины соответственно	1	1
871	также может	1	1
872	масштабов и	1	1
873	компетенция взаимопонимания	1	1
874	речи хотя	1	1
875	предполагающая в	1	1
876	можно припоминая	1	1
877	фактический слушатель	1	1
878	парадоксальное сочетание	1	1
879	фиксируемой иногда	1	1
880	личностно окрашено	1	1
881	дискурсии в	1	1
882	двух сыновей	1	1
883	произведения в	1	1
884	закономерно и	1	1
885	подлинная жизнь	1	1
886	слово судьба	1	1
887	тексте но	1	1
888	литературе героический	1	1
889	ученичества как	1	1
890	субъекты смыслополагания	1	1
891	в придании	1	1
892	и соотношений	1	1
893	внутренне карнавального	1	1
894	окажется неадекватным	1	1
895	содержанием анекдота	1	1
896	мысль о	1	1
897	как об	1	1
898	анекдота не	1	1
899	романа неканонического	1	1
900	редуцированы ср	1	1
901	предполагает хоровой	1	1
902	суть равнодостойные	1	1
903	извращает осмеивает	1	1
904	компетенция анекдота	2	1
905	в различные	1	1
906	конвенции определяющие	1	1
907	человеческому существованию	1	1
908	тексте а	1	1
909	сознания однако	1	1
910	житиям святых	1	1
911	новелла первоначально	1	1
912	рассказывания а	2	1
913	тем что	3	1
914	практически не	1	1
915	в коммуникацию	1	1
916	от всего	1	1
917	это императивная	1	1
918	убеждения организующего	1	1
919	одним словом	1	1
920	характеризуется также	1	1
921	и оцененном	1	1
922	концепты героя	1	1
923	позиции организующей	1	1
924	живого голоса	1	1
925	наделенного репродуктивной	1	1
926	жанра стратегически	1	1
927	характеризующийся единством	1	1
928	непредсказуемое стечение	1	1
929	целой системы	1	1
930	развертывающейся жизни	1	1
931	занять этой	1	1
932	и соответствующую	1	1
933	него концепты	1	1
934	полнотой референтная	1	1
935	принадлежат к	1	1
936	том или	2	1
937	мира это	1	1
938	маловероятное беспрецедентное	1	1
939	их поступки	1	1
940	однако диалогизм	1	1
941	чужому слову	1	1
942	текста да	1	1
943	недостоверностью отвергает	1	1
944	центральным персонажем	1	1
945	их предлагая	1	1
946	мастерства рассказчика	1	1
947	с не	1	1
948	самому герою	1	1
949	как быть	1	1
950	самоотмежевание адресата	1	1
951	отграниченная система	1	1
952	переходя к	1	1
953	принципиальная для	1	1
954	ролевого обезличенного	1	1
955	более романного	1	1
956	определенные задания	1	1
957	зрения или	2	1
958	к самому	2	1
959	рассматриваемых типов	1	1
960	он стоит	1	1
961	возможна только	1	1
962	что по	2	1
963	повеленья сказание	1	1
964	у читателя	1	1
965	литературные жанры	3	1
966	через героя	1	1
967	блудном сыне	1	1
968	фиксировавшиеся пушкиным	1	1
969	опыт запечатлеваемый	1	1
970	архаичному состоянию	1	1
971	данную коммуникативную	1	1
972	событием поэтому	1	1
973	в молчание	2	1
974	жанр представляет	1	1
975	или попросту	1	1
976	оно объединяет	1	1
977	тому назад	1	1
978	все же	7	1
979	отклонений от	1	1
980	притчевая дискурсия	1	1
981	монолог в	1	1
982	несовместимом с	1	1
983	позиции учителя	1	1
984	смерти героя	1	1
985	притчей напротив	1	1
986	поводу этой	1	1
987	это бывает	1	1
988	манифестирующего двоякий	1	1
989	или острота	1	1
990	компетенцией анекдотического	1	1
991	без ее	1	1
992	не такое	1	1
993	или ином	2	1
994	не имеет	2	1
995	императивная картина	1	1
996	притчи человеческая	1	1
997	смертью в	1	1
998	эпос усматривает	1	1
999	всегда имплицитно	1	1
1000	бы не	2	1
1001	тому архаичному	1	1
1002	задания реализуют	1	1
1003	да и	4	1
1004	ситуации произнесения	1	1
1005	с максимальной	1	1
1006	жизни повествователя	1	1
1007	столь легкую	1	1
1008	включая разные	1	1
1009	у истоков	1	1
1010	две половины	1	1
1011	обращения к	1	1
1012	в историческом	1	1
1013	обстоятельств столкновение	1	1
1014	о котором	1	1
1015	внутренне подражательного	1	1
1016	сказание давшее	1	1
1017	с героем	1	1
1018	к категории	1	1
1019	быть определена	1	1
1020	герои сказания	1	1
1021	рок и	1	1
1022	в это	1	1
1023	безответственную передаваемость	1	1
1024	справедливо противопоставлял	1	1
1025	свою столь	1	1
1026	пассивным как	1	1
1027	иной позицией	1	1
1028	друг от	1	1
1029	жизни принципиальным	1	1
1030	которая не	1	1
1031	которого останется	1	1
1032	их внутреннюю	2	1
1033	сообщенный в	1	1
1034	именовал веком	1	1
1035	раз ответственность	1	1
1036	зачинателя этой	1	1
1037	сказание постулирует	1	1
1038	индивидуальной жизненной	1	1
1039	его вступление	1	1
1040	собственно и	1	1
1041	внеязыковое и	1	1
1042	знания аналогичному	1	1
1043	диалогизированного слова	1	1
1044	постоянно переходит	1	1
1045	передачи этого	2	1
1046	персонажа то	2	1
1047	общий знаменатель	1	1
1048	и адресат	1	1
1049	на индивидуальный	1	1
1050	случайности полноценная	1	1
1051	на первый	2	1
1052	и примеряя	1	1
1053	внутренняя активность	1	1
1054	говорящего состоит	1	1
1055	то нормативное	1	1
1056	по крайней	1	1
1057	вникания в	2	1
1058	системы явлений	1	1
1059	суть референтная	1	1
1060	притчи это	1	1
1061	или преступается	1	1
1062	обратное влияние	1	1
1063	своей необыкновенностью	1	1
1064	всем его	1	1
1065	жизненную позицию	2	1
1066	это требует	1	1
1067	карнавальной непредвиденностью	1	1
1068	порой фактически	1	1
1069	соседствами именно	1	1
1070	литературы анекдот	1	1
1071	анекдотическим повествованием	1	1
1072	глядела на	2	1
1073	своему герою	1	1
1074	всеобщей межличностной	1	1
1075	в своего	1	1
1076	веком героев	1	1
1077	жизненного выбора	1	1
1078	дифференцированном и	1	1
1079	свое время	1	1
1080	ориентация на	1	1
1081	в стилевых	1	1
1082	компетенция биографического	1	1
1083	первый взгляд	2	1
1084	общения объединяющая	1	1
1085	ситуации притчи	1	1
1086	это фатально	1	1
1087	всякую фатальную	1	1
1088	что сообщаемое	1	1
1089	обращает на	3	1
1090	с восприятием	1	1
1091	действующих лиц	1	1
1092	как феномена	1	1
1093	творится окказиональная	1	1
1094	своей карнавальной	1	1
1095	или причастной	1	1
1096	равнодостойные субъекты	1	1
1097	во-вторых извлечения	1	1
1098	притчу то	1	1
1099	в просторную	1	1
1100	ситуацию разрушает	1	1
1101	дискредитирующе глупое	1	1
1102	казусная картина	1	1
1103	морализаторскую премудрость	1	1
1104	занимательное неожиданное	1	1
1105	значения чьей-то	1	1
1106	и романного	1	1
1107	совершенно не	2	1
1108	центрального героя	1	1
1109	все и	1	1
1110	или хулы	1	1
1111	исходя из	2	1
1112	ставят перед	1	1
1113	типов но	1	1
1114	со смертью	2	1
1115	ли я	1	1
1116	в первую	1	1
1117	анекдота напротив	1	1
1118	европейского романа	1	1
1119	лица по	1	1
1120	двух соседних	1	1
1121	не существует	3	1
1122	шире и	1	1
1123	ее к	1	1
1124	дискурсии обладает	1	1
1125	плача осмеяния	1	1
1126	интонации доверительной	1	1
1127	истории не	1	1
1128	проективной компетентностью	1	1
1129	субъектом ролевого	1	1
1130	разъединяет участников	1	1
1131	всегда эксплицированного	1	1
1132	в котором	1	1
1133	осуществляется в	1	1
1134	к иллюзии	1	1
1135	через посредство	1	1
1136	понимание излагаемой	1	1
1137	раскованной беседы	1	1
1138	зависит от	2	1
1139	вследствие которого	1	1
1140	рецептивного сознаний	1	1
1141	и невымышленные	1	1
1142	обладать собственным	1	1
1143	в действительности	1	1
1144	необходимости ни	1	1
1145	ни анекдот	1	1
1146	и пр	1	1
1147	стратегией морализме	1	1
1148	жизненным опытом	1	1
1149	языка и	2	1
1150	судьбой отдельных	1	1
1151	в самостоятельный	1	1
1152	называемого чувства	1	1
1153	в любом	2	1
1154	образом ориентировано	1	1
1155	иной жизни	1	1
1156	это мир	1	1
1157	протороманного коммуникативного	1	1
1158	биографической личности	1	1
1159	бытийные компетенции	1	1
1160	учительный дискурс	1	1
1161	выступая здесь	1	1
1162	представляется не	1	1
1163	жизненного опыта	1	1
1164	принципиальное различие	1	1
1165	лишь одним	1	1
1166	полноценная биография	1	1
1167	совершенно особое	1	1
1168	определяется востребованной	1	1
1169	типической ситуации	1	1
1170	и конец	1	1
