N	2gram	Bakhtin_sl	StatiiOP
234	и сам	4	6
235	в жизни	1	6
236	говорить о	2	6
237	по отношению	2	6
238	даже в	4	6
239	в отдельных	1	6
240	крайней мере	1	6
241	к нему	7	6
242	только не	2	6
243	время как	2	6
244	же как	2	6
245	одном из	1	6
246	о которых	2	6
247	в устах	1	6
248	своего времени	1	6
249	его как	3	6
250	в себе	3	6
251	и языка	5	6
252	в особенности	10	6
253	и здесь	5	6
254	и все	9	6
255	в в	1	6
256	в известном	2	6
257	по крайней	1	6
258	языка и	18	6
259	идет о	1	6
260	и во	3	6
261	с его	8	6
262	литературного языка	28	6
263	мы не	4	6
264	и за	1	6
265	независимо от	1	6
266	по существу	3	6
267	в новом	3	6
268	должен быть	3	6
269	при его	2	6
270	в одной	2	6
271	и вообще	2	6
272	его не	4	6
273	при этом	12	5
274	не как	4	5
275	далее в	2	5
276	в духе	3	5
277	целый ряд	2	5
278	на эту	1	5
279	в речах	3	5
280	уже не	5	5
281	одной стороны	7	5
282	конечно не	7	5
283	самого начала	1	5
284	без всякого	2	5
285	в основу	1	5
286	евгений онегин	1	5
287	на протяжении	3	5
288	с одной	7	5
289	хотя и	4	5
290	похоже на	1	5
291	его в	7	5
292	не была	3	5
293	не о	1	5
294	что не	1	5
295	даже не	1	5
296	в двух	2	5
297	в сторону	1	5
298	не был	2	5
299	не приходится	2	5
300	занимает в	1	5
301	примеров из	1	5
302	столь же	2	5
303	или иного	2	5
304	всех этих	8	5
305	утверждать что	1	5
306	один из	9	5
307	должна быть	3	5
308	поэтому в	1	5
309	не на	6	5
310	оно не	12	5
311	конечно и	3	5
312	в слове	11	5
313	ни с	1	5
314	свое время	1	5
315	в очень	1	5
316	оба эти	1	5
317	и если	1	5
318	не могло	3	5
319	отношении к	9	5
320	мировой литературе	2	5
321	нет и	1	5
322	том же	4	5
323	но если	1	5
324	в мировой	2	5
325	точку зрения	6	5
326	в свое	3	5
327	о значении	1	5
328	это и	1	5
329	в прозе	1	5
330	пушкиным как	1	5
331	в сущности	18	5
332	этого рода	1	5
333	на тему	1	5
334	вообще не	4	5
335	и потому	9	5
336	того или	2	5
337	и только	2	5
338	тот факт	1	5
339	как он	2	5
340	на это	1	5
341	к ней	2	5
342	одного из	2	5
343	и другие	3	4
344	все что	1	4
345	которые не	1	4
346	в применении	1	4
347	и без	1	4
348	в первом	3	4
349	что по	1	4
350	а именно	2	4
351	которыми он	1	4
352	применении к	1	4
353	языка в	21	4
354	не всегда	1	4
355	и те	3	4
356	языка не	4	4
357	на него	1	4
358	или иным	1	4
359	всего в	1	4
360	мы видим	2	4
361	и он	1	4
362	на язык	2	4
363	и эти	2	4
364	научной работы	1	4
365	xviii века	3	4
366	в таком	5	4
367	в связи	2	4
368	одна из	6	4
369	на этом	4	4
370	не могут	7	4
371	в свете	3	4
372	в смысле	7	4
373	и у	2	4
374	что как	2	4
375	но как	2	4
376	для его	1	4
377	очень часто	1	4
378	только с	3	4
379	и речи	4	4
380	и тот	1	4
381	иметь в	1	4
382	с общим	1	4
383	эпохи в	1	4
384	с которым	4	4
385	которые были	2	4
386	за пределы	6	4
387	а потому	1	4
388	в последнем	1	4
389	то есть	46	4
390	не зная	1	4
391	в форме	3	4
392	так или	1	4
393	сами по	1	4
394	они не	3	4
395	в романе	64	4
396	обращается к	1	4
397	в процессе	14	4
398	как о	2	4
399	и так	1	4
400	от его	4	4
401	связанные с	7	4
402	да и	2	4
403	поэзии и	4	4
404	по своей	2	4
405	здесь нет	1	4
406	все они	9	4
407	бы и	6	4
408	в основе	8	4
409	в значительной	6	4
410	связана с	2	4
411	как известно	1	4
412	быть не	1	4
413	не знает	3	4
414	для изучения	1	4
415	с нею	1	4
416	значительной степени	6	4
417	этого слова	2	4
418	сожалению не	1	4
419	которые в	4	4
420	что оно	4	4
421	в поэзии	4	4
422	как у	2	4
423	чем он	2	4
424	а на	3	4
425	века и	1	4
426	или в	10	4
427	или иначе	2	4
428	места в	1	4
429	в ряде	1	4
430	случае не	2	4
431	есть в	1	4
432	нисколько не	3	4
433	в стиле	1	4
434	чем в	3	4
435	он говорит	1	4
436	и их	6	4
437	борьба с	5	4
438	еще в	1	4
439	тем или	1	4
440	что его	1	4
441	как мы	15	4
442	для этого	4	4
443	в чисто	4	4
444	от него	5	3
445	является в	1	3
446	др но	1	3
447	а затем	1	3
448	его от	2	3
449	но что	1	3
450	и которые	2	3
451	или иной	13	3
452	более или	5	3
453	работы в	1	3
454	в одно	2	3
455	именно такое	2	3
456	даже и	4	3
457	но эти	3	3
458	нашло свое	1	3
459	к своей	2	3
460	в руках	1	3
461	в первые	1	3
462	с помощью	5	3
463	не встречается	1	3
464	смысле слова	2	3
465	может служить	1	3
466	для которого	1	3
467	его собственной	1	3
468	быть в	1	3
469	во всей	1	3
470	все время	4	3
471	от них	1	3
472	на котором	3	3
473	языка к	1	3
474	в обращении	1	3
475	ему не	2	3
476	бы то	1	3
477	несколько слов	2	3
478	произведения и	2	3
479	в драме	2	3
480	на том	2	3
481	что при	1	3
482	для своего	1	3
483	х годов	2	3
484	есть еще	1	3
485	и некоторые	1	3
486	в чужую	2	3
487	как его	5	3
488	также в	1	3
489	и до	2	3
490	от этого	2	3
491	языка но	7	3
492	больше всего	1	3
493	в других	4	3
494	особенно в	3	3
495	бы в	1	3
496	на которую	1	3
497	находит свое	1	3
498	до нас	1	3
499	в лучшем	3	3
500	в наше	1	3
501	эти слова	4	3
502	не дает	1	3
503	то ни	1	3
504	совсем не	1	3
505	или же	1	3
506	в системе	2	3
507	не могла	2	3
508	тем и	3	3
509	как мог	1	3
510	или иное	1	3
511	известном смысле	2	3
512	на который	1	3
513	сам в	2	3
514	образом в	4	3
515	свои силы	1	3
516	в один	2	3
517	каждого из	1	3
518	и самый	2	3
519	чем у	1	3
520	однако и	2	3
521	смотреть на	1	3
522	тогда когда	2	3
523	не были	3	3
524	борьбы с	3	3
525	бы ни	3	3
526	со всеми	3	3
527	отношения к	3	3
528	относятся к	1	3
529	к его	1	3
530	себя и	2	3
531	бы не	1	3
532	который не	1	3
533	о котором	1	3
534	которая не	3	3
535	эта тема	1	3
536	перед нами	7	3
537	то и	1	3
538	в свою	4	3
539	наконец в	5	3
540	с большой	1	3
541	и вся	2	3
542	и ему	1	3
543	на основании	1	3
544	слова с	3	3
545	связанных с	4	3
546	но именно	5	3
547	в сознании	3	3
548	поэтического языка	4	3
549	здесь не	6	3
550	а вовсе	4	3
551	то или	1	3
552	он должен	1	3
553	как к	5	3
554	этом случае	4	3
555	попадает в	1	3
556	но на	1	3
557	может не	9	3
558	том числе	1	3
559	сколько в	1	3
560	от которого	1	3
561	поэтического слова	11	3
562	так в	2	3
563	он и	1	3
564	не значит	2	3
565	что так	1	3
566	трудно найти	1	3
567	в русском	1	3
568	них и	3	3
569	иногда и	1	3
570	ряде случаев	1	3
571	этого произведения	1	3
572	но эта	2	3
573	слово в	18	3
574	с той	1	3
575	и как	3	3
576	к концу	1	3
577	а иногда	3	3
578	к своему	11	3
579	его же	4	3
580	или менее	5	3
581	к истории	1	3
582	на них	2	3
583	конечно это	1	3
584	диалог между	1	3
585	свое выражение	3	3
586	она не	8	3
587	задний план	1	3
588	конечно в	2	3
589	от того	1	3
590	могло быть	1	3
591	жил в	1	3
592	в плане	11	3
593	и ее	3	3
594	этом и	1	3
595	действительно не	2	3
596	и других	5	3
597	все более	1	3
598	ведь и	1	3
599	лучшем случае	3	3
600	эпохи и	2	3
601	его современников	1	3
602	слова в	19	3
603	и наконец	9	3
604	не к	1	3
605	и уже	1	3
606	для всех	2	2
607	поэзии но	2	2
608	мы и	2	2
609	от необходимости	2	2
610	рассказ о	1	2
611	которая в	1	2
612	к такому	2	2
613	также не	1	2
614	дело с	4	2
615	из всех	1	2
616	каждым его	1	2
617	в разных	3	2
618	тем как	1	2
619	или нет	1	2
620	какой бы	1	2
621	те же	3	2
622	и говорить	1	2
623	потому не	1	2
624	литературной и	1	2
625	эпохи но	1	2
626	мнение о	2	2
627	на свой	1	2
628	о мире	1	2
629	даны в	1	2
630	жизнь в	2	2
631	по их	1	2
632	которым он	1	2
633	из самых	2	2
634	зрения на	9	2
635	отношением к	1	2
636	кстати сказать	1	2
637	живом языке	1	2
638	одновременно и	5	2
639	роль в	4	2
640	языка на	3	2
641	укладывается в	2	2
642	как более	2	2
643	но у	1	2
644	по своим	6	2
645	есть только	1	2
646	которые являются	2	2
647	он по	1	2
648	всем его	2	2
649	на материале	2	2
650	сам же	1	2
651	на этой	1	2
652	своеобразное место	1	2
653	этой почве	1	2
654	слову в	2	2
655	самим автором	1	2
656	входит в	8	2
657	это его	1	2
658	этом жанре	1	2
659	на возможность	2	2
660	чего не	1	2
661	за собой	1	2
662	слов о	4	2
663	на пути	1	2
664	а между	2	2
665	о языке	1	2
666	а только	1	2
667	свою очередь	3	2
668	то его	1	2
669	всего что	1	2
670	но этот	1	2
671	этот язык	3	2
672	художественного изображения	11	2
673	и еще	1	2
674	в контексте	5	2
675	именно так	1	2
676	из романа	2	2
677	в зависимости	4	2
678	именно на	3	2
679	для понимания	3	2
680	капитанской дочки	1	2
681	какой степени	1	2
682	речи а	1	2
683	и всей	1	2
684	с известным	1	2
685	время в	1	2
686	его произведения	1	2
687	него самого	1	2
688	которого он	3	2
689	члены предложения	1	2
690	то она	1	2
691	работы и	2	2
692	бы только	2	2
693	п но	2	2
694	как по	1	2
695	евгении онегине	3	2
696	полемики с	1	2
697	в среде	1	2
698	не укладывается	2	2
699	с одним	3	2
700	ставит в	1	2
701	в последние	2	2
702	с жизнью	1	2
703	и язык	3	2
704	и она	2	2
705	роман на	2	2
706	поэтому его	1	2
707	так сказать	11	2
708	языка которая	1	2
709	между собой	3	2
710	и теми	1	2
711	поэт не	1	2
712	на себе	2	2
713	от подлинной	2	2
714	действительности и	1	2
715	той или	13	2
716	чтобы понять	1	2
717	этих формах	3	2
718	в евгении	3	2
719	выражение в	4	2
720	к слову	2	2
721	него есть	1	2
722	зрения в	1	2
723	ту же	5	2
724	с какой	1	2
725	к новым	1	2
726	характерны для	1	2
727	в роман	22	2
728	взглянуть на	1	2
729	ни была	1	2
730	на нем	2	2
731	но только	1	2
732	где в	1	2
733	в нее	3	2
734	в иных	2	2
735	которого в	1	2
736	ни одной	1	2
737	с элементами	1	2
738	и от	5	2
739	бы быть	2	2
740	чаще всего	1	2
741	его к	1	2
742	слова как	8	2
743	с ее	6	2
744	до его	1	2
745	не умеет	2	2
746	мы видели	3	2
747	быть и	6	2
748	с полной	1	2
749	очень важно	1	2
750	бы они	1	2
751	однако с	1	2
752	в сочетании	2	2
753	за ним	1	2
754	пушкина или	1	2
755	текст в	1	2
756	его с	1	2
757	лежащий в	1	2
758	и при	2	2
759	говорит и	2	2
760	связанное с	1	2
761	поэта в	2	2
762	для них	2	2
763	место занимает	1	2
764	целом ряде	1	2
765	все его	4	2
766	поэтому и	7	2
767	нам в	1	2
768	от своего	1	2
769	ни о	2	2
770	с ней	2	2
771	произведения в	2	2
772	по преимуществу	5	2
773	ближайшим образом	1	2
774	г г	2	2
775	немало таких	1	2
776	героев и	2	2
777	в одних	1	2
778	и они	1	2
779	как не	1	2
780	состоит из	1	2
781	жизни в	2	2
782	не до	1	2
783	из которого	2	2
784	от степени	1	2
785	и среди	2	2
786	к той	1	2
787	взаимоотношения между	2	2
788	только одно	1	2
789	именно такой	1	2
790	то он	1	2
791	чем же	1	2
792	в диалог	1	2
793	близости к	1	2
794	может создать	1	2
795	язык и	17	2
796	тех же	1	2
797	не имеют	1	2
798	еще на	1	2
799	значение этого	1	2
800	этой работы	1	2
801	них как	2	2
802	не должны	3	2
803	зависимости от	4	2
804	те или	4	2
805	и лишь	1	2
806	совпадают с	1	2
807	здесь о	1	2
808	в письмах	1	2
809	от других	2	2
810	очень похоже	1	2
811	ни были	3	2
812	более и	1	2
813	в поэтическом	8	2
814	чем не	1	2
815	цели и	1	2
816	самого же	2	2
817	и той	2	2
818	имеем в	1	2
819	в отличие	12	2
820	эти попытки	1	2
821	мог бы	1	2
822	или с	1	2
823	ни было	2	2
824	которое он	1	2
825	лишь о	1	2
826	далеко не	7	2
827	слова он	1	2
828	речи на	1	2
829	и стиля	2	2
830	он может	3	2
831	характерное для	1	2
832	в свой	3	2
833	столько в	1	2
834	у них	2	2
835	стиля и	7	2
836	только о	2	2
837	тот же	1	2
838	но есть	1	2
839	с каким	2	2
840	жизни но	2	2
841	истории литературы	1	2
842	значение в	2	2
843	произведения как	3	2
844	различие между	1	2
845	только по	1	2
846	сам он	1	2
847	в указанном	1	2
848	и этим	3	2
849	которых он	1	2
850	языке но	2	2
851	а это	1	2
852	исторического романа	2	2
853	принципиальное и	2	2
854	в литературе	1	2
855	из своих	2	2
856	собой в	1	2
857	с их	1	2
858	без всяких	2	2
859	и эта	2	2
860	с теми	1	2
861	этих произведений	1	2
862	не те	1	2
863	где нет	2	2
864	в обычном	1	2
865	долгое время	1	2
866	говорят о	1	2
867	языка по	1	2
868	по своему	2	2
869	на все	3	2
870	бы мы	1	2
871	и оно	2	2
872	но уже	2	2
873	в ином	1	2
874	и таким	1	2
875	другом случае	3	2
876	жизнь и	1	2
877	как слово	3	2
878	такие слова	1	2
879	п и	1	2
880	в таких	1	2
881	отличие от	13	2
882	борьбу с	2	2
883	потребность в	1	2
884	в реплике	1	2
885	языка это	2	2
886	и ни	1	2
887	здесь только	1	2
888	она во	1	2
889	с языком	4	2
890	и может	4	2
891	выйти за	1	2
892	в пределах	27	2
893	не должно	3	2
894	не требует	3	2
895	ведь если	1	2
896	смысл его	2	2
897	его отношение	1	2
898	в рамках	1	2
899	числе и	1	2
900	показывает как	1	2
901	те которые	1	2
902	вступают в	1	2
903	явление в	2	2
904	к изучению	1	2
905	пути к	1	2
906	языка с	2	2
907	язык в	9	2
908	и иные	2	2
909	нуждается в	3	2
910	на всем	1	2
911	в эти	1	2
912	эти два	1	2
913	и совершенно	1	2
914	в известной	3	2
915	жизнью и	1	2
916	во всем	3	1
917	мы можем	1	1
918	смысле с	1	1
919	на границах	1	1
920	общественным мнением	1	1
921	могут иметь	1	1
922	них особенно	1	1
923	которой все	1	1
924	из многих	3	1
925	в настоящем	1	1
926	отношении как	1	1
927	еще раз	3	1
928	можно говорить	2	1
929	жанре и	1	1
930	этого в	1	1
931	никогда и	1	1
932	слова здесь	1	1
933	с существующими	1	1
934	живого и	1	1
935	исторических и	2	1
936	не отдавать	1	1
937	современного литературного	1	1
938	трудно сказать	1	1
939	языке так	1	1
940	важно для	1	1
941	всей жизни	1	1
942	без исключения	2	1
943	смысле и	1	1
944	не исключает	1	1
945	его за	1	1
946	рассматривать с	1	1
947	вступает в	2	1
948	и социальной	2	1
949	которым они	1	1
950	живого слова	2	1
951	мысли и	1	1
952	общения с	1	1
953	одному из	2	1
954	свое произведение	2	1
955	литературных и	1	1
956	требует от	2	1
957	роман в	4	1
958	для большинства	1	1
959	служить своим	1	1
960	с собой	1	1
961	на события	1	1
962	и повсюду	1	1
963	что слово	1	1
964	в рамки	4	1
965	вопрос об	1	1
966	их не	1	1
967	или во	2	1
968	место их	1	1
969	случаях обычно	1	1
970	национальная культура	1	1
971	некоторые другие	1	1
972	для осуществления	1	1
973	все дело	1	1
974	которых очень	1	1
975	форму и	1	1
976	темы о	6	1
977	где они	4	1
978	как сказал	1	1
979	в построении	2	1
980	языке своего	1	1
981	было очень	1	1
982	эти жанры	2	1
983	если он	1	1
984	его романа	1	1
985	рядом с	7	1
986	самому и	1	1
987	и другим	4	1
988	в корне	1	1
989	правда в	1	1
990	в собственном	2	1
991	и внутренне	2	1
992	притом в	3	1
993	оценок и	4	1
994	кроме самого	1	1
995	к действительности	1	1
996	где она	1	1
997	формальных приемов	2	1
998	и русский	1	1
999	что действие	1	1
1000	введенные в	2	1
1001	как живая	1	1
1002	они ни	1	1
1003	прошлого века	1	1
1004	очень велика	1	1
1005	относящихся сюда	1	1
1006	и слово	4	1
1007	основное отличие	2	1
1008	установку на	1	1
1009	языкового стиля	1	1
1010	не его	2	1
1011	только теперь	1	1
1012	литературного и	1	1
1013	без кавычек	1	1
1014	обращение к	1	1
1015	и нет	3	1
1016	моменты в	2	1
1017	и образ	2	1
1018	действительности в	1	1
1019	перестает быть	2	1
1020	и того	1	1
1021	сохраняют в	1	1
1022	или только	1	1
1023	и политического	1	1
1024	века на	1	1
1025	при условии	1	1
1026	почвы для	1	1
1027	конечно далеко	1	1
1028	виде вставных	1	1
1029	системы не	1	1
1030	россию и	1	1
1031	известным правом	1	1
1032	его текст	1	1
1033	нас и	1	1
1034	именно этим	1	1
1035	слова правда	2	1
1036	но даже	1	1
1037	в нескольких	1	1
1038	все свои	2	1
1039	почти исключительно	1	1
1040	бы из	1	1
1041	но во	1	1
1042	существенным и	1	1
1043	случае она	1	1
1044	этого языка	3	1
1045	именно там	1	1
1046	и свое	1	1
1047	одной и	1	1
1048	у автора	1	1
1049	когда она	2	1
1050	только на	3	1
1051	исследования и	1	1
1052	между отдельными	1	1
1053	выступает здесь	2	1
1054	этого жанра	3	1
1055	сущности можно	1	1
1056	и значение	1	1
1057	этим не	1	1
1058	его основное	1	1
1059	своего поэтического	1	1
1060	чем его	1	1
1061	на границе	1	1
1062	сил в	3	1
1063	как оно	3	1
1064	даже с	1	1
1065	и общества	2	1
1066	в окружающей	1	1
1067	этому слову	1	1
1068	характерной для	1	1
1069	и лица	1	1
1070	всегда и	1	1
1071	с другим	1	1
1072	языком а	2	1
1073	в прошлом	2	1
1074	к ним	2	1
1075	во всякой	1	1
1076	вернуться к	1	1
1077	нем он	2	1
1078	и оценки	2	1
1079	смысле не	1	1
1080	такая же	2	1
1081	в самое	1	1
1082	языка как	10	1
1083	в нашем	1	1
1084	но место	1	1
1085	находится в	1	1
1086	с этими	3	1
1087	в научном	1	1
1088	простое и	1	1
1089	материал в	2	1
1090	и отдельные	1	1
1091	всегда стремится	1	1
1092	которая на	1	1
1093	каждое из	1	1
1094	речь о	2	1
1095	к вопросам	1	1
1096	себя до	1	1
1097	и драматически	1	1
1098	он сам	1	1
1099	элементов не	1	1
1100	отнести к	1	1
1101	чем шире	2	1
1102	в меру	1	1
1103	лишь при	2	1
1104	дан в	1	1
1105	и две	2	1
1106	смысле но	1	1
1107	время был	1	1
1108	где все	1	1
1109	его разновидности	1	1
1110	себе как	2	1
1111	к языку	3	1
1112	который они	1	1
1113	предания и	1	1
1114	себя в	14	1
1115	нем может	1	1
1116	торжественный язык	1	1
1117	быта и	2	1
1118	он считал	1	1
1119	она ни	1	1
1120	жанра в	4	1
1121	широко пользуется	1	1
1122	слов от	2	1
1123	от жанра	2	1
1124	ближе к	1	1
1125	представить себе	1	1
1126	совершенно иными	1	1
1127	даже по	1	1
1128	официального языка	1	1
1129	ответ в	1	1
1130	слово должно	1	1
1131	все попытки	1	1
1132	влияние на	3	1
1133	например слово	1	1
1134	понимать его	1	1
1135	не выходит	3	1
1136	каких условиях	1	1
1137	элемент в	1	1
1138	что язык	2	1
1139	проч все	1	1
1140	менее в	1	1
1141	последние десятилетия	1	1
1142	смертном одре	1	1
1143	несет на	1	1
1144	действуют в	1	1
1145	внутри одного	1	1
1146	и свободной	1	1
1147	слова является	1	1
1148	политического и	1	1
1149	указать на	1	1
1150	время и	3	1
1151	и грубых	1	1
1152	очень далеко	1	1
1153	даже там	1	1
1154	ввести в	1	1
1155	к себе	1	1
1156	притом не	1	1
1157	остаются в	3	1
1158	в состоянии	1	1
1159	самый язык	2	1
1160	у каждого	2	1
1161	смысле в	4	1
1162	книги а	1	1
1163	ином стиле	1	1
1164	именно как	3	1
1165	конца в	1	1
1166	в исторических	1	1
1167	своей социальной	1	1
1168	свою точку	1	1
1169	узком смысле	13	1
1170	то у	1	1
1171	есть его	1	1
1172	обычно не	1	1
1173	о себе	2	1
1174	всяких оговорок	1	1
1175	идет ли	1	1
1176	результате этой	1	1
1177	своем пути	1	1
1178	не соответствует	1	1
1179	сделать его	1	1
1180	литературы вообще	1	1
1181	велико что	1	1
1182	одному и	2	1
1183	или иную	1	1
1184	с другими	8	1
1185	и прозаических	1	1
1186	за отдельными	1	1
1187	вылиться в	1	1
1188	системы и	2	1
1189	сколько бы	1	1
1190	преимущественно в	4	1
1191	нельзя считать	1	1
1192	две линии	1	1
1193	слово на	1	1
1194	подходит к	1	1
1195	и притом	1	1
1196	правильного понимания	1	1
1197	роман но	1	1
1198	так во	1	1
1199	в несколько	1	1
1200	точного воспроизведения	1	1
1201	не дан	1	1
1202	века не	1	1
1203	из важнейших	2	1
1204	прежде чем	1	1
1205	и говорит	1	1
1206	и позволяет	1	1
1207	всех его	9	1
1208	два типа	1	1
1209	такие которые	1	1
1210	по аналогии	1	1
1211	не исчерпываются	1	1
1212	это кажется	1	1
1213	изображения его	1	1
1214	из уст	1	1
1215	собственное слово	1	1
1216	по которому	1	1
1217	между этими	3	1
1218	в последних	1	1
1219	конечно на	1	1
1220	литературе и	1	1
1221	и историческому	1	1
1222	лишь на	3	1
1223	между ними	2	1
1224	создавать образ	1	1
1225	человек в	6	1
1226	себя как	2	1
1227	большинстве случаев	11	1
1228	воплощен в	2	1
1229	всеми его	1	1
1230	они как	2	1
1231	века в	2	1
1232	где уже	1	1
1233	работы по	1	1
1234	в себя	3	1
1235	сведений и	1	1
1236	точек зрения	8	1
1237	был не	1	1
1238	из одного	2	1
1239	находя в	1	1
1240	быть очень	2	1
1241	его деятельность	1	1
1242	слово как	11	1
1243	п на	1	1
1244	для правильного	1	1
1245	которой на	1	1
1246	здесь как	3	1
1247	с образом	1	1
1248	от их	1	1
1249	слово во	1	1
1250	если оно	2	1
1251	уже сказано	2	1
1252	превращаясь в	1	1
1253	об особенностях	1	1
1254	как они	1	1
1255	особенно характерны	1	1
1256	разрыв между	1	1
1257	ведь в	1	1
1258	дана в	1	1
1259	с оттенком	2	1
1260	от характера	1	1
1261	бы она	1	1
1262	переходы от	1	1
1263	стиля в	2	1
1264	материалом и	1	1
1265	случаев в	1	1
1266	для ее	1	1
1267	текста и	1	1
1268	на новый	1	1
1269	особого рода	1	1
1270	именно потому	1	1
1271	и собственно	1	1
1272	формы на	1	1
1273	самому себе	1	1
1274	на правах	2	1
1275	речи и	4	1
1276	очень тесно	2	1
1277	языком и	6	1
1278	от которых	1	1
1279	такими же	1	1
1280	и внутреннюю	1	1
1281	них но	1	1
1282	одно и	3	1
1283	неотделим от	1	1
1284	своему стилистическому	1	1
1285	и письменных	1	1
1286	но основное	1	1
1287	иногда такие	1	1
1288	ведь на	1	1
1289	это может	2	1
1290	отношения с	1	1
1291	произведение не	1	1
1292	под понятие	1	1
1293	он еще	1	1
1294	и возникает	1	1
1295	могла бы	1	1
1296	почти каждый	1	1
1297	это разные	1	1
1298	ответы на	1	1
1299	и глубоко	1	1
1300	он в	6	1
1301	язык не	5	1
1302	героя во	1	1
1303	говорить как	1	1
1304	однако в	3	1
1305	мы называем	1	1
1306	и никогда	1	1
1307	в систему	1	1
1308	друг другу	2	1
1309	подход к	2	1
1310	звучит в	2	1
1311	особенностей и	1	1
1312	самостоятельно и	1	1
