N	2gram	Losev_Prob	Myslijsy
559	о которых	3	5
560	о предмете	1	5
561	собою и	1	5
562	и у	2	5
563	и понимание	1	5
564	как предмет	2	5
565	рядом с	1	5
566	оно и	2	5
567	время когда	1	5
568	можно было	7	5
569	но только	10	5
570	этот вопрос	3	5
571	если это	1	5
572	природы и	3	5
573	однако в	3	5
574	лучше сказать	2	5
575	что до	1	5
576	можно только	3	5
577	в процессе	2	5
578	если в	1	5
579	отличное от	2	5
580	время как	6	5
581	можно назвать	1	5
582	не видно	1	5
583	перед нами	8	5
584	мы его	2	5
585	предмета а	1	5
586	для нее	2	5
587	на этот	4	5
588	общего с	3	5
589	и здесь	8	5
590	ответ на	1	5
591	с каким	1	5
592	они не	1	5
593	это можно	2	5
594	мы имеем	7	5
595	а это	6	5
596	указание на	2	5
597	на которой	1	5
598	слова а	2	5
599	нет ничего	6	5
600	бы для	2	5
601	стремится к	1	5
602	за тем	1	5
603	на память	1	5
604	в какой	1	5
605	от своего	1	5
606	но уже	4	5
607	в области	2	5
608	что эти	1	5
609	не говоря	2	5
610	мертвых душ	2	5
611	а к	2	5
612	такие же	1	5
613	бы только	2	5
614	говорим что	1	5
615	но при	1	5
616	здесь только	7	5
617	как слово	1	5
618	предмета в	1	5
619	в начале	3	5
620	как же	3	5
621	с понятием	4	5
622	отношение к	1	5
623	с общим	1	5
624	не к	2	5
625	себе а	3	5
626	или по	6	4
627	еще более	3	4
628	этой последней	1	4
629	что чем	2	4
630	из нее	1	4
631	равно как	2	4
632	от всего	3	4
633	поэтический образ	3	4
634	мы только	4	4
635	значение не	1	4
636	как именно	1	4
637	в какие	1	4
638	не имели	2	4
639	нам не	2	4
640	и стремления	1	4
641	значение то	1	4
642	имеет в	2	4
643	в другом	4	4
644	был бы	1	4
645	имея в	1	4
646	из самого	1	4
647	чего не	1	4
648	есть ни	4	4
649	не вполне	3	4
650	не что	6	4
651	так называемых	1	4
652	тождественно с	1	4
653	с чем	3	4
654	иначе и	2	4
655	без которой	1	4
656	что иное	6	4
657	но так	1	4
658	бы то	5	4
659	видели что	1	4
660	все его	1	4
661	обратить внимание	2	4
662	души а	1	4
663	есть такая	2	4
664	то так	1	4
665	не знает	1	4
666	не говорит	2	4
667	в понятии	4	4
668	в связи	9	4
669	внешней формы	1	4
670	будет иметь	2	4
671	следовательно и	1	4
672	от этого	1	4
673	сами не	1	4
674	на этом	1	4
675	эти слова	2	4
676	еще только	3	4
677	не дает	1	4
678	ту же	1	4
679	то ни	7	4
680	языком и	1	4
681	кажется что	2	4
682	бы они	1	4
683	чем больше	1	4
684	иметь в	2	4
685	и какое	1	4
686	а тем	1	4
687	он в	3	4
688	этот предмет	2	4
689	на который	1	4
690	его как	3	4
691	если оно	3	4
692	ничего не	4	4
693	что без	3	4
694	из этого	5	4
695	чтобы не	2	4
696	собственном смысле	1	4
697	б не	1	4
698	нашего времени	1	4
699	бы мы	2	4
700	ни в	17	4
701	это есть	5	4
702	и вполне	9	4
703	том и	1	4
704	не на	2	4
705	так или	2	4
706	этой точки	2	4
707	в наших	3	4
708	и между	2	4
709	живой речи	1	4
710	отношения к	3	4
711	к которым	1	4
712	и они	1	4
713	и так	1	4
714	эта последняя	2	4
715	что бы	1	4
716	все они	5	4
717	здесь как	1	4
718	одним и	1	4
719	не потому	1	4
720	более и	1	4
721	у человека	2	4
722	он есть	2	4
723	образа в	2	4
724	начиная с	1	4
725	произведения и	2	4
726	его только	2	4
727	нам и	1	4
728	он может	2	4
729	только о	3	4
730	образы и	6	4
731	мы могли	4	4
732	ему в	1	4
733	смысле что	4	4
734	многих других	2	4
735	данном случае	12	4
736	сознания и	2	4
737	и хотя	3	4
738	в науке	1	4
739	и предмета	1	4
740	со своим	2	4
741	как нечто	9	4
742	но с	2	4
743	что к	1	4
744	что будет	1	4
745	но эта	4	4
746	дело в	6	4
747	из двух	1	4
748	том виде	4	4
749	в ту	2	4
750	или даже	6	4
751	к своему	1	4
752	по своему	6	4
753	в такой	1	4
754	мы находим	8	4
755	бы совершенно	1	4
756	человеком и	1	4
757	это так	2	4
758	на них	1	4
759	самый предмет	1	4
760	он говорит	1	4
761	а его	2	4
762	есть произведение	1	4
763	к тем	1	4
764	но она	2	4
765	есть и	2	4
766	когда оно	1	4
767	стороны и	3	4
768	только то	4	4
769	собственно говоря	5	4
770	имеет свою	3	4
771	скажем что	2	4
772	что можно	1	4
773	одного из	1	4
774	произведения не	1	4
775	в голову	2	4
776	иное как	6	4
777	с которыми	2	3
778	каждой из	2	3
779	мы и	5	3
780	говоря уже	1	3
781	к этой	2	3
782	бы даже	3	3
783	случае мы	1	3
784	дело с	3	3
785	это значит	12	3
786	кроме того	5	3
787	и получает	1	3
788	и говорить	2	3
789	в результате	8	3
790	ясно что	11	3
791	признаков и	1	3
792	понятий в	2	3
793	и которые	1	3
794	общее понятие	1	3
795	о необходимости	2	3
796	на свою	2	3
797	от одной	2	3
798	и связь	1	3
799	из всего	1	3
800	я могу	3	3
801	понимания слова	1	3
802	они ни	1	3
803	мною в	2	3
804	которое не	1	3
805	нечто новое	1	3
806	на первый	6	3
807	отражается в	1	3
808	первый взгляд	3	3
809	тем в	1	3
810	не прямо	1	3
811	что этот	1	3
812	как та	1	3
813	себе все	2	3
814	что всякое	1	3
815	образа есть	1	3
816	этом мы	3	3
817	другу и	1	3
818	которая не	3	3
819	искусства и	3	3
820	могут не	1	3
821	вообще как	2	3
822	слова если	1	3
823	нечто такое	2	3
824	и когда	4	3
825	вместе со	1	3
826	было сказано	1	3
827	так то	2	3
828	если будем	1	3
829	именно так	4	3
830	быть в	2	3
831	содержание его	1	3
832	входят в	1	3
833	он сам	7	3
834	нам остается	1	3
835	она может	2	3
836	от себя	2	3
837	а мы	2	3
838	к ее	1	3
839	никакой возможности	4	3
840	вносит в	1	3
841	от ее	1	3
842	а потом	2	3
843	несколько слов	1	3
844	и весь	2	3
845	менее в	3	3
846	от его	4	3
847	первом случае	1	3
848	имеют в	1	3
849	что уже	1	3
850	то для	4	3
851	но можно	1	3
852	может иметь	4	3
853	и сама	4	3
854	не была	1	3
855	вкуса и	1	3
856	в разные	1	3
857	что за	1	3
858	эти образы	1	3
859	все наше	1	3
860	но для	3	3
861	с одним	1	3
862	человек и	1	3
863	с которой	2	3
864	художественном произведении	3	3
865	есть именно	9	3
866	этого предмета	1	3
867	о которой	2	3
868	образ есть	3	3
869	же касается	5	3
870	себе и	4	3
871	действительности и	2	3
872	чтобы понять	1	3
873	перехода от	1	3
874	но тогда	4	3
875	совсем не	4	3
876	то уже	1	3
877	здесь мы	5	3
878	было только	1	3
879	именно что	1	3
880	как это	4	3
881	есть движение	1	3
882	даже не	3	3
883	выражается в	3	3
884	явления природы	2	3
885	например не	2	3
886	или вовсе	1	3
887	случае когда	2	3
888	и др	1	3
889	не значит	3	3
890	мы будем	3	3
891	же мы	1	3
892	сказать о	2	3
893	значит что	13	3
894	разве только	1	3
895	как знак	5	3
896	и ее	7	3
897	когда уже	2	3
898	значения и	1	3
899	мы назвали	2	3
900	которых мы	2	3
901	не идет	1	3
902	видно из	1	3
903	возможны только	2	3
904	мы произносим	3	3
905	для них	4	3
906	в отношении	4	3
907	слова мы	1	3
908	такого же	2	3
909	к самому	3	3
910	имел бы	1	3
911	образом если	1	3
912	ни о	8	3
913	же раз	1	3
914	развития в	1	3
915	из тех	1	3
916	она и	1	3
917	к таким	1	3
918	как о	6	3
919	внешним и	1	3
920	и вопрос	1	3
921	а образ	1	3
922	нам возможность	1	3
923	связанные с	2	3
924	этого звука	1	3
925	в известном	3	3
926	на каждом	1	3
927	звуке и	1	3
928	язык имеет	1	3
929	а если	1	3
930	и состоит	2	3
931	предмет в	1	3
932	значение этого	2	3
933	это то	3	3
934	не должно	1	3
935	и поэтому	3	3
936	это только	2	3
937	а может	3	3
938	время в	1	3
939	что понятие	4	3
940	есть сравнение	1	3
941	мысль наша	1	3
942	что многие	1	3
943	признаков из	1	3
944	общее положение	1	3
945	что такая	2	3
946	известного рода	5	3
947	что здесь	5	3
948	без всякого	8	3
949	котором мы	1	3
950	есть общее	3	3
951	здесь не	11	3
952	это значение	2	3
953	с чувственными	1	3
954	только содержание	1	3
955	жизни не	2	3
956	невозможна без	1	3
957	указанием на	1	3
958	в свое	1	3
959	самое понятие	1	3
960	и наконец	2	3
961	после этого	1	3
962	ничем не	2	3
963	сила или	1	3
964	различие между	1	3
965	ни с	5	3
966	ее в	2	3
967	для всякого	2	3
968	образ а	2	3
969	ничего кроме	2	3
970	мы выше	4	3
971	этих слов	1	3
972	и всегда	2	3
973	с которым	1	3
974	однако не	4	3
975	и непосредственно	3	3
976	или другими	2	3
977	образа то	2	3
978	или иначе	2	3
979	в другую	1	3
980	а то	4	3
981	случае не	7	3
982	нет возможности	1	3
983	нам на	2	3
984	сливается с	1	3
985	себе или	1	3
986	есть как	1	3
987	весь круг	3	3
988	разницы между	1	3
989	нисколько не	2	3
990	идеи и	4	3
991	такое значение	1	3
992	единство и	1	3
993	сказать несколько	1	3
994	с первого	3	3
995	совмещает в	1	3
996	что от	1	3
997	чувственные образы	2	3
998	отличие от	3	3
999	которую мы	1	3
1000	это в	2	3
1001	в самых	3	3
1002	который мы	2	3
1003	в теории	1	3
1004	отдельного слова	1	3
1005	в человеческом	2	3
1006	в нашей	4	3
1007	например и	2	3
1008	даже при	2	3
1009	или как	4	3
1010	признать что	1	3
1011	и общее	2	3
1012	для обозначения	1	3
1013	в известной	3	3
1014	значит то	1	3
1015	происходит в	3	3
1016	и прежде	3	3
1017	как будто	11	3
1018	самое нужно	1	3
1019	для этого	9	3
1020	которой мы	1	3
1021	близких к	1	3
1022	же самым	1	3
1023	какого бы	1	2
1024	ее части	1	2
1025	является в	3	2
1026	к другу	1	2
1027	ничего и	2	2
1028	еще раз	2	2
1029	таковы например	1	2
1030	или только	1	2
1031	языка что	1	2
1032	выше называли	1	2
1033	познания и	1	2
1034	ровно ничего	2	2
1035	и имеет	1	2
1036	нее только	1	2
1037	есть знак	6	2
1038	заключение в	1	2
1039	звук в	1	2
1040	связанных между	1	2
1041	будет не	1	2
1042	с указания	1	2
1043	так можно	1	2
1044	что дело	2	2
1045	а есть	1	2
1046	не годится	1	2
1047	на известное	1	2
1048	его от	3	2
1049	не требующим	1	2
1050	нами в	2	2
1051	есть отношение	1	2
1052	говорить что	1	2
1053	то ли	2	2
1054	отдельно от	5	2
1055	иначе чем	2	2
1056	с действительностью	1	2
1057	вполне человеческое	1	2
1058	а во-вторых	2	2
1059	ни одна	2	2
1060	и сам	6	2
1061	по одному	2	2
1062	самостоятельно и	1	2
1063	как форма	1	2
1064	есть та	1	2
1065	каждом отдельном	1	2
1066	и им	1	2
1067	или на	1	2
1068	уже на	1	2
1069	если он	1	2
1070	мы получаем	1	2
1071	развития но	1	2
1072	когда это	2	2
1073	стороны в	1	2
1074	с не	1	2
1075	основано на	1	2
1076	выйти из	1	2
1077	может существовать	3	2
1078	отличается от	8	2
1079	нечто другое	1	2
1080	в это	1	2
1081	для их	1	2
1082	а а	1	2
1083	даже с	1	2
1084	и нет	2	2
1085	нам представляется	4	2
1086	и образ	6	2
1087	действительность и	4	2
1088	говорится о	1	2
1089	тот не	1	2
1090	понятно что	1	2
1091	случае они	1	2
1092	во все	3	2
1093	которая в	1	2
1094	не могли	2	2
1095	и такие	3	2
1096	эта связь	1	2
1097	можем не	1	2
1098	раз и	6	2
1099	духовной жизни	1	2
1100	предмета который	1	2
1101	хотя с	1	2
1102	в противоположность	1	2
1103	сама собою	1	2
1104	можем назвать	2	2
1105	не сама	3	2
1106	слов но	1	2
1107	она еще	1	2
1108	ни его	2	2
1109	без этого	3	2
1110	общее с	1	2
1111	произведения искусства	2	2
1112	от той	1	2
1113	то его	2	2
1114	в глаза	1	2
1115	но этот	2	2
1116	и формы	1	2
1117	факт что	1	2
1118	может ли	2	2
1119	и еще	2	2
1120	уже более	1	2
1121	есть действительно	2	2
1122	следующим образом	1	2
1123	образом как	1	2
1124	такая же	1	2
1125	можно понимать	1	2
1126	это а	1	2
1127	есть по	1	2
1128	что обозначено	1	2
1129	но никак	4	2
1130	на те	1	2
1131	то эти	1	2
1132	развития языка	1	2
1133	по объему	1	2
1134	который в	2	2
1135	есть сумма	2	2
1136	а следовательно	1	2
1137	в отдельных	1	2
1138	воспоминания о	1	2
1139	имели бы	1	2
1140	себя в	4	2
1141	едва ли	8	2
1142	из наук	1	2
1143	разумеется мы	1	2
1144	ли эта	1	2
1145	может обойтись	2	2
1146	бы вполне	1	2
1147	ее и	2	2
1148	того и	2	2
1149	нами не	2	2
1150	указать на	1	2
1151	и заставляет	1	2
1152	но еще	1	2
1153	значения этих	1	2
1154	предмета к	2	2
1155	для которой	4	2
1156	без понятия	1	2
1157	поэзии в	1	2
1158	сущность дела	1	2
1159	смысле есть	1	2
1160	образ в	2	2
1161	выше о	1	2
1162	которого он	1	2
1163	не думает	1	2
1164	в буквальном	4	2
1165	и за	2	2
1166	значит не	1	2
1167	можем ли	1	2
1168	отдельных словах	1	2
1169	другого слова	1	2
1170	понятия из	1	2
1171	лежит в	1	2
1172	и развития	1	2
1173	тому же	1	2
1174	существует только	1	2
1175	от тех	3	2
1176	не нуждается	1	2
1177	как его	1	2
1178	большее количество	1	2
1179	предмет как	1	2
1180	из трех	2	2
1181	смысле и	1	2
1182	и связи	1	2
1183	на пути	1	2
1184	на другую	1	2
1185	них это	1	2
1186	я не	1	2
1187	же как	5	2
1188	но когда	3	2
1189	понимается как	1	2
1190	нас значение	2	2
1191	если я	3	2
1192	собственное значение	1	2
1193	например как	2	2
1194	не нужно	2	2
1195	и чувствовать	1	2
1196	от другой	2	2
1197	и отдельные	1	2
1198	замечаем что	1	2
1199	не имеющие	1	2
1200	только путем	4	2
1201	что поэтому	1	2
1202	тут же	12	2
1203	и образа	1	2
1204	ни для	2	2
1205	бы она	2	2
1206	не выражается	1	2
1207	от самого	2	2
1208	греческом языке	1	2
1209	не связанных	1	2
1210	значение но	2	2
1211	в шутку	1	2
1212	ничего нового	1	2
1213	имеем дело	2	2
1214	уже потому	1	2
1215	можем себе	1	2
1216	такое что	3	2
1217	же это	2	2
1218	по своей	1	2
1219	обобщение и	1	2
1220	художественной цельности	1	2
1221	то или	5	2
1222	должны были	1	2
1223	в которое	1	2
1224	они могут	1	2
1225	как эта	1	2
1226	и стремление	1	2
1227	целом и	1	2
1228	предмет не	1	2
1229	о его	3	2
1230	и почему	1	2
1231	фона на	1	2
1232	в первой	1	2
1233	бы оно	1	2
1234	были и	1	2
1235	действительно есть	1	2
1236	который был	1	2
1237	мы придаем	1	2
1238	для чего	3	2
1239	себе как	4	2
1240	будет совершенно	2	2
1241	с ее	5	2
1242	всех этих	6	2
1243	логике но	1	2
1244	превращаются в	1	2
1245	речи то	1	2
1246	до степени	1	2
1247	говорим в	1	2
1248	друг к	1	2
1249	его уже	1	2
1250	не ради	1	2
1251	мы при	1	2
1252	есть образ	2	2
1253	на ее	2	2
1254	нас как	1	2
1255	самостоятельности и	1	2
1256	не всякий	4	2
1257	звук его	1	2
1258	из которых	6	2
1259	не исчерпывается	1	2
1260	переходит в	2	2
1261	как говорят	1	2
1262	в логике	1	2
1263	под этим	1	2
1264	понятие которое	2	2
1265	языка из	1	2
1266	мы понимаем	1	2
1267	отличаются от	2	2
1268	находим у	1	2
1269	строгом смысле	1	2
1270	всегда в	1	2
1271	или без	1	2
1272	общество и	2	2
1273	понятия но	3	2
1274	взятое в	1	2
1275	прибавить еще	1	2
1276	значения как	1	2
1277	имеет дело	1	2
1278	обращается к	1	2
1279	сознании как	1	2
1280	значении этого	1	2
1281	мысль мы	1	2
1282	существует и	2	2
1283	понятие а	1	2
1284	от чего	1	2
1285	живых существ	1	2
1286	состоит из	6	2
1287	произведение в	2	2
1288	есть такой	1	2
1289	зависимости от	3	2
1290	дальше и	1	2
1291	во сне	1	2
1292	похожи на	1	2
1293	же есть	2	2
1294	не сами	1	2
1295	свое время	1	2
1296	художественный образ	12	2
1297	это и	11	2
1298	ни к	3	2
1299	как часть	1	2
1300	случае оно	1	2
1301	здесь может	1	2
1302	нас не	6	2
1303	того самого	1	2
1304	есть от	2	2
1305	по своим	1	2
1306	ясно и	1	2
1307	себе никакого	1	2
1308	не полное	3	2
1309	и понятие	4	2
1310	относящихся к	1	2
1311	это событие	1	2
1312	чем то	1	2
1313	если например	1	2
1314	не знали	2	2
1315	для деятельности	1	2
1316	самым мы	2	2
1317	невозможен без	1	2
1318	и независимо	2	2
1319	хотя это	2	2
1320	делает возможным	1	2
