N	3gram	Bakhtin_Fr	Marksizm
185	и в более	2	1
186	нет тех резких	1	1
187	очень далек от	2	1
188	во многих отношениях	1	1
189	мы уже указывали	1	1
190	не чем иным	1	1
191	на самой границе	1	1
192	чем иным как	1	1
193	они являются лишь	1	1
194	и нашло свое	1	1
195	одну из этих	1	1
196	даже и в	4	1
197	работы мы будем	1	1
198	но также и	1	1
199	по ту сторону	1	1
200	яркое выражение в	2	1
201	под непосредственным влиянием	1	1
202	в xviii веке	1	1
203	и как мы	1	1
204	но даже и	2	1
205	не только не	1	1
206	вне всякой связи	1	1
207	для него только	1	1
208	узком смысле а	1	1
209	и не касается	1	1
210	священных слов и	1	1
211	как раз и	2	1
212	все эти формы	1	1
213	в нем в	2	1
214	но как раз	1	1
215	остановимся лишь на	1	1
216	в наше время	1	1
217	никак нельзя согласиться	1	1
218	это вовсе не	1	1
219	и т.п но	1	1
220	не нуждается в	1	1
221	понимания и оценки	3	1
222	очень распространенной в	1	1
223	сказать что вся	1	1
224	мы еще вернемся	1	1
225	таким образом и	1	1
226	в первую очередь	1	1
227	в эту речь	1	1
228	и т.п то	1	1
229	в тех случаях	1	1
230	прежде всего как	1	1
231	только в форме	1	1
232	никогда не может	1	1
233	а иногда прямо	1	1
234	лишь в тех	1	1
235	а как бы	1	1
236	нем нет ничего	1	1
237	можно только с	1	1
238	не проникает в	1	1
239	то есть в	5	1
240	но прежде всего	3	1
241	но он не	1	1
242	себе самому и	1	1
243	все же в	2	1
244	большей или меньшей	7	1
245	к тому или	1	1
246	что во французском	1	1
247	к ней как	1	1
248	в какой мере	1	1
249	прежде всего на	3	1
250	большое место в	1	1
251	том что слово	1	1
252	и вот в	1	1
253	одна из основных	1	1
254	там где они	1	1
255	в сущности это	1	1
256	здесь в пределах	1	1
257	громадное значение в	1	1
258	в одной из	1	1
259	входящих в него	1	1
260	xix века и	1	1
261	нашло свое яркое	1	1
262	в старом и	1	1
263	в другом месте	2	1
264	и вовсе не	2	1
265	и его понимания	1	1
266	можно определить как	1	1
267	в кавычки и	1	1
268	связи и с	1	1
269	в себе и	2	1
270	прав отказываясь выводить	1	1
271	в целом ряде	2	1
272	в образе в	1	1
273	еще только в	1	1
274	нашла свое наиболее	1	1
275	почти ничего не	1	1
276	нам предстоит обосновать	1	1
277	при таком подходе	2	1
278	верх и низ	1	1
279	в единой цепи	1	1
280	стадии своего развития	1	1
281	во франции и	1	1
282	его формы и	1	1
283	всех перечисленных нами	1	1
284	определяющее влияние на	2	1
285	второй половины xix	2	1
286	здесь мы должны	1	1
287	в большей или	7	1
288	или во всяком	1	1
289	свое яркое выражение	1	1
290	и т.п все	3	1
291	не может стать	1	1
292	мы остановимся лишь	1	1
293	в самой жизни	1	1
294	на них мы	1	1
295	и не является	1	1
296	на французской почве	1	1
297	до сегодняшнего дня	1	1
298	на то или	1	1
299	взаимно дополняют друг	1	1
300	и не понял	1	1
301	пределах одной и	1	1
302	которого они являются	1	1
303	дело в том	2	1
304	и существенное развитие	1	1
305	в отрыве от	2	1
306	влияние на развитие	1	1
307	подобно тому как	2	1
308	т.п все эти	1	1
309	мы упоминали выше	1	1
310	уже говорили что	3	1
311	по нашему мнению	1	1
312	и полнее всего	1	1
313	они никогда не	1	1
314	во всех этих	2	1
315	как бы ни	2	1
316	всей нашей работы	1	1
317	и все остальные	1	1
318	то есть его	1	1
319	этом случае происходит	1	1
320	бы они ни	1	1
321	еще далеко не	2	1
322	иной форме с	1	1
323	для эпохи возрождения	1	1
324	с самим собой	1	1
325	адекватное выражение в	1	1
326	и без того	1	1
327	в низких жанрах	1	1
328	в обычном смысле	1	1
329	тех случаях когда	1	1
330	жизни в ее	1	1
331	в xvii веке	6	1
332	рождения и развития	1	1
333	выходит за пределы	4	1
334	чтобы убедиться в	1	1
335	в сущности только	1	1
336	в новое время	4	1
337	же время эти	1	1
338	всего того что	2	1
339	в связи и	1	1
340	связанных как с	1	1
341	будем говорить в	1	1
342	языка но и	1	1
343	слово для обозначения	1	1
344	сказать что и	1	1
345	бы это был	1	1
346	и в нем	1	1
347	по нашей терминологии	1	1
348	в основе своей	2	1
349	мы уже говорили	12	1
350	форме выражения и	1	1
351	это прежде всего	1	1
352	до конца и	1	1
353	и связанные с	1	1
354	связанных с ними	1	1
355	в сущности всегда	1	1
356	эпохи возрождения особенно	1	1
357	но не только	2	1
358	мы уже сказали	4	1
359	они вступают в	1	1
360	но в живой	1	1
