N	2gram	Nazirov_Tr	StatiiOP
140	подчеркнуть что	1	8
141	а также	1	8
142	по мнению	2	8
143	отношение к	2	8
144	и о	1	8
145	это в	1	8
146	о чем	3	7
147	по себе	1	7
148	представление о	1	7
149	в это	2	7
150	не мог	2	7
151	не просто	2	7
152	в ее	2	7
153	что все	2	7
154	это очень	5	7
155	как это	3	7
156	то в	1	7
157	и то	2	7
158	еще не	4	7
159	на этот	1	7
160	данном случае	2	7
161	уже в	3	7
162	в виде	2	7
163	что этот	2	7
164	с самого	1	7
165	конце концов	1	7
166	факт что	1	7
167	лишь в	1	7
168	вплоть до	1	7
169	что за	3	6
170	одно из	1	6
171	вот что	1	6
172	и сам	3	6
173	к нему	3	6
174	только не	1	6
175	одном из	2	6
176	его как	1	6
177	в себе	4	6
178	в особенности	1	6
179	и здесь	2	6
180	и все	4	6
181	в стихах	1	6
182	что я	4	6
183	говорил что	1	6
184	с его	2	6
185	что с	3	6
186	и за	2	6
187	но я	1	6
188	и я	2	6
189	при его	1	6
190	за то	1	6
191	что на	1	6
192	при этом	3	5
193	как говорит	2	5
194	не как	1	5
195	в духе	1	5
196	уже не	2	5
197	но они	2	5
198	самого начала	1	5
199	и далее	1	5
200	что именно	1	5
201	что эти	2	5
202	после того	1	5
203	с одной	1	5
204	его в	2	5
205	на себя	1	5
206	что не	1	5
207	даже не	1	5
208	в двух	1	5
209	не был	2	5
210	если б	2	5
211	столь же	2	5
212	не так	2	5
213	утверждать что	1	5
214	один из	3	5
215	и который	1	5
216	должна быть	1	5
217	за что	1	5
218	что ему	1	5
219	большое значение	1	5
220	никто не	3	5
221	и если	1	5
222	но если	1	5
223	это был	2	5
224	это и	1	5
225	на нее	1	5
226	вообще не	1	5
227	во многом	1	5
228	и потому	1	5
229	как он	1	5
230	к ней	1	5
231	как будто	3	5
232	в центре	1	4
233	только что	1	4
234	в применении	1	4
235	в первом	2	4
236	не могли	1	4
237	применении к	1	4
238	во времена	1	4
239	который в	2	4
240	мы видим	1	4
241	и он	3	4
242	xviii века	1	4
243	в таком	2	4
244	в связи	1	4
245	одна из	2	4
246	на этом	1	4
247	не могут	2	4
248	могло бы	1	4
249	но как	1	4
250	в развитии	1	4
251	литературы и	1	4
252	у которого	1	4
253	с которым	1	4
254	за пределы	1	4
255	эту тему	1	4
256	то есть	3	4
257	известно что	1	4
258	в форме	1	4
259	в романе	10	4
260	по своей	1	4
261	нет в	2	4
262	бы и	2	4
263	более чем	1	4
264	быть не	1	4
265	в обоих	1	4
266	не для	1	4
267	в образе	6	4
268	этого слова	1	4
269	что оно	1	4
270	естественно что	1	4
271	как у	2	4
272	и всегда	1	4
273	чем он	2	4
274	смысле этого	1	4
275	а на	1	4
276	есть в	1	4
277	стремление к	1	4
278	в такой	1	4
279	в стиле	1	4
280	а по	1	4
281	и их	1	4
282	самозванца в	1	4
283	еще в	2	4
284	как мы	1	4
285	в период	1	4
286	в эпоху	1	4
287	от него	1	3
288	писателя и	2	3
289	любовь к	1	3
290	к числу	1	3
291	а затем	1	3
292	что писал	1	3
293	смысл этого	1	3
294	гораздо больше	1	3
295	и дело	1	3
296	к этой	1	3
297	представляет собой	1	3
298	к своей	1	3
299	с помощью	1	3
300	всегда будет	1	3
301	быть в	1	3
302	все время	1	3
303	на котором	1	3
304	были написаны	1	3
305	что при	1	3
306	х годов	1	3
307	говорит в	1	3
308	как его	1	3
309	я и	1	3
310	и до	2	3
311	бы в	1	3
312	эти слова	1	3
313	xvii века	1	3
314	в рассказе	2	3
315	не могла	1	3
316	тем и	1	3
317	не раз	1	3
318	это же	1	3
319	за себя	1	3
320	чем у	1	3
321	от нее	1	3
322	взгляд на	1	3
323	поэмы пушкина	1	3
324	причем в	1	3
325	смотреть на	1	3
326	почти не	1	3
327	это уже	2	3
328	вот как	1	3
329	это выражение	1	3
330	бы не	1	3
331	эта тема	1	3
332	перед нами	2	3
333	виде в	1	3
334	то и	2	3
335	не хочу	1	3
336	очень хорошо	1	3
337	эта книга	1	3
338	что когда	1	3
339	идей и	1	3
340	понимал что	1	3
341	судя по	1	3
342	этом случае	1	3
343	он и	2	3
344	не значит	1	3
345	в русском	2	3
346	а к	1	3
347	но эта	2	3
348	ему хотелось	1	3
349	о жизни	2	3
350	и как	3	3
351	при таком	1	3
352	к истории	1	3
353	на них	1	3
354	что вы	3	3
355	она не	1	3
356	отказ от	1	3
357	конечно в	1	3
358	могло быть	1	3
359	из книги	1	3
360	в книге	1	3
361	и ее	2	3
362	считает что	1	3
363	в голову	1	3
364	ни разу	1	3
365	слова в	1	3
366	и наконец	1	3
367	не к	1	3
368	в момент	1	2
369	он считает	1	2
370	дело с	1	2
371	точно так	2	2
372	и низким	1	2
373	мысль о	1	2
374	из самых	2	2
375	обоих случаях	1	2
376	роль в	1	2
377	но у	1	2
378	и стал	1	2
379	всем его	1	2
380	а что	2	2
381	при создании	1	2
382	сам же	1	2
383	говорится о	1	2
384	было в	2	2
385	первое крупное	1	2
386	критики в	1	2
387	которой он	1	2
388	это его	1	2
389	вот почему	1	2
390	связь между	1	2
391	а между	1	2
392	в журнале	1	2
393	всего что	1	2
394	но этот	1	2
395	и еще	1	2
396	именно так	1	2
397	из романа	1	2
398	именно на	1	2
399	они сами	1	2
400	для понимания	1	2
401	тут же	2	2
402	сам по	1	2
403	все в	1	2
404	и которое	1	2
405	объясняется тем	1	2
406	трагедию с	1	2
407	ума и	1	2
408	видит в	1	2
409	а за	1	2
410	права на	2	2
411	к князю	1	2
412	с жизнью	1	2
413	и она	1	2
414	и вместе	1	2
415	так сказать	1	2
416	между собой	1	2
417	ответом на	1	2
418	него есть	1	2
419	был так	1	2
420	ту же	1	2
421	объясняется и	1	2
422	характерны для	1	2
423	но только	1	2
424	годов в	1	2
425	что нужно	1	2
426	и от	1	2
427	всю жизнь	1	2
428	писателя в	1	2
429	с ее	3	2
430	не случайно	2	2
431	для самого	1	2
432	очень важно	2	2
433	не нашел	1	2
434	мы встречаем	1	2
435	например что	1	2
436	его с	1	2
437	с такой	1	2
438	о рассказе	1	2
439	и при	1	2
440	в комментариях	1	2
441	который сам	1	2
442	это была	1	2
443	второй части	1	2
444	событий и	1	2
445	это чувство	1	2
446	с г	2	2
447	сей день	2	2
448	состоит из	2	2
449	жизни в	1	2
450	смертной казни	1	2
451	этот образ	4	2
452	объявил себя	1	2
453	в черновиках	1	2
454	к образу	1	2
455	чем же	1	2
456	в диалог	1	2
457	случае и	1	2
458	значение этого	1	2
459	таком виде	1	2
460	что судьба	1	2
461	и теперь	1	2
462	значение для	1	2
463	в письмах	2	2
464	для публики	1	2
465	тогда как	1	2
466	в отличие	2	2
467	мог бы	3	2
468	ответа на	1	2
469	не за	2	2
470	в глазах	2	2
471	слова он	1	2
472	свой долг	1	2
473	стиля и	1	2
474	только о	2	2
475	с того	1	2
476	с каким	1	2
477	близок к	1	2
478	только по	1	2
479	здесь есть	1	2
480	свидетельствует о	1	2
481	которых можно	1	2
482	и вот	1	2
483	стола и	1	2
484	а это	1	2
485	для искусства	2	2
486	в литературе	1	2
487	где он	1	2
488	из своих	2	2
489	как нечто	1	2
490	нет это	1	2
491	как своего	1	2
492	и эта	1	2
493	перед собой	1	2
494	на все	1	2
495	но уже	1	2
496	и самозванец	1	2
497	жизнь и	3	2
498	на свете	1	2
499	такие слова	1	2
500	всего необходимо	1	2
501	только к	2	2
502	отличие от	2	2
503	борьбу с	1	2
504	в поле	3	2
505	не удалась	1	2
506	стихах и	1	2
507	однако ни	1	2
508	и ленина	1	2
509	отвращение к	1	2
510	на меня	2	2
511	тем самым	3	2
512	этого образа	1	2
513	несколько раз	1	2
514	борьбе за	1	2
515	повод для	1	2
516	в какой-то	1	2
517	знает и	1	2
518	не верит	1	2
519	времени в	2	2
520	нуждается в	1	2
521	на всем	2	2
522	мы располагаем	1	2
523	эту сцену	1	2
524	и совершенно	1	2
525	он с	1	2
526	в известной	2	2
527	жизнью и	2	2
528	во всем	1	1
529	к м	1	1
530	в настоящем	1	1
531	еще раз	2	1
532	это тот	1	1
533	васильевского острова	1	1
534	не читал	1	1
535	на работу	1	1
536	его за	2	1
537	первый вариант	1	1
538	он объявил	1	1
539	ноты в	1	1
540	этот счет	1	1
541	iii в	3	1
542	одному из	1	1
543	роман в	1	1
544	чтобы она	1	1
545	точности соответствует	1	1
546	черты его	1	1
547	с собой	1	1
548	внешней формы	1	1
549	разу не	1	1
550	вопрос об	1	1
551	а там	1	1
552	в борьбе	1	1
553	имеет для	1	1
554	так часто	1	1
555	жизни своей	1	1
556	если он	1	1
557	его романа	1	1
558	рядом с	1	1
559	была история	1	1
560	из петербурга	1	1
561	подчеркивает это	1	1
562	только теперь	1	1
563	время с	1	1
564	в дальнейшем	5	1
565	и образ	1	1
566	поле в	1	1
567	перестает быть	1	1
568	таково происхождение	1	1
569	навсегда и	1	1
570	чтобы так	1	1
571	этом мы	1	1
572	собой как	1	1
573	всего этого	1	1
574	в каких	1	1
575	в романтике	1	1
576	повторяет в	1	1
577	обратился к	1	1
578	больше в	1	1
579	вырастает в	1	1
580	но может	1	1
581	народа не	1	1
582	об отношении	1	1
583	только на	1	1
584	ну а	1	1
585	вещами и	1	1
586	не вполне	1	1
587	что ее	1	1
588	см его	1	1
589	перед ним	1	1
590	в глаза	2	1
591	к вам	1	1
592	почти в	1	1
593	с другим	1	1
594	был более	1	1
595	к ним	1	1
596	такая трактовка	1	1
597	у себя	1	1
598	казалось что	1	1
599	в голове	1	1
600	наряду с	1	1
601	в самое	1	1
602	с этими	1	1
603	точностью именно	1	1
604	всегда стремится	1	1
605	исходит из	1	1
606	русской литературы	2	1
607	из трех	1	1
608	л н	1	1
609	и темы	1	1
610	согласиться с	1	1
611	когда в	1	1
612	он сам	7	1
613	русский язык	1	1
614	не понял	1	1
615	линии в	1	1
616	у которой	1	1
617	претензии на	1	1
618	был вполне	1	1
619	за того	1	1
620	не моя	1	1
621	ненависть и	1	1
622	известные слова	1	1
623	под маской	1	1
624	в петербурге	1	1
625	человечества или	1	1
626	отнимает у	1	1
627	но еще	1	1
628	не мудрено	2	1
629	к себе	1	1
630	начала и	1	1
631	тогда и	1	1
632	то для	1	1
633	о себе	1	1
634	место где	1	1
635	ненавистью и	1	1
636	не человек	2	1
637	есть с	1	1
638	иными словами	1	1
639	и один	1	1
640	как есть	1	1
641	на первую	1	1
642	великий писатель	2	1
643	презрение к	4	1
644	заявляет что	1	1
645	и притом	1	1
646	мировой литературы	1	1
647	о золотом	1	1
648	признается что	1	1
649	№ и	1	1
650	тот кто	1	1
651	не исчерпываются	1	1
652	поэтому он	1	1
653	между этими	2	1
654	лишь на	1	1
655	понимание этого	1	1
656	встречается в	1	1
657	его кажется	1	1
658	если вам	1	1
659	я скажу	1	1
660	и герои	1	1
661	к россии	1	1
662	века в	1	1
663	средство для	1	1
664	но все-таки	1	1
665	борьба двух	1	1
666	с образом	1	1
667	материалом для	1	1
668	может жить	1	1
669	бы может	1	1
670	для ее	1	1
671	чтобы он	1	1
672	на другой	1	1
673	исключительное значение	1	1
674	с прекрасным	1	1
675	характеры и	1	1
676	это по	1	1
677	идет в	1	1
678	это говорит	1	1
679	какой-то мере	1	1
680	никого не	1	1
681	мысль что	1	1
682	что лицо	1	1
683	с годами	1	1
684	один раз	1	1
685	и хотя	1	1
686	нашел в	1	1
687	это может	1	1
688	над ним	1	1
689	я буду	2	1
690	должны были	1	1
691	он еще	1	1
692	того кто	1	1
693	я в	1	1
694	но без	1	1
695	ту сторону	1	1
696	он в	1	1
697	жизнь как	1	1
698	по какому	1	1
699	году в	2	1
700	искусства но	1	1
701	о его	2	1
702	и есть	1	1
703	ты мне	1	1
704	в оригинале	1	1
705	этого нового	1	1
706	черты лица	1	1
707	я люблю	4	1
708	ни за	1	1
709	для чего	1	1
710	и унижения	1	1
711	чтобы не	1	1
712	где мы	1	1
713	любви и	2	1
714	хотя сам	1	1
715	на деле	1	1
716	литературе это	1	1
717	зачем она	1	1
718	в последующих	1	1
719	опирается на	1	1
720	на западе	1	1
721	в основном	3	1
722	которой не	1	1
723	и должно	1	1
724	ставил перед	1	1
725	содержит в	1	1
726	романа и	3	1
727	с ним	3	1
728	романа в	1	1
729	это слова	1	1
730	и входят	1	1
731	чем для	1	1
732	но этого	2	1
733	князя и	1	1
734	нельзя ли	1	1
735	него нет	1	1
736	власти и	1	1
737	нас от	1	1
738	этом варианте	1	1
739	вместо того	1	1
740	документ в	1	1
741	не знал	1	1
742	очень важный	1	1
743	жизни были	1	1
744	с такими	1	1
745	похожим на	1	1
746	боль и	1	1
747	за свое	1	1
748	отнесены к	1	1
749	не знать	1	1
750	была и	1	1
751	создает впечатление	1	1
752	роли в	1	1
753	под заглавием	1	1
754	если можно	1	1
755	сравнению с	1	1
756	своего отца	3	1
757	знает что	2	1
758	который до	1	1
759	это самое	1	1
760	такая точка	1	1
761	автора но	2	1
762	который он	1	1
763	попал в	1	1
764	впечатление что	2	1
765	должно быть	3	1
766	уходит от	1	1
767	сливается с	1	1
768	же во	1	1
769	хочет сделать	1	1
770	в иной	1	1
771	мудрено что	2	1
772	знать и	1	1
773	самого автора	1	1
774	в образах	1	1
775	не понимает	1	1
776	только один	1	1
777	к одному	1	1
778	и презрение	1	1
779	в маленьких	1	1
780	русского читателя	1	1
781	рука в	1	1
782	общем смысле	1	1
783	в обществе	1	1
784	все как	1	1
785	на две	1	1
786	речи в	1	1
787	с рукописью	1	1
788	от бориса	1	1
789	тебе и	1	1
790	и глубоким	1	1
791	в газетах	1	1
792	сохранил эту	1	1
793	друг друга	2	1
794	не из	1	1
795	в самой	1	1
796	обратиться к	1	1
797	высшей степени	1	1
798	не выдерживает	1	1
799	впечатление на	1	1
800	вместе со	2	1
801	но лицо	1	1
802	всегда была	1	1
803	и прямо	1	1
804	превратилось в	2	1
805	ему в	1	1
806	ничем не	2	1
807	с начала	1	1
808	не нужен	1	1
809	в последней	1	1
810	словами о	1	1
811	него была	1	1
812	он просит	1	1
813	новую жизнь	1	1
814	x и	2	1
815	себя на	1	1
816	с дороги	1	1
817	о нем	1	1
818	нам еще	1	1
819	к счастью	1	1
820	смысл этой	1	1
821	на одной	1	1
822	буржуазии в	1	1
823	что роман	1	1
824	и первое	1	1
825	в эпилоге	1	1
826	этого не	1	1
827	с ними	1	1
828	наших дней	1	1
829	теперь еще	1	1
830	несовместимое с	1	1
831	к жизни	5	1
832	ввел в	1	1
833	и могут	1	1
834	этой борьбе	1	1
835	показывает его	1	1
836	право на	1	1
837	именно эта	1	1
838	в точности	1	1
839	в условиях	1	1
840	за год	1	1
841	первостепенное значение	1	1
842	он заявляет	1	1
843	что хочет	1	1
844	ко всему	1	1
845	тех лет	1	1
846	тем чем	1	1
847	вся состоит	1	1
848	начинается словами	1	1
849	эти строки	1	1
850	xx века	1	1
851	за все	1	1
852	это как	1	1
853	он подвергает	1	1
854	но при	2	1
855	одну из	1	1
856	а из	1	1
857	силе и	1	1
858	для прочтения	1	1
859	свою жизнь	1	1
860	есть и	1	1
861	его речи	1	1
862	в селе	1	1
863	что образ	3	1
864	власть и	1	1
865	которую я	1	1
866	чего же	1	1
867	на всю	1	1
868	или как	1	1
869	не нравится	1	1
870	по сравнению	1	1
871	на смерть	1	1
872	с первого	2	1
873	этой схемы	1	1
874	живых картин	1	1
875	и т.д	1	1
876	с жаром	1	1
877	сказал что	1	1
878	со своими	1	1
879	не быть	1	1
880	собрания сочинений	1	1
881	первый том	1	1
882	в высшей	1	1
883	по плечу	1	1
884	никому не	1	1
885	из соображений	1	1
886	себя а	1	1
887	известной степени	1	1
888	переведя на	1	1
889	что иногда	1	1
890	человек не	1	1
891	является ли	1	1
892	он пытался	1	1
893	в разговоре	1	1
894	хорошо знает	1	1
895	за счет	1	1
896	недоразумение и	1	1
897	детскую любовь	1	1
898	по нашему	1	1
899	а я	5	1
