N	2gram	Bakhtin_Pr	Stilisti
132	с самого	3	4
133	в слове	1	4
134	так сказать	8	4
135	к своему	1	4
136	у нас	2	4
137	в словах	2	4
138	да и	3	4
139	как только	2	4
140	на другого	1	4
141	уже не	14	4
142	к тому	1	4
143	о том	5	4
144	той или	3	4
145	самого начала	4	4
146	в каждом	11	4
147	можно сказать	3	4
148	если мы	1	4
149	и пр	3	4
150	не существует	1	4
151	его внутренней	1	4
152	можно было	5	4
153	на это	2	4
154	так же	10	4
155	лишь в	4	4
156	в целом	8	4
157	себя в	5	4
158	в данной	1	4
159	тем же	1	4
160	речь и	1	4
161	что именно	2	4
162	тех или	1	4
163	словесное выражение	1	4
164	точка зрения	14	4
165	того что	4	4
166	не к	1	4
167	что было	4	3
168	внутренней жизни	1	3
169	не так	3	3
170	этом случае	1	3
171	ответ на	2	3
172	социальной жизни	2	3
173	что оно	2	3
174	общества и	1	3
175	и здесь	5	3
176	та же	1	3
177	что у	5	3
178	зрения на	12	3
179	как таковой	2	3
180	совершенно не	2	3
181	для нас	3	3
182	художественное творчество	1	3
183	и вот	4	3
184	в том	17	3
185	или иных	1	3
186	отношения к	4	3
187	несмотря на	7	3
188	для него	23	3
189	хотя и	1	3
190	ни на	2	3
191	в ее	4	3
192	и внешней	1	3
193	из которых	3	3
194	на самом	5	3
195	и уже	3	3
196	что и	10	3
197	в виду	2	3
198	между ними	4	3
199	и само	2	3
200	только он	2	3
201	связи с	1	3
202	и даже	4	3
203	здесь мы	3	3
204	в основе	6	3
205	слова но	2	3
206	сознания не	3	3
207	но для	2	3
208	словом и	2	3
209	может стать	1	3
210	все эти	12	3
211	как в	10	3
212	том что	15	3
213	вследствие этого	2	3
214	роль в	2	3
215	об этом	4	3
216	конце концов	7	3
217	слова о	1	3
218	перед нами	8	3
219	еще не	11	3
220	но при	1	3
221	его и	4	3
222	то он	3	3
223	выражение в	6	3
224	в котором	6	3
225	и социального	1	3
226	в устах	2	3
227	ведь в	1	3
228	свое выражение	1	3
229	если не	2	3
230	зрения как	1	3
231	т.п и	1	3
232	этом мы	1	3
233	как предмет	3	3
234	между тем	5	3
235	высказывания и	1	3
236	во второй	1	3
237	не знает	5	3
238	в частности	2	3
239	только на	1	3
240	не с	1	3
241	в тех	1	3
242	о своем	2	3
243	в начале	3	3
244	и слово	6	3
245	конечно не	7	3
246	от того	4	3
247	ведь если	1	3
248	внешнее выражение	1	3
249	перед ним	2	3
250	их в	8	3
251	не становится	5	3
252	заметить что	2	3
253	нет и	4	3
254	не будет	1	3
255	сказать что	9	3
256	может показаться	1	3
257	в голову	1	3
258	жизни и	21	3
259	слово и	1	3
260	этого слова	3	3
261	и внутренняя	1	3
262	и эта	3	3
263	к той	2	3
264	у них	1	3
265	и для	5	3
266	это не	13	3
267	из них	8	3
268	он должен	1	3
269	и ту	1	2
270	в душе	1	2
271	и он	3	2
272	ничем не	2	2
273	явление действительности	1	2
274	как с	1	2
275	должно быть	4	2
276	зависит от	1	2
277	был бы	6	2
278	отражает и	1	2
279	и при	1	2
280	и потому	9	2
281	каждый из	1	2
282	мы имеем	2	2
283	еще более	1	2
284	другого человека	4	2
285	с самим	3	2
286	и сознание	2	2
287	может получить	1	2
288	этом отношении	7	2
289	с ним	13	2
290	кроме того	3	2
291	выбора и	1	2
292	приходится иметь	1	2
293	но как	4	2
294	да ведь	4	2
295	для них	3	2
296	в отношении	3	2
297	жизнь мою	1	2
298	с другими	11	2
299	это слово	1	2
300	смысле этого	2	2
301	но это	7	2
302	слова не	1	2
303	в их	5	2
304	слова мы	1	2
305	о них	2	2
306	а на	1	2
307	одну и	1	2
308	в своих	5	2
309	не было	5	2
310	на этот	2	2
311	материал для	1	2
312	вся действительность	2	2
313	все то	5	2
314	из героев	1	2
315	или в	2	2
316	с ней	1	2
317	прежде чем	1	2
318	всех его	1	2
319	равно как	1	2
320	но эта	4	2
321	но не	13	2
322	а сейчас	1	2
323	тем что	5	2
324	из всего	2	2
325	он говорит	3	2
326	слово в	3	2
327	и форму	1	2
328	я и	2	2
329	в жизни	7	2
330	показаться что	1	2
331	ясно что	1	2
332	как не	9	2
333	эти три	2	2
334	что он	16	2
335	быть понято	1	2
336	или даже	2	2
337	понимания и	2	2
338	не есть	2	2
339	в своей	17	2
340	человеком в	1	2
341	в мире	10	2
342	оценок и	1	2
343	иной смысл	1	2
344	на эту	1	2
345	в этих	5	2
346	на одном	1	2
347	и сам	5	2
348	на минуту	1	2
349	и жизнь	1	2
350	я считаю	1	2
351	ли он	2	2
352	по своей	1	2
353	войти в	2	2
354	себе и	3	2
355	в каком	2	2
356	как обычно	1	2
357	должен быть	1	2
358	на первый	1	2
359	сих пор	3	2
360	в дальнейшем	2	2
361	первый взгляд	1	2
362	с этим	2	2
363	сознании человека	2	2
364	несколько дальше	1	2
365	и ивана	2	2
366	нуждаются в	1	2
367	к этому	6	2
368	бы не	3	2
369	отвлечемся от	1	2
370	человека в	8	2
371	бы и	6	2
372	находит свое	2	2
373	при условии	1	2
374	перейти в	1	2
375	голоса и	2	2
376	вопрос о	4	2
377	видим что	2	2
378	себе все	2	2
379	как одно	3	2
380	со всех	2	2
381	мы говорили	1	2
382	даже и	2	2
383	от лица	1	2
384	да еще	1	2
385	в значительной	1	2
386	из этих	2	2
387	его не	2	2
388	ни один	5	2
389	и ни	1	2
390	относится к	2	2
391	который мы	2	2
392	в какой	2	2
393	в кругозор	8	2
394	действительности он	1	2
395	и тогда	1	2
396	каждом слове	2	2
397	что вся	1	2
398	он не	11	2
399	значение и	1	2
400	переживаний и	1	2
401	этот процесс	1	2
402	бытия в	3	2
403	должна была	4	2
404	создал бы	1	2
405	и больше	1	2
406	для этого	4	2
407	и когда	1	2
408	для всякого	1	2
409	между внутренней	1	2
410	ее с	3	2
411	по отношению	17	2
412	в нас	1	2
413	как уже	1	2
414	времени и	1	2
415	бы иной	1	2
416	в пределах	13	2
417	значительной степени	1	2
418	о языке	1	2
419	этот вопрос	3	2
420	человека с	1	2
421	ту же	1	2
422	но даже	1	2
423	человека и	2	2
424	себе в	1	2
425	смысл его	2	2
426	материалом и	1	2
427	развития в	1	2
428	как например	2	2
429	перейти к	1	2
430	и несколько	1	2
431	встречи и	1	2
432	про себя	3	2
433	отношение к	4	2
434	у себя	3	2
435	друг другу	3	2
436	и содержание	1	2
437	которые в	2	2
438	вовсе не	13	2
439	одной из	1	2
440	тот же	4	2
441	до конца	11	2
442	к которому	1	2
443	и законченным	1	2
444	в первой	3	2
445	место в	2	2
446	есть не	3	2
447	к миру	1	2
448	отношению к	17	2
449	из трех	1	2
450	как таковое	1	2
451	здесь не	2	2
452	однако в	2	2
453	человек не	1	2
454	в которых	2	2
455	в разговоре	1	2
456	друг друга	10	2
457	и нет	2	2
458	не из	3	2
459	таким же	4	2
460	действительной жизни	1	2
461	подойти к	1	2
462	которая и	1	2
463	гораздо более	1	2
464	конечно только	1	2
465	к нему	13	2
466	отдельные элементы	1	1
467	от всякого	1	1
468	уже с	1	1
469	стыдно и	1	1
470	в особенности	2	1
471	всех оттенков	1	1
472	заставляет его	2	1
473	что в	14	1
474	которого он	1	1
475	лишь там	2	1
476	твердым и	2	1
477	было так	1	1
478	они являются	1	1
479	то в	1	1
480	как к	3	1
481	к такому	1	1
482	вопрос кто	3	1
483	и весь	1	1
484	именно к	2	1
485	нем борьбу	1	1
486	во внешних	1	1
487	и другие	4	1
488	пределах одного	1	1
489	совершенно особый	1	1
490	но отчасти	1	1
491	является в	1	1
492	только не	1	1
493	мысли а	1	1
494	слов о	2	1
495	в другой	4	1
496	форме мы	1	1
497	все что	6	1
498	или наоборот	1	1
499	взгляд на	1	1
500	и автор	2	1
501	и самое	4	1
502	до сих	3	1
503	на языке	2	1
504	все его	4	1
505	не слово	2	1
506	он уже	2	1
507	еще раз	3	1
508	словом но	1	1
509	можно говорить	2	1
510	кругозора то	1	1
511	которым он	1	1
512	и устойчивые	1	1
513	что-то сказать	1	1
514	нами не	1	1
515	стилистических особенностей	1	1
516	художественный замысел	1	1
517	на протяжении	3	1
518	разума и	1	1
519	заложенные в	1	1
520	возможно лишь	1	1
521	же и	2	1
522	выражать одну	1	1
523	как нам	2	1
524	можно сделать	1	1
525	был очень	1	1
526	них в	2	1
527	здесь нет	3	1
528	русской литературе	2	1
529	на вопрос	2	1
530	и среди	1	1
531	также что	1	1
532	в романе	12	1
533	роль и	1	1
534	того как	1	1
535	время и	2	1
536	в основном	2	1
537	писателя не	1	1
538	внутреннего слова	1	1
539	т.е в	1	1
540	включено в	1	1
541	об одном	1	1
542	которые он	3	1
543	элементом его	2	1
544	что человек	1	1
545	его с	2	1
546	до него	1	1
547	в произведении	4	1
548	о художественной	1	1
549	же является	1	1
550	автор может	1	1
551	в угоду	1	1
552	тогда когда	2	1
553	в состоянии	1	1
554	каждого отдельного	1	1
555	что я	2	1
556	связан с	1	1
557	всей жизни	1	1
558	обе эти	1	1
559	следовательно что	2	1
560	ли быть	1	1
561	с миром	2	1
562	основных элементов	1	1
563	увидим дальше	1	1
564	свое словесное	1	1
565	он постоянно	1	1
566	даже в	7	1
567	была бы	5	1
568	на те	1	1
569	только ошибка	1	1
570	ведь они	2	1
571	события его	1	1
572	которых он	1	1
573	из всех	1	1
574	социальное положение	1	1
575	формы в	1	1
576	говорили в	2	1
577	всякого рода	1	1
578	в каком-нибудь	1	1
579	свою мысль	2	1
580	только его	1	1
581	людей но	1	1
582	это уже	1	1
583	тем как	4	1
584	и теперь	1	1
585	с точкой	2	1
586	т.д наконец	1	1
587	роман и	1	1
588	никак не	3	1
589	как раз	9	1
590	что так	1	1
591	тем не	1	1
592	может пойти	1	1
593	только свой	1	1
594	мы замечаем	1	1
595	в литературе	7	1
596	нашего времени	1	1
597	могла бы	1	1
598	о нем	16	1
599	и художественно	3	1
600	форме вне	1	1
601	этот мир	3	1
602	не как	15	1
603	ее в	2	1
604	таковое не	1	1
605	искать в	2	1
606	поэтому в	2	1
607	высказываний героев	1	1
608	завершающую его	1	1
609	в предшествующей	3	1
610	и всегда	1	1
611	его но	2	1
612	не являются	1	1
613	громадную роль	1	1
614	для своего	2	1
615	участвуют в	1	1
616	он почти	1	1
617	одно из	2	1
618	одному и	1	1
619	лишь из	1	1
620	его социальной	1	1
621	беседе с	1	1
622	ни в	5	1
623	и делает	1	1
624	х годов	2	1
625	в результате	6	1
626	но этого	1	1
627	виду прежде	1	1
628	другой стороны	3	1
629	первой и	1	1
630	по ту	2	1
631	слова а	3	1
632	нет никакого	1	1
633	и эти	1	1
634	в движение	1	1
635	они особенно	1	1
636	вы только	1	1
637	своем произведении	1	1
638	сознания и	9	1
639	весь мир	1	1
640	из многочисленных	1	1
641	себе не	1	1
642	том и	2	1
643	ее дальнейшего	1	1
644	как можно	3	1
645	или между	1	1
646	необходимо для	1	1
647	у него	9	1
648	кому из	1	1
649	внешнего мира	3	1
650	не могут	6	1
651	все равно	3	1
652	он почувствовал	1	1
653	в более	1	1
654	не путем	1	1
655	в виде	1	1
656	других с	1	1
657	свое внешнее	1	1
658	однако не	2	1
659	непосредственно в	2	1
660	творчества и	2	1
661	говорит он	9	1
662	и самая	1	1
663	понимает что	1	1
664	элементами из	1	1
665	за ним	2	1
666	в мысли	1	1
667	как же	5	1
668	особый тип	2	1
669	бы только	1	1
670	в сущности	11	1
671	минуту не	1	1
672	более или	1	1
673	или не	2	1
674	возможный ответ	1	1
675	иногда и	1	1
676	и одновременно	5	1
677	не о	3	1
678	и другом	2	1
679	а о	4	1
680	одного человека	2	1
681	вопросом как	1	1
682	относится и	2	1
683	чтобы эти	1	1
684	от своего	1	1
685	выпадает из	1	1
686	исключительной важности	1	1
687	или от	1	1
688	этом не	1	1
689	будто бы	1	1
690	ну и	1	1
691	крайней мере	3	1
692	статью с	1	1
693	и слова	1	1
694	одним из	11	1
695	теперь мы	1	1
696	же как	5	1
697	и диалога	1	1
698	по существу	5	1
699	на себя	3	1
700	образом мы	1	1
701	где они	1	1
702	и противоречащих	1	1
703	вложена в	1	1
704	другой и	1	1
705	слагается из	1	1
706	именно в	8	1
707	уже говорили	2	1
708	художественной форме	1	1
709	же самый	1	1
710	действительность становится	1	1
711	и действительно	1	1
712	приведенные нами	1	1
713	он у	2	1
714	в таком	2	1
715	вообще не	1	1
716	может в	1	1
717	или иная	1	1
718	в плоскость	3	1
719	например в	5	1
720	с одним	2	1
721	с их	9	1
722	конечно на	1	1
723	не остается	1	1
724	личности от	1	1
725	с которой	4	1
726	из тех	3	1
727	характер и	1	1
728	случайным и	1	1
729	я не	7	1
730	мы встречаемся	1	1
731	необходимо заметить	1	1
732	это та	1	1
733	одного центра	1	1
734	лишь с	1	1
735	и вновь	1	1
736	уж конечно	1	1
737	с ними	3	1
738	людей он	1	1
739	многих других	1	1
740	эта форма	4	1
741	и именно	1	1
742	если и	2	1
743	о диалогичности	1	1
744	есть в	10	1
745	можно даже	1	1
746	эти две	1	1
747	сам с	1	1
748	большинстве случаев	3	1
749	его согласие	1	1
750	нашем смысле	1	1
751	они были	1	1
752	является не	3	1
753	одном из	3	1
754	в одно	1	1
755	же точно	1	1
756	общественных отношений	1	1
757	интонации но	1	1
758	человека на	1	1
759	сознания при	1	1
760	другом месте	1	1
761	всю эту	1	1
762	сознания как	1	1
763	он произносит	1	1
764	мира и	8	1
765	следовательно и	2	1
766	только ее	1	1
767	это происходит	1	1
768	нет это	1	1
769	по себе	13	1
770	и понимания	3	1
771	в художественном	5	1
772	от этого	2	1
773	творчества в	3	1
774	со своей	1	1
775	души его	1	1
776	его жизни	2	1
777	и всякий	1	1
778	от всех	1	1
779	в новом	1	1
780	в иной	1	1
781	о котором	1	1
782	и художественного	1	1
783	и оно	2	1
784	именно поэтому	1	1
785	по самой	1	1
786	в себя	3	1
787	лежит в	3	1
788	но уже	1	1
789	более всего	1	1
790	из которого	2	1
791	со стороны	6	1
792	свою внутреннюю	2	1
793	теперь не	1	1
794	и смысловой	1	1
795	знает что	1	1
796	у достоевского	35	1
797	чтобы убедиться	1	1
798	к мысли	1	1
799	в сторону	1	1
800	в каждой	3	1
801	из одного	4	1
802	в чем	2	1
803	нет в	1	1
804	конструкции и	1	1
805	приходила в	1	1
806	или несогласие	1	1
807	их нельзя	1	1
808	конечно гораздо	1	1
809	вот это	1	1
810	ему как	1	1
811	или менее	1	1
812	так например	1	1
813	могло бы	1	1
814	в одной	9	1
815	различные точки	1	1
816	тем более	2	1
817	по крайней	3	1
818	то лишь	2	1
819	чтобы его	2	1
820	как ее	2	1
821	жизнь не	1	1
822	которые были	3	1
823	именно этот	2	1
824	ведь мы	1	1
825	показать как	1	1
826	было быть	1	1
827	другом случае	2	1
828	особенность идеологического	1	1
829	все устойчивые	1	1
830	зрения не	1	1
831	как угодно	1	1
832	лучше сказать	1	1
833	слова для	1	1
834	все они	4	1
835	в русской	3	1
836	к одному	1	1
837	и резко	1	1
838	в большинстве	3	1
839	действительности в	1	1
840	перестает быть	4	1
841	и того	1	1
842	еще до	1	1
843	не менее	3	1
844	здесь как	1	1
845	понятно что	1	1
846	в стиле	1	1
847	это и	10	1
848	и та	1	1
849	наконец и	1	1
850	становятся теперь	1	1
851	любовь ненависть	1	1
852	может иметь	1	1
853	в диалоге	3	1
854	нужно отметить	1	1
855	одна из	4	1
856	слова то	1	1
857	к лицу	1	1
858	зрения и	2	1
859	не допускает	1	1
860	эпохи социальных	1	1
861	для его	4	1
862	это конечно	1	1
863	к одной	1	1
864	того в	1	1
865	тон и	1	1
866	бы к	2	1
867	утверждений и	1	1
868	который является	1	1
869	эта еще	1	1
870	для создания	3	1
871	в действительности	1	1
872	и понимает	3	1
873	автора или	2	1
874	хотя конечно	1	1
875	сливается с	6	1
876	на этом	1	1
877	голоса от	1	1
878	которую мы	1	1
879	ибо они	1	1
880	ясно и	1	1
881	снова к	1	1
882	совершенно иной	1	1
883	которой он	1	1
884	не имеют	1	1
885	раз и	4	1
886	это художественное	1	1
887	ее выражения	1	1
888	одну особенность	1	1
889	это как	2	1
890	всю свою	1	1
891	действительности как	1	1
892	друга но	2	1
893	личность не	1	1
894	совпадает с	3	1
895	она не	9	1
896	чужое слово	2	1
897	хоть сколько-нибудь	1	1
898	и каждое	1	1
899	представления о	1	1
900	другой тип	1	1
901	становится ареной	1	1
902	в противоположность	3	1
903	позволяет ему	2	1
904	именно потому	3	1
905	только как	1	1
906	и если	1	1
907	ему и	1	1
908	бы по	1	1
909	значение не	1	1
910	вполне понятно	1	1
911	и становятся	1	1
912	бы из	1	1
913	служат предметом	1	1
914	здесь только	1	1
915	в другом	1	1
916	как материал	1	1
917	тому как	5	1
918	в каких	1	1
919	это только	1	1
920	социальной личности	2	1
921	и неизбежно	1	1
922	сравнению с	2	1
923	конечно тоже	1	1
924	обозначения не	1	1
925	может и	1	1
926	этих трех	1	1
927	противоречие и	1	1
928	так что	3	1
929	с идеологическими	1	1
930	противоречия и	2	1
931	переживание и	1	1
932	героев достоевского	5	1
933	характер в	1	1
934	позволяет нам	1	1
935	отношения не	1	1
936	в развитии	1	1
937	зрения с	1	1
938	прямых и	1	1
939	сознании и	3	1
940	только один	2	1
941	смысле слова	1	1
942	противоречащих друг	1	1
943	всего на	1	1
944	то все	1	1
945	не существовало	1	1
946	но зато	1	1
947	ее содержанием	1	1
948	бы их	5	1
949	значение для	2	1
950	если же	3	1
951	должны быть	1	1
952	но они	4	1
953	между отдельными	2	1
954	повести а	1	1
955	в человеческом	1	1
956	с этой	1	1
957	говорить о	3	1
958	и внутреннюю	1	1
959	что эта	1	1
960	в первых	1	1
961	я всю	1	1
962	за собой	3	1
963	голосом но	1	1
964	облик героя	1	1
965	точками зрения	4	1
966	и что	2	1
967	как он	5	1
968	словами к	1	1
969	краткое но	1	1
970	материал его	2	1
971	других людей	1	1
972	и оценками	1	1
973	за пределы	10	1
974	так чтобы	3	1
975	которой должен	1	1
976	вот что	2	1
977	смотрит на	1	1
978	конечно в	2	1
979	вслед за	1	1
980	иметь в	1	1
981	основной принцип	1	1
982	или его	1	1
983	человека уже	1	1
984	он в	3	1
985	тому или	1	1
986	словесного выражения	1	1
987	превращается в	4	1
988	и до	5	1
989	даже не	1	1
990	в журнале	1	1
991	его личность	1	1
992	ничто не	1	1
993	только то	3	1
994	приведенный нами	1	1
995	слова были	1	1
996	друга и	2	1
997	в истории	3	1
998	перед тем	1	1
999	зрения а	1	1
1000	как по	1	1
1001	при помощи	1	1
1002	к которой	1	1
1003	что бы	1	1
1004	суждение не	1	1
1005	определенное идеологическое	1	1
1006	является как	1	1
1007	отметить что	2	1
1008	с нашими	1	1
1009	природы но	1	1
1010	и исторически	1	1
1011	трудным и	1	1
1012	уже у	1	1
1013	замкнутости и	1	1
1014	между несколькими	1	1
1015	достаточно чтобы	1	1
1016	всем этим	2	1
1017	не совпадает	2	1
1018	автора с	1	1
1019	еще на	1	1
1020	убедиться в	1	1
1021	идеологией и	1	1
1022	развитие этой	1	1
1023	и беспомощно	1	1
1024	с другой	3	1
1025	имеем в	2	1
1026	смысле как	2	1
1027	статье о	1	1
1028	нем и	2	1
1029	так ни	1	1
1030	соглашаясь с	1	1
1031	истории и	1	1
1032	говорит о	1	1
1033	дистанция между	1	1
1034	к ним	3	1
1035	в литературном	1	1
1036	новую позицию	1	1
1037	ту сторону	2	1
1038	вопрос в	1	1
1039	среды и	1	1
1040	на бумаге	1	1
1041	и вне	2	1
1042	без всякого	1	1
1043	его художественного	6	1
1044	он является	1	1
1045	самой своей	1	1
1046	форме но	1	1
1047	на две	1	1
1048	по всей	1	1
1049	и о	5	1
1050	содержанием и	1	1
1051	жизненного и	1	1
1052	мы убедимся	1	1
1053	в голове	1	1
1054	и никогда	1	1
1055	что для	4	1
1056	и самого	4	1
1057	не надо	1	1
1058	та или	1	1
1059	его как	6	1
1060	он так	1	1
1061	жизни как	1	1
1062	вновь и	1	1
1063	и благодаря	2	1
1064	наряду с	1	1
1065	материала но	1	1
1066	и во	2	1
1067	этапы развития	1	1
1068	их как	1	1
1069	мыслью но	1	1
1070	принадлежит к	1	1
1071	и оценки	2	1
1072	художественного произведения	1	1
1073	он ни	2	1
1074	этот своеобразный	1	1
1075	по сравнению	2	1
1076	не можем	1	1
1077	на свою	1	1
1078	благодаря этому	2	1
1079	произведения и	2	1
1080	не совсем	2	1
1081	характерен для	1	1
1082	стремление ставить	1	1
1083	за него	1	1
1084	авторской речи	2	1
1085	самого говорящего	1	1
1086	быть в	2	1
1087	что может	2	1
1088	здесь остается	1	1
1089	сказать ни	1	1
1090	в высшей	2	1
1091	за пределами	2	1
1092	обращаться к	1	1
1093	в своем	12	1
1094	этой действительности	2	1
1095	не значит	4	1
1096	даже если	1	1
1097	лучше всего	1	1
1098	мы сейчас	1	1
1099	вне этого	1	1
1100	в зеркале	1	1
1101	не трудно	1	1
1102	и есть	6	1
1103	котором мы	2	1
1104	входят в	3	1
1105	во всей	2	1
1106	то для	1	1
1107	образом в	2	1
1108	он может	4	1
1109	в плохое	1	1
1110	но благодаря	1	1
1111	раз навсегда	1	1
1112	что без	1	1
1113	к окружающей	1	1
1114	социальном мире	2	1
1115	каждым из	1	1
1116	все еще	2	1
1117	установлено на	1	1
1118	организуя и	1	1
1119	вокруг одного	1	1
1120	как будто	4	1
1121	же в	3	1
1122	это прежде	1	1
1123	что говорит	1	1
1124	но если	1	1
1125	свою речь	1	1
1126	отношения и	1	1
1127	менее и	1	1
1128	оно может	2	1
1129	вопросов и	2	1
1130	и по	4	1
1131	знаете ли	1	1
1132	ведь эти	2	1
1133	развитие и	1	1
1134	там где	12	1
1135	как такое	1	1
1136	наконец он	1	1
1137	переход в	1	1
1138	зрения мы	2	1
1139	коллектива в	1	1
1140	здесь в	3	1
1141	он просто	1	1
1142	по отдельным	1	1
1143	является только	1	1
1144	должны перейти	1	1
1145	самой основе	1	1
1146	еще в	1	1
1147	благодаря чему	2	1
1148	которых слагается	1	1
1149	здесь же	1	1
1150	со своими	6	1
1151	что сам	1	1
1152	и соответствующие	1	1
1153	всех этих	3	1
1154	того же	1	1
1155	если она	1	1
1156	входящих в	2	1
1157	все возможные	5	1
1158	в самой	10	1
1159	согласие или	1	1
1160	опять-таки не	1	1
1161	вне его	2	1
1162	наконец на	2	1
1163	само по	4	1
1164	иногда в	1	1
1165	одного и	2	1
1166	думать что	1	1
1167	своего бытия	2	1
1168	мы условно	1	1
1169	не то	1	1
1170	жизни с	1	1
1171	мысли и	5	1
1172	к правильному	1	1
1173	она является	2	1
1174	лишь по	1	1
1175	понять и	3	1
1176	к более	2	1
1177	человека но	2	1
1178	и сами	1	1
1179	соприкасается с	1	1
1180	эту задачу	1	1
1181	высшей степени	2	1
1182	другими людьми	1	1
