N	3gram	Ircho_Kome	KulturaY
128	потому что они	1	2
129	должны были бы	1	1
130	что в рамках	1	1
131	представить себе как	1	1
132	признаки по которым	1	1
133	имеет в виду	1	1
134	с этим и	1	1
135	он имеет в	1	1
136	за помощью к	1	1
137	то что он	2	1
138	все это как	1	1
139	в эти годы	2	1
140	было бы сравнить	1	1
141	к числу таких	1	1
142	то что не	1	1
143	этом смысле исключения	2	1
144	было ясно что	1	1
145	наряду с этим	1	1
146	до наших дней	1	1
147	но в своих	1	1
148	если они не	1	1
149	которых идет речь	1	1
150	за собой и	1	1
151	в коем случае	1	1
152	и независимо от	1	1
153	в первые годы	1	1
154	таким же образом	1	1
155	более широкое значение	1	1
156	и у других	1	1
157	возможно что в	1	1
158	и все это	1	1
159	своего времени в	1	1
160	так и более	1	1
161	как раз эта	1	1
162	всю свою жизнь	1	1
163	что само по	1	1
164	это что это	1	1
165	в современном смысле	1	1
166	в отрывках из	4	1
167	даже как-то не	1	1
168	относится к г	1	1
169	именно в этой	1	1
170	может быть также	1	1
171	именно потому что	2	1
172	о которых идет	1	1
173	как это имело	1	1
174	между тем главный	1	1
175	ни в коем	1	1
176	не связанное с	1	1
177	в политическом отношении	3	1
178	а вслед за	1	1
179	ответа на вопрос	1	1
180	по аналогии с	1	1
181	к г и	1	1
182	следует что в	1	1
183	на пути к	1	1
184	об этом свидетельствуют	1	1
185	существенное различие в	1	1
186	целом ряде случаев	1	1
187	том что в	1	1
188	если не считать	1	1
189	еще и теперь	1	1
190	не менее важно	1	1
191	прибегают не к	1	1
192	широкое распространение в	1	1
193	иначе связанные с	1	1
194	нельзя не вспомнить	1	1
195	то ни было	4	1
196	и тогда в	1	1
197	можно было сомневаться	1	1
198	в каком контексте	1	1
199	то же самое	2	1
200	свои силы в	1	1
201	на этот раз	5	1
202	т п которые	1	1
203	что они являются	1	1
204	вслед за этим	1	1
205	с тех пор	1	1
206	в г а	1	1
207	в сущности и	1	1
208	в стороне от	1	1
209	из заглавий в	1	1
210	в одном случае	1	1
211	потому что и	1	1
212	все это конечно	1	1
213	в значительной степени	1	1
214	современном смысле этого	1	1
215	но не менее	1	1
216	речь шла о	1	1
217	в г №	1	1
218	в разной степени	1	1
219	я думаю что	2	1
220	может и не	1	1
221	само собой разумеется	1	1
222	в двух письмах	1	1
223	и в разговоре	1	1
224	не заметить что	1	1
225	идти речь о	1	1
226	но прежде всего	1	1
227	менее важно что	1	1
228	и что же?	1	1
229	до нас только	1	1
230	мы находим в	1	1
231	и в силу	2	1
232	но и в	2	1
233	было бы однако	1	1
234	почти ни одна	1	1
235	не последнюю роль	1	1
236	в чем же	1	1
237	принадлежит к числу	1	1
238	в это время	3	1
239	в последние десятилетия	1	1
240	и его современники	1	1
241	чаще всего в	1	1
242	следует отметить что	1	1
243	как и в	2	1
244	в целом ряде	1	1
245	концы с концами	1	1
246	в соединении с	1	1
247	как это видно	1	1
248	к выводу что	1	1
249	всего этого можно	1	1
250	нас только в	1	1
251	всяком случае что	1	1
252	нет никаких оснований	1	1
253	т д все	1	1
254	и к тому	1	1
255	ответ на это	1	1
256	связи с этим	1	1
257	на это дает	1	1
258	одном из своих	1	1
259	отношению к науке	1	1
260	ко времени появления	1	1
261	то время как	6	1
262	более что она	1	1
263	все это однако	1	1
264	и здесь мы	1	1
265	и тем что	2	1
266	или иначе связанные	1	1
267	в одной из	1	1
268	другой стороны в	1	1
269	в достаточной степени	1	1
270	то и вовсе	2	1
271	указания на то	1	1
272	по меньшей мере	2	1
273	же что и	1	1
274	нет и в	1	1
275	все тот же	1	1
276	в этих словах	1	1
277	можно ручаться что	1	1
278	которые могут быть	1	1
279	следовательно и в	1	1
280	с самого начала	2	1
281	что это такое?	1	1
282	за пределы одной	1	1
283	случае ясно что	1	1
284	конца и в	1	1
285	идет о совершенно	1	1
286	в этой же	2	1
287	то время когда	1	1
288	вступили на путь	1	1
289	в предисловии к	1	1
290	всяком случае в	1	1
291	и не только	1	1
292	из повседневной жизни	1	1
293	мы употребляем это	1	1
294	до конца и	1	1
295	а не для	1	1
296	и в отрывках	1	1
297	в другом случае	1	1
298	под тем же	1	1
