N	2gram	Potebnia_M	Russkaja
301	даже не	2	2
302	тем самым	11	2
303	чтобы их	1	2
304	существование в	2	2
305	любви к	1	2
306	состоит в	1	2
307	на это	4	2
308	зависимость от	1	2
309	настоящее время	1	2
310	друг другу	2	2
311	этот человек	1	2
312	благодаря этому	1	2
313	в глазах	3	2
314	что только	7	2
315	и от	5	2
316	но в	8	2
317	и есть	4	2
318	по этому	2	2
319	место в	4	2
320	так что	14	2
321	и о	6	2
322	в зависимость	1	2
323	значило бы	1	2
324	если они	1	2
325	как будто	1	2
326	бы ни	6	2
327	в области	3	2
328	это в	2	2
329	но это	9	2
330	во время	4	2
331	в настоящее	1	2
332	если только	1	2
333	не можем	8	2
334	и наконец	3	2
335	понять что	1	2
336	разумеется что	1	2
337	не к	4	2
338	к нему	7	2
339	от всякого	1	1
340	такой взгляд	2	1
341	когда он	1	1
342	тем не	7	1
343	в тесном	2	1
344	люди которые	2	1
345	себе самом	1	1
346	а отрицание	1	1
347	ее части	1	1
348	есть много	1	1
349	лишь тогда	5	1
350	только не	5	1
351	мы прежде	1	1
352	сколько и	2	1
353	как это	1	1
354	что его	3	1
355	то они	1	1
356	ближнему и	1	1
357	еще одну	1	1
358	и многие	3	1
359	один из	7	1
360	этом настроении	2	1
361	человеческой жизни	3	1
362	человека к	1	1
363	что у	4	1
364	и мы	3	1
365	фактом что	1	1
366	за ним	4	1
367	и конечно	1	1
368	друг к	1	1
369	ничем не	1	1
370	разума и	1	1
371	отношению ко	1	1
372	нет ни	2	1
373	же и	3	1
374	вообще не	1	1
375	части наших	1	1
376	не во	1	1
377	то есть	53	1
378	но из	1	1
379	себе представить	4	1
380	а по	1	1
381	это будет	1	1
382	без них	2	1
383	которые не	1	1
384	чем сильнее	1	1
385	нас не	1	1
386	которая в	1	1
387	время и	2	1
388	отношению к	10	1
389	они имеют	1	1
390	как средства	1	1
391	других и	1	1
392	мы не	17	1
393	на ее	2	1
394	мысль эта	2	1
395	что значит	1	1
396	в состоянии	5	1
397	отличное от	4	1
398	из таких	1	1
399	не идет	1	1
400	связи между	1	1
401	народа к	1	1
402	с этой	2	1
403	это не	2	1
404	человек может	2	1
405	он как	2	1
406	мы знаем	1	1
407	в себя	1	1
408	только от	7	1
409	если у	1	1
410	для которой	1	1
411	можно назвать	2	1
412	до самого	1	1
413	даже в	3	1
414	была бы	5	1
415	не всякий	1	1
416	эта идея	1	1
417	сильнее чем	1	1
418	переносится в	1	1
419	силы на	1	1
420	ни было	2	1
421	всех остальных	1	1
422	до такой	3	1
423	что первое	3	1
424	хотим и	1	1
425	только возможно	1	1
426	в разных	4	1
427	на деле	8	1
428	а это	2	1
429	этом отношении	2	1
430	этого мало	1	1
431	что при	3	1
432	в сущности	3	1
433	в ее	3	1
434	это обстоятельство	1	1
435	успешнее идет	1	1
436	что так	1	1
437	души и	2	1
438	так и	17	1
439	не заботясь	2	1
440	мало того	1	1
441	те же	6	1
442	и средство	2	1
443	и говорить	2	1
444	о которой	1	1
445	в область	1	1
446	мы в	3	1
447	и за	1	1
448	то самое	1	1
449	все свое	1	1
450	в тот	1	1
451	в общей	1	1
452	к сознанию	4	1
453	было говорить	1	1
454	не столько	2	1
455	с другими	9	1
456	с определенным	1	1
457	но этого	1	1
458	невозможно без	2	1
459	только чтобы	1	1
460	возможно только	6	1
461	смысле этого	9	1
462	влияние на	3	1
463	говорить что	1	1
464	не признает	1	1
465	быть может	7	1
466	что народ	1	1
467	но на	2	1
468	не на	1	1
469	все равно	5	1
470	тому же	1	1
471	все черты	2	1
472	от своих	4	1
473	есть дело	2	1
474	что вне	1	1
475	не была	1	1
476	может но	2	1
477	такого же	1	1
478	связь с	4	1
479	первое время	2	1
480	как же	1	1
481	и несовершенства	1	1
482	что ни	3	1
483	или не	3	1
484	столько же	2	1
485	здесь мы	1	1
486	больше в	1	1
487	в которой	9	1
488	заключает в	10	1
489	нет для	1	1
490	в собственном	3	1
491	а о	1	1
492	при сильном	1	1
493	на создание	1	1
494	что к	2	1
495	с таким	3	1
496	то к	4	1
497	слова но	3	1
498	что по	4	1
499	заключается не	1	1
500	показать что	1	1
501	заключается в	2	1
502	ближайшим образом	3	1
503	на свою	2	1
504	состоит сущность	1	1
505	дело в	1	1
506	лишь изредка	1	1
507	мысль о	12	1
508	из двух	4	1
509	оно есть	4	1
510	которое в	2	1
511	земного шара	1	1
512	что не	12	1
513	сознании в	1	1
514	с общим	2	1
515	заботясь о	2	1
516	и другое	3	1
517	исходят из	1	1
518	а если	1	1
519	а то	2	1
520	из всего	1	1
521	превращается в	3	1
522	себя из	1	1
523	до степени	1	1
524	членов есть	1	1
525	очевидно что	9	1
526	к другим	4	1
527	здесь же	1	1
528	есть центр	1	1
529	они воспринимают	1	1
530	может в	2	1
531	другой из	1	1
532	бы все	1	1
533	упускать из	2	1
534	смотря по	2	1
535	или другие	1	1
536	в жизни	1	1
537	более что	1	1
538	с одним	3	1
539	человек и	2	1
540	тем же	6	1
541	она и	1	1
542	на другую	1	1
543	и без	9	1
544	в связи	1	1
545	отдельного человека	1	1
546	своих членов	1	1
547	к самому	2	1
548	к его	2	1
549	с ними	6	1
550	если и	2	1
551	есть та	1	1
552	или даже	1	1
553	наша мысль	2	1
554	возможно и	1	1
555	только то	1	1
556	между прочим	5	1
557	к другу	1	1
558	иначе и	3	1
559	при ближайшем	1	1
560	в одно	8	1
561	даже тогда	3	1
562	в которых	5	1
563	есть только	9	1
564	однако это	1	1
565	противном случае	1	1
566	силу этого	1	1
567	не менее	9	1
568	этого слова	14	1
569	быть назван	3	1
570	понимание и	1	1
571	от этого	2	1
572	по своему	2	1
573	на все	3	1
574	того и	2	1
575	бы не	6	1
576	в истории	2	1
577	в такой	2	1
578	со своей	2	1
579	или что	4	1
580	если этот	1	1
581	по своим	1	1
582	должно было	2	1
583	случайны а	1	1
584	через них	1	1
585	есть то	3	1
586	мысль об	3	1
587	к своим	1	1
588	самого предмета	2	1
589	и это	6	1
590	к мысли	4	1
591	а только	7	1
592	из одного	3	1
593	есть по	1	1
594	в какие	2	1
595	об этом	4	1
596	должен быть	1	1
597	то хотя	1	1
598	с себя	2	1
599	на себе	3	1
600	отдельные ее	1	1
601	и таким	1	1
602	так например	3	1
603	не требуют	1	1
604	вовсе не	13	1
605	могло бы	2	1
606	на другие	7	1
607	и обратно	1	1
608	на первый	1	1
609	в одной	1	1
610	тем более	9	1
611	по крайней	8	1
612	человека а	2	1
613	перед нами	3	1
614	познает себя	1	1
615	связано с	2	1
616	и другого	2	1
617	совершенно как	1	1
618	бы в	3	1
619	нею в	1	1
620	смотреть как	3	1
621	на них	2	1
622	с большею	2	1
623	именно вследствие	3	1
624	первый взгляд	1	1
625	к ближнему	1	1
626	что хотя	8	1
627	что эти	3	1
628	к одному	7	1
629	и того	2	1
630	природы в	3	1
631	тем в	1	1
632	и оставаться	1	1
633	это и	2	1
634	еще и	1	1
635	именно тем	1	1
636	было не	1	1
637	но можно	1	1
638	может иметь	1	1
639	можно сказать	4	1
640	но все	2	1
641	нее все	1	1
642	человека в	2	1
643	но как	2	1
644	мысли что	6	1
645	из предыдущего	2	1
646	если признать	1	1
647	не является	1	1
648	и эти	1	1
649	собственной природы	1	1
650	и других	3	1
651	это зависит	2	1
652	для создания	2	1
653	с самого	1	1
654	неба не	1	1
655	может создать	1	1
656	по которому	7	1
657	в такое	1	1
658	этот взгляд	1	1
659	основанного на	1	1
660	языка и	5	1
661	следовало бы	2	1
662	как та	2	1
663	его жизни	2	1
664	эти последние	3	1
665	в очень	1	1
666	тех же	1	1
667	той и	2	1
668	свое место	2	1
669	можем думать	1	1
670	он был	1	1
671	нас и	1	1
672	другими или	1	1
673	идеал и	1	1
674	то и	10	1
675	такие люди	1	1
676	чем то	1	1
677	дух на	1	1
678	говорить не	1	1
679	в свою	6	1
680	входит в	3	1
681	можно лишь	1	1
682	который мы	1	1
683	это то	1	1
684	связь и	2	1
685	жизнь а	1	1
686	однако если	1	1
687	то нужно	1	1
688	то сознание	1	1
689	многих случаях	1	1
690	практические выводы	1	1
691	с тою	1	1
692	не по	1	1
693	сказано выше	1	1
694	но при	1	1
695	быть не	4	1
696	не быть	1	1
697	меняется в	1	1
698	мы верим	1	1
699	это для	1	1
700	не всегда	5	1
701	языком и	3	1
702	значение и	1	1
703	не сам	1	1
704	себе что	2	1
705	тогда все	1	1
706	же будет	1	1
707	было только	1	1
708	остается только	2	1
709	сознании и	4	1
710	на чем	3	1
711	только тогда	13	1
712	имеет в	1	1
713	и теперь	6	1
714	личности на	1	1
715	оно и	1	1
716	себя не	1	1
717	что касается	1	1
718	те или	1	1
719	к такой	1	1
720	всего на	1	1
721	только один	3	1
722	то все	1	1
723	не могло	3	1
724	доступная человеку	1	1
725	другим и	1	1
726	и их	4	1
727	таким путем	2	1
728	вместе и	7	1
729	признает за	1	1
730	что эта	3	1
731	себе на	1	1
732	на его	4	1
733	не об	2	1
734	хотя в	3	1
735	чем больше	3	1
736	видеть что	2	1
737	для человека	8	1
738	в различных	2	1
739	не могла	2	1
740	и когда	1	1
741	эта последняя	4	1
742	также принять	1	1
743	на одну	1	1
744	но только	3	1
745	смотрит на	2	1
746	когда оно	3	1
747	иметь в	2	1
748	ее с	2	1
749	мы хотим	1	1
750	это стремление	1	1
751	начинает быть	1	1
752	не следует	6	1
753	независимое от	1	1
754	значительной степени	2	1
755	стороны и	1	1
756	что такая	1	1
757	бы упрекать	1	1
758	что ее	1	1
759	от своего	2	1
760	как оно	2	1
761	деятельность в	1	1
762	он есть	1	1
763	человека с	2	1
764	что когда	1	1
765	стало быть	4	1
766	этих случаях	1	1
767	с понятием	3	1
768	которое будет	1	1
769	различных языках	2	1
770	свою очередь	6	1
771	него прежде	1	1
772	признать и	1	1
773	в обществе	1	1
774	на свое	3	1
775	недавнего времени	1	1
776	внутренняя связь	1	1
777	их и	1	1
778	именно из	2	1
779	могла бы	2	1
780	на ней	1	1
781	с другой	8	1
782	как мы	8	1
783	в прошлом	1	1
784	известной степени	1	1
785	третьей то	1	1
786	из нее	2	1
787	к ним	3	1
788	же самое	3	1
789	может ли	1	1
790	двух других	1	1
791	к ней	7	1
792	с людьми	1	1
793	без всякого	2	1
794	нет и	2	1
795	почему не	2	1
796	сами себя	1	1
797	одного из	1	1
798	природы и	2	1
799	ее не	4	1
800	то по	2	1
801	в сфере	1	1
802	нравственной жизни	1	1
803	если мы	2	1
804	что среди	1	1
805	крайней мере	8	1
806	тот кто	1	1
807	мог бы	1	1
808	не безразличны	1	1
809	каждый человек	1	1
810	от которой	1	1
811	в силе	1	1
812	его личности	1	1
813	могут быть	6	1
814	не за	1	1
815	к человеческому	1	1
816	с большим	1	1
817	одного и	2	1
818	формы в	3	1
819	и все	5	1
820	образом как	1	1
821	свой план	2	1
822	условиях и	1	1
823	на него	3	1
824	к которому	1	1
825	должны быть	3	1
826	только при	2	1
827	эту мысль	1	1
828	эти признаки	1	1
829	личности к	1	1
830	не знаем	5	1
831	котором мы	2	1
832	с которым	3	1
833	теми же	1	1
834	образом в	4	1
835	столь же	8	1
836	не умеет	1	1
837	в общем	1	1
838	на этот	1	1
839	он может	2	1
840	бытия и	1	1
841	том виде	2	1
842	происходит в	2	1
843	себе отпечаток	1	1
844	но вряд	1	1
845	и проч	25	1
846	об этой	1	1
847	именно с	1	1
848	душевная жизнь	1	1
849	от них	4	1
850	на место	1	1
851	к этому	3	1
852	к новой	1	1
853	в противном	1	1
854	сомнению и	1	1
855	что наша	1	1
856	себе еще	1	1
857	и внешней	1	1
858	же это	1	1
859	душевной жизни	10	1
860	в отдельных	2	1
861	невозможно но	3	1
862	понятие о	3	1
863	происходит при	2	1
864	может и	1	1
865	для чего	1	1
866	к своей	2	1
867	от степени	1	1
868	к ее	1	1
869	чем и	1	1
870	того же	5	1
871	нетрудно заметить	2	1
872	и сама	2	1
873	носит в	1	1
874	в самой	1	1
875	они могут	2	1
876	имеет свою	2	1
877	в один	4	1
878	он с	1	1
879	потому все	1	1
880	случае когда	1	1
881	следует чтобы	1	1
882	гораздо труднее	1	1
883	найти в	1	1
884	и совершенное	1	1
885	что на	3	1
886	в известной	3	1
887	есть не	9	1
888	подлежит сомнению	1	1
889	потом и	1	1
890	они были	1	1
891	иное как	1	1
892	и следует	2	1
893	никак не	3	1
894	степени и	1	1
895	без помощи	1	1
896	но пусть	1	1
897	от ее	2	1
898	его можно	1	1
899	словом на	2	1
